en,es,fr,tr,pt,title,speaker,duration,tags
"
","
","
","
","
",A summer school kids actually want to attend,Karim Abouelnaga,7:05,"children,inequality,education,personal growth,social change,teaching,society,TED Fellows"
"
											Today when I get questions
about how I made it out,
											I share that one of the biggest reasons
											is that I wasn't ashamed to ask for help.
											In a typical middle class
or affluent household,
											if a kid is struggling,
											there's a good chance that a parent
or a teacher will come to their rescue
											even if they don't ask for help.
											However, if that same kid
is growing up poor
											and doesn't ask for help,
											there's a good chance
that no one will help them.
											There are virtually
no social safety nets available.
									","
											Ahora cuando me preguntan
cómo salí de esas condiciones,
											les digo que uno
de los factores más importantes
											es que no tenía miedo a pedir ayuda.
											En una familia normal
de clase media o alta
											si un niño tiene problemas,
											es muy probable que un padre
o un profesor les eche una mano
											incluso aunque no pidan ayuda.
											Por otra parte,
si ese mismo niño crece pobre
											y no pide ayuda,
											es muy probable que nadie le ayude.
											No tienen prácticamente ninguna
red de seguridad disponible.
									","
											Aujourd'hui, quand on me demande
comment je m'en suis sorti,
											je partage le fait
qu'une des raisons principales
											est que je n'avais pas honte
de demander de l'aide.
											Dans un foyer type
de classe moyenne voire aisée,
											si un enfant a des difficultés,
											il y a de grandes chances qu'un parent
ou un professeur vienne à son secours,
											même s'il ne demande pas d'aide.
											Cependant, si ce même enfant
grandit pauvre
											et ne demande pas d'aide,
											il y a de grandes chances
que personne ne l'aide.
											Il n'y a virtuellement
aucun secours disponible.
									","
											Bugün nasıl başardığım 
hakkındaki soruları aldığımda
											en büyük sebeplerden birini paylaşıyorum
											ben soru sormaktan utanmazdım.
											Tipik bir orta sınıf ya da zengin evde
											eğer bir çocuk çabalıyorsa,
											yardım istemeseler bile
bir ebeveyn ya da öğretmen
											büyük ihtimalle onların imdadına gelir.
											Ama aynı çocuk yoksullukla büyüyorsa
											ve yardım istemezse
											büyük ihtimalle hiç kimse 
ona yardım etmeyecek.
											Fiilen hiç aktif sosyal güvenlik ağı yok.
									","
											Hoje, quando me perguntam
como é que eu consegui lá chegar,
											respondo que uma das principais razões
											é que eu não tinha vergonha
de pedir ajuda.
											Numa família típica da classe média
ou seja, desafogada,
											se uma criança tem dificuldades,
											há todas as hipóteses de aparecer
um pai ou um professor para ajudar,
											mesmo que ela não peça ajuda.
											Mas, se essa criança
está a crescer na pobreza,
											e não pede ajuda,
											há todas as hipóteses
de ninguém a ajudar.
											Na prática, não há
nenhum apoio disponível.
									",A summer school kids actually want to attend,Karim Abouelnaga,7:05,"children,inequality,education,personal growth,social change,teaching,society,TED Fellows"
"
","
","
","
","
",A summer school kids actually want to attend,Karim Abouelnaga,7:05,"children,inequality,education,personal growth,social change,teaching,society,TED Fellows"
"
											So seven years ago,
											I started to reform
our public education system
											shaped by my firsthand perspective.
											And I started with summer school.
											Research tells us that two-thirds
of the achievement gap,
											which is the disparity
in educational attainment
											between rich kids and poor kids
											or black kids and white kids,
											could be directly attributed
to the summer learning loss.
											In low-income neighborhoods,
kids forget almost three months
											of what they learned
during the school year
											over the summer.
											They return to school in the fall,
											and their teachers
spend another two months
											reteaching them old material.
											That's five months.
											The school year in the United States
is only 10 months.
											If kids lose five months of learning
every single year,
											that's half of their education.
											Half.
									","
											Así que hace siete años,
											empecé a reformar
nuestro sistema de educación pública
											desde mi punto de vista personal.
											Empecé con los cursos de verano.
											Los estudios dicen que dos tercios
de la diferencia de rendimiento,
											o sea, la disparidad
de nivel educativo
											entre niños ricos y niños pobres
											o niños negros y niños blancos,
											podría ser el resultado
de la falta de educación estival.
											En barrios de clase baja,
los niños olvidan casi tres meses
											de lo que aprendieron en el curso escolar
											a lo largo del verano.
											Vuelven a clase en otoño
											y sus profesores se pasan
otros dos meses
											volviéndoles a enseñar lo mismo
											Eso son cinco meses.
											El curso escolar en EE. UU. 
es de solo 10 meses.
											Si los niños pierden cinco meses
de clase todos los años,
											eso es la mitad de su educación.
											La mitad.
									","
											Il y a sept ans,
											j'ai commencé à réformer
notre système d'éducation publique
											sur la base de mon histoire personnelle.
											J'ai commencé par des cours d'été.
											La recherche nous dit que deux tiers
de l'écart dans les résultats,
											la disparité dans le niveau scolaire
											entre les enfants riches et pauvres
											ou les enfants noirs et blancs
											pourrait être attribuée
à la perte d'apprentissage de l'été.
											Dans les quartiers pauvres,
les enfants oublient trois mois
											de ce qu'ils ont appris durant l'année
											au cours de l'été.
											Ils retournent à l'école à l'automne
											et leurs professeurs passent deux mois
											à leur réapprendre ces choses.
											Cela fait cinq mois.
											Aux États-Unis, l'année scolaire
ne dure que 10 mois.
											Si les enfants perdent cinq mois
d'apprentissage par an,
											c'est la moitié de leur éducation.
											La moitié.
									","
											Yedi yıl önce,
											eğitim sistemimizi yeniden
benim kendi görüşümle
											şekillendirerek düzenlemeye başladım.
											Yaz okuluyla başladım.
											Araştırma, zengin çocuklar 
ve fakir çocuklar ya da
											siyah çocuklar ve 
beyaz çocuklar arasındaki
											eğitim başarısındaki eşitsizlikte,
											kazanım boşluğunun üçte 
ikisinin direkt olarak
											yaz bilgi kaybına 
dayandırılabileceğini gösteriyor.
											Düşük gelirli mahallelerde, 
çocuklar neredeyse

											okul döneminde öğrendiklerinin üç ayını
											yazın unutuyorlar.
											Sonbaharda okula dönüyorlar
											ve öğretmenleri onlara eski materyalleri
											öğretmek için iki ay daha harcıyor.
											Bu beş ay demek.
											Birleşik Devletler'de okul 
yılı sadece 10 aydır.
											Eğer çocuklar her sene 
öğrendiklerinin beş ayını unuturlarsa
											bu eğitimin yarısı demektir.
											Yarısı.
									","
											Por isso, aqui há sete anos
											comecei a reformar o nosso
sistema público de ensino
											com base na minha experiência pessoal.
											Comecei com cursos de verão.
											A investigação diz-nos que dois terços
do fosso nos resultados,
											ou seja, a diferença 
nos resultados escolares
											entre miúdos ricos e miúdos pobres,
											ou miúdos negros e miúdos brancos,
											pode ser atribuído diretamente
à perda de conhecimentos no verão.
											Nos bairros de rendimentos modestos,
											os miúdos esquecem três meses
do que aprenderam no ano letivo,
											durante o verão.
											Regressam à escola no outono
											e os professores
passam mais dois meses
											a repetir as matérias antigas.
											São cinco meses.
											O ano letivo nos EUA
tem apenas 10 meses.
											Se os miúdos perdem cinco meses
de aprendizagem, todos os anos,
											é metade do ensino.
											Metade!
									",A summer school kids actually want to attend,Karim Abouelnaga,7:05,"children,inequality,education,personal growth,social change,teaching,society,TED Fellows"
"
","
","
","
","
",A summer school kids actually want to attend,Karim Abouelnaga,7:05,"children,inequality,education,personal growth,social change,teaching,society,TED Fellows"
"
											If kids were in school over the summer,
then they couldn't regress,
											but traditional summer school
is poorly designed.
											For kids it feels like punishment,
											and for teachers
it feels like babysitting.
											But how can we expect principals
to execute an effective summer program
											when the school year
ends the last week of June
											and then summer school starts
just one week later?
											There just isn't enough time
to find the right people,
											sort out the logistics,
											and design an engaging curriculum
that excites kids and teachers.
									","
											Si los niños fueran a clase en el verano
no perderían la educación,
											pero la escuela de verano tradicional
está mal diseñada.
											Para los niños es como un castigo
											y para los profesores
es como hacer de niñera.
											Pero ¿cómo podemos esperar que los
directores creen un plan estival efectivo
											si el curso escolar acaba
la última semana de junio
											y los cursos de verano empiezan
una semana después?
											No hay tiempo para encontrar
la gente adecuada,
											organizarlo todo
											y diseñar un plan de estudios
que apasione a niños y profesores.
									","
											Si les enfants allaient à l'école l'été,
ils ne régresseraient pas
											mais les cours d'été traditionnels
sont mal conçus.
											Pour les enfants, c'est une punition
											et pour les professeurs,
c'est du baby-sitting.
											Comment demander aux directeurs
d'exécuter un programme d'été efficace
											quand l'année scolaire se termine fin juin
											et que les cours d'été
commencent une semaine après ?
											Ils n'ont pas le temps
de trouver les bonnes personnes,
											gérer la logistique
											et concevoir un programme intéressant
qui enthousiasme enfants et professeurs.
									","
											Eğer çocuklar yaz boyu okulda olsaydı,
o zaman gerileyemezlerdi,
											ama geleneksel yaz okulu kötü tasarlanmış.
											Çocuklar için ceza gibi geliyor
											ve öğretmenler için
bebek bakıcılığı gibi geliyor.
											Ama okul Haziran'ın son
haftasında biterken
											nasıl, başkanların etkili bir yaz
programı uygulamasını bekleyebiliriz?
											O zaman yaz okulu sadece
bir hafta sonra başlar?
											Doğru insanları bulmak için,
lojistiği sınıflandırmak için
											ve çocukları ve öğretmenleri 
heyecanlandıracak ilgi çekici müfredat
											bulmak için yeterli zaman yok.
									","
											Se os miúdos fossem à escola
durante o verão, não regrediriam
											mas a escola de verão tradicional
está mal concebida.
											Para as crianças, é como um castigo
											e, para os professores,
é tomar conta de crianças.
											Mas como pedir aos diretores
que executem um programa de verão eficaz
											quando o ano letivo
acaba no fim de junho
											e a escola de verão começa
uma semana depois?
											Não há tempo suficiente
para encontrar as pessoas certas,
											organizar a logística
											e conceber um programa envolvente
que entusiasme miúdos e professores.
									",A summer school kids actually want to attend,Karim Abouelnaga,7:05,"children,inequality,education,personal growth,social change,teaching,society,TED Fellows"
"
","
","
","
","
",A summer school kids actually want to attend,Karim Abouelnaga,7:05,"children,inequality,education,personal growth,social change,teaching,society,TED Fellows"
"
											But what if we created a program
over the summer
											that empowered teachers
as teaching coaches
											to develop aspiring educators?
											What if we empowered
college-educated role models
											as teaching fellows
											to help kids realize
their college ambitions?
											What if empowered high-achieving kids
											as mentors to tutor their younger peers
											and inspire them
to invest in their education?
											What if we empowered all kids as scholars,
											asked them what colleges
they were going to,
											designed a summer school
they want to attend
											to completely eliminate
the summer learning loss
											and close two-thirds
of the achievement gap?
									","
											Pero ¿y si creamos un programa
en el verano
											que habilitara a los profesores
como entrenadores de docentes
											para crear futuros maestros?
											¿Y si habilitamos a gente
con estudios universitarios
											como ayudantes
											para ayudar a los niños
a lograr sus ambiciones académicas?
											¿Y si habilitamos a chicos
con buenos resultados
											como mentores para ayudar
a sus compañeros más jóvenes
											e inspirarlos
a que inviertan en sus educaciones?
											¿Y si habilitamos a todos los niños
como académicos,
											les preguntamos
a qué universidades van a ir,
											les diseñamos una escuela de verano
a la que quieran ir
											para suprimir
la pérdida de conocimientos del verano
											y reducir en dos tercios
la diferencia de rendimiento?
									","
											Et si nous créions un programme d'été
											qui commissionne les professeurs
en tant que conseillers pédagogiques
											pour révéler de futurs éducateurs ?
											Et si nous commissionnions
des modèles ayant été à l'université
											comme assistants d'enseignement
											pour aider à réaliser
les ambitions universitaires ?
											Et si nous commissionnions
les bons élèves
											en tant que mentors
pour faire du tutorat aux plus jeunes
											et les encourager à investir
dans leur éducation ?
											Et si nous commissionnions
tous les enfants comme des étudiants,
											leur demandions à quelle université
ils allaient aller,
											concevions des cours d'été
auxquels ils veuillent aller
											pour éliminer la perte
d'apprentissage estivale
											et combler deux tiers
de l'écart dans les résultats ?
									","
											Ama ya yaz boyunca hevesli 
eğitmenler yetiştirmek için
											öğretmenleri öğretim 
koçları haline getirecek
											bir program yaratsaydık?
											Ya üniversite eğitimli rol modelleri
çocukların üniversite tutkularını
											fark etmelerine yardım edecek
											öğretim üyeleri haline getirseydik?
											Ya yüksek başarılı çocukları
											daha genç arkadaşlara 
eğitimlerine katkı yapmaları için
											özel ders verecek ve ilham verecek
danışmanlar haline getirseydik?
											Ya çocukları bilgibler haline getirse,
											hangi üniversitelere gideceklerini sorsa,
											yaz öğrenme kaybını tamamen gidermek için
											ve başarı açığının üçte 
ikisini kapatmak için
											onların katılmak istedikleri
bir yaz okulu tasarlasaydık?
									","
											E se criássemos um programa de verão
											que transformasse professores
em conselheiros pedagógicos
											para criar futuros educadores?
											E se encarregássemos
estudantes saídos da universidade
											para serem assistentes de ensino
											para ajudar os miúdos a realizar
as suas ambições académicas?
											E se encarregássemos bons alunos
de serem mentores
											para orientar os seus colegas mais novos
											e encorajá-los a investir na sua educação?
											E se incitássemos todos os miúdos
a irem para a universidade
											perguntando-lhes para que
faculdades querem ir,
											e concebêssemos cursos de verão
que eles quisessem frequentar
											para eliminar a perda
de conhecimentos do verão
											e acabar com esses dois terços
do fosso de resultados?
									",A summer school kids actually want to attend,Karim Abouelnaga,7:05,"children,inequality,education,personal growth,social change,teaching,society,TED Fellows"
"
","
","
","
","
",A summer school kids actually want to attend,Karim Abouelnaga,7:05,"children,inequality,education,personal growth,social change,teaching,society,TED Fellows"
"
											By this summer, my team will have served
over 4,000 low-income children,
											trained over 300 aspiring teachers
											and created more than 1,000 seasonal jobs
											across some of New York City's
most disadvantaged neighborhoods.
									","
											Para este verano mi equipo habrá ayudado
a más de 4000 jóvenes de clase baja,
											entrenado a más de 300 futuros profesores
											y creado más de
1000 empleos temporales
											en algunos de los barrios
más desfavorecidos de Nueva York.
									","
											D'ici à l'été, mon équipe aura aidé
plus de 4 000 enfants à faibles revenus,
											entraîné plus de 300 futurs professeurs
											et créé plus de 1 000 emplois saisonniers
											à travers certains des quartiers
les plus défavorisés de New York.
									","
											Bu yaza kadar, benim takımım 4000'in 
üstünde düşük gelirli çocuğa hizmet etmiş,
											300'ün üzerinde hevesli öğretmen eğitmiş
											ve New York şehrinin en 
dezavantajlı mahallerinde
											1000'den fazla sezonluk 
iş yaratmış olacak.
									","
											Este verão, a minha equipa terá ajudado
mais de 4000 miúdos de rendimentos baixos,
											terá treinado mais de 300 
aspirantes a professores
											e terá criado mais de 1000 
empregos sazonais
											nalguns dos bairros mais
carenciados de Nova Iorque.
									",A summer school kids actually want to attend,Karim Abouelnaga,7:05,"children,inequality,education,personal growth,social change,teaching,society,TED Fellows"
"
","
","
","
","
",A summer school kids actually want to attend,Karim Abouelnaga,7:05,"children,inequality,education,personal growth,social change,teaching,society,TED Fellows"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkış)
									","
											(Aplausos)
									",A summer school kids actually want to attend,Karim Abouelnaga,7:05,"children,inequality,education,personal growth,social change,teaching,society,TED Fellows"
"
","
","
","
","
",A summer school kids actually want to attend,Karim Abouelnaga,7:05,"children,inequality,education,personal growth,social change,teaching,society,TED Fellows"
