en,es,fr,de,tr,title,speaker,duration,tags
"
","
","
","
","
",10 ways the world could end,Stephen Petranek,29:42,"climate change,future,global issues,humanity,space,technology,solar system,science,asteroid"
"
											SP: I agree with the president.
											He wants two trillion dollars to protect us from terrorists next year,
											a two-trillion-dollar federal budget, which will land us back into deficit spending real fast.
											But terrorists aren't the only threat we face.
											There are really serious calamities staring us in the eye
											that we're in the same kind of denial about
											that we were about terrorism, and what could've happened on September 11.
									","
											Estoy de acuerdo con el presidente.
											El quiere 2 billones (2e12) de dólares para protegernos de los terroristas el próximo año,
											un presupuesto de 2 billones (2e12) de dólares que nos llevará a un déficit fiscal muy rápido
											— pero los terroristas no son la única amenaza que enfrentamos.
											Hay muy serias calamidades mirándonos a los ojos
											las que negamos de la misma forma
											como con los terroristas y lo que pudo pasar el 11 de Septiembre.
									","
											Je suis d'accord avec le président.
											Il veut deux mille milliards de dollars pour nous protéger du terrorisme l'année prochaine,
											un budget fédéral de deux mille milliards de dollars qui nous renvoie rapidement à des déficits budgétaires
											— mais les terroristes ne sont pas la seule menace.
											Il y a de très sérieux désastres qui nous attendent
											et que nous négligeons comme nous l'avons fait
											pour le terrorisme et pour les événements du 11 septembre.
									","
											SP: Ich stimme dem Präsidenten zu.
											Er möchte zwei Billionen Dollar, um uns nächstes Jahr vor Terroristen zu beschützen,
											bei dem Betrag würden wir sofort in die Defizitfinanzierung geraten.
											Aber Terroristen sind nicht unsere einzige Bedrohung.
											Wir sind Aug in Aug mit ein paar ernsthaften Katastrophen,
											die wir aber genau so verleugnen,
											wie wir den Terrorismus verleugneten, und das Geschehen vom 11. September.
									","
											Başkana katılıyorum.
											Gelecek yıl bizi teröristlerden korumak 
için iki trilyon dolar istedi,
											iki trilyon dolar federal bütçe, ki bize
bütçe açığı olarak hızlıca geri dönecek.
											Fakat, teröristler karşımıza çıkan 
tek tehlike değil.
											Gözümüzün içine bakan çok 
ciddi felaketler var ve
											biz de terörizmde yaptığımız gibi,
											11 Eylül'de olmuş olabilecek şeyler gibi
bunları inkar ediyoruz.
									",10 ways the world could end,Stephen Petranek,29:42,"climate change,future,global issues,humanity,space,technology,solar system,science,asteroid"
"
","
","
","
","
",10 ways the world could end,Stephen Petranek,29:42,"climate change,future,global issues,humanity,space,technology,solar system,science,asteroid"
"
											I would propose, therefore, that if we took 10 billion dollars
											from that 2.13 trillion dollar budget —
											which is two one hundredths of that budget —
											and we doled out a billion dollars to each one of these problems
											I'm going to talk to you about, the vast majority could be solved,
											and the rest we could deal with. So, I hope you find this both fascinating —
											I'm fascinated by this kind of stuff, I gotta admit —
											to me these are Richard's cockroaches.
									","
											Yo propondría, que si tomamos 10 mil millones de dólares
											del presupuesto de 2.13 billones (2.13e12) de dólares
											— lo cual es un — o es 2 centésimas de ese presupuesto
											— y diéramos mil millones de dólares a cada uno de estos problemas
											de los que les voy a hablar — la gran mayoría puede ser resuelta
											y podríamos lidiar con el resto. Así que espero que encuentren esto fascinante —
											Me fascinan estas cosas, debo admitirlo —
											para mi son — las cucarachas de Richard.
									","
											Je proposerais donc que si nous prenons 10 milliards de dollars
											de ces 2 mille milliards de budget
											— ce qui ne représente que 2% de ce budget
											— et que l'on attribue un milliard de dollars à chacun des problèmes
											dont je vais vous parler — la grande majorité pourrait être résolue,
											et on pourrait s'accommoder du reste. Donc j'espère que vous trouverez ça fascinant —
											je suis fasciné par ce genre de chose, je dois l'admettre —
											pour moi, ce sont — les blattes de Keith Richards.
									","
											Ich würde daher vorschlagen, 10 Milliarden Dollar
											aus diesem Budget über 2,13 Billionen Dollar zu nehmen –
											das sind zwei Hundertstel des Budgets –
											und eine Milliarde Dollar in jedes dieser Probleme steckten,
											von denen ich Ihnen erzählen werde, könnte die Mehrheit gelöst werden,
											und mit dem Rest könnten wir umgehen. Hoffentlich finden Sie dies sowohl faszinierend –
											mich fasziniert so etwas ja, zugegeben –
											für mich sind das Richards Kakerlaken.
									","
											Bu yüzden, önerim şu olurdu, 
eğer bu 2.13 trilyon dolarlık bütçeden
											10 milyar dolar alsaydık
											— ki bu miktar istenen 
bütçenin iki yüzde biri —
											ve şimdi size bahsedeceğim her bir 
problem için de bir milyar dolar
											ayırsaydık büyük çoğunluğu 
çözülmüş olabilirdi,
											geri kalanları da hallederdik. 
Yani, umarım bunu büyüleyici bulursunuz
											— itiraf etmeliyim,
bu tarz şeyler beni büyüler —
											bana göre bunlar Richard'ın karafatmaları.
									",10 ways the world could end,Stephen Petranek,29:42,"climate change,future,global issues,humanity,space,technology,solar system,science,asteroid"
"
","
","
","
","
",10 ways the world could end,Stephen Petranek,29:42,"climate change,future,global issues,humanity,space,technology,solar system,science,asteroid"
"
											But I also hope, because I think the people in this room can literally change the world,
											I hope you take some of this stuff away with you,
											and when you have an opportunity to be influential,
											that you try to get some heavy-duty money spent on some of these ideas.
									","
											Pero también espero — porque pienso que la gente en este salón puede literalmente cambiar el mundo
											— espero que se lleven algo de esto con ustedes,
											y cuando tengan la oportunidad de ser influyentes,
											traten de que se gaste mucho dinero en estas ideas.
									","
											Mais j'espère aussi — parce que je pense que les personnes dans cette salle peuvent vraiment changer le monde
											— j'espère que vous emporterez quelques-unes de ces choses avec vous,
											et quand vous aurez l'opportunité d'avoir de l'influence,
											que vous essaierez de faire dépenser de l'argent sur quelques-unes de ces idées.
									","
											Ich hoffe aber auch, denn ich denke, die Leute in diesem Raum können die Welt tatsächlich verändern,
											ich hoffe, dass Sie daraus ein paar Sachen mitnehmen,
											und wenn Sie die Möglichkeit haben, Einfluss auszuüben,
											können Sie dafür sorgen, dass für diese Ideen ein paar Moneten ausgegeben werden.
									","
											Ama ayrıca, bu odadaki insanların dünyayı 
gerçekten değiştirebileceğine inanıyorum.
											Umarım bunlardan bir şeyler çıkarırsınız
											ve etkili olma fırsatı bulduğunuz zaman
											bu fikirlerden bazılarına
biraz harcama yapmayı denersiniz.
									",10 ways the world could end,Stephen Petranek,29:42,"climate change,future,global issues,humanity,space,technology,solar system,science,asteroid"
"
","
","
","
","
",10 ways the world could end,Stephen Petranek,29:42,"climate change,future,global issues,humanity,space,technology,solar system,science,asteroid"
"
											So let's start. Number 10: we lose the will to survive.
											We live in an incredible age of modern medicine.
											We are all much healthier than we were 20 years ago.
											People around the world are getting better medicine —
											but mentally, we're falling apart.
											The World Health Organization now estimates
											that one out of five people on the planet is clinically depressed.
											And the World Health Organization also says that depression is the
											biggest epidemic that humankind has ever faced.
									","
											Empecemos. Número 10: Perdemos la voluntad de sobrevivir.
											Vivimos en una increíble era de [la] medicina moderna;
											estamos más sanos que hace 20 años.
											La gente alrededor del mundo está recibiendo mejores medicinas —
											pero mentalmente, nos estamos desmoronando.
											La Organización Mundial de la Salud estima
											que una de cada cinco personas en el planeta está deprimida clínicamente.
											Y la OMS también dice que la depresión es la
											epidemia más grande que la humanidad ha enfrentado.
									","
											Commençons. Numéro 10 : nous perdons le désir de survivre.
											Nous vivons l'âge d'une médecine moderne incroyable ;
											nous sommes tous en meilleure santé qu'il y a 20 ans.
											les gens ont accès à des meilleurs soins —
											mais mentalement, c'est l'effondrement.
											l'Organisation Mondiale de la Santé estime qu'aujourd'hui
											une personne sur cinq est cliniquement déprimée.
											et l'OMS dit aussi que la dépression est
											la plus grosse épidémie que l'humanité n'ait jamais rencontrée.
									","
											Fangen wir an. Nummer 10: Wir verlieren den Überlebenswillen.
											Wir leben in einem unglaublichen Zeitalter moderner Medizin.
											Wir sind alle viel gesünder als noch vor 20 Jahren.
											Leute überall auf der Welt erhalten bessere Gesundheitsversorgung,
											aber geistig zerfallen wir.
											Die Weltgesundheitsorganisation schätzt,
											dass einer von fünf Menschen auf dem Planeten eine klinische Depression hat.
											Und die Weltgesundheitsorganisation sagt auch, dass Depression
											die größte Epidemie ist, die die Menschheit je erlebt hat.
									","
											Neyse, haydi başlayalım. 
10 Numara: yaşama içgüdümüzü yitireceğiz.
											Modern tıbbın inanılmaz çağında yaşıyoruz.
											Hepimiz 20 yıl önce olduğumuzdan
daha sağlıklıyız.
											Dünyadaki insanlar 
daha iyi bir tıp hizmeti alıyor
											fakat ruhsal olarak dağılıyoruz.
											Dünya Sağlık Örgütü, şu anda gezegendeki
											beş insandan birinin klinik açıdan 
depresyonda olduğunu tahmin ediyor.
											Ayrıca Dünya Sağlık Örgütü,
											depresyonun insanoğlunun karşılaştığı 
en büyük salgın olduğunu belirtiyor.
									",10 ways the world could end,Stephen Petranek,29:42,"climate change,future,global issues,humanity,space,technology,solar system,science,asteroid"
"
","
","
","
","
",10 ways the world could end,Stephen Petranek,29:42,"climate change,future,global issues,humanity,space,technology,solar system,science,asteroid"
"
											Soon, genetic breakthroughs and even better medicine
											are going to allow us to think of 100 as a normal lifespan.
											A female child born tomorrow, on average — median — will live to age 83.
											Our life longevity is going up almost a year for every year that passes.
											Now the problem with all of this, getting older,
											is that people over 65 are the most likely people to commit suicide.
									","
											Pronto, los progresos en genética y aún mejor medicina
											van a hacer que pensemos que vivir 100 años es algo normal.
											Una niña nacida mañana en promedio - la media - vivirá 83 años.
											La longevidad de nuestra vida aumenta casi un año por cada año que pasa.
											Ahora el problema con todo esto de envejecer
											es que la gente mayor de 65 [años] tiende más a suicidarse.
									","
											Bientôt, les découvertes génétiques et de meilleurs médicaments
											vont nous permettre de penser que 100 ans est une durée de vie normale.
											Une petite fille qui naîtra demain en moyenne — médiane — vivra 83 ans.
											Notre longévité augmente de presque une année par an.
											Le problème avec le vieillissement
											est que les gens de plus de 65 ans sont ceux qui se suicident le plus.
									","
											Bald werden genetische Errungenschaften und noch bessere Medikamente
											es uns erlauben, 100 als normale Lebensspanne anzusehen.
											Ein weibliches Kind, das morgen geboren wird, wird im Durchschnitt 83 Jahre alt werden.
											Unsere Lebenszeit verlängert sich mit jedem Jahr um ein weiteres.
											Das Problem an diesem ganzen Älterwerden ist aber,
											dass es die Leute über 65 sind, die am wahrscheinlichsten Selbstmord begehen.
									","
											Yakında genetik buluşlar ve 
daha da iyi tıbbi koşullar
											100 yaşına kadar yaşamanın normal 
olduğunu düşünmemizi sağlayacak.
											Yarın doğacak bir kız çocuğu 
ortalama 83 yaşına kadar yaşayacak.
											Yaşam süremiz geçen her yıl
neredeyse bir yıl daha uzuyor.
											Şimdi tüm sorun yaşlanmak.
											Şöyle ki, 65 yaş üstü insanlar 
intihar olasılığı en yüksek insanlardır.
									",10 ways the world could end,Stephen Petranek,29:42,"climate change,future,global issues,humanity,space,technology,solar system,science,asteroid"
"
","
","
","
","
",10 ways the world could end,Stephen Petranek,29:42,"climate change,future,global issues,humanity,space,technology,solar system,science,asteroid"
"
											So, what are the solutions?
											We don't really have mental health insurance in this country,
											and it's — (Applause) — it's really a crime.
											Something like 98 percent of all people with depression,
											and I mean really severe depression
											— I have a friend with stunningly severe depression
											— this is a curable disease, with present medicine and present technology.
											But it is often a combination of talk therapy and pills.
											Pills alone don't do it, especially in clinically depressed people.
											You ought to be able to go to a psychiatrist or a psychologist,
											and put down your 10-dollar copay, and get treated,
											just like you do when you got a cut on your arm. It's ridiculous.
									","
											¿Cuáles son las soluciones?
											No tenemos seguro de salud mental en este país,
											y es — (Aplauso) — es realmente un crimen.
											Algo como el 98 por ciento de toda la gente con depresión —
											y quiero decir depresión severa
											— tengo un amigo con una pasmosa depresión severa
											— la cual es una enfermedad curable, con la medicina actual y la tecnología actual.
											Pero es frecuentemente una combinación de terapia hablada y pastillas.
											Las pastillas por sí solas no lo remedian, particularmente en gente clínicamente deprimida.
											Deberías poder ir a un psiquiatra — o a un psicólogo —
											y asentar tu co-pago de 10 dólares, y obtener tratamiento,
											justo como lo haces cuando te cortas el brazo. Es ridículo.
									","
											Quelles sont donc les solutions ?
											Nous n'avons pas vraiment d'assurance sur la santé mentale dans ce pays,
											et c'est — (Applaudissements) — c'est un crime.
											Quelque chose comme 98% des gens déprimés —
											et je veux dire en dépression sévère
											— j'ai un ami avec une très sévère dépression
											— c'est un mal qu'on peut soigner, avec les médicaments et la technologie actuels.
											Mais c'est souvent une combinaison de psychothérapie et de pilules.
											Les pilules seules ne font rien, surtout pour la dépression clinique.
											Vous devriez pouvoir aller chez un psychiatre ou un psychologue
											et payer votre ticket modérateur de 10 dollars, et être traité,
											tout comme on le fait quand on s'est coupé le bras. C'est ridicule.
									","
											Was sind die Lösungen dafür?
											Na ja, wir haben nicht wirklich eine Geistes-Krankenversicherung in diesem Land,
											und das ist – (Beifall) – das ist wirklich fahrlässig.
											Ungefähr 98 Prozent aller Leute mit Depression,
											und ich meine die wirklich ernste Depression –
											ich habe einen Freund mit unglaublich ernster Depression –
											das ist eine heilbare Krankheit mit der aktuellen medizinischen Versorgung und Technik.
											Aber es ist oft ein Mix aus Gesprächstherapie und Pillen.
											Pillen allein schaffen es nicht, besonders bei klinischer Depression.
											Man sollte einfach zu einem Psychiater oder Psychologen gehen können,
											dort seine Arztgebühr über 10 Dollar bezahlen und Behandlung erhalten,
											genau so wie bei einer Schnittwunde am Arm. Es ist lächerlich.
									","
											O zaman, çözüm yolları nedir?
											Bu ülkede gerçek manada 
ruh sağlığı sigortamız yok
											ve bu — (Alkışlar) — 
bu gerçekten bir suç.
											Depresyonlu insanların yaklaşık yüzde 98'i
ki ciddi anlamda bir depresyondan
									",10 ways the world could end,Stephen Petranek,29:42,"climate change,future,global issues,humanity,space,technology,solar system,science,asteroid"
"
","
","
","
","
",10 ways the world could end,Stephen Petranek,29:42,"climate change,future,global issues,humanity,space,technology,solar system,science,asteroid"
"
											Secondly, drug companies are not going to develop really sophisticated
											psychoactive drugs. We know that most mental illnesses have a biological
											component that can be dealt with.
											And we know just an amazing amount more about the brain now than we
											did 10 years ago. We need a pump-push from the federal government,
											through NIH and National Science — NSF —
											and places like that to start helping the drug companies
											develop some advanced psychoactive drugs.
									","
											Segundo, las farmacéuticas no van a desarrollar realmente sofisticadas
											drogas psicoactivas. Sabemos que la mayoría de las enfermedades mentales tienen
											un componente biológico que puede tratarse.
											Y sabemos asombrosamente más sobre el cerebro ahora
											que hace diez años. Necesitamos un jalón-empujón del gobierno federal,
											a través del Instituto Nacional de Salud [NIH] y la Fundación Nacional de Ciencia — NSF —
											y otros como ellos para empezar a ayudar a las farmacéuticas
											a desarrollar algunas drogas psicoactivas avanzadas.
									","
											Deuxièmement, les firmes pharmaceutiques ne développerons pas des médicaments
											psychotropes sophistiqués. Nous savons que la plupart des maladies mentales ont une composante
											biologique que l'on peut gérer.
											Et nous en savons beaucoup plus sur le cerveau aujourd'hui
											qu'il y a dix ans. Nous avons besoin d'aides du gouvernement fédéral,
											via les National Institutes of Health (NIH) et la National Science Foundation (NSF)
											et d'autres instituts comme ça pour commencer à aider les firmes pharmaceutiques
											à développer des médicaments psychotropes avancés.
									","
											Zweitens werden Pharmafirmen keine hochentwickelten psychoaktiven
											Drogen entwickeln. Die meisten Geisteskrankheiten haben eine biologische
											Komponente, mit der man umgehen kann.
											Und jetzt wissen wir so unglaublich viel mehr über das Gehirn
											als noch vor zehn Jahren. Wir brauchen einen Anstoß der Bundesregierung,
											durch die Nationale Gesundheitsbehörde, die Nationale Wissenschaftsstiftung
											und ähnliche Institutionen, um den Pharmakonzernen bei der
											Entwicklung fortgeschrittener psychoaktiver Drogen zu helfen.
									","
											bahsediyorum burada.
											Çok ciddi depresyonda olan
bir arkadaşım var.
											Bu, bugünkü tıp ve teknoloji ile 
tedavi edilen bir hastalık.
											Ama genelde bir konuşma terapisi ve
ilaç kombinasyonuyla oluyor.
											İlaçlar tek başlarına tedavi edemez, 
özellikle klinik açıdan depresif olanları.
											Bir psikiyatrist ya da psikoloğa 
gidip 10 dolarlık bir
											ödeme yaparak
tedavi olabilmelisiniz,
											tıpkı kolunuzda bir kesik olduğunda 
yaptığınız gibi. Komik.
									",10 ways the world could end,Stephen Petranek,29:42,"climate change,future,global issues,humanity,space,technology,solar system,science,asteroid"
"
","
","
","
","
",10 ways the world could end,Stephen Petranek,29:42,"climate change,future,global issues,humanity,space,technology,solar system,science,asteroid"
