en,es,de,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											At Gro, we focus on bringing this data
											and doing the work to make it actionable,
											to empower decision-makers at every level.
											But doing this work,
											we also realized that the world,
											not just world leaders,
											but businesses and citizens
like every single person in this room,
											lacked an actionable guide
											on how we can avoid
a coming global food security crisis.
											And so we built a model,
											leveraging the petabytes
of data we sit on,
											and we solved for the tipping point.
									","
											En Gro nos centramos en extraer estos datos
											y transformarlos en acción,
											para empoderar a quienes toman
decisiones en todos los niveles.
											Pero al hacer este trabajo,
											también nos dimos cuenta de que el mundo,
											no solo los líderes mundiales,
											sino las empresas y los ciudadanos 
como cada persona en esta sala,
											carecían de una guía útil
											sobre cómo podemos evitar una crisis 
mundial de seguridad alimentaria.
											Por eso construimos un modelo,
											aprovechando los petabytes 
de datos que teníamos
											y abordamos el punto de inflexión.
									","
											Bei Gro wollen wir diese Daten sammeln
											und zur Entscheidungsfindung aufbereiten
											um Entscheidungsträger 
auf jeder Ebene zu unterstützen.
											Aber bei dieser Arbeit 
kristallisierte sich heraus,
											dass die gesamte Welt, 
nicht nur die Regierungschefs,
											sondern Unternehmen und Bürger 
wie jeder in diesem Raum,
											keinen umsetzbaren Plan hatten, 
um das Versorgungsproblem zu verhindern.
											Also entwarfen wir ein Model.
											Wir analysierten die Petabytes von Daten
											und lösten nach dem Kipppunkt auf.
									","
											Gro'da her düzeydeki karar vericileri
											güçlendirmek için bu veriyi getiriyor
											ve işlemeye uygun kılmak için
gereken işi yapıyoruz.
											Ama bu işi yaparken dünyanın,
											yalnız dünya liderleri değil
											işletmeler ve bu odadaki
											herkes gibi vatandaşların da
olası küresel gıda güvenlik krizinden
											nasıl kaçınabileceğimize dair
											bir işlenebilirlik rehberinden
yoksun olduğunu gördük.
											Bir model inşa ettik,
											petabaytlarca veriyi geliştirdik
											ve taşma noktası problemini çözdük.
									","
											À Gro, notre but est de prendre
ces données
											et de tout faire
pour qu'elles soient reconnues,
											pour valoriser les décisionnaires
à tous les niveaux.
											En faisant cela,
											on a réalisé que le monde,
											pas juste les chefs d'État,
											mais aussi les sociétés et les citoyens
comme chacun d'entre nous,
											avaient besoin d'un guide concret
											sur la façon d'éviter une future
crise alimentaire mondiale.
											Alors on a créé un modèle,
											en exploitant les pétaoctets
de données que nous avons
											et on a résolu le point de bascule.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											Now, no one knows
we've been working on this problem
											and this is the first time
that I'm sharing what we discovered.
											We discovered that the tipping point
is actually a decade from now.
											We discovered that the world
											will be short 214 trillion calories
											by 2027.
											The world is not in a position
to fill this gap.
									","
											Nadie sabe que hemos trabajado 
en este problema
											y esta es la primera vez que 
comparto lo que descubrimos.
											Descubrimos que el punto de inflexión 
es en realidad dentro de una década.
											Descubrimos que el mundo
											tendrá un déficit de 
214 billones de calorías
											en 2027.
											El mundo no está en condiciones 
de llenar este vacío.
									","
											Bislang weiß niemand, 
dass wir daran forschten
											und nun enthülle ich zum ersten Mal 
unsere Entdeckung.
											Wir entdeckten, dass der Kipppunkt 
bereits in 10 Jahren erreicht sein wird.
											Unser Model ergab ein weltweites Defizit
von 214 Billionen Kalorien im Jahr 2027.
											Die Welt kann diese Lücke 
aktuell nicht schließen.
									","
											Bu problem üzerinde çalıştığımızı
bilen yoktu
											ve bulgumuzu ilk defa şu an paylaşıyorum.
											Bulduğumuz şey, taşma noktasına
önümüzdeki on yıl içinde ulaşacağımız.
											Dünyanın 2027 itibariyle
											214 trilyon kalori
											eksiği olacağını bulduk.
											Dünya bu eksiği kapatacak durumda değil.
									","
											Personne ne sait que l'on travaille
sur ce problème
											et c'est la première fois que je partage
nos découvertes.
											On a découvert que le point de bascule
sera dans 10 ans.
											On a découvert que le monde
											aura perdu 214 trillions
de calories
											d'ici 2027.
											Le monde ne peut pas
combler ce manque.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											Now, you'll notice
											that the way I'm framing this
is different from how I started,
											and that's intentional, because until now
											this problem has been
quantified using mass:
											think kilograms, tons, hectograms,
											whatever your unit of choice is in mass.
											Why do we talk about food
in terms of weight?
											Because it's easy.
											We can look at a photograph
and determine tonnage on a ship
											by using a simple pocket calculator.
											We can weigh trucks,
airplanes and oxcarts.
											But what we care about
in food is nutritional value.
											Not all foods are created equal,
											even if they weigh the same.
											This I learned firsthand
											when I moved from Ethiopia
to the US for university.
											Upon my return back home,
											my father, who was so excited to see me,
											greeted me by asking why I was fat.
											Now, turns out that eating
											approximately the same amount of food
as I did in Ethiopia, but in America,
											had actually lent
a certain fullness to my figure.
											This is why we should care about calories,
											not about mass.
											It is calories which sustain us.
									","
											Verán que
											la forma en que abordo esto 
es diferente de cómo comencé,
											y eso es intencional, porque hasta ahora
											este problema se ha cuantificado 
usando masa:
											en kilogramos, toneladas, hectogramos,
											cualquier unidad de su elección 
es en masa.
											¿Por qué hablamos de alimentos 
en términos de peso?
											Porque es fácil.
											Podemos mirar una fotografía y 
determinar el tonelaje en un barco
											usando una calculadora de bolsillo simple.
											Podemos pesar camiones, aviones 
y carros de bueyes.
											Pero lo que nos preocupa en los alimentos 
es el valor nutricional.
											No todos los alimentos son iguales,
											incluso si pesan lo mismo.
											Esto lo aprendí de primera mano
											cuando me mudé de Etiopía a EE.UU. 
para ir a la universidad.
											A mi regreso a casa,
											mi padre, emocionado de verme,
											me saludó preguntándome 
por qué estaba gorda.
											Resulta que comer aproximadamente
											la misma cantidad de comida que 
yo ingería en Etiopía, pero en EE.UU.
											había dado cierta plenitud a mi figura.
											Esta es la razón por la que debemos 
preocuparnos por las calorías,
											no por la masa.
											Son las calorías las que nos sostienen.
									","
											Sie werden bemerken,
											dass ich diese Erkenntnis 
anders präsentiere als am Anfang.
											Das ist beabsichtigt,
											denn bis jetzt quantifiziert man
dieses Problem in Masseneinheiten:
											Kilogramm, Tonnen, Hektogramm.
											Was immer Sie benutzen wollen.
											Warum reden wir bei Nahrung von Gewichten?
											Weil es einfach ist.
											Wir können den Rauminhalt eines Schiffs
											mit jedem durchschnittlichen 
Taschenrechner bestimmen.
											Wir können Lkw, Flugzeuge 
und Ochsenkarren wiegen.
											Aber die Ernährung
verläuft über Nährwerte.
											Die Nahrungsmittel sind 
nicht gleich geschaffen.
											Auch nicht bei gleichem Gewicht.
											Ich erfuhr das am eigenen Leib,
											als ich aus Äthiopien in die USA 
zum Studium zog.
											Als ich nach Hause zurück kam,
											begrüßte mich mein Vater,
der so gespannt war, mich zu sehen,
											mit der Frage, warum ich fett sei.
											Es stellte sich heraus,
											dass die gleiche Masse an Nahrung 
wie in Äthiopien
											in den Vereinigten Staaten 
zu gewisser Fülle führte.
											Darum sollten wir von Kalorien reden,
											nicht über die Masse.
											Kalorien halten uns am Leben.
									","
											Şimdi farkedeceksiniz ki
											bunu başlangıçtakinden
daha farklı bir bakış açısıyla
											ele alıyorum ve bunu kasten yapıyorum
											çünkü şimdiye dek bu problem
kütle ile ifade edildi:
											kilogram, ton, hektogram,
											hangi ölçü birimini tercih ediyorsanız.
											Niye gıdadan ağırlık ölçüsü
ile bahsediyoruz?
											Çünkü kolay.
											Bir fotoğrafa bakıp gemideki tonajı
basit bir hesap makinesiyle
											tahmin edebiliriz.
											Kamyonları, uçakları,
kağnı arabalarını tartabiliriz.
											Ama gıdada önemli olan
besin değeri.
											Bütün gıdalar eşit değildir,
											ağırlıkları eşit olsa bile.
											Üniversite için Etiyopya'dan
											Birleşik Devletler'e taşındığımda
bunu ilk elden öğrendim.
											Eve geri döndüğümde,
											beni gördüğü için çok heyecanlı olan babam
											hemen niye şişmanladığımı sordu.
											Anlaşılan o ki
											Amerika'da, Etiyopya'da yediğimle
aynı miktarda yemiş olsam da
											vücuduma kesin bir şişmanlık eklenmişti.
											İşte bu yüzden kaloriyi önemsemeliyiz,
											ağırlığı değil.
											Bizi ayakta tutan kalori.
									","
											Vous remarquerez
											que ma formulation est différente
de celle que j'avais au début
											et c'est intentionnel car jusqu'à présent,
											ce problème a été
quantifié grâce à la masse :
											pensez kilogrammes, tonnes, hectogrammes,
											une unité de référence en masse.
											Pourquoi parle-t-on de nourriture
en termes de poids ?
											Parce que c'est facile.
											On peut regarder une photo
et déterminer le tonnage sur un bateau
											en utilisant une simple calculatrice
de poche.
											On peut peser des camions,
des avions et des charrettes.
											Mais ce qui importe, c'est la valeur
nutritionnelle de la nourriture.
											Tous les aliments ne sont pas égaux,
											même s'ils font le même poids.
											Je l'ai appris personnellement
											quand j'ai quitté l'Éthiopie
pour étudier aux USA.
											Quand je suis rentrée,
											mon père, très heureux de me voir,
											m'a accueilli en me demandant pourquoi
j'étais grosse.
											Il se trouve que manger
											à peu près la même quantité de nourriture
en Amérique, qu'en Ethiopie,
											avait quelque peu accentué
mes formes.
											C'est pourquoi on doit s'intéresser
aux calories,
											pas à la masse.
											Ce sont les calories qui nous nourrissent.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											So 214 trillion calories
is a very large number,
											and not even the most dedicated of us
											think in the hundreds
of trillions of calories.
											So let me break this down differently.
											An alternative way to think about this
											is to think about it in Big Macs.
											214 trillion calories.
											A single Big Mac has 563 calories.
											That means the world will be short
379 billion Big Macs in 2027.
											That is more Big Macs
than McDonald's has ever produced.
									","
											Así que 214 billones de calorías 
es un número muy grande,
											y ni siquiera el más 
comprometido de nosotros
											piensa en los cientos 
de billones de calorías.
											Así que déjenme plantear 
esto de manera diferente.
											Una forma alternativa de pensarlo,
											es pensarlo en Big Macs.
											214 billones de calorías.
											Un solo Big Mac tiene 563 calorías.
											Eso significa que al mundo le faltarán
											379 000 millones Big Macs en 2027.
											Eso son más Big Macs de los que 
McDonald's haya producido jamás.
									","
											214 Billionen Kalorien
ist eine sehr große Zahl,
											nicht einmal die Spezialisten unter uns
											denken in diesen Größenordnungen.
											Lassen Sie es mich anders beschreiben.
											Eine andere Vorstellung dieser Dimension
											bekommt man mit Big Macs.
											214 Billionen Kalorien —
											ein einzelner Big Mac hat 563 Kalorien.
											Also werden der Welt 379 Milliarden 
Big Macs im Jahr 2027 fehlen.
											Das sind mehr als MacDonald's 
je produziert hat.
									","
											214 trilyon kalori çok büyük bir rakam,
											ve en çok ilgilenenlerimiz bile
											yüzlerce trilyon kalori
ölçüsünde düşünmüyor.
											O zaman farklı yaklaşmama izin verin.
											Bunu farklı şekilde düşünmenin bir yolu da
											Big Mac'ler ile düşünmek.
											214 trilyon kalori.
											Bir Big Mac 563 kalori.
											Yani dünya 2027 itibariyle
379 milyar Big Mac'i sağlayamayacak.
											McDonald's'ın bugüne dek
ürettiğinden daha fazla bu.
									","
											214 trillions de calories
est un très grand nombre,
											et pas même les plus dévoués d'entre nous
											ne pensent en centaines de
trillions de calories.
											Laissez-moi vous expliquer autrement.
											Une façon différente d'y penser
											est d'y penser en Big Macs.
											214 trillions de calories.
											Un seul Big Mac a 563 calories.
											Ce qui veut dire que le monde aura perdu
379 milliards de Big Macs en 2027.
											C'est plus de Big Macs
que McDonald's ait jamais produits.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											So how did we get
to these numbers in the first place?
											They're not made up.
											This map shows you
where the world was 40 years ago.
											It shows you net calorie gaps
in every country in the world.
											Now, simply put,
											this is just calories
consumed in that country
											minus calories produced
in that same country.
											This is not a statement
on malnutrition or anything else.
											It's simply saying how many calories
are consumed in a single year
											minus how many are produced.
											Blue countries are net calorie exporters,
											or self-sufficient.
											They have some in storage for a rainy day.
											Red countries are net calorie importers.
											The deeper, the brighter the red,
											the more you're importing.
											40 years ago, such few countries
were net exporters of calories,
											I could count them with one hand.
											Most of the African continent,
											Europe, most of Asia,
											South America excluding Argentina,
											were all net importers of calories.
											And what's surprising is that China
used to actually be food self-sufficient.
											India was a big net importer of calories.
									","
											Pero, ¿cómo llegamos a estos números?
											No son inventados.
											Este mapa muestra dónde 
estaba el mundo hace 40 años.
											Muestra las brechas netas 
de calorías en cada país del mundo.
											Dicho simplemente,
											esto son solo calorías 
consumidas en ese país
											menos las calorías producidas 
en ese mismo país.
											Esto no es una declaración 
sobre desnutrición u algo así.
											Simplemente muestra cuántas calorías 
se consumen en un solo año
											menos las calorías que se producen.
											Los países azules son 
exportadores netos de calorías,
											o autosuficientes.
											Tienen almacenados en reserva 
para un día lluvioso.
											Los países rojos son 
importadores netos de calorías.
											Cuanto más brillante es el rojo,
											más se importa.
											Hace 40 años muy pocos países 
eran exportadores netos de calorías,
											se podían contar con una mano.
											La mayor parte del continente africano,
											Europa, la mayor parte de Asia,
											América del Sur excluyendo Argentina,
											eran todos importadores netos de calorías.
											Y lo sorprendente es que China 
solía ser autosuficiente en alimentos.
											India era un gran importador 
neto de calorías.
									","
											Wie sind wir zu diesen Zahlen gekommen?
											Sie sind nicht erfunden.
											Diese Karte zeigt den Stand 
der Welt von vor 40 Jahren.
											Sie zeigt die Nettokalorienquote 
jedes Landes.
											Einfach gesagt,
											sind das die konsumierten Kalorien 
abzüglich der produzierten in jedem Land.
											Es sagt nichts über
Unterernährung etc. aus.
											Dies ist einfach nur das 
Produktion-Konsum-Verhältnis.
											Blaue Staaten sind Kalorienexporteure
											oder selbstversorgend —
											sie haben eine Reserve 
für schlechte Zeiten.
											Rote Staaten sind Kalorienimporteure —
											je intensiver das Rot umso 
größer die Abhängigkeit.
											Vor 40 Jahren hätte ich die Exporteure
											an einer Hand abzählen können.
											Ein Großteil des afrikanischen Kontinents,
											Europa, der überwiegende Teil Asiens,
											Südamerika außer Argentinien,
											waren alle Importeure von Nahrungsmitteln.
											Und überraschenderweise war China 
ausgeglichen und selbstversorgend.
											Indien hat viel Nahrung importiert.
									","
											Peki bu sayılara ilk başta nereden vardık?
											Bu sayılar uydurulmadı.
											Bu harita dünyanın
40 yıl önceki halini gösteriyor.
											Dünyanın tüm ülkelerindeki
net kalori boşluklarını gösteriyor.
											Şimdi basitçe bu,
											her bir ülkede tüketilen kaloriden
üretilen kalorinin
											çıkarılması hesabı.
											Kötü beslenme veya başka bir şeyle
alakalı bir ifade değil.
											Basitçe, her yıl
ne kadar kalori tüketildiğini
											ve üretildilğini söylüyor.
											Mavi ülkeler net kalori ihracatçıları.
											veya kendine yeterli.
											Kötü gün için birikimleri var.
											Kırmızı ülkeler net kalori ithalatçıları.
											Daha derin, daha parlak kırmızı,
											daha çok ithalat demek.
											40 yıl önce birkaç ülke
net kalori ihracatçısıydı.
											Bir elin parmakları kadar.
											Afrika kıtasının büyük bölümü,
											Avrupa, Asya'nın büyük bölümü,
											Arjantina hariç Güney Amerika,
											hepsi net kalori ithalatçısıydı.
											İlginç bir şekilde Çin aslında
gıdasal olarak kendine yeterliydi.
											Hindistan net kalori ithalatında üstteydi.
									","
											Comment a-t-on fait pour trouver
ces chiffres ?
											Ils ne sont pas inventés.
											Cette carte vous montre
le monde il y a 40 ans.
											Elle montre les écarts nets
de calories dans chaque pays du monde.
											En clair,
											ce sont les calories consommées
dans un pays
											moins les calories produites
dans le même pays.
											Ce n'est pas une déclaration
sur la malnutrition.
											Cela montre juste combien de calories
sont consommées par an
											moins combien sont produites.
											Les pays en bleu sont les exportateurs
nets de calories,
											ou auto-suffisants.
											Ils ont des réserves
pour les mauvais jours.
											Les pays en rouge sont les importateurs
nets de calories.
											Plus le rouge est foncé,
											plus ils importent.
											Il y a 40 ans, tellement peu de pays
étaient exportateurs nets de calories,
											que je pouvais les énumerer.
											Un grande partie du continent africain,
											de l'Europe, la majorité de l'Asie,
											de l'Amérique du Sud sauf l'Argentine,
											étaient des importateurs nets
de calories.
											Étonnamment, la Chine était
auto-suffisante sur le plan alimentaire.
											L'Inde était un gros importateur
net de calories.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											40 years later, this is today.
											You can see the drastic transformation
that's occurred in the world.
											Brazil has emerged
as an agricultural powerhouse.
											Europe is dominant in global agriculture.
											India has actually flipped
from red to blue.
											It's become food self-sufficient.
											And China went from that light blue
											to the brightest red
that you see on this map.
									","
											Cuarenta años más tarde, esto es hoy,
											pueden ver la transformación drástica 
que se ha producido en el mundo.
											Brasil ha surgido 
como una potencia agrícola.
											Europa es dominante 
en la agricultura global.
											India ha cambiado de rojo a azul.
											Se ha convertido 
en autosuficiente en alimentos.
											Y China pasó de ese azul claro
											al rojo más brillante 
que se ve en este mapa.
									","
											40 Jahre später, das ist heute,
											sind die drastischen Veränderungen 
deutlich sichtbar.
											Brasilien entwickelte sich zum
landwirtschaftlichen Kraftwerk.
											Europa dominiert 
die globale Landwirtschaft.
											Indien wechselte von rot zu blau
											und wurde autark.
											China kam vom Hellblauen
											ins dunkelste Rot der ganzen Karte.
									","
											40 yıl sonra, bugünkü durum bu.
											Dünyadaki bu ciddi 
dönüşümü görebilirsiniz.
											Brezilya tarımsal anlamda
etkin bir güç olarak öne çıktı.
											Avrupa küresel tarımda dominant halde.
											Hindistan tam anlamıyla
kırmızıdan maviye geçti.
											Gıdasal olarak kendine yeterli hale geldi.
											Gördüğünüz gibi Çin,
											açık maviden
en parlak kırmızıya geçti.
									","
											40 ans après, nous voilà.
											Vous voyez la transformation drastique
qui s'est produite dans le monde.
											Le Brésil est devenu
une puissance agricole.
											L'Europe domine l'agriculture
mondiale.
											L'Inde est même passée du rouge
au bleu.
											Elle est devenue auto-suffisante
en nourriture.
											Et la Chine est passée du bleu clair
											au rouge vif que vous voyez
sur la carte.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											How did we get here? What happened?
											So this chart shows you India and Africa.
											Blue line is India, red line is Africa.
											How is it that two regions
that started off so similarly
											in such similar trajectories
											take such different paths?
											India had a green revolution.
											Not a single African country
had a green revolution.
											The net outcome?
											India is food self-sufficient
											and in the past decade
has actually been exporting calories.
											The African continent now imports
over 300 trillion calories a year.
											Then we add China, the green line.
											Remember the switch
from the blue to the bright red?
											What happened and when did it happen?
											China seemed to be
on a very similar path to India
											until the start of the 21st century,
											where it suddenly flipped.
											A young and growing population
											combined with significant economic growth
											made its mark with a big bang
											and no one in the markets saw it coming.
											This flip was everything
to global agricultural markets.
											Luckily now, South America
											was starting to boom
at the same time as China's rise,
											and so therefore, supply and demand
were still somewhat balanced.
									","
											¿Cómo llegamos aquí? ¿Que pasó?
											Así este gráfico muestra India y África.
											La línea azul es India, 
la línea roja es África.
											¿Cómo es que dos regiones 
que comenzaron tan similarmente
											en trayectorias similares
											emprenden caminos tan diferentes?
											India tuvo una revolución verde.
											Ningún país africano 
tuvo una revolución verde.
											¿El resultado neto?
											India es autosuficiente en alimentos
											y en la última década 
ha estado exportando calorías.
											El continente africano ahora importa 
más de 300 billones de calorías al año.
											Luego añadimos China, la línea verde.
											¿Recuerdan el cambio 
del azul al rojo brillante?
											¿Qué pasó y cuándo sucedió?
											China parecía estar en un camino 
muy similar a India
											hasta el comienzo del siglo XXI,
											donde de repente cambió la tendencia.
											Una población joven y creciente
											combinado con un crecimiento 
económico significativo
											dejó su marca con un big bang
											y nadie en los mercados lo vio venir.
											Este cambio fue todo 
para los mercados agrícolas mundiales.
											Afortunadamente ahora, América del Sur
											empezaba a crecer al mismo tiempo 
que China ascendía
											así, la oferta y la demanda seguían 
siendo de alguna manera equilibradas.
									","
											Wie kam es dazu? Was ist passiert?
											Dieses Diagramm zeigt Indien und Afrika.
											Die blaue Linie steht für Indien,
die rote für Afrika.
											Wie können zwei Regionen, 
anfangs so ähnlich,
											mit ähnlichen Kurven,
											so verschiedene Wege gehen?
											Indien hatte eine Agrarrevolution.
											Kein einziges afrikanisches Land 
hatte eine Agrarrevolution.
											Deshalb ist Indien unterm 
Strich selbstversorgend,
											und hat sogar Kalorien exportiert;
											der afrikanische Kontinent importiert nun
mehr als 300 Billionen Kalorien jährlich.
											Nehmen wir China hinzu — die grüne Linie.
											Erinnern Sie sich an den Umschwung 
von blau nach rot?
											Was passierte? Und wann?
											China entwickelte sich ähnlich wie Indien,
											bis zum Beginn des 21. Jahrhunderts,
											als es umschlug.
											Eine wachsende junge Bevölkerung,
											zusammen mit bedeutendem 
Wirtschaftswachstum,
											hinterließ explosionsartig ihre Spuren,
											und niemand sah es kommen.
											Diese Wende war extrem bedeutend 
für die globale Nahrungsproduktion.
											Glücklicherweise stieg Südamerika
											zur gleichen Zeit, als 
Chinas Bedarf anstieg,
											und balancierte den Markt wieder aus.
									","
											Nasıl buraya vardık? Ne oldu?
											Bu grafikte Hindistan ve Afrika görünüyor.
											Mavi çizgi Hindistan, 
kırmızı çizgi Afrika.
											Nasıl çok benzer başlangıç yapan iki bölge
											çok benzer gidişatlarla
											farklı yollar izleyebiliyor?
											Hindistan, bir yeşil devrim yaşadı.
											Hiçbir Afrika ülkesi yeşil devrim görmedi.
											Net sonuçlar nedir?
											Hindistan gıdada kendine yeterli
											ve geçtiğimiz on yılda
kalori ihraç eder durumda.
											Afrika kıtasıysa bugün yılda
300 trilyon kaloriden fazla ithal ediyor.
											Sonra yeşil çizgiyle Çin'i ekliyoruz.
											Maviden parlak kırmızıya
geçişi hatırladınız mı?
											Ne oldu ve ne zaman oldu?
											21. yüzyılın başlarına kadar
Çin Hindistan'a
											çok benzer bir yolda gibiydi,
											sonra aniden tersine döndü.
											Genç ve gelişen bir nüfus ile
											önemli ekonomik gelişmenin kombinasyonu,
											bir big bang ile damgasını vurdu
											ve piyasalardaki kimse gelişini görmedi.
											Bu ters dönüş
küresel tarım piyasalarında her şeydi.
											Neyse ki bugün Güney Amerika,
											Çin'in yükselişiyle aynı zamanda
patlamaya başlıyor,
											bu nedenle de
talep ve arz hala bir şekilde dengede.
									","
											Comment a-t-on atteint ce résultat ?
Que s'est-il passé ?
											Ce graphique montre l'Inde et l'Afrique.
											La ligne bleue est l'Inde,
et la rouge, l'Afrique.
											Comment deux régions
ayant commencé de la même façon
											dans des trajectoires similaires
											prennent des chemins si différents ?
											L'Inde a connu une révolution verte.
											Aucun pays africain n'a connu
de révolution verte.
											Le résultat net ?
											L'Inde est auto-suffisante
											et a exporté des calories
ces dix dernières années.
											Le continent africain importe aujourd'hui
300 trillions de calories par an.
											Ajoutons la Chine, la ligne verte.
											Vous vous souvenez du passage
du bleu au rouge vif ?
											Que s'est-il passé et quand ?
											La Chine semblait prendre le même chemin
que l'Inde
											jusqu'au début du 21ème siècle,
											quand elle a changé de direction.
											Une population jeune et croissante
											combinée à une croissance économique
importante
											s'est imposée en force
											et aucun marché ne l'a vu venir.
											Ce changement de direction était important
pour les marchés agricoles mondiaux.
											Heureusement, l'Amérique du Sud
											commençait à prospérer en même temps
que la Chine,
											alors l'offre et la demande
étaient toujours équilibrées.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											So the question becomes,
											where do we go from here?
											Oddly enough,
											it's not a new story,
											except this time
it's not just a story of China.
											It's a continuation of China,
											an amplification of Africa
											and a paradigm shift in India.
											By 2023,
											Africa's population is forecasted
to overtake that of India's and China's.
											By 2023, these three regions combined
											will make up over half
the world's population.
											This crossover point starts to present
really interesting challenges
											for global food security.
											And a few years later,
we're hit hard with that reality.
									","
											Así que la pregunta es:
											¿A dónde vamos a partir de ahora?
											Curiosamente,
											no es una historia nueva,
											pero esta vez no es solo 
una historia de China.
											Es una continuación de China,
											una amplificación de África
											y un cambio de paradigma en India.
											Para el 2023,
											se pronostica que la población de África 
superará a la de India y China.
											En 2023 estas tres regiones combinadas
											constituirán más de la mitad 
de la población mundial.
											Este punto de cruce comienza a presentar 
desafíos realmente interesantes
											para la seguridad alimentaria mundial.
											Y unos años más tarde estamos 
muy afectados por esa realidad.
									","
											Die Frage ist jetzt:
											Wie geht es von hier aus weiter?
											Das ist keine neue Geschichte.
											Doch dieses Mal betrifft es 
nicht nur China.
											Es ist eine Fortführung von China,
											eine Verstärkung von Afrika
											und ein Paradigmenwechsel in Indien.
											Im Jahr 2023
											wird die afrikanische Bevölkerung 
voraussichtlich
											die von Indien und China übersteigen.
											Zu dieser Zeit werden 
diese Regionen zusammen
											mehr als die Hälfte 
der Weltbevölkerung beheimaten.
											Dieser Kreuzungspunkt stellt 
wirklich interessante Herausforderungen
											an die Nahrungsmittelversorgung.
											Und wenige Jahre später wird 
uns diese Realität hart treffen.
									","
											Yani soru artık,
											buradan nereye gidiyoruz?
											İşin tuhafı,
											bu yeni bir hikaye değil,
											ama bu sefer sadece Çin'in hikayesi değil.
											Çin'in bir uzantısı,
											Afrika'nın bir genişletmesi,
											Hindistan'da bir paradigma kayması.
											2023 itibariyle,
											Afrika'nın nüfusu Hindistan ve Çin'i
aşacak diye öngörülüyor.
											2023'te, bu üç bölgenin birleşimi
											dünya nüfusunun
yarısından fazlası olacak.
											Bu aşma noktası
küresel gıda güvenliği için
											çok ilginç zorluklar arz ediyor.
											Birkaç yıl sonra,
bu gerçeklikle sert şekilde yüzleşeceğiz.
									","
											Alors la question est :
											« Que fait-on maintenant ? »
											Bizarrement,
											ce n'est pas nouveau,
											sauf que cette fois ce n'est pas juste
l'histoire de la Chine.
											C'est sa continuation,
											une amplification de l'Afrique
											et un changement radical en Inde.
											D'ici 2023,
											on prévoit que la population africaine
dépassera celle de l'Inde et de la Chine.
											D'ici 2023, ces trois régions
											représenteront ensemble la moitié
de la population mondiale.
											Ce point de croisement présente
des défis intéressants concernant
											la sécurité alimentaire mondiale.
											Et quelques années plus tard,
on est impacté par cette réalité.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
