en,es,pt,fr,tr,title,speaker,duration,tags
"
											But it's not the case.
											The reason why people have that perception
											has to do with the way stories
are covered about dictatorships.
											In the course of my activism,
											I have had to interview
with so many news outlets out there,
											and usually it would always start with,
""What got you started?
											What inspired you?""
											And I reply, ""I wasn't inspired.
I was triggered.""
											And it goes on.
""Well, what triggered you?""
											And I go on about how my father
was arrested when I was 13, and tortured,
											all the history ... I don't want
to get into details now,
											because you'll start sleeping.
											But the thing is, at the end of the day,
what interests them the most is:
											How was he tortured?
											For how many days? How many people died?
											They are interested
in the abuse, in the killing,
											because they believe that
will gain attention and sympathy.
											But in reality, it serves
the purpose of the dictator.
											It helps them advertise their cruelty.
									","
											Pero este no es el caso.
											La razón por la que
se tiene esa percepción
											se debe a la cobertura que reciben
las historias sobre dictaduras.
											En mi recorrido como activista
											he tenido que responder a 
entrevistas en muchísimos medios,
											y siempre solían empezar así:
""¿Qué te impulsó a empezar?
											¿Qué te inspiró?"".
											Y yo respondo: ""No me inspiraron,
me provocaron"".
											Y siguen: ""Bueno, ¿qué te provocó?"".
											Y así cuento cómo arrestaron a mi padre
cuando yo tenía 13 años, y lo torturaron,
											toda la historia... No quiero
entrar en detalles ahora
											porque se aburrirían.
											La cuestión es que, en última instancia,
lo que más les interesa es esto:
											¿Cómo lo torturaron?
											¿Durante cuántos días?
¿Cuánta gente murió?
											Les interesa el abuso, las muertes,
											porque creen que eso cosechará
atención y compasión,
											pero la verdad es que solo
sirve al propósito del dictador.
											Le ayuda dando publicidad a su crueldad.
									","
											Mas não é esse o caso.
											A razão por que as pessoas o percepcionam
											tem a ver com a forma como são cobertas
as histórias sobre as ditaduras.
											No decurso do meu activismo,
											tive de ser entrevistada
por muitas publicações
											que geralmente começavam sempre por:
""O que é que te fez começar?""
											""O que te inspirou?""
											E respondo: ""Não fui inspirada.
Fui despoletada.""
											E continuam:
""Bem, o que te despoletou?""
											E falo do meu pai que foi preso
quando eu tinha 13 anos, e torturado.
											Toda essa história...
Não quero entrar agora em detalhes,
											porque vocês adormecem.
											Mas o importante, no final,
o que interessa mais é:
											Como foi ele torturado?
											Por quantos dias?
Quantas pessoas morreram?
											Estão interessados nos abusos,
nas mortes,
											porque acreditam que
ganharão atenção e simpatia.
											Mas, na realidade, isso serve
os propósitos do ditador.
											Ajuda-os a publicitar a sua crueldade.
									","
											Mais ce n'est pas le cas.
											Les gens ont ce sentiment
											à cause de la façon dont les histoires
sur les dictatures sont couvertes.
											Tout au long de mon activisme,
											j'ai été interviewée
par beaucoup d'organes de presse
											et cela commençait en général par :
« Quel a été le point de départ ?
											Qu'est-ce qui vous a inspirée ? »
											Je réponds : « Je n'ai pas été inspirée.
J'ai été provoquée. »
											Alors cela continue :
« Qu'est-ce qui vous a provoquée ? »
											Alors je parle de comment mon père a été
arrêté et torturé quand j'avais 13 ans,
											toute l'histoire... je ne veux pas
rentrer dans les détails
											car vous vous endormiriez.
											Mais au final, ce qui
les intéresse le plus est :
											comment a-t-il été torturé ?
											Durant combien de jours ?
Combien de gens sont morts ?
											Ils s'intéressent aux mauvais
traitements, aux assassinats
											car ils croient que cela attirera
l'attention et la sympathie.
											Mais en réalité, cela sert
l'objectif du dictateur.
											Cela l'aide à promouvoir sa cruauté.
									","
											Ancak böyle bir durum yok.
											İnsanlarda bu eğilimin olması
											diktatörlükle ilgili olayların
anlatılma şekliyle alakalı.
											Aktivist yaşamım boyunca,
											birçok basın mensubuyla röportaj yaptım
											ve genelde röportajlar şöyle başlıyor,
""Nasıl başladın?
											Nereden ilham aldın?""
											Bense şöyle cevaplıyorum,
""İlham almadım, tetiklendim.""
											Sonra şöyle devam ediyoruz,
""Madem öyle, seni ne tetikledi?""
											Ben de babamın ben 13 yaşındayken
tutuklandığını, işkence gördüğünü
											ve geri kalan her şeyi anlatıyorum—
detaya girmek istemem,
											eminim bu uykunuzu getirecektir.
											Sorun şu ki, konuşmanın sonunda
en çok merak ettikleri şey
											ona nasıl işkence ettikleriydi.
											Kaç gün sürdüğü,
toplamda kaç kişinin öldüğü.
											İlgilerini çeken şey acı ve ölüm
											çünkü bunun ilgi ve empati
getireceğini düşünüyorlar.
											Fakat gerçekte, bu zaten 
diktatörlerin istedikleri şey.
											Çünkü bu, onlara zalimliklerinin 
reklamını yapma fırsatı tanıyor.
									",Is your country at risk of becoming a dictatorship? Here's how to know,Farida Nabourema,11:18,"activism,protests,social change,democracy,Africa,politics,leadership,corruption,society"
"
","
","
","
","
",Is your country at risk of becoming a dictatorship? Here's how to know,Farida Nabourema,11:18,"activism,protests,social change,democracy,Africa,politics,leadership,corruption,society"
"
											In 2011, I cofounded a movement
I call ""Faure Must Go,""
											because Faure is
the first name of our president.
											Togo is a French-speaking
country, by the way,
											but I chose English because
I had my issues with France as well.
											But then —
									","
											En 2011, cofundé un movimiento, 
""Faure Must Go"",
											porque Faure es el nombre
de nuestro presidente.
											Togo es un país francoparlante,
											pero escogí el inglés porque
también he tenido roces con Francia.
											Pero entonces...
									","
											Em 2011, ajudei a fundar um movimento
a que chamo ""Abaixo o Faure"",
											porque Faure é o primeiro nome
do nosso presidente.
											O Togo é um país francófono, já agora,
											mas eu escolhi o inglês porque também
tive os meus problemas com França.
											Mas então...
									","
											En 2011, j'ai cofondé un mouvement
que j'ai appelé « Faure Must Go »
											car Faure est le prénom
de notre président.
											Le Togo est un pays francophone
											mais j'ai choisi l'anglais car j'avais
également des soucis avec la France.
											Mais —
									","
											2011'de ""Faure Gitsin!"" diye adlandırdığım
bir hareketin kurucu ortağı oldum.
											Faure başkanımızın asıl adı.
											Togo'da Fransızca konuşuluyor bu arada
											ama ben ismi İngilizce düşündüm 
çünkü Fransayla da sorunlarım var.
											Daha sonra—
									",Is your country at risk of becoming a dictatorship? Here's how to know,Farida Nabourema,11:18,"activism,protests,social change,democracy,Africa,politics,leadership,corruption,society"
"
","
","
","
","
",Is your country at risk of becoming a dictatorship? Here's how to know,Farida Nabourema,11:18,"activism,protests,social change,democracy,Africa,politics,leadership,corruption,society"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Rires)
									","
											(Gülüşmeler)
									",Is your country at risk of becoming a dictatorship? Here's how to know,Farida Nabourema,11:18,"activism,protests,social change,democracy,Africa,politics,leadership,corruption,society"
"
","
","
","
","
",Is your country at risk of becoming a dictatorship? Here's how to know,Farida Nabourema,11:18,"activism,protests,social change,democracy,Africa,politics,leadership,corruption,society"
"
											But then, when I started Faure Must Go,
											I made a video, and I came on camera,
											and I said, ""Well, Faure Gnassingbé,
I give you 60 days to resign as president,
											because if you don't,
											we the youth in Togo will organize
and we will bring you down,
											because you have killed
over 500 of our countrymen
											to seize power when your father died.
											We have not chosen you.
											You are an imposter,
and we will remove you.""
											But I was the only known face
of the movement.
											Why? Because I was the only stupid one.
									","
											Entonces, cuando inicié Faure Must Go,
											hice un video, aparecí en cámara,
											y dije: ""Faure Gnassingbé, te doy
60 días para dimitir como presidente.
											Si no lo haces,
											los jóvenes de Togo
nos organizaremos y te derrocaremos
											porque has asesinado a más de 500 hombres
											para heredar el poder de tu padre.
											No te hemos elegido.
											Eres un impostor y te destituiremos"".
											Pero fui la única cara conocida
del movimiento.
											¿Por qué? Porque era la única estúpida.
									","
											Mas então, quando comecei
""Abaixo o Faure"",
											fiz um vídeo onde apareci a dizer:
											""Faure Gnassingbé, dou-te 60 dias
para renunciares à presidência,
											""porque, se não o fizeres,
											""nós os jovens do Togo
vamos organizar-nos e deitar-te abaixo,
											""porque tu mataste
mais de 500 dos nossos cidadãos
											""para subires ao poder
quando o teu pai morreu.
											""Não te escolhemos.
											""És um impostor,
e nós vamos afastar-te.""
											Mas eu era a única cara
conhecida do movimento.
											Porquê? Porque fui a estúpida.
									","
											Mais quand j'ai lancé Faure Must Go,
											j'ai fait une vidéo,
suis venue devant la caméra
											et j'ai dit : « Faure Gnassingbé,
je te donne 60 jours pour démissionner
											car si tu ne le fais pas,
											nous les jeunes du Togo nous organiserons
et entraînerons ta chute
											car tu as tué plus de 500
de nos concitoyens
											pour t'emparer du pouvoir
à la mort de ton père.
											Nous ne t'avons pas choisi.
											Tu es un imposteur,
nous te démettrons de tes fonctions. »
											J'étais le seul visage connu du mouvement.
											Pourquoi ? Car j'étais
la seule à être stupide.
									","
											Daha sonra, kampanyayı başlattığımda
											kameranın önüne geçip bir video çektim.
											Dedim ki: ""Hey, Faure Gnassingbé, 
görevden istifa etmek için 60 günün var.
											Eğer istifa etmezsen
											biz Togo gençleri birleşip
seni indireceğiz.
											Çünkü baban öldüğünde
iktidarı ele geçirebilmek için
											500'den fazla vatandaşını öldürdün.
											Seni biz seçmedik.
											Sen bir sahtekârsın ve seni indireceğiz.""
											Hareketin bilinen tek yüzüydüm.
											Neden mi? Ben aptal olandım da ondan.
									",Is your country at risk of becoming a dictatorship? Here's how to know,Farida Nabourema,11:18,"activism,protests,social change,democracy,Africa,politics,leadership,corruption,society"
"
","
","
","
","
",Is your country at risk of becoming a dictatorship? Here's how to know,Farida Nabourema,11:18,"activism,protests,social change,democracy,Africa,politics,leadership,corruption,society"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Rires)
									","
											(Gülüşmeler)
									",Is your country at risk of becoming a dictatorship? Here's how to know,Farida Nabourema,11:18,"activism,protests,social change,democracy,Africa,politics,leadership,corruption,society"
"
","
","
","
","
",Is your country at risk of becoming a dictatorship? Here's how to know,Farida Nabourema,11:18,"activism,protests,social change,democracy,Africa,politics,leadership,corruption,society"
"
											And the backlashes followed.
											My family started receiving threats.
											My siblings called me one morning.
											They said, ""You know what?
											When they come here to kill you,
we don't want to die with you,
											so move out.""
											So yes, I moved out.
											And I'm so angry at them,
so I haven't talked to them in five years.
									","
											Entonces vino la respuesta violenta.
											Mi familia empezó a recibir amenazas.
											Mis hermanos me llamaron una mañana
											y me dijeron: ""¿Sabes?
											Cuando vengan a matarte,
no queremos morir contigo.
											Así que vete"".
											Así que me mudé.
											Y estoy tan enfadada con ellos
que no hemos hablado en cinco años.
									","
											E as repercussões seguiram-se.
											A minha família começou a receber ameaças.
											Os meus irmãos chamaram-me uma manhã.
											Disseram: ""Sabes?
											""Quando vierem matar-te,
não queremos morrer contigo,
											""por isso sai de casa.""
											Por isso, saí de casa.
											E estou tão zangada com eles,
que não nos falamos há cinco anos.
									","
											Un retour de flammes s'en est suivi.
											Ma famille a commencé
à recevoir des menaces.
											Un matin, mes frères
et sœurs m'ont appelée.
											Ils ont dit :
											« Quand ils viendront ici te tuer,
on ne veut pas mourir avec toi,
											déménage. »
											Alors j'ai déménagé.
											Je suis tellement en colère contre eux,
je ne leur ai pas parlé depuis cinq ans.
									","
											Sonuç olarak oklar bana çevrildi.
											Ailem tehditler almaya başladı.
											Kardeşlerim bir gün aradılar
ve dediler ki:
											""Mesele ne, biliyor musun?
											Seni öldürmeye geldiklerinde
seninle birlikte ölmek istemiyoruz
											bu yüzden taşınsan iyi olur.""
											Ben de taşındım.
											Onlara o kadar kızdım ki, 
beş senedir onlarla konuşmuyorum.
									",Is your country at risk of becoming a dictatorship? Here's how to know,Farida Nabourema,11:18,"activism,protests,social change,democracy,Africa,politics,leadership,corruption,society"
"
","
","
","
","
",Is your country at risk of becoming a dictatorship? Here's how to know,Farida Nabourema,11:18,"activism,protests,social change,democracy,Africa,politics,leadership,corruption,society"
"
											Anyway, moving forward ...
											For the past nine years,
I have been working with countries
											to raise awareness of Togo,
											to help the people of Togo
overcome their fear
											so they, too, can come and say
they want change.
											I have received a lot of persecution
											that I cannot disclose,
											a lot of threats, a lot of abuse,
											psychologically.
											But I don't like talking about them,
											because I know that my job
as an activist is to mobilize,
											is to organize,
											is to help every single Togolese citizen
understand that, as citizens,
											we hold the power,
											we are the boss and we decide.
											And the punishment that the dictators
are using to intimidate them
											must not prevent us
from getting what we want.
											That is why I said it is very important
to cover the stories of activists
											in the way that it helps mobilize people,
											not in the way that it helps
deter their action
											and force even more their subjugation
to the oppressive system.
									","
											Bueno, siguiendo con el tema...
											Durante los últimos nueve años,
he estado trabajando con varios países
											para despertar conciencia sobre Togo,
											y ayudar a la gente de Togo
a superar su miedo
											para que ellos también
se alcen y pidan el cambio.
											He sido objeto de mucha persecución
											sobre la que no puedo hablar,
											muchas amenazas, mucho abuso
											psicológico.
											Pero no me gusta hablar de ello
											porque sé que mi trabajo
como activista consiste en movilizar,
											en organizar,
											ayudar a todos y cada uno de los togoleses
a entender que, como ciudadanos,
											tenemos el poder,
											estamos al mando y decidimos.
											Y los castigos que los dictadores
usan para intimidarlos
											no deben impedirnos
conseguir lo que queremos.
											Por eso he dicho que es muy importante
cubrir las historias de los activistas
											en el sentido de que ayude
a movilizar a la gente,
											y no que los detenga
											y refuercen su subyugación
al sistema opresivo.
									","
											Enfim, adiante...
											Nos últimos nove anos,
tenho trabalhado com países
											para criar consciência sobre o Togo,
											para ajudar as pessoas do Togo
a ultrapassar os seus medos
											para que também possam
vir a dizer que querem mudança.
											Já fui perseguida de formas
											que não posso revelar,
											recebi ameaças, muitos abusos,
											psicologicamente.
											Mas não gosto de falar neles,
											porque sei que o meu trabalho
como activista é mobilizar,
											é organizar,
											é ajudar cada cidadão togolês
a compreender que, como cidadãos,
											nós temos o poder,
											somos o chefe e nós decidimos.
											E o castigo que os ditadores
têm usado para nos intimidar
											não deve impedir-nos
de chegar onde queremos.
											É por isso que disse ser muito importante
contar as histórias dos activistas
											duma forma que ajude a mobilizar pessoas,
											não de uma forma que ajude
a parar a sua acção
											e as force mesmo a mais subjugação
ao sistema opressor.
									","
											Bref, continuons.
											Les neuf dernières années,
j'ai travaillé avec des pays
											pour les sensibiliser au sujet du Togo,
											pour aider les gens du Togo
à surmonter leur peur
											pour qu'ils puissent dire
qu'ils veulent du changement.
											J'ai subi beaucoup de persécutions
											que je ne peux pas divulguer,
											beaucoup de menaces, d'agressions,
											psychologiquement.
											Mais je n'aime pas en parler
											car je sais que mon travail
d'activiste est de mobiliser,
											d'organiser,
											d'aider chaque citoyen togolais
à comprendre qu'en tant que citoyens,
											nous détenons le pouvoir,
											nous sommes les chefs et nous décidons.
											Les sanctions que les dictateurs
utilisent pour les intimider
											ne doivent pas nous empêcher
d'obtenir ce que nous voulons.
											C'est pourquoi je dis qu'il est important
de couvrir les histoires des activistes
											d'une façon qui aide à mobiliser les gens
											et pas d'une façon qui aide
à dissuader leurs actions
											et à renforcer leur assujettissement
au système oppressif.
									","
											Neyse, devam edecek olursak
											geçtiğimiz dokuz sene boyunca Togo 
konusunda farkındalığı arttırmak için
											Togo'daki insanların 
korkularını yenmeleri
											ve bir gün onların da öne çıkıp
											istediklerini söyleyebilmeleri için
bir sürü ülkeyle çalıştım.
											Ortaya dökemeyeceğim kadar fazla
											zulüm gördüm,
											bir sürü tehdit,
											psikolojik taciz.
											Bunun hakkında konuşmayı sevmiyorum
											çünkü biliyorum ki bir aktivist olarak 
benim işim harekete geçmek,
											birleşmek,
											her bir Togo vatandaşının şunu anlamasına
yardımcı olmak; vatandaşlar olarak
											gücü elinde tutan biziz,
											patron biziz ve kararı biz veririz.
											Diktatörlerin bizi korkutmak için
kullandığı o cezalar
											istediğimizi almak konusunda
bize engel olmamalı.
											İşte bu yüzden aktivistlerin hikâyelerinin
insanları harekete geçirmek üzere
											dikkatle işlenmesi taraftarıyım.
											İnsanları hareketlerinden
vazgeçirecek şekilde değil,
											baskıcı sisteme karşı mücadele güçlerini
destekleyecek şekilde.
									",Is your country at risk of becoming a dictatorship? Here's how to know,Farida Nabourema,11:18,"activism,protests,social change,democracy,Africa,politics,leadership,corruption,society"
"
","
","
","
","
",Is your country at risk of becoming a dictatorship? Here's how to know,Farida Nabourema,11:18,"activism,protests,social change,democracy,Africa,politics,leadership,corruption,society"
