en,de,title,speaker,duration,tags
"
											Media plays a large role in perpetuating
the objectification of women.
											Let's consider
the classic romantic comedy.
											We're typically introduced
to two kinds of women in these movies,
											two kinds of desirable women, anyway.
											The first is the sexy bombshell.
											This is the unbelievably gorgeous woman
with the perfect body.
											Our leading man
has no trouble identifying her
											and even less trouble having sex with her.
											The second is our leading lady,
											the beautiful but demure woman
our leading man falls in love with
											despite not noticing her at first
											or not liking her if he did.
											The first is the slut.
											She is to be consumed and forgotten.
											She is much too available.
											The second is desirable but modest,
											and therefore worthy
of our leading man's future babies.
											Marriage material.
											We're actually told
that women have two roles,
											but these two roles have a difficult time
existing within the same woman.
									","
											Die Medien halten die Objektifizierung
von Frauen aufrecht.
											Denken wir nur an 
die klassische Liebeskomödie.
											Typischerweise begegnen uns 
in diesen Filmen zwei Arten von Frauen,
											zumindest zwei Arten 
begehrenswerter Frauen.
											Die erste ist die Sexbombe,
											eine unglaublich hinreißende Frau
mit dem perfekten Körper.
											Die männliche Hauptfigur
findet sie ohne Probleme
											und er hat problemlos Sex mit ihr.
											Dann gibt es die weibliche Hauptfigur,
											die hübsche, aber prüde Frau, in die sich 
die männliche Hauptfigur verliebt,

											obwohl er sie am Anfang nicht bemerkte
											oder nicht mochte.
											Die erste ist die Schlampe.
											Sie wird konsumiert und vergessen.
Sie ist zu leicht zu haben.
											Die zweite ist begehrenswert,
aber sittsam,
											weshalb sie der zukünftigen Babys
der männlichen Hauptfigur würdig ist.
											Zum Heiraten geeignet.
											Man sagt uns im Grunde,
Frauen haben zwei Rollen,
											aber diese zwei Rollen können nur schwer
in einer einzigen Frau existieren.
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											On the rare occasion
that I share with a new acquaintance
											that I study sex,
											if they don't end
the conversation right then,
											they're usually pretty intrigued.
									","
											Wenn ich, was selten vorkommt,
neuen Bekannten mitteile,
											dass ich Sex erforsche,
											brechen sie das Gespräch sofort ab
											oder sind oft völlig fasziniert.
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											""Oh. Tell me more.""
									","
											""Oh. Erzähl mir mehr davon.""
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											So I do.
									","
											Das tue ich dann.
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											""I'm really interested
in studying the sexual behaviors
											of pregnant and postpartum couples.""
											At this point I get
a different kind of response.
									","
											""Mich interessiert die Untersuchung
des Sexualverhaltens
											schwangerer und postnataler Paare.""
											An diesem Punkt 
reagieren die Leute anders.
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											(Laughter)
									","
											(Lachen)
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											""Oh. Huh.
											Do pregnant people even have sex?
											Have you thought
about studying sexual desire
											or orgasms?
											That would be interesting, and sexy.""
									","
											""Oh. Aha.
											Haben Schwangere Sex?
											Hast du schon daran gedacht,
sexuelle Lust zu untersuchen?
											Oder den Orgasmus?
											Das wäre interessant und sexy.""
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											Tell me. What are the first words
that come to mind
											when you picture a pregnant woman?
											I asked this question
in a survey of over 500 adults,
											and most responded with ""belly"" or ""round""
											and ""cute.""
											This didn't surprise me too much.
											What else do we label as cute?
											Babies. Puppies. Kittens.
											The elderly. Right?
									","
											Welche Wörter fallen Ihnen zuerst ein,
											wenn Sie an eine Schwangere denken?
											Ich habe diese Frage in einer Studie
über 500 Erwachsenen gestellt
											und die meisten antworteten 
mit ""Bauch"" oder ""rund""
											und ""süß"".
											Das hat mich kaum überrascht.
											Was bezeichnen wir noch als süß?
											Babys. Hundewelpen. Kätzchen.
											Ältere Menschen. Stimmt's?
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											(Laughter)
									","
											(Lachen)
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											When we label an adult as cute, though,
											we take away a lot of their intelligence,
											their complexity.
											We reduce them to childlike qualities.
											I also asked heterosexual men
											to imagine a woman that they're
partnered with is pregnant,
											and then asked women
to imagine that they are pregnant,
											and then tell me
the first words that come to mind
											when they imagine having sex.
											Most of the responses were negative.
											""Gross.""
											""Awkward.""
											""Not sexy."" ""Odd.""
											""Uncomfortable.""
											""How?""
									","
											Aber wenn wir Erwachsene 
als süß bezeichnen,
											nehmen wir ihnen 
viel von ihrer Intelligenz,
											ihrer Komplexität.
											Wir reduzieren sie auf 
kindliche Eigenschaften.
											Ich bat heterosexuelle Männer,
											sich vorzustellen, 
ihre Partnerin sei schwanger,
											und Frauen, sich vorzustellen, 
sie seien schwanger,
											und mir zu sagen, 
was ihnen als Erstes einfällt
											beim Gedanken, Sex zu haben.
											Die meisten Antworten waren negativ.
											""Eklig.""
											""Peinlich.""
											""Nicht sexy."" ""Seltsam.""
											""Unangenehm.""
											""Wie?""
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											(Laughter)
									","
											(Lachen)
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											""Not worth the trouble.""
""Not worth the risk.""
									","
											""Die Mühe nicht wert.""
""Das Risiko nicht wert.""
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											That last one really stuck with me.
											We might think that because we divorce
pregnant women and moms from sexuality,
											we are removing the constraints
of sexual objectification.
											They experience less sexism. Right?
											Not exactly.
											What happens instead
is a different kind of objectification.
											In my efforts to explain this to others,
											one conversation
led to the Venus of Willendorf,
											a Paleolithic figurine scholars assumed
was a goddess of love and beauty,
											hence the name Venus.
											This theory was later revised, though,
											when scholars noted
the sculptor's obvious focus
											on the figurine's reproductive features:
											large breasts,
considered ideal for nursing;
											a round, possibly pregnant belly;
											the remnants of red dye,
alluding to menstruation or birth.
											They also assumed that she was
meant to be held or placed lying down
											because her tiny feet
don't allow her to be freestanding.
											She also had no face.
											For this reason, it was assumed
that she was a representation of fertility
											and not a portrait of a person.
											She was an object.
											In the history of her interpretation,
											she went from object
of ideal beauty and love
											to object of reproduction.
									","
											Das Letztere hat sich mir eingeprägt.
											Wir könnten denken, weil wir schwangere
Frauen und Mütter von Sexualität trennen,
											nehmen wir ihnen die Zwänge 
der sexuellen Objektifizierung.
											Sie erleben weniger Sexismus. Stimmt's?
											Nicht ganz.
											Stattdessen kommt es zu 
einer anderen Objektifizierung.
											Als ich mich bemühte, 
anderen dies zu erklären,
											führte ein Gespräch
zur Venus von Willendorf,
											einer paläolithischen Figur, die man für
eine Liebes- und Schönheitsgöttin hielt,
											daher der Name Venus.
											Diese Theorie wurde 
später jedoch verworfen,
											als die Forscher bemerkten,
dass der Fokus offensichtlich
											auf den Fortpflanzungsmerkmalen 
der Figur lagen:
											große Brüste, die 
als ideal fürs Stillen gelten,
											ein runder, möglicherweise 
schwangerer Bauch,
											die Überreste roter Farbe, die 
auf Menstruation oder Geburt anspielen.
											Sie vermuteten auch, dass man sie 
halten oder hinlegen sollte,
											denn auf ihren winzigen Füßen
kann sie nicht frei stehen.
											Sie hatte auch kein Gesicht.
											Darum hielt man sie für
die Verkörperung von Fruchtbarkeit
											und nicht das Abbild einer Person.
											Sie war ein Objekt.
											In der Geschichte ihrer Deutung
											wurde sie vom Objekt 
idealer Schönheit und Liebe
											zum Objekt der Fortpflanzung.
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											I think this transition speaks more
											about the scholars
who have interpreted her purpose
											than the actual purpose
of the figurine herself.
											When a woman becomes pregnant,
											she leaves the realm
of men's sexual desire
											and slides into her reproductive
and child-rearing role.
											In doing so, she also becomes
											the property of the community,
											considered very important
but only because she's pregnant. Right?
											I've taken to calling this
the Willendorf effect,
											and once again we see it reinforced
in many aspects of her life.
									","
											Ich denke, dieser Wandel sagt mehr
											über die Forscher aus,
die ihren Zweck deuteten,
											als über den tatsächlichen 
Zweck der Figur selbst.
											Wenn eine Frau schwanger wird,
											verlässt sie das Reich 
der männlichen sexuellen Begierde
											und schlüpft in ihre Rolle von
Fortpflanzung und Kindererziehung.
											Damit wird sie auch
											zum Besitz der Gemeinschaft
											und gilt als sehr wichtig, 
aber nur, weil sie schwanger ist.
											Ich nenne das den Willendorf-Effekt,
											und das sehen wir stark 
in vielen Aspekten ihres Lebens.
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											Has anyone here
ever been visibly pregnant?
									","
											War von Ihnen schon mal jemand
sichtbar schwanger?
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											(Laughter)
									","
											(Lachen)
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											Yeah. Lots of you, right?
											So how many of you ever had a stranger
touch your belly during pregnancy,
											maybe without even asking
your permission first?
											Or told what you can and cannot eat
											by somebody who is not your doctor,
your medical care provider?
											Or asked private questions
about your birth plan?
											And then told why
those choices are all wrong?
											Yeah, me too.
											Or had a server refuse
to bring you a glass of wine?
											This one might give you pause,
I know, but stay with me.
											This is a huge secret.
											It is actually safe to drink
in moderation during pregnancy.
											Many of us don't know this
											because doctors don't trust
pregnant women with this secret —
									","
											Ja. Viele von Ihnen.
											Wem hat schon mal ein Fremder in 
der Schwangerschaft an den Bauch gefasst?
											Vielleicht, ohne vorher 
um Erlaubnis zu fragen?
											Oder Ihnen gesagt, was Sie 
essen dürfen und was nicht?
											Jemand, der nicht Ihr Arzt ist 
oder Sie medizinisch versorgt?
											Oder stellte Ihnen private Fragen
zur Ihrem Geburtsplan?
											Um Ihnen dann zu sagen,
warum Sie das falsch machen?
											Ja, mir auch.
											Oder hat sich ein Kellner geweigert,
Ihnen ein Glas Wein zu bringen?
											Das gibt Ihnen vielleicht 
zu denken, aber hören Sie zu.
											Das ist ein großes Geheimnis.
											Es ist tatsächlich kein Problem, in 
der Schwangerschaft in Maßen zu trinken.
											Viele uns wissen das nicht,
											weil Ärzte schwangeren Frauen 
dieses Geheimnis nicht anvertrauen ...
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											(Laughter)
									","
											(Lachen)
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											especially if she's less educated
or a woman of color.
									","
											besonders wenn sie wenig Bildung
oder eine dunkle Hautfarbe haben.
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											What this tells us is,
											this Willendorf effect,
it's also classist and racist.
											It's present when
the government reminds women
											with every new anti-choice bill
											that the contents of her uterus
are not her own,
											or when an ob-gyn says,
											""While it's safe
to have sex during pregnancy,
											sometimes you never know.
											Better safe than sorry, right?""
											She's denied basic privacy
and bodily autonomy
											under the guise of ""be a good mother.""
											We don't trust her
to make her own decisions.
											She's cute, remember?
											When we tell women
											that sexual pleasure — excuse me.
									","
											Das verrät uns Folgendes:
											Dieser Willendorf-Effekt
ist auch klassistisch und rassistisch.
											Zum Beispiel, wenn die Regierung Frauen
											mit jedem Antiabtreibungsgesetz
daran erinnert,
											dass der Inhalt ihres Uterus
nicht ihnen gehört,
											oder wenn ein Frauenarzt sagt:
											""Sex in der Schwangerschaft 
ist zwar sicher,
											aber man weiß nie.
											Lieber auf Nummer sicher gehen.""
											Man verwehrt ihr Privatsphäre
und körperliche Unabhängigkeit,
											um ""eine gute Mutter zu sein"".
											Wir trauen ihr keine 
eigenen Entscheidungen zu.
											Sie ist süß, wissen Sie noch?
											Wenn wir Frauen sagen,
											dass sexuelles Vergnügen
— Entschuldigung.
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											When we tell women that sex
isn't worth the risk during pregnancy,
											what we're telling her is that
her sexual pleasure doesn't matter.
											So what we are telling her
is that she in fact doesn't matter,
											even though the needs of her fetus
are not at odds with her own needs.
									","
											Wenn wir Frauen sagen, Sex in der 
Schwangerschaft sei das Risiko nicht wert,
											sagen wir ihnen, ihr sexuelles
Vergnügen sei nicht wichtig.
											Wir sagen ihnen also,
dass sie nicht wichtig sind,
											obwohl die Bedürfnisse des Fötus
ihren Bedürfnissen nicht widersprechen.
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											So medical providers,
											such as the American College
of Obstetricians and Gynecologists
											have the opportunity to educate
about the safety of sex during pregnancy.
											So what do the experts say?
											ACOG actually has
no public official statement
											about the safety of sex during pregnancy.
											Guidance from the Mayo Clinic
is generally positive
											but presented with a caveat:
											""Although most women can safely
have sex throughout pregnancy,
											sometimes it's best to be cautious.""
									","
											Vertreter des Gesundheitswesens
											wie das American College
of Obstetricians and Gynecologists
											können über sicheren Sex 
in der Schwangerschaft aufklären.
											Was sagen die Fachleute also?
											Das ACOG hat keine 
offizielle Stellungnahme
											zur Sicherheit von Sex 
in der Schwangerschaft.
											Die Richtlinie der Mayo Clinic
ist generell positiv,
											aber mit einer Warnung:
											""Obwohl die meisten Schwangeren
sicheren Sex haben können,
											ist Vorsicht manchmal besser.""
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											Some women don't want
to have sex during pregnancy,
											and that's OK.
											Some women do want
to have sex during pregnancy,
											and that's OK, too.
											What needs to stop
is society telling women
											what they can and cannot do
with their bodies.
									","
											Manche Frauen möchten in 
der Schwangerschaft keinen Sex,
											und das ist okay.
											Manche Frauen möchten in 
der Schwangerschaft Sex haben,
											und auch das ist okay.
											Die Gesellschaft darf Frauen
nicht länger vorschreiben,
											was sie mit ihrem Körper
tun dürfen oder nicht.
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											(Applause)
									","
											(Applaus)
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											Pregnant women are not faceless,
identity-less vessels of reproduction
											who can't stand on their own two feet.
											But the truth is, the real secret is,
											we tell all women that
their sexual pleasure doesn't matter.
											We refuse to even acknowledge
that women who have sex with women
											or women who don't
want children even exist.
									","
											Schwangere Frauen sind keine gesichts- 
und identitätslosen Fortpflanzungsgefäße,
											die nicht auf eigenen 
Beinen stehen können.
											Aber die Wahrheit, 
das echte Geheimnis ist,
											wir sagen allen Frauen, ihr sexuelles 
Vergnügen wäre nicht wichtig.
											Wir erkennen nicht mal
die Existenz von Frauen an,
											die Sex mit Frauen haben
oder keine Kinder wollen.
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											""Oh, it's just a phase ...
									","
											""Oh, das ist nur eine Phase ...
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											she just needs the right man
to come along.""
									","
											Sie muss nur den richtigen Mann finden.""
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											Every time a woman has sex
											simply because it feels good,
											it is revolutionary.
											She is revolutionary.
											She is pushing back
against society's insistence
											that she exist simply for men's pleasure
											or for reproduction.
											A woman who prioritizes
her sexual needs is scary,
											because a woman who prioritizes
her sexual needs prioritizes herself.
									","
											Immer, wenn eine Frau Sex hat,
											einfach, weil es sich gut anfühlt,
											ist es revolutionär.
											Sie ist eine Revolutionärin.
											Sie wehrt sich gegen die 
Einstellung der Gesellschaft,
											dass sie nur für Männer existiert,
											oder zur Fortpflanzung.
											Eine Frau, die ihre sexuellen 
Bedürfnisse priorisiert, macht Angst,
											denn wenn sie das tut,
priorisiert sie sich selbst.
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											(Applause)
									","
											(Applaus)
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
											That is a woman demanding
that she be treated as an equal.
											That is a woman who insists
											that you make room for her
at the table of power,
											and that is the most terrifying of all
											because we can't make room for her
											without some of us giving up
the extra space we hold.
									","
											Hier will eine Frau als ebenbürtig
behandelt werden.
											Hier besteht eine Frau darauf,
											dass man am Tisch der Macht 
Platz für sie macht,
											und das ist das Furchterregendste,
											denn wir können ihr 
keinen Platz einräumen,
											ohne dass einige von uns
ihren zusätzlichen Platz abgeben.
									",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
"
","
",The lies we tell pregnant women,Sofia Jawed-Wessel,14:56,"children,communication,feminism,family,gender,health,humanity,parenting,identity,sex,society,teaching,women,TEDx"
