es,tr,de,title,speaker,duration,tags
"
","
","
",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
											Y él lo hizo.
											Y fue muy formativo
											cuidar a los integrantes
											de su grupo de apoyo.
											Y luego quedé bastante confundido,
											pues creía que era bastante fácil a esa edad
											simplemente proporcionar hormonas
											del género que afirmaban ser.
											Pero después mi paciente se casó,
											con una mujer que había nacido como hombre,
											se había casado como hombre y 
tuvo dos hijos,
											luego se sometió a una transformación 
para ser mujer,
									","
											Ve öğretti de.
											Ve böylelikle,
											onun dayanışma grubundaki insanlarla ilgilenirken
											nasıl bir eğitim aldığımı tahmin edemezsiniz.
											Ama sonra aklım çok karıştı,
											çünkü o yaştaki insanlara
											sadece hormonları verip
											olmak istedikleri cinsel
kimliğe sahip olmalarının
											kolay olacağını sanırdım
											ama sonra hastam evlendi
											ve erkek olarak doğmuş,
											erkek olarak evlenip iki çocuk sahibi olmuş
											sonrasında erkekten kadına operasyon geçirmiş
											biriyle evlendi
											ve bu şahane kadın
											benim erkek hastamla bir araya gelmişti
											hatta yasal olarak bile evlenebildiler çünkü
											kadın ve erkek olarak başvurmuşlardı,
											kim tahmin ederdi ki ?
											Değil mi? (Gülüşmeler)
									","
											Und das hat er getan.
											Und was ich alles gelernt habe,
											indem ich mich um all die Mitglieder
											seiner Selbsthilfegruppe kümmerte.
											Und dann war ich sehr verwirrt,
											denn ich dachte, es wäre 
in diesem Alter relativ leicht,
											den Leuten einfach Hormone zu geben,
											je nachdem, welches Geschlecht
sie für sich bestätigten.
											Aber dann heiratete mein Patient,
											er heiratete eine Frau,
											die als Mann geboren worden war,
											als Mann geheiratet hatte,
zwei Kinder hatte,
											und sich dann einer Umwandlung
zur Frau unterzog.
											Und diese wunderbare Frau
											war nun mit meinem 
männlichen Patienten liiert,
											hatte ihn sogar legal geheiratet,

											weil sie als Mann und Frau auftauchten,
und wer konnte das schon wissen?
											Oder? (Lachen)
									",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
","
","
",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
											y ahora esta mujer encantadora
											estaba unida a mi paciente hombre,
											y de hecho se casaron legalmente
pues se mostraron
											como hombre y mujer
y, ¿quién iba a saber?
											¿No?
											(Risas)
									","
											Benim bu konuda kafam karışıktı,
											""Şimdi bu gay bir ilişki mi
											yoksa heteroseksüel ilişki mi ?""
											diye sorarken
											aslında cinsel yönelimle
											cinsel kimliği birbirine karıştırıyordum.
											Ve hastam bana geldi ve dedi ki:
											""Bak beni dinle.
											Eğer şu şekilde düşünürsen, her şeyi doğru anlayacaksın:
											Cinsel yönelim yatakta kiminle olduğundur;
											cinsiyet kimliği ise yatakta kim olduğun.
											(Gülüşmeler)
									","
											Und während ich darüber nachdachte,
											ob ihn das schwul macht,
											oder ob es ihn heterosexuell macht,
											verwechselte ich dabei 
die sexuelle Orientierung
											mit der geschlechtlichen Identität.
											Und mein Patient sagte zu mir:
											""Schau, es ist so.
											Wenn man an Folgendes denkt, 
dann kann man es verstehen:
											Sexuelle Orientierung ist, 
mit wem du ins Bett gehst,
											Geschlechtsidentität ist,
als was du ins Bett gehst.""
									",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
","
","
",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
											Y mientras yo estaba confundido con esto
											de que si esto te convertía en tal y tal gay
											o tal y tal heterosexual,
											estaba confundiendo orientación sexual
											con la identidad de género.
											Y mi paciente me dijo:
											""Mira, mira, mira...
											Si lo piensas así, 
lo comprenderás:
											Orientación sexual
es con quién te vas a la cama;
									","
											Sonrasında bir çok yetişkinden öğrendim ki
											-yaklaşık 200 yetişkini tedavi ettim-
											eğer hastalarımın bekleme
											odasındaki eşlerinin
											kim olduklarına bakmasaydım,
											kendi kendilerine kabullendikleri
											cinsiyet kimliklerinde
											gay, heteroseksüel, biseksüel
											veya aseksüel olup olmadıklarını
											tahmin etmeme imkan yoktu.
											Diğer bir deyişle,
											birinin diğeriyle
											hiçbir şekilde bağlantısı yok.
											Veriler de bunu gösteriyor.
									","
											Und ich habe danach
von den vielen Erwachsenen gelernt —
											ich habe mich um etwa 
200 Erwachsene gekümmert —
											Ich habe von ihnen gelernt,
											dass, wenn ich nicht nachschaute
und einen Blick darauf warf,
											wer ihre Partner im Warteraum waren,
											ich niemals erraten könnte,
											außer durch Zufall,
											ob sie homo oder hetero oder bi waren,
											oder asexuell 
in ihrem bestätigten Geschlecht.
											Mit anderen Worten,
											das eine hat mit dem anderen
											überhaupt nichts zu tun.
											Und die Daten bestätigen das.
									",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
","
","
",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
											Identidad de género es en calidad de qué 
te vas a la cama.
											Y luego aprendí de muchos adultos,
											traté a unos 200 adultos,
											aprendí de ellos
											que si no espiaba
quién era su pareja en la sala de espera,
											nunca podría adivinar,
											más que al azar,
											si eran gay, homosexuales, 
bisexuales
											o asexuales en el género 
que afirmaban ser.
											En otras palabras,
											una cosa no tiene nada que ver
con la otra.
											Y los datos lo demuestran.
									","
											Şimdi, 200 tane yetişkini tedavi ettiğim için
											bu durumu aşırı acılı buluyorum.
											Bu insanların birçoğu
											hayatlarından çok şey kaybetmek durumunda kaldılar.
											Bazen ebeveynleri onları reddediyor,
											ya da kardeşleri, kendi çocukları
											ve hatta boşandıkları eşleri
											çocuklarını görmelerini yasaklıyor.
											Çok berbat bir şey,
											peki ama neden onlar
											40 veya 50 yaşında böyle bir şey yaptılar?
											Çünkü kendilerini öldürmeden önce
											kendilerini oldukları gibi
											kabul etmek zorundaydılar.
											Gerçekten de,
											transseksüel insanlar
arasındaki intihar oranı
											dünyanın en yüksek
intihar oranları arasında.
									","
											Während ich mich um 
die 200 Erwachsenen gekümmert habe,
											fand ich das extrem schmerzhaft.
											Diese Menschen waren — viele von ihnen
											mussten so viel von ihrem Leben aufgeben.
											Manchmal wurden sie 
von ihren Eltern abgelehnt,
											von ihren Geschwistern,
den eigenen Kindern,
											und der geschiedene Partner 
verbot ihnen dann,
											die eigenen Kinder zu sehen.
											Es war so furchtbar,
warum haben sie es also getan,
											im Alter von 40 oder 50?
											Weil sie fühlten, dass sie sich 
selbst bestätigen mussten,
											ansonsten würden sie sich umbringen.
											Und tatsächlich ist die Selbstmordrate
											bei unbehandelten Transgender-Personen
											unter den höchsten der Welt.
									",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
","
","
",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
											Al tratar a estos 200 adultos,
											me resultaba muy doloroso.
											Muchas de estas personas
											tenían que renunciar a tanto en su vida.
											A veces sus padres los rechazaban,
											sus hermanos, sus propios hijos,
											y sus exparejas
les prohibían ver a sus hijos.
											Era terrible.
											Pero, 
¿por qué lo hacían
											a los 40 o 50 años?
											Porque sentían que debían demostráselo
a sí mismos
											en lugar de suicidarse.
											Ppor cierto, la tasa de suicidios
											en personas transexuales no tratadas
											está entre las más altas del mundo.
									","
											O halde ne yapmalı?
											Bu konuda uzmanların konuştuğu,
											Hollanda'da yapılan
											bir konferansa gitmek çok ilgimi çekmişti
											ve orada en muazzam
şeylerden birini gördüm.
											Ergenlere, olabilecek en yoğun
											toplumsal cinsiyet psikometri testlerinden birini
											uyguladıktan sonra, girmeyi istemeyecekleri ergenliği
											önlemek üzere
											bir tedavi yöntemi uyguluyorlardı.
											Çünkü basitçe, her çocuk
											ergenliğe girmeden önce
											o cinsiyete aitmiş gibi görünür.
											Yanlış cinsiyette olduğunuzu
											farkettiğiniz zaman
											eşeğe dönüşen Pinokyo
											gibi hissedersiniz.
											Ergenliğe girdiğinizde
											sahip olduğunuz vücut,
											rüyalarınızdaki vücudun tam zıttıdır.
											Ve insanların hayalleri yıkılır.
									","
											Was kann man also tun?
											Meine Neugier brachte mich zu einer Konferenz
											in Holland, wo sie Experten dafür sind,
											und ich sah etwas 
wirklich Außergewöhnliches.
											Man behandelte Jugendliche,
											nachdem sie den intensivsten
											psychometrischen Tests in Bezug auf ihre 
Geschlechtsidentität unterzogen wurden.
											Und die Behandlung erfolgte 
durch die Unterdrückung
											der Pubertät, die sie nicht wollten.
											Denn im Grunde sehen Kinder 
ziemlich ähnlich aus,
											beide Geschlechter, bis sie
in die Pubertät kommen.
											Ab diesem Zeitpunkt, wenn man fühlt, 
dass man das falsche Geschlecht hat,
											fühlt man sich wie Pinocchio,
der in einen Esel verwandelt wird.
											Die Fantasie, die man hatte, 
dass sich der Körper mit der Pubertät
											in das verwandelt, was man sich wünscht,
											wird eliminiert durch die Pubertät,
die man tatsächlich bekommt.
											Und sie zerbrechen daran.
									",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
","
","
",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
											Así que, ¿qué se puede hacer?
											Quedé perplejo
en una conferencia en Holanda,
											con especialistas en esto,
											y vi algo muy curioso.
											Trataban a jóvenes adolescentes
											luego de hacerles el más intenso
											test psicométrico de género,
											y los trataban
											bloqueando la pubertad que no deseaban.
											Porque, los niños son más o menos 
igual sexualmente
											hasta que llegan a la pubertad,
											donde,
si te sientes tener el sexo equivocado,
											te sientes como Pinocho 
convirtiéndose en asno.
											La fantasía de que tu cuerpo cambiaría
											para ser quién querías ser con la pubertad,
											se anula
con la pubertad que te toca.
											Y se derrumban.
									","
											İşte bu yüzden, ergenliği durdurmalıyız.
											Neden durdurmalıyız ?
											Çünkü o gence o an
											karşı cinsin hormonlarını
											vermeye başlayamazsınız.
											Eğer yaparsanız,
											büyümeyi durdurursunuz.
											Ayrıca 10 yaşındaki bir kızla
											veya 12 yaşındaki bir oğlanla
											bu çeşit bir tedavinin,
											doğurganlığı nasıl etkilediği üzerine
											anlamlı bir konuşma
											gerçekleştirebileceğinizi mi sanıyorsunuz ?
											Böylece teşhis sürecinde
											dört-beş yıl kadar
											zaman kazanmış oluyorsunuz,
											böylelikle onlar,
											çok daha fazla teste girerek
											bedenlerinin kendilerinden uzaklaştığını hissetmeden
											durumla başa çıkabiliyorlar.
											Ve sonra, 12-16-18 adını verdikleri bir programla,
											12 yaş civarına geldiklerinde
											engelleyici hormonlar veriliyor,
											16 yaşlarında tekrar test ediliyor ve
											daha sonra tekrar değerlendiriliyorlar.
											Hatırlatma,
											engelleyici hormonlar
											iki tarafa da yöneliktir
											ama karşıt hormonlar
											devreye girdiği zaman
											kullandıkları hormonla
											bağlantılı olarak
											kadınsı göğüslerin oluşumu,
											surat kıllanması
											ve seste değişimler başlar.
											Bu etkiler kalıcıdır.
											Etkileri kaldırmak için
											ameliyata veya elektrolize
											ihtiyaç duyulur.
											Aslında ses için bir çözüm yoktur.
											Bu iş çok çiddi.
											Üstelik söz konusu yaş 15-16.
									","
											Indem also die Pubertät verzögert wird —
											Warum verzögert? Man kann ihnen 
in diesem Alter nicht einfach
											die entgegengesetzten Hormone geben.
											Das beeinträchtigt das Wachstum,
											und glauben Sie wirklich, 
dass ein sinnvolles Gespräch
											über die Auswirkungen dieser Behandlung 
auf die Fruchtbarkeit
											mit einem zehnjährigen Mädchen, 
einem zwölfjährigen Jungen möglich ist?
											Man gewinnt dadurch also 
vier oder fünf Jahre Zeit 

											für den diagnostischen Prozess,
											damit sie sich entscheiden können,
											damit sie mehr und mehr 
Tests machen können,
											und damit sie leben können,
ohne das Gefühl zu haben,
											dass ihre Körper ihnen davonlaufen.
											Und dann, in einem Programm 
namens 12-16-18,
											mit etwa 12 bekommen sie 
die Hormonblocker,
											und mit 16 werden sie nochmals getestet
											und neu eingestuft.
											Die Hormonblocker sind reversibel,
											aber wenn man ihnen die Hormone 
des anderen Geschlechts gibt,
											dann bekommen sie Brüste 
und Gesichtsbehaarung
											und eine neue Stimme, je nachdem,
was verwendet wird.

											Und das sind bleibende Auswirkungen,
											oder man muss sie chirurgisch entfernen,
											oder durch Elektrolyse,
											und die Stimme kann man
niemals wirklich beeinflussen.
											Es geht also um sehr viel,
und das im Alter von 15 oder 16.
									",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
","
","
",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
											Por eso, poniendo la pubertad en espera,
											¿Porqué en espera? 
No puedes darles hormonas opuestas tan jóvenes
											Se atrofiaría su crecimiento.
									","
											18 olduklarında
											artık ameliyat için
											uygun niteliktedirler
											ki kadından erkeğe dönüşümlerde
											genital organlar için
											iyi bir ameliyat bulunamazken
											erkekten kadına ameliyatlar
											jinekologları bile kandırabilir.
											İşte bu kadar iyi olabilir.
											Ben de hastaları izlemeye başladım,
											gecikmiş ergenlikleri hariç
											diğer herkes gibi görünüyorlardı.
											Ne zaman ki,
											kabullendikleri cinsiyete ait
											hormonlar verildi
											kusursuz görünmeye başladılar.
											Normal görünüyorlardı.
											Normal boylardaydılar.
											Kalabalıkta onları
											asla farkedemezdiniz.
									","
											Und dann mit 18 können sie sich
einer Operation unterziehen,
											und obwohl es keine gute Umwandlung 
weiblicher Genitalien zu männlichen gibt,
											hat die Umwandlung von männlich zu 
weiblich sogar Gynäkologen getäuscht.
											So gut kann man das machen.
											Ich habe mir angesehen, 
wie es den Patienten geht,
											und ich habe Patienten gesehen,
die ausgesehen haben wie jeder andere,
											außer, dass bei ihnen 
die Pubertät verzögert war.
											Aber sobald sie Hormone bekamen,
											in Übereinstimmung
mit dem bestätigten Geschlecht,
											sehen sie wunderschön aus.
											Sie sehen normal aus. 
Sie waren normal groß.
											Man könnte sie in einer Menschenmenge
											niemals unterscheiden.
									",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
","
","
",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
"
											¿Creen que se puede tener
una charla
											del impacto de ese tratamiento
en la fertilidad
											con una niña de 10 años,
o un niño de 12?
											Esto ahorra tiempo
al diagnosticarlos,
											durante 4 o 5 años,
											para que lo puedan descifrar,
											puedan analizarse más,
											puedan vivir sin sentir que su cuerpo
se les escapa.
											Y luego, en un programa llamado 12-16-18,
											a los 12 años comienzan 
a dar hormonas bloqueadoras,
											y a los 16, con un nuevo análisis,
											vuelven a clasificar.
											Recuerden, las hormonas bloqueadoras
son reversibles,
											pero al darles las
del sexo opuesto,
											empiezan a crecer los senos, la barba,
y la voz, según qué se use.
											Y esos efectos son permanentes,
											o requieren cirugía para revertirlos,
o electrólisis,
											y la voz nunca se logra cambiar.
											Por eso esto es serio,
y sucede a los 15, 16 años.
									","
											İşte o noktada,
											bunu yapmaya karar verdim.
											Burası tam da
											pediyatrik endokrinin
											devreye girdiği yerdi,
											çünkü aslına bakılırsa,
											10-12, 10-14 yaş aralığındaki
											çocuklarla ilgilenecekseniz
											pediyatrik endokrinden bahsediyorsunuz.
											Bu yüzden ben de birkaç çocuk aldım
											ve bu bir bakım standardı haline geldi
											ve Children Hospital
											(çocuk hastanesi)
											bunun arkasında durdu.
											Daha önce hiç tedavi olmamış
											ve tedavi edilmek isteyen insanların,
											Hollanda'da yürütülen
											çalışmadaki hastaların
											öncesi ve sonrası
											fotoğraflarını gösterdiğimde,
											bana gelip
											""Bu çocuklar için bir şeyler yapmalısın.""
											dediler.
											Peki ama bu çocuklar
											daha önce neredeydi?
											Dışarıda bir yerlerde
											acı çekiyolardı elbette.
									","
											An diesem Punkt habe ich
mich entschieden, das zu machen.
											Das ist wirklich,
											wo die pädiatrisch-endokrine 
Ebene beginnt,
											denn wenn man Kinder
											im Alter von 10-12, 12-14 behandelt,
											dann ist das pädiatrische Endokrinologie.
											Ich habe also mit Kindern gearbeitet,
											und diese Behandlung wurde zum Standard,
											und die Kinderklinik stand dahinter.
											Weil ich ihnen die Kinder
davor und danach gezeigt habe,
											Menschen, die nie behandelt wurden,
											und Menschen, 
die behandelt werden wollten,
											und Bilder aus Holland,
											kamen sie zu mir und sagten:
											""Sie müssen etwas für diese Kindern tun.""
											Wo waren diese Kinder davor?
											Sie waren dort draußen und haben gelitten.
									",How I help transgender teens become who they want to be,Norman Spack,16:53,"LGBT,TEDx,Transgender,gender,medicine,youth"
