en,tr,es,de,fr,title,speaker,duration,tags
"
","
","
","
","
",8 lessons on building a company people enjoy working for,Patty McCord,5:10,"work-life balance,work,business,happiness"
"
											Lesson three: People want to do work
that means something.
											After they do it,
they should be free to move on.
											Careers are journeys.
											Nobody's going to want to do
the same thing for 60 years.
											So the idea of keeping people
for the sake of keeping them
											really hurts both of us.
											Instead, what if we created companies
that were great places to be from?
											And everyone who leaves you
											becomes an ambassador
for not only your product,
											but who you are and how you operate.
											And when you spread that kind
of excitement throughout the world,
											then we make all of our companies better.
									","
											Üç: İnsanlar bir anlamı olan
bir şey yapmak istiyor.
											Sonra da başka şekilde
devam etmede özgür olmalılar.
											Kariyerler seyahat gibi.
											Aynı şeyi kimse 60 yıl boyunca
yapmak istemez.
											Sadece onları kaybetmemek adına
yanınızda tutmak
											iki tarafa da zarar veriyor.
											Harika bir geçmişimiz olabileceği
şirketler yaratsak?
											Şirketten ayrılan herkes
											sadece ürününüz için değil
											şirket ve çalışma şeklinizi de
temsil etse.
											Bu güzel duyguyu
dünya çapında yaydığınız zaman
											tüm şirketlerimizi daha iyi kılıyoruz.
									","
											Lección 3: la gente quiere hacer 
un trabajo que signifique algo.
											Luego de hacerlo, tienen que poder seguir.
											La vida profesional es un viaje.
											Nadie querrá hacer 
lo mismo durante 60 años.
											La idea de retener a la gente
por el solo hecho de retenerla
											nos perjudica a ambos.
											¿Y si, en cambio, creamos empresas
donde sea agradable trabajar?
											Y cuando se van,
											se convierten en embajadores
no solo de tu producto,
											sino de quién eres y cómo trabajas.
											Y cuando propagas ese tipo
de entusiasmo por el mundo,
											hacemos que todas 
nuestras empresas sean mejores.
									","
											Lektion drei: Leute wollen Arbeit
machen, die etwas bedeutet.
											Danach sollten sie frei sein,
weiter zu ziehen.
											Karrieren sind Reisen.
											Niemand wird das Gleiche
60 Jahre lang machen wollen.
											Die Idee, Leute zu behalten,
nur um sie zu behalten,
											verletzt nur beide Seiten.
											Was, wenn wir stattdessen Firmen kreieren,
von denen man gerne herkommt?
											Und jeder, der geht,

											wird ein Botschafter,
nicht nur für das Produkt,
											sondern auch dafür,
wer man ist und wie man arbeitet.
											Wenn man diese Art von Begeisterung
in der Welt verbreitet,
											dann macht man all unsere Firmen besser.
									","
											Leçon n°3 : les gens veulent
un travail avec du sens.
											Une fois accompli,
ils devraient passer à autre chose.
											Une carrière est une aventure.
											Personne ne veut faire
la même chose pendant 60 ans.
											Donc garder les gens pour les garder
											fait du tort aux deux parties.
											A la place, si on créait des entreprises
où il fait bon travailler ?
											Chaque salarié qui vous quitte
											deviendrait l'ambassadeur,
non seulement de votre produit,
											mais aussi de qui vous êtes
et de vos méthodes.
											Et en diffusant cet enthousiasme
à travers le monde,
											nous améliorons tous nos entreprises.
									",8 lessons on building a company people enjoy working for,Patty McCord,5:10,"work-life balance,work,business,happiness"
"
","
","
","
","
",8 lessons on building a company people enjoy working for,Patty McCord,5:10,"work-life balance,work,business,happiness"
"
											Lesson four: Everyone in your company
should understand the business.
											Now, based on the assumption
that we've got smart adults here,
											the most important thing we can teach them
is how our business works.
											When I look at companies
that are moving fast,
											that are really innovative
											and that are doing amazing things
with agility and speed,
											it's because they're collaborative.
											The best thing that we can do
is constantly teach each other what we do,
											what matters to us, what we measure,
what goodness looks like,
											so that we can all drive
towards achieving the same thing.
									","
											Dört: Şirketinizdeki herkes
işin doğasını anlamalı.
											Çalışanlarınızın zeki olduğu varsayımıyla
											onlara öğretebileceğimiz en önemli şey
işletmenin çalışma şekli.
											Hızlı büyüyen,
											gerçekten yenilikçi
											ve hız ve hassasiyetle harika işler
başaran şirketlere baktığımda
											işbirliği yaptıklarını görüyorum.
											Yapabileceğimiz en iyi şey birbirimize
sürekli ne yapılması gerektiğini öğretmek,
											önemli olan ne, neyi ölçüyoruz,
iyi bir iş ne anlam ifade ediyor,
											böylece hepimiz aynı şeyi
başarmak için motive olabiliriz.
									","
											Lección 4: todos en tu empresa
deben entender el negocio.
											Basándonos en la suposición
de que tenemos adultos inteligentes,
											lo más importante es enseñarles
cómo funciona nuestro negocio.
											Cuando veo empresas
que se mueven rápidamente,
											que son realmente innovadoras
											y que hacen cosas increíbles
con agilidad y velocidad,
											es porque son colaborativas.
											Lo mejor que podemos hacer
es intercambiar conocimiento,
											compartir lo que nos importa, 
lo que medimos, lo que se hace bien,
											así todos vamos tras el mismo objetivo.
									","
											Lektion vier: Jeder in der Firma
sollte das Geschäft verstehen.
											Gehen wir davon aus,
dass wir hier kluge Erwachsene haben,
											ist es am wichtigsten, ihnen beizubringen,
wie unser Geschäft läuft.
											Wenn ich mir Firmen ansehe,
die schnell wachsen,
											die richtig innovativ sind
											und geniale Dinge schnell
und geschickt erreichen,
											ist das so, weil sie kollaborieren.
											Das Beste, was wir machen können, ist,
uns gegenseitig beizubringen, was wir tun,
											was uns wichtig ist, was wir messen,
wie Gutherzigkeit aussieht,
											sodass wir alle versuchen,
das Gleiche zu erreichen.
									","
											Leçon n°4 : chacun dans l'entreprise
doit en comprendre les enjeux.
											En partant du principe
qu'ils sont des adultes intelligents,
											le plus important à leur apprendre est
le fonctionnement de l'entreprise.
											Je vois des entreprises aller vite,
											être très innovantes
											et faire des choses incroyables
avec agilité et rapidité,
											parce qu'elles sont collaboratives.
											La meilleure chose à faire est
d'échanger constamment nos connaissances,
											partager ce qui compte pour nous,
ce que nous mesurons, ce qui est bon,
											afin que nous puissions tous
avancer vers le même but.
									",8 lessons on building a company people enjoy working for,Patty McCord,5:10,"work-life balance,work,business,happiness"
"
","
","
","
","
",8 lessons on building a company people enjoy working for,Patty McCord,5:10,"work-life balance,work,business,happiness"
"
											Lesson five: Everyone in your company
should be able to handle the truth.
											You know why people say
giving feedback is so hard?
											They don't practice.
											Let's take the annual performance review.
											What else do you do in your whole life
that you're really good at
											that you only do once a year?
											Here's what I found:
											humans can hear anything if it's true.
											So let's rethink the word ""feedback,""
											and think about it as telling people
the truth, the honest truth,
											about what they're doing right
and what they're doing wrong,
											in the moment when they're doing it.
											That good thing you just did, whoo!
											That's exactly what I'm talking about.
											Go do that again.
											And people will do that again,
today, three more times.
									","
											Beş: Şirketinizdeki herkes
gerçekleri kaldırabilmeli.
											İnsanlar niçin geri bildirimin
zor olduğu kanısında?
											Uygulama yapmıyorlar çünkü.
											Yıllık performans
değerlendirmesini ele alalım.
											Tüm hayatınız boyunca
sadece yılda bir kez yaptığınız
											ve çok iyi olduğunuz başka ne var?
											Bulgularım şöyle,
											doğruysa insanlar her şeyi duyar.
											''Geri bildirim'' kelimesini
yeniden düşünüp
											insanlara dürüst gerçeği söyleyelim,
											neyi doğru ve neyi yanlış yaptıklarını,
											tam olarak yaptıkları anda.
											İyi yaptığınız şeyler için yuppi!
											İşte bundan bahsediyorum.
											Hadi bunu tekrar yapın.
											Ve insanlar tekrar yapacaktır,
üstelik üç kez daha fazla.
									","
											Lección 5: todos en tu empresa
tienen que saber manejar la verdad.
											¿Saben por qué la gente dice
que hacer valoraciones es tan difícil?
											No lo practican.
											Veamos el informe anual de rendimiento.
											¿En qué otra cosa eres realmente 
bueno solo una vez al año en tu vida?
											Descubrí lo siguiente:
											los seres humanos pueden 
escuchar lo que sea si es verdad.
											Repensemos la palabra ""valoración"",
											y considerémoslo como el acto de decirle
la verdad a la gente, la pura verdad,
											sobre lo que hacen bien
y lo que hacen mal,
											en el momento en que lo hacen.
											""Eso bueno lo que acabas
de hacer, ¡guau!"".
											De eso hablo.
											""Ve y hazlo de nuevo"".
											Y la gente lo hará hoy, tres veces más.
									","
											Lektion fünf: Jeder in der Firma sollte
mit der Wahrheit umgehen können.
											Warum sagen viele, dass es so
schwer ist, Feedback zu geben?
											Weil sie es nicht üben.
											Nehmen wir das Jahresgespräch.
											Was sonst machen Sie in Ihrem Leben,
worin Sie wirklich gut sind,
											was Sie nur einmal im Jahr machen?
											Das fand ich heraus:
											Menschen können alles hören,
solange es wahr ist.
											Lassen Sie uns also das Wort
""Feedback"" überdenken
											und es so sehen, als würde man Menschen
die ehrliche Wahrheit sagen,
											darüber, was sie richtig machen
und was sie falsch machen,
											dann, wenn sie es machen.
											""Das Gute, was du gerade
gemacht hast, wuhu!
											Genau das meine ich.
											Mach es nochmal.""
											Und die Leute werden das
noch drei mal machen.
									","
											Leçon n°5 : chacun dans l'entreprise
doit être capable d'accepter la vérité.
											Pourquoi les gens disent-ils qu'il est
difficile de faire un feedback ?
											Ils ne le font pas.
											Prenons l'entretien annuel.
											En quoi d'autre dans votre vie
êtes-vous vraiment bon
											une seule fois par an ?
											Voilà ce que j'ai découvert :
											les humains peuvent entendre tout
tant que c'est la vérité.
											Donc repensons au mot « feedback »,
											et voyons-le comme le moyen
de raconter la vérité, la pure vérité,
											ce qu'ils font bien, ce qu'ils font mal,
											au moment où ils le font.
											« C'est super ce que tu as fait, wahou !
											C'est exactement ce dont je parle.
											Refais-le. »
											et les autres le répéteront,
aujourd'hui, trois fois plus.
									",8 lessons on building a company people enjoy working for,Patty McCord,5:10,"work-life balance,work,business,happiness"
"
","
","
","
","
",8 lessons on building a company people enjoy working for,Patty McCord,5:10,"work-life balance,work,business,happiness"
"
											Lesson six: Your company needs
to live out its values.
											I was talking to a company
not long ago, to the CEO.
											He was having trouble
because the company was rocky
											and things weren't getting done on time,
											and he felt like things were sloppy.
											This also was a man who, I observed,
											never showed up to any meeting on time.
											Ever.
											If you're part of a leadership team,
											the most important thing that you can do
to ""uphold your values"" is to live them.
											People can't be what they can't see.
											We say, ""Yes, we're here for equality,""
											and then we proudly pound our chest
											because we'd achieved 30 percent
representation of women
											on an executive team.
											Well that's not equal, that's 30 percent.
									","
											Altı: Şirketin;
değerlerine sadık olması gerek.
											Kısa bir süre önce
bir şirketin CEO'suyla görüşüyordum.
											Başı dertteydi çünkü
şirkette sıkıntılar vardı
											ve işler zamanında hallolmuyordu.
											Her şeyin fazla dağınık
olduğu kanısındaydı.
											Gözlemlerime göre bu adam
											hiçbir toplantıya zamanında gitmiyordu.
											Hem de hiç.
											Bir yönetim ekibindeyseniz
											değerlerinize sahip çıkmak
yapabileceğiniz en önemli şey.
											İnsanlar göremedikleri şey olamazlar.
											Biz de ''Evet, eşitlik istiyoruz'' deriz,
											gururla göğsümüzü kabartırız
											çünkü idari ekipte kadın katılım oranı
											yüzde 30'u başarmışızdır.
											Ama bu eşitlik değil, bu yüzde 30.
									","
											Lección 6: tu empresa 
necesita vivir de sus valores.
											No hace mucho, hablaba
con el CEO de una compañía.
											Tenía problemas
porque la compañía era inestable
											y las cosas no se hacían a tiempo,
											y pensaba que las cosas
estaban desordenadas.
											También era un hombre que, según observé,
											nunca se presentaba
a las reuniones a horario.
											Nunca.
											Si eres parte de un grupo de liderazgo,
											lo más importante que puedes hacer
para ""defender tus valores"" es cumplirlos.
											La gente no puede ser lo que no ve.
											Decimos: ""Sí, estamos
a favor de la igualdad"",
											y orgullosamente sacamos pecho
											porque logramos el 30 %
de representación de mujeres
											en un equipo ejecutivo.
											Eso no es igual. Es el 30 %.
									","
											Lektion sechs: Die Firma muss
ihre Werte ausleben.
											Ich sprach vor nicht allzu langer Zeit
mit einer Firma, mit dem CEO.
											Er hatte Probleme,
weil die Firma nicht richtig lief,
											und Dinge nicht pünktlich erledigt wurden
											und er fand die Arbeit unordentlich.

											Das war auch ein Mann,
der, wie ich beobachtete,
											nie pünktlich bei einem Meeting war.
											Nie.
											Ist man ein Teil des Leitungsteams,
											ist das Wichtigste, was man tun kann,
um seine Werte zu halten, sie zu leben.
											Leute können nicht sein,
was sie nicht sehen können.
											Wir sagen: ""Ja, wir sind
für Gleichberechtigung""
											und dann klopfen wir uns
stolz auf die Schulter,
											weil wir 30 Prozent Repräsentanz
von Frauen in einem Führungsteam
											erreicht haben.
											Das ist nicht gleichberechtigt,
das sind 30 Prozent.
									","
											Leçon n°6 : votre entreprise
doit vivre selon ses valeurs.
											Il y a peu, je parlais
au PDG d'une entreprise.
											Il avait des problèmes
car son entreprise était en difficulté,
											les choses ne s'y faisaient pas à temps
											et il sentait que tout était négligé.
											J'ai observé que c'était aussi un homme
											qui n'arrivait jamais à l'heure
à aucune réunion.
											Jamais.
											Si vous êtes dirigeant,
											le plus important à faire est de
« défendre vos valeurs » en vous y tenant.
											Les gens ne peuvent pas être
ce qu'ils ne voient pas.
											Quand on dit être pour l'égalité,
											puis que nous bombons fièrement le torse
											car nous avons atteint
une part de 30% de femmes
											dans une équipe de direction.
											Eh bien, ce n'est pas l'égalité,
c'est 30%.
									",8 lessons on building a company people enjoy working for,Patty McCord,5:10,"work-life balance,work,business,happiness"
"
","
","
","
","
",8 lessons on building a company people enjoy working for,Patty McCord,5:10,"work-life balance,work,business,happiness"
"
											Lesson seven: All start-up
ideas are stupid.
											I spend a lot of time with start-ups,
											and I have a lot of friends that work
in larger, more established companies.
											They are always pooh-poohing
the companies that I work with.
											""That is such a stupid idea.""
											Well, guess what:
all start-up ideas are stupid.
											If they were reasonable, somebody else
would have already been doing them.
									","
											Yedi: Tüm startup fikirleri saçma.
											Startup'larla çok vakit geçiriyorum
											ve büyük, daha köklü şirketlerde
çalışan çok arkadaşım var.
											Birlikte çalıştığım şirketleri
sürekli kötülüyorlar.
											''Bu o kadar saçma bir fikir ki.''
											Oysa tüm startup fikirleri saçmadır.
											Mantıklı olsalardı, başkası
bunları yapıyor olurdu.
									","
											Lección 7: todas las ideas de las 
empresas emergentes son absurdas.
											Paso mucho tiempo con estas 
empresas, y tengo muchos amigos
											que trabajan en compañías
más grandes y consolidadas.
											Menosprecian las compañías
con las que trabajo.
											""Es una idea absurda"".
											Adivinen qué: todas las ideas
de las empresas emergentes lo son.
											Si fueran razonables, otro
ya las habría implementado.
									","
											Lektion sieben: Alle Start-up
Ideen sind dumm.
											Ich verbringe viel Zeit mit Start-ups
											und ich habe eine Menge Freunde, die in
großen, etablierten Firmen arbeiten.
											Sie machen immer die Firmen schlecht,
mit denen ich arbeite.
											""Das ist so eine dumme Idee.""
											Wissen Sie was: alle Start-ups sind dumm.
											Wenn sie vernünftig wären,
würde es jemand anderes schon längst tun.
									","
											Leçon n°7 : toutes les idées
des start-ups sont idiotes.
											Je passe beaucoup de temps
avec des start-ups
											et j'ai beaucoup d'amis travaillant dans
des grandes entreprises plus établies.
											Ils se moquent toujours
de celles avec qui je travaille.
											« C'est une idée tellement bête. »
											Toutes les idées
des start-ups sont idiotes.
											Si elles étaient valables,
un autre les aurait déjà appliquées.
									",8 lessons on building a company people enjoy working for,Patty McCord,5:10,"work-life balance,work,business,happiness"
"
","
","
","
","
",8 lessons on building a company people enjoy working for,Patty McCord,5:10,"work-life balance,work,business,happiness"
"
											Lesson eight: Every company
needs to be excited for change.
											Beware of the smoke of nostalgia.
											If you find yourself saying,
""Remember the way it used to be?""
											I want you to shift your thinking to say,
											""Think about the way it's going to be.""
											If I had a dream company,
											I would walk in the door and I would say,
											""Everything's changed, all bets are off.
											We were running
as fast as we can to the right,
											and now we'll take a hard left.""
											And everybody would go ""Yes!""
											It's a pretty exciting world out there,
and it's changing all the time.
											The more we embrace it
and get excited about it,
											the more fun we're going to have.
									","
											Sekiz: Her şirket değişim için
istekli olmalı.
											Nostalji dalgasına kapılmayın.
											''İşler nasıldı hatırlıyor musun?''
dediğinizi fark ettiğinizde
											şu şekilde düşünmeye çalışın,
											''İşler nasıl olacak bir düşünsene.''
											Benim hayalimdeki şirket
şöyle olurdu,
											kapıdan içeri girerdim ve derdim ki
											''Her şey değişti,
sonuçları kimse bilemez.
											Olabildiğince hızlıca
sağa doğru koşuyoruz
											ve şimdi birden sola döneceğiz.''
											Herkes de ''Evet!'' derdi.
											Dış dünya heyecan verici
ve sürekli değişm hâlinde.
											Bunu daha çok kabullenip
daha istekli oldukça
											daha çok eğleneceğiz demektir.
									","
											Lección 8: toda compañía
debe estar dispuesta al cambio.
											Cuidado con el humo de la nostalgia.
											Si te encuentras diciendo:
""¿Recuerdas cómo era antes?"".
											Quiero que cambies 
ese pensamiento y digas:
											""Piensa cómo será"".
											Si tuviera una compañía soñada,
											entraría y diría:
											""Todo cambió. Todo puede ocurrir.
											Corrimos velozmente a la derecha,
ahora viraremos a la izquierda"".
											Y todos dirían: ""¡Sí!"".
											Hay un mundo fascinante afuera,
y cambia todo el tiempo.
											Cuanto más lo aceptemos
y nos entusiasmemos,
											más nos divertiremos.
									","
											Lektion 8: Jede Firma muss
Veränderung begrüßen.
											Nehmen Sie sich vor dem Nebel
der Nostalgie in Acht.
											Erwischen Sie sich dabei zu sagen:
""Erinnerst du dich daran, wie es war?""
											Ich möchte, dass Sie Ihr
Denken ändern und sagen:
											""Denk darüber nach, wie es sein wird.""
											Hätte ich eine Traumfirma,
											würde ich zur Tür reinlaufen und sagen:
											""Alles ist anders, alles ist möglich.
											Wir rannten schnell nach rechts,
											jetzt geht es scharf nach links.""
											Und jeder würde ""Ja!"" sagen.
											Die Welt da draußen ist echt spannend
und sie ändert sich ständig.
											Je mehr wir es begrüßen
und uns darüber freuen,
											desto mehr Spaß werden wir haben.
									","
											Leçon n°8 : chaque entreprise
doit être disposée à changer.
											Attention au brouillard de la nostalgie.
											Si vous vous surprenez à penser :
« Tu te souviens de comment c'était ? »,
											je veux que vous pensiez à la place :
											« Imagine comment ce sera ».
											Dans l'entreprise de mes rêves,
											je franchirais la porte en disant :
											« Tout a changé, tout peut arriver.
											Nous foncions vers la droite,
											nous prenons maintenant à gauche. »
											Et tout le monde dirait « Oui ! »
											Nous vivons dans un monde passionnant,
en perpétuelle évolution.
											Plus nous le saisirons
et nous passionnerons,
											plus nous allons nous y amuser.
									",8 lessons on building a company people enjoy working for,Patty McCord,5:10,"work-life balance,work,business,happiness"
"
","
","
","
","
",8 lessons on building a company people enjoy working for,Patty McCord,5:10,"work-life balance,work,business,happiness"
