en,tr,fr,pt,de,title,speaker,duration,tags
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											My father died on a Friday.
											He was 42 years old and I was 15.
											My mother whispered to me to go
and say goodbye to my father
											before I went to school.
											So I put my backpack down
and walked the passage that ran through
											to where the heart of our home
my father lay dying of cancer.
											His eyes were closed,
but he knew I was there.
											In his presence, I had always felt seen.
											I told him I loved him,
											said goodbye and headed off for my day.
											At school, I drifted from science
to mathematics to history to biology,
											as my father slipped from the world.
											From May to July to September to November,
											I went about with my usual smile.
											I didn't drop a single grade.
											When asked how I was doing,
I would shrug and say, ""OK.""
											I was praised for being strong.
											I was the master of being OK.
									","
											Babam bir Cuma günü ölmüştü.
											42 yaşındaydı, bense 15.
											Okula gitmeden önce
annem babamla vedalaşmamı
											kulağıma fısıldamıştı.
											Sırt çantamı bıraktım
ve evimizin direği babamın
											kanserden ölmekte olduğu
yere doğru yol aldım.
											Gözleri kapalıydı
ama orada olduğumu biliyordu.
											O yanımdayken 
hep görüldüğümü hissederdim.
											Onu sevdiğimi söyledim,
											hoşçakal dedim ve yola koyuldum.
											Okulda bilimden matematiğe,
tarihten biyoloji dersine geçerken
											babam bu dünyadan gidiyordu.
											Mayıs ayından
Temmuz, Eylül ve Kasım ayına kadar,
											her zamanki gülümsememi takındım.
											Tek bir not düşürmedim.
											Nasıl olduğum sorulduğunda
omuz silkip ''İyiyim'' diyordum.
											Güçlü olduğum için övgü alıyordum.
											İyi olmanın efendisi olmuştum.
									","
											Mon père est mort un vendredi.
											Il avait 42 ans et j'en avais 15.
											Ma mère m'a chuchoté de partir
et de dire au revoir à mon père
											avant d'aller à l'école.
											J'ai posé mon sac à dos
et j'ai parcouru le passage
											vers le centre de la maison
											où mon père, atteint de cancer,
gisait, mourant.
											Ses yeux étaient fermés
mais il savait que j'étais là.
											En sa présence, j'avais toujours
l'impression d'être vue.
											Je lui ai dit que je l'aimais,
											lui ai dit au revoir
et suis partie pour la journée.
											A l'école, je suis passée
des sciences aux mathématiques
											à l'histoire à la biologie,
											alors que mon père
s'échappait de ce monde.
											De mai à juillet à septembre à novembre,
											j'ai vaqué à mes occupations
avec mon sourire habituel.
											Aucune de mes notes n'a baissé.
											Quand on me demandait comment j'allais,
											je haussais les épaules
et disais : « Ça va ».
											On me félicitait pour ma force.
											J'étais devenue maître
dans l'art d'aller bien.
									","
											O meu pai morreu numa sexta-feira.
											Tinha 42 anos e eu tinha 15.
											A minha mãe sussurrou-me
que me fosse despedir dele
											antes de ir para a escola.
											Pousei a minha mochila no chão
e fui pelo corredor que conduzia
											ao centro da casa, ao leito
onde o meu pai morria de cancro.
									","
											Mein Vater starb an einem Freitag.
											Er war 42 Jahre alt und ich war 15.
											Meine Mutter bat mich flüsternd, mich
vor der Schule von ihm zu verabschieden.
											Ich legte meinen Rucksack ab
und ging den Gang entlang,
											zum Herz des Hauses, meinem Vater,
der krebskrank im Sterben lag.
											Seine Augen waren geschlossen, 
aber er wusste, dass ich da war.
											In seiner Gegenwart habe ich
mich immer wahrgenommen gefühlt.
											Ich sagte ihm, dass ich ihn liebte,
sagte Aufwiedersehen
											und machte mich auf in den Tag.
											In der Schule trudelte ich durch Physik, 
Mathe, durch Geschichte und Biologie
											während mein Vater der Welt entwich.
											Von Mai bis Juli, September und November
											trug ich mein übliches Lächeln.
											Ich schrieb keine einzige schlechte Note.
											Bei der Frage, wie es mir ginge, zuckte
ich nur die Achseln und sagte: ""O.K."".
											Ich wurde für meine Stärke gelobt.
											Ich war die Meisterin im O.K.-Sein.
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											But back home, we struggled —
											my father hadn't been able
to keep his small business going
											during his illness.
											And my mother, alone,
was grieving the love of her life
											trying to raise three children,
											and the creditors were knocking.
											We felt, as a family, financially
and emotionally ravaged.
											And I began to spiral down,
isolated, fast.
											I started to use food to numb my pain.
											Binging and purging.
											Refusing to accept
the full weight of my grief.
											No one knew, and in a culture
that values relentless positivity,
											I thought that no one wanted to know.
									","
											Ama evde işler kolay değildi —
											babam hastalığı boyunca
küçük işletmesini
											idare edememişti.
											Annem ise tek başına
hayatının aşkının yasını tutuyor,
											üç çocuk büyütmeye çalışıyor,
											alacaklılar kapıya dayanıyordu.
											Aile olarak hem ekonomik
hem de manevi yönden hırpalanıyorduk.
											Hızlı bir şekilde dönüş yaşamaya,
izole olmaya başladım.
											Acımı baskılaması için 
yiyeceklere başvurdum.
											Aşırı yemek yiyordum.
											Acımın ağırlığını reddediyordum.
											Kimse bilmiyordu
ve olumlu olmaya değer veren bir kültürde
											kimse bilmek dahi istemiyordu.
									","
											Mais à la maison, c'était dur —
											mon père n'avait pas pu
maintenir sa petite entreprise
											durant sa maladie.
											Ma mère, seule, faisait le deuil
de l'amour de sa vie,
											essayant d'élever trois enfants,
											et les créanciers frappaient à la porte.
											En tant que famille, nous nous sentions
financièrement, émotionnellement dévastés.
											Isolée, j'ai entamé une chute rapide.
											J'ai commencé à utiliser la nourriture
pour atténuer ma douleur.
											Je mangeais et vomissais.
											Je refusais d'accepter
tout le poids de mon deuil.
											Personne ne savait et, dans une culture
valorisant la positivité constante,
											je pensais que personne ne voulait savoir.
									","
											Os seus olhos estavam fechados,
mas ele sabia que eu estava lá.
											Na sua presença, sempre me senti visível.
											Disse-lhe que o amava,
											despedi-me e fui para a escola.
											Na escola, deambulei entre ciências,
matemática, história, biologia,
											enquanto o meu pai deixava este mundo.
											De maio a julho, setembro, novembro,
											segui a minha rotina
com o sorriso habitual.
											Nenhuma das minhas notas desceu.
											Quando me perguntavam como estava,
eu encolhia os ombros e dizia, ""Bem.""
											Elogiavam-me por ser forte.
											Eu era a especialista em estar bem.
									","
											Aber Zuhause hatten wir zu kämpfen.
											Mein Vater konnte sich nicht um
sein Geschäft kümmern als er krank war.
											Meine Mutter, allein, 
in Trauer um die Liebe ihres Lebens,
											versuchte drei Kinder großzuziehen,
während die Gläubiger anklopften.
											Wir fühlten uns, als Familie, finanziell
ruiniert und emotional zerrüttet.
											Und ich begann, abwärts zu fallen,
isoliert und schnell.
											Ich begann, mit Essen 
meine Schmerzen zu betäuben.
											Essanfälle und Erbrechen.
											Ich weigerte mich, das wahre Ausmaß 
meiner Trauer zu akzeptieren.
											Niemand merkte es, und in einer Kultur,
die unerbittliche Zuversicht belohnt,
											dachte ich, es würde keinen interessieren.
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											But one person did not buy into
my story of triumph over grief.
											My eighth-grade English teacher
fixed me with burning blue eyes
											as she handed out blank notebooks.
											She said, ""Write what you're feeling.
											Tell the truth.
											Write like nobody's reading.""
											And just like that,
											I was invited to show up
authentically to my grief and pain.
											It was a simple act
											but nothing short of a revolution for me.
											It was this revolution
that started in this blank notebook
											30 years ago
											that shaped my life's work.
											The secret, silent
correspondence with myself.
											Like a gymnast,
											I started to move beyond
the rigidity of denial
											into what I've now come to call
											emotional agility.
									","
											Ancak bir kişi benim bu
acıya rağmen zafer hikâyeme inanmadı.
											8. sınıf öğretmenin tehditkâr
mavi gözlerle bana baktı
											ve bana boş defterler verdi.
											''Ne hissediyorsan yaz'' dedi,
											''Doğrularu söyle.
											Kimse okumuyormuş gibi yaz.''
											İşte bu şekilde
											yas ve acımı göstermeye
davet edilmiştim.
											Basit bir işti
											ama benim için devrim gibiydi.
											30 yıl önce
o boş defterde başlayan
											bu devrim
											hayatımın işini şekillendirdi.
											Kendimle gizli ve sessiz bir yazışma.
											Tıpkı bir atlet gibi
											inkârın kalıplarından uzaklaşıp
											duygusal çeviklik diye adlandırdığım
											bir konsepte ilerledim.
									","
											Mais une personne n'a pas cru
à mon histoire de triomphe face au deuil.
											Ma professeure d'anglais de 4ème
m'a fixée de ses yeux bleus brûlants
											en me donnant des cahiers vierges.
											Elle a dit : « Écris ce que tu ressens.
											Dis la vérité.
											Écris comme si personne ne lisait. »
											Et ainsi,
											j'ai été invitée à faire face de façon
authentique à ma peine et ma douleur.
											C'était un acte simple
											mais c'était une révolution pour moi.
											C'est cette révolution
démarrée dans ce cahier vierge
											il y a 30 ans
											qui a façonné l'œuvre de ma vie.
											La secrète correspondance
silencieuse avec moi-même.
											Telle une gymnaste,
											j'ai commencé à aller au-delà
de la rigidité du déni
											vers ce que j'en suis venue à appeler
											l'agilité émotionnelle.
									","
											Mas em casa, era difícil,
											o meu pai não tinha conseguido manter
a sua empresa durante a doença.
											A minha mãe, sozinha, fazia o luto
pelo amor da sua vida,
											tentando criar três filhos
com os credores à porta.
											Como família, sentíamo-nos financeira 
e emocionalmente devastados.
											Isolada, comecei a ir-me
abaixo rapidamente.
											Comecei a usar a comida 
para atenuar a dor.
											Comia em demasia e vomitava,
											recusando-me a aceitar
a gravidade da minha mágoa.
											Ninguém sabia e, numa cultura
que valoriza a positividade constante,
											achei que ninguém queria saber.
									","
											Aber eine Person kaufte mir die Geschichte
meines Sieges über die Trauer nicht ab.
											Meine Englischlehrerin in Klasse acht
											sah mich mit strahlend blauen Augen an,
											als sie leere Notizhefte austeilte.
											Sie sagte: ""Schreibt auf, was ihr fühlt.
											Erzählt die Wahrheit.
											Schreibt, als würde es niemand lesen.""
											So einfach wurde ich angeregt
											meiner Trauer und meinem Schmerz
glaubhaft entgegenzutreten.
											Es war eine einfache Geste,
											aber für mich eine absolute Revolution.
											Es war diese Revolution,
die mit diesem leeren Notizheft
											vor 30 Jahren anfing,
											die mein Lebenswerk prägte.
											Der geheime und
stille Austausch mit mir selbst.
											Ich begann mich, wie eine Turnerin,
											von der starren Haltung
der Verleugnung weg zu bewegen
											hin zu dem, was ich mittlerweile 
als emotionale Agilität bezeichne.
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											Life's beauty is inseparable
from its fragility.
											We are young until we are not.
											We walk down the streets sexy
											until one day we realize
that we are unseen.
											We nag our children and one day realize
											that there is silence
where that child once was,
											now making his or her way in the world.
											We are healthy until a diagnosis
brings us to our knees.
											The only certainty is uncertainty,
											and yet we are not navigating
this frailty successfully or sustainably.
											The World Health Organization
tells us that depression
											is now the single leading cause
of disability globally —
											outstripping cancer,
											outstripping heart disease.
											And at a time of greater complexity,
											unprecedented technological,
political and economic change,
											we are seeing how people's tendency
											is more and more to lock down
into rigid responses to their emotions.
									","
											Hayatın güzelliği
onun hassaslığından ayrılamaz.
											Yaşlanana dek genç kalıyoruz.
											Bir gün güzelliğimizle yolda yürürken
											bir zaman sonra
görülmediğimizi fark ediyoruz.
											Çocuklarımıza kusur bulurken
fark ediyoruz ki
											o çocuğun olduğu yerde
önceleri sessizlik vardı,
											şimdi o da dünyada bir iz bırakacak.
											Bir teşhis bizi dizlerimin önüne
çöktürene dek sağlıklıyız.
											Tek kesinlik belirsizlik
											ama hâlâ bu kırılganlığı
başarılı bir şekilde yönlendiremiyoruz.
											Dünya Sağlık Örgütü'ne göre
depresyon
											küresel çapta engelliliğin
önde gelen nedeni,
											hem kanserin
											hem de kalp hastalığının önünde.
											Büyük bir karmaşıklık durumunda,
											beklenmeyen teknolojik, siyasi
ve ekonomik değişimde
											insanların nasıl daha fazla
											duyguları içine kapanma eğiliminde
olduklarını görüyoruz.
									","
											La beauté de la vie
est inséparable de sa fragilité.
											Nous sommes jeunes
jusqu'à ce que nous ne le soyons plus.
											Nous marchons dans la rue, sexy,
											jusqu'à réaliser un jour
que nous ne sommes pas vus.
											Nous houspillons nos enfants
et un jour réalisons
											qu'il y a du silence là où l'enfant était,
											il ou elle taillant son chemin
à travers le mode.
											Nous sommes en bonne santé
											jusqu'à ce qu'un diagnostic
nous mette à genoux.
											La seule certitude est l'incertitude
											et pourtant, nous ne naviguons pas
cette fragilité avec succès
											ou durablement.
											L'Organisation Mondiale de la Santé
nous dit que la dépression
											est la première cause
d'invalidité dans le monde —
											devançant le cancer,
											devançant les maladies cardiaques.
											A une époque de grande complexité,
											de changements technologiques,
politiques et économiques sans précédents,
											nous observons la propension des gens
											à se refermer de plus en plus
											dans des réponses rigides
face à leurs émotions.
									","
											Mas houve uma pessoa que não acreditou
na minha história de triunfo sobre a dor.
											A minha professora de inglês
olhou-me com olhos azuis penetrantes,
											enquanto distribuía cadernos em branco.
											Disse-me: ""Escreve o que sentes.
											""Diz a verdade.
											""Escreve como se ninguém fosse ler.""
											E dessa forma,
											fui convidada a encarar a minha
mágoa e a minha dor com autenticidade.
											Foi um gesto simples,
mas para mim foi uma revolução.
											Foi a revolução iniciada
nesse caderno em branco
											há 30 anos,
											que modelou a minha vida profissional.
											A silenciosa correspondência secreta 
comigo mesma.
											Como uma ginasta,
											comecei a passar para além
da rigidez da negação
											e chegar até àquilo a que agora chamo
											agilidade emocional.
									","
											Die Schönheit des Lebens ist untrennbar
mit seiner Zerbrechlichkeit verbunden.
											Wir sind jung, bis wir es nicht mehr sind.
											Wir gehen sexy durch die Straßen,
											bis wir eines Tages merken,
dass wir unsichtbar sind.
											Wir meckern unsere Kinder an,
und bemerken eines Tages die Stille,
											dort, wo das Kind einst war,
das nun eigene Wege durch die Welt geht.
											Wir fühlen uns gesund,
bis uns eine Diagnose in die Knie zwingt.
											Die einzige Gewissheit 
ist die Ungewissheit;
											und doch gehen wir mit dieser Schwäche
weder erfolgreich noch beständig um.
											Die Weltgesundheitsorganisation 
gab bekannt, dass Depression
											inzwischen die Hauptursache
für Behinderungen weltweit ist,
											und damit Krebs
und Herzkrankheiten übertrifft.
											In Zeiten mit zunehmender Komplexität,
											und eines beispiellosen Wandels
in Technik, Politik und Wirtschaft,
											sehen wir, wie die Menschen
mehr und mehr dahin tendieren,
											sich festzufahren, in starren Reaktionen
auf ihre eigenen Emotionen.
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											On the one hand we might
obsessively brood on our feelings.
											Getting stuck inside our heads.
											Hooked on being right.
											Or victimized by our news feed.
											On the other, we might
bottle our emotions,
											pushing them aside
											and permitting only those emotions
deemed legitimate.
									","
											Bir yandan hislerimiz üzerinde
düşünüp durabiliriz.
											Kendi aklımızda sıkışıp kalırız.
											Her zaman haklıyızdır orada
											ya da haber akışında mağdur oluruz.
											Diğer yandan duygularımızı
											bir kenara koyup
											sadece makul olduğunu düşündüğümüz
duygulara izin veririz.
									","
											D'un côté, nous pourrions
couver nos sentiments.
											Nous enfermer dans notre tête.
											Voulant avoir raison.
											Ou victimisés par notre fil d'actualités.
											D'un autre, nous pourrions
refouler nos émotions,
											les mettre de côté
											et n'autoriser que les émotions
considérées légitimes.
									","
											A beleza da vida é inseparável
da sua fragilidade.
											Somos jovens até deixarmos de sê-lo.
											Caminhamos pelas ruas
sentindo-nos sensuais
											até que um dia nos damos conta
de que ninguém repara em nós.
											Resmungamos com os nossos filhos
e um dia percebemos
											que o silêncio ocupa o lugar da criança
que agora tem a sua própria vida.
											Somos saudáveis até que um diagnóstico
nos deixa de rastos.
											A única certeza é a incerteza
e, ainda assim,
											não navegamos bem nessa fragilidade
ou de forma sustentável.
											A Organização Mundial de Saúde,
diz-nos que a depressão
											é atualmente a principal causa
de incapacidade a nível mundial,
											superando o cancro,
											superando as doenças cardíacas.
											Em tempos de maior complexidade,
											de mudança económica, política
e tecnológica sem precedentes,
											vemos como as pessoas têm a tendência
											para se refugiarem cada vez mais
em respostas rígidas às suas emoções.
									","
											Einerseits könnten wir zwanghaft
über unsere Gefühle nachgrübeln,
											uns in unseren Gedanken festfahren,
											fixiert darauf in Ordnung zu sein;
											oder ein Opfer unserer Nachrichtenkanäle.
											Oder wir schließen unsere Gefühle weg,
											verdrängen sie,
											und lassen nur die Gefühle zu,
die wir als gerechtfertigt erachten.
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
