fr,pt,tr,title,speaker,duration,tags
"
											J'ai choisi la poésie
car c'est si viscéral.
											Quand quelqu'un se tient face à vous,
esprit, corps et âme ;
											disant : « Regarde-moi »,
											il est impossible de ne pas devenir
fortement conscient de sa propre humanité.
											Cela a tout changé pour moi.
											Cela m'a donné du courage.
											Chaque jour, je vis le pouvoir
du fait d'être vu
											et, de ce fait, je suis entière.
											Et maintenant je demande :
											me regarderez-vous ?
									","
											Eu escolhi a poesia por ser tão visceral.
											Quando alguém está na nossa frente,
mente, corpo e alma,
											a dizer: ""Sê minha testemunha"",
											é impossível não nos tornarmos
profundamente cientes
											da nossa própria humanidade.
											Isso mudou tudo para mim.
											Deu-me coragem.
											Todos os dias, eu sentia
o poder do testemunho,
											e por causa disso, eu sou completa.
											E agora, eu pergunto:
											Vocês serão minhas testemunhas?
									","
											Şiiri seçtim çünkü şiir çok içgüdüsel.
											Birisi önünüzde durduğunda,
zihni, bedeni ve ruhu size
											""Bana tanıklık et"" dediğinde,
											insanlığınızın farkına
varmamanız imkânsızdır.
											Bu benim için her şeyi değiştirdi.
											Bana cesaret verdi.
											Her gün tanıklığın
gücünü tecrübe ediyorum ve
											bundan dolayı ben bir bütünüm.
											Şimdi soruyorum:
											Bana tanıklık edecek misiniz?
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											Ils me donnent le micro
											alors que mes épaules s'affaissent
sous le poids de ce stress.
									","
											Eles entregaram-me o microfone
											enquanto os meus ombros se afundavam,
debaixo do peso da ansiedade.
									","
											Bu stres altında omuzlarım çöktüğünde,
											bana mikrofonu verdiler.
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											La femme dit :
											« Le millionième réfugié
vient de quitter le Soudan du Sud.
											Un commentaire ? »
									","
											Uma mulher disse:
											""O milionésimo refugiado acabou 
de deixar o Sudão do Sul.
											""Pode comentar?""
									","
											Bir kadın şöyle dedi,
											""Bir milyonuncu mülteci de
Güney Sudan'ı terk etti.
											Yorum yapabilir misiniz?""
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											Je sens mes pieds se balancer
sur les talons que ma mère a achetés,
									","
											Sinto os meus pés balançarem
											nos sapatos de salto alto
que a minha mãe comprou,
									","
											Annemin aldığı ayakkabılar
içerisinde ayaklarım ileri geri sallandı,
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											suppliant la question :
									","
											na pergunta:
									","
											şu soru yankılandı:
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											restons-nous ou est-il plus sûr
de choisir de s'enfuir ?
									","
											""Devemos ficar, ou é mais seguro
optarmos por fugir?""
									","
											Kalıyor muyuz, yoksa
kaçmak daha mı güvenli?
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											Mon esprit répète les chiffres :
									","
											Na minha mente ecoam os números:
									","
											Zihnimde sayılar yankılandı:
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											un million parti,
									","
											um milhão em fuga,
									","
											Darfur'da bir milyon gitti,
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											deux millions déplacés,
									","
											dois milhões de deslocados,
									","
											iki milyon yerinden edildi,
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											400 000 morts au Darfour.
									","
											400 000 mortos em Darfur.
									","
											400.000 ölü var.
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											Ma gorge se serre
									","
											E esse nó domina a minha garganta,
									","
											Ve boğazım düğümlendi,
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											alors que chacun de ces corps
vient de trouver une tombe
									","
											como se cada um daqueles corpos
tivesse encontrado uma sepultura
									","
											sanki bu bedenler benim boğazımda
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											juste là, dans mon œsophage.
									","
											no meu esófago.
									","
											mezarlarını bulmuşlar gibi.
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											Ce qui fut notre pays,
									","
											O que um dia foi o nosso país,
									","
											Eski ülkemiz,
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											le nord et le sud et l'est et l'ouest,
									","
											todo o norte, o sul, o leste e o oeste,
									","
											kuzeyi ve güneyi ve doğusu ve batısı,
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											si agité que le Nil n'a su
nous maintenir ensemble
									","
											tão inquieto que o Nilo não
conseguia manter unido,
									","
											öyle huzursuzdu ki
Nil bizi bir arada tutamadı ve
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											et vous me demandez de résumer.
									","
											e pede-me para resumir.
									","
											siz benden özet geçmemi istiyorsunuz.
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											Ils parlent des chiffres
comme si c'était terminé,
									","
											Eles falam de números como se
isto ainda não estivesse a acontecer,
									","
											Hâlâ gerçekleşmiyor gibi,
sayılardan bahsediyorlar,
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											comme si 500 000 personnes
ne venaient pas de mourir en Syrie,
									","
											como se 500 000 não tivessem 
acabado de morrer na Síria,
									","
											sanki Suriye'de 500.000 kişi ölmemiş gibi,
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											comme si 3 000 personnes
n'avaient pas fini
									","
											como se 3000 ainda não estivessem
a tomar a sua posição final
									","
											sanki 3.000 kişi Akdeniz'in
dibinde son savaşlarını
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											au fond de la Méditerranée,
									","
											no fundo do Mediterrâneo,

											como se não existissem volumes inteiros
									","
											vermiyormuş gibi,
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											comme s'il n'y avait pas des volumes
entiers pleins de faits sur nos génocides,
									","
											cheios de factos sobre nossos genocídios,
									","
											sanki soykırımlarımız hakkında
gerçeklerle dolu kitaplar yokmuş gibi
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											maintenant ils veulent que j'en écrive un.
									","
											e agora, querem que eu escreva um.
									","
											ve şimdi benden yazmamı istiyorlar.
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											Fait :
									","
											Facto:
									","
											Gerçek:
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											nous ne parlions jamais au petit-déjeuner
									","
											Nunca conversávamos ao pequeno-almoço
									","
											Kahvaltıda hiç konuşmadık,
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											car les avions de guerre
ravalaient nos voix.
									","
											porque os aviões de guerra
engoliriam as nossas vozes.
									","
											çünkü savaş uçakları sesimizi bastırdı.
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											Fait :
									","
											Facto:
									","
											Gerçek:
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											mon grand-père ne voulait pas
quitter la maison,
									","
											O meu avô não quis sair da sua casa,
									","
											Büyükbabam evi terk etmek istemedi,
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											il est donc mort en zone de guerre.
									","
											por isso, morreu numa zona de guerra.
									","
											böylece bir savaş alanında öldü.
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											Fait :
									","
											Facto:
									","
											Gerçek:
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											sans Dieu, un buisson qui brûle
n'est qu'un feu.
									","
											Sem Deus, um arbusto
em chamas é apenas fogo
									","
											Tanrısız yanan bir çalı, yalnızca yangındır.
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											Je mesure la distance entre ce que je sais
									","
											Eu meço a distância entre o que eu sei
									","
											Bildiğim şey ve
mikrofonda söylenmesi güvenli
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
","
","
",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
"
											et ce que je peux dire dans un micro.
									","
											e o que é seguro de falar a um microfone.
									","
											olan şey arasındaki mesafeyi ölçtüm.
									",A young poet tells the story of Darfur,Emtithal Mahmoud,10:51,"Africa,children,art,communication,family,language,humanity,identity,performance,refugees,poetry,spoken word,storytelling,TEDMED,war,writing"
