pt,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											Então quem está a fundar estas empresas?
São pessoas ao acaso.
											Até na literatura popular,
o único livro que encontrei
											— e que devia estar
em todas as listas de leitura —
											que faz do empreendedor o herói
é ""Quem é John Galt?""
											Tudo o resto no mundo tende a olhar
para os empreendedores
											e dizer que somos más pessoas.
											Eu olho para a minha família.
											Os meus avós eram empreendedores.
O meu pai também.
											O meu irmão, a minha irmã e eu,
todos temos empresas.
											Todos nós decidimos começar estas coisas
											porque era o único lugar
onde nos encaixávamos.
											Não conseguíamos trabalhar para ninguém
											porque éramos demasiado teimosos
e temos outras características.
									","
											Entonces, ¿quién funda estas empresas? Estas pocas personas al azar.
											Incluso en la literatura popular, el único libro que he encontrado,
											y que debería estar en todas sus listas de lectura,
											el único libro que he encontrado
											que hace del emprendedor un héroe es ""Atlas Shrugged"" (La revelión de Atlas)
											Todo lo demás en el mundo tiende a ver a los emprendedores
											y decir que somos malas personas.
											Miro incluso a mi familia.
											Mis dos abuelos eran emprendedores. Mi papá era emprendedor.
											Tanto mi hermano como mi hermana y yo, los tres, tenemos compañías propias también.
											Y todos decidimos fundar estas cosas
											porque es en realidad el único lugar en que encajamos.
											No encajábamos en el trabajo normal. No podríamos trabajar para alguien más
											porque somos muy testarudos y tenemos todos estos otros rasgos.
									","
											Peki bu şirketleri kim kuruyor? Birkaç nadir insan.
											Popüler edebiyatta bile, bulabildiğim kadarıyla
											girişimciyi bir kahramana dönüştüren tek kitap
											– ve okuma listelerinizde
											yer alması gerekir – “Atlas Shrugged” olmuştur.
											Dünyadaki diğer her şey girişimcilere bakıp
											kötü insanlar olduğumuzu söyleme eğiliminde.
											Aileme bile bakıyorum.
											İki dedem de girişimciydi. Babam girişimciydi.
											Erkek ve kız kardeşim ve ben, üçümüz de kendi şirketlerimizi kurduk.
											Üçümüz de uygun olduğumuz tek yer burası
											olduğu için bu şirketleri kurmaya karar verdik.
											Normal işlere uygun değildik. Başkası için çalışamazdık;
											çünkü çok inatçıydık ve hepimizde de diğer tüm bu özellikler vardı.
									","
											Qui crée donc ces entreprises? Ce sont ces quelques inconnus.
											Même dans la litterature populaire, le seul livre que j'ai jamais trouvé -
											et ce devrait être sur toutes vos listes de livres à lire -
											le seul livre que j'ai jamais trouvé
											qui fait de l'entrepreneur le héros est ""La révolte d'Atlas.""
											Tout le reste dans le monde a tendance à regarder les entrepreneurs
											et à dire que nous sommes de mauvaises personnes.
											Je regarde encore ma famille.
											Mes deux grand-pères étaient entrepreneurs. Mon père était entrepreneur.
											Mon frère, ma soeur et moi, tous les 3, possédons aussi des entreprises.
											Et nous avons tous décidé de nous lancer
											parce que c'est vraiment le seul rôle qui nous va.
											On ne s'intégrait pas dans les boulots normaux. On n'arrivait pas à travailler pour quelqu'un d'autre
											parce que nous sommes trop têtus et nous avons tous ces autres traits de caractères.
									","
											Aber wer gründet solche Unternehmen? Es sind diese zufällig wenigen Leute.
											Sogar in der populären Literatur war das einzige Buch, das ich fand -
											und es sollte bei jedem von Ihnen auf der Leseliste stehen -
											das einzige Buch, das ich fand,
											das Unternehmer zu Helden erklärt ist ""Atlas Shrugged"".
											Alles andere in dieser Welt tendiert dazu, Unternehmer
											als schlechte Menschen anzusehen.
											Schauen Sie auf meine Familie.
											Beide Großväter von mir waren Unternehmer. Mein Vater war Unternehmer.
											Meine beiden Brüder, meine Schwester und ich, wir alle drei haben ebenfalls unsere eigenen Unternehmen.
											Und wir alle entschieden uns dafür,
											weil es das einzige war, dass zu uns passte.
											Wir passten nicht in die normale Arbeitswelt. Wir konnten nicht für andere arbeiten,
											weil wir zu stur sind und wir all diese anderen Eigenschaften haben.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											As crianças também
podem ser empreendedoras.
											Faço parte de duas organizações,
											a ""Entrepreneurs' Organization""
e a ""Young Presidents' Organization.""
											Estive em Barcelona onde fiz uma palestra
na conferência mundial YPO,
											e toda a gente que ali conheci
— que é empreendedora —
											lutou com a escola.
											Tenho 18 ou 19 sintomas diagnosticados
do Distúrbio do Défice de Atenção.
											Por isso, esta coisa aqui
está a dar comigo em doido.
											(Risos)
											Talvez por isso sinto-me
ligeiramente em pânico
											— para além de toda a cafeína
que tomei e o açúcar —
											mas isto é assustador
para um empreendedor.
											Distúrbio do Défice de Atenção,
Transtorno Bipolar.
											Sabiam que o Transtorno Bipolar
tem a alcunha de ""doença do CEO""?
											Ted Turner tem-na.
Steve Jobs tem-na.
											Os três fundadores do Netscape tiveram-na.
											Eu podia continuar horas.
											Podemos ver estes sintomas nas crianças.
											Damos-lhes Ritalina e dizemos-lhes:
											""Não sejas do tipo empreendedor.
											""Encaixa-te neste outro sistema
e tenta ser um bom estudante.""
											Os empreendedores não são estudantes.
											Andam a alta velocidade.
Percebem o jogo.
											Eu plagiei trabalhos. Copiei nos exames.
											Contratei jovens para fazerem 13 trabalhos
de contabilidade na Universidade
											Um empreendedor não faz a contabilidade,
contrata contabilistas.
											Só que eu percebi isso mais cedo.
									","
											Pero los niños también pueden ser emprendedores.
											Soy una gran parte de un par de organizaciones a nivel mundial
											llamadas Organización de Empresarios y Organización de Jóvenes Presidentes (OJP).
											Recién regresé de hablar en Barcelona
											en la conferencia mundial de OJP
											y todo el mundo que conocí allá
											todos los emprendedores
											lucharon con la escuela.
											Me diagnosticaron 18 de 19 signos de trastorno por déficit de atención.
											Así que esta cosa de aquí me está volviendo loco.
											(Risas)
											Probablemente sea por eso que estoy un poco en pánico en este momento,
											aparte de toda la cafeína que he tomado y el azúcar,
											pero esto es algo realmente escalofriante para un emprendedor.
											Trastorno por déficit de atención, trastorno bipolar.
											¿Saben que ese trastorno bipolar es apodado ""enfermedad del CEO""?
											Ted Turner lo tiene. Steve Jobs lo tiene.
											Los tres fundadores de Netscape lo tienen.
											Podría seguir y seguir.
											Los niños... pueden ver estos signos en los niños.
											Y lo que estamos haciendo es darles Ritalin y decirles:
											""No seas del tipo emprendedor.
											Encaja en este otro sistema e intenta ser un estudiante"".
											Lo siento, los emprendedores no son estudiantes.
											Vamos por la vía rápida. Entendemos el juego.
											Robé ensayos. Hice trampa en los exámenes.
											Contraté niños para que hagan mis tareas de contabilidad en la Universidad
											en 13 asignaturas consecutivas.
											Pero como emprendedor uno no hace contabilidad, contrata contadores.
											Así que entedí eso desde un principio.
									","
											Ancak çocuklar da girişimci olabilir.
											Küresel olarak Girişimciler Örgütü ve
											Genç Başkanlar Örgütü adlı iki örgütün önemli bir parçasıyım.
											Barselona’da bir konuşma yaptığım
											Genç Başkanlar Örgütü’nün
											küresel konferansından yeni geldim;
											orada karşılaştığım ve girişimci olan
											herkes okulla boğuşmuştu.
											Bende dikkat eksikliği bozukluğunun 19 işaretinden 18’i var.
											Bu olay beni burada bile feci korkutuyor.
											(Gülüşmeler)
											Muhtemelen şu anda biraz panik olmamın
											sebeplerinden biri de bu – tabii aldığım bütün o kafeinin ve şekerin dışında
											– ama bu bir girişimci için gerçekten ürkütücü.
											Dikkat eksikliği bozukluğu, bipolar bozukluk.
											Bipolar bozukluğun bir diğer adının da CEO hastalığı olduğunu biliyor muydunuz?
											Ted Turner'da var. Steve Jobs’da var.
											Netscape’in üç kurucusunda da var.
											Daha böyle devam edebilirim.
											Çocuklar – bu işaretleri çocuklarda da görebilirsiniz.
											Ne yapıyoruz peki? Onlara Ritalin verip
											“Girişimci olma.
											Diğer sisteme uyum sağla ve öğrenci olmaya çalış” diyoruz.
											Üzgünüm, girişimciler öğrenci değildir.
											Biz hızlı hareket ederiz. Oyunu çözeriz.
											Denemeler çaldım. Sınavlarda kopya çektim.
											Üniversitede arka arkaya 13 muhasebe ödevini
											yapmaları için başka çocuklar tuttum.
											Ama girişimci olarak muhasebeyle uğraşmazsın, muhasebeci tutarsın.
											İşte ben bunu daha erken keşfettim.
									","
											Mais les jeunes pourraient tout autant être entrepreneurs.
											J'ai un grand rôle dans deux associations, mondialement
											appelées l'Association des Entrepreneurs et l'Association des Jeunes Présidents.
											Je reviens juste d'une conférence donnée à Barcelone
											au congrès mondial de l'Association des Jeunes Présidents
											et tous ceux que j'ai rencontré là-bas,
											qui sont entrepreneurs,
											avaient du mal à l'école.
											On m'a diagnostiqué 18 des 19 symptômes de l'hyperactivité.
											Donc ce truc-là me fait flipper.
											(Rires)
											Ca explique sans doute pourquoi je panique un peu maintenant -
											mis à part toute la caféine que j'ai prise et le sucre -
											mais ça fout vraiment les jetons pour un entrepreneur.
											Hyperactivité, trouble bipolaire.
											Savez-vous que les troubles bipolaires sont surnommés la maladie du PDG?
											Ted Turner l'a. Steve Jobs l'a.
											Les 3 fondateurs de Netscape l'avaient.
											Je pourrais continuer ainsi longtemps.
											Les enfants - vous pouvez observer ces symptômes chez les enfants.
											Et ce qu'on fait c'est qu'on leur donne de la Ritaline et on leur dit,
											""N'ayez pas l'esprit d'entreprise.
											Rentrez dans cet autre système et essayez de devenir étudiants""
											Désolé, les entrepreneurs ne sont pas des étudiants.
											On apprend en accéléré. On comprend le jeu dans son ensemble.
											J'ai volé des dissertations. J'ai triché aux examens.
											J'ai payé des jeunes pour faire mes devoirs de comptabilité à l'université
											pour 13 devoirs consécutifs.
											Mais en tant qu'entrepreneurs, on ne fait pas de comptabilité, on engage des comptables.
											J'avais donc juste réalisé ça avant.
									","
											Aber auch Kinder können Unternehmer sein.
											Ich bin Teil eines globalen Organisations-Paars,
											genannt Organisation der Unternehmen und Organisation Junger Präsidenten.
											Ich komme gerade von einem Vortrag aus Barcelona
											am YPO, einer globalen Konferenz,
											und jeden Unternehmer,
											den ich dort traf,
											ist in der Schule gescheitert.
											Bei mir wurden 18 von 19 Anzeichen eines Aufmerksamkeits-Defizit-Syndroms diagnostiziert.
											Darum lässt mich diese Sache hier ausflippen.
											(Gelächter)
											Darum bin ich augenblicklich etwas in Panik -
											anders als bei all dem Koffein und Zucker, den ich hatte -
											aber dies ist für einen Unternehmer wirklich unheimlich.
											Aufmerksamkeits-Defizit-Syndrom, bipolare Störung.
											Wissen Sie, dass bipolare Störung auch als die CEO-Krankheit bezeichnet wird?
											Ted Turner hat sie. Steve Jobs hat sie.
											Alle drei Gründer von Netscape hatten sie.
											Ich könnte noch weitere aufzählen.
											Kinder - Man kann diese Anzeichen bei Kindern bemerken.
											Wir gegen ihnen dann Ritalin und sagen;
											""Sei nicht so ein unternehmerischer Typ.
											Füge dich in dieses andere System ein und versuche ein Schüler zu werden.""
											Entschuldigung, Unternehmer sind keine Studenten.
											Wir sind auf der Überholspur. Wir begreifen das Spiel.
											Ich habe Essays gestohlen. Ich habe in Prüfungen betrogen.
											Ich stellte Kinder ein, um meine Buchführungsaufgaben für die Universität zu erledigen
											für 13 aufeinanderfolgende Aufgaben.
											Aber als ein Unternehmer macht man keine Buchhaltung, man stellt Buchhalter ein.
											Das begriff ich sehr früh.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Gelächter)
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Applaus)
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											Mas confesso que copiei na universidade.
a maioria não o fará.
											Sou citado — fui eu que disse à pessoa
que escreveu o compêndio —
											no mesmo compêndio universitário,
											em todos os currículos
das universidades do Canadá.
											Na contabilidade de gestão,
estou no capítulo oito.
											Eu abro o capítulo oito
a falar de orçamento.
											Depois da entrevista, eu disse à autora
que copiara nessa cadeira.
											Mas ela achou-o demasiado divertido
para não o incluir.
									","
											Al menos yo puedo admitir que hice trampa en la Universidad; la mayoría de Uds no.
											Además soy citado — y le dije a la persona que escribió el libro —
											ahora soy citado en ese mismo texto universitario
											en cada universidad e instituto de educación superior canadiense.
											En contabilidad de gestión, soy el capítulo ocho.
											Abro el capítulo ocho hablando de elaboración de presupuesto.
											Y le dije a la autora, después que me entrevistaron, que hice trampa en ese mismo curso.
											Y ella pensó que era demasiado gracioso como para no ponerlo de todos modos.
									","
											En azından ben üniversitede kopya çektiğimi itiraf edebiliyorum; çoğunuz etmezsiniz.
											Ayrıca benden alıntı da yapılıyor – ve ders kitabını yazan kişiye de söyledim –
											her kanada üniversitesinde ve çalışmalarda, tam da aynı
											üniversite ders kitabında benden alıntı yapılıyor.
											İşletme muhasebesinde, sekizinci bölümdeyim.
											Sekizinci bölümün başında bütçelemeden bahsediyorum.
											Yazara, benle röportaj yaptıktan sonra, aynı derste kopya çektiğimi söyledim.
											Bunu oraya dahil edemeyecek kadar komik buldu.
									","
											Au moins, je peux admettre que j'ai triché à l'université; la plupart d'entre vous ne le feront pas.
											Je suis également cité - et je l'ai dit à la personne qui a écrit le manuel -
											Je suis maintenant cité dans ce même manuel d'université
											dans tous les enseignements supérieurs et universitaires canadiens.
											En comptabilité analytique, je suis chapitre huit.
											J'ouvre le chapitre 8 en parlant des prévisions budgétaires.
											Et j'ai dit à l'auteur, après l'entretien, que j'avais triché pour ce cours précis.
											Elle a trouvé que c'était trop drôle pour ne pas l'inclure de toute façon.
									","
											Ich gebe wenigstens zu, dass ich die Universität betrogen habe, die meisten tun das nicht.
											Ich werde auch zitiert - denn ich erzählte es der Person, die das Buch schrieb -
											Ich werde nun in diesem Universitätsbuch zitiert
											an jeder Kanadischen Universität und Collegestudie.
											In Rechnungswesen, ich bin im Kapitel acht.
											Ich eröffne das Kapitel acht und rede über Budgetierung.
											Nach dem Interview erzählte ich dem Autor, dass ich in genau diesem Kurs betrogen habe.
											Sie dachte, es sei zu lustig um es wegzulassen.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											Conseguem-se ver
estes sintomas nas crianças.
											A definição de um empreendedor é
""uma pessoa que organiza, atua
											""e assume o risco
de uma aventura empresarial.""
											Não significa que se tenha de ter um MBA.
											Não significa ter tido êxito na escola.
											Significa que temos de sentir
como certas algumas coisas.
											Pergunta-se se é da criação
ou da natureza.
											É a coisa um ou a coisa dois? O que é?
											Penso que não é nem uma nem outra.
Penso que podem ser ambas.
											Eu fui criado como um empreendedor.
									","
											Pero los niños, pueden ver esas señales en ellos.
											La definición de emprendedor es ""una persona que organiza, opera,
											y asume el riesgo de una empresa comercial"".
											Eso no significa que uno tiene que hacer un MBA.
											Eso no significa que uno tiene que pasar por la escuela.
											Sólo significa que esas pocas cosas tienen que sentirse bien desde adentro.
											Y hemos oído de si estas cosas nacen o se hacen, correcto.
											¿Es la primera o la segunda? ¿Cuál es?
											Bueno, no creo que sea una o la otra. Pienso que pueden ser ambas.
											Me prepararon como emprendedor.
									","
											Ama bu işaretleri çocuklarda da görebilirsiniz.
											Girişimcinin tanımı “bir ticari girişimi örgütleyen,
											işleten ve ilgili riskleri öngören kişi""dir.
											Bu bir MBA programına gitmek zorunda olduğunuz anlamına gelmez.
											Okulu bitirmek zorunda olduğunuz anlamına gelmez.
											Ta yüreğinde bu birkaç şeyin doğru olduğunu hissetmen gerekir.
											Ayrıca şu doğa mı, çevre mi meselesini de hepimiz duymuşuzdur, değil mi?
											Birincisi mi, ikincisi mi?
											Bence ikisi de değil. Bence ikisi de olabilir.
											Ben bir girişimci olarak eğitildim.
									","
											Mais vous pouvez voir tous ces signes chez les enfants.
											La définition d'un entrepreneur est "" une personne qui organise, fait fonctionner
											et assume les risques d'une entreprise""
											Ca ne veut pas dire que vous devez faire un MBA.
											Ca ne veut pas dire que vous devez terminer l'école.
											Ça signifie seulement que ces quelques trucs doivent vous sembler justes instinctivement.
											Et on a entendu parler de ces choses, l'inné, l'acquis, n'est-ce pas.
											Est-ce l'un ou l'autre? Qu'est ce que c'est?
											Bien, je ne pense pas que cela soit l'un ou l'autre. Je pense que cela peut être les deux.
											On m'a préparé pour être entrepreneur.
									","
											Aber bei Kindern kann man die Zeichen erkennen.
											Die Definition eines Unternehmers lautet ""eine Person, die organisiert, etwas bewirkt
											und das Risiko des Unternehmens trägt.""
											Das heißt nicht, dass man ein MBA-Programm besuchen muss.
											Es heißt nicht, dass man zur Schule beenden muss.
											Es bedeutet nur, dass man diese wenigen Fähigkeiten in sich spüren muss.
											Und wir hören immer dieses 'ist es anerzogen oder angeboren'?
											Ist es das eine oder das andere? Was ist es?
											Ich denke nicht, dass es nur eines ist. Ich denke es ist beides.
											Ich wurde zu einem Unternehmer erzogen.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											Quando era miúdo, enquanto criança,
não tive escolha,
											porque fui ensinado desde muito novo,
											quando o meu pai percebeu
que eu não me enquadrava
											no que a escola me ensinava
											que ele me podia ensinar a perceber
de negócios desde pequenino.
											Ele educou-nos, aos três,
a odiar a ideia de ter um emprego
											e a adorar criar empresas
para podermos empregar outras pessoas.
									","
											Cuando estaba creciendo de niño, no tuve alternativa,
											porque me enseñaron a muy temprana y corta edad,
											cuando mi papá se dio cuenta que no iba a encajar
											con nada de lo que me iban a enseñar en la escuela,
											que podía enseñarme a entender los negocios a muy temprana edad.
											Nos preparó, a los tres,
											a odiar la idea de tener un trabajo
											y a amar el hecho de crear compañías en las que pudiésemos emplear a otras personas.
									","
											Küçük bir çocuk olarak büyürken, seçeneğim yoktu;
											çünkü çok ama çok erken bir yaşta –
											babam bana okulda öğretilen
											diğer hiçbir şeye uygun olmadığımı fark ettiğinde –
											erken yaşta ticareti çözmemi öğretebileceğini gördü.
											Bize, üçümüze bir işte çalışma fikrinden
											nefret etmeyi ve başka insanları
											çalıştırabileceğimiz şirketler kurma gerçeğini sevmeyi öğretti.
									","
											Quand je grandissais, petit enfant, je n'avais pas le choix,
											parce qu'on m'a appris très tôt -
											quand mon père a réalisé que je n'allais pas rentrer dans le moule
											en plus de tout ce qu'on m'enseignait à l'école -
											qu'il pouvait m'apprendre à me débrouiller en affaires très tôt.
											Il nous a préparés, tous les trois,
											à détester l'idée d'avoir un boulot
											et à adorer le fait de créer des entreprises qui pourraient employer d'autres gens.
									","
											Als ich aufwuchs hatte ich als junges Kind keine Wahl,
											weil ich bereits in frühen Jahren darin unterrichtet wurde,
											als mein Vater feststellte, dass mir nicht alles,
											was in der Schule gelehrt wurde, passte,
											dass er mir aber beibringen konnte, dass Geschäft von früh auf zu begreifen.
											Er erzog uns, uns drei, dazu,
											den Gedanken zu hassen, einen Job zu haben
											und die Vorstellung zu lieben, ein Unternehmen zu gründen, damit andere Arbeit haben.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											O meu primeiro empreendimento comercial,
— tinha eu sete anos —
											estava no meu quarto
com uma longa extensão telefónico
											a telefonar para todas
as lojas de limpeza a seco
											para saber quanto é que essas lojas
me pagariam por cabides.
											A minha mãe entrou no quarto e disse:
											""Onde é que vais arranjar cabides
para vender à lojas de limpeza a seco?""
											E eu: ""Vamos ver na cave.""
											Descemos à cave. E eu abri um armário.
											Havia lá cerca de mil cabides
que eu tinha andado a recolher.
											Porque, quando eu lhe dizia
que ia brincar lá para fora,
											eu andava era de porta em porta
a recolher cabides
											para os guardar na cave para os vender.
											Eu tinha visto umas semanas antes
que podia ser pago.
											Costumavam pagar dois cêntimos por cabide.
											E eu pensei:
""Há todos os tipos de cabides.
											""Basta ir buscá-los"".
											Ela não me deixaria ir buscá-los,
mas fui na mesma.
											Aprendi que podemos negociar
com as pessoas.
											Uma pessoa ofereceu-me três centavos
mas consegui três e meio.
											Eu até sabia, aos sete anos de idade,
											que conseguiria uma percentagem
mínima de um cêntimo,
											e que as pessoas a pagariam
porque esta se multiplicaria.
											Aos sete anos percebi isso.
Consegui 3,5 centavos por mil cabides.
									","
											Mi primera pequeña empresa comercial. Tenía 7 años, estaba en Winnipeg,
											y yo estaba en mi habitación con uno de esos largos cables.
											Estaba llamando a todas las tintorerías de Winnipeg
											para averiguar cuánto pagarían las tintorerías
											por las perchas.
											Y mi mamá entró en la habitación y dijo:
											¿De dónde vas a sacar las perchas que vas a vender a la tintorería?
											Y le dije: ""Vamos a ver en el sótano"".
											y bajamos al sótano. Y abrí este armario.
											Y había unas mil perchas que había recolectado.
											Porque, cuando le decía que salía a jugar con los niños
											iba puerta por puerta en el vecindario juntando perchas
											para dejar en el sótano para venderlas.
											Porque yo había visto unas semanas antes que
											a uno le pagaban. Solían pagar dos centavos por percha.
											Así que era como, bueno hay todo tipo de perchas.
											Y así que voy a ir a por ellas.
											Y yo sabía que ella no querría que vaya a buscarlas, así que lo hice de todos modos.
											Y aprendí que se podía negociar con la gente.
											Esta persona me ofreció 3 centavos y logré que lo suba a 3,5 centavos.
											Sabía incluso a los 7 años
											que podía obtener una fracción porcentual de centavo
											y la gente lo pagaría porque se multiplica.
											A los 7 años lo entendí. Conseguí 3,5 centavos por mil perchas.
									","
											İlk küçük ticari girişimim, yedi yaşındaydım, Winnipeg’deydim ve
											şu uzun uzatma kablolarından biriyle yatağımda uzanıyordum.
											Winnipeg’deki bütün kuru temizleyicileri arayıp
											elbise askıları için bana ne kadar para ödeyeceklerini
											öğrenmeye çalışıyordum.
											Annem odaya girdi ve “Kuru temizleyicilere satacak
											elbise askılarını nereden bulacaksın?” dedi.
											Ben de “Bodruma gidip bakalım” dedim.
											Aşağıya, bodruma indik. Dolabı açtım.
											Topladığım yaklaşık bin kadar elbise askısı orada duruyordu.
											Çünkü anneme dışarı çıkıp çocuklarla oynayacağımı söylediğimde,
											mahallede kapı kapı dolaşıp elbise askıları topluyor ve
											satmak üzere depoya koyuyordum.
											Çünkü onu birkaç hafta önce görmüştüm –
											karşılığında para alabiliyordun. Askı başına iki sent ödüyorlardı.
											İşte ben böyleydim, her türlü elbise askısı vardı.
											Ben de gidip askıları topladım.
											Askı toplamamı istemeyeceğini biliyordum, ama yine de yaptım.
											Ayrıca insanlarla pazarlık edebileceğini de öğrendim.
											Biri bana üç sent teklif etti ve ben de onu üç buçuk sente bağladım.
											Yedi yaşında aslında bir sentin
											çok küçük bir yüzdesini alabileceğimi
											ve insanların bunu ödeyebileceğini; çünkü toplanarak çoğaldığını bile biliyordum.
											Yedi yaşında bunu çözmüştüm. Bin elbise askısı için üç buçuk sent aldım.
									","
											Ma première petite entreprise, j'avais sept ans, j'étais à Winnipeg,
											et j'étais allongé dans ma chambre avec une de ces grandes rallonges de téléphone.
											Et j'appelais tous les pressings de Winnipeg
											pour trouver combien tous ces pressings
											me paieraient pour des cintres.
											Et ma mère est arrivée dans la chambre et a dit,
											""Où vas-tu trouver tous ces cintres à vendre aux pressings?""
											Et je lui ai dit, ""Allons voir au sous-sol.""
											Et nous sommes descendus au sous-sol. Et j'ai ouvert ce placard.
											Et il y avait à peu près un millier de cintres que j'avais récupérés.
											Parce que quand je lui disais que je sortais jouer avec les enfants,
											je faisais du porte à porte dans le voisinage pour récupérer des cintres
											à mettre dans le sous-sol pour les vendre.
											Parce que je l'avais vue quelques semaines avant ça -
											on pouvait être payé. Ils vous payaient en ce temps deux cents par cintre.
											Donc je me disais, bon il y a plein de sortes de cintres.
											Et donc je vais juste aller les chercher.
											Et je savais qu'elle ne voudrait pas que j'aille les chercher, alors je l'ai fait quand même.
											Et j'ai appris qu'on pouvait en fait négocier avec les gens.
											Cette personne-là m'avait offert trois cents et je l'ai fait augmenter à trois cents et demi.
											Je savais même à l'âge de 7 ans
											que je pouvais en fait obtenir un pourcentage minuscule d'un cent,
											et que les gens paieraient parce que ca se multipliait.
											A sept ans, j'avais compris ça. J'ai obtenu trois cents et demi pour un millier de cintres.
									","
											Mein erstes kleines Unternehmen, ich war sieben Jahre alt, war in Winnipeg,
											ich lag in meinem Zimmer mit einem der langen Verlängerungsschnüre.
											Und ich rief alle chemischen Reinigungen in Winnipeg an,
											um herauszufinden, was sie mir
											für Kleiderbügel bezahlen würden.
											Meine Mutter kam ins Zimmer und sagte:
											""Woher bekommst du die Kleiderbügel, die du den Reinigungen anbietest?""
											Und ich sagte: ""Komm mal mit in den Keller.""
											Und wir gingen in den Keller und ich öffnete einen Schrank.
											Darin befanden sich tausend Kleiderbügel, die ich gesammelt hatte.
											Immer wenn ich ihr erzählt hatte, ich würde draußen mit den Kindern spielen,
											bin ich in der Nachbarschaft von Tür zu Tür gegangen und habe Kleiderbügel gesammelt,
											um sie im Keller zum Verkauf zu sammeln.
											Ich sah nämlich einige Wochen davor -
											man bekommt Geld dafür. In der Regel bezahlte man 2 Cents pro Kleiderbügel.
											So dachte ich mir, es gibt doch jede Menge Kleiderbügel.
											Und so ging ich los und sammelte sie ein.
											Da ich wusste, dass sie es nicht gutheißen würde, tat ich es erst recht.
											So lernte ich mit Leuten zu verhandeln.
											Der eine bot mir 3 Cents und ich drückte ihn hoch auf 3 1/2.
											Als Siebenjähriger wusste ich sogar schon,
											dass ich einen Bruchteil von einem Cent bekommen konnte,
											weil dieser Betrag multipliziert wurde, wenn die Leute bezahlten.
											Mit sieben Jahren fand ich das heraus. Ich bekomme 3 1/2 Cents für jeden der 1000 Kleiderbügel.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
