fr,en,tr,de,es,title,speaker,duration,tags
"
											car il n’y avait pas de place dans la toilette.
									","
											because there was never room in the toilet.
									","
											çünkü tuvalette asla yer olmazdı.
									","
											denn die Toilette war immer besetzt.
									","
											porque nunca había espacio en el inodoro.
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											Mais, oh, son savon!
									","
											But oh, her soap!
									","
											Ama ah, onun o sabunu yok mu!
									","
											Aber oh, ihre Seife!
									","
											Pero, ¡oh, el jabón!
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											Serait-il possible que sa brûlure amère
											m’en ait rendu poète?
									","
											Might its bitter burning have been
											what made me a poet?
									","
											Onun o insanı acı acı yakışı olmasın
											beni şair yapan?
									","
											War es ihr bitteres Brennen,
											das mich zum Dichter machte?
									","
											¿Pudo su ardiente amargura
											haberme transformado en poeta?
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											La rue où elle vivait n’était pas pavée,
									","
											The street she lived on was unpaved,
									","
											Yaşadığı sokak asfaltsız,
									","
											Die Straße, in der sie lebte, war ungepflastert,
									","
											La calle donde vivía no estaba pavimentada,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											sa barraque deux salles étroites et une cuisine fétide
									","
											her flat, two cramped rooms and a fetid kitchen
									","
											beni içinde takip edip yakaladığı evi
									","
											ihre Wohnung, zwei enge Räume und eine übelriechende Küche,
									","
											Su apartamento, dos estrechos cuartos y una fétida cocina
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											où elle me traquait et m’attrapait.
									","
											where she stalked and caught me.
									","
											iki sıkışık oda ve pis kokulu bir mutfak.
									","
											wo sie sich heranschlich und mich schnappte.
									","
											donde me seguía y atrapaba.
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											Oserais-je avouer, après qu’elle l’avait fait,
									","
											Dare I admit that after she did it
									","
											Bunu yaptıktan sonra
									","
											Wage ich es zuzugeben, dass ich sie danach
									","
											¿Me atrevería a admitir que después de que lo hiciera
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											que je ne l’ai plus jamais aimée?
									","
											I never really loved her again?
									","
											onu bir daha asla sevmediğimi söylemeye cüret etsem mi?
									","
											nie wieder wirklich liebte?
									","
											jamás volví a quererla?
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											Elle a atteint la centaine,
									","
											She lived to a hundred,
									","
											Yüz yaşına kadar yaşadı,
									","
											Sie wurde fast hundert,
									","
											Ella vivió hasta los cien,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											même à cette époque. Tout le temps c’était la tristesse, la misère,
									","
											even then. All along it was the sadness, the squalor,
									","
											buna rağmen. Tüm bu yıllar hep üzüntü ve sefalet içinde,
									","
											und selbst dann. Immer war da die Traurigkeit, das Elend,
									","
											incluso entonces. Siempre la tristeza, la miseria,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											mais je ne l’ai plus jamais, jusqu’à maintenant,
									","
											but I never, until now
									","
											ama ben asla, şu ana dek
									","
											aber bis heute
									","
											pero yo nunca, hasta ahora,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											aimée.
									","
											loved her again.
									","
											onu bir daha sevmedim.
									","
											konnte ich sie nicht mehr lieben.
									","
											volví a quererla.
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											Quand on a publié cela dans une revue
											j'ai reçu une lettre furieuse de mon oncle,
											""Tu as calomnié une grande dame.""
											Il m'a fallu de l'art delicat de la diplomatie.
									","
											When that was published in a magazine
											I got an irate letter from my uncle.
											""You have maligned a great woman.""
											It took some diplomacy.
									","
											Bu şiir bir dergide yayımlandıktan sonra
											amcamdan öfke dolu bir mektup aldım.
											""Harika bir kadına çamur attın."" diyordu.
											İşleri düzeltmek için epey bir diplomasi gerekti.
									","
											Als das in einem Magazin veröffentlicht wurde,
											bekam ich einen zornigen Brief von meinem Onkel.
											""Du hast eine großartige Frau verleumdet.""
											Es bedurfte einiger Diplomatie.
									","
											Cuando esto se publicó en una revista
											recibí una furiosa carta de mi tío.
											""Has difamado a una gran mujer"".
											Hizo falta un poco de diplomacia.
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											Ceci s'appelle ""La Robe.""
											C'est un poème plus long,
									","
											This is called ""The Dress.""
											It's a longer poem.
									","
											Şimdi okuyacağım şiirin adı ""Elbise.""
											Bu daha uzun bir şiir.
									","
											Dieses hier heißt ""Das Kleid.""
											Es ist ein längeres Gedicht.
									","
											Este se llama ""El vestido"".
											Es un poema más largo.
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											À cette époque,
									","
											In those days,
									","
											O günlerde,
									","
											In jenen Tagen,
									","
											En esos días,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											cette époque qui existe seulement pour moi
											comme le souvenir le plus fuyant maintenant,
									","
											those days which exist for me only
											as the most elusive memory now,
									","
											sadece benim için var olan o günlerde
											şimdi bulunması zor bir anı,
									","
											jenen Tagen, die nur für mich existieren
											jetzt als trügerischste Erinnerung,
									","
											esos días que sólo existen para mí
											ahora como la más elusiva de las memorias,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											quand souvent le premier son que tu entendais le matin
											était un orage de chants d’oiseaux,
									","
											when often the first sound you'd hear in the morning
											would be a storm of birdsong,
									","
											sabahları genellikle duyduğun ilk ses
											bir kuş cıvıltısı fırtınası olurdu,
									","
											als das erste Geräusch, das du am Morgen hörtest,
											ein Sturm aus Vogelgesängen war,
									","
											cuando el primer sonido que oías en la mañana
											era el tormentoso cantar de los pájaros,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											puis le doux clopinement des sabots
											du cheval qui tirait le chariot de lait dans la rue,
									","
											then the soft clop of the hooves
											of the horse hauling a milk wagon down your block,
									","
											sonra mahallene süt taşıyan arabanın
											atının yumuşak nal sesleri,
									","
											dann das sanfte Klappern der Hufe
											der Pferde, die den Milchwagen deinen Block runter zogen,
									","
											después, el suave sonido de las pezuñas
											del caballo arrastrando la carreta de leche por el barrio,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											et le dernier son la nuit en toute probabilité
									","
											and the last sound at night as likely as not
									","
											ve gece duyduğun en son ses muhtemelen
									","
											und das letzte Geräusch am Abend war höchstwahrscheinlich
									","
											y el último sonido de la noche, usualmente,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											était ton père qui s’arrêtait dans sa voiture,
									","
											would be your father pulling up in his car,
									","
											geç saate kadar çalışan, hep çalışan
									","
											das deines Vaters, wie er sich in seinem Wagen hochzog,
									","
											sería tu padre aparcando el auto,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											après avoir travaillé tard encore, toujours tard,
									","
											having worked late again, always late,
									","
											babanın arabayı park edip
									","
											nachdem es auf der Arbeit wieder spät geworden war, immer spät,
									","
											después de trabajar hasta tarde, siempre tarde,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											et descendant pesamment au sous-sol, à la chaudière,
									","
											and going heavily down to the cellar, to the furnace,
									","
											odasına çıkıp yatağa devrilmeden önce
									","
											und wie er mit schweren Schritten zum Keller hinunterging, zum Heizkessel,
									","
											y yendo pesado al sótano, a la caldera,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											pour vider les cendres et calfeutrer les courants
											avant de remonter l’escalier et tomber dans le lit;
									","
											to shake out the ashes and damp the draft
											before he came upstairs to fall into bed —
									","
											kilere inip, fırını
											söndürmesi olurdu—
									","
											um die Asche herauszurütteln und den Durchzug zu drosseln,
											bevor er nach oben ging und ins Bett fiel —
									","
											a sacudirse la ceniza y sofocar el frío
											antes de subir las escaleras y caer en la cama...
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											dans ces jours lointains,
									","
											in those long-ago days,
									","
											o çok uzun zaman önceki günlerde,
									","
											in jenen längst vergangenen Tagen,
									","
											en esos días lejanos,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											les femmes, ma mère, les mères de mes amis,
											nos voisins, toutes les femmes que je connaissais,
									","
											women, my mother, my friends' mothers,
											our neighbors, all the women I knew —
									","
											kadınlar, annem, arkadaşlarımın anneleri,
											komşularımız, tanıdığım tüm kadınlar—
									","
											Frauen, meine Mutter, die Mütter meiner Freunde,
											unsere Nachbarn, all die Frauen, die ich kannte —
									","
											las mujeres, mi madre, las amigas de mi madre,
											nuestras vecinas, todas las mujeres que conocía...
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											portaient, souvent presque toute la journée,
											ce qu’on appelait des ""robes de chambre,""
									","
											wore, often much of the day,
											what were called housedresses,
									","
											gün boyunca,
											ev elbisesi denen,
									","
											trugen, meist fast den ganzen Tag,
											das, was man Kittelschürzen nannte,
									","
											llevaban, durante casi todo el día,
											lo que se llamaban ""batas de casa"".
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											bon marché, à motifs, comme de la pulpe,
											apparemment et exprès sans forme,
											des robes légères en coton qu’on portait par dessus de sa chemise nuit,
									","
											cheap, printed, pulpy,
											seemingly purposefully shapeless
											light cotton shifts that you wore over your nightgown
									","
											ucuz basma kumaştan, yumuşak
											sanki bilerek şekilsiz
											hafif pamuklu elbiseleri geceliklerinin üstüne giyerlerdi
									","
											billig, bedruckt, minderwertig,
											anscheinend absichtlich unförmig,
											leichte Lagen aus Baumwolle, die du über deinem Nachhemd trugst
									","
											Baratos, estampados, pulposos,
											sin forma ni propósito aparentes,
											ligeros blusones de algodón llevados sobre el camisón
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											et quand on devait chercher un enfant,
											étendre du linge sur la ligne,
											ou descendre à l’épicerie au coin,
									","
											and, when you had to go look for a child,
											hang wash on the line,
											or run down to the grocery store on the corner,
									","
											ve çocuğunu aramaya çıktığında,
											çamaşırlarını asarken,
											ya da köşedeki bakkala gittiğinde,
									","
											und, wenn du nach einem Kind schauen musstest,
											Wäsche auf die Leine hängen
											oder runter zum Laden an der Ecke rennen,
									","
											y, cuando había que buscar a un niño,
											colgar la ropa en el tendedero,
											o correr al supermercado de la esquina,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											par dessous un manteau,
											l’ourlet tordu de la chemise de nuit,
											toujours plat et jauni,
											pendant dessous.
									","
											under a coat,
											the twisted hem of the nightgown
											always lank and yellowed,
											dangling beneath.
									","
											paltonun altından,
											geceliğin kıvrılmış kenarları
											her zaman cansız ve sararmış
											sarkardı.
									","
											unter einem Mantel,
											wobei der verdrehte Saum des Nachthemds,
											immer dünn und vergilbt
											darunter hervorbaumelte.
									","
											debajo del abrigo,
											el dobladillo torcido del camisón
											siempre lacio y amarillento,
											colgaba debajo.
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											Plus que les bigoudis que plusieurs femmes
											semblaient porter constamment aux cheveux,
											pour préparer quelque grand évènement -
									","
											More than the curlers some of the women
											seemed constantly to have in their hair
											in preparation for some great event —
									","
											Bazı kadınların, bir türlü gerçekleşmeyen
											bir balo gibi önemli bir olaya
											hazırlandıklarını zannettiren
									","
											Mehr als die Lockenwickler, die einige Frauen
											scheinbar ständig in ihrem Haar hatten
											als Vorbereitung auf ein großes Ereignis —
									","
											Más aún que los rulos que algunas mujeres
											parecían tener constantemente en el cabello
											preparándose para un gran evento...
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											un bal, on croyait -
											qui ne s’est pas passé,
									","
											a ball, one would think —
											that never came to pass;
									","
											sürekli kafalarındaki
											bigudilerinden daha çok
									","
											einen Ball, könnte man meinen —
											das doch niemals stattfand;
									","
											un baile, pensaría uno...
											que nunca se celebró;
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											plus que la manière dont les femmes
											ne se maquillaient jamais le visage pendant la journée,
									","
											more than the way most women's faces
											not only were never made up during the day,
									","
											çoğu kadının gün boyunca
											hiç makyaj yapmamaları yetmezmiş gibi
									","
											mehr als die Art, in der die Gesichter der Frauen
											nicht nur tagsüber niemals geschminkt waren,
									","
											más que la forma en que los rostros de casi todas
											no sólo estaban sin maquillar durante el día,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											mais il semblait frotté, blanchi,
											et, les sourcils épilés, effrayant comme une masque;
									","
											but seemed scraped, bleached,
											and, with their plucked eyebrows, scarily masklike;
									","
											yüzlerinin kazınmış, ağarmış ve
											alınmış kaşlarıyla korkutucu derecede maskeye benzemesinden daha çok;
									","
											und doch zerkratzt, gebleicht und
											mit ihren gezupften Augenbrauen erschreckend maskenhaft zu sein schienen;
									","
											sino que parecían deshechos, decolorados,
											y, con sus cejas depiladas, aterradoras máscaras,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											plus que tout cela c’était ces robes
											qui rendaient les femmes tellement inconnaissables et intimidantes,
									","
											more than all that it was those dresses
											that made women so unknowable and forbidding,
									","
											kadınları tanınmaz ve yasak,
											erkeklerin erişiminin olmadığı, erkek çocuklarının ise
									","
											mehr als all das waren es diese Kleider,
											die die Frauen so unkenntlich und abstoßend machten,
									","
											eran sobre todo esos vestidos
											los que hacían a las mujeres irreconocibles y prohibidas,
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											des adeptes d’énigmes sans accès aux hommes,
											et sans conception aux garçons.
									","
											adepts of enigmas to which men could have no access,
											and boys no conception.
									","
											anlayamadığı bilinmez ve yasak gizem ustalarına
											dönüştüren o elbiselerdi herşeyden daha da çok.
									","
											Eingeweihte des Mysteriums, zu dem Männer keinen Zugang hatten,
											und das Jungen nicht begriffen.
									","
											adeptas de enigmas a los que los hombres jamás tendrían acceso,
											y los niños no tendrían noción.
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
											Il ne serait que plus tard quand je comprendrais que ces robes étaient aussi
											une proclamation:
									","
											Only later would I see the dresses also
											as a proclamation:
									","
											Daha sonraları anladım o elbiselerin
											birşeyleri ilan ettiğini:
									","
											Doch später sollte ich die Kleider auch
											als Verkündigung sehen:
									","
											Sólo después vería a estos vestidos
											también como una proclamación:
									",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
"
","
","
","
","
",Poetry of youth and age,C.K. Williams,23:17,"culture,entertainment,literature,poetry,society,storytelling,writing"
