es,pt,en,fr,de,tr,title,speaker,duration,tags
"
","
","
","
","
","
",The future of lying,Jeff Hancock,18:31,"TEDx,communication,technology"
"
											Pero desde 1995, 96, la manera 
en que nos comunicamos
											se ha transformado totalmente. Utilizamos 
correo electrónico, mensajes de texto,
											Skype, Facebook. Es una locura.
											Casi todos los aspectos de la 
comunicación humana han cambiado,
											y por supuesto hay 
un impacto sobre el engaño.
											Quiero hablarles algo sobre
nuevos tipos de engaño
											que hemos seguido y documentado.
											Los denominamos: ""el mayordomo"", 
""el títere de media""
											y ""el ejército chino de agua"".
											Suenan parecido a libros raros,
											pero en realidad son 
nuevos tipos de mentiras.
									","
											Mas mesmo desde 1995, '96, a 
forma como comunicamos
											foi completamente transformada. Enviamos 
""emails"", mensagens de texto,
											usamos o skype, o Facebook. É uma loucura.
											Quase todos os aspetos da comunicação 
humana mudaram,
											e é claro que isso teve um impacto no engano.
											Deixem-me falar-vos um pouco sobre um 
par de novas mentiras
											que temos acompanhado e documentado.
											São chamadas o Mordomo, o Fantoche de Meias
											e o Exército Chinês Aquático.
											Soa um pouco como um livro estranho,
											mas na verdade são todos os novos tipos de mentiras.
									","
											But even since just 1995, '96, the way we communicate
											has been completely transformed. We email, we text,
											we skype, we Facebook. It's insane.
											Almost every aspect of human communication's been changed,
											and of course that's had an impact on deception.
											Let me tell you a little bit about a couple of new deceptions
											we've been tracking and documenting.
											They're called the Butler, the Sock Puppet
											and the Chinese Water Army.
											It sounds a little bit like a weird book,
											but actually they're all new types of lies.
									","
											Mais depuis 1995, 96, 
la façon dont nous communiquons
											a été complètement transformée. 
On envoie des emails, des textos,
											on utilise Skype, Facebook. C'est dingue.
											Presque tous les aspects de la communication 
humaine ont changé,
											et bien sûr tout ça a un impact sur le mensonge.
											Laissez-moi vous parler un peu 
des nouveaux types de mensonge
											qu'on a récemment repérés et documentés.
											Ils s'appellent le majordome, 
la marionnette chaussette
											et l'internaute fantôme chinois.
											On dirait un roman un peu bizarre
											mais en fait ce sont tous
des nouveaux types de mensonges.
									","
											Aber schon seit 1995,
1996 hat sich die Art,
											wie wir kommunizieren, total verändert.
Wir schreiben E-Mails, SMS,
											wir skypen, wir nutzen Facebook.
Es ist Wahnsinn.
											Fast jeder Aspekt der menschlichen
Kommunikation hat sich verändert,
											und das hat natürlich auch
Täuschungen beeinflusst.
											Lassen Sie mich Ihnen etwas über
einige neue Täuschungen erzählen,
											die wir verfolgt und
dokumentiert haben.
											Wir nennen sie den Butler,
die Sockenpuppe
											und die chinesische
Wasserarmee.
											Es klingt ein bisschen
wie ein eigenartiges Buch,
											aber es handelt sich tatsächlich
um neue Arten von Lügen.
									","
											1995, 96'lardan beri iletişim şeklimiz
											tamamen farklı bir hâl aldı.
											E-postalaşıyor, mesajlaşıyor,
Skype-Facebook kullanıyoruz, çok acayip.
											İnsan iletişimi neredeyse
her yönden değişikliğe uğradı
											ve elbette bu durum,
sahtekârlık üzerinde etkili oldu.
											Takip ettiğimiz ve belgelediğimiz
yeni sahtekârlık türlerinden bazılarından
											sizlere kısaca bahsedeyim.
											Bazılarının isimleri Kâhya, Çorap Kuklası
											ve Çin Su Ordusu olarak geçiyor.
											Kulağa garip bir kitap ismi gibi gelse de,
											hepsi aslında yeni yalan çeşitleri.
									",The future of lying,Jeff Hancock,18:31,"TEDx,communication,technology"
"
","
","
","
","
","
",The future of lying,Jeff Hancock,18:31,"TEDx,communication,technology"
"
											Vamos a empezar con ""el mayordomo"". 
Aquí tenemos un ejemplo:
											""Estoy en camino"". ¿Alguna vez 
han escrito, ""Estoy en camino""?
											Entonces, también 
han mentido. (Risas)
											Nunca estamos en camino. 
Estamos pensando en tomar el camino.
											Aquí hay otro: 
""Lamento no haberle respondido antes"".
											""Mi batería estaba descargada"". 
La batería no estaba descargada.
											No estaban en una zona sin cobertura.
											Simplemente no querían contestarle 
a esa persona en aquel momento.
											Esta es la última: 
están hablando con alguien,
											y dicen: ""Lo siento, 
tengo trabajo, me tengo que ir"".
											Pero en realidad, están aburridos. 
Quieren hablar con otra persona.
											Cada uno de estos casos trata de una relación,
											y este es un mundo conectado las 24 horas. 
Ni bien consigues mi número de teléfono celular,
											literalmente puedes estar en 
contacto conmigo las 24 horas del día.
											La gente utiliza estas mentiras
											para crear un intermediario, 
como lo era el mayordomo,
											entre nosotros y el vínculo con los demás.
											Pero se hace de manera muy especial. 
Se utiliza la ambigüedad
											que proviene del uso 
de tecnología. No sabes
											dónde estoy, lo que hago, 
ni con quién estoy.
											Y el objetivo es proteger las relaciones.
											La gente no quiere ser chocante. 
Lo que estas personas dicen
											es: ""Mira, no quiero hablar contigo ahora"",
											o ""No quise hablarte en ese momento, 
pero todavía me interesas.
											Nuestra relación es todavía importante"".
									","
											Vamos começar com os Mordomos. Aqui está um exemplo de um:
											""A caminho."" Alguém já escreveu, ""a caminho?""
											Então também já mentiu. (Risos)
											Nós nunca estamos a caminho. Estamos 
a pensar em ir a caminho.
											Aqui está outra: ""Desculpe não ter 
respondido mais cedo.
											Estava sem bateria."" A vossa bateria não tinha acabado.
											Não estavam numa uma zona sem rede.
											Simplesmente não quiseram responder àquela 
pessoa naquele momento.
											Aqui está a última: Estão a falar com alguém,
											e dizem, ""Desculpe, tenho trabalho, tenho que ir.""
											Mas, na verdade, estão apenas entediados. 
Querem falar com outra pessoa qualquer.
											Cada uma destas é sobre uma relação,
											e este é um mundo ligado 24/7. Assim que obtenham 
o meu número de telemóvel,
											podem literalmente estar em contacto
comigo 24 horas por dia.
											E então estas mentiras estão a ser
usadas por pessoas
											para criar uma reserva, como o Mordomo 
costumava fazer,
											entre nós e as ligações com todas 
as outras pessoas.
											Mas elas são muito especiais. 
Usam a ambiguidade
											que vem do uso da tecnologia. Vocês não sabem
											onde estou ou o que estou a fazer ou com quem estou.
											E elas estão destinadas a proteger as relações.
											Isto não são apenas pessoas a comportar-se 
como idiotas. São pessoas
											que estão a dizer, olha, eu não 
quero falar contigo agora,
											ou não queria falar contigo na altura, mas 
continuo a importar-me contigo.
											A nossa relação continua a ser importante.
									","
											Let's start with the Butlers. Here's an example of one:
											""On my way."" Anybody ever written, ""On my way?""
											Then you've also lied. (Laughter)
											We're never on our way. We're thinking about going on our way.
											Here's another one: ""Sorry I didn't respond to you earlier.
											My battery was dead."" Your battery wasn't dead.
											You weren't in a dead zone.
											You just didn't want to respond to that person that time.
											Here's the last one: You're talking to somebody,
											and you say, ""Sorry, got work, gotta go.""
											But really, you're just bored. You want to talk to somebody else.
											Each of these is about a relationship,
											and this is a 24/7 connected world. Once you get my cell phone number,
											you can literally be in touch with me 24 hours a day.
											And so these lies are being used by people
											to create a buffer, like the butler used to do,
											between us and the connections to everybody else.
											But they're very special. They use ambiguity
											that comes from using technology. You don't know
											where I am or what I'm doing or who I'm with.
											And they're aimed at protecting the relationships.
											These aren't just people being jerks. These are people
											that are saying, look, I don't want to talk to you now,
											or I didn't want to talk to you then, but I still care about you.
											Our relationship is still important.
									","
											Commençons par le majordome. 
En voici un exemple :
											""J'arrive"". Qui a déjà écrit ""j'arrive"" ?
											Donc vous avez menti aussi (Rires)
											On n'est jamais en train d'arriver. 
On pense qu'on devrait y aller.
											Un autre: "" Désolé, je n'ai pas pu répondre plus tôt
											parce que la batterie était déchargée"". 
Elle n'était pas déchargée.
											Vous n'étiez pas dans une zone sans couverture réseau.
											Vous ne vouliez simplement pas répondre 
à cette personne-là à ce moment-là.
											Voici le dernier : vous parlez avec quelqu'un,
											et vous dites, ""Désolé, j'ai du travail, je dois y aller""
											Mais en fait, c'est juste que vous vous ennuyez. 
Vous voulez parler avec quelqu'un d'autre.
											Chacun de ces exemples concerne une relation,
											et on vit dans un monde qui est connecté 24/7. 
Une fois que vous avez mon numéro de portable,
											vous pouvez littéralement être en contact 
avec moi 24 heures par jour.
											Les gens se servent donc de ces mensonges
											pour créer un tampon, 
comme faisait autrefois le majordome,
											entre nous et les liens avec le reste du monde.
											Mais ils sont très particuliers. Ils utilisent l'ambiguïté
											qui découle de l'utilisation de la technologie. 
Vous ne savez pas
											où je suis ou ce que je fais, ni avec qui.
											Et ils sont destinés à protéger les relations.
											Les gens ne veulent pas être désagréables,
											ils disent, ""Ecoutez, 
je ne veux pas vous parler maintenant,
											ou, je ne voulais pas vous parler avant, 
mais je vous aime bien quand même.
											Notre relation est toujours importante.
									","
											Fangen wir mit den Butlern an.
Hier ist ein Beispiel:
											""Auf dem Weg."" Hat irgendjemand
mal ""Auf dem Weg"" geschrieben?
											Dann haben Sie auch
gelogen. (Gelächter)
											Wir sind nie auf dem Weg. Wir denken
darüber nach, uns auf den Weg zu machen.
											Hier ist noch eins: ""Entschuldige,
dass ich nicht eher geantwortet habe.
											Mein Akku war leer.""
Ihr Akku war nicht leer.
											Sie waren nicht in einem Funkloch.
											Sie wollten dieser Person zu jenem
Zeitpunkt einfach nicht antworten.
											Das letzte Beispiel:
Sie sprechen mit jemandem
											und sagen: ""Entschuldigung,
ich habe zu tun, ich muss los.""
											Aber in Wahrheit sind Sie nur gelangweilt.
Sie wollen mit jemand anderem sprechen.
											Jedes dieser Beispiele
handelt von einer Beziehung,
											und das ist eine Welt, die 24 Stunden am Tag
verbunden ist. Wenn Sie meine Handynummer haben,
											können Sie mich wortwörtlich
24 Stunden am Tag erreichen.
											Also werden diese Lügen
von den Leuten benutzt,
											um eine Pufferzone zu schaffen,
so wie früher der Butler,
											zwischen uns und den Verbindungen
zu allen anderen.
											Aber sie sind sehr speziell.
Sie nutzen die Unklarheit,
											die durch die Nutzung
von Technologie entsteht.
											Sie wissen nicht, was ich gerade wo und mit wem mache.
											Und sie sollen Beziehungen schützen.
											Das ist keine Bosheit, es heißt eher:
											Ich möchte zwar
jetzt nicht mit dir sprechen,
											oder wollte es damals nicht,
aber du bist mir trotzdem wichtig.
											Unsere Beziehung ist
immer noch wichtig.
									","
											Kâhya ile başlayalım, bir örnek vereyim:
											""Yoldayım.""
Daha önce bunu yazan var mı?
											O zaman siz de yalan söylediniz.
(Kahkaha)
											Hiç bir zaman yolda olmuyoruz,
yolda olmayı düşünüyoruz sadece.
											Başka bir örnek vereyim:
""Daha önce cevaplayamadığım için üzgünüm.
											Şarjım bitmişti.""
Şarjınız bitmemişti.
											Telefonunuz çekmiyor da değildi.
											Sadece o anda, o kişiye
cevap vermek istemediniz.
											Son bir örnek vereyim;
birisi ile konuşuyorsunuz
											ve ""Afedersin işim var,
gitmem lâzım,"" diyorsunuz.
											Ama aslında sıkıldınız,
başka birisiyle konuşmak istiyorsunuz.
											Bunların her biri ilişkilerle alakalı
											ve artık 7/24 ulaşılabilir bir dünyada
yaşıyoruz, telefon numaramı bir kez
											aldığınız takdirde, günün her saatinde
bana ulaşabiliyorsunuz.
											İnsanlar tarafından kullanılan
											bu tür yalanlarsa siz ve diğerleri
arasında tampon görevi görüyor,
											kâhyaların bir dönemler yaptığı gibi.
											Ama bunlar çok özeller.
											Teknolojiyi kullanarak nerede,
											kiminle olunduğu veya ne yapıldığı
konusunda belirsizlik yaratıyor.
											Ve bu yalanlar, ilişkileri
korumayı hedefliyor.
											İnsanlar bunları kullanarak
hıyarlık etmiş olmuyorlar.
											İnsanlar bu noktada şunu belirtiyorlar;
											seninle şu veya bu zamanda konuşmak
istemiyorum, ama seni hâlâ önemsiyorum.
											İlişkimiz hâlâ önemli.
									",The future of lying,Jeff Hancock,18:31,"TEDx,communication,technology"
"
","
","
","
","
","
",The future of lying,Jeff Hancock,18:31,"TEDx,communication,technology"
"
											Ahora, el ""títere de media"", por el contrario,
											es un animal totalmente diferente. 
El ""títere de media"" no apunta
											a la ambigüedad, por sí mismo. 
Se refiere a la identidad.
											Permítanme darles un ejemplo muy reciente,
											tanto, como de la semana pasada.
											Tenemos a R.J. Ellory, un autor 
""best seller"" en Gran Bretaña.
											Aquí está uno de sus libros más vendidos.
											Y aquí hay comentarios 
en línea, en Amazon.
											Mi favorito, el de Nicodemus Jones dice:
											""En cualquier caso, te tocará el alma"".
											Y por supuesto, se podría sospechar
											que Nicodemus Jones es R.J. Ellory.
											Él escribió críticas muy, muy positivas 
sobre sí mismo. Sorpresa, sorpresa.
									","
											Agora, o Fantoche de Meias, por outro lado,
											é um animal totalmente diferente. O Fantoche 
das Meias não é
											sobre ambiguidade, por si só. É sobre identidade.
											Deixem-me dar-vos um exemplo muito recente,
											como talvez, na semana passada.
											Aqui está R.J. Ellory, um dos autores mais 
vendidos na Grã-Bretanha.
											Aqui está um dos seus livros mais vendidos.
											Aqui está um crítico online, na Amazon.
											O meu favorito, por Nicodemus Jones, é,
											""Tudo o resto que possa fazer, vai tocar na tua alma.""
											E é claro, podem suspeitar
											que o Nicodemus Jones é R.J. Ellory.
											Ele escreveu opiniões muito, muito positivas sobre si mesmo. Surpresa, surpresa.
									","
											Now, the Sock Puppet, on the other hand,
											is a totally different animal. The sock puppet isn't
											about ambiguity, per se. It's about identity.
											Let me give you a very recent example,
											as in, like, last week.
											Here's R.J. Ellory, best-seller author in Britain.
											Here's one of his bestselling books.
											Here's a reviewer online, on Amazon.
											My favorite, by Nicodemus Jones, is,
											""Whatever else it might do, it will touch your soul.""
											And of course, you might suspect
											that Nicodemus Jones is R.J. Ellory.
											He wrote very, very positive reviews about himself. Surprise, surprise.
									","
											Par contre, la marionnette chaussette,
											est un animal très différent. Il ne s'agit pas
											d'ambiguïté en soi. Il s'agit d'identité.
											Je vous donne un exemple très récent,
											qui date de la semaine dernière.
											Voilà R.J. Ellory, auteur de romans à succès
en Grande-Bretagne.
											Voici un de ses plus grand succès.
											Et voilà une critique en ligne, sur Amazon.
											Ma préférée, de Nicodemus Jones est :
											""Peu importe ce que ce roman puisse faire d'autre, 
il touchera votre âme.""
											Et bien sûr, vous pourriez soupçonner
											que Nicodemus Jones soit R.J.Ellory.
											Il a écrit des commentaires très positifs 
sur lui-même. Quelle surprise.
									","
											Die Sockenpuppe hingegen
											ist ein völlig anderes Ding.
Bei der Sockenpuppe
											geht es nicht um Unklarheit.
Es geht um Identität.
											Darf ich Ihnen ein
aktuelles Beispiel geben,
											gerade von letzter Woche.
											Hier haben wir R. J. Ellory,
Bestsellerautor in Großbritannien.
											Das ist einer seiner Bestseller.
											Hier ist eine Online-Rezension
auf Amazon.
											Hier ist meine Lieblingsrezension
von Nicodemus Jones:
											""Was es auch sonst noch bewirken mag,
es wird Ihre Seele berühren.""
											Und natürlich könnte man annehmen,
											dass Nicodemus Jones
R. J. Ellory ist.
											Er schrieb sehr, sehr positive Rezensionen
über sich selbst. Überraschung!
									","
											Öte yandan Çorap Kuklası var,
											tamamen farklı bir hayvan.
											Tek başına belirsizliği aktarmıyor.
Kişilik ile alakalı.
											Sizlere yakın dönemden örnek vereyim,
											mesela geçen haftaya bakalım.
											R.J. Ellory, Britanya'nın 
en çok satan yazarı.
											En çok satan kitaplarından biri de bu.
											Burada da Amazon'daki
bir eleştiri yazısını görüyorsunuz.
											Nicodemus Jones'un
en çok sevdiğim alıntısı,
											""Başka ne yapacağı muallak,
ama ruhunuza dokunacak.""
											Elbette Nicodemus Jones'un
											R.J. Ellory olabileceğinden
şüphelenebilirsiniz.
											Sürpriz, sürpriz; kendisi hakkında
oldukça olumlu eleştiriler yazmış.
									",The future of lying,Jeff Hancock,18:31,"TEDx,communication,technology"
"
","
","
","
","
","
",The future of lying,Jeff Hancock,18:31,"TEDx,communication,technology"
"
											Apelar al ""títere de media"" 
realmente no es novedoso.
											Walt Whitman también lo hizo en su momento,
											antes de que existiera Internet. 
El ""títere de media""
											se torna interesante cuando 
lo llevamos a gran escala,
											entrando en el dominio 
del ""ejército chino de agua"".
											Se refiere a miles de personas
											en China a las que se les paga muy poco
											para producir contenidos. 
Podrían ser comentarios, podría ser
											propaganda. El gobierno 
contrata a estas personas,
											las empresas las contratan, 
por todos lados.
											En Norteamérica, lo llamamos 
""astroturfing"" [césped artificial].
											El ""astroturfing"" es ahora bastante común. 
Hay mucha preocupación por él.
											Lo vemos especialmente en comentarios 
sobre productos, reseñas de libros,
											en todo, desde hoteles hasta 
si tal tostadora es buena o no.
									","
											Agora estas coisas de Fantoche de Meias não 
são assim tão recentes.
											Walt Whitman também o fez na sua altura,
											antes de existir a tecnologia da inernet. 
O Fantoche de Meias
											torna-se interessante quando chegarmos a escala,
											que é o domínio do Exército Chinês Aquático.
											O Exército Chinês Aquático refere-se a milhares de pessoas
											na China que recebem pequenas quantias de dinheiro
											para produzir conteúdo. Poderiam ser 
comentários. Poderia ser
											propaganda. O governo contrata estas pessoas,
											as empresas contratam-nas, em todo o lado.
											Na América do Norte, chamamos a isto ""Astroturfing"",
											e o ""Astroturfing"" é agora bastante comum. Existem 
imensas preocupações sobre o assunto.
											Vemos isto especialmente com análises de 
produtos, críticas de livros,
											tudo desde hotéis até se aquela torradeira é
uma boa torradeira ou não.
									","
											Now this Sock Puppet stuff isn't actually that new.
											Walt Whitman also did this back in the day,
											before there was Internet technology. Sock Puppet
											becomes interesting when we get to scale,
											which is the domain of the Chinese Water Army.
											Chinese Water Army refers to thousands of people
											in China that are paid small amounts of money
											to produce content. It could be reviews. It could be
											propaganda. The government hires these people,
											companies hire them, all over the place.
											In North America, we call this Astroturfing,
											and Astroturfing is very common now. There's a lot of concerns about it.
											We see this especially with product reviews, book reviews,
											everything from hotels to whether that toaster is a good toaster or not.
									","
											Ce truc de la marionnette n'est pas si nouveau.
											Walt Whitman a fait ça à son époque, lui aussi,
											avant la technologie informatique. 
La marionnette chaussette
											devient intéressante à grande échelle,
											et voici l'internaute fantôme chinois.
											""Chines water army"", l'internaute fantôme chinois,
renvoie aux milliers de personnes
											en Chine qui reçoivent de petites sommes d'argent
											pour produire du contenu. Ça peut être des commentaires,
											de la propagande. Le gouvernement embauche ces gens,
											des compagnies les embauchent, partout.
											Aux États-Unis, on appelle ça Astroturfing,
											et c'est très commun de nos jours, 
on s'en inquiète beaucoup.
											On voit ça surtout avec les critiques de produits, de livres,
											tout depuis les hôtels au grille-pain qui est bien ou pas.
									","
											Diese Sockenpuppen-Sache
ist im Grunde nicht so neu.
											Walt Whitman hat das schon
zu seiner Zeit gemacht,
											bevor es Internet-Technologien gab.
											Sockenpuppen werden interessant,
wenn wir größere Maßstäbe anlegen,
											womit wir in den Bereich der
chinesischen Wasserarmee gelangen.
											Chinesische Wasserarmee bezieht
sich auf tausende von Menschen in China,
											die winzige Geldbeträge erhalten,
											um Inhalte zu produzieren.
Das können Rezensionen sein.
											Es kann Propaganda sein. Die
Regierung stellt diese Leute an,
											Firmen stellen sie an, überall.
											In Nordamerika nennen
wir das Astroturfing,
											und Astroturfing ist mittlerweile sehr gängig.
Das verursacht große Bedenken.
											Wir sehen das insbesondere bei
Produktbewertungen, Buchrezensionen,
											bei allem von Hotels bis hin zu der Frage,
ob dieser Toaster gut ist oder nicht.
									","
											Çorap Kuklası olayı
tamamen yeni bir şey değil.
											İnternet teknolojisi piyasada yokken,
											Walt Whitman de vakti zamanında yapmıştı.
											Çorap Kuklası, değerlere
baktığımızda ilgi çekici hâle geliyor,
											ki bu da Çin Su Ordusunun olayı.
											Çin Su Ordusu, Çin'de cüzi
bir para karşılığında ürün üreten
											binlerce insanı temsil ediyor.
											İnceleme yazısı olabilir,
propaganda olabilir.
											Gelişi güzel bir şekilde
											hükûmet veya şirketler
insanları işe alıyor.
											Kuzey Amerika'da buna
""Suni Kamuoyu Oluşturma"" diyoruz
											ve oldukça yaygın bir şey
ve bu konuda çok fazla endişe var.
											Bunu özellikle ürün incelemelerinde,
kitap incelemelerinde;
											otelden, bir tost makinenin iyi olup
olmadığına kadar her şeyde görüyoruz.
									",The future of lying,Jeff Hancock,18:31,"TEDx,communication,technology"
"
","
","
","
","
","
",The future of lying,Jeff Hancock,18:31,"TEDx,communication,technology"
"
											Al repasar estos tres tipos de engaño,
											se podría pensar, que Internet 
realmente nos está convirtiendo en
											una especie que engaña, 
especialmente cuando se piensa en
											el ""astroturfing"", donde podemos ver 
el engaño llevado a gran escala.
											Pero en realidad, lo que 
he encontrado es muy distinto.
											Dejemos de lado las salas de charla 
de sexo anónimo en línea,
											en las que estoy seguro 
que ninguno de Uds. ha estado.
											Les puedo asegurar que allí hay engaño.
											Y dejemos de lado al príncipe nigeriano 
que les envió un email
											sobre cómo sacar 
43 millones del país. (Risas)
											Olvidémonos de ese tipo, también.
											Concentrémonos en las 
conversaciones con nuestros amigos,
											nuestra familia, nuestros compañeros 
de trabajo y nuestros seres queridos.
											Esas son las conversaciones 
que realmente importan.
											¿Qué hace la tecnología para 
mentirle a esas personas?
									","
											Agora, olhando para estas três análises, ou 
estes três tipos de engano,
											podem pensar, uau, a Internet está 
mesmo a tornar-nos
											numa espécie enganosa, especialmente
quando pensamos
											no ""Astroturfing"", onde podemos ver os 
enganos em larga escala.
											Mas, na verdade, o que eu tenho vindo a 
encontrar é muito diferente disso.
											Agora, vamos pôr de lado as salas de 
chat online de sexo anónimo,
											nas quais tenho a certeza que nenhum 
de vocês esteve.
											Posso garantir-vos que lá existem mentiras.
											E vamos deixar de lado o Príncipe Nigeriano 
que lhe enviou um email
											sobre como ter os 43 milhões fora do país. 
(Risos)
											Vamos esquecer também esse indivíduo.
											Vamos concentrar-nos nas conversas 
entre os nossos amigos
											e a nossa família e os nossos colegas de 
trabalho e os nossos entes queridos.
											Essas são as conversas que realmente importam.
											O que faz a tecnologia ao engano com estas pessoas?
									","
											Now, looking at these three reviews, or these three types of deception,
											you might think, wow, the Internet is really making us
											a deceptive species, especially when you think about
											the Astroturfing, where we can see deception brought up to scale.
											But actually, what I've been finding is very different from that.
											Now, let's put aside the online anonymous sex chatrooms,
											which I'm sure none of you have been in.
											I can assure you there's deception there.
											And let's put aside the Nigerian prince who's emailed you
											about getting the 43 million out of the country. (Laughter)
											Let's forget about that guy, too.
											Let's focus on the conversations between our friends
											and our family and our coworkers and our loved ones.
											Those are the conversations that really matter.
											What does technology do to deception with those folks?
									","
											Donc, prenons ces trois critiques, 
ou ces trois types de mensonge,
											vous pouvez penser, oh, 
l'internet fait vraiment de nous
											une espèce qui ment, surtout quand on pense
											à l'Astroturfing, le bidonnage, où on peut voir 
le mensonge à grande échelle
											Mais en fait, ce que j'ai découvert est très différent de ça.
											Mettons de côté les salons 
de discussion sexuelles anonymes,
											que sûrement personne parmi vous n'a jamais visité.
											Je peux vous assurer qu'on y ment.
											Et mettons de côté le prince nigérien 
qui vous a envoyé un e-mail
											qui parle de sortir 43 millions du pays 
(Rires)
											Oublions ce gars-là aussi.
											Concentrons-nous sur nos conversations entre amis,
											avec notre famille et notre collègues, notre proches.
											Ce sont les conversations qui importent.
											Qu'est-ce que la technologie fait pour le mensonge
dans ces cas-là ?
									","
											Wenn wir uns diese drei Rezensionen ansehen,
oder diese drei Arten der Täuschung,
											könnte man meinen, wow,
das Internet macht uns wirklich
											zu einer betrügerischen Spezies,
besonders wenn man
											an das Astroturfing denkt, wo wir Täuschung
in großem Maßstab erleben können.
											Aber im Grunde sagen unsere
Erkenntnisse etwas ganz anderes.
											Lassen wir die anonymen
Sex-Chatrooms mal beiseite,
											die sicher noch keiner
von Ihnen besucht hat.
											Ich kann Ihnen versichern,
dass Sie dort Täuschungen finden.
											Ignorieren wir auch die E-Mail
des nigerianischen Prinzen,
											der die 43 Millionen aus dem
Land schaffen will. (Gelächter)
											Vergessen wir auch den.
											Beschränken wir uns auf die
Unterhaltungen mit unseren Freunden
											und unserer Familie und unseren
Kollegen und unseren Lieben.
											Das sind die Unterhaltungen,
die wirklich wichtig sind.
											Was macht Technologie bei
diesen Leuten mit Täuschung?
									","
											Bu üç farklı incelemeye baktığınızda
ya da üç farklı sahtekârlığa baktığınızda,
											internetin bizleri ciddi anlamda
sahtekâr bir tür hâline
											soktuğunu düşünebilirsiniz,
özellikle Suni Kamuoyu Oluşturma gibi
											sahtekârlığın ölçülebilir bir düzeye
gelmiş olması sizi düşündürebilir.
											Ama buna karşın,
ben çok daha farklı bulgular edindim.
											Şimdi öncelikle çevrim içi anonim
seks odalarını bir kenara bırakalım,
											ki hiçbirinizin girmediğine eminim.
											Bu noktada sahtekârlık olduğuna
sizleri temin edebilirim.
											43 milyonu ülkesinden çıkarmak için
											size e-posta gönderen Nijeryalı prensi de
bir kenara bırakalım. (Kahkaha)
											O adamı da unutalım.
											Arkadaşlarımızla, ailemizle,
iş arkadaşlarımızla
											ve sevdiğimiz insanlarla olan
konuşmalarımıza odaklanalım.
											Asıl önem taşıyan bu konuşmalardır.
											Teknoloji, sahtekârlık bağlamında
bu kişileri nasıl etkiliyor?
									",The future of lying,Jeff Hancock,18:31,"TEDx,communication,technology"
"
","
","
","
","
","
",The future of lying,Jeff Hancock,18:31,"TEDx,communication,technology"
