en,pt,fr,es,title,speaker,duration,tags
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											I went back to grad school
in architecture and city planning,
											developed this interest in infrastructure,
											and in 1999 came up with an idea
											for my thesis project:
											the adaptation of an obsolete loop
of old railroad circling downtown
											as a new infrastructure
for urban revitalization.
											It was just an idea.
											I never thought
we would actually build it.
											But I went to work
at an architecture firm,
											and eventually talked
to my coworkers about it,
											and they loved the idea.
											And as we started talking
to more people about it,
											more people wanted to hear about it.
									","
											Voltei a estudar arquitectura
e planeamento urbano,
											desenvolvi este interesse
em infra-estruturas,
											e em 1999 tive uma ideia
											para a minha tese:
											a adaptação de um circuito ferroviário
antigo à volta da baixa
											como uma nova infra-estrutura
para revitalização urbana.
											Era apenas uma ideia.
											Nunca pensei que poderíamos
mesmo construí-la.
											Mas fui trabalhar para uma empresa
de arquitectura,
											e acabei por falar disso
aos meus colegas,
											e eles adoraram a ideia.
											E conforme falámos com mais
pessoas sobre isso,
											mais pessoas queriam ouvir falar.
									","
											Je suis retourné à l'école d'architecture
et de développement urbain,
											j'ai développé
cet intérêt pour l'infrastructure
											et en 1999, j'ai eu l'idée
											de mon projet de thèse :
											l'adaptation d'une vieille
voie ferrée en ville
											en une nouvelle infrastructure
pour la revitalisation urbaine.
											C'était juste une idée.
											Je n'ai jamais cru
que nous la construirions vraiment.
											Je suis allé travailler
dans un cabinet d'architectes
											et j'en ai finalement parlé
à mes collègues.
											Ils ont adoré l'idée.
											Plus on en parlait autour de nous,
											plus les gens
voulaient en entendre parler.
									","
											Volví a la escuela de posgrado en
arquitectura y planificación de ciudad,
											desarrollé este interés 
en infraestructura,
											y en 1999 tuve una idea
											para mi proyecto de tesis:
											la adaptación del circuito obsoleto de
la vieja vía férrea que rodea el centro
											como una nueva infraestructura
para la revitalización urbana.
											Era sólo una idea.
											Nunca pensé que podríamos hacerlo.
											Pero fui a trabajar
a una empresa de arquitectura,
											hasta que hablé a mis colegas de ello,
											y a ellos les encantó la idea.
											Y a medida que le hablábamos
a más gente de esto,
											más gente quería escucharlo.
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											In the summer of 2001,
											we connected with Cathy Woolard,
											who was soon elected
city council president.
											And we built a citywide vision
around this idea:
											the Atlanta BeltLine, a 22-mile loop
											of transit and trails and transformation.
											I was doing two and three meetings a week
for two and a half years,
											and so was Cathy and her staff
and a handful of volunteers.
											Together, we built this amazing movement
of people and ideas.
											It included community advocates
who were used to fighting against things,
											but found the Atlanta BeltLine
as something that they could fight for;
											developers who saw the opportunity
											to take advantage of a lot
of new growth in the city;
											and dozens of nonprofit partners
who saw their mission
											at least partly accomplished
by the shared vision.
									","
											No verão de 2001,
											contactámos a Cathy Woolard,
											que foi eleita presidente da
câmara pouco depois.
											Construímos uma visão global
da cidade em torno desta ideia:
											a Atlanta BeltLine, um circuito
de 35 km
											de tráfego, de caminhos
e de transformação.
											Fiz duas ou três reuniões por semana
durante dois anos e meio,
											assim como a Cathy e a sua equipa
e uma mão-cheia de voluntários.
											Juntos, construímos este movimento
fantástico de pessoas e ideias.
											Incluía defensores da comunidade
habituados a lutar contra projetos
											mas que acharam a Atlanta BeltLine
algo pelo qual poderiam lutar;
											promotores que viram a oportunidade
											para tirar partido de muito
novo crescimento na cidade
											e dezenas de parcerias com ONG
que viam a sua missão
											pelo menos parcialmente realizada
pela visão comum.
									","
											Au cours de l'été 2001,
											nous sommes entrés en contact
avec Cathy Woolard,
											peu après élue présidente
du conseil municipal.
											Nous avons créé une vision de cette idée
à l'échelle de la ville :
											l'« Atlanta BeltLine »,
une boucle de 35 kilomètres
											de passage, de chemins
et de transformation.
											J'ai assisté à deux ou trois réunions
par semaine pendant deux ans et demi,
											tout comme Cathy, son équipe
et quelques bénévoles.
											Ensemble, nous avons créé
ce superbe mouvement de gens et d'idées.
											Il inclut des défenseurs de la communauté
habitués à se battre contre des projets,
											mais qui étaient prêts à se battre
pour l'Atlanta BeltLine,
											des développeurs qui y ont vu l'occasion
											de profiter d'une nouvelle
croissance de la ville,
											et des dizaines d'ONG partenaires
qui estimaient que leur mission
											était accomplie au moins en partie
par cette vision commune.
									","
											A mediados de 2001,
											nos contactamos con
Cathy Woolard,
											quien era presidenta 
del consejo ciudadano.
											Y construimos una visión de toda
la ciudad basada en esta idea:
											la Atlanta BeltLine,
un circuito de 35 kilómetros
											de tránsito, pistas y transformación.
											Hice dos y tres reuniones
por semana por dos años y medio,
											junto a Cathy, su personal
y un grupo de voluntarios.
											Juntos, construimos este increíble
movimiento de personas e ideas.
											Incluía abogados de la comunidad
quienes solían pelear contra cosas,
											pero encontraron en Atlanta BeltLine
algo por lo que podían luchar,
											desarrolladores que vieron la chance
											de sacar ventaja del nuevo
crecimiento en la ciudad;
											y docenas de socios sin fines de lucro
que vieron su misión
											al menos parcialmente cumplida
por la visión compartida.
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											Now, usually these groups of people
aren't at the same table
											wanting the same outcome.
											But there we were,
and it was kind of weird,
											but it was really, really powerful.
											The people of Atlanta
fell in love with a vision
											that was better than what they saw
through their car windshields,
											and the people of Atlanta made it happen,
											and I guarantee you we would not
be building it otherwise.
									","
											Estes grupos de pessoas
não costumam estar na mesma mesa
											com o mesmo resultado em mente.
											Mas lá estávamos,
e foi um bocado estranho,
											mas foi mesmo, mesmo intenso.
											O povo de Atlanta apaixonou-se
por uma visão
											que era melhor que o que viam
através dos seus pára-brisas,
											e o povo de Atlanta fez acontecer.
											Garanto-vos que não o faríamos
se não fosse assim.
									","
											Généralement, ces groupes de personnes
ne sont pas d'accord
											sur les résultats attendus.
											Et pourtant nous étions réunis
et c'était étrange,
											mais c'était très, très puissant.
											Les habitants d'Atlanta
sont tombés sous le charme d'une vision
											plus agréable que ce qu'ils voyaient
dans le pare-brise de leur voiture.
											Les gens d'Atlanta ont porté le projet.
											Je peux vous garantir que, sans eux,
ce projet n'existerait pas.
									","
											Normalmente estos grupos de personas
no están de un mismo lado
											buscando el mismo resultado.
											Pero allí estábamos, y era algo extraño,
											pero fue muy, muy poderoso.
											La gente de Atlanta
se enamoró con una visión
											que era mejor de lo que ellos veían
a través de sus parabrisas,
											y la gente de Atlanta lo hizo realidad,
											y les garantizo que no lo 
hubiéramos construido de otra manera.
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											From the beginning,
our coalition was diverse.
											People of all stripes
were part of our story.
											People on the lower end
of the economic spectrum loved it, too.
											They were just afraid
they weren't going to be able to be there
											when it got built,
that they'd be priced out.
											And we've all heard
that kind of story before, right?
											But we promised that
the Atlanta BeltLine would be different,
											and people took ownership of the idea,
											and they made it better
than anything we ever imagined
											in the beginning,
											including significant
subsidies for housing,
											new parks, art, an arboretum —
a list that continues to grow.
											And we put in place
											the organizations and agencies
that were required to make it happen.
											And importantly, it is.
									","
											Desde o início, a nossa aliança
era diversificada,
											Pessoas de todas as faixas fizeram
parte da nossa história.
											As pessoas nos escalões mais baixos
da economia também a adoraram.
											Apenas tinham medo
de não poderem estar lá
											depois de construída,
que fosse demasiado cara.
											E já todos ouvimos esse tipo de história,
certo?
											Mas nós prometemos que
a Atlanta BeltLine seria diferente,
											e as pessoas apoderaram-se da ideia,
											e fizeram-no melhor
do que alguma vez imaginámos
											no início,
											incluindo subsídios significativos
para habitação,
											novos parques, arte, um jardim botânico,
a lista continua a crescer.
											E colocámos no local
											as organizações e instituições necessárias
para que isso acontecesse.
											E o importante é que está a acontecer.
									","
											Depuis le début,
notre coalition était diversifiée.
											Des personnes de tous les partis
nous ont rejoints.
											Ceux avec un faible pouvoir d'achat
ont également adhéré au projet.
											Ils avaient juste peur
de ne pas pouvoir être présents
											lors de la construction,
d'être exclus du marché.
											On a déjà entendu
ce genre d'histoires, pas vrai ?
											Mais nous avons promis
que l'Atlanta BeltLine serait différente
											et les gens se sont emparés de l'idée
											et l'ont améliorée
au-delà de ce que l'on imaginait
											au début,
											en incluant des subventions importantes
pour les logements,
											de nouveaux parcs, lieux d'art,
un arboretum…
											La liste s'allonge encore.
											Nous avons mis en place
											les organisations et agences
nécessaires à sa réalisation.
											Le plus important : cela existe.
									","
											Desde el inicio,
nuestra coalición fue diversa.
											Gente con diferentes posiciones
fueron parte de nuestra historia.
											Gente del más bajo nivel
del espectro económico lo amaron también.
											Sólo tenían miedo que no serían
capaces de estar allí
											cuando sea construido,
que serían dejados de lado.
											Y hemos escuchado 
este tipo de historias antes, ¿verdad?
											Pero prometimos que el Atlanta
BeltLine sería diferente,
											y la gente tomó posesión de la idea,
											y ellos lo mejoraron más de lo
que hubiéramos imaginado
											en el inicio,
											incluyendo subsidios 
significativos para vivienda,
											nuevos parques, arte, un arboreto,
una lista que continua creciendo.
											Y pusimos en marcha
											las organizaciones y agencias
que eran requeridas para hacerlo realidad.
											Y ahora es una realidad.
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											Now we're in the early stages
of implementation, and it's working.
											The first mainline section
of trail was opened in 2012,
											and it's already generated
over three billion dollars
											of private-sector investment.
											But it's not only changing
the physical form of the city,
											it's changing the way
we think about the city,
											and what our expectations are
for living there.
											About a month ago,
											I had to take my kids with me
to the grocery store
											and they were complaining about it,
											because they didn't want
to get in the car.
											They were saying, ""Dad, if we have to go,
											can we at least ride our bikes?""
											And I said, ""Of course we can.
											That's what people in Atlanta do.
											We ride our bikes to the grocery store.""
									","
											Agora estamos nas primeiras etapas
da implementação, e está a funcionar.
											A primeira secção principal da linha
foi aberta em 2012,
											e já gerou mais de três mil milhões
de dólares
											de investimento privado.
											Mas não está a mudar apenas a forma
física da cidade,
											está a mudar a forma de pensar na cidade,
											e quais as nossas expectativas
ao habitá-la.
											Há cerca de um mês,
											tive de ir com os meus filhos
ao supermercado
											e eles queixaram-se,
											porque não queriam entrar no carro.
											Eles diziam: ""Pai, se tivemos de ir,
											""podemos ao menos levar
as bicicletas?""
											E eu disse: ""Claro que podemos.
											""É isso que as pessoas de Atlanta fazem.
											""Vamos de bicicleta ao supermercado.""
									","
											Nous en sommes aux premières étapes
de l'implémentation et cela fonctionne.
											La première section principale
de la piste a été ouverte en 2012.
											Elle a déjà généré
plus de trois milliards de dollars
											d'investissements du secteur privé.
											Non seulement cela change
la forme physique de la ville,
											mais également la manière
dont nous pensons la ville
											et nos attentes
envers le lieu où nous vivons.
											Il y a environ un mois,
											j'ai emmené mes enfants au supermarché.
											Ils s'en sont plaints,
											ils ne voulaient pas prendre la voiture.
											Ils m'ont dit : « Papa, si nous venons,
											pouvons-nous y aller en vélo ? »
											J'ai répondu : « Bien sûr.
											C'est ce qu'on fait ici à Atlanta.
											Nous allons au supermarché à vélo. »
									","
											Ahora, estamos en etapas tempranas de
implementación, y está funcionando.
											La primera sección principal
de la ruta fue abierta en 2012,
											y ya ha generado más de
3 mil millones de dolares
											de inversión del sector privado.
											Pero no se trata sólo de cambiar 
la forma física de la ciudad,
											sino de cambiar la manera 
que pensamos de la ciudad,
											y de nuestras expectativas al vivir allí.
											Hace un mes,
											tuve que llevar a mis hijos
conmigo a la tienda,
											y ellos se quejaban de eso,
											porque no querían entrar al carro.
											Y decían: ""Papá, si tenemos que ir,
											¿podemos, al menos, ir en bicicleta?""
											Y les dije, ""Por supuesto, podemos.""
											Esto es lo que la gente en Atlanta hace.
											Vamos en bicicleta a la tienda.""
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Risas)
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											Thank you, yeah.
									","
											Obrigado.
									","
											Merci.
									","
											Gracias.
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											Now, they don't know
how ridiculous that is,
											but I do.
											And I also understand
that their expectations for Atlanta
											are really powerful.
									","
											Eles não sabem o quão ridículo
foi o que eu disse,
											mas eu sei.
											E também entendo que as
expectativas deles para Atlanta
											são mesmo poderosas.
									","
											Bien sûr, ils ne savent pas
à quel point c'est ridicule,
											mais moi oui.
											Je comprends aussi
que leurs attentes envers Atlanta
											sont très puissantes.
									","
											Ellos no saben cuán ridículo
es eso,
											pero yo sí.
											Y también entiendo que sus
expectativas para Atlanta
											son muy poderosas.
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											This kind of transformation
is exactly like sprawl
											in the last century,
											the movement where our investment
in highways and automobiles
											fundamentally changed American life.
											That wasn't some grand conspiracy.
											There were conspiracies
within it, of course.
											But it was a cultural momentum.
											It was millions of people
making millions of decisions
											over an extended period of time,
											that fundamentally changed
not only the way that we build cities,
											but it changed our expectations
											for our lives.
											These changes were the foundations
for urban sprawl.
											We didn't call it sprawl at that time.
											We called it the future.
											And it was.
											And we got all the highways
and strip malls and cul-de-sacs we wanted.
									","
											Este tipo de transformação é
exactamente como a expansão
											no último século,
											o movimento em que o nosso
investimento em estradas e carros
											mudou fundamentalmente
a vida americana.
											Não foi uma grande conspiração.
											Houveram conspirações envolvidas,
claro.
											Mas foi um dinamismo cultural.
											Foram milhões de pessoas a tomar
milhões de decisões
											durante um extenso período de tempo,
											que mudou fundamentalmente,
não só o nosso modo de construir cidades,
											mas mudou as nossas
expectativas
											para as nossas vidas.
											Essas mudanças foram os alicerces
para a expansão urbana.
											Não lhe chamávamos expansão na altura.
											Chamávamos-lhe futuro.
											E era.
											Tivemos todas as estradas, centros 
comerciais e becos sem saída que quisemos.
									","
											Ce type de transformation
correspond à l'expansion urbaine
											au siècle dernier,
											quand nos investissements
pour les autoroutes et les voitures
											ont fondamentalement changé
la vie américaine.
											Ce n'était pas un grand complot.
											Bien sûr, il y avait
des complots internes.
											Mais c'était une transition culturelle :
											des millions de gens
prenant des millions de décisions
											sur une grande période.
											Cela a changé non seulement
notre manière de construire les villes,
											mais aussi nos attentes
											pour nos vies.
											Ces changements étaient la base
de l'expansion urbaine.
											Nous ne l'appelions pas ainsi à l'époque,
											nous l'appelions « l'avenir ».
											Et c'est ce que c'était.
											Nous avons eu toutes nos autoroutes,
centres commerciaux et culs-de-sac.
									","
											Esta clase de transformación
es exactamente como la expansión
											en el último siglo,
											el movimiento donde nuestra inversión
en carretera y automóviles
											cambió fundamentalmente
la vida estadounidense.
											No fue una gran conspiración.
											Hubo conspiraciones 
dentro de ella, por supuesto.
											Pero esto fue un impuso cultural.
											Eran millones de personas
tomando millones de decisiones
											en un periodo extendido de tiempo,
											que cambió fundamentalmente
no solo el modo de construir ciudades,
											sino cambió nuestras expectativas
											de nuestras vidas.
											Estos cambios son las bases
para la expansión urbana.
											No lo llamábamos expansión
en aquel tiempo.
											Lo llamábamos el futuro.
											Y lo era.
											Tuvimos los callejones sin salida, centros
comerciales y carreteras que quisimos.
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											It was a radical transformation,
											but it was built by a cultural momentum.
											So it's important to not separate
											the physical construction
of the places we live
											from other things that
are happening at that time.
											At that time,
											in the second half of the last century,
											science was curing disease
											and lifting us to the moon,
											and the sexual revolution
was breaking down barriers,
											and the Civil Rights Movement
began its march
											toward the fulfillment
of our nation's promise.
											Television, entertainment, food, travel,
business — everything was changing,
											and both the public
and private sectors were colluding
											to give us the lives we wanted.
											The Federal Highway Administration,
											for example, didn't exist
before there were highways.
											Think about it.
									","
											Foi uma transformação radical,
											mas foi desenvolvida por
um dinamismo cultural.
											Portanto é importante não separar
											a construção física
dos espaços onde vivemos
											de outras coisas que estavam
a acontecer nesse momento.
											Nessa altura,
											na segunda metade do século passado,
											a ciência curava doenças
											e levava-nos à lua,
											e a revolução sexual estava
a quebrar barreiras,
											e o Movimento dos Direitos Civis
teve início
											de forma a cumprir a
promessa da nossa nação.
											Televisão, entretenimento, comida,
viagens, negócios. Estava tudo a mudar.
											Os sectores público e privado
estavam a ser coniventes
											para nos dar a vida que queríamos.
											A Administração Rodoviária Federal,
											por exemplo, não existia antes
de haverem estradas.
											Pensem nisso.
									","
											C'était une transformation radicale,
											construite par une transition culturelle.
											Il est mportant de ne pas séparer
											la construction physique
des endroits où nous vivons
											des autres événements
qui ont lieu en même temps.
											À cette époque,
											dans la seconde moitié du siècle dernier,
											la science guérissait les maladies
											et nous a envoyés sur la Lune.
											La révolution sexuelle
se débarrassait des carcans
											et le mouvement des droits civiques
s'est mis en marche
											pour remplir la promesse de notre nation.
											La télé, le divertissement, la nourriture,
les voyages, le travail : tout changeait.
											Les secteurs publics
et privés s'associaient
											pour nous offrir la vie que nous voulions.
											La Commission fédérale des autoroutes,
											par exemple, n'existait pas
avant la création des autoroutes.
											Pensez-y.
									","
											Fue una transformación radical,
											pero fue construida
por un impulso cultural.
											Así es importante no separar
											la construcción física
de los lugares que vivimos
											de otras cosas que están 
pasando en ese momento.
											En ese momento,
											en la segunda mitad del último siglo,
											la ciencia estaba curando enfermedades
											y llevándonos a la Luna,
											y la revolución sexual
fue rompiendo barreras,
											el Movimiento de Derechos Civiles
empezó su marcha
											hacia el cumplimiento de la promesa
de nuestra nación.

											Televisión, entretenimiento, comida, 
viajes, negocios; todo estaba cambiando,
											y ambos sectores,
privados y público, conspiraron
											para darnos las vidas que queríamos.
											La Administración Federal de Carretera
											por ejemplo, no existía
antes de que hubiera carreteras.
											Piénsenlo.
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Risas)
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
