fr,en,es,title,speaker,duration,tags
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Et à l'intérieur de la ligne jaune ici, c'est-à-dire à droite — c'est tout le parc national.
											A l'intérieur de la ligne verte c'est la forêt nationale.
											Ensuite à gauche ce sont les terres du Bureau of Land Management [Gestion des Eaux et Forêts] et un peu de terre privée.
											Il se trouve que cette bande de trois kilomètres là au milieu,
											cette verticale, était disponible car c'était de la terre privée.
											Et grâce à Jay Walker qui était ici et à Mitch Kapor qui était ici,
											qui ont commencé le processus, le Long Now a pu obtenir cette bande de terre de trois kilomètres de long.
											Et maintenant voyons la grande vérité de ce qui est là.
									","
											Now, inside the yellow line here, on the right is — that's all national park.
											Inside the green line is national forest.
											And then over to the left is Bureau of Land Management land and some private land.
											Now, as it happened, that two-mile-long strip right in the middle,
											this vertical, was available because it was private land.
											And thanks to Jay Walker who was here and Mitch Kapor who was here,
											who started the process, Long Now was able to get that two-mile-long strip of land.
											And now let's look at the grand truth of what's there.
									","
											Dentro de la línea amarilla, a la derecha, es todo parque nacional.
											Dentro de la línea verde es bosque nacional.
											A la izquierda hay terrenos de la Oficina de Gestión de Tierras y algunos privados.
											Da la casualidad que la franja central de 3 km
											vertical en la foto, estaba disponible porque era privada.
											Y gracias a Jay Walker y Mitch Kapor que estaban aquí
											Long Now pudo conseguir esa franja de 3 km de tierra.
											Y ahora veamos que tenemos allí.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Nous sommes à Pole Canyon, face à l'ouest sur l'escarpement occidental
											du Mont Washington, qui mesure 3 500 mètres au sommet.
											Ces falaises blanches sont une formation calcaire dense de l'ère primaire.
											C'est une formation de 600 mètres d'épaisseur,
											et ce pourrait être un bel endroit pour cacher une horloge.
											Ce serait un pèlerinage pour y arriver, une véritable randonnée
											pour arriver à l'endroit où se trouve l'horloge.
											Donc en juin dernier le conseil d'administration du Long Now, des membres du personnel, des donateurs,
											et des conseillers, ont fait une expédition de deux semaines à la montagne
											pour l'explorer et l'examiner, d'abord pour voir si c'est la bonne montagne,
											et ensuite, si c'est la bonne montagne, comment cela pourrait vraiment marcher pour nous.
									","
											We're in Pole Canyon, looking west up the western escarpment
											of Mount Washington, which is 11,600 feet on top.
											Those white cliffs are a dense Cambrian limestone.
											That's a 2,000-foot thick formation,
											and it might be a beautiful place to hide a clock.
											It would be a pilgrimage to get to it; it would be a serious hike
											to get up to where the clock is.
											So last June, the Long Now board, some staff and some donors
											and advisors, made a two-week expedition to the mountain
											to explore it and investigate, one, if it's the right mountain,
											and two, if it's the right mountain, how it might actually work for us.
									","
											Estamos en el cañón Pole, mirando al oeste hacia la escarpa occidental
											del Monte Washington, de 3500 m de altura.
											Esos precipicios blancos son de piedra caliza cámbrica.
											Es una formación de 600 m de espesor
											y podría ser un lugar hermoso para ocultar un reloj.
											Habría que peregrinar para llegar allí, hacer una gran caminata
											para llegar al reloj.
											El pasado junio, la junta de Long Now, parte del equipo, donantes
											y consejeros, hicieron una expedición de 2 semanas a la montaña
											para explorarla e investigar, 1) si es la montaña apropiada
											y 2) si lo es, cómo se adapta a nuestros planes.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Danny Hills a plus ou moins délimité le problème.
											Il a une théorie sur comment l'expérience de l'horloge dans son ensemble devrait se dérouler.
											C'est ce qu'il appelle les sept étapes d'une aventure mythique.
											Ça commence avec l'image. L'image est une représentation que vous avez dans la tête
											de l'objectif à atteindre à la fin du voyage.
											Dans ce cas précis, ce pourrait bien être une image de l'horloge.
											Puis il y a le problème de l'embarcation, c'est-à-dire le point de transition
											entre la vie ordinaire à celle d'un pèlerin parti dans une quête.
											Puis — en voilà une belle image, il y a le labyrinthe.
											Le labyrinthe est un concept, c'est comme une zone d'ombre,
											c'est un endroit où c'est difficile, où vous êtes désorientés,
											où vous avez peut-être peur — mais vous devez le traverser
											si vous voulez arriver à un genre de réintégration profonde.
											Et puis il ne faudrait jamais perdre de vue vue l'attraction —
											un genre de phare qui vous attire à travers du labyrinthe
											pour finir le processus d'arriver jusque là..
									","
											Now Danny Hillis sort of framed the problem.
											He has a theory of how the overall clock experience should work.
											It's what he calls the seven stages of a mythic adventure.
											It starts with the image. The image is a picture you have in your mind
											of the goal at the end of the journey.
											In this case it might well be an image of the clock.
											Then there's the point of embarkation, that is, the point of transition
											from ordinary life to being a pilgrim on a quest.
											Then — this is a nice image of it, there's the labyrinth.
											The labyrinth is a concept, it's like a twilight zone,
											it's a place where it's difficult, where you get disoriented,
											maybe you get scared — but you have to go through it
											if you're going to get to some kind of deep reintegration.
											Then there should always be in sight the draw —
											a kind of a beacon that draws you on through the labyrinth
											to finish the process of getting there.
									","
											Danny Hillis formuló el problema.
											Tiene una teoría del funcionamiento global de la experiencia del reloj.
											Es lo que él llama las siete etapas de una aventura mítica.
											Comienza con la imagen. La imagen es una foto que uno tiene en mente
											del objetivo al final del viaje.
											En este caso podría ser una imagen del reloj.
											Luego viene el punto de embarque, punto de transición
											de una vida común a la de un peregrino en una aventura.
											Esta es una linda imagen del laberinto.
											El laberinto es un concepto, es como una zona de ocaso
											un lugar donde es difícil, donde uno se desorienta,
											quizá uno se asusta pero tiene que pasar por eso
											si quiere ir a fondo.
											Siempre debería tenerse en vista un objetivo
											una especie de faro que nos guie por el laberinto
											para poder atravesarlo.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Brian Eno, qui a été au beau milieu du développement du Long Now,
											a passé deux ans à faire un CD appelé Janvier 7003,
											et c'est ""Études de Cloches pour l'Horloge du Long Now.""
											Fondé sur — certaines de ses parties sont fondées sur un algorithme que Danny Hills a développé,
											pour qu'un carillonnement de 10 cloches
											fasse un carillonnement différent chaque jour pendant 10 000 ans.
											L'algorithme Hilis. 10 factorielles vous donnent ce chiffre.
											Et en effet, on va entendre ce son bientôt.
											Janvier 7003. Le voilà.
									","
											Now Brian Eno, who's been in the thick of the Long Now process,
											spent two years making a C.D. called ""January 7003,""
											and it's ""Bell Studies for the Clock of the Long Now.""
											Based on — parts of it are based on an algorithm that Danny Hillis developed,
											so that a peal of 10 bells
											makes a different peal every day for 10,000 years.
											The Hillis algorithm. 10 factorial gives you that number.
											And in fact, pretty soon we'll hear the sound.
											January 7003. There it is.
									","
											Brian Eno, quien también ha estado involucrado en el Long Now
											estuvo dos años haciendo un CD llamado Enero de 7003
											que es ""Estudios de Campana para el reloj del Long Now"".
											Se basa en — parte de esto se basa en un algoritmo de Danny Hillis
											donde el repique de 10 campanas
											tintinea distinto cada día durante 10 mil años.
											El algoritmo de Hillis, factorial de 10, da ese número.
											Y, de hecho, muy pronto oiremos el sonido.
											Enero de 7003. Allí está.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Bien, retournons à la liste de Danny.
											Le numéro cinq des sept est la récompense. C'est ça. L'apogée.
											Le but. La chose principale que vous essayez d'obtenir.
											Et puis Danny dit qu'un voyage vraiment merveilleux aura une récompense secrète.
											Une chose à laquelle vous ne vous attendiez pas qui est supérieure à celle à laquelle vous vous attendiez.
											Et puis il y a le retour.
											Il vous faut un retour progressif au monde ordinaire.
											pour avoir le temps d'assimiler ce que vous avez appris.
											Et puis, que dites vous d'un souvenir? Numéro sept.
											Au bout il y a quelque chose de physique,
											une récompense que vous prenez avec vous.
											Ce pourrait être un morceau d'une carotteuse de la montagne.
											Quelque chose qui n'appartienne qu'à vous
											Comment étudier une montagne
											pour les genres de choses dont nous parlons?
											Ce n'est pas un projet de construction ordinaire.
											Que cherche-t-on?
											Quels sont les éléments qui vont influencer le plus vos idées et vos décisions?
									","
											OK, back to Danny's list.
											Number five of the seven is the payoff. This is it. The climax.
											The goal. The main thing that you're trying to get to.
											And then Danny says a really great journey will have a secret payoff.
											Something you didn't expect that caps what you did expect.
											Then there's the return.
											You've got to have a gradual return to the ordinary world,
											so you have time to assimilate what you've learned. 

											And then, how about a memento? Number seven.
											At the end of it there's something physical,
											a kind of reward that you take away.
											It might be a piece of a core drill of the mountain.
											Something that's just yours.
											How do you study a mountain
											for the kinds of things we're talking about?
											This is not a normal building project.
											What do you look for?
											What are the elements that will most affect your ideas and decisions?
									","
											Bien, volviendo a la lista de Danny.
											El número cinco de siete es la recompensa. El climax.
											El objetivo, la cosa principal que se intenta conseguir.
											Danny sostiene que un gran viaje tendrá una recompensa secreta.
											Algo inesperado que supera lo que esperábamos.
											Luego viene el retorno.
											Debe haber un retorno gradual al mundo normal
											para tener tiempo de asimilar lo aprendido.
											Y después, ¿qué tal un recuerdo? El número siete.
											Al final hay algo físico
											una especie de recompensa que nos llevamos.
											Podría ser una roca de la montaña.
											Algo que es propiedad de uno.
											¿Cómo se estudia una montaña
											para el tipo de cosas que estamos hablando?
											No es un proyecto normal de contrucción.
											¿Qué buscamos?
											¿Cuáles son los elementos que más afectarán nuestras ideas y decisiones?
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Commencez par les frontières. Si vous regardez à gauche des falaises ici,
											c'est un parc national. C'est inviolable —
											on ne peut rien en faire. A droite il y a une forêt nationale.
											Il y a des possibilités. Les frontières sont importantes.
											D'autres éléments étaient les mines, le climat, les voies d'accès et l'élévation.
											Et surtout les arbres. Regardez-les au sommet là-bas.
											Il se trouve que le Mont Washington est couvert de pins à cônes épineux.
											Ce sont les êtres vivants les plus vieux du monde.
											Les gens pensent qu'ils ont la taille d'un arbuste, mais ce n'est pas du tout vrai.
											Il y a des arbres sur cette montagne qui ont 5 000 ans et sont encore vivants.
											Le bois est si dur que c'est comme de la pierre, et il dure longtemps.
											Donc lorsque vous faites des études des cernes de troncs qui sont sur la montagne,
											certains d'entre eux remontent àplus de 10 000 ans.
											La pierre elle-même est absolument merveilleuse,
											scupltée par des milliers d'années d'hivers très rudes la haut.
											Des analystes de cernes de l'Université d'Arizona
											ont fait l'expédition avec nous.
									","
											Start with borders. If you look on the left side of the cliffs here,
											that's national park. That's sacrosanct —
											you can't do anything with that. To the right of it is national forest.
											There's possibilities. The borders are important.
											Other elements were mines, weather, approaches and elevation.
											And especially trees. Look at those things up on top there.
											It turns out that Mount Washington is covered with bristlecone pines.
											They're the world's oldest living thing.
											People think they're just the size of shrubs, but that's not actually true.
											There are trees on that mountain that are 5,000 years old and still living.
											The wood is so solid it's like stone, and it lasts for a long time.
											So when you do tree ring studies of trunks that are on the mountain,
											some of them go back 10,000 years.
											The stone itself is absolutely beautiful,
											sculpted by millennia of very tough winters up there.
											We had tree ring analysts from the University of Arizona
											join us on the expedition.
									","
											Primero los límites. Si observamos el flanco izquierdo del precipicio,
											es un parque nacional, sacrosanto;
											no se toca. A la derecha está el bosque nacional.
											Hay posibilidades. Los límites son importantes.
											Otros elementos son las minas, el clima, los accesos y la elevación.
											Especialmente los árboles. Miren esas cosas en la cima.
											Resulta que el Monte Washington está cubierto de pinos erizo.
											Son los organismos vivientes más antiguos.
											La gente piensa que son del tamaño de los arbustos, pero no es verdad.
											Hay árboles en la montaña que tienen 5 mil años y todavía viven.
											La madera es sólida como roca y es muy duradera.
											Entonces al estudiar los anillos de los troncos de la montaña,
											algunos son de 10 mil años.
											La piedra en sí es muy hermosa,
											esculpida por milenios de crudos inviernos.
											Teníamos analistas de anillos de la Universidad de Arizona
											en la expedición.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Maintenant, si vous avez une pomme de pin sous la main,
											c'est le bon moment pour la mettre dans votre main et la toucher, surtout au bout.
											C'est intéresant.
											Vous trouverez pourquoi on l'appelle le pin à cônes épineux. Une petite expérience sensorielle.
											Voila Danny Hilis au milieu d'une forêt de pins à cônes épineux
											sur la terre du Long Now. Je devrais ajouter que l'âge des pins à cônes épineux
											a été découvert grâce une théorie.
											Edmund Schulman, dans les années 1950,
											avait étudié les arbres sousmis à des agressions à Timberline,
											et s'est rendu compte d'une chose qu'il a publié dans un article dans la revue Science
											appelé, ""La Longévité des Conifères dans l'Adversité.""
											Et puis, sur la base de ce principe, il a commencé a étudier les
											différents arbres de Timberline.
											et il s'est rendu compte que les pins à cônes épineux —
											il en a trouvé dans les White Mountains qui avaient plus de 4 000 ans.
											La longévité dans l'adversité est un principe de conception très intéressant en soi.
									","
											Now, if you guys have a pine cone handy,
											now's a good time to put it in your hand and feel it, especially on the end.
											That's interesting.
											You'll find out why it's called a bristlecone pine. A little sensory experience. 

											Here's Danny Hillis in the midst of a bristlecone pine forest
											on Long Now land. I should say that the age of bristlecones
											was discovered, led by a theory.
											Edmund Schulman in the 1950s
											had been studying trees under great stress at Timberline,
											and came to the realization that he put in an article in Science magazine
											called, ""Longevity under Adversity in Conifers.""
											And then, based on that principle, he started looking around
											at the various trees at Timberline,
											and realized that the bristlecone pines —
											he found some in the White Mountains that were over 4,000 years old.
											Longevity under adversity is a pretty interesting design principle in its own right. 

									","
											Si tienen una piña a mano,
											es un buen momento para que la tomen y sientan especialmente su punta.
											Es interesante.
											Van a descubir por qué se llama pino erizo. Una experiencia sensorial.
											Este es Danny Hillis en medio de un bosque de coníferas
											en tierra del Long Now. Tengo que decir que la era del pino erizo
											se descubrió por una teoría.
											Edmund Schulman en los '50
											había estado estudiando árboles bajo gran estrés en la adversidad
											y se dio cuenta que él presentó un artículo en la revista Science
											llamado ""Longevidad de las coníferas en la adversidad"".
											Luego, basado en ese principio, comenzó a mirar
											los distintos árboles en terreno adverso
											y se dio cuenta que los pinos erizo —
											encontró algunos de más de 4 mil años en las Montañas Blancas.
											La longevidad en la adversidad es un principio de diseño interesante por sí mismo.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Bien, passons aux mines. Le premier prix demandé pour la propriété
											quand on a envisagé la chose en 1998 était d'un milliard de dollars pour 75 hectares et deux ou trois mines.
											Parce que le propriétaire a dit: ""Il y a un milliard de dollars de béryllium dans cette montagne.""
											Et nous avons dit: ""Wow, c'est merveilleux. Écoutez, on fait une offre. Que dites-vous de zéro?
									","
											OK, onto the mines. The first asking price for the property
											when we looked at it in 1998 was one billion dollars for 180 acres and a couple of mines.
											Because the owner said, ""There's one billion dollars of beryllium in that mountain.""
											And we said, ""Wow, that's great. Listen, we'll counter. How about zero?
									","
											Bueno, a las minas. Al principio nos pidieron por la propiedad
											mil millones de dólares en 1998 por 70 hectáreas y un par de minas.
											El vendedor decía: ""Hay mil millones de dólares en berilio en esa montaña"".
											Le dijimos: ""¡Guau, es genial! Mírelo al revés: ¿qué tal si no hay nada?""
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											(Rires)
									","
											(Laughter)
									","
											(Risas)
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Et nous sommes une fondation à but non lucratif, vous pouvez nous donner le terrain,
											et prendre une sacrée déduction fiscale.
									","
											And we're a non-profit foundation, you can give us the property
											and take a hell of a tax deduction.
									","
											Somos una organización sin fines de lucro, nos da la propiedad
											y obtiene una deducción impositiva descomunal.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											(Rires)
									","
											(Laughter)
									","
											(Risas)
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Tout ce que vous avez à faire c'est prouver au gouvernement qu'elle vaut un milliard de dollars.""
									","
											All you have to do is prove to the government it's worth a billion dollars.""
									","
											""Sólo tiene que demostrarle al gobierno que eso vale mil millones"".
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
