en,tr,es,pt,de,title,speaker,duration,tags
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											thinking, ""Oh, my God,
I was the weakest person on that trip.""
											And I came back with a mission.
											I said, ""I'm never going to feel
like the weakest person
											on a river-rafting trip again.""
											And that's what made me go to the gym.
											And I focused my type-A personality
											on going to all the exercise
classes at the gym.
											I tried everything.
											I went to kickbox,
dance, yoga, step class,
											and at first it was really hard.
											But what I noticed is that after every
sweat-inducing workout that I tried,
											I had this great mood boost
and this great energy boost.
											And that's what kept me
going back to the gym.
											Well, I started feeling stronger.
											I started feeling better,
I even lost that 25 pounds.
									","
											''Bu gezideki en güçsüz bendim.''
diye düşünmekten kendimi alamadım.
											Kendime bir misyon edinmiştim.
											Kendime dedim ki
''Bir daha asla rafting gezisindeki
											en güçsüz kişi olmayacağım.''
											İşte bu spor salonuna gitmemi sağladı.
											Salondaki tüm spor sınıflarına katılarak
											A tipi kişiliğime odaklandım.
											Her yolu denedim.
											Kick boks, dans, yoga, step dersleri...
											önceleri oldukça zordu.
											Denediğim her ter attıran 
spor egzersizinden sonra fark ettim ki
											inanılmaz ruh hâli 
ve enerji yükselmesi yaşıyorum.
											Bu yüzden de spor salonuna
gitmeye devam ettim.
											Güçlendiğimi hissetmeye başladım.
											Daha iyi hissediyordum,
hatta o 11 kiloyu verdim.
									","
											pensando ""¡Dios mío! Fui la persona
más débil de ese viaje"".
											Regresé con una misión.
											Me dije ""Jamás me sentiré 
como la persona más débil
											otra vez en un viaje igual"".
											Eso fue lo que hizo 
que fuera al gimnasio
											y enfoqué mi personalidad competitiva
											para ir a todas las clases del gimnasio.
											Intenté de todo,
											fui a kickboxing, baile, yoga, aerobics
											al principio fue muy difícil.
											Noté que después 
de cada ejercicio que intentaba
											mi estado de ánimo incrementaba 
y también mi energía.
											Eso me ha hecho regresar al gimnasio.
											Bueno, empecé a sentirme más fuerte.
											Empecé a sentirme mejor,
incluso bajé esos 11 kilos.
									","
											E pensei: ""Meu Deus, eu era a pessoa
mais fraca naquela viagem.""
											E voltei com uma missão.
											Disse: ""Nunca mais
me vou voltar a sentir
											""como a pessoa mais fraca
numa viagem de 'rafting'.""
											Isso incentivou-me a ir ao ginásio.
											E concentrei a minha personalidade tipo A
											em ir a todas as aulas do ginásio.
											Experimentei tudo.
											Pratiquei ""kickbox"", dança,
ioga e aula de ""step"".
											Foi muito difícil no início.
											Mas reparei que, depois de cada
treino carregado de suor,
											sentia uma grande melhoria de humor
e um grande impulso de energia.
											Era isso que me fazia
regressar ao ginásio.
											Comecei a sentir-me mais forte.
											Comecei a sentir-me melhor
e até perdi aqueles 11 quilos.
									","
											und dachte: ""Oh Gott, ich war
die Schwächlichste auf diesem Ausflug.""
											Und da ich fasste einen Vorsatz:
											""Ich werde nie wieder die Schwächlichste
beim Wildwasser sein.""
											Darum bin ich ins Fitnessstudio gegangen.
											Als typische Perfektionistin
richtete ich meinen ganzen Ehrgeiz darauf,
											alle Trainingskurse im Studio zu besuchen.
											Ich habe alles ausprobiert.
											Ich ging zum Kickboxen,
Tanzen, Yoga, Step-Aerobic.
											Zuerst war es sehr anstrengend.
											Aber nach jedem schweißtreibenden Training
											erlebte ich einen großen
Energie- und Stimmungsschub.
											Und darum blieb ich dabei
und ging weiter hin.
											Allmählich fühlte ich mich kräftiger.
											Es ging mir zunehmend besser
und ich bin sogar die 11 Kilo losgeworden.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											And now, fast-forward a year and a half
into this regular exercise program
											and I noticed something that really
made me sit up and take notice.
											I was sitting at my desk,
writing a research grant,
											and a thought went through my mind
											that had never gone
through my mind before.
											And that thought was,
											""Gee, grant-writing is going well today.""
											And all the scientists —
									","
											Bu düzenli spor programıyla
1,5 yılı hızlı geçelim
											ve gerçekten dikkatimi çeken
bir şey fark ettim.
											Masamda oturmuş
bir araştırma burs talebi yazıyordum
											ve daha önce hiç aklıma gelmeyen
											bir düşünce geçti aklımdan.
											Şöyle düşündüm,
											''Vay canına, talep yazısı 
gayet güzel gidiyor bugün.''
											Tüm bu bilim insanları—
									","
											Ahora, ya ha pasado un año y medio 
con este programa regular de ejercicio
											y noté algo que me hizo detener
y prestar atención.
											Estaba sentada en mi escritorio
escribiendo una investigación
											y un pensamiento vino a mi mente
											que nunca había cruzado 
antes por mi cabeza.
											Ese pensamiento era que:
											""Cielos, la escritura de mi investigación
va muy bien el día de hoy"",
											y todos los científicos...
									","
											E agora, um ano depois de iniciar
um programa regular de exercício
											reparei numa coisa
que me chamou a atenção.
											Estava sentada à secretária,
a escrever uma proposta de bolsa
											e pensei em algo que nunca
tinha pensado antes.
											Pensei:
											""Bem, esta proposta
está a correr bem hoje.""
											E todos os cientistas...
									","
											Nach anderthalb Jahren
regelmäßigen Trainings
											fiel mir etwas auf,
was mich wirklich stutzig werden ließ.
											Ich saß am Schreibtisch und schrieb
einen Forschungsantrag.
											Und mir ging ein Gedanke durch den Kopf,
											den ich zuvor noch nie gehabt hatte.
											Der Gedanke war:
											""Oh, das Antrag schreiben läuft 
ja echt gut heute.""
											Und alle —
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Risos)
									","
											(Lachen)
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											yeah, all the scientists
always laugh when I say that,
											because grant-writing never goes well.
											It is so hard; you're always
pulling your hair out,
											trying to come up with that
million-dollar-winning idea.
											But I realized that
the grant-writing was going well,
											because I was able
to focus and maintain my attention
											for longer than I had before.
											And my long-term memory —
what I was studying in my own lab —
											seemed to be better in me.
											And that's when I put it together.
									","
											Evet, bunu söylediğimde 
tüm bilim insanları gülüyor
											çünkü burs yazısı hiç yolunda gitmez.
											Çok zor bir şey, bir türlü
ne yapacağınızı bilemezsiniz,
											milyon dolarlık fikir
oluşturmak için uğraşırsınız.
											Yine de burs yazısının yolunda
gittiğini fark ettim
											çünkü dikkatimi daha önceye kıyasla
çok daha uzun süre
											canlı tutabiliyordum.
											Kendi laboratuvarımda incelediğim
uzun süreli hafızam ise
											çok daha iyi görünüyordu.
											Böylece parçaları bir araya getirdim.
									","
											Sí, todos los científicos 
siempre ríen cuando digo eso
											porque las investigaciones
jamás van bien.
											Es tan difícil, uno siempre 
se está arrancando el cabello
											tratando de proponer 
una idea extraordinaria.
											pero me di cuenta de que la elaboración
de la propuesta iba bien
											puesto que podía concentrarme
y mantener mi atención
											por más tiempo que antes.
											Mi memoria a largo plazo era lo que
estaba estudiando en mi propio laboratorio
											parecía estar mejor en mí.
											Y fue cuando uní las piezas.
									","
											Sim, todos os cientistas
riem quando digo isto
											porque escrever propostas
nunca corre bem.
											É tão difícil. Arrancamos cabelos
para tentar encontrar
											aquela ideia que vale um milhão.
											Mas percebi que a proposta
estava a correr bem
											porque conseguia concentrar-me
e manter a minha atenção
											durante mais tempo do que antes.
											A minha memória a longo prazo
— que eu estudava no meu laboratório —
											parecia melhor em mim.
											E foi então que percebi.
									","
											die Wissenschaftler lachen immer,
wenn ich das sage,
											denn Anträge zu schreiben geht nie leicht.
											Es ist so schwierig.

											Man sucht händeringend nach der
Idee, die viel Geld einbringt.
											Doch ich merkte, dass das Schreiben 
des Projektantrags so gut lief,
											weil ich mich besser und länger
											konzentrieren konnte als früher.
											Und mein eigenes Langzeitgedächtnis,
wie ich es ja auch im Labor erforschte,
											schien sich verbessert zu haben.
											Und in dem Moment wurde es mir klar.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											Maybe all that exercise
that I had included and added to my life
											was changing my brain.
											Maybe I did an experiment on myself
without even knowing it.
											So as a curious neuroscientist,
											I went to the literature to see
what I could find about what we knew
											about the effects
of exercise on the brain.
											And what I found was an exciting
and a growing literature
											that was essentially showing everything
that I noticed in myself.
											Better mood, better energy,
better memory, better attention.
											And the more I learned,
											the more I realized
how powerful exercise was.
											Which eventually
led me to the big decision
											to completely shift my research focus.
											And so now, after several years
of really focusing on this question,
											I've come to the following conclusion:
											that exercise is
the most transformative thing
											that you can do for your brain today
											for the following three reasons.
									","
											Belki de hayatıma dâhil ettiğim
tüm o spor antrenmanları
											beynimi değiştiriyordu.
											Belki de farkında bile olmadan
kendim üzerinde bir deney yaptım.
											Meraklı bir nörobilimci olarak
											Spor yapmanın beyin üzerindeki
faydalarına ilişkin
											literatürde neler olduğunu araştırdım.
											Kendimde fark ettiğim her şeyi gösteren
											heyecan verici ve büyüyen
bir literatür olduğunu gördüm.
											Daha iyi ruh hâli, enerji,
hafıza ve dikkat.
											Daha çok şey öğrendikçe
											sporun ne kadar güçlü olduğunu fark ettim.
											Bu da araştırma odağımı 
tamamen değiştirmek üzere
											büyük bir karar vermeme yol açtı.
											Birkaç yıl boyunca
bu soru üzerinde odaklandıktan sonra
											şu sonuca vardım:
											sayacağım üç sebepten ötürü
											spor yapmak beyniniz için
											yapabileceğiniz en etkili şey.
									","
											Tal vez todo el ejercicio 
que incluí y agregué a mi vida
											estaba cambiando mi mente,
											quizás hice un experimento 
en mí sin darme cuenta.
											Como neurocientífica curiosa,
											me dirigí a ver los estudios para saber
qué es lo que sabíamos al respecto
											de los efectos del
ejercicio en el cerebro.
											Encontré una fascinante
y gran cantidad de estudios
											que esencialmente mostraban 
todo lo que yo notaba en mí.
											Mejora de ánimo, más energía, 
mejora en la memoria y mayor atención.
											Entre más aprendía,
											más me daba cuenta de que 
el ejercicio era importante.
											Eventualmente, esto me dirigió 
a tomar una importante decisión
											a cambiar completamente 
el enfoque de mi investigación
											Ahora, después de varios años 
de enfocarme en esta pregunta,
											he llegado a la siguiente conclusión:
											El ejercicio es la actividad 
más transformadora
											que uno puede hacer hoy por su cerebro,
											por las siguientes tres razones.
									","
											Talvez todo o exercício
que adicionei à minha vida
											estivesse a mudar o meu cérebro.
											Se calhar, fiz uma experiência
em mim sem saber.
											Como uma neurocientista curiosa
											procurei na literatura
tudo o que podia encontrar
											sobre os efeitos do exercício no cérebro.
											Encontrei uma literatura
emocionante e crescente
											que demonstrava essencialmente
tudo o que observava em mim.
											Melhor humor, mais energia,
melhor memória, mais atenção.
											Quanto mais aprendia
											melhor percebia o poder do exercício
											o que acabou por me levar
à grande decisão
											de mudar completamente
o objeto da minha pesquisa.
											Agora, depois de vários anos
de pesquisa profunda deste tema
											cheguei à seguinte conclusão:
											o exercício é a coisa
mais transformadora
											que podemos fazer hoje
pelo nosso cérebro
											pelas três razões seguintes:
									","
											Vielleicht veränderte das Fitnesstraining,
das Teil meines Lebens geworden war,
											mein Gehirn.
											Vielleicht hatte ich unbewusst
ein Experiment an mir selbst gemacht.
											Als neugierige Wissenschaftlerin
durchsuchte ich die Fachliteratur
											nach den Effekten von Bewegung
auf das Gehirn.
											Dabei fand ich eine wachsende Zahl
von spannenden Publikationen,
											die meine Beobachtungen bestätigte.
											Bessere Stimmung, mehr Energie,
besseres Gedächtnis und Aufmerksamkeit.
											Je mehr ich darüber erfahren habe,
											umso klarer wurde mir,
wie wirksam Bewegung ist.
											Das brachte mich schließlich zu der 
großen Entscheidung,
											meinen Forschungsschwerpunkt 
komplett neu auszurichten.
											Und jetzt, nach einigen Jahren
intensiver Forschungsarbeit,
											bin ich zu folgendem Schluss gekommen:
											Bewegung ist das effektivste Mittel,

											um das Gehirn positiv zu verändern.
											Dafür gibt es drei Gründe.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											Number one: it has
immediate effects on your brain.
											A single workout that you do
											will immediately increase
levels of neurotransmitters
											like dopamine, serotonin
and noradrenaline.
											That is going to increase your mood
right after that workout,
											exactly what I was feeling.
											My lab showed that a single workout
											can improve your ability
to shift and focus attention,
											and that focus improvement
will last for at least two hours.
											And finally, studies have shown
											that a single workout
will improve your reaction times
											which basically means
											that you are going to be faster
at catching that cup of Starbucks
											that falls off the counter,
											which is very, very important.
									","
											Bir: Beyninize anında etki ediyor.
											Tek bir spor antrenmanı
											dopamin, seratonin ve noradrenaline gibi
											nörotransmiterlerin düzeyini
anında yükseltiyor.
											Bu da antrenman sonrası
moralinizi arttırıyor,
											ben de aynen böyle hissediyordum.
											Çalışmalarım tek bir antrenmanın
											dikkati toplarlama ve odaklanma
yeteneğini ilerlettiğini
											ve bu odaklanmanın en az 2 saat
süreceğini gösterdi.
											Son olarak da çalışmalara göre,
											tek bir antrenman
reaksiyon sürenizi arttırıyor,
											bu da demek oluyor ki
											tezgahtan düşen o Starbucks bardağını
											çok daha hızlı yakalıyorsunuz,
											ki bu da çok, çok önemli bir şey.
									","
											Número uno: tiene efectos inmediatos
en el cerebro.
											Un solo ejercicio que uno realiza
											aumentará inmediatamente 
los niveles de neurotransmisores,
											como la dopamina, serotonina,
y noradrenalina.
											Esto incrementa el estado de ánimo
justo después del ejercicio,
											justo lo que yo estaba sintiendo.
											Mi equipo mostró que tan solo un ejercicio
											puede mejorar tu habilidad
de adaptación y concentración,
											y esa mejora en la concentración 
durará por lo menos dos horas.
											Finalmente los estudios mostraron
											que un solo ejercicio mejorará
tu tiempo de reacción
											lo que significa que
											tu serás la persona más rápida 
al recoger esa bebida de Starbucks
											que cae de la barra,
											lo cual es muy... muy importante.
									","
											A primeira: tem efeitos imediatos
no nosso cérebro.
											Um único treino
											irá aumentar de imediato
o nível de neurotransmissores
											como a dopamina, a serotonina
e a noradrenalina
											que vão melhorar o nosso humor
logo após um treino
											tal como eu estava a sentir.
											A minha pesquisa demonstrou
que um só treino
											pode melhorar a nossa capacidade
de mudar e focar a atenção
											e essa melhoria vai durar
pelo menos duas horas.
											Finalmente, estudos mostraram
											que um só treino vai melhorar
o nosso tempo de reação.
											O que significa
											que vamos apanhar
com mais rapidez
											aquela chávena de café
que ia cair ao chão.
											E isso é muito importante.
									","
											Erstens: Bewegung 
wirkt sofort auf das Gehirn.
											Schon eine einzige Trainingseinheit
											erhöht das Niveau von Neurotransmittern
											wie Dopamin, Serotonin und Noradrenalin.
											Direkt nach dem Training
führt dies zu einem Stimmungsanstieg,
											wie ich es erlebt habe.
											Mein Labor zeigte,
dass schon ein einzelnes Training
											die Aufmerksamkeitsleistung
verbessern kann
											und dass dieser Effekt
wenigstens zwei Stunden anhält.
											Studien haben zudem gezeigt,
											dass schon eine einzelne Trainingseinheit
die Reaktionszeiten verbessert.
											Das bedeutet,
											Sie können bei Starbucks den Becher,
der von der Theke fällt,
											schneller auffangen.
											Und das ist wirklich sehr wichtig.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Risos)
									","
											(Lachen)
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											But these immediate effects are transient,
they help you right after.
											What you have to do is do what I did,
											that is change your exercise regime,
increase your cardiorespiratory function,
											to get the long-lasting effects.
											And these effects are long-lasting
											because exercise actually
changes the brain's anatomy,
											physiology and function.
											Let's start with my favorite
brain area, the hippocampus.
											The hippocampus —
											or exercise actually
produces brand new brain cells,
											new brain cells in the hippocampus,
that actually increase its volume,
											as well as improve
your long-term memory, OK?
											And that including in you and me.
									","
											Ancak bu hızlı etkiler geçici,
spor sonrasına yardım ediyorlar.
											Benim yaptığımı yapmanız gerek,
											uzun süreli etkiler için
spor düzeninizi değiştirip
											kardiyorespiratuvar 
fonksiyonunuzu arttırın.
											Bu etkilerin uzun süreli olmasının nedeni,
											sporun aslında beynin
anatomisini, fizyolojisini
											ve fonksiyonunu değiştirmesi.
											Beynin en sevdiğim bölümü olan
hipokampüs ile başlayalım.
											Hipokampüs
											veya spor aslında 
yeni beyin hücreleri üretiyor,
											hipokampüsteki bu yeni beyin hücreleri
hacmi de arttırıyor
											ve uzun süreli hafızayı ilerletiyor.
											Bu sizi de beni de kapsıyor.
									","
											Estos efectos inmediatos son efímeros,
te ayudan al instante.
											Deben hacer lo que hice yo,
											cambiar el régimen de ejercicio, 
incrementar la función cardiorrespiratoria
											para obtener los efectos a largo plazo.
											Estos efectos son a largo plazo
											debido a que el ejercicio cambia
la anatomía del cerebro,
											su psicología y función.
											Vamos a empezar con mi área 
favorita del cerebro: el hipocampo.
											El hipocampo...
											de hecho el ejercicio produce 
nuevas neuronas
											estas células en el hipocampo que 
ciertamente incrementan su volumen
											así como mejoran la memoria a largo plazo
											y eso nos incluye a Uds. y a mí.
									","
											Mas estes efeitos imediatos são breves.
											Há que fazer o que eu fiz.
											Mudar o regime de exercício
e aumentar a função cardiorrespiratória
											para obter efeitos a longo prazo.
											Estes efeitos são duradouros
											porque o exercício consegue
mudar a anatomia, a fisiologia
											e a função do cérebro.
											Comecemos com o hipocampo,
a minha parte favorita do cérebro.
											O hipocampo...
											Aliás, o exercício produz
novas células cerebrais.
											Novas células no hipocampo
que aumentam o seu volume
											e melhoram a memória a longo prazo.
											A vossa e a minha.
									","
											Aber diese sofortigen Effekte
zeigen sich nur direkt nach dem Training.
											Sie sollten es so machen wie ich:
											Ihre Bewegungsgewohnheiten ändern und 
Ihr Herz- und Atmungssystem stärken,
											wenn Sie langfristige Effekte wollen.
											Diese Effekte sind von Dauer,
											da Training die Anatomie, Physiologie
und Funktion des Gehirns verändert.
											Beginnen wir mit meiner Lieblingsregion
im Gehirn, dem Hippocampus.
											Der Hippocampus — Bewegung produziert
tatsächlich ganz neue Gehirnzellen
											im Hippocampus, die ihn vergrößern
											und das Langzeitgedächtnis verbessern.
											Das gilt für Sie wie für mich.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											Number two: the most common finding
in neuroscience studies,
											looking at effects of long-term exercise,
											is improved attention function
dependent on your prefrontal cortex.
											You not only get
better focus and attention,
											but the volume of the hippocampus
increases as well.
											And finally, you not only get
immediate effects of mood with exercise
											but those last for a long time.
											So you get long-lasting increases
in those good mood neurotransmitters.
									","
											İki: Nörobilim çalışmalarında 
uzun süreli sporun
											etkilerini inceleyen en yaygın bulgu
											prefrontal korteksinize bağlı olan
ilerlemiş dikkat fonksiyonu.
											Daha iyi odak ve dikkat 
sahibi olmakla birlikte
											hipokampüsün hacmini de 
arttırmış oluyorsunuz.
											Son olarak, sporla sadece
ruh hâlinde anında etkili sonuçlar değil,
											uzun süreli sonuçlar da alıyorsunuz.
											Yani iyi ruh hâli nörotransmiterlerinizi
uzun süreli arttırmış da oluyorsunuz.
									","
											Número dos: el estudio más común
en la neurociencia,
											observa los efectos 
del ejercicio a largo plazo,
											depende de la mejora en la atención 
o de la corteza prefrontal.
											No solo tendrán mejor 
concentración y atención
											sino que el volumen del hipocampo
también aumentará.
											Por último, no solo habrá efectos directos
en el estado de ánimo con el ejercicio
											estos durarán durante largo tiempo.
											Obtienen incrementos duraderos
en los neurotransmisores del buen ánimo.
									","
											Dois: o resultado mais comum
em estudos de neurociência
											sobre os efeitos
a longo prazo do exercício
											é a melhoria da função da atenção,
que depende do córtex pré-frontal.
											Não melhora apenas o foco e atenção
											mas também aumenta
o volume do hipocampo.
											Finalmente, o exercício não só
tem efeitos imediatos na disposição
											como estes também duram muito tempo.
											Por isso há melhorias duradouras
de neurotransmissores de bom humor.
									","
											Zweitens: Der häufigste Befund
in neurowissenschaftlichen Studien
											zu den Effekten langfristigen Trainings
											ist eine verbesserte Aufmerksamkeit,
was auf dem präfrontalen Kortex beruht.
											Sie werden nicht nur
konzentrierter und aufmerksamer,
											sondern das Volumen des
Hippocampus nimmt ebenso zu.
											Schließlich bewirkt Training nicht nur
kurzfristige Stimmungseffekte,
											sondern diese halten auch lange an.
											Die Neurotransmitter für eine gute
Stimmung erhöhen sich langfristig.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											But really, the most transformative thing
that exercise will do
											is its protective effects on your brain.
											Here you can think
about the brain like a muscle.
											The more you're working out,
											the bigger and stronger your hippocampus
and prefrontal cortex gets.
											Why is that important?
											Because the prefrontal cortex
and the hippocampus
											are the two areas that are most
susceptible to neurodegenerative diseases
											and normal cognitive decline in aging.
											So with increased exercise
over your lifetime,
											you're not going to cure
dementia or Alzheimer's disease,
											but what you're going to do
is you're going to create
											the strongest, biggest hippocampus
and prefrontal cortex
											so it takes longer for these diseases
to actually have an effect.
											You can think of exercise, therefore,
											as a supercharged 401K for your brain, OK?
											And it's even better, because it's free.
									","
											Yine de sporun yapacağı en etkili şey
											beyninizi koruyucu şekilde etkilemesi.
											Beyni bir kas olarak düşünebilirsiniz.
											Ne kadar spor yaparsanız
											hipokampüs ve prefrontal korteksiniz
o kadar büyük ve güçlü olacaktır.
											Bu neden mi önemli?
											Çünkü prefrontal korteks ve hipokampüs
											nörodejeneratif hastalıklara
ve yaşla ilişkili bilişsel zayıflamaya
											karşı en savunmasız iki bölge.
											Hayatınız boyunca spor yaparak
											bunamayı veya Alzheimer'ı 
tedavi etmeyeceksiniz
											ama çok güçlü 
ve çok büyük bir hipokampüs
											ve prefrontal korteks 
yaratmış olacaksınız,
											böylece bu hastalıkların etki göstermesi
çok daha fazla zaman alacak.
											Yani sporu beyniniz için
											harika bir emeklilik fonu
yatırımı olarak düşünebilirsiniz.
											Hatta daha da iyi çünkü ücretsiz.
									","
											Realmente la cosa más transformadora
que logra el ejercicio
											son los efectos en el cerebro.
											Pueden ver al cerebro como un músculo,
											entre más lo ejerciten
											más grande y fuerte el hipocampo
y la corteza prefrontal se volverán.
											¿Por qué es importante?
											Porque la corteza prefrontal
y el hipocampo
											son las dos áreas más susceptibles 
a enfermedades neurodegenerativas
											y a un declive normal cognitivo
debido al envejecimiento.
											Al aumentar el ejercicio durante sus vidas
											no solo previenen 
la demencia o el Alzheimer
											sino que crearán
											los hipocampos y cortezas prefrontales
más fuertes y grandes.
											De hecho, les toma más tiempo 
surgir a estas enfermedades.
											Pueden ver al ejercicio
											como un plan de retiro para el cerebro
											y es aún mejor, ya que es gratis.
									","
											Na verdade, o fator mais
transformador do exercício
											são os efeitos protetores no cérebro.
											Podemos pensar no cérebro
como um músculo.
											Quanto mais o exercitarmos
											maiores e mais fortes serão
o hipocampo e córtex pré-frontal.
											Porque é isso importante?
											Porque o córtex pré-frontal e o hipocampo
											são as duas áreas mais suscetíveis
a doenças neurodegenerativas
											e ao declínio cognitivo associado à idade.
											Com maior prática de exercício
durante a vida
											não vamos curar a demência
nem a doença de Alzheimer.
											Mas vamos criar um hipocampo
											e um córtex pré-frontal mais fortes
											para que estas doenças
tenham um efeito mais tardio.
											Podemos pensar no exercício
											como uma conta poupança-reforma
recheada para o cérebro.
											Mas ainda melhor, porque é grátis.
									","
											Doch die wesentlichste Veränderung,
die Bewegung bewirkt,
											ist der Schutzeffekt für Ihr Gehirn.
											Stellen Sie sich das Gehirn 
dabei wie einen Muskel vor.
											Je mehr Sie trainieren,
											desto größer und stärker werden Ihr 
Hippocampus und der präfrontale Cortex.
											Warum ist das wichtig?
											Weil der präfrontale Cortex 
und der Hippocampus
											am anfälligsten für
neurodegenerative Krankheiten
											und den normalen altersbedingten
Abbau kognitiver Fähigkeiten sind.
											Mit mehr Bewegung in Ihrem Leben
											werden Sie Demenz oder Alzheimer
zwar nicht heilen können.
											Doch Sie werden damit
											Hippocampus und präfrontalen Cortex 
erheblich vergrößern und stärken,
											sodass mehr Zeit bleibt, bis diese
Krankheiten tatsächlich Effekte zeigen.
											Deshalb könnte man Bewegung
											als ultimative Altersvorsorge
für Ihr Gehirn bezeichnen.
											Und das sogar noch kostenlos.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											So this is the point in the talk
where everybody says,
											""That sounds so interesting, Wendy,
											but I really will only
want to know one thing.
											And that is, just tell me
the minimum amount of exercise
											I need to get all these changes.""
									","
											Şimdi herkesin o malum soruyu
sorduğu kısma geldik,
											''Bu gerçekten çok ilginç, Wendy,
											ama ben tek bir şeyi bilmek istiyorum.
											Lütfen bana tüm bu değişikliklerden
faydalanmak için en az ne kadar
											spor yapmam gerektiğini söyle.''
									","
											Este es el momento en la charla 
en el que todos dicen...
											""Esto suena muy interesante, Wendy
											pero yo solo quiero saber una cosa.
											Y es que me digas cuál es la 
cantidad mínima de ejercicio
											que necesito para obtener
todos esos cambios"".
									","
											É nesta altura que todos dizem:
											""Parece muito interessante, Wendy,
											""mas só quero saber uma coisa.
											""Diga-me qual é o mínimo de exercício
											""necessário para obter estas mudanças.""
									","
											An dieser Stelle des Vortrags
werde ich oft gefragt:
											""Wendy, das ist sehr interessant,
											jetzt möchte ich nur noch wissen,
											wie viel Bewegung ich mindestens brauche,
											um das alles zu erreichen"".
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Risos)
									","
											(Lachen)
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
