en,tr,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
											When I go to places like this, which are paleontological sites,
											it's like going to a game park, an extinct game park.
											But what you find are not the human remains,
											such as Selam and Lucy, on a day-to-day basis.
											You find elephants, rhinos, monkeys, pigs, etc.
											But you could ask, how could these large mammals
											live in this desert environment?
											Of course, they cannot, but I'm telling you already
											that the environment and the carrying capacity
											of this region was drastically different from what we have today.
											A very important environmental lesson could be learned from this.
											Anyway, once we made it there, then it's a game park, as I said, an extinct game park.
											And our ancestors lived in that game park,
											but were just the minorities. They were not as successful
											and as widespread as the Homo sapiens that we are.
									","
											Bunun gibi alanlara gitmek, paleontolojik alanlara,
											bir oyun parkına gitmek gibi, soyu tükenmiş bi oyun parkı.
											Ancak, bir günlük bazda, bulduğunuz şeyler
											Selam ve Lucy gibi, insan kalıntıları değildir.
											Filler, gergedanlar, maymunlar, domuzlar bulursunuz.
											Ve ""bu büyük memeliler
											nasıl oldu da bu çöl ikliminde yaşayabildiler?"" diye sorabilirsiniz.
											Tabiki de yaşayamazlar, size zaten diyorum ki
											bölgenin iklimi ve taşıma kapasitesi bugünkünden
											keskin bir şekilde farklıydı.
											Bundan çok önemli bir çevre dersi öğrenilebilir.
											Herneyse, bir kez oraya vardığımızda, orası bir oyun parkıydı, dediğim gibi, soyu tükenmiş bir oyun parkı.
											Ve bizim atalarımız o parkta yaşadı,
											ancak onlar sadece azınlıklardı. Biz Homo sapiens kadar
											başarılı ve yaygın değillerdi.
									","
											Lorsque je me rends à des endroits comme celui-ci, sur ces sites paléontologiques,
											c'est comme d'aller dans une réserve animale, une réserve d'animaux disparus.
											Mais ce que vous y trouvez ce ne sont pas des restes humains,
											comme ceux de Selam et de Lucy, au quotidien.
											Vous trouvez des éléphants, des rhinocéros, des singes, des cochons, etc.
											Vous pourriez demander comment ces grands mammifères ont fait pour
											vivre dans cet environnement désertique?
											Bien sûr il ne le peuvent pas, mais je vous dis tout de suite
											que l'environnement et la capacité de cette région
											à supporter la vie était complètement différente de ce que nous avons aujourd'hui.
											Ceci peut nous donner une leçon très importante sur l'environnement.
											Donc, une fois que l'on est arrivé là, c'est une réserve, comme je l'ai dit — une réserve d'animaux éteints.
											Et nos ancêtres vivaient dans cette réserve animale,
											mais n'en représentaient qu'une minorité. Ils ne réussisaient pas aussi bien
											et n'étaient pas aussi répandus que l'Homo sapiens que nous sommes.
									","
											Wenn man paläontologische Ausgrabungsstätten wie diese aufsucht,
											ist es, als würde man einen Wildpark voller ausgestorbener Arten besuchen.
											Denn man findet menschliche Überreste
											wie die von Selam oder Lucy nicht gerade alle paar Tage.
											Man findet Elefanten, Nashörner, Affen, Schweine usw.
											Vielleicht fragen Sie sich jetzt, wie diese großen Säugetiere
											in der Wüste überleben konnten.
											Natürlich können sie das nicht,
											aber die Umgebung sah damals völlig anders aus als heute
											und bot einen ganz anderen Lebensraum.
											Umwelttechnisch können wir sehr viel davon lernen.
											Aber wie gesagt, diese Gegend ist wie ein Wildpark voller ausgestorbener Arten.
											Unsere Vorfahren haben in diesem Wildpark gelebt,
											aber sie waren in der Minderheit. Sie waren nicht so erfolgreich
											oder weit verbreitet wie unsere Art, Homo Sapiens.
									","
											Quando vou a locais como este,
que são sítios paleontológicos,
											é como ir a uma reserva de caça,
uma reserva de caça extinta.
											Mas não encontramos
restos de seres humanos,
											como os de Selam e de Lucy,
todos os dias.
											Encontramos elefantes,
rinocerontes, macacos, porcos, etc.
											Mas podem perguntar: Como é
que esses grandes mamíferos
											conseguiam viver neste ambiente desértico?
											Claro que não podiam, mas digo-vos já
											que o ambiente e a capacidade
de sustento desta região
											era radicalmente diferente
do que existe hoje.
											Com isto, podemos aprender
uma importante lição ambiental.
											Adiante, quando lá chegámos,
parecia uma reserva de caça extinta.
											E os nossos antepassados
viviam nesta reserva de caça
											mas eram apenas uma minoria.
											Não tiveram tanto êxito
nem se espalharam tanto,
											como o Homo sapiens que somos.
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
											To tell you just an example, an anecdote about their rarity,
											I was going to this place every year and would do fieldwork here,
											and the assistants, of course, helped me do the surveys.
											They would find a bone and tell me, ""Here is what you're looking for.""
											I would say, ""No, that's an elephant.""
											Again, another one, ""That's a monkey."" ""That's a pig,"" etc.
											So one of my assistants, who never went to school, said to me, ""Listen, Zeray.
											You either don't know what you're looking for,
											or you're looking in the wrong place,"" he said.
											(Laughter)
											And I said, ""Why?"" ""Because there were elephants and lions,
											and the people were scared and went somewhere else.
											Let's go somewhere else.""
											Well, he was very tired, and it's really tiring.
									","
											Size bir örnek vereyim, onların nadirliği hakkında bir anekdot,
											her yıl bu bölgeye gider ve burada arazi çalışmaları yapardım,
											ve tabi ki asistanlar bana anketleri yapmamda yardım ederdi.
											Onlar bir kemik bulur ve bana ""İşte, aradığınız şey burda!"" derlerdi.
											Ben de "" hayır, o bir fil"" derdim.
											Tekrar, bir başkası, ""O bir maymun."" ""O bir domuz,"" vb.
											Asistanlarımdan hiç okula gitmeyen biri bana ""Bak Zeray.
											Ya sen ne aradığını bilmiyorsun,
											ya da yanlış yere bakıyorsun."" dedi.
											(Gülüşmeler)
											Ve ben de dedim ki, ""Neden?"" ""Çünkü filler ve aslanlar vardı,
											o insanlar korktu ve başka bir yere gitti.
											Hadi başka bir yere gidelim.""
											Evet, o çok yorgundu, ve iş gerçekten yorucuydu.
									","
											Pour vous donner un exemple, une anecdote sur leur rareté,
											j'allais à cet endroit chaque année et je travaillais sur le terrain,
											et les assistants, bien sûr, m'aidaient à faire les fouilles.
											Ils trouvaient un os et me disaient: ""voilà ce que vous cherchez"".
											Je répondais: ""Non, c'est un éléphant"".
											Puis un autre — ""C'est un singe"", ""c'est un cochon"", etc.
											Alors un de mes assistants, qui n'est jamais allé à l'école, m'a dit: ""Ecoute, Zeray.
											Soit tu ne sais pas ce que tu cherches,
											soit tu ne cherches pas au bon endroit"".
											(Rires)
											Et j'ai demandé: ""Pourquoi?"". ""Parce qu'il y avait des éléphants et des lions,
											et les gens ont eu peur et sont allés ailleurs.
											Allons ailleurs"".
											Il était très fatigué, et c'est vraiment fatigant.
									","
											Ich möchte Ihnen mit einer Anekdote verdeutlichen, wie selten sie eigentlich waren.
											Ich fuhr jedes Jahr dorthin und leistete Feldarbeit,
											und die Assistenten halfen mir natürlich bei der Begutachtung.
											Wenn sie einen Knochen fanden, sagten sie: ""Danach suchst du.""
											Und ich sagte dann: ""Nein, das ist ein Elefant.""
											Und der nächste: ""Das ist ein Affe"", ""Das ist ein Schwein"", usw.
											Also sagte einer meiner Assistenten, der nie zur Schule gegangen war, zu mir:
											""Hör mal Zeray. Entweder, du weißt nicht, wonach du suchst,
											oder du suchst an der falschen Stelle.""
											(Lachen)
											Und ich fragte: ""Wieso?"" ""Weil es hier Elefanten und Löwen gab,
											und die Leute Angst bekamen und woanders hingingen.
											Suchen wir woanders weiter.""
											Na ja, er war sehr müde und es ist eine ermüdende Arbeit.
									","
											Eu vou dar-vos um exemplo, 
uma história sobre a sua raridade.
											Eu ia a este local todos os anos
e fazia ali trabalho de campo.
											Os assistentes ajudavam-me
a fazer os levantamentos.
											Encontravam um osso:
""É isto que procuras?""
											""Não, isso é de um elefante"".
											E outro. ""Isso é de um macaco"".
""Isso é de um porco"", etc.
											Um dos meus assistentes disse-me um dia:
											""Ouve, Zeray, ou não sabes
do que andas à procura,
											""ou estás a procurar no sítio errado"".
											(Risos)
											E eu: ""Porquê?""
											""Porque havia elefantes e leões
e as pessoas tiveram medo e fugiram.
											""Vamos para outro sítio qualquer"".
											Ele estava muito cansado
e é realmente muito cansativo.
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
											It was then, after such hard work and many frustrating years that we found Selam,
											and you see the face here covered by sandstone.
											And here is actually the spinal column
											and the whole torso encased in a sandstone block,
											because she was buried by a river.
											What you have here seems to be nothing,
											but contains an incredible amount of scientific information
											that helps us explore what makes us human.
											This is the earliest and most complete juvenile human ancestor
											ever found in the history of paleoanthropology,
											an amazing piece of our long, long history.
											There were these three people and me, and I am taking the pictures,
											that's why I am not in.
									","
											Selam'ı buluşumuz zor işlerden ve sinir bozucu bir çok yıldan sonraydı,
											burda onun kumtaşıyla kaplanmış yüzünü görüyorsunuz.
											ve burası onun bel kemiği/omurgası
											ve tüm gövdesi bir kumtaşı bloğuyla kaplanmıştı,
											çünkü o, bir nehir tarafından gömülmüştü.
											Buradaki şey size hiç bir şey gibi görünebilir,
											ancak bizi neyin insan yaptığını keşfetmemizi sağlayacak
											inanılmaz derecede çok bilimsel bilgi içerir.
											Bu, paleoantropolojinin tarihinde bulunan en eski
											ve en eksiksiz genç insan atasıdır,
											bizim uzun uzun hikayemizin inanılmaz bir parçası.
											Burada bu üç kişi ve ben vardık, ben fotoğrafları çekiyordum,
											bu yüzden fotoğrafta yokum.
									","
											C'est après ce travail dur et de nombreuses années frustrantes que nous avons trouvé Selam,
											et vous voyez ici la figure recouverte de grès.
											Là on voit la colonne vertébrale
											ainsi que l'ensemble du torse pris dans un bloc de grès,
											parce qu'elle était enterrée près d'une rivière.
											Ce que vous voyez ici n'a l'air de rien,
											mais contient en fait une quantité incroyable d'informations scientifiques
											qui nous aident à étudier ce qui constitue notre humanité.
											C'est le plus ancien et le plus complet ancêtre humain juvénile
											jamais trouvé dans l'histoire de la paléoanthropologie —
											un témoin incroyable de notre longue, longue histoire.
											Il y avait ces trois personnes plus moi et c'est moi qui prends les photos,
											c'est pourquoi je ne suis pas dessus.
									","
											Doch dann, nach so viel schwerer Arbeit und vielen frustrierenden Jahren, fanden wir Selam,
											und Sie sehen hier das Gesicht von Sandstein verdeckt.
											Und hier ist die Wirbelsäule
											und der ganze Rumpf, die in einem Sandsteinblock stecken,
											denn sie war von einem Fluss begraben.
											Hier haben wir etwas, das nach nichts aussieht,
											aber eine unglaubliche Menge wissenschaftlicher Informationen enthält,
											die uns helfen, zu erkunden, was die Menschen ausmacht.
											Das ist der früheste und vollständigste jugendliche menschliche Vorfahre,
											der je in der Geschichte der Paläoanthrolopogie gefunden wurde,
											ein faszinierender Teil unserer langen, langen Geschichte.
											Da waren diese drei Leute und ich, und ich mache die Fotos,
											daher bin ich nicht zu sehen.
									","
											Foi então que, ao fim de anos
de muito trabalho e muita frustração
											encontrámos Selam.
											Vemos aqui o rosto dela
tapado por arenito.
											Esta é a coluna vertebral
											e todo o tronco está envolvido
num bloco de arenito
											porque ela foi enterrada
perto de um rio.
											O que veem aqui
não parece nada de especial
											mas contém uma quantidade
incrível de informações
											que nos ajudam a explorar
o que nos torna humanos.
											Este é o jovem antepassado humano
mais antigo e mais completo
											que se encontrou na história
da paleoantropologia,
											uma peça espantosa
da nossa longa história.
											Estavam lá estas três pessoas e eu

											e fui eu que tirei as fotografias,
por isso é que não apareço.
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
											How would you feel if you were me? You have something extraordinary in your hand,
											but you are in the middle of nowhere?
											The feeling I had was a deep and quiet happiness and excitement,
											of course accompanied by a huge sense of responsibility,
											of making sure everything is safe.
									","
											Benim yerimde olsanız nasıl hissederdiniz? Elinizde sıradışı bir şey var,
											ama siz hiç bir yerin ortasındasınız?
											Hissettiğim şey derin ve sessiz bir mutluluk ve heyecandı,
											tabiki büyük bir sorumluluk hissiyle birlikte,
											herşeyin güvende olduğundan emin oluyordum.
									","
											Que ressentiriez-vous à ma place, avec quelque chose d'extraordinaire entre vos mains,
											et vous êtes au beau milieu de nulle part?
											Je ressentais un bonheur profond et calme et de l'excitation,
											avec en plus un sentiment énorme de responsabilité,
											pour être sûr que tout était bien protégé.
									","
											Wie würden Sie sich an meiner Stelle fühlen? Sie haben etwas Außerordentliches vor sich,
											aber Sie sind in der Mitte des Nirgendwo?
											In mir war ein Gefühl tiefer, ruhiger Entspannung und Erfüllung,
											natürlich begleitet von einem riesigen Verantwortungsgefühl,
											dafür zu sorgen, dass alles sicher war.
									","
											Como se sentiriam
se estivessem no meu lugar?
											Temos uma coisa extraordinária nas mãos
e estamos no meio de nada.
											A sensação que tive foi uma felicidade
profunda e calma e uma grande excitação,
											acompanhadas por um enorme
sentido de responsabilidade.
											de garantir que tudo estava em segurança.
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
											Here is a close-up of the fossil, after five years of cleaning,
											preparation and description, which was very long,
											as I had to expose the bones from the sandstone block
											I just showed you in the previous slide.
											It took five years.
											In a way, this was like the second birth for the child, after 3.3 million years,
											but the labor was very long.
											And here is full scale — it's a tiny bone.
											And in the middle is the minister of Ethiopian tourism,
											who came to visit the National Museum of Ethiopia while I was working there.
											And you see me worried and trying to protect my child,
											because you don't leave anyone with this kind of child,
											even a minister.
									","
											Bu, fosilin 5 yıllık temizlemeden sonraki bir yakın çekimidir,
											hazırlanma ve tanımlama, ki çok uzun sürdü,
											kemikleri kumtaşı bloklarından çıkarmak zorundaydım
											bir önceki slaytta gösterdim.
											Bu işlem 5 yıl sürdü.
											Bir bakıma, bu, çocuğun 3.3 milyon yıl sonra ikinci doğuşu gibiydi,
											ama iş çok uzundu.
											ve bu tam bir görünüş — o küçük bir kemik.
											Ve ortasında, Etiyopya turizm bakanı
											ben orda çalışırken Etiyopya Milli Müze'sini ziyarete geldi.
											Ve endişeli ve çocuğunu korumaya çalışan beni görüyorsunuz,
											çünkü bu tarz bir çocukla kimseyi yalnız bırakmazsınız,
											bir bakanı bile.
									","
											Voici un gros plan du fossile après cinq années de nettoyage,
											de préparation et de description —ce qui a été très long.
											j'ai du sortir les os du bloc de grès
											que je vous ai montré dans la dispositive précédente.
											Cela a pris cinq ans.
											D'une certaine manière, c'est comme une seconde naissance pour cette enfant après 3,3 million d'années,
											mais l'accouchement a été très long.
											Et le voici à taille normale — c'est un tout petit os.
											Au milieu se trouve le ministre du tourisme éthiopien,
											venu rendre visite au musée national d'Ethiopie au moment où j'y travaillais.
											Vous me voyez inquiet, essayant de protéger mon enfant,
											parce vous ne confiez ce genre d'enfant à personne,
											même pas à un ministre.
									","
											Hier ist eine Nahaufnahme des Fossils nach fünf Jahren des Säuberns,
											der Aufbereitung und Beschreibung, die sehr lang war.
											Ich musste die Knochen aus dem Sandsteinblock holen,
											den ich Ihnen in der vorigen Folie gezeigt habe.
											Es dauerte fünf Jahre.
											Es war, als würde das Kind nach 3,3 Millionen Jahren noch einmal geboren,
											aber der Geburtsvorgang dauerte sehr lang.
											Und hier in ganzer Pracht – es ist ein winziger Knochen.
											Und in der Mitte steht der Minister für äthiopischen Tourismus,
											der zu Besuch ins Nationalmuseum Äthiopiens kam, als ich dort arbeitete.
											Und ich sehe sorgenvoll aus und versuche mein Kind zu schützen,
											denn mit so einem Kind lässt man niemanden allein,
											selbst einen Minister nicht.
									","
											Este é um grande plano do fóssil,
depois de cinco anos de limpeza,
											de preparação e de descrição.
											Demorou tanto tempo porque eu tinha
que tirar os ossos do bloco de arenito
											como mostrei no diapositivo anterior.
											Demorou cinco anos.
											De certa forma, foi como o segundo
nascimento para a criança,
											ao fim de 3,3 milhões de anos,
											mas o trabalho foi muito demorado.
											Isto é em tamanho real — é um ossinho.
											No meio está o ministro
do turismo da Etiópia,
											que foi ao Museu Nacional da Etiópia
quando eu estava lá a trabalhar.
											Veem-me preocupado a tentar
proteger a minha criança,
											porque não se deixa ninguém
com uma criança dessas,
											mesmo que seja ministro.
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
											So then, once you've done that, the next stage is to know what it is.
											(Laughter)
											Once that was done, then it was possible to compare.
											We were able to tell that she belonged
											to the human family tree because the legs, the foot,
											and some features clearly showed that she walked upright,
											and upright walking is a hallmark in humanity.
											But in addition, if you compare the skull
											with a comparably aged chimpanzee and little George Bush here,
											you see that you have vertical forehead.
											And you see that in humans, because of the development
											of the pre-frontal cortex, it's called.
											You don't see that in chimpanzees,
											and you don't see this very projecting canine.
											So she belongs to our family tree, but within that, of course,
											you do detailed analysis, and we know now
											that she belongs to the Lucy species,
											known as Australopithecus afarensis.
									","
											Şu halde, bunu bitirdiğinizde, sonraki aşama bunun ne olduğunu bilmektir.
											(Gülüşmeler)
											Bittiğinde kıyaslama yapmak mümkündü.
											Söyleyebiliriz ki o,
											insan ailesine aittir çünkü bacakları ve ayakları
											ve bazı özellikleri açıkça gösteriyor ki o dik olarak yürümüş,
											ve dik yürüyüş insanlıkta ayırıcı bir özelliktir.
											Fakat ek olarak, eğer kafatasını
											benzer yaşlarda bir şempanzeyle kıyaslarsanız ve küçük Geoerge Bush burda,
											göreceksiniz ki dikey bir alna sahipsiniz.
											Ve bunu insanlarda göreceksiniz, prefrontal korteksin
											gelişimi sebebiyle, diye adlandırılır.
											Bunu şempanzelerde görmezsiniz,
											ve bu çıkık köpek dişini görmezsiniz.
											Yani o bizim aile ağacımıza ait,ancak bununla birlikte, tabi ki,
											detaylı analizler yaparsınız ve şu an biliyoruz ki
											o Australopithecus afarensis olarak bilinen
											Lucy türüne ait.
									","
											Alors une fois que vous avez fait cela, l'étape d'après consiste à déterminer de quoi il s'agit.
											(Rires)
											Une fois cela fait, il a été possible de faire des comparaisons.
											Nous avons pu déterminer qu'elle appartenait
											à la famille humaine parce que les jambes, le pied,
											et quelques autres traits montraient clairement qu'elle était bipède,
											et le bipédisme est une caractéristique majeure de l'humanité.
											De plus, si vous comparez le crâne
											à celui d'un chimpanzé d'âge similaire et au petit George Bush ici,
											vous voyez que vous avez un front vertical,
											et vous voyez que chez les humains, à cause du développement
											du cortex pré-frontal, qui s'appelle —
											vous ne voyez pas cela chez les chimpanzés,
											et vous ne voyez pas non plus ces canines saillantes.
											Elle fait donc partie de nos ancêtres, mais au-delà de cela, bien sûr,
											vous faites une analyse détaillée et nous savons maintenant
											qu'elle fait partie de la même espèce que Lucy,
											connue sous le nom d'Australopithèque afarensis.
									","
											Und wenn man so weit ist, ist die nächste Stufe, herauszufinden, was es ist.
											(Lachen)
											Sobald das erledigt war, konnte man Vergleiche anstellen.
											Wir konnten sagen, dass sie dem menschlichen Stammbaum angehört,
											weil die Beine, die Füße und einige weitere Merkmale
											darauf hinwiesen, dass sie aufrecht gelaufen war,
											und der aufrechte Gang ist ein Kennzeichen der Menschen.
											Aber vergleicht man dann noch den Schädel
											mit einem ähnlich gealterten Schimpansen und dem kleinen George Bush hier,
											sieht man die vertikale Stirn.
											Und das kennt man von Menschen, wegen der Entwicklung
											des so genannten präfrontalen Kortex.
											Man sieht das bei Schimpansen nicht,
											und man sieht nicht diesen sehr hervorstehenden Eckzahn.
											Sie gehört also in unsere Abstammungslinie, aber dann
											beginnt man mit detaillierter Analyse, und jetzt wissen wir,
											dass sie derselben Spezies wie Lucy angehört,
											die man als Australopithecus afarensis kennt.
									","
											Depois de fazer tudo aquilo,
a etapa seguinte é saber o que é.
											(Risos)
											Depois de fazer tudo aquilo,
já era possível comparar.
											Pudemos dizer que ela pertencia
											à árvore da família humana,
porque as pernas, os pés,
											e algumas características mostravam
nitidamente que ela andava ereta.
											Andar ereto é uma marca de referência
da humanidade.
											Mas, além disso, se compararmos o crânio
											com o de um chimpanzé da mesma idade,
como o pequeno George Bush aqui,
											vemos que tem uma testa vertical.
											Vemos isso nos seres humanos,
											por causa do desenvolvimento
do córtex pré-frontal,
											Não vemos isso nos chimpanzés.
											nem vemos estes caninos salientes.
											Portanto, ela pertence
à nossa árvore familiar,
											mas também fizemos análises pormenorizadas
											e sabemos hoje que ela pertence
à espécie de Lucy,
											conhecida por Australopithecus afarensis.
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
											The next exciting question is, girl or boy?
											And how old was she when she died?
											You can determine the sex of the individual
											based on the size of the teeth.
											How?
											You know, in primates, there is this phenomenon
											called sexual dimorphism, which simply means
											males are larger than females and males have larger teeth
											than the females.
											But to do that, you need the permanent dentition,
											which you don't see here, because what you have here
											are the baby teeth.
											But using the CT scanning technology,
											which is normally used for medical purposes,
											you can go deep into the mouth and come up with this beautiful image
											showing you both the baby teeth here
											and the still-growing adult teeth here.
											So when you measure those teeth,
											it was clear that she turned out to be a girl
											with very small canine teeth.
											And to know how old she was when she died, what you do is
											you do an informed estimate, and you say, how much time would be required
											to form this amount of teeth, and the answer was three.
											So, this girl died when she was about three,
											3.3 million years ago.
									","
											Sonraki heyecanlı soru ise o kız mı oğlan mı?
											ve öldüğünde kaç yaşındaydı?
											Bireyin cinsiyetini diş boyutuna göre
											belirleyebilirsiniz.
											Nasıl?
											Biliyorsunuz ki primatlarda
											seksüel çift şekillilik olayı vardır, bu basitçe şu anlama gelir
											erkekler dişilerden daha büyüktür ve erkekler dişilerden
											daha büyük dişlere sahiptir.
											ancak bunu yapmak için kalıcı bir diş yapısına ihtiyacınız var,
											ki onu burada göremiyorsunuz, çünkü burda olanlar
											bebek dişleridir.
											Ancak normalde medikal amaçlar için kullanılan
											CT tarama tekniğini kullanarak
											ağzın içine doğru derinlere gidebilir ve size bebek dişini
											ve burdaki büyümekte olan yetişkin dişini
											gösteren bu güzel fotoğrafı elde edersiniz.
											Bu dişleri ölçtüğünüzde,
											bir kız olmaya koyulduğunu çok küçük olan
											bu köpek dişiyle görürsünüz.
											Ve öldüğünde kaç yaşında olduğunu öğrenmek için yapacağınız şey
											bilgili bir tahmin yaparsınız ve dersiniz, bu miktardaki dişin oluşumu için
											ne kadar zaman gerekirdi, ve cevap 3.
											Yani, bu kız 3.3 milyon yıl önce
											üç yaşlarındayken öldü.
									","
											La question brûlante d'après est de déterminer s'il s'agit d'une fille ou d'un garçon,
											et à quel âge elle est morte.
											Vous pouvez déterminer le genre d'un individu
											en vous basant sur la taille des dents.
											Comment?
											Vous savez,chez les primates, il y a un phénomène
											appelé dimorphisme sexuel, ce qui veut tout simplement dire
											que les mâles sont plus grands que les femelles et ont de plus grandes dents
											qu'elles.
											Mais pour déterminer cela, vous devez voir la dentition permanente,
											que vous ne voyez pas parce que ce qui est apparent ici
											ce sont les dents de lait.
											Mais en utilisant la technologie du CT scan (tomodensitimétrie axiale) ,
											que l'on utilise habituellement en médecine,
											vous pouvez explorer la bouche et faire émerger cette magnifique image
											qui vous montre à la fois les dents de lait ici
											et les dents définitives encore en croissance, là.
											Lorsque vous mesurez ces dents,
											il est apparu clairement que c'était une fille
											avec de toutes petites canines.
											Pour déterminer à quel âge elle est morte,
											vous faites une estimation basées sur le temps qu'il faut
											à ces dents de lait pour sortir et la réponse a été trois ans.
											Cette fillette est donc morte aux environs de trois ans,
											il y a 3,3 millions d'années.
									","
											Die nächste aufregende Frage ist: Junge oder Mädchen?
											Und wie alt war sie, als sie starb?
											Man kann das Geschlecht des Individuums
											an der Größe der Zähne erkennen.
											Wie das?
											Bei Primaten gibt es dieses Phänomen
											namens Geschlechtsdimorphismus, und das bedeutet,
											dass Männchen größer sind als Weibchen, und ihre Zähne
											größer sind als die der Weibchen.
											Aber um das zu tun, braucht man das Dauergebiss,
											welches es hier nicht gibt, denn Selam
											hat nur die Milchzähne.
											Aber mittels CT-Scannern,
											die normalerweise für medizinische Zwecke eingesetzt werden,
											kann man einen tiefen Blick in den Mund werfen und erhält dieses schöne Bild,
											dass sowohl die Milchzähne zeigt,
											als auch das im Wachstum befindliche Dauergebiss.
											Als wir also diese Zähne maßen,
											wurde es klar, dass sie ein Mädchen
											mit sehr kleinen Eckzähnen war.
											Und um herauszufinden, wie alt sie an ihrem Tod war,
											schätzt man ab, wie lange es dauern würde,
											bis sich solche Zähne ausbilden, und die Antwort war drei.
											Dieses Mädchen starb also, als sie ungefähr drei war,
											vor 3,3 Millionen Jahren.
									","
											A outra pergunta excitante era:
rapariga ou rapaz?
											Que idade tinha quando morreu?
											Podemos determinar o sexo
de um indivíduo
											com base no tamanho dos dentes.
											Como?
											Nos primatas, há este fenómeno
											chamado dimorfismo sexual,
que significa
											que os machos são maiores que as fêmeas
											e têm dentes maiores que as fêmeas.
											Para isso, precisamos
de uma dentição permanente,
											que não temos aqui,
porque o que temos aqui
											é uma dentição de bebé.
											Usando a tecnologia da TAC
											que se usa habitualmente
para fins médicos,
											podemos aprofundar mais a boca
e obter esta bela imagem
											que mostra os dentes de bebé aqui
											e os dentes de adulto,
ainda em crescimento, aqui.
											Quando medimos estes dentes,
											tornou-se claro que devia ser
uma rapariga
											com dentes caninos muito pequenos.
											Para saber a idade que ela tinha
quando morreu,
											fizemos uma estimativa, pensando
em quanto tempo seria necessário
											para formar aquela quantidade
de dentes, e a resposta foi três.
											Esta rapariga morreu
quando tinha cerca de três anos,
											há 3,3 milhões de anos.
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
