en,es,pt,fr,tr,title,speaker,duration,tags
"
											Now, I wasn't really surprised,
											because that's an attitude
that I've seen continuously
											all my life as a theater maker.
											We are told that divine knowledge
comes down through the masculine,
											whether it be to the imam,
the priest, the rabbi, the holy man.
											Similarly, we're told that creative genius
resides in the masculine,
											that it is the masculine
											that will be able to tell us
about who we really are,
											that the masculine will tell
the universal story
											on behalf of all of us,
											whereas women artists will really
just talk about women's experiences,
											women's issues
only really relevant to women
											and of passing interest to men —
											and really only some men.
											And it's that conviction,
											that that we are taught,
											that I think colors so much
of whether we're prepared to believe
											that women's stories really matter.
											And unless we're prepared to believe
that women's stories really matter,
											then women's rights don't really matter,
											and then change can't really come.
									","
											No me sorprendió
											porque es una actitud 
que he visto constantemente
											toda mi vida como autora de teatro.
											Nos dicen que el conocimiento divino
baja en forma masculina,
											sea el imán, el sacerdote, el rabino,
el hombre divino.
											También nos dicen que el genio 
creativo reside en lo masculino,
											que lo masculino
											nos podrá decir lo que realmente somos,
											que lo masculino nos contará
la historia universal
											por parte de todos nosotros,
											mientras las mujeres artistas sólo
hablarán de experiencias femeninas,
											problemas de mujeres sólo relevantes
para ellas
											de ningún interés para los hombres —
											y quizá únicamente 
para algunos hombres.
											Esa convicción,
											se nos enseña,
											y eso determina mucho 
si estamos preparados para creer
											que las historias de las mujeres
realmente importan.
											A menos que estemos preparados 
para creerlo,
											los derechos de las mujeres 
no importan realmente,
											y el cambio no se puede dar.
									","
											Eu não estava realmente surpreendida,
											porque esta é uma atitude
que presencio constantemente,
											durante toda a vida
como diretora de teatro.
											Ensinam-nos que o conhecimento divino
nos vem através do masculino,
											Seja pelo imã, pelo sacerdote, 
pelo rabino, pelo homem santo.
											Similarmente, ensinam-nos que
os génios criativos residem no masculino,
											ou seja, é o homem
											que será capaz de nos dizer
quem realmente somos,
											é o homem que contará
a história universal,
											em nome de todos nós,
											enquanto que as mulheres artistas
apenas falam das suas experiências,
											dos problemas femininos,
só realmente relevantes para as mulheres
											e de interesse passageiro para os homens,
											e realmente apenas para alguns homens.
											É essa a convicção,
											que nos ensinam,
											que eu acho que ilustra bastante 
se estamos preparadas para acreditar,
											que as histórias contadas
por mulheres são importantes.
											Se não estivermos preparados
para acreditar que elas são importantes,
											os direitos das mulheres
também não são importantes
											e então não pode haver
uma verdadeira mudança.
									","
											Je n'étais pas vraiment surprise
											car c'est une attitude
que j'ai toujours connue
											dans ma vie de réalisatrice de théâtre.
											On nous dit que le savoir divin
descend dans le masculin,
											que ce soit l'imam, le prêtre,
le rabbin, le saint homme.
											De la même façon, on nous dit que
le génie créatif réside dans le masculin,
											que c'est le masculin
											qui pourra nous parler
de qui nous sommes vraiment,
											que le masculin racontera
l'histoire universelle,
											au nom de tous,
											alors que les femmes artistes ne parleront
que des expériences des femmes,
											des problèmes de femmes
ne concernant que les femmes,
											qui ne sont intéressants
que temporairement pour les hommes —
											et seulement quelques hommes.
											C'est cette conviction,
											celle qui nous est apprise,
											qui, à mon avis, est si révélateur
de ce que nous sommes prêts à croire
											quant à l'importance
des histoires des femmes.
											A moins que nous soyons prêts à croire
que les histoires des femmes importent,
											les droits des femmes importent peu
											et il ne peut y avoir de changement.
									","
											Şimdi, çok da fazla şaşırmadım.
											Bu, tiyatro ile uğraşan biri olarak
tüm hayatım boyunca
											sürekli karşılaştığım bir tavır.
											Bİze ilahi bilginin maskülen bir 
kaynaktan geldiği öğretilir.
											Bunu söyleyen bir imam, rahip,
haham veya kutsal adamdır.
											Benzer şekilde, yaratıcı dehanın da 
maskülen bir yerde bulunduğu söylenir.
											Bize gerçekten kim olduğumuzu
											söyleyebilecek şey maskülendir
											ve evrensel hikâyeyi hepimizin adına
											maskülen anlatacaktır.
											Kadın sanatçılar ise sadece
kadın deneyimlerinden bahseder,
											kadın sorunları 
sadece kadınları ilgilendirir
											ve erkeklerle tesadüfen bağlantılıdır -
											aslında, sadece bazı erkeklerle.
											Ve bu inanış,
											bize öğretilen bu şey;
											kadın hikâyelerinin gerçekten önemli
olduğuna inanmaya hazır olup
											olmadığımızı belirleyen budur.
											Yani, kadın hikâyelerinin gerçekten
önemli olduğuna inanmıyorsak,
											o zaman kadın hakları da pek
önemli değildir
											ve değişim de pek mümkün değildir.
									",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
","
","
","
","
",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
											I want to tell you
about two examples of stories
											that are thought to be
of universal importance:
											""E.T."" and ""Hamlet.""
									","
											Quiero contarles dos ejemplos 
de historias
											que creemos son 
de importancia universal:
											""E.T."" y ""Hamlet"".
									","
											Eu quero contar
dois exemplos de histórias,
											que são de importância universal:
											""E.T."" e ""Hamlet""
									","
											Je veux vous parler
de deux exemples d'histoires
											que l'on pense être
d'importance universelle :
											« E.T. » et « Hamlet ».
									","
											Size evrensel önemi olduğu düşünülen
											iki örnek hikâye anlatmak istiyorum;
											""E.T. ve Hamlet""
									",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
","
","
","
","
",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Rires)
									","
											(Gülüşmeler)
									",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
","
","
","
","
",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
											So I took my two children
when they were little —
											Caroline was eight and Robby was five —
											to see ""E.T.""
											And it's a fantastic story
of this little alien
											who ends up in an American family
											with a mum, two brothers and a sister,
											but he wants to go home.
											Not only that, but some
really bad scientists
											want to do some experiments on him,
											and they're looking for him.
											So the children have a plot.
											They decide they're going to take him
back to his spaceship
											as soon as they can,
											and they plop him in a bicycle basket,
											and off they ride.
											But unfortunately, the baddies
have found out, and they're catching up
											and they've got sirens
and they've got their guns,
											they've got the loud-hailers,
it's terribly frightening,
											and they're closing up on the children,
											and the children are never
going to make it.
											And then all of a sudden, magically,
the bikes fly up in the air,
											over the clouds,
											over the moon,
											and they're going to save ""E.T.""
									","
											Llevé a mis dos hijos cuando eran niños,
											Caroline tenía ocho y Robby cinco,
											a ver ""E.T.""
											Es una historia fantástica 
de un pequeño alien
											que termina con una familia
estadounidense
											con una mamá, dos hermanos 
y una hermana,
											pero él quiere irse a casa.
											No sólo eso, algunos científicos
malos
											quieren hacer experimentos en él,
											y lo andan buscando.
											Entonces los niños traman algo.
											Deciden llevarlo de vuelta 
a su nave espacial
											tan pronto como puedan.
											lo meten en una canasta 
de bicicleta,
											y se van.
											Desafortunadamente, los malos 
se enteran y los persiguen
											traen sirenas y armas,
											traen megáfonos, 
es aterrador,
											casi alcanzan a los niños,
											y parece que los niños 
no lo lograrán.
											Y de repente, mágicamente, 
las bicicletas vuelan en el aire,
											encima de las nubes,
											encima de la luna,
											y van a salvar a ""E.T.""
									","
											Eu levei os meu dois filhos pequenos,
											— Caroline tinha oito anos e Robby cinco —
											a ver o ""E.T.""
											É uma história fantástica 
desse pequeno extraterrestre,
											que acaba por morar
com uma família americana,
											com uma mãe, dois irmãos e uma irmã,
											mas quer voltar para casa.
											Também há uns cientistas malvados
											que querem fazer experiências com ele,
											e estão a tentar encontrá-lo.
											Mas as crianças têm um plano:
											Decidem levá-lo para a sua nave,
											o mais depressa possível.
											Colocam-no no cesto de uma bicicleta
e vão-se embora.
											Infelizmente, os vilões descobriram,
e estão a aproximar-se,
											têm sirenes, têm armas,
											têm megafones, é muito assustador,
											e estão a aproximar-se das crianças.
											As crianças nunca conseguirão escapar.
											Mas, de repente, como magia, 
as bicicletas começam a voar,
											sobre as nuvens,
											sobre a lua,
											e eles vão salvar o ET.
									","
											J'ai emmené mes deux enfants,
quand ils étaient petits —
											Caroline avait 8 ans et Robby 5 ans —
											voir « E.T. ».
											C'est l'histoire fantastique
de ce petit extraterrestre
											qui finit dans une famille américaine
											avec une mère, deux frères et une sœur,
											mais il veut rentrer à la maison.
											En plus de cela,
des scientifiques très méchants
											veulent faire des expériences sur lui
											et sont à sa recherche.
											Les enfants ont un plan.
											Ils ont décidé de le ramener
à son vaisseau spatial
											dès qu'ils le peuvent.
											Ils le mettent dans le panier d'un vélo
											et s'en vont.
											Malheureusement, les méchants
ont découvert cela et les rattrapent,
											ils ont des sirènes, des armes,
											des porte-voix très bruyants,
c'est très effrayant.
											Ils se rapprochent des enfants
											et les enfants ne s'en sortiront jamais.
											Puis, tout à coup, par magie,
le vélo s'envole,
											au-dessus des nuages,
											au-dessus de la Lune
											et ils vont sauver « E.T. ».
									","
											İki çocuğumu onlar küçükken-
											Caroline sekiz yaşındaydı, Robby beş-
											""E.T."" yi izlemeye götürdüm.
											Muhteşem bir hikâyedir. 
Bir anne, iki oğlan ve bir kızdan oluşan
											Amerikalı bir aileye yolu düşen
											fakat evine dönmek isteyen
											küçük bir uzaylıyı anlatır.
											Fakat iş burada bitmez,
birkaç kötü bilim adamı
											onun üzerinde bazı deneyler yapmak ister
											ve onu aramaktadırlar.
											Bu yüzden çocuklar bir plan yapar
											ve onu fazla oyalanmadan 
uzay gemisine geri götürmeye
											karar verirler.
											Onu bir bisiklet sepetine atıp
											pedallara asılırlar.
											Ama ne yazık ki kötü adamlar
onları bulur ve peşlerine düşer,
											sirenler çalar, silahlı adamlar gelir
											ve insanı çok korkutan
megafonlarla bağırıyorlardır,
											çocuklara yetişmeye başlarlar,
											çocuklar başaramayacak gibidir
											ama aniden bisikletler havalanır
ve sihirli bir şekilde bulutların üzerine,
											ayın üzerine doğru,
											uçmaya başlarlar,
											çocuklar ""E.T.""yi kurtarıyordur.
									",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
","
","
","
","
",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
											So I turn to see my children's faces,
											and Robby is enraptured,
he's there with them, he's saving E.T.,
											he's a happy boy.
											And I turn to Caroline,
and she's crying her eyes out.
											And I said, ""What's the matter?""
											And she said, ""Why can't I save E.T.?
Why can't I come?""
											And then all of a sudden I realized:
											they weren't children;
											they were boys —
											all boys.
											And Caroline, who had invested
so much in E.T.,
											well, she wasn't invited to save him,
											and she felt humiliated and spurned.
									","
											Volteo para ver las caras 
de mis hijos,
											y Robby está enajenado, está ahí
con ellos, salvando a ""E.T."",
											se ve feliz.
											Veo a Caroline, y está 
en un mar de llanto.
											Y le digo, ""¿Qué pasa?""
											Y dice, ""¿Por qué no puedo salvar
a E.T.? ¿Por qué no puedo ir?""
											De repente me doy cuenta:
											no había niños y niñas;
											eran varones —
											todos varones.
											Y Caroline, que puso tanto en E.T.,
											bueno, no la habían invitado a salvarlo,
											y se sintió humillada y rechazada.
									","
											Virei-me para ver o rosto dos meus filhos,
											Robby estava extasiado,
ele estava lá com eles, a salvar o ET,
											é um rapaz feliz.
											Viro-me para a Caroline,
e ela está a chorar a bom chorar.
											Eu digo: ""Qual é o problema?""
											E ela: ""Porque é que eu
não posso salvar o ET, porquê?""
											De repente, eu percebi:
											Não eram as crianças todas,
											eram só os rapazes,
											só os rapazes.
											Caroline, que estava
tão envolvida com o filme,
											não fora convidada a salvá-lo
											e sentia-se humilhada e excluída.
									","
											J'ai regardé le visage de mes enfants,
											Robby était ravi, il était avec eux,
il était en train de sauver E.T.,
											c'était un garçon heureux.
											J'ai regardé Caroline, elle pleurait
toutes les larmes de son corps.
											J'ai demandé ce qui n'allait pas.
											Elle a dit : « Pourquoi est-ce que
je ne peux pas sauver E.T ?
											Pourquoi est-ce que
je ne peux pas venir ? »
											Tout à coup, j'ai réalisé :
											ce n'était pas des enfants,
											c'était des garçons —
											que des garçons.
											Et Caroline, qui avait
tant investi dans E.T.,
											elle n'était pas invitée à le sauver
											et elle se sentait humiliée et rejetée.
									","
											Dönüp çocuklarımın yüzüne baktım;
											Robby mest olmuştu ve onlarla birlikte
E.T.'yi kurtarıyordu,
											mutlu bir oğlandı.
											Ve Caroline'e baktım,
gözleri kan çanağına dönmüştü.
											""Sorun ne?"" dedim.
											""Ben neden E.T.'yi kurtaramıyorum. 
Ben neden gidemiyorum?"" dedi
											Ve bir anda fark ettim ki:
											Onlar çocuklar değildi;
											onlar oğlanlardı -
											hepsi erkekti.
											Ve E.T.'ye bu kadar çok
bağlanmış olan Caroline
											onu kurtarmaya davet edilmemişti.
											Kendini aşağılanmış
ve kovulmuş hissediyordu.
									",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
","
","
","
","
",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
											So I wrote to Steven Spielberg —
									","
											Entonces le escribí 
a Steven Spielberg—
									","
											Então, escrevi ao Steven Spielberg,
									","
											J'ai donc écrit à Steven Spielberg —
									","
											Ben de Steven Spielberg'e yazdım-
									",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
","
","
","
","
",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
											(Laughter) (Applause)
									","
											(Risas) (Aplausos)
									","
											(Risos)
											(Aplausos)
									","
											(Rires) (Applaudissements)
									","
											(Gülüşmeler) (Alkışlar)
									",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
","
","
","
","
",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
											and I said, ""I don't know
if you understand
											the psychological importance
of what's happened,
											and are you prepared to pay
for the therapy bills?""
									","
											y le dije, ""No sé si Ud. comprende
											la relevancia psicológica 
de lo ocurrido,
											¿está Ud. dispuesto a 
pagar la cuenta del terapeuta?""
									","
											E disse-lhe:
"" Não sei se você percebeu
											""a importância psicológica
do que aconteceu.
											""Está preparado para pagar a terapia?""
									","
											et lui ai dit : « Je ne sais pas
si vous comprenez
											l'importance psychologique
de ce qu'il s'est passé
											et êtes-vous prêt à payer
pour la thérapie ? »
									","
											ve dedim ki; ""Olanların 
psikolojik sonuçlarının
											farkında mısın bilmem;
											terapi faturalarını ödemeye hazır mısın?""
									",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
","
","
","
","
",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Rires)
									","
											(Kahkahalar)
									",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
"
","
","
","
","
",Why women should tell the stories of humanity,Jude Kelly,13:22,"activism,children,communication,art,entertainment,humanity,gender equality,inequality,performance art,literature,motivation,social change,women,poetry,theater"
