en,pt,tr,fr,es,title,speaker,duration,tags
"
","
","
","
","
",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
											Vanessa Garrison: Now,
many of you may know us.
											We are the cofounders of GirlTrek,
											the largest health organization
for Black women in America.
											Our mission is simple:
											ask Black women,
											80 percent of whom are over
a healthy body weight,
											to walk outside
of their front door every day
											to establish a lifesaving
habit of walking;
											in doing so, ignite a radical movement
											in which Black women reverse
the devastating impacts
											of chronic disease,
											reclaim the streets
of their neighborhoods,
											create a new culture
of health for their families
											and stand on the front lines for justice.
											Today, all across America,
											more than 100,000 Black women
are wearing this GirlTrek blue shirt
											as they move through their communities —
											a heroic force.
									","
											Vanessa Garrison:
Muitos já nos conhecem,
											somos cofundadoras de GirlTrek,
											a maior organização de saúde
das mulheres negras nos EUA.
											A nossa missão é simples:
											pedir às mulheres negras,
											80% das quais têm um peso
acima do saudável,
											que deem um passeio
em frente da porta, todos os dias,
											para criarem o hábito saudável de andar.
											Ao fazerem isso, desencadeiam
um movimento radical
											em que as mulheres negras
invertem os impactos devastadores
											de doenças crónicas,
											conquistam as ruas dos seus bairros,
											criam uma nova cultura saudável
para as suas famílias
											e comparecem na linha da frente
em defesa da justiça.
											Atualmente, por todos os EUA,
											mais de 100 000 mulheres negras
usam a camisa azul da GirlTrek
											enquanto se movimentam
nas suas comunidades
											— uma força heroica.
									","
											Vanessa Garrison: Birçoğunuz 
bizi tanıyordur.
											Bizler GirlTrek'in kurucu ortaklarıyız.
											Amerika'da siyahi kadınlar için kurulmuş
en büyük sağlık örgütüyüz.
											Misyonumuz basit:
											Yüzde 80'i sağlıklı kiloda olmayan
											siyahi kadınlardan 
her gün evlerinin önünde
											yürümelerini isteyerek 
onların hayat kurtarıcı
											bir yürüme alışkanlığı 
edinmelerini sağlamak.
											Böylece radikal bir hareket başlatarak
											siyahi kadınların kronik hastalıkların
											yıkıcı etkilerinden korunmasını
											ve sokaklarına sahip 
çıkmasını amaçlıyoruz.
											Aileleri için sağlık konusunda 
yeni bir kültür yaratıp
											adalet için en ön sıralarda 
savaşmalarını istiyoruz.
											Bugün Amerika'nın her yerinde
											100.000'den fazla siyahi kadın
kendi topluluklarında
											kahramanca bir güçle ilerlerken
											Girltrek'in mavi tişörtünü giyiyor.
									","
											Vanessa Garrison :
Beaucoup nous connaissent.
											Nous sommes les cofondatrices de GirlTrek,
											la plus grande organisation pour la santé
pour les femmes noires américaines.
											Notre mission est simple :
											demander aux femmes noires,
											dont 80% sont au-dessus d'un poids sain,
											de sortir marcher tous les jours
											pour établir une habitude
de marche qui sauve des vies
											et, ce faisant, susciter
un mouvement radical
											où les femmes noires inversent
les effets dévastateurs
											des maladies chroniques,
											reconquièrent les rues de leur quartier,
											créent une nouvelle culture
de santé pour leur famille
											et se tiennent en première ligne
pour la justice.
											Aujourd'hui, à travers l'Amérique,
											plus de 100 000 femmes noires
portent ce t-shirt bleu GirlTrek
											alors qu'elles se déplacent
au sein de leur communauté —
											une force héroïque.
									","
											Vanessa Garrison: Bien,
muchos ya nos conocen,
											somos cofundadoras de GirlTrek,
											la mayor organización sanitaria
para mujeres negras en EE. UU.
											Nuestra misión es sencilla:
											pregunten a las mujeres negras,
											el 80 % de ellas tienen un peso saludable,
											para salir de sus casas cada día
											para crearse el hábito vital de caminar;
											al hacer esto provocan
un movimiento radical
											en el que las mujeres negras
cambian los devastadores impactos
											de las enfermedaded crónicas,
											reclaman las calles de sus vecindarios,
											crean una nueva cultura
de salud en sus familias
											y están al frente de la batalla
para lograr justicia.
											Hoy, en todo EE.UU.
											más de 100 000 mujeres negras
llevan la camisa azul de GirlTrek
											cuando están en sus comunidades,
											una fuerza heróica.
									",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
","
","
","
","
",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
											We walk in the footsteps of Septima Clark.
											She gave us a blueprint for change-making.
											One, to have a bold idea,
											bigger than anyone is comfortable with.
											To two: root down in the cultural
traditions of your community
											and lean heavily on what has come before.
											To three: name it —
											that one thing that everyone
is willing to work hard for;
											a ridiculously simple goal
that doesn't just benefit the individual
											but the village around them.
											And to, lastly:
											never ask permission
to save your own life.
											It is our fundamental right
as human beings
											to solve our own problems.
									","
											Caminhamos na senda de Septima Clark
											que nos deu o modelo para a mudança.
											Um, termos uma ideia ousada,
											maior do que é possível aguentar,
											Duas: enraizarmo-nos nas tradições
culturais da nossa comunidade
											e apoiarmo-nos naquilo
que existiu anteriormente.
											Três: escolhermos.
											aquela coisa em que todos 
estejam dispostos a trabalhar a sério:
											um objetivo muito simples
											que não beneficie só o indivíduo
mas toda a aldeia à sua roda.
											E, por último,
											nunca pedir licença
para salvar a nossa vida.
											É o nosso direito fundamental,
enquanto seres humanos,
											resolver os nossos problemas.
									","
											Bizler Septima Clark'ın izindeyiz.
											O bizlere değişiklik yapma
için bir model sağladı.
											Bir; herkesi rahatsız edecek
											cesur bir fikriniz olsun.
											İki; kendi topluluğunuzun
kültürel geleneklerinin derinlerine inin
											ve daha çok sizden öncekilere 
sırtınızı dayayın.
											Üçe geldik: Bir isim verin.
											Herkesin çok çalışmaya 
istekli olacağı bir şey,
											sadece bireye değil aynı zamanda 
çevresine de yararı olacak
											saçma şekilde basit bir hedef.
											Son olarak da
											asla kendi hayatınızı kurtarmak
için izin istemeyin.
											İnsan olarak kendi problemimizi çözmek
											bizim temel hakkımız.
									","
											Nous marchons dans les pas
de Septima Clark.
											Elle nous a fourni un modèle
pour conduire au changement.
											Un : avoir une idée audacieuse,
											plus grande que ce qui nous met à l'aise.
											Deux : prendre racine dans les traditions
culturelles de votre communauté
											et se reposer sur
ce qui est venu auparavant.
											Trois : lui donner un nom —
											cette chose pour laquelle
tout le monde est prêt à travailler dur ;
											un objectif ridiculement simple
ne bénéficiant pas qu'à l'individu
											mais au village qui l'entoure.
											Finalement :
											ne jamais demander la permission
de sauver sa propre vie.
											C'est notre droit fondamental
en tant qu'êtres humains
											de résoudre nos propres problèmes.
									","
											Seguimos los pasos de Septima Clark.
											Ella nos dio un plan para el cambio.
											Uno: tener una idea ingeniosa,
											tan grande que incomode a muchos.
											Dos: arraigar las tradiciones
culturales de la comunidad
											y apoyarse con fuerza en el pasado.
											Tres: nombrarlo...
											eso por lo que
todos desean esforzarse;
											un objetivo ridículamente simple
que no solo beneficie al individuo
											sino a toda su comunidad.
											Y por último:
											nunca pidan permiso
para salvar sus propias vidas.
											Es nuestro derecho fundamental
como seres humanos
											solucionar nuestros problemas.
									",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
","
","
","
","
",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
											TMD: So to the women all out there
gathered in your living rooms,
											rooting for us, acting crazy
on social media right now —
											we see you.
									","
											TMD: Para as mulheres
que se reúnem nas vossas salas,
											apoiando-nos, fazendo loucuras
nas redes sociais, neste momento
											— estamos a ver-vos.
									","
											TMD: Şuan salonunuzda 
toplanmış, bizleri seven
											ve sosyal medyada bizlere çılgınca 
destek veren tüm kadınlar
											sizleri görüyoruz.
									","
											TMD : A toutes les femmes
réunies dans leur salon,
											nous soutenant, faisant des choses folles
sur les réseaux sociaux —
											nous vous voyons.
									","
											TMD: Así que, a todas las mujeres
reunidas en sus casas,
											apoyándonos, haciendo locuras
en las redes sociales ahora mismo,
											les vemos.
									",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
","
","
","
","
",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
											(Laughter)
									","
											(Risos)
									","
											(Kahkaha)
									","
											(Rires)
									","
											(Risas)
									",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
","
","
","
","
",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
											We see you every day. We love you.
											You are not alone,
											and our bigger work starts now.
									","
											Vemos-vos todos os dias. 
Adoramos-vos.
											Vocês não estão sozinhas
											e o nosso trabalho maior
começa agora.
									","
											Sizi her gün görüyoruz ve sizi seviyoruz.
											Yalnız değilsiniz
											ve biz daha yeni başlıyoruz.
									","
											Nous vous voyons chaque jour.
Nous vous aimons.
											Vous n'êtes pas seules
											et notre travail plus général
commence maintenant.
									","
											Les vemos a diario. Les queremos.
											No están solas,
											y nuestro mayor trabajo empieza ahora.
									",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
","
","
","
","
",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
											VG: You got us onto this stage —
											your leadership;
											auditing blighted streets in Detroit;
											working with hospitals
and health care systems in Harlem;
											praying over the streets of Sacramento,
Charlotte, Brooklyn, Flint
											and every community that has seen trauma;
											changing traffic patterns,
making your streets safer;
											and most importantly,
											standing as role models.
											And it all started with
your commitment to start walking,
											your agreement to organize
your friends and family
											and your belief in our broader mission.
									","
											VG: Foram vocês
que nos puseram neste palco
											— a vossa liderança;
											vigiando as ruas arruinadas em Detroit;
											trabalhando em hospitais
e sistemas de saúde em Harlem;
											pregando pelas ruas de Sacramento,
de Charlotte, de Brooklyn, de Flint
											e de todas as comunidades
que assistiram a traumas;
											regulando o tráfego;
tornando as ruas mais seguras;
											e, mais importante ainda,
											sendo modelos de conduta.
											Tudo começou com o vosso
empenhamento em começar a caminhar,
											com o vosso acordo em organizar
os vossos amigos e família
											e a vossa fé na nossa missão mais ampla.
									","
											VG: Bizi bu sahneye çıkaran sizlersiniz,
											sizin liderliğiniz;
											Detroit'in yanmış sokaklarını
denetleyişiniz;
											Harlem'de hastaneler ve sağlık hizmeti 
sistemleri ile çalışmanız;
											Sacramento, Charlotte, Brooklyn, Flint'in
sokakları için ettiğiniz dualar,
											travma yaşamış her topluluk,

											trafik modelleri ile sokak
güvenliğini sağlamanız
											ve en önemlisi de
											rol model oluşunuz.
											Bunların hepsi sizin yürüyüşe olan 
bağlılığınız, aile ve arkadaşlarınızı
											organize etmeniz ve genişletilmiş 
misyonumuza olan
											inancınız sayesinde başladı.
									","
											VG : Vous nous avez
amenées sur cette scène —
											votre leadership ;
											à inspecter des rues sordides de Détroit ;
											à travailler avec des hôpitaux
et des systèmes de santé à Harlem ;
											à prier dans les rues de Sacramento,
Charlotte, Brooklyn, Flint
											et toute communauté
ayant subi un traumatisme ;
											à changer les circuits de circulation
pour des rues plus sûres ;
											et surtout,
											à tenir le rôle d'exemple.
											Tout cela a commencé par votre engagement
à commencer à marcher,
											votre accord pour organiser
vos amis et votre famille
											et votre foi en notre mission plus large.
									","
											VG: Aquí nos tienen en este escenario,
											sus líderes;
											vigilando las desoladas
calles de Detroit;
											trabajando con hospitales
y sistemas de salud en Harlem,
											rezando en las calles de Sacramento,
Charlotte, Brooklyn, Flint
											y en cada comunidad que haya sufrido;
											cambiando los índices de tráfico,
con calles más seguras;
											y lo más importante,
											siendo modelos de conducta.
											Y todo empezó con su compromiso
de empezar a caminar
											su consenso para organizar
a amigos y familiares
											y su creencia en una misión mayor.
									",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
","
","
","
","
",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
											TMD: It's important to me
that everyone in this room understands
											exactly how change-making
works in GirlTrek.
											One well-trained organizer has the power
to change the behavior
											of 100 of her friends.
											We know that is true,
											because the [1,000] women
blowing up social media right now
											have already inspired
over 100,000 women to walk.
									","
											TMD: Para mim, é importante
que todas nesta sala percebam
											exatamente como se consegue
a mudança na GirlTrek.
											Uma organizadora bem preparada
											consegue mudar o comportamento
de 100 das suas amigas.
											Sabemos que isto é verdade,
											porque as 1000 mulheres que exploram
as redes sociais neste momento
											já inspiraram mais
de 100 000 mulheres a caminhar.
									","
											TMD: Benim için bu odadaki herkesin 
GirlTrek'te değişim yapmanın
											nasıl işlediğini anlaması önemli.
											İyi yetişmiş bir örgütleyici 100 
arkadaşının davranışını
											değiştirebilecek güçte.
											Doğruluğunu biliyoruz
											çünkü şu an sosyal medyayı 
yıkan kadınlar (1.000)
											çoktan 100.000'den fazla kadına 
ilham verdi.
									","
											TMD : Pour moi, il est important
que tout le monde ici comprenne
											comment le changement
fonctionne chez GirlTrek.
											Une organisatrice bien formée
a le pouvoir de changer le comportement
											de 100 de ses amies.
											Nous savons que c'est vrai
											car les 1 000 femmes
qui inondent les réseaux sociaux
											ont déjà inspiré plus
de 100 000 femmes à marcher.
									","
											TMD: Es importante
que todos en esta sala entiendan
											exactamente cómo funciona
el cambio en GirlTrek.
											Una organizadora bien preparada
tiene el poder de cambiar los hábitos
											de 100 de sus amigos.
											Sabemos que es cierto
											porque las 100 000 mujeres que arrasan
ahora mismo en las redes sociales
											ya han inspirado a
cerca de 100 00 mujeres a caminar.
									",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
","
","
","
","
",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(Applaudissements)
									","
											(Aplausos)
									",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
","
","
","
","
",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
											But that is not nearly enough.
											And so our goal
is to create critical mass.
											And in order to do that,
											we have an audacious plan
to scale our intervention.
											A thousand organizers is not enough.
											GirlTrek is going to create
the next Citizenship School.
											And in doing so, we will train
10,000 frontline health activists
											and deploy them into the highest-need
communities in America.
											Because when we do,
we will disrupt disease;
											we will create a new culture of health.
											And what we will do is create
a support system
											for one million Black women
to walk to save their own lives.
									","
											Mas isto ainda não é suficiente.
											Por isso, o nosso objetivo
é criar uma massa crítica.
											Para isso,
											temos um plano ambicioso
para aumentar a nossa intervenção.
											Mil organizadores não são suficientes.
											A GirlTrek vai criar 
a próxima Escola de Cidadania.
											Com isso, vamos treinar
10 000 ativistas da saúde
											e colocá-las nas comunidades
mais carenciadas nos EUA.
											Porque, ao fazê-lo,
combateremos a doença;
											criaremos uma nova cultura da saúde.
											Queremos criar um sistema de apoio
											para um milhão de mulheres negras
caminharem, para salvar a vida.
									","
											Fakat bu azıcık bile yeterli değil.
											Bizim hedefimiz ciddi bir kitle yaratmak.
											Bunu yaratmak için de
											girişimimizi üst seviyelere çıkaracak 
gözü pek bir plana ihtiyacımız var.
											Bin tane örgütleyici yeterli değil.
											GirlTrek yeni vatandaşlık 
okulunu kuracak.
											Bu sayede 10.000 adet öncü 
sağlık eylemcisi yetiştirip
											Amerika'da en çok ihtiyaç olan
topluluklara yerleştireceğiz.
											Böylelikle hastalıkları altüst edeceğiz
											ve yeni bir sağlık kültürü yaratacağız.
											Yapacağımız şey, bir milyon siyahi kadına
											hayatları için yürümelerini sağlayacak 
bir destek sistemi yaratmak.
									","
											Mais c'est loin d'être assez.
											Notre objectif est de créer
une masse critique.
											Afin de faire cela,
											nous avons une stratégie audacieuse pour
étendre l'échelle de notre intervention.
											Un millier d'organisatrices ne suffit pas.
											GirlTrek va créer la nouvelle école
de la citoyenneté.
											Nous formerons ainsi 10 000 activistes
de la santé de première ligne
											et les déploierons dans les communautés
qui en ont le plus besoin.
											Ce faisant, nous entraverons les maladies
											et créerons une nouvelle
culture de la santé.
											Nous créerons une structure de soutien
											pour qu'un million de femmes noires
marchent pour sauver leur vie.
									","
											Pero eso no es suficiente.
											Nuestro objetivo es crear
una masa crítica,
											Y para hacerlo,
											tenemos un ingenioso plan
para aumentar nuestra intervención.
											Mil organizadoras no son suficientes.
											GirlTrek va a crear
la próxima Escuela de Ciudadanía.
											Y al hacerlo, formaremos
a 10 000 activistas de salud
											y las mandaremos a las comunidades
más necesitadas de EE. UU.
											Porque al hacer esto,
frenaremos enfermedades;
											crearemos una nueva cultura de salud.
											Lo que haremos es crear
un sistema de apoyo
											para que un millón de mujeres negras
caminen para salvar sus vidas.
									",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
","
","
","
","
",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(Applaudissements)
									","
											(Aplausos)
									",The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,13:17,"activism,social change,history,women,inequality,community,race,gender,health,gender equality,society,Audacious Project"
