en,tr,pt,es,fr,title,speaker,duration,tags
"
","
","
","
","
",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
											FC: The rules that govern
the technology layers of the internet
											are now well put in place,
											and I was very busy for a few years
setting those rules
											around the part of the internet
that makes the internet one network.
											The domain-name system, the IP numbers,
											all of that is in place.
											However, as we get now
into the upper layers of the internet,
											the issues that affect
me and you every day —
											privacy, security, etc. —
											the system to create norms for those
unfortunately is not in place.
											So we do have an issue.
											We have a system
of cooperation and governance
											that really needs to be created right now
											so that companies, governments
and the citizenry can agree
											how this new digital world
is going to advance.
									","
											FC: İnternetin teknoloji
kısmıyla ilgili kurallar
											şu an yerli yerinde
											ve ben internetin tek bir ağ
olmasıyla alakalı olarak
											birkaç yıl boyunca yoğun bir şekilde
bu kuralları belirledim.
											Domain adı sistemi, IP numaraları,
											bunlar yerine oturmuş durumda.
											Ancak internetin üst kısmına baktığımızda
											yani hepimizi her gün etkileyen sorunlar,
											gizlilik ve güvenlik gibi,
											bu normları yaratan sistem
ne yazık ki oturmuş değil.
											Yani bir sorunumuz var.
											Şu an gerçekten ilgilenilmesi gereken
											bir işbirliği ve yönetişim sistemimiz var,
											bununla şirketler, hükûmetler
ve vatandaşlar
											dijital dünyanın nasıl ilerleyeceği
üzerinde anlaşmaya varabilirler.
									","
											FC: As regras que governam
as camadas de tecnologia da Internet
											estão agora bem sedimentadas,
											e eu estive muito ocupado durante
alguns anos a configurar essas regras
											sobre a parte da Internet
que faz da Internet uma rede.
											O sistema de nomes de domínio,
os números de IP,
											tudo isso está configurado.
											Contudo, à medida que chegamos
às camadas superiores da Internet,
											os problemas que me afetam a mim
e a ti todos os dias
											— a privacidade, a segurança, etc. —
											o sistema para criar normas para isso
infelizmente não está configurado.
											Por isso, nós temos um problema.
											Temos um sistema de cooperação
e de governação
											que precisa de ser criado agora
											para as empresas, os governos
e a população poderem acordar
											em como este novo mundo digital
irá avançar.
									","
											FC: Las reglas que gobiernen
las capas de tecnología de Internet
											han sido bien puestas en práctica,
											y estuve muy ocupado durante unos años
aplicando estas reglas
											sobre esa parte de Internet
que la hace una sola red.
											El sistema de nombre de dominio,
los números IP,
											todo eso está puesto en práctica.
											Sin embargo, a medida que alcanzamos
las capas superiores de Internet,
											los problemas que nos afectan cada día,
											la privacidad, la seguridad, etc.,
											el sistema para crear normas para eso,
lamentablemente no se aplica.
											Así que tenemos un problema.
											Tenemos un sistema
de cooperación y gobierno
											que realmente debe crearse ya
											para que las compañías, gobiernos y
la ciudadanía puedan estar de acuerdo
											en cómo avanzará este nuevo mundo digital.
									","
											FC : Les règles qui régissent
les couches technologiques d'Internet
											sont maintenant bien en place.
											J'ai mis quelques années
à établir ces règles
											pour encadrer ce qui fait
d'Internet un réseau.
											Le système de noms de domaine,
les adresses IP,
											tout cela est en place.
											Mais nous entrons à présent
dans les couches supérieures d'Internet,
											les problèmes qui nous affectent
vous et moi tous les jours,
											comme le respect
de la vie privée ou la sécurité.
											Le système de règles pour gérer ça
n'existe malheureusement pas.
											Nous avons donc un problème.
											Nous avons un système de coopération
et de gouvernance
											qui doit être créé maintenant
											pour que les entreprises,
les gouvernements et les citoyens
											s'accordent sur l'évolution
du monde numérique.
									",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
","
","
","
","
",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
											BF: So what gives
a digital company any incentive?
											Let's say — Facebook comes to mind —
											they would say they have
their users' best interests at heart,
											but I think a lot of people
would disagree with that.
									","
											BF: Dijital bir şirketi
buna ne teşvik edebilir?
											Örneğin Facebook'u ele alalım,
											kullanıcılarının menfaatini
en önde tuttuklarını söylüyorlar
											ama bence pek çok insan buna karşı çıkar.
									","
											BF: Então o que é que dá incentivo
a uma empresa digital?
											Digamos — estou a pensar no Facebook —
											eles dirão que prezam muito
os interesses dos utilizadores,
											mas eu penso que muitas pessoas
discordariam disso.
									","
											BF: ¿Qué le brinda incentivos
a una compañía digital?
											Digamos, se me ocurre Facebook,
											ellos dirán que tienen en mente
los mejores intereses de sus usuarios,
											pero creo que mucha gente
no estaría de acuerdo con eso.
									","
											BF : Qu'est-ce qui motive une entreprise ?
											Par exemple, une entreprise
comme Facebook
											prétend prendre les intérêts
de ses utilisateurs au sérieux,
											mais je pense que beaucoup
ne sont pas d'accord.
									",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
","
","
","
","
",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
											FC: It's been very difficult to watch
how tech companies have reacted
											to the citizenry's response
to their technologies.
											And some of them, two or three years ago,
basically dismissed it.
											The word that I heard in many board rooms
is, ""We're just a technology platform.
											It's not my issue
if my technology platform
											causes families
to go kill their girls in Pakistan.
											It's not my issue. It's their problem.
											I just have a technology platform.""
											Now, I think we are now entering a stage
											where companies are starting to realize
this is no longer sustainable,
											and they're starting to see the pushback
											that's coming
from people, users, citizens,
											but also governments
that are starting to say,
											""This cannot be.""
									","
											FC: Teknoloji şirketlerinin
											vatandaşların hizmetlerine
olan tepkisini izlemek oldukça zor.
											İki üç yıl önce bunlardan birkaçı
bunu tamamen ortadan kaldırdı.
											Toplantı odalarında sık sık duyduğum şey,
''Biz sadece bir teknoloji platformuyuz.
											Benim teknoloji platformum
Pakistan'da ailelerin
											kızlarını katletmesine sebep oluyorsa
bu benim sorunum değil.
											Benim sorunum değil. Onların sorunu.
											Ben sadece bir platform sahibiyim.''
											Bence öyle bir evreye giriyoruz ki
											şirketler artık bunu sürdürmenin
mümkün olmadığının farkına varıyor,
											insanlardan, kullanıcılardan
ve vatandaşlardan
											tepki geldiğini görüyorlar
											ama hükûmetler de şunu söylüyor:
											''Bu olamaz.''
									","
											FC: Tem sido muito difícil ver
como as empresas de tecnologia têm reagido
											à resposta da população
às suas tecnologias.
											Algumas delas, há dois ou três anos,
praticamente ignoraram-nas.
											A palavra que oiço em muitos gabinetes é:
""Somos apenas uma plataforma tecnológica.
											""O problema não é meu,
se a minha plataforma tecnológica
											""faz com que famílias matem
raparigas no Paquistão.
											""O problema não é meu.
O problema é deles.
											""Eu só tenho
uma plataforma tecnológica.""
											Eu penso que estamos a entrar numa fase
											em que as empresas estão a começar
a aperceber-se que isso é insustentável,
											e estão a começar a ver
a reação negativa
											que chega das pessoas,
dos utilizadores, dos cidadãos,
											mas também dos governos
que estão a começar a dizer:
											""Isto não pode ser.""
									","
											FC: Es muy difícil ver cómo las 
compañías tecnológicas han reaccionado
											a la respuesta de la ciudadanía
a sus tecnologías.
											Y algunas de ellas, dos o tres años atrás,
básicamente las desestimaron.
											La palabra que escucho en muchas reuniones
es, ""Somos una plataforma tecnológica.
											No es mi problema
si mi plataforma tecnológica
											provoca que familias maten 
a sus niñas en Pakistán.
											No es mi problema. Es su problema.
											Solo tengo una plataforma tecnológica"".
											Ahora, creo que estamos
entrando a una etapa
											donde las compañías se dan cuenta
de que ya no es sostenible,
											y empiezan a ver el rechazo
											que proviene de la gente,
usuarios, ciudadanos,
											pero también de gobiernos
que empiezan a decir,
											""Esto no puede ser"".
									","
											FC : C'est compliqué de vérifier
comment ces entreprises réagissent
											à la position des citoyens
envers leurs technologies.
											Certaines, il y a deux ou trois ans,
s'en fichaient complètement.
											Dans les conseils d'administration,
j'entends souvent :
											« On n'est
qu'une plateforme technologique,
											ce n'est pas notre problème
											si elle pousse des familles
à tuer leurs filles au Pakistan.
											Ce n'est pas mon problème, c'est le leur.
											C'est juste une plateforme. »
											Je pense que nous entrons dans une ère
											où les entreprises réalisent
											qu'il n'est plus possible
de continuer ainsi
											et elles commencent à voir
les réactions négatives
											des gens, des utilisateurs, des citoyens
											et aussi des gouvernements,
qui commencent à dire :
											« Ça doit cesser ! »
									",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
","
","
","
","
",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
											So I think there is a maturity
that is starting to set,
											especially in that Silicon Valley area,
											where people are beginning to say,
""We have a role.""
											So when I speak to these leaders, I say,
											""Look, you could be the CEO,
a very successful CEO of a company,
											but you could also be a steward.""
											And that's the key word.
											""You could be a steward
of the power you have
											to shape the lives and the economies
of billions of people.
											Which one do you want to be?""
											And the answer is,
it's not one or the other.
											This is what we are missing right now.
											So when an adult like Brad Smith,
the president of Microsoft,
											said a few months ago,
											""We need a new set of Geneva Conventions
											to manage the security
of the digital space,""
											many of the senior leaders
in Silicon Valley
											actually spoke against his words.
											""What do you mean, Geneva Convention?
											We don't need any Geneva Conventions.
We self-regulate.""
											But that mood is changing,
											and I'm starting to see many leaders say,
											""Help us out.""
											But here lies the conundrum.
											Who is going to help those leaders
do the right thing?
									","
											Bence yerine oturmaya başlayan
bir olgunlaşma var,
											özellikle Silikon Vadisi'nde,
											orada insanlar ''Bizim de
bir rolümüz var.'' diyorlar.
											Liderlerle konuştuğumda onlara söylediğim,
											''CEO olabilirsiniz, şirketin
çok başarılı CEO'su olabilirsiniz
											ama aynı zamanda bir elçisiniz.''
											İşte kilit kelime bu.
											Milyarlarca insanın hayatlarına
ve ekonomilerine yön vermek için
											sahip olduğunuz gücün
elçisi olabilirsiniz.
											Hangisi olmak istiyorsunuz?
											Cevap biri ya da diğeri değil.
											Kaçırdığımız nokta işte bu.
											Microsoft'un başkanı
Brad Smith gibi bir yetişkin
											birkaç ay önce şöyle dedi:
											''Dijital dünyanın
güvenliğini idare etmek için
											bir dizi yeni Cenevre Sözleşmesine
ihtiyacımız var.
											Silikon Vadisi'ndeki çoğu lider
											bu sözlere karşı çıktı.
											''Cenevre Sözleşmesi de ne demek?
											Onlara ihtiyacımız yok,
biz kendi kendimizi yönetiyoruz.''
											Ama bu görüş değişiyor
											ve pek çok liderin
											''Bize yardım edin'' dediğini görüyorum.
											Ama ortada bir ikilem var.
											Bu liderlerin doğru şeyi
yapmasına kim yardım edecek?
									","
											Por isso, penso que está
a surgir uma maturidade,
											especialmente na região de Silicon Valley,
											em que as pessoas começam a dizer:
""Nós desempenhamos um papel.""
											Por isso, quando falo
para esses líderes, eu digo:
											""Veja, você pode ser o diretor-executivo
bem sucedido de uma empresa,
											""mas também pode ser um supervisor.""
											Esta é a palavra-chave.
											""Você pode ser supervisor
do poder que tem
											""para modelar a vida e a economia
de milhares de milhões de pessoas.
											""Qual deles quer ser?""
											E a resposta é:
""Nem um nem o outro"".
											É nisto que estamos a falhar atualmente.
											Por isso, quando um adulto
como Brad Smith, presidente da Microsoft,
											disse, aqui há uns meses:
											""Nós precisamos de um novo conjunto
de Convenções de Genebra
											""para gerir a segurança
do espaço digital"",
											muitos dos líderes seniores
em Silicon Valley
											ripostaram contra as palavras dele:
											""Como assim, Convenção de Genebra?""
											""Não precisamos de Convenções de Genebra.
Nós autorregulamo-nos"".
											Mas essa mentalidade está a mudar,
											e começo a ver
muitos líderes a dizer:
											""Ajudem-nos.""
											Mas o grande problema é este:
											Quem vai ajudar esses líderes
a fazer o que está certo?
									","
											Creo que hay una madurez
que empieza a aplicarse,
											especialmente en Silicon Valley,
											donde las personas empiezan a decir,
""Tenemos una responsabilidad"".
											Cuando les hablo a los líderes, les digo,
											""Miren, Uds. pueden ser directores,
el director muy exitoso de una compañía,
											pero también podrían ser 
un administrador"".
											Esa es la palabra clave.
											""Podrían ser administradores
del poder que tienen
											para dar forma a las vidas y las economías
de millones de personas.
											¿Qué quieren ser?""
											Y la respuesta es, ni lo uno ni lo otro.
											Esto es lo que nos falta ahora.
											Cuando un adulto como Brad Smith,
el presidente de Microsoft,
											dijo hace unos meses,
											""Necesitamos una nueva serie
de Convenciones de Ginebra
											para gestionar la seguridad
del espacio digital"",
											muchos de los altos dirigentes
en Silicon Valley
											lo contradijeron.
											""¿Qué quiere decir, Convención de Ginebra?
											No necesitamos más Convenciones
de Ginebra. Nos autorregulamos"".
											Pero eso está cambiando,
											empiezo a ver a muchos líderes decir,
											""Ayúdanos"".
											Pero aquí yace un interrogante.
											¿Quién va a ayudar a esos líderes
a hacer lo correcto?""
									","
											Une forme de maturité
commence à s'installer,
											notamment dans la Silicon Valley,
											où les gens commencent à se dire :
« Nous avons un rôle à jouer. »
											Quand je parle
à ces dirigeants, je leur dis :
											« Vous pouvez être le PDG
d'une entreprise florissante,
											mais vous pouvez aussi être responsable. »
											C'est ça le mot essentiel.
											« Vous pouvez être responsable
du pouvoir qu'on vous a confié
											pour orienter la vie et l'économie
de milliards de personnes.
											Que souhaitez-vous être ? »
											Et la réponse n'est pas l'un ou l'autre.
											C'est notre problème actuellement.
											Lorsqu'un adulte comme Brad Smith,
le président de Microsoft,
											déclarait il y a quelques mois :
											« Il nous faut de nouvelles
conventions de Genève
											pour gérer la sécurité
de l'espace numérique »,
											de nombreux dirigeants de Silicon Valley
											se sont élevés contre lui.
											« Des conventions de Genève ?
											Nous n'en avons pas besoin.
Nous nous auto-régulons. »
											Mais cet état d'esprit change,
											et je constate que
de plus en plus de dirigeants
											nous demandent de l'aide.
											Le nœud du problème est celui-ci :
											qui va aider ces dirigeants
à faire le bon choix ?
									",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
","
","
","
","
",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
											BF: So who is going to help them?
											Because I'd love
to interview you for an hour,
											but give me your biggest fear
and your best hope
											for how this is going to work out.
									","
											BF: Kim yardım edecek?
											Bir saat boyunca sohbet etmek isterdim
											ama en büyük korkunuz
ve bu işin nasıl çözüleceğine dair
											en büyük umudunuzu da duymak istiyorum.
									","
											BF: Então quem vai ajudá-los?
											Porque eu gostaria de te entrevistar
durante uma hora,
											mas fala-me do teu maior receio
e da tua maior esperança
											para a forma como isso irá funcionar.
									","
											BF: ¿Quién les va a ayudar?
											Me encantaría entrevistarlo
durante una hora,
											pero me puede decir su peor temor
y su mayor esperanza
											sobre cómo esto va a funcionar.
									","
											BF : Donc, qui va les aider ?
											J'aimerais vous interviewer
durant une heure,
											mais quelles sont vos peurs et vos espoirs
											concernant ce problème ?
									",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
","
","
","
","
",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
