en,de,title,speaker,duration,tags
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											The combination of all these parts,
the input, the output and the AI,
											gives a net subjective experience
of an interface inside your head
											that you could talk to
in likeness to talking to yourself.
											Just to be very clear, the device
does not record or read your thoughts.
											It records deliberate information
that you want to communicate
											through deliberate engagement
of your internal speech systems.
											People don't want to be read,
they want to write.
											Which is why we designed the system
											to deliberately record
from the peripheral nervous system.
											Which is why the control
in all situations resides with the user.
									","
											Die Kombination all dieser Teile, 
der Eingabe, der Ausgabe und der KI,
											ergibt eine subjektive Nettoerfahrung 
einer Schnittstelle in Ihrem Kopf,
											mit der Sie wie mit sich 
selbst sprechen können.

											Damit das klar ist, das Gerät liest
Ihre Gedanken nicht oder nimmt sie auf.
											Es zeichnet bewusste Informationen 
auf, die Sie kommunizieren möchten
											durch bewusstes Einsatz
Ihrer internen Sprachsysteme.
											Die Leute wollen nicht gelesen werden, 
sie wollen schreiben.
											Deshalb haben wir 
das System so konzipiert,
											dass es bewusst aus peripheren 
Nervensystem aufnimmt.
											Deshalb liegt die Steuerung in 
allen Situationen beim Benutzer.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											I want to stop here for a second
and show you a live demo.
											What I'm going to do is,
I'm going to ask Eric a question.
											And he's going to search
for that information
											without vocalizing, without typing,
without moving his fingers,
											without moving his mouth.
											Simply by internally asking that question.
											The AI will then figure out the answer
and feed it back to Eric,
											through audio, through the device.
											While you see a laptop
in front of him, he's not using it.
											Everything lives on the device.
											All he needs is that sticker device
to interface with the AI and the internet.
											So, Eric, what's the weather
in Vancouver like, right now?
											What you see on the screen
											are the words that Eric
is speaking to himself right now.
											This is happening in real time.
									","
											Ich möchte hier eine Sekunde innehalten 
und Ihnen eine Live-Demo zeigen.
											Ich werde Eric eine Frage stellen.
											Er wird nach dieser Information suchen,
											ohne zu vokalisieren, ohne zu tippen, 
ohne seine Finger zu bewegen,
											ohne seinen Mund zu bewegen.
											Einfach durch internes 
Stellen dieser Frage.
											Dann wird AI die Antwort suchen 
und Eric ein Feedback geben,
											durch Audio, durch das Gerät.
											Sie sehen zwar einen Laptop 
vor ihm, aber er benutzt ihn nicht.
											Alles ist im Gerät.
											Er braucht nur dieses Sticker-Gerät, 
um mit KI und Internet zu interagieren.
											Also, Eric, wie ist das Wetter
jetzt in Vancouver?
											Was Sie auf dem Bildschirm sehen,
											sind die Worte, über die Eric 
gerade nachdenkt.
											Dies geschieht in Echtzeit.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											Eric: It's 50 degrees
and rainy here in Vancouver.
									","
											Eric: Es sind 10 Grad und es 
regnet hier in Vancouver.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											Arnav Kapur: What happened is
that the AI sent the answer
											through audio, through
the device, back to Eric.
									","
											Arnav Kapur: Die KI hat 
die Antwort gesendet,
											im Audioformat über das Gerät an Eric.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											What could the implications
of something like this be?
											Imagine perfectly memorizing things,
											where you perfectly record information
that you silently speak,
											and then hear them later when you want to,
											internally searching for information,
											crunching numbers at speeds computers do,
											silently texting other people.
											Suddenly becoming multilingual,
											so that you internally
speak in one language,
											and hear the translation
in your head in another.
											The potential could be far-reaching.
									","
											Welche Konsequenzen könnte so etwas haben?
											Stellen Sie sich vor, Sie 
merken sich perfekt Dinge,
											bei denen Sie Informationen, 
die Sie stillschweigend sprechen,
											perfekt aufzeichnen und dann
später beliebig abhören können,
											indem Sie intern nach
Informationen suchen,
											große Zahlenbeträge in 
Computergeschwindigkeit abrufen,
											lautlos anderen Leuten schreiben.
											Plötzlich werden Sie mehrsprachig,
											sodass Sie intern
in einer Sprache sprechen
											und die Übersetzung in Ihrem 
Kopf in einer anderen hören.
											Das Potenzial könnte weitreichend sein.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											There are millions of people
around the world
											who struggle with using natural speech.
											People with conditions such as ALS,
or Lou Gehrig's disease,
											stroke and oral cancer,
											amongst many other conditions.
											For them, communicating is
a painstakingly slow and tiring process.
									","
											Es gibt Millionen von Menschen 
auf der ganzen Welt,
											die nicht sprechen können.
											Menschen mit Erkrankungen
wie ALS oder Lou Gehrig-Krankheit,
											Schlaganfall und Mundkrebs,
											unter vielen anderen Erkrankungen.

											Für sie ist Kommunikation ein mühsamer, 
langsamer und anstrengender Prozess.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											This is Doug.
											Doug was diagnosed with ALS
about 12 years ago
											and has since lost the ability to speak.
											Today, he uses an on-screen keyboard
											where he types in individual letters
using his head movements.
											And it takes several minutes
to communicate a single sentence.
											So we went to Doug and asked him
											what were the first words
he'd like to use or say, using our system.
											Perhaps a greeting, like,
""Hello, how are you?""
											Or indicate that he needed
help with something.
											What Doug said that he wanted
to use our system for
											is to reboot the old system he had,
because that old system kept on crashing.
									","
											Hier ist Doug.
											Doug wurde vor etwa 12 Jahren 
mit ALS diagnostiziert
											und hat seitdem die Fähigkeit 
zu sprechen verloren.
											Heute benutzt er eine Bildschirmtastatur,
											auf der er mit seinen Kopfbewegungen 
einzelne Buchstaben eingibt.
											Es dauert mehrere Minuten, 
einen einzelnen Satz zu kommunizieren.
											Wir gingen zu Doug
und fragten ihn, was die
											ersten Worte waren, die er mit unserem 
System verwenden oder sagen möchte.
											Vielleicht eine Begrüßung wie 
""Hallo, wie geht es Ihnen?""
											Oder darauf hinweisen,
dass er Hilfe bei etwas brauchte.
											Was Doug sagte, dass er
unser System nutzen wollte,
											ist das alte System neu zu starten, da
das alte System immer wieder abstürzte.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											(Laughter)
									","
											(Lachen)
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											We never could have predicted that.
											I'm going to show you a short clip of Doug
using our system for the first time.
									","
											Das hätten wir nie vorhersehen können.
											Ich werde Ihnen einen Clip zeigen, in dem
Doug unser System zum ersten Mal benutzt.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											(Voice) Reboot computer.
									","
											(Stimme) Starten Sie den Computer neu.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											AK: What you just saw there
											was Doug communicating or speaking
in real time for the first time
											since he lost the ability to speak.
											There are millions of people
											who might be able to communicate
in real time like Doug,
											with other people, with their friends
and with their families.
											My hope is to be able to help them
express their thoughts and ideas.
									","
											AK: Was Sie gerade dort gesehen haben,
											war Doug, der zum ersten Mal in 
Echtzeit kommunizierte oder sprach,
											seit er die Fähigkeit verlor zu sprechen.
											Es gibt Millionen von Menschen,
											die in Echtzeit kommunizieren 
können wie Doug,
											mit anderen Menschen, mit ihren 
Freunden und mit ihren Familien.
											Meine Hoffnung ist es, ihnen helfen,
ihre Gedanken und Ideen auszudrücken.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											I believe computing, AI and the internet
											would disappear into us
as extensions of our cognition,
											instead of being external
entities or adversaries,
											amplifying human ingenuity,
											giving us unimaginable abilities
and unlocking our true potential.
											And perhaps even freeing us
to becoming better at being human.
									","
											Ich glaube, dass Computer, 
KI und das Internet
											als Erweiterungen unserer Kognition 
in uns verschwinden können,
											anstatt externe Entitäten 
oder Gegner zu sein,
											die den menschlichen 
Einfallsreichtum verstärken,
											uns unvorstellbare Fähigkeiten geben 
und unser wahres Potenzial erschließen.
											Vielleicht sogar befreien, 
damit wir bessere Menschen werden.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											Thank you so much.
									","
											Ich danke Ihnen vielmals.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											(Applause)
									","
											(Beifall)
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											Shoham Arad: Come over here.
											OK.
											I want to ask you a couple of questions,
they're going to clear the stage.
											I feel like this is amazing,
it's innovative,
											it's creepy, it's terrifying.
											Can you tell us what I think ...
											I think there are some
uncomfortable feelings around this.
											Tell us, is this reading your thoughts,
											will it in five years,
											is there a weaponized version of this,
what does it look like?
									","
											Shoham Arad: Kommen Sie mal her.
											Okay.
											Ich möchte Ihnen ein paar Fragen 
stellen, sie werden die Bühne räumen.
											Ich finde das unglaublich, 
es ist innovativ,
											es ist gruselig, es ist beängstigend.
											Können Sie uns sagen, was ich denke....
											Ich denke, es gibt einige 
unbequeme Gefühle dabei.
											Sagen Sie uns, liest das Ihre Gedanken,
											wird es in fünf Jahren sein,
											gibt es eine bewaffnete Version 
davon, wie sieht es aus?
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											AK: So our first design principle,
before we started working on this,
											was to not render ethics
as an afterthought.
											So we wanted to bake ethics
right into the design.
											We flipped the design.
											Instead of reading
from the brain directly,
											we're reading from
the voluntary nervous system
											that you deliberately have to engage
to communicate with the device,
											while still bringing the benefits
of a thinking or a thought device.
											The best of both worlds in a way.
									","
											AK: Unser erstes Konstruktionsprinzip, 
bevor wir damit begannen,
											war nicht Ethik 
an zweite Stelle zu setzen.
											Deshalb wollten wir Ethik 
in das Projekt integrieren.
											Wir haben das Design umgedreht.
											Anstatt direkt aus dem Gehirn zu lesen,
											lesen wir aus dem 
freiwilligen Nervensystem,
											mit dem Sie willentlich agieren müssen,
um mit dem Gerät zu kommunizieren,
											während Sie die Vorteile eines 
Denk- oder Gedankengeräts nutzen.
											Das Beste aus beiden Welten.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											SA: OK, I think people are going to have
a lot more questions for you.
											Also, you said that it's a sticker.
											So right now it sits just right here?
											Is that the final iteration,
											what the final design you hope looks like?
									","
											SA: Okay, ich denke, es gibt noch 
viel mehr Fragen an Sie.
											Sie haben auch 
von einem ""Aufkleber"" gesprochen.
											Also sitzt er jetzt genau hier?
											Ist das die letzte Ausgabe,
											das endgültige Design, 
das Sie sich erhofft haben?
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											AK: Our goal is for the technology
to disappear completely.
									","
											AK: Unser Ziel ist die Technologie 
komplett verschwinden zu lassen.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											SA: What does that mean?
									","
											SA: Was bedeutet das?
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											AK: If you're wearing it,
I shouldn't be able to see it.
											You don't want technology on your face,
you want it in the background,
											to augment you in the background.
											So we have a sticker version
that conforms to the skin,
											that looks like the skin,
											but we're trying to make
an even smaller version
											that would sit right here.
									","
											AK: Wenn Sie es tragen, 
sollte ich es nicht sehen können.
											Sie wollen keine Technologie
auf Ihrem Gesicht, sondern im Hintergrund
											um Sie zu erweitern.
											Es gibt eine Sticker-Version, die sich
an die Haut anpasst und so aussieht,
											aber wir versuchen eine noch 
kleinere Version zu machen,
											die genau hier sitzen würde.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											SA: OK.
											I feel like if anyone has any questions
they want to ask Arnav,
											he'll be here all week.
											OK, thank you so much, Arnav.
									","
											SA: OK.
											Wenn Sie Arnav eine Frage stellen möchten,
											wird er die ganze Woche hier sein.
											OK, vielen Dank, Arnav.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
											AK: Thanks, Shoham.
									","
											AK: Danke, Shoham.
									",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
"
","
",How AI could become an extension of your mind,Arnav Kapur,8:58,"TED Fellows,future,technology,invention,computers,AI,demo,design,science"
