en,pt,es,de,title,speaker,duration,tags
"
","
","
","
",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
											But for those of you who share
the blood type O with me,
											what this means is that we have
this chemical structure
											on the surface of our blood cells:
											three simple sugars linked together
to make a more complex sugar.
											And that, by definition, is blood type O.
									","
											Mas para aqueles que têm
o mesmo tipo O que eu,
											o que significa é que temos
essa estrutura química
											na superfície das células sanguíneas;
											três açúcares simples ligados
para formar um açúcar mais complexo.
											E isso, por definição, 
é o tipo sanguíneo O.
									","
											Pero para aquellos que compartan
el tipo O conmigo,
											esto significa que tenemos 
esta estructura química
											en la superficie de nuestras 
células sanguíneas:
											tres azúcares simples unidos
que dan lugar a un azúcar complejo.
											Y esto, se define como 
grupo sanguíneo del tipo O.
									","
											Für jene von Ihnen, die wie ich
Blutgruppe 0 haben:
											Es bedeutet für uns,
dass wir eine chemische Struktur
											auf unseren Blutkörperchen haben,
											in der sich drei Einfachzucker zu einem
komplexeren Zucker zusammenschließen
											Dies ist die Definition der Blutgruppe 0.
									",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
","
","
","
",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
											Now, how many people are blood type A?
											Right here.
											That means you have
an enzyme in your cells
											that adds one more building block,
											that red sugar,
											to build a more complex structure.
											And how many people are blood type B?
											Quite a few.
											You have a slightly different enzyme
than the A people,
											so you build a slightly
different structure,
											and those of you that are AB
											have the enzyme from your mother,
the other enzyme from your father,
											and now you make both of these structures
in roughly equal proportions.
											And when this was figured out,
											which is now back in the previous century,
											this enabled one of the most important
medical procedures in the world,
											which, of course,
is the blood transfusion.
											And by knowing what your blood type is,
											we can make sure,
if you ever need a transfusion,
											that your donor has the same blood type,
											so that your body
doesn't see foreign sugars,
											which it wouldn't like
and would certainly reject.
									","
											Agora, quantas pessoas são do tipo A?
											Aqui mesmo.
											Isso significa que vocês têm 
uma enzima nas vossas células
											que adiciona um bloco a mais,
											aquele açúcar vermelho,
											para construir uma 
estrutura mais complexa.
											E quantas pessoas são do tipo B?
											Muito poucas.
											Vocês têm uma enzima um pouco diferente 
das pessoas tipo A,
											vocês constroem uma estrutura
levemente diferente.
											E os que são do tipo AB
											têm a enzima que vem da mãe,
e a enzima que vem do pai,
											e produzem as duas estruturas
em proporções quase iguais.
											Quando isso foi descoberto,
											o que ocorreu no século passado,
											isso levou a um dos procedimentos
médicos mais importantes no mundo,
											que, obviamente,
é a transfusão de sangue.
											Conhecendo o nosso tipo sanguíneo,
											temos que ter a certeza de que,
se precisarmos de uma transfusão,
											o doador tem o mesmo tipo sanguíneo,
											para que o nosso corpo
não receba açúcares estranhos,
											de que ele não gostaria
e certamente rejeitaria.
									","
											Ahora, ¿cuántos tienen 
el grupo sanguíneo A?
											Aquí mismo.
											Esto significa que tienen 
una enzima en sus células
											que añade una pieza más,
											esa azúcar roja,
											para crear una estructura más compleja.
											Y ¿cuántos son del tipo B?
											Unos cuantos.
											Su enzima es algo distinta
de la del tipo A,
											por lo que la estructura
es algo diferente,
											y aquellos que sean del tipo AB
											tienen una enzima de su madre,
y la otra de su padre,
											y así sus estructuras están 
prácticamente balanceadas.
											Cuando esto se descubrió,
											ya en el siglo pasado,
											permitió uno de los procesos médicos 
más importantes en el mundo,
											se trata, por supuesto, 
de la transfusión sanguínea.
											Y conociendo el grupo sanguíneo,
											podemos tener claro, 
si necesitara una transfusión
											que el donante pertenece 
al mismo grupo sanguíneo,
											para que el organismo no se tope 
con azúcares desconocidos,
											que no le gustarían 
y probablemente rechazaría.
									","
											Nun, wie viele von Ihnen
haben Blutgruppe A?
											Gut.
											Das bedeutet, dass Ihre Zellen
über ein Enzym verfügen,
											das einen weiteren Baustein
											zu dem komplexen Zucker
											auf ihrer Zelloberfläche hinzufügt.
											Und wer von Ihnen gehört zur Blutgruppe B?
											Immerhin.
											Ihr Enzym ist etwas anders
als jenes der Blutgruppe A,
											darum sieht die Struktur
Ihres Zuckers etwas anders aus.
											All jene, die Blutgruppe AB sind,
											haben ein Enzym von Ihrer Mutter,
das andere Enzym von Ihrem Vater,
											was bedeutet, dass Sie beide Strukturen
zu einem ungefähr gleichen Anteil bauen.
											Als das entdeckt wurde,
											im vergangenen Jahrhundert,
											verschaffte uns das eines der
wichtigsten medizinischen Verfahren
											unserer Zeit: die Bluttransfusion.
											Wenn wir Ihre Blutgruppe kennen,
											können wir dafür sorgen,
dass Ihr Spenderblut
											die gleiche Blutgruppe hat,
											so dass Ihr Körper
die fremden Zucker nicht sieht,
											die er andernfalls ziemlich 
sicher abstoßen würde.
									",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
","
","
","
",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
											What else are the sugars on the surface
of your cells trying to tell us?
											Well, those sugars might be telling us
that you have cancer.
											So a few decades ago,
											correlations began to emerge
from the analysis of tumor tissue.
											And the typical scenario is a patient
would have a tumor detected,
											and the tissue would be removed
in a biopsy procedure
											and then sent down to a pathology lab
											where that tissue would be analyzed
to look for chemical changes
											that might inform the oncologist
about the best course of treatment.
											And what was discovered
from studies like that
											is that the sugars have changed
											when the cell transforms
from being healthy to being sick.
											And those correlations have come up
again and again and again.
											But a big question in the field
has been: Why?
											Why do cancers have different sugars?
What's the importance of that?
											Why does it happen, and what
can we do about it if it does turn out
											to be related to the disease process?
									","
											Que mais é que os açúcares
na superfície das nossas células
											estão a tentar dizer-nos?
											Esses açúcares podem dizer-nos
que temos cancro.
											Há décadas atrás,
											começaram a surgir correlações
a partir da análise de tecido tumoral.
											O cenário habitual é um paciente 
que tem um tumor detetado.
											O tecido é removido
num procedimento de biópsia
											e depois é enviado
para o laboratório de patologia,
											onde esse tecido é analisado 
para procurar mudanças químicas
											que podem informar o oncologista
sobre a melhor opção de tratamento.
											O que se descobriu
em estudos como estes
											é que os açúcares mudaram
											quando as células se transformam 
de saudáveis para doentes.
											Essas correlações continuaram a surgir
vezes sem conta.
											Mas uma grande questão nesse
campo tem sido: Porquê?
											Porque é que o cancro
tem açúcares diferentes?
											Qual é a importância disso?
											Porque é que isso acontece
e o que é que podemos fazer,
											caso isso esteja relacionado
com o processo da doença?
									","
											¿Qué más quieren decirnos los azúcares 
de la superficie de las células?
											Esos azúcares podrían estar 
diciéndonos que tenemos cáncer.
											Entonces, hace algunas décadas,
											las correlaciones comenzaron a surgir
del análisis de tejido tumoral.
											Y el escenario típico es un paciente
con un tumor detectado,
											y el tejido se elimina
con un procedimiento de biopsia
											y luego se envía 
a un laboratorio de patología
											donde ese tejido se analiza
para buscar cambios químicos
											que pueden informar al oncólogo
sobre el mejor curso de tratamiento.
											En estudios como ese se descubrió
											que los azúcares cambian
											si la célula pasa
de estar sana a estar enferma.
											Y esas correlaciones han surgido
una y otra y otra vez.
											Pero una gran pregunta en el campo
ha sido: ¿Por qué?
											¿Por qué los cánceres tienen diferentes 
azúcares? ¿Qué importancia tiene eso?
											¿Por qué sucede y qué podemos hacer 
al respecto si resulta que
											esto está relacionado con 
el proceso de la enfermedad?
									","
											Was sonst versuchen die Zucker auf 
unserer Zelloberfläche uns mitzuteilen?
											Nun ja, diese Zucker könnten 
uns verraten, dass Sie Krebs haben.
											Vor einigen Jahrzehnten
											wurden die ersten Zusammenhänge bei
der Analyse von Tumorgeweben hergestellt.
											Üblicherweise wird dabei 
der Tumor des Patienten festgestellt
											und das Gewebe mit einer Biopsie entfernt,
											bevor es in die Pathologie gesendet wird,
											wo das Gewebe dann auf chemische
Veränderungen analysiert wird,
											die dem Onkologen Aufschluss über
die beste Behandlungsmethode geben.
											Studien wie diese haben uns gezeigt,
											dass sich die Zucker verändern,
											sobald eine gesunde Zelle erkrankt.
											Diese Zusammenhänge
traten immer häufiger hervor,
											aber die Antwort auf die Frage
""Warum?"" hatte bisher keiner gefunden.
											Warum haben Krebszellen eine andere 
Zuckerhülle? Und warum ist das wichtig?
											Warum verändert sich der Zucker 
und was können wir daran ändern,
											falls diese Veränderung mit 
dem Krankheitsverlauf zusammenhängt?
									",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
","
","
","
",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
											So, one of the changes that we study
											is an increase in the density
of a particular sugar
											that's called sialic acid.
											And I think this is going to be
one of the most important sugars
											of our times,
											so I would encourage everybody
to get familiar with this word.
											Sialic acid is not
the kind of sugar that we eat.
											Those are different sugars.
											This is a kind of sugar
that is actually found
											at certain levels on all
of the cells in your body.
											It's actually quite common on your cells.
											But for some reason,
											cancer cells, at least in a successful,
progressive disease,
											tend to have more sialic acid
											than a normal, healthy cell would have.
											And why?
											What does that mean?
											Well, what we've learned
											is that it has to do
with your immune system.
									","
											Uma das alterações que estudamos
											é o aumento da densidade
de um açúcar em particular
											chamado ácido siálico.
											Acho que este vai ser um dos açúcares
mais importantes da nossa geração.
											Por isso, encorajo toda a gente
a familiarizar-se com esta palavra.
											O ácido siálico não é o tipo
de açúcar que comemos.
											Esses são açúcares diferentes.
											Este é o tipo de açúcar que se encontra
											em certos níveis em todas 
as células do nosso corpo.
											Na realidade, é muito comum 
nas nossas células.
											Mas por alguma razão,
											as células cancerosas,
pelo menos numa doença progressiva,
											tendem a ter mais ácido siálico
											do que uma célula normal e saudável teria.
											E porquê?
											O que é que isso significa?
											Bem, o que aprendemos
											é que isso tem a ver
com o sistema imunitário.
									","
											Entonces, uno de los cambios 
que estudiamos
											es un aumento en la densidad
de un azúcar en particular
											eso se llama ácido siálico.
											Y creo que este será
uno de los azúcares más importantes
											de nuestros tiempos,
											por eso aliento a todos a familiarizarse 
con esta palabra.
											El ácido siálico no es
el tipo de azúcar que ingerimos.
											Son azúcares diferentes.
											Este es un tipo de azúcar
que en realidad se encuentra
											en ciertos niveles en todas
las células del cuerpo.
											En realidad, es bastante común 
en las células.
											Pero por alguna razón,
											las células cancerosas, al menos 
en una enfermedad progresiva,
											tienden a tener más ácido siálico
											del que tendría 
una célula normal y saludable.
											¿Por qué?
											¿Qué significa eso?
											Bueno, hemos aprendido
											que tiene que ver con el sistema inmune.
									","
											Eine der Veränderungen, 
die wir untersuchen,
											ist der Anstieg der Dichte
eines bestimmten Zuckers
											namens Sialinsäure.
											Ich denke, dass dieser Zucker 
zu den wichtigsten unserer Zeit gehört
											und darum empfehle ich Ihnen, 
sich mit seinem Namen vertraut zu machen.
											Sialinsäure gehört nicht 
zu den Zuckerarten, die wir essen.
											Das sind andere Zucker.
											Diese Art von Zucker befindet sich
zu einem bestimmten Anteil
											auf jeder Zelle in unserem Körper.
											Tatsächlich kommt er 
sehr häufig darauf vor.
											Aber aus irgendeinem Grund
											tendieren Krebszellen bei einem
normalen Krankheitsverlauf dazu,
											mehr Sialinsäure aufzuweisen
											als normale, gesunde Zellen.
											Wie kommt das?
											Was bedeutet das?
											Wir haben herausgefunden,
											dass dies mit unserem
Immunsystem zusammenhängt.
									",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
","
","
","
",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
											So let me tell you a little bit
about the importance of your immune system
											in cancer.
											And this is something that's, I think,
in the news a lot these days.
											You know, people are starting
to become familiar with the term
											""cancer immune therapy.""
											And some of you might even know people
											who are benefiting from these very new
ways of treating cancer.
											What we now know
is that your immune cells,
											which are the white blood cells
coursing through your bloodstream,
											protect you on a daily basis
from things gone bad —
											including cancer.
											And so in this picture,
											those little green balls
are your immune cells,
											and that big pink cell is a cancer cell.
											And these immune cells go around
and taste all the cells in your body.
											That's their job.
											And most of the time, the cells taste OK.
									","
											Vou explicar um pouco a importância
do sistema imunitário no cancro.
											Acho que é uma coisa que aparece
nos noticiários atualmente.
											As pessoas estão a começar
a familiarizar-se com o termo
											""imunoterapia do cancro"".
											Alguns de vocês talvez conheçam pessoas
											que beneficiam destes
novos tratamentos do cancro.
											O que sabemos agora
é que as células imunitárias
											— que são os glóbulos brancos
que percorrem a corrente sanguínea —
											nos protegem no dia a dia
de coisas ruins,
											incluindo o cancro.
											Então nesta imagem,
											estas bolinhas verdes 
são as nossas células imunitárias
											e aquela grande célula rosa
é uma célula cancerosa.
											Estas células imunitárias circulam
e provam todas as células do nosso corpo.
											Esse é o trabalho delas.
											Na maior parte das vezes
as células sabem bem
									","
											Así les explicaré algo 
sobre la importancia del sistema inmune
											en el cáncer.
											Y esto es algo que se oye, creo,
mucho en las noticias estos días.
											La gente está comenzando
a familiarizarse con el término
											""inmunoterapia contra el cáncer"".
											Y algunos de Uds. incluso 
podrían conocer a personas
											que se están beneficiando de estas 
muy nuevas formas de tratar el cáncer.
											Ahora sabemos que las células inmunes,
											que son los glóbulos blancos que
recorren el torrente sanguíneo,
											nos protegen a diario
de cosas que salieron mal,
											incluido el cáncer.
											En esta imagen,
											esas pequeñas bolas verdes
son las células inmunes,
											y esa gran célula rosa 
es una célula cancerosa.
											Y estas células inmunes circulan
y prueban todas las células del cuerpo.
											Ese es su trabajo.
											Y la mayoría de las veces, 
las células saben bien.
									","
											Ich möchte Ihnen etwas 
über die Bedeutung
											Ihres Immunsystems
bei einer Krebserkrankung erklären.
											Dieses Thema wird neuerlich
häufig in den Medien behandelt.
											Immer mehr werden Menschen mit
dem Begriff ""Krebsimmuntherapie"" vertraut.
											Vielleicht kennen Sie sogar jemanden,
											der von dieser brandneuen 
Behandlungsmethode profitiert.
											Wir wissen heute, dass unsere Immunzellen
											die weißen Blutkörperchen,
die durch unsere Blutbahn jagen,
											uns täglich vor 
Krankheitserregern schützen,
											Krebs eingeschlossen.
											In diesem Bild hier
											stellen die kleinen, grünen Bälle
unsere Immunzellen dar
											und die große rosa Zelle eine Krebszelle.
											Die Immunzellen hier wandern
umher und ""kosten"" jede einzelne Zelle.
											Das ist ihre Aufgabe.
											Meistens schmecken diese Zellen gut.
									",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
","
","
","
",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
											But once in a while,
a cell might taste bad.
											Hopefully, that's the cancer cell,
											and when those immune cells
get the bad taste,
											they launch an all-out strike
and kill those cells.
											So we know that.
											We also know that if you can
potentiate that tasting,
											if you can encourage those immune cells
to actually take a big old bite
											out of a cancer cell,
											you get a better job protecting
yourself from cancer every day
											and maybe even curing a cancer.
											And there are now a couple of drugs
out there in the market
											that are used to treat cancer patients
											that act exactly by this process.
											They activate the immune system
											so that the immune system
can be more vigorous
											in protecting us from cancer.
									","
											mas, de vez quando,
uma célula pode saber mal.
											Esperemos que seja a célula cancerosa.
											Quando estas células imunitárias
encontram um sabor mau,
											lançam uma greve total
e matam essas células.
											Isso nós sabemos.
											Também sabemos que,
se pudermos potenciar esse sabor,
											se pudermos encorajar essas células 
imunitárias a dar uma grande dentada
											numa célula cancerosa,
											teremos uma proteção melhor
contra o cancro, todos os dias,
											e talvez até a cura de um cancro.
											Atualmente há inúmeras 
drogas no mercado
											usadas para tratar doentes com cancro
											que agem exatamente
como este processo.
											Ativam o sistema imunitário
											para que o sistema imunitário
fique mais forte
											para nos proteger contra o cancro.
									","
											Pero de vez en cuando,
una célula puede tener mal sabor.
											Con suerte, esa es la célula cancerosa,
											y cuando esas células inmunes
prueban el mal sabor,
											lanzan un ataque total
y matan esas células.
											Eso lo sabemos.
											También sabemos que 
si se potencia esa cata,
											si se alientan esas células inmunes
a que den una gran mordida
											de una célula cancerosa,
											uno se autoprotege mejor 
del cáncer todos los días
											y tal vez se cure un cáncer.
											Y ahora hay un par de fármacos
en el mercado
											que se usan para tratar 
a pacientes con cáncer
											que actúa exactamente 
mediante este proceso.
											Activan el sistema inmune
											para que sea más vigoroso
											para protegernos del cáncer.
									","
											Manchmal kann eine Zelle
auch weniger gut schmecken.
											Im besten Falle ist das die Krebszelle.
											Sobald die Immunzellen 
die schlechte Zelle kosten,
											holen sie zum Vernichtungschlag
gegen ebenjene Zellen aus.
											Das ist uns bekannt.
											Uns ist ebenso bekannt, dass wenn 
wir diese ""Verkostung"" unterstützen,
											wir diese Immunzellen motivieren,
richtig tief reinzubeißen
											in die Krebszelle,
											der tägliche Schutz gegen Krebs
ist wesentlich effektiver
											und eventuell kann man Krebs heilen.
											Auf dem Markt gibt es heute 
eine Reihe von Medikamenten
											für die Behandlung von Krebspatienten,
											die nach diesem Verfahren vorgehen.
											Sie aktivieren das Immunsystem,
											sodass dieses aggressiver gegen
Krebszellen vorgehen kann.
									",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
","
","
","
",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
