es,tr,de,title,speaker,duration,tags
"
","
","
",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
											Teníamos un tazón de pretzels localizado en un lado.
											Está allí en la esquina inferior derecha.
											Eso nos permitió observar el consumo.
											Estábamos registrando cuántos pretzels se comen los participantes
									","
											Masanın kenarına bir kase kraker koyduk.
											Dipte sağ köşede.
											Bu bize tüketim davranışlarını
gözleme fırsatı sundu.
											Şu anda katılımcıların kaç tane
kraker yediğini takip ediyoruz.
									","
											Wir hatten eine Schale mit Salzbrezeln
auf eine Seite des Tisches gestellt.
											Das sehen Sie dort in der 
unteren rechten Ecke.
											So konnten wir das Konsumverhalten
der Teilnehmer beobachten.
											Wir haben also nur beobachtet, wie viele 
Salzbrezeln die Teilnehmer essen.
									",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
","
","
",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
											Jugador rico: ¿Estos pretzels, son un truco?
									","
											Zengin Oyuncu: Bu krakerler de numara mı?
									","
											Reicher Spieler: 
Sind die Knabbereien eine Falle?
									",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
","
","
",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
											Jugador pobre: No sé.
									","
											Fakir Oyuncu: Bilmiyorum.
									","
											Armer Spieler: Ich weiß nicht.
									",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
","
","
",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
											PP: Bien, no hay sorpresas, hay personas alrededor.
											Se preguntan qué está haciendo ese tazón de pretzels
											allí, en primer lugar.
											Uno incluso pregunta, como han visto,
											¿ese tazón de pretzels, es un truco?
											Y sin embargo, a pesar de ello, el poder en la situación
											parece dominar inevitablemente
											y los jugadores ricos comienzan a comer más pretzels.
									","
											PP: Tamam, süpriz değil, bizi farkettiler.
											İlk önce, bir kase krakerin
											orada ne yaptığını merak ettiler.
											Üstelik birisi, sizin de gördüğünüz gibi
											kraker kasesinin bir numara mı olduğunu sordu.
											Hal böyle iken, durumun etkisi
											kaçınılmaz olarak baskın geliyor gibiydi
											ve bu zengin oyuncular
daha fazla kraker yemeye başladı.
									","
											Paul Piff: Okay, keine Überraschung, 
die Probanden ahnen was wir vorhaben.
											Sie fragen sich, 
was diese Schale mit Salzbrezeln
											dort überhaupt soll.
											Einer fragt sogar, 
wie Sie gerade gesehen haben,
											ob die Schale mit Salzbrezeln 
eine Falle sei.
											Und trotzdem scheint 
die Macht der Situation
											unweigerlich beherrschend zu sein
											und die reichen Spieler fangen an, 
mehr Salzbrezeln zu essen.
									",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
","
","
",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
											Jugador rico: Me encantan los pretzels.
									","
											Zengin Oyuncu: Krakerlere bayılıyorum.
									","
											Reicher Spieler: Ich liebe Salzbrezeln.
									",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
","
","
",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
											(Risas)
									","
											(Kahkaha)
									","
											(Gelächter)
									",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
","
","
",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
											PP: Y conforme el juego progresa,
											uno de los patrones realmente interesantes y dramáticos
											que observamos, que comienzan a surgir,
											fue que los jugadores ricos en realidad
											empezaron a volverse rudos con la otra persona.
											Cada vez más insensibles a la difícil situación
											de los otros jugadores, los pobres.
											Y cada vez más ostentosos
											con su éxito material,
											más propensos a mostrar lo bien que lo hacían.
											Jugador rico: Tengo dinero para todo.
											Jugador pobre actor: ¿Cuánto es?
											Jugador rico: Me debes 24 dólares.
											Vas a perder todo tu dinero pronto.
											Lo compraré. Tengo tanto dinero...
											Tengo mucho dinero, tengo para siempre.
											Jugador rico 2: Voy a comprar este tablero entero.
											Jugador rico 3: Te vas a quedar sin dinero pronto.
											Soy casi intocable en este punto.
									","
											PP: Oyun devam ettikçe,
											gözlemlediğimiz en ilginç ve dramatik izlerden
											birisi belirmeye başladı.
											Zengin oyuncular açıkça diğerine karşı
											daha kaba ve fakir oyuncuların
											kötü durumuna karşı
											daha az hassas olmaya
											ve maddi başarılarını ve
											ne kadar iyi oynadıklarını
											daha çok göstermeye başladıar.
											Zengin Oyuncu: Her şeye yetecek param var.
											Fakir Oyuncu: Bu ne kadar?
											Zengin Oyuncu: Bana 24 dolar borcun var.
											Yakında tüm paranı kaybedeceksin.
											Alıyorum. Çok param var.
											Param o kadar çok ki, hiç bitmez.
											Zengin Oyuncu 2: Tüm tahtayı alacağım.
											Zengin Oyuncu 3: Yakında paran kalmayacak.
											Bu durumda neredeyse erişilmezim.
									","
											Paul Piff: Im weiteren Verlauf des Spiels
											trat eines der wirklich interessanten
und dramatischen Verhaltensmuster,
											die wir beobachteten, in Erscheinung.
											Die reichen Spieler wurden tatsächlich
											immer unhöflicher der 
anderen Person gegenüber
											und immer unempfindlicher 
gegenüber der Notlage
											dieser armen, armen Spieler
											und sie stellten immer offensichtlicher
											ihren materiellen Erfolg zur Schau.
											Außerdem gaben sie häufiger 
mit ihrem Erfolg an.
											Reicher Spieler: Ich kann mir alles leisten.
											Armer Spieler: Was kostet das?
											Reicher Spieler: Du schuldest mir 24 Dollar.
											Du verlierst gleich dein ganzes Geld.
											Ich kaufe das. Ich hab so viel Geld.
											Ich habe so viel Geld, es wird ewig dauern.
											Reicher Spieler 2: 
Ich kaufe das ganze Brett auf.
											Reicher Spieler 3: 
Bald geht dir das Geld aus.
											Ich bin an diesem Punkt fast unantastbar.
									",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
","
","
",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
											PP: Bien, pienso
											que lo más interesante,
											es que al final de los 15 minutos,
											les pedimos a los jugadores hablar sobre 
su experiencia durante el juego.
											Y cuando los jugadores ricos hablaron de
											por qué habían ganado inevitablemente
											en este juego arreglado de Monopolio...
											—(Risas)—
											hablaron de lo que habían hecho
											al comprar esas diferentes propiedades
											para lograr su éxito en el juego,
											y en nada mencionaron
											las diferencias en la situación,
											incluyendo el lanzamiento de la moneda
											que por azar los había asignado
											en el lugar privilegiado, desde el principio.
											Esta es realmente una visión increíble
											de cómo la mente justifica las ventajas.
									","
											PP: Pekala, şu da bence
											çok, çok ilginç ki,
											15 dakika sonunda,
											oyun hakkındaki deneyimleri
hakkında konuşmalarını istedik.
											Ve zengin oyuncular,
											ister istemez kazandıkları bu hileli
											Monopoly oyunu hakkında konuştuklarında —
											(Kahkaha)
											bu değişik mülkleri satın almak için
											ne yaptıklarını ve bu başarıyı
											nasıl elde ettiklerinden bahsettiler.
											Ve onları en başta rastgele
											ayrıcalıklı konuma getiren
											yazı tura olayı da dahil,
											bu gibi farklı olgulara karşı
											gittikçe umursamaz oldular.
											Ve bu gerçekten, zihnin avantajı
											nasıl anlamlandırdığının
olağanüstü bir içgörüsüdür.
									","
											Paul Piff: Okay, und jetzt dazu,
											was ich wirklich interessant fand:
											Nach Ende der 15 Minuten
											baten wir die Spieler, ihre Empfindungen
während des Spiels zu beschreiben.
											Als die reichen Spieler darüber redeten,
											weshalb sie dieses gezinkte Monopoly-Spiel
											zwangsläufig gewonnen hatten —
											(Gelächter) —
											sprachen sie davon, was sie alles 
unternommen hatten,
											um die verschiedenen Grundstücke zu kaufen
											und in diesem Spiel erfolgreich zu sein.
											Sie gewöhnten sich nur schwer an
											die Besonderheiten der Situation;
											zum Beispiel das Werfen der Münze,
											das ihnen zufällig diese
											vorteilhafte Position eingebracht hatte.
											Und das ist ein wirklich, 
wirklich unglaublicher Einblick
											in die Art und Weise, wie Vorteile
vom Verstand bewertet werden.
									",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
","
","
",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
											Este juego de Monopolio se puede usar
											como una metáfora para entender la sociedad
											y su estructura jerárquica, en la que algunas personas
											tienen mucha riqueza y estatus,
											y muchos otros no.
											Tienen mucho menos bienes, estatus mucho menor
											y mucho menos acceso a recursos valiosos.
											Lo que hemos estado haciendo mis 
colegas y yo, en los últimos siete años,
											es estudiar los efectos de este tipo de jerarquías.
											Lo que nos hemos encontrado 
en decenas de estudios
											y con miles de participantes de todo el país
											es que, conforme aumentan los niveles de riqueza,
											bajan los sentimientos de compasión y empatía,
											y sus sentimientos de propiedad, de merecimiento,
											su ideología de autointerés, aumentan.
											En las encuestas hemos encontrado que son en realidad
											los individuos más ricos los más propensos
											a moralizar sobre lo buena que es la codicia
											y que la búsqueda del propio interés
											es aceptable y ética.
											Lo que quiero hacer hoy es hablar de
											algunas de las implicaciones 
de la ideología del propio interés.
											Hablaré de por qué debemos 
preocuparnos por las consecuencias,
											y finalmente, qué se puede hacer.
									","
											Bu Monopoly oyunu,
											kimisinin daha varlıklı ve daha itibarlı olduğu
											ve birçoğunun böyle olmadığı toplumumuzu ve
											onun hiyerarşik yapısını anlamak için
											bir benzetme olarak kullanılabilir.
											Birçoğu daha az varlıklı ve daha az itibarlı
											ve değerli kaynaklara erişimi daha kısıtlı.
											Son yedi yıldır, arkadaşlarım ve ben
											bu tür hiyerarşinin etkileri
hakkında araştırma yapıyoruz.
											Ülke çapında binlerce katılımcıyla yaptığımız
											düzinelerce çalışmada gördük ki,
											kişinin varlık seviyesi arttıkça,
											merhamet ve empati duyguları azalıyor
											ve hak sahipliği ve layık olma duygusu
											ve kişisel çıkar düşüncesi artıyor.
											Yaptığımız anketlerde,
hırsı iyi olarak değerlendiren
											daha varlıklı insanların,
											kendi çıkarı peşinde koşmayı da
											olumlu ve ahlaki olarak
											değerlendirdiklerini gördük.
											Bugün ise, öz çıkar ideolojisinin etkilerini,
											bu etkileri neden önemsememiz gerektiği
											ve son olarak da ne yapılabileceği hakkında
											konuşmak istiyorum.
									","
											Dieses Monopoly-Spiel kann also
											als Metapher für das Verstehen 
unserer Gesellschaft
											und ihrer hierarchischen Strukturen 
gesehen werden,
											in der einige wenige Menschen großen 
Wohlstand und großes Ansehen genießen,
											andere hingegen nicht.
											Sie haben weitaus weniger Vermögen und 
einen geringeren Status,
											sowie einen erschwerten
Zugang zu wertvollen Ressourcen.
											Meine Kollegen und ich haben also in den
vergangenen sieben Jahren
											die Auswirkungen dieser Art 
von Hierarchien untersucht.
											Wir haben durch Dutzende von Studien
											mit Tausenden von Teilnehmern 
aus dem ganzen Land herausgefunden,
											dass mit zunehmendem Wohlstand 
einer Person
											die Fähigkeit, Mitgefühl und Empathie 
zu empfinden, abnimmt.
											Außerdem glauben die Probanden verstärkt, 
sie hätten den Wohlstand verdient und
											ihr Egoismus nimmt zu.
											Anhand von Befragungen haben 
wir festgestellt,
											dass wohlhabende Menschen 
eher dazu neigen,
											Geiz als etwas Gutes zu moralisieren.
											Sie halten auch das Verfolgen 
eigener Interessen
											für vorteilhaft und moralisch richtig.
											Ich will also heute
											über die Auswirkungen dieser 
Eigeninteressen sprechen
											und erklären, warum es wichtig ist, dass 
wir uns um diese Auswirkungen kümmern.
											Enden möchte ich damit, 
was wir dagegen tun könnten.
									",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
","
","
",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
											En algunos de los primeros estudios 
que hicimos en esta área
											observamos el comportamiento de ayuda,
											lo que algunos psicólogos sociales llaman
											comportamiento prosocial.
											Y estábamos realmente interesados 
en quién tieme más probabilidades
											de ayudar a otras personas.
											Si los ricos o los pobres.
											En uno de los estudios, traemos al laboratorio
											a personas de la comunidad, ricos y pobres,
											y les damos a cada uno de ellos, el equivalente a 10 dólares.
											Les dijimos a los participantes
											que podían conservar esos 10 dólares para ellos,
											o que podían compartir una parte,
											si querían, con un extraño
											totalmente anónimo.
											Ellos no conocerían al extraño 
y éste no los conocería a ellos.
											Registramos cuánta gente da.
											Los que ganaban 25 000, o inclusive
											menos de 15 000 dólares al año,
											dieron un 44 % más de su dinero
											al extraño,
											comparado con los que ganaban 150 000
											o 200 000 dólares al año.
									","
											Bu alanda yaptığımız ilk çalışmalarda
											sosyal psikologların
											yardımsever davranış
											dedikleri şeyi inceledik.
											Ve asıl ilgilendiğimiz mesele,
											zenginin mi, yoksa fakirin mi bir başkasına
											daha çok yardım teklif ettiği idi.
											Bu çalışmaların birinde, zengin ve
											fakir toplum üyelerini laboratuvara getirdik
											ve her birine 10 dolar verdik.
											Katılımcılara
											10 doların isterlerse kendilerinde kalabileceğini,
											isterlerse de bir kısmını
											kimliği belirsiz bir yabancı ile
											paylaşabileceklerini söyledik.
											O yabancı ile bir daha karşılaşmayacak ve
yabancı da onlarla karşılaşmayacaktı.
											Ve insanların ne kadar verdiklerini izledik.
											Yılda 25,000 bazen ise
											15,000 doların altında geliri olan bireyler,
											yılda 150.000 veya 200.000 dolar
											gelir elde eden
											bireylerden yüzde 44 daha fazla
											para verdiler.
									","
											Einige der ersten der Studien, die wir auf 
diesem Gebiet durchgeführt haben,
											beschäftigten sich mit Hilfsverhalten,
											etwas, das unter Sozialpsychologen
											""pro-soziales Verhalten"" genannt wird.
											Wir haben uns vor allem dafür interessiert,
											wer einer anderen Person 
am ehesten Hilfe anbietet:
											eine arme Person oder eine reiche?
											Für eine der Studien brachten wir
											reiche und arme Gesellschaftsmitglieder 
ins Labor
											und gaben jedem von ihnen Zahlungsmittel 
im Wert von 10 Dollar.
											Den Teilnehmern wurde mitgeteilt,
											dass sie die 10 Dollar entweder behalten
											oder teilen können,
											wenn sie wollen auch mit einem Fremden,
											der völlig anonym ist.
											Sie würden diese fremde Person 
nie treffen und umgekehrt.
											Dann haben wir beobachtet, wie viel 
die Leute von ihrem Geld abgaben.
											Personen, die zwischen 25.000 Dollar oder
											auch mal weniger als 15.000 Dollar 
im Jahr verdienten,
											gaben 44 % mehr ihres Geldes
											an die fremde Person
											als Menschen, die zwischen 150.000
											und 200.000 Dollar pro Jahr verdienten.
									",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
","
","
",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
											Hemos tenido gente en el juego
											para ver quién es más propenso 
a hacer trampa
											para aumentar sus posibilidades 
de ganar un premio.
											En uno de los juegos, 
arreglamos la computadora
											de tal forma que fuera imposible 
obtener cierto puntaje
											al lanzar los dados.
											En ese juego no se podía superar a 12,
											y, sin embargo, cuanto más rica era la persona,
											más probable era que engañara
											para ganar créditos por 
un premio en efectivo de $50,
											a veces tres a cuatro veces más probable.
									","
											İnsanlara oyunlar oynatarak,
											kazanma şansını artırmak adına kimin daha fazla
											veya daha az hile yaptığını görmeye çalıştık.
											Bu oyunların birinde, bir bilgisayara hile karıştırarak,
											zarın mümkün olmayan skorlara
											ulaşmasını sağladık.
											Bu oyunda 12’den fazla puan alamazsınız
											ve hal böyle iken, ne kadar zenginseniz,
											50$ veya bazen
											üç dört katı nakit para ödülünü kazanmak için
											bu oyunda o kadar çok
hile yapmaya eğilimli oluyorsunuz.
									","
											Wir ließen die Probanden Spiele spielen,
											um zu beobachten, wer eher schummelte,
											um seine Chance auf einen Gewinn zu erhöhen.
											In einem dieser Spiele, 
manipulierten wir einen Computer,
											so dass beim Würfeln das Überschreiten 
einer bestimmten Augenzahl
											unmöglich gemacht wurde.
											Es konnten nicht mehr als 12 Augen 
erreicht werden
											und trotzdem: Je reicher man war,
											desto höher war die Wahrscheinlichkeit,
dass man schummelte,
											um Punkte zu sammeln, die zu einem
Bargewinn von 50 Dollar führen konnten.
											Manchmal war sie drei- bis viermal so hoch.
									",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
","
","
",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
											Hicimos otro estudio donde miramos si
											las personas estarían dispuestas a tomar dulces
											de un frasco con dulces que habíamos 
identificado explícitamente
											como reservados para unos niños...
											—(Risas)—
											participantes... no estoy bromeando.
											Sé que parece que estoy haciendo una broma.
											Dijimos explícitamente a los participantes
											que ese frasco con dulces era para unos niños que participaban
											en un laboratorio de desarrollo cercano.
											Están en estudios. Esto es para ellos.
											Y registramos cuántos dulces tomaron los participantes.
											Los jugadores que se sentían ricos
											tomaron dos veces más dulces
											que los que se sentían pobres.
									","
											Başka bir çalışmamızda, insanların
											çocuklar için ayrıldığını özellikle belirttiğimiz
											kavanozlardan ne kadar şeker almaya
											eğilimli olduğuna baktık.
											(Kahkaha)
											Şaka yapmıyorum.
											Biliyorum, şaka gibi geliyor.
											Katılımcılara bu şeker kavanozlarının,
											yandaki gelişim laboratuvarına katılan
											çocuklar için ayrıldığını özellikle belirttik.
											Onlar da çalışmaya katılıyor. Bunlar da onlar için.
											Ve oturup katılımcılarına ne kadar
şeker aldıklarını gözledik.
											Kendini zengin hisseden katılımcılar,
											kendini fakir hisseden katılımcılardan
											iki kat daha fazla şeker aldı.
									","
											Wir haben eine weitere Studie durchgeführt,
											in deren Verlauf wir untersucht haben, 
ob es Leute gibt, die gewillt sind
											Süßigkeiten aus einem Glas zu nehmen,
auf dem eindeutig steht,
											dass es für Kinder reserviert ist.
											(Gelächter)
											Ich scherze nicht.
											Ich weiß, dass es wie ein Witz klingt.
											Wir haben den Probanden ausdrücklich gesagt,
											dass die Süßigkeiten für eine Gruppe 
von Kindern bestimmt sind,
											die sich als Versuchspersonen in einem 
benachbarten Labor aufhalten.
											Also: Die Kinder sind im Versuchslabor.
Die Süßigkeiten sind für sie.
											Wir haben uns angeschaut, wie viele Süßigkeiten
die Probanden aus dem Glas nahmen.
											Probanden, die sich wohlhabend fühlten,
											nahmen zweimal mehr Süßigkeiten
											als Probanden, die sich arm fühlten.
									",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
"
","
","
",Does money make you mean?,Paul Piff,16:35,"TEDx,behavioral economics,psychology"
