es,tr,en,fr,title,speaker,duration,tags
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											Pero permítanme retroceder un poco en el tiempo.
											Cuando tenía unos 20 años,
hice algunas novelas gráficas,
											pero no eran novelas gráficas convencionales.
											Eran libros que contaban 
una historia de ciencia ficción
											a través de imágenes y texto,
											y la mayoría de los actores que ahora protagonizan
											la adaptación de la película,
ya estaban involucrados
											en estos libros que
retratan personajes
											de una manera experimental, teatral y simplista.
									","
											Fakat biraz geçmişe bakalım.
											20'li yaşlarımın başında çizgi romanlar yapmıştım,
											fakat klasik çizgi romanlar gibi değildiler.
											Bir bilim kurgu hikayesini resim ve yazılarla
											anlatan kitaplardı,
											ve film uyarlamasındaki aktörlerin çoğu,
											karakterleri bir tür deneysel, dramatik, basit şekilde
											canlandırarak zaten
											bu kitapların bir parçasıydılar.
									","
											But let me go back in time a bit.
											In my early 20s, I did some graphic novels,
											but they weren't your usual graphic novels.
											They were books telling a science fiction story
											through images and text,
											and most of the actors who are now starring
											in the movie adaptation, they were already involved
											in these books portraying characters
											into a sort of experimental, theatrical, simplistic way.
									","
											Mais permettez-moi de revenir un peu en arrière.
											Un peu après mes vingt ans,
j’ai créé des romans graphiques,
											mais pas des romans graphiques habituels.
											Il s’agissait de livres racontant
une histoire de science-fiction
											à travers des images et du texte,
											et dans lesquels la plupart des acteurs
											que le film met aujourd’hui
en vedette étaient déjà impliqués.
											Ils interprétaient leurs personnages dans ces livres
											de manière expérimentale, théâtrale et très simple.
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											Uno de estos actores es el gran director de escena
											y actor Robert Lepage.
											Me encanta este tipo.
											He estado enamorado de él
desde que era un niño.
											Admiro mucho su carrera.
											Y quería que participara 
en mi proyecto loco,
											y fue lo suficientemente amable
para prestar su imagen
											al personaje de Eugène Spaak,
											que es un cosmólogo y artista que busca relación
											entre tiempo, espacio, amor, música y mujeres.
											Robert se adaptó perfectamente al papel
											y fue en realidad el que me dio 
mi primera oportunidad.
											Fue quien creyó en mí
											y me animó a hacer una
adaptación de mis libros
											en una película, y a escribir, dirigir,
											y producir la película yo mismo.
									","
											Ve bu aktörlerden biri büyük sahne yönetmeni
											ve aktör Robert Lepage.
											Ve ben bu adama tek kelimeyle aşığım.
											Çocukluktan beri ona aşıktım.
											Kariyerine büyük bir hayranlık duyuyorum.
											Ve bu adamın çılgın projemde yer almasını istiyordum
											ve zaman, uzay, aşk, müzik ve
											kadınlar arasında bağlantı arayan
											bir kozmolog ve sanatçı olan Eugène Spaak karakterini
											canladırmayı nazikçe kabul etti.
											Ve bu rol için mükemmel bir seçimdi
											ve Robert aslında bana ilk şansımı veren insandı.
											Bana inanan ve kitaplarımın
											bir film adaptasyonunu yapmak, yazmak, yönetmek
											ve prodüktörlüğünü yapmak
											konusunda beni teşvik eden tek insandı.
									","
											And one of these actors is the great stage director
											and actor Robert Lepage.
											And I just love this guy.
											I've been in love with this guy since I was a kid.
											His career I admire a lot.
											And I wanted this guy to be involved in my crazy project,
											and he was kind enough to lend his image
											to the character of Eugène Spaak,
											who is a cosmologist and artist who seeks relation
											in between time, space, love, music and women.
											And he was a perfect fit for the part,
											and Robert is actually the one who gave me my first chance.
											He was the one who believed in me
											and encouraged me to do an adaptation of my books
											into a film, and to write, direct,
											and produce the film myself.
									","
											L’un de ces acteurs est le grand metteur en scène
											et acteur Robert Lepage.
											Et j’adore ce bonhomme.
											Je l’aime depuis mon enfance
											et j’admire énormément sa carrière.
											Je voulais l’impliquer dans mon projet fou,
											et il a eu la gentillesse de prêter son image
											au personnage d’Eugène Spaak,
											un cosmologue et un artiste
qui cherche à tisser des liens
											entre le temps, l’espace, l’amour,
la musique et les femmes.
											Il était parfait pour ce rôle,
											et en fait, Robert est celui
qui m’a offert ma première chance.
											Il a cru en moi
											et m’a encouragé à adapter mes livres
											en film, à l’écrire, à le réaliser
											et à le produire moi-même.
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											Y Robert es realmente el primer ejemplo
											de cómo las restricciones 
pueden aumentar la creatividad.
											Porque es el hombre más
ocupado del planeta.
											O sea, su agenda está
llena hasta el 2042,
											y conseguirlo es muy difícil,
											pero yo quería que estuviera en la película
											para hacer su papel.
											Pero la cosa es que,
si lo esperaba
											hasta el 2042, ya no sería
											una película futurísta, así que 
no podía hacer eso. ¿Verdad?
											Pero ese era un gran problema.
											¿Cómo lograr que alguien 
que está demasiado ocupado
											protagonice una película?
									","
											Ve Robert aslında sınırların yaratıcılığı nasıl
											arttıracağı konusunda ilk örnektir.
											Çünkü bu adam gezegendeki en meşgul insan.
											2042 yılına kadar ajandası dolu
											ve ulaşılması zor bir insan
											ve onun bu filmde olmasını istedim,
											filmdeki rolünü tekrar oynamak için.
											Ama durum şu ki, 2042'ye kadar
											bekleseydim, filmim artık fütüristik bir film
											olmazdı, yani bunu yapamazdım. Değil mi?
											Ama bu büyük bir problem.
											Çok meşgul olan bir insanı nasıl bir filmde
											başrolde oynatabilirsiniz?
									","
											And Robert is actually the very first example
											of how constraints can boost creativity.
											Because this guy is the busiest man on the planet.
											I mean, his agenda is booked until 2042,
											and he's really hard to get,
											and I wanted him to be in the movie,
											to reprise his role in the movie.
											But the thing is, had I waited
											for him until 2042, my film wouldn't be
											a futuristic film anymore, so I just couldn't do that. Right?
											But that's kind of a big problem.
											How do you get somebody who is too busy
											to star in a movie?
									","
											Et Robert est en fait le premier exemple
											d’une contrainte pouvant stimuler la créativité.
											Parce que ce type est le plus occupé de la planète.
											Son agenda est rempli jusqu’en 2042,
											et il est très difficile à avoir,
											et je voulais qu’il soit dans le film,
											qu’il reprenne son rôle dans le film.
											Mais si je l’avais attendu
											jusqu’en 2042, mon film
ne serait plus un film futuriste,
											alors ce n’était pas vraiment une bonne solution,
vous comprenez ?
											Reste qu’il s’agit d’un gros problème.
											Comment faire jouer dans un film
											un acteur trop occupé ?
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											Bueno, en una reunión de producción dije en broma,
											—y esto es una historia real, por cierto—
											dije: ""¿por qué no hacemos a
este tipo en un holograma?
											Porque, saben, está en todas partes
											y en ninguna parte del planeta al mismo tiempo,
											y es un ser iluminado en mi mente,
											y está entre la realidad y la realidad virtual,
											por lo que tendría sentido perfecto
											convertirlo en un holograma"".
									","
											Prodüksiyon toplantısında bir şaka olarak söyle dedim —
											ve bu gerçek bir hikaye, bu arada —-
											""Neden bu adamı bir holograma dönüştürmüyoruz?
											Çünkü, biliyorsunuz, o gezegende
											aynı anda hem heryerde hem de hiçbiryerde
											ve zihnimde aydınlatılmış bir varlık
											ve gerçeklik ve sanal gerçeklik arasında biryerde,
											yani bu adamı holograma
											dönüştürmek çok mantıklı.""
									","
											Well, I said as a joke in a production meeting —
											and this is a true story, by the way —
											I said, ""Why don't we turn this guy into a hologram?
											Because, you know, he is everywhere
											and nowhere on the planet at the same time,
											and he's an illuminated being in my mind,
											and he's in between reality and virtual reality,
											so it would make perfect sense
											to turn this guy into a hologram.""
									","
											Eh bien, j’ai lancé une blague
dans une réunion de production
											– et c'est une anecdote authentique, d'ailleurs –
											j’ai dit : « Pourquoi ne pas tourner le personnage
de Lepage comme un hologramme ?
											Parce que, vous voyez, il est partout
											sur la planète et nulle part à la fois,
											et je le perçois comme un être illuminé,
											à mi-chemin entre le réel et le virtuel,
											alors l’idée d’en faire un hologramme
											serait tout à fait pertinente. »
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											Todo el mundo en la mesa se rió,
											pero la broma fue una buena solución,
											así que eso fue es lo que terminamos haciendo.
									","
											Masadaki herkes güldü,
											ama şaka iyi bir çözümdü,
											böylece sonunda öyle yaptık.
									","
											Everybody around the table laughed,
											but the joke was kind of a good solution,
											so that's what we ended up doing.
									","
											Tout le monde autour de la table s’est mis à rire,
											mais la blague était en fait une bonne solution,
											alors c’est ce que nous avons fait.
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											Así es cómo lo hicimos.
Filmamos a Robert con seis cámaras.
											Estaba vestido de verde y parecía
											metido en un acuario verde.
											Cada cámara cubría
60 grados de su cabeza
											para que en postproducción pudiéramos utilizar
											prácticamente cualquier
ángulo que se necesitara,
											y solo filmamos su cabeza.
											Seis meses después
había un chico en el estudio,
											un mimo que encarnaba el cuerpo,
											el vehículo para la cabeza.
											Y llevaba una capucha verde
											para poder borrar la
capucha verde en postproducción
											y reemplazarla con la cabeza de Robert Lepage.
											Se convirtió como un hombre del renacimiento,
											y así es como se ve en la película.
									","
											Şöyle yaptık. Robert'ı altı kamera ile çektik.
											Yeşil renkte giyinmişti ve yeşil bir akvaryumda
											gibiydi.
											Her bir kamera kafasının 60 derecesini kapsıyordu,
											böylece post-prodüksiyonda ihtiyacımız olan
											neredeyse her açıyı kullanabilirdik
											ve sadece kafasını çektik.
											Altı ay sonra sette bir adam vardı,
											vücudu canlandıran bir pandomimci,
											kafa için bir araç.
											Ve yeşil bir başlık takmıştı
											böylece post-prodüksiyonda yeşil başlığı silebilir
											ve Robert Lepage'nin kafası ile değiştirebilirdik.
											Bir rönesans adamı gibi oldu
											ve filmde şöyle görünüyor.
									","
											Here's how we did it. We shot Robert with six cameras.
											He was dressed in green and he was like
											in a green aquarium.
											Each camera was covering 60 degrees of his head,
											so that in post-production we could use
											pretty much any angle we needed,
											and we shot only his head.
											Six months later there was a guy on set,
											a mime portraying the body,
											the vehicle for the head.
											And he was wearing a green hood
											so that we could erase the green hood in postproduction
											and replace it with Robert Lepage's head.
											So he became like a renaissance man,
											and here's what it looks like in the movie.
									","
											Voici comment nous y sommes parvenus.
Nous avons filmé Robert à l’aide de six caméras.
											Il était vêtu de vert,
											dans une sorte d’aquarium vert.
											Chaque caméra couvrait soixante degrés de sa tête,
											de sorte qu’en postproduction nous puissions utiliser
											tous les angles nécessaires,
											et nous ne filmions que sa tête.
											Six mois plus tard, il y avait un mime sur le plateau
											qui interprétait le corps,
											le véhicule pour la tête.
											Et il portait une cagoule verte,
											de sorte que nous puissions
l'effacer en postproduction
											pour la remplacer par la tête de Robert Lepage.
											Le personnage est donc devenu
un homme d’esprit universel,
											et voici à quoi il ressemble dans le film.
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											(Música) (Video)
									","
											(Müzik)
									","
											(Music)
									","
											(Musique)
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											Robert Lepage: [Como de costumbre,
Arthur está dibujando
											y no se da cuenta de los desafíos técnicos.
											Soldé la recámara,
pero la válvula aún tiene una fuga.
											Traté de levantar los palets para
disminuir la presión en la caja de sonidos,
											pero podría haber afectado una hebra vital.
											Todavía suena demasiado bajo].
											Jacques Languirand: [Es normal.
											El instrumento siempre termina
por asemejarse a su modelo].
											(Música)
									","
											(Video) Robert Lepage: [Her zamanki gibi, Arthur'un çizimi
											teknik sorunlarının sebebini açıklamadı.
											Arkasını birleştirdim, ama vana hala açık.
											Ses kutusundaki baskıyı azaltmak için paletleri kaldırmayı denedim,
											ama bir duyguya çarpmış olabilirim.
											Sesi hala çok düşük.]
											Jacques Languirand: [Bu normal.
											Enstrüman sonunda her zaman modeline benziyor.]
											(Müzik)
									","
											(Video) Robert Lepage: [As usual, Arthur's drawing
											didn't account for the technical challenges.
											I welded the breech, but the valve is still gaping.
											I tried to lift the pallets to lower the pressure in the sound box,
											but I might have hit a heartstring.
											It still sounds too low.]
											Jacques Languirand: [That's normal.
											The instrument always ends up resembling its model.]
											(Music)
									","
											(Vidéo) Robert Lepage :
[Comme d’habitude, le dessin d’Arthur
											ne tenait pas compte des défis techniques.
											J’ai soudé la culasse mais la valve reste béante.
											Je me suis permis de remonter les soupapes pour diminuer la pression dans la caisse de résonance,
											mais je pense avoir heurté une corde sensible.
											Ça sonne toujours trop grave.]
											Jacques Languirand : [C’est normal.
											L’instrument finit toujours par ressembler
à son modèle.]
											(Musique)
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											Martin Villeneuve: Bien, esos instrumentos musicales
											que vieron en el fragmento,
											son mi segundo ejemplo de cómo
											las restricciones pueden
impulsar la creatividad,
											porque necesitaba desesperadamente
estos objetos en mi película.
											Son objetos de deseo.
											Son instrumentos musicales imaginarios.
											Y tiene una bonita historia.
											En realidad, yo sabía cómo se verían
											en mi mente por muchos años.
											Pero el problema era
que no tenía el dinero
											para pagar por ellos.
No podía pagarlos.
											Ese también es un problema grande.
											¿Cómo obtener algo que no puedo pagar?
									","
											Martin Villeneuve: Bu alıntıda gördüğünüz
											müzik enstrümanları,
											sınırların yaratıcılığı nasıl arttıracağına dair
											ikinci örneğim, çünkü bu nesnelerin
											filmimde olmasını çok ihtiyacım vardı.
											Onlar arzunun nesneleri.
											Hayali müzik enstrümanları.
											Ve beraberinde güzel bir hikaye getiriyorlar.
											Aslında, yıllar boyunca zihnimde bu nesnelerin
											nasıl görüneceği biliyordum.
											Ama problemim, onları satın almak için param
											yoktu. Param yetmiyordu.
											Bu da büyük bir problem.
											Paranın yetmediği birşeyi nasıl alabilirsin?
									","
											Martin Villeneuve: Now these musical instruments
											that you see in this excerpt,
											they're my second example of how
											constraints can boost creativity,
											because I desperately needed these objects in my movie.
											They are objects of desire.
											They are imaginary musical instruments.
											And they carry a nice story with them.
											Actually, I knew what these things would look like
											in my mind for many, many years.
											But my problem was, I didn't have the money
											to pay for them. I couldn't afford them.
											So that's kind of a big problem too.
											How do you get something that you can't afford?
									","
											Martin Villeneuve : Ces instruments de musique
											que vous voyez dans cet extrait
											constituent le second exemple de la manière
											dont les contraintes peuvent stimuler la créativité,
											car j’avais désespérément besoin
de ces objets dans le film.
											Ce sont des objets de désir.
											Ce sont des instruments de musique imaginaires.
											Et ils transportent une très jolie histoire avec eux.
											En fait, j'avais l'image de ces objets
											dans ma tête depuis plusieurs années.
											Mais mon problème était que je n’avais pas l’argent
											pour les faire fabriquer.
Je ne pouvais pas me les acheter.
											Ça aussi, c’est un gros problème.
											Comment obtenir quelque chose que
vous ne pouvez pas vous acheter ?
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											Y, saben, una mañana me desperté
con una idea bastante buena.
											Me dije, ""¿Y si alguien más paga por ellos?""
											(Risas)
									","
											Ve bir sabah hayli iyi bir fikir ile uyandım.
											""Ya onları satın alacak başka birini bulsam?"" dedim.
											(Kahkaha)
									","
											And, you know, I woke up one morning with a pretty good idea.
											I said, ""What if I have somebody else pay for them?""
											(Laughter)
									","
											Alors je me suis réveillé un matin
avec une assez bonne idée.
											Je me suis dit :
« Et si quelqu'un d'autre me les payait? »
											(Rires)
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											Pero, ¿quién en la tierra estaría interesado
											a siete instrumentos musicales aún no construidos
											inspirados en cuerpos femeninos?
											Y pensé en el Cirque du Soleil en Montreal,
											porque quién mejor que ellos
para comprender el tipo de
											poesía loca que yo quería poner en la pantalla.
											Así que fui a ver a Guy Laliberté,
director ejecutivo del Cirque du Soleil,
											y le presenté mi idea loca
											con dibujos como este
y referencias visuales,
											y sucedió algo bastante sorprendente.
											Se interesó por la idea
											no porque yo estaba
pidiendo su dinero,
											sino porque llegué a él con una buena idea
											donde todo el mundo estaba feliz.
											Era una especie de triángulo perfecto
											en el cual el comprador de arte estaba feliz
											porque conseguiría los instrumentos
a un precio más barato,
											porque ni siquiera estaban hechos.
											Dio un salto de fe.
											Y el artista, Dominique Engel, un chico brillante,
											también estaba contento porque
tenía un proyecto de ensueño
											para trabajar por un año.
											Y obviamente yo estaba feliz
porque tenía los instrumentos
											en mi película gratis, 
que fue lo que intenté hacer.
											Así que aquí están.
									","
											Ama kim yeni adet daha yapılmamış
											kadın vücudundan esinlenmiş müzik
											enstrümanları ile ilgilenir?
											Ve Montreal'deki Cirque du Soleil aklıma geldi,
											çünkü beyazperdeye koymak istediğim
											çılgın tür şiiri daha iyi kim anlayabilir?
											Cirque du Soleil'in CEO'su Guy Laliberté'yi buldum
											ve ona çılgın fikrimi, bunun gibi karalamalar
											ve görsel örneklerde sundum
											ve oldukça inanılmaz birşey gerçekleşti.
											Bu fikir Guy'ın ilgisini çekti,
											parasını istediğim için değil,
											ama ona herkesi mutlu olduğu iyi bir fikir ile
											geldiğim içindi.
											Mükemmel bir üçgendi,
											sanat alıcısı mutluydu
											çünkü enstrümanları daha ucuz bir fiyata aldı,
											çünkü daha yapılmamışlardı bile.
											Bize güvendi.
											Ve sanatçı Dominique Engel, bu zeki adam,
											o da mutluydu çünkü bir yıl boyunca üzerinde çalışacağı
											rüya gibi bir projesi vardı.
											Ve tabi ki, ben de enstrümanları filmime bedava olarak
											aldığım için mutluydum, ki yapmaya çalıştığım şey buydu.
											İşte buradalar.
									","
											But who on Earth would be interested
											by seven not-yet-built musical instruments
											inspired by women's bodies?
											And I thought of Cirque du Soleil in Montreal,
											because who better to understand the kind of
											crazy poetry that I wanted to put on screen?
											So I found my way to Guy Laliberté, Cirque du Soleil's CEO,
											and I presented my crazy idea to him
											with sketches like this and visual references,
											and something pretty amazing happened.
											Guy was interested by this idea
											not because I was asking for his money,
											but because I came to him with a good idea
											in which everybody was happy.
											It was kind of a perfect triangle
											in which the art buyer was happy
											because he got the instruments at a cheaper price,
											because they weren't even made.
											He took a leap of faith.
											And the artist, Dominique Engel, brilliant guy,
											he was happy too because he had a dream project
											to work on for a year.
											And obviously I was happy because I got the instruments
											in my film for free, which was kind of what I tried to do.
											So here they are.
									","
											Mais qui donc pourrait être intéressé
											par sept instruments de musique imaginaires,
											inspirés par le corps des femmes ?
											J’ai alors pensé au Cirque du Soleil à Montréal,
											car, qui est mieux placé pour comprendre le genre de
											poésie excentrique que je voulais traduire à l’écran ?
											J’ai trouvé mon chemin jusqu’à Guy Laliberté, fondateur du Cirque du Soleil,
											et je lui ai présenté mon idée un peu folle
											avec des dessins comme ceux-là
et des références visuelles,
											et quelque chose d’incroyable s’est produit.
											Guy s’est montré intéressé par l’idée,
											non pas parce que je lui demandais un financement,
											mais parce que je l’approchais avec une bonne idée
											qui était gagnante pour tout le monde.
											C’était une sorte de triangle parfait,
											dans lequel l’acheteur d’art était heureux
											parce qu’il obtenait les instruments à moindre prix
											puisqu’ils n’étaient pas encore fabriqués.
											C’était un acte de foi.
											Quant à l’artiste, Dominique Engel, un type brillant,
											il était heureux parce qu’il avait un projet de rêve
											sur lequel travailler pendant une année.
											Et moi, j’étais évidemment heureux
parce que j’ai obtenu les instruments
											gratuitement pour mon film,
et c’est ce que j'avais tenté de faire.
											Les voici.
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
