fr,pt,tr,title,speaker,duration,tags
"
											C'était l'un des moments
les plus durs de ma vie.
											Les deux premières années,
j'ai lutté contre la dépression
											en vivant dans le déni
au sujet de ma peine de prison.
											Je disais couramment à ma mère
des choses telles que :
											« Maman, je sais que tu ne penses pas
											que ce juge va vraiment
nous garder là jusqu'à Noël. »
											Puis : « jusqu'à la Saint Valentin. »
											Puis : « jusqu'au dernier jour d'école. »
											Puis : « jusqu'au premier jour d'école. »
											Et ainsi de suite.
											J'ai promis à ma mère qu'un jour,
											quelqu'un verrait que je me noyais
dans ces cellules,
											que quelqu'un nous dirait
que je pouvais de nouveau respirer
											car ils voulaient simplement
me donner une bonne leçon.
											Mais un jour, en me promenant
dans la cour de la prison
											avec mon ami Danny B.,
											je lui ai demandé :
« Tu es là depuis combien de temps ? »
											Il m'a dit qu'il avait déjà
purgé 31 années.
											Mes paumes sont devenues moites,
											mon cœur s'est arrêté
											et cela m'a frappé.
											C'est le moment où j'ai réalisé
											que j'allais devoir purger
chacune de mes huit années.
									","
											Este foi um dos momentos
mais difíceis da minha vida.
											Na verdade, nos primeiros dois anos
lutei contra a depressão
											a viver em negação
sobre a minha sentença.
											Geralmente, dizia coisas
à minha mãe, do tipo:
											""Quero dizer, mãe,
eu sei que pensas
											""que aquele juiz não nos vai 
deixar passar o Natal aqui.""
											Ou então: ""...Dia dos namorados.""
											Ou então, ""... o último dia de aulas.""
											Ou então, ""... o primeiro dia de aulas.""
											E por aí adiante.
											Garanti à minha mãe que um dia,
											alguém veria que eu estava
a afogar-me naquelas celas,
											que alguém nos diria que
podíamos respirar de novo
											porque eles só queriam
ensinar-me uma lição difícil.
											Mas um dia, enquanto caminhava
no pátio da prisão
											com o meu amigo Danny B,
perguntei-lhe:
											""Há quanto tempo estás aqui?""
											Ele disse que já estava preso há 31 anos.
											As palmas das minhas mãos
ficaram húmidas,
											o coração caiu-me aos pés
											e fui atingido
por uma tonelada de tijolos.
											Porque foi nesse momento que percebi
											que teria de cumprir
todos os meus oito anos.
									","
											Hayatımın en zor zamanlarıydı.
											Aslında ilk iki yılımda,
											hapis cezamı inkar ederek
depresyonla savaştım.
											Anneme sıklıkla şöyle şeyler söylerdim:
											""Anne, o hakimin bizi Noel'e kadar
											burada tutacağını 
düşünmediğini biliyorum.""
											Ya da ""... Sevgililer Gününe.""
											Ya da ""...okulun son gününe.""
											Ya da ""...okulun ilk gününe.""
											Vesaire, vesaire.
											Bir gün anneme söz verdim.
											Birisi, o hücrelerde
boğulduğumu görecekti.
											Birisi, bize yeniden nefes
alacağımızı söyleyecekti
											çünkü tek istedikleri 
bana ağır bir ders vermekti.
											Ama bir gün, arkadaşım Danny B ile

											hapishane avlusunda yürürken
											""Ne kadardır buradasın?"" diye sordum.
											31 yılını doldurduğunu söyledi.
											Avuç içlerim terlemeye başladı.
											Büyük bir acı duydum
											ve tokat gibi çarptı.
											Çünkü bu 8 yılımın tamamını
											doldurmam gerektiğini fark ettiğim andı.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											L'histoire où l'on va
en prison en étant adolescent
											n'est pas inhabituelle.
											Mais pour ma famille,
											c'était la chose la plus tragique
qui soit arrivée dans nos vies.
											Ma famille me manquait terriblement.
											Comme n'importe quel autre adolescent,
											je voulais ouvrir des cadeaux
le matin de Noël
											et obtenir mon bac avec mes amis.
											A cause de l'intense sécurité
dans les prisons,
											l'accès à Internet était limité.
											On ne peut pas facilement
envoyer de mails,
											il n'y a pas de SMS
											et certainement pas de réseaux sociaux.
											Cela signifie que les moments importants
											comme le bal de promo,
la remise de diplôme
											ou les tonnes de contenu gratuit
que vous et moi digérons chaque jour
											est rarement partagé avec le cousin,
											le frère, la sœur
ou le meilleur ami en prison.
											Je suis devenu très sombre.
											Mon enfance et ses rêves ont disparu.
											Et ces portes d'acier qui claquaient
et étaient verrouillées chaque soir
											dans le logement pénitencier
											m'ont obligé à grandir vite.
											Je peux vous dire d'expérience
											qu'il y a quelque chose au sujet
des cartes violentes de la prison
											qui met à mal tout espoir.
									","
											Agora, a história de ir 
para a cadeia em adolescente
											não é incomum.
											Mas, para a minha família,
											foi a coisa mais trágica
que já nos aconteceu.
											Sentia muito a falta da minha família.
											Tal como qualquer adolescente,
											eu só queria abrir os presentes
na manhã de Natal
											e terminar o liceu com os meus amigos.
											Por causa da segurança
restrita nas prisões,
											o acesso à Internet é limitado.
											Não podemos enviar ""emails"" facilmente,
											nem mensagens
											e nem pensar em redes sociais.
											Quer dizer que os momentos importantes,
como o baile e a graduação do liceu
											ou as toneladas de conteúdos livres
que digerimos todos dias
											raramente são partilhados com o primo,
o irmão ou o melhor amigo, na prisão.
											Fiquei muito deprimido.
											A minha infância e os meus sonhos
desapareceram.
											Aquelas portas de aço
a fecharem-se todas as noites
											na unidade de alojamento da prisão,
											forçaram-me a crescer rápido.
											Posso dizer-vos em primeira mão,
											que há algo sobre
os cartões violentos da cadeia
											que acabam completamente
com a esperança.
									","
											Gençken hapse girme hikayesi
											nadir bir şey değil.
											Ama aileme göre
											bu hayatımızda olan en trajik şeydi.
											Ailemi delice özledim.
											Tıpkı diğer gençler gibi,
											Noel sabahında hediyeler açmayı
											ve arkadaşlarımla liseden
mezun olmayı istedim.
											Hapishanelerdeki sıkı güvenlik yüzünden
											internet erişimi sınırlı.
											Kolayca epostalaşma,
											mesajlaşma
											ve tabii ki sosyal medya yok.
											Bu da balo gecesi
ya da üniversite mezuniyeti gibi
											anlamlı anların ya da her gün 
katlandığımız tonlarca ücretsiz içeriğin;
											kuzenle, kardeşle ya da en yakın
arkadaşla çok nadir paylaşılması demek.
											Giderek içime kapandım.
											Çocukluğum 
ve onun hayalleri yok oldu.
											Hapishanenin barınak birimindeki
											her gece gürültüyle kapanan 
o çelik kapılar
											beni hızlı büyümeye zorladı.
											İlk ağızdan söyleyebilirim ki
											hapishanenin şiddet kartında
bir şey olduğu algısı
											tamamen hatalı bir umut.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											J'ai même essayé de repousser ma mère
											car je ne voulais pas
qu'elle soit l'objet d'appels en PCV
											ou de huit heures de voiture
pour une heure de visite,
											de ces fouilles corporelles approfondies
											qu'elle vivait en venant
à la salle de visite pénitentiaire.
											Comme de nombreux parents
ici présents ce soir le savent,
											on n'arrête pas l'amour d'une mère.
									","
											Até tentei afastar a minha mãe,
											porque não queria que ela fosse
sujeita a cobrança de chamadas
											ou a viagens de oito horas
para uma hora de visita,
											àquelas horríveis revistas
das cavidades corporais
											que ela experimentaria ao entrar
na sala de visitas da prisão.
											Mas como muitos dos pais aqui sabem,
											não podemos deter o amor de uma mãe.
									","
											Annemi bile uzaklaştırmaya çalıştım.
											Çünkü ödemeli telefon görüşmelerine
											ya da 1 saatlik görüşme için
8 saat yol gelmeye,
											ziyaretçi odasına girmeden önce
											o berbat vücut aramalarına
maruz kalmasını istemiyordum.
											Ama buradaki 
birçok ebeveynin de bildiği gibi
											bir annenin sevgisini durduramazsınız.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											Qu'a fait ma mère ?
											Elle m'a fait une promesse
dans le parloir.
											Elle a promis
qu'elle m'écrirait une lettre
											ou m'enverrait une photo
											tous les jours à partir de ce jour-là
jusqu'à ce que je rentre à la maison.
											Il me restait six ans à purger,
											nos vies s'effondraient autour de nous
											et arrive cette demoiselle insouciante
											se dandinant dans le parloir
comme à un camp d'été,
											avec pour projet de m'envoyer
un tas de photos.
									","
											Então, o que é que a minha mãe fez?
											Fez uma promessa sentada
na sala de visitas da cadeia.
											Prometeu que me escreveria uma carta
											ou enviaria uma fotografia
											todos os dias, desde esse dia
até eu voltar para casa.
											Restavam seis anos
de sentença para cumprir.
											As nossas vidas estavam
a ruir à nossa volta,
											e aparece esta senhora despreocupada
											a pavonear-se na sala de visitas da prisão
como se fosse um campo de férias,
											com um novo plano para
me enviar um monte de fotos.
									","
											Peki, annem ne yaptı?
											Ziyaretçi odasında
otururken bir söz verdi.
											Ben eve dönene kadar geçen
her gün mektup yazacağının
											ya da fotoğraf göndereceğinin
											sözünü verdi.
											6 yıllık cezam kalmıştı.
											Hayatlarımız etrafımızda parçalanıyordu.
											Sanki yaz kampındaymışım gibi; 
ziyaret odasına hoplayarak,
											bana bir sürü fotoğraf gönderme planıyla
											tasasız bir kadın geliyor.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											Une période très intéressante.
									","
											Um momento muito interessante.
									","
											Ne kadar da ilginç bir zaman.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											J'étais loin de me douter
											que ce serait les lettres de ma mère
qui me sauveraient la vie.
											Ma mère prenait des photos
d'un cheeseburger
											ou d'un matelas dans une grande surface —
									","
											Mal sabia eu
											que seriam as cartas da minha mãe
que salvaram a minha vida,
											A minha mãe tirava
fotos de um ""cheeseburger""
											ou de um colchão num grande armazém.
									","
											Bildiğim tek şey,
											hayatımı kurtaranın
annemin mektupları olduğuydu.
											Bir çizburgerin 
ya da mağazadaki bir yatağın
											fotoğrafını çeker —
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											et elle me les envoyait avec une lettre
											et la promesse qu'un jour,
j'apprécierai un hamburger juteux
											ou dormirai dans un lit confortable.
											Ma mère m'a assuré qu'il y avait
une vie après la prison.
											En fait, mes meilleurs amis
ont commencé à vivre, indirectement,
											grâce aux lettres et photos de ma mère —
									","
											Enviava-as com uma carta
											com a promessa de que, um dia,
eu desfrutaria de um delicioso hambúrguer
											ou dormiria numa cama confortável.
											A minha mãe assegurou-me
que havia vida depois da prisão.
											De facto, os meus melhores amigos
começaram a viver indiretamente
											através das cartas
e das fotos da minha mãe...
									","
											ve bana bir gün 
o yağlı ve sulu hamburgeri
											yiyeceğimi ya da rahat 
bir yatakta uyuyacağımı
											söz veren mektuplar yollardı.
											Annem hapisten sonra da
bir hayat olduğuna beni inandırdı.
											Annemin, tüm cezaevi birimine
											dünyada ne olduğuna göz atma 
şansı veren mektup ve fotoğraflarıyla
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											toute la prison avait un aperçu
de ce qu'il se passait dans le monde.
									","
											dando a toda a unidade da prisão
um vislumbre do que acontecia no mundo.
									","
											yakın arkadaşlarım da hayatı 
dolaylı olarak yaşamaya başladı.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											Après huit années de cauchemars
d'emprisonnement interminable,
											à être déshumanisé,
											à subir des fouilles au corps,
											à voir les gens sortir de prison
dans un sac mortuaire,
											j'ai enfin été libéré.
											Je parie que vous ne devinerez pas
											qui était là pour me récupérer
ce matin froid de février.
									","
											Depois de oito anos de pesadelos
de que a prisão nunca terminaria,
											de ser desumanizado,
											de revistas internas,
											de ver corpos a serem transportados
para fora da prisão dentro de sacos
											fui finalmente libertado.
											Aposto que não adivinham
											quem estava à minha espera
naquela manhã fria de fevereiro.
									","
											8 yıllık hapishane kabuslarından sonra
											insanlıktan çıkıp,
											vücut aramalarına maruz kalıp
											ceset torbalarıyla hapishaneden
çıkan insanları izledikten sonra
											sonunda serbest bırakıldım.
											Bahse girerim ki 
o soğuk şubat sabahında
											beni kimin almaya geldiğini
tahmin edemezsiniz.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											Vous l'avez deviné —
									","
											Ok, adivinharam.
									","
											Tamam tahmin ettiniz —
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											ma sœur et ma mère.
									","
											A minha irmã e a minha mãe.
									","
											kız kardeşim ve annem.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											Les années pour lesquelles
nous avions prié
											étaient enfin devant nous
											et la douleur de vivre
derrière les barreaux était derrière nous.
											Du moins, nous le croyions.
											Comme moi, la plupart des gens en prison
finissent par rentrer chez eux.
											Contrairement à moi,
											nombre n'ont pas
le soutien constant que j'avais
											pendant et après l'incarcération.
											C'est un vrai combat
											et j'ai moi-même eu des difficultés
à trouver un emploi après ma sortie.
											Toutes les candidatures
que je remplissais —
											des supermarchés
aux sociétés hypothécaires
											en passant par les magasins
de vêtements —
											incluaient toutes la même question,
											rayonnante, vibrante,
											attendant que je coche la case :
											« Avez-vous déjà été condamné
pour un crime ? »
									","
											Os anos pelos quais rezámos
estavam finalmente à nossa frente,
											e a dor de viver por detrás
das grades pertencia ao passado.
											Ou era o que pensávamos.
											Como eu, a maioria das pessoas
na prisão voltam para casa um dia.
											Mas, ao contrário de mim,
											muitas não têm o apoio consistente
durante e após a prisão que eu tive.
											A luta é real,
											até lutei para conseguir um emprego
quando voltei para casa.
											Cada candidatura que preenchi
											— de mercearias a empresas de hipotecas,
a retalhistas de moda —
											todas incluíam a mesma pergunta,
											brilhante, pulsante,
											à espera que eu adicionasse
a minha verificação:
											""Já foi condenado por um crime?""
									","
											Gelmesi için dua ettiğimiz yıllar 
sonunda önümüzdeydi.
											Parmaklıklar arkasında yaşamanın
acısıysa geride kalmıştı.
											Ya da biz öyle sandık.
											Hapishanedeki birçok insan 
tıpkı benim gibi bir gün eve dönüyor.
											Benim aksime birçoğu,
											hapis süreci ve sonrasında sahip olduğum 
sürekli desteğe sahip değil.
											Mücadele gerçek.
											Eve döndüğümde bir iş 
bulabilmek için bile mücadele ettim.
											Marketler, ipotek şirketleri, 
moda perakendelerine kadar
											doldurduğum her başvuru
											parlak, heyecanlı,
											kontrol etmemi bekleyen
											aynı soruyu içeriyordu:
											""Daha önce herhangi bir suçtan
hüküm giydiniz mi?""
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											Pour être honnête,
											je savais que ce moment viendrait.
											Je savais que je devrais
faire face à ce problème.
											J'ai mis à profit la force mentale
acquise durant la prison.
											Mais après avoir été refusé
pour plus de 40 emplois,
											j'ai commencé à me sentir découragé.
											Je pensais que je reprendrais ma vie,
											que toutes ces choses étaient derrière moi
et que les choses allaient s'améliorer.
											Mais cette décision que j'ai prise
quand j'étais un gamin de 15 ans
											a continué à me hanter
jusqu'à ce moment-là.
									","
											Para ser sincero,
											eu sabia que esse momento chegaria.
											Sabia que teria de enfrentar
esse problema.
											Então usei a resistência mental
construída enquanto estava na prisão.
											Mas, depois de ser recusado
em 40 empregos,
											até eu comecei a sentir-me desanimado.
											Pensava que teria a minha vida de volta,
											que tudo aquilo tinha passado
e que as coisas começariam a melhorar.
											Mas aquela decisão que tomei
quando era um miúdo de 15 anos
											continuava a assombrar-me
até àquele momento.
									","
											Dürüst olmak gerekirse,
											bu anın geleceğini biliyordum.
											Bu sorunla yüzleşmem
gerekeceğini de biliyordum.
											Bu yüzden hapse girerken oluşturduğum
psikolojik dayanıklılığımı güçlendirdim.
											Ama 40'ın üzerinde başvurum
reddedildikten sonra
											ben bile güvensiz hissettim.
											Bütün o şeylerin geride kaldığını,
işlerin iyiye gideceğini,
											hayatımı geri alacağımı düşünmüştüm.
											Ama 15 yaşında verdiğim o karar
											o ana kadar bile beni avlamaya devam etti.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											En cherchant un emploi,
											un jour, je suis tombé sur une candidature
qui posait la question
											mais cette fois-ci, elle était formulée
un petit peu différemment.
											Cette fois-ci, la question demandait :
											« Avez-vous été condamné pour un crime
durant les sept dernières années ? »
											Après avoir purgé une peine
de huit ans de prison —
									","
											Mas, enquanto andava
à caça de um emprego,
											um dia, encontrei uma candidatura
que fazia a mesma pergunta,
											mas desta vez estava escrita
de forma um pouco diferente.
											Desta vez, a pergunta era assim:
											""Já foi condenado por um crime
nos últimos sete anos?""
											Ora bem, depois de cumprir
uma sentença de oito anos...
									","
											İş arayışındayken
											aynı soruyu soran 
bir başvuruyla karşılaştım.
											Ama bu sefer başka bir
şekide sorulmuştu.
											Şöyle soruyordu:
											""Son 7 yılda bir suçtan
hüküm giydiniz mi?""
											8 yıllık cezamdan sonra
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											je pouvais dire avec honnêteté
											que ma condamnation était
il y a plus de sept ans.
											J'ai pu répondre à cette question
avec un « non » honnête
											et j'ai obtenu mon premier emploi.
									","
											podia dizer honestamente que a minha
condenação fora há mais de sete anos.
											Pude responder à pergunta
com um sincero ""não""
											e, finalmente, consegui
o meu primeiro trabalho.
									","
											Dürüstlükle söyleyebilirim ki
cezamın üstünden 7 yıl geçmişti.
											Bu soruya dürüst bir
""hayır"" ile cevap verebilirdim.
											Sonunda ilk işime girdim.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
