en,tr,es,de,title,speaker,duration,tags
"
","
","
","
",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
											You either did this test and came up
with ideas while you were seated
											or while you were walking on a treadmill.
									","
											Siz bu testi yaptınız ve belki
ya oturduğunuz yerden
											ya da koşu bandında yürürken
fikirler ürettiniz.
									","
											El test de generación de ideas
podía hacerse sentado
											o caminando en la cinta.
									","
											Bei diesem Ideentest
durfte man entweder sitzen
											oder auf dem Laufband laufen.
									",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
","
","
","
",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Lachen)
									",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
","
","
","
",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
											They did the test twice,
with different objects.
											Three groups: the first group sat first
											and then sat again for the second test.
											The second group sat first
											and then did the second test
while walking on a treadmill.
											The third group —
and this is interesting —
											they walked on the treadmill first,
and then they sat.
											OK, so the two groups
that sat together for the first test,
											they looked pretty similar to each other,
											and they averaged
about 20 creative ideas per person.
											The group that was walking
on the treadmill
											did almost twice as well.
											And they were just walking
on a treadmill in a windowless room.
											Remember, they took the test twice.
											The people who sat twice for that second
test didn't get any better;
											practice didn't help.
											But these same people who were sitting
and then went on the treadmill
											got a boost from walking.
											Here's the interesting thing.
											The people who were
walking on the treadmill
											still had a residue effect of the walking,
											and they were still creative afterwards.
											So the implication of this
is that you should go for a walk
											before your next big meeting
and just start brainstorming right away.
									","
											Testi, farklı nesnelerle
iki kez yaptılar.
											Üç grupta, birinci grup önce oturdu
											ve ikinci testte de oturdu.
											İkinci grup önce oturdu
											ve ikinci testi koşu bandında
yürürken yaptılar.
											Üçüncü grup — bu ilginç —
											önce koşu bandında yürüdü ve
sonra oturdu.
											Birinci testte oturan iki grup,
											birbirlerine çok benziyorlardı
											ve ortalama her bir kişi 
20 yaratıcı fikir üretti.
											Koşu bandında yürüyen grup
											iki kez yaptı.
											Ve sadece yürüyorlardı,
penceresiz bir odada bir koşu bandında.
											Unutmayın, testi iki kez aldılar.
											İkinci testte iki kez oturan kişiler
iyi yapamadılar;
											pratik işe yaramadı.
											Ancak oturan ve sonra koşu bandına
yönelen bu aynı kişiler,
											yürüyüşten destek aldılar.
											İşte bu ilginç.
											Koşu bandında yürümekte olan insanlarda
											hâlâ yürümenin kalıntı etkisi vardı
											ve sonrasında hâlâ yaratıcıydılar.
											Öyleyse bundan çıkarılan sonuç,
büyük bir toplantıdan önce
											yürüyüşe çıkmanız ve hemen beyin 
fırtınasına başlamanız.
									","
											Hicieron el test dos veces,
con distintos objetos.
											Tres grupos.
											El primer grupo lo hizo
sentado la primera vez,
											y luego sentado de nuevo la segunda vez.
											El segundo grupo lo hizo
sentado la primera vez
											y caminando en la cinta la segunda vez.
											El tercer grupo, y esto es interesante,
											caminó en la cinta la primera vez,
y luego se sentó.
											Entonces, los dos grupos que estuvieron
sentados juntos la primera vez,
											tuvieron resultados similares
											y generaron un promedio
de 20 ideas creativas por persona.
											El grupo que estaba caminando en la cinta
											generó casi el doble de ideas.
											Y solo estaban caminando en una cinta,
en un cuarto sin ventanas.
											Recuerden que el test se hizo dos veces.
											Las personas que siguieron sentadas
la segunda vez, no mejoraron;
											la práctica no ayudó.
											Pero los que se sentaron primero
y luego pasaron a la cinta
											se vieron estimulados por la caminata.
											Y aquí está lo interesante:
											Los que caminaron la primera vez,
											tuvieron un efecto residual
durante la segunda vuelta
											y continuaron siendo creativos.
											Quiere decir que deberían a dar un paseo
											antes de una reunión importante.
											Y empezar a generar
ideas ni bien regresen.
									","
											Es wurde zweimal
mit verschiedenen Objekten getestet.
											Drei Gruppen: Die 1. Gruppe
saß beim ersten Test
											und auch beim zweiten Test.
											Die 2. Gruppe saß beim ersten Test
											und lief beim zweiten Test
auf dem Laufband.
											Die 3. Gruppe lief
— interessanterweise —
											beim 1. Test auf dem Laufband
und saß beim 2. Test.
											Die ersten zwei Gruppen, 
die beim 1. Test saßen,
											ähnelten sich sehr.
											Sie hatten durchschnittlich etwa 
20 kreative Ideen pro Person.
											Die Gruppe, die auf dem Laufband lief,
											hatte doppelt so viele Ideen.
											Und sie liefen bloß auf dem Laufband
in einem Raum ohne Fenster.
											Zur Erinnerung, der Test
wurde zweimal durchgeführt.
											Die Testpersonen, die beide Male saßen,
wurden nicht viel einfallsreicher.
											Übung tat nichts zur Sache.
											Aber die Testpersonen, die erst saßen
und dann auf dem Laufband waren,
											erhielten einen Schwung 
an neuen Ideen vom Laufen.
											Das Interessante daran ist:
											Die Testpersonen auf dem Laufband
											waren vom Laufen noch restbeeinflusst.
											Sie waren danach immer noch kreativ.
											Die Folgerung ist also, dass Sie
vor Ihrem nächsten großen Meeting
											spazieren gehen und dann direkt
Ideen sammeln sollten.
									",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
","
","
","
",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
											We have five tips for you
											that will help make this
the best effect possible.
											First, you want to pick a problem
or a topic to brainstorm.
											So, this is not the shower effect,
											when you're in the shower
and all of a sudden,
											a new idea pops out of the shampoo bottle.
											This is something
you're thinking about ahead of time.
											They're intentionally thinking about
brainstorming a different perspective
											on the walk.
									","
											Size beş tavsiyemiz var
											ki bunlar durumu daha etkili
kılmanıza yardım edecek.
											İlk olarak, beyin fırtınası için 
bir sorun veya konu seçin.
											Bu duş etkisi değil,
											duştayken aniden şampuan 
şişesinden
											yeni bir fikir çıkıversin.
											Bu şimdiden düşündüğünüz bir şey.
											Onlar yürürken, farklı bir bakış açısı
hakkında beyin fırtınası yapmayı
											isteyerek düşünüyorlar.
									","
											Tenemos cinco consejos para Uds.
											que los van a ayudar a obtener
el mejor efecto posible.
											Primero: elijan un problema
o un tema para pensar.
											Este no es el ""efecto ducha"",
											cuando abrimos la botella del champú
y de pronto se nos ocurre una idea.
											Es algo en lo que estamos
pensando con anterioridad,
											con la intención de generar
una perspectiva diferente
											durante la caminata.
									","
											Wir haben fünf Tipps für Sie,
											um Bestergebnisse zu erzielen.
											Wählen Sie zuerst ein Problem
oder Thema zum Brainstorming aus.
											Ich meine damit nicht den Duscheffekt.
											Wenn Sie unter der Dusche stehen
											und plötzlich eine Eingebung 
aus der Shampooflasche kommt.
											Das ist etwas, worüber
Sie schon lange nachdenken.
											Beim Laufen denken Sie bewusst
über andere Perspektiven
											der Ideenfindung nach.
									",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
","
","
","
",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
											Secondly — I get asked this a lot:
											Is this OK while running?
											Well, the answer for me
is that if I were running,
											the only new idea I would have
would be to stop running, so ...
									","
											İkinci olarak — Bu bana çok soruluyor:
											Koşarken de olur mu?
											Bana göre bunun cevabı,
eğer ben koşsaydım,
											bulacağım tek yeni fikir,
koşmayı bırakmak olurdu...
									","
											Segundo, algo que me preguntan mucho:
											¿funciona corriendo?
											Bueno, yo, personalmente,
si estuviera corriendo,
											la única idea nueva que tendría
sería dejar de correr, así que...
									","
											Zweitens, — das fragt man mich oft:
											Geht das auch beim Joggen?
											Meine persönliche Antwort ist,
dass ich beim Joggen,
											nur eine einzige neue Idee hätte,
nämlich anzuhalten, also ...
									",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
","
","
","
",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Lachen)
									",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
","
","
","
",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
											But if running for you
is a comfortable pace, good.
											It turns out, whatever physical
activity is not taking a lot of attention.
											So just walking at a comfortable
pace is a good choice.
									","
											Ama size göre koşmak, rahat
bir hız ise, tamam.
											Hangi fiziksel aktivite çok dikkat 
çekmiyorsa.
											Öyleyse, rahat bir hızda yürümek
iyi bir seçim.
									","
											Pero, si correr es un ritmo
cómodo para Uds., está bien.
											Tiene que ser una actividad física
que no requiera demasiada atención.
											Una simple caminata a un ritmo
cómodo es una buena idea.
									","
											Aber wenn Joggen für Sie
die richtige Geschwindigkeit ist, gut.
											Hauptsache die körperliche Bewegung 
lenkt Sie nicht zu sehr ab.
											Angenehmes schnelles Laufen 
ist also eine gute Wahl.
									",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
","
","
","
",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
											Also, you want to come up with
as many ideas as you can.
											One key of creativity
is to not lock on that first idea.
											Keep going.
											Keep coming up with new ones,
until you pick one or two to pursue.
									","
											Ayrıca, bulabileceğiniz kadar çok 
fikir bulmak istiyorsunuz.
											Yaratıcılığın bir anahtarı,
birinci fikre kilitlenmemek.
											Devam edin.
											Yeni fikirler bulmaya devam edin,
ta ki bir ya da iki tanesini seçene kadar.
									","
											La otra cosa es generar
tantas ideas como sea posible.
											Un aspecto clave de la creatividad
es no quedarse con la primera idea.
											No paren; sigan generando ideas
											y después elijan una
o dos para desarrollar.
									","
											Sie wollen dabei so viele Ideen
wie möglich entwickeln.
											Ein Schlüssel zur Kreativität ist
nicht an der 1. Idee hängen zu bleiben.
											Denken Sie weiter nach.
											Denken Sie sich neue aus,
bis Sie eine oder zwei weiter ausarbeiten.
									",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
","
","
","
",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
											You might worry that you don't want
to write them down,
											because what if you forget them?
											So the idea here is to speak them.
											Everybody was speaking their new ideas.
											So you can put your headphones on
and record through your phone
											and then just pretend you're having
a creative conversation, right?
											Because the act of writing
your idea down is already a filter.
											You're going to be like,
""Is this good enough to write down?""
											And then you write it down.
											So just speak as many as you can,
record them and think about them later.
									","
											Onları yazmadığınız için
endişelenebilirsiniz,
											çünkü unutursunuz diye.
											Buradaki fikir, onları seslendirin.
											Herkes kendi yeni fikrini seslendiriyor.
											Kulaklıklarınızı takın ve konuştuklarınızı
telefonunuza kaydedin
											ve yaratıcı bir konuşma yapıyormuşsunuz
gibi davranın.
											Çünkü fikrinizi bir yere yazmanız
zaten bir filtredir.
											Şöyle düşüneceksiniz:
""Bu yazmaya değecek kadar iyi mi?""
											Sonra yazacaksınız.
											Mümkün olduğu kadar çok konuşun,
onları kaydedin ve sonra üzerinde düşünün.
									","
											Tal vez les preocupe no escribirlas.
											¿Qué pasa si se olvidan?
											Bueno, la idea es hablar en voz alta,
											como lo hicimos en el estudio.
											Pueden ponerse los auriculares
y grabar en el teléfono
											y hacer de cuenta que están teniendo
una conversación creativa.
											Porque el acto de escribir la idea
ya constituye un filtro.
											¿Es una buena idea?
¿Vale la pena escribirla?
											Así que hablen, graben tantas ideas
como puedan y piénsenlas después.
									","
											Sollten Sie Angst haben,
die anderen Ideen zu vergessen,
											weil Sie sie nicht aufschreiben,
											können Sie sie laut aussprechen.
											Jeder sprach seine neuen Ideen laut aus.
											Sie können Ihre Kopfhörer aufsetzen
und mit Ihrem Handy aufnehmen
											und so tun als hätten
Sie ein kreatives Gespräch, okay?
											Denn das Aufschreiben von Ideen
ist schon ein Filter.
											Sie werden sich fragen:
„Lohnt es sich das aufzuschreiben?""
											Und dann schreiben Sie es auf.
											Nehmen Sie so viele Ideen wie möglich auf
und denken Sie später drüber nach.
									",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
","
","
","
",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
											And finally: don't do this forever. Right?
											If you're on the walk
and that idea's not coming to you,
											come back to it later at another time.
									","
											Ve son olarak: bunu ebediyen 
yapmayacaksınız, değil mi?
											Eğer yürürken aklınıza 
bir fikir gelmiyorsa,
											daha sonra tekrar deneyin.
									","
											Y por último: pónganse
un límite de tiempo.
											Si están caminando y la idea no viene,
											déjenlo para otro momento.
									","
											Und zuletzt: Denken Sie nicht ewig nach.
											Wenn sie laufen und keine Ideen bekommen,
											versuchen Sie es ein anderes Mal erneut.
									",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
","
","
","
",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
											I think we're coming up
on a break right now,
											so I have an idea:
											Why don't you grab a leash
											and take your thoughts for a walk?
									","
											Sanırım şimdi ara verme zamanı geliyor,
											bir fikrim var:
											Neden bir tasmayı elinize alıp
											düşüncelerinizi yürüyüşe çıkarmıyorsunuz?
									","
											Creo que ahora tenemos un receso,
											así que tengo una idea:
											¿por qué no agarran la correa
											y sacan a pasear sus pensamientos?
									","
											Jetzt könnten wir eine Pause einlegen.
											Ich habe nämlich eine Idee:
											Nehmen Sie sich eine Leine
											und führen Sie mal Ihre Gedanken aus.
									",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
","
","
","
",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
											Thank you.
									","
											Teşekkür ederim.
									","
											Gracias.
									","
											Danke schön.
									",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
","
","
","
",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaus)
									",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
"
","
","
","
",Want to be more creative? Go for a walk,Marily Oppezzo,5:25,"TEDx,creativity,human body,communication,innovation,personal growth,science,exercise"
