fr,tr,de,es,title,speaker,duration,tags
"
","
","
","
",A dive into the reef's Twilight Zone,Richard Pyle,16:48,"biodiversity,exploration,fear,fish,oceans,science,technology,marine biology"
"
											Il m'a fallu un an pour réapprendre à marcher après avoir eu mon accident de plongée aux îles Palaos
											et, au cours de cette année, j'ai passé beaucoup de temps à étudier
											la physique et la physiologie de la plongée
											et à trouver des moyens de surmonter ces limitations.
											Donc, je vais juste vous montrer l'idée de base.
											Nous respirons tous de l'air en ce moment, l'air est un mélange d'oxygène et d'azote,
											environ 20 pour cent d'oxygène et 80 pour cent d'azote se trouvent dans nos poumons.
											Et il y a un phénomène appelé loi de Henry
											qui dit que les gaz se dissolvent dans un liquide
											en proportion de la pression partielle à laquelle vous les exposez.
											Bref, le gaz se dissout dans notre corps.
											L'oxygène est lié au métabolisme, nous l'utilisons pour l'énergie.
											L'azote s'immisce en quelque sorte dans notre sang et nos tissus,
											et c'est normal, c'est comme ça que nous sommes conçus.
											Le problème se produit lorsque vous commencez à aller sous l'eau.
									","
											Palau'daki dalış kazamdan sonra tekrar yürümeyi öğrenmem bir senemi aldı
											ve o bir sene boyunca dalış fiziğini, fizyolojisini ve
											bu sınırlamaların nasıl aşılabileceğini
											öğrenmek için çok zaman harcadım.
											Size basit bir düşünce göstereceğim.
											Şu anda hepimiz hava soluyoruz, hava oksijen ve nitrojenin(azot) bir karışımıdır;
											yaklaşık yüzde 20 oksijen, yüzde 80 nitrojen. Bu, akciğerlerimizdedir.
											Ve Henry Kanunu diye adlandırılan bir olgu vardır,
											der ki: Gazlar, maruz kaldıkları kısmi basınç
											oranında sıvılaşırlar.
											Yani, basitçe, gaz vücudumuzda çözünür.
											Oksijen metabolizma tarafından tutulur; enerji için kullanırız.
											Nitrojen, kanımızda ve dokularımızda bir nevi dolanır
											ve bu normaldir, bu şekilde tasarlanmışızdır.
											Sorun, siz su altına inmeye başladığınızda oluşur.
									","
											Es dauerte ein Jahr, bis ich nach meinem Tauchunfall in Palau wieder laufen konnte,
											und während dieses Jahres lernte ich eine Menge
											über die Physik und Physiologie des Tauchens,
											und versuchte herauszufinden, wie man die Einschränkungen überwinden kann.
											Ich erkläre Ihnen jetzt also das Grundkonzept.
											Wir alle atmen gerade Luft. Luft ist ein Mix aus Sauerstoff und Stickstoff,
											in unseren Lungen sind etwa 20 % Sauerstoff, etwa 80 % Stickstoff.
											Ein Phänomen namens Henry-Gesetz beschreibt,
											dass Gase sich proportional zum Partialdruck,
											dem sie ausgesetzt sind, in einer Flüssigkeit lösen.
											Das Gas löst sich also in unserem Körper.
											Der Stoffwechsel bindet den Sauerstoff, um Energie zu gewinnen.
											Der Stickstoff schwebt so ein bisschen im Blut und den Geweben herum,
											das ist auch okay so, so sind wir gebaut.
											Das Problem tritt dann auf, wenn man unter Wasser geht.
									","
											Tardé un año en aprender a caminar de nuevo después de mi accidente en Palau
											y durante ese año pasé mucho tiempo aprendiendo
											acerca de la física y la fisiología del buceo
											y analizando cómo superar estas limitaciones.
											Entonces sólo les mostraré una idea básica.
											Todos estamos respirando aire, que es una mezcla de oxígeno y nitrógeno,
											y hay como 20% oxígeno y 80% nitrógeno en nuestros pulmones.
											Y existe un fenómeno llamado Ley de Henry
											que dice que los gases se transforman en fluidos
											en proporción a las presiones parciales a las que sean expuestos.
											Así que básicamente el gas se disuelve en nuestros cuerpos.
											El oxígeno es metabolizado y usado como energía.
											El nitrógeno simplemente flota por nuestra sangre y tejidos
											y no molesta, ya que así fuimos diseñados.
											El problema comienza cuando te sumerges bajo el agua.
									",A dive into the reef's Twilight Zone,Richard Pyle,16:48,"biodiversity,exploration,fear,fish,oceans,science,technology,marine biology"
"
","
","
","
",A dive into the reef's Twilight Zone,Richard Pyle,16:48,"biodiversity,exploration,fear,fish,oceans,science,technology,marine biology"
"
											En fait, plus vous descendez sous l'eau, plus la pression augmente.
											Si vous descendez à une profondeur d'environ 40 mètres,
											qui est la limite recommandée pour la plupart des plongeurs,
											vous obtenez un effet dû à la pression.
											Et l'effet de cette pression est que vous avez une augmentation de la densité
											des molécules de gaz dans chaque inspiration prise.
											Et puis au fil du temps, ces molécules de gaz se dissolvent dans le sang et les tissus
											et commencent à s'accumuler.
											Maintenant, si vous descendez disons à 90 mètres,
											vous n'avez pas cinq fois plus de molécules de gaz dans vos poumons,
											vous avez 10 fois plus de molécules de gaz dans vos poumons.
											Et, c'est certain, elles se dissolvent dans votre sang et vos tissus.
											Et bien sûr, si vous descendez où il y en a 15 fois plus —
											plus vous descendez, plus le problème est exacerbé.
											Et le problème, la limitation de la plongée à l'air
											ce sont tous ces points dans votre corps - tout cet azote et tout cet oxygène.
									","
											Ne kadar derine inerseniz, basınç o kadar artar.
											40 metreye inecek olursanız,
											ki bu çoğu scuba dalgıcı için tavsiye edilen limittir,
											bir basınç etkisine girersiniz.
											Bu da şudur ki aldığınız her nefeste gaz molekülleri
											yoğunluğu artmıştır.
											Ve zamanla, bu gaz molekülleri kanınıza ve dokularınıza geçerek çözünür
											ve sizi doldurmaya başlar.
											Eğer, diyelim ki 90 metreye inmişseniz,
											akciğerlerinizde normalin beş katı gaz molekülü değil,
											10 katı gaz molekülü bulunur.
											Ve, kesinlikle bu da, kanınızda ve dokularınızda çözünür.
											Ve tabii ki normalin 15 katı gaz molekülü olacak bir derinlikteyseniz—
											ne kadar derine giderseniz problem o kadar kötüleşir.
											Ve problem yani havayla dalmanın sınırlaması
											vücudunuzdaki tüm o noktalarla ilgilidir — tüm nitrojen ve oksijen.
									","
											Je tiefer wir unter Wasser gehen, desto höher ist der Druck.
											Wenn wir zum Beispiel auf etwa 40 Meter gehen,
											also die empfohlene Tauchgrenze für die meisten Sporttaucher,
											gibt es diesen Einfluss des Drucks,
											nämlich eine erhöhte Dichte der Gasmoleküle, die man mit
											jedem Atemzug einatmet. Diese Gasmoleküle
											lösen sich mit der Zeit im Blut und den Geweben, und
											reichern sich darin an.
											Wenn man jetzt zum Beispiel auf 90 Meter absteigt,
											hat man nicht fünfmal so viele Gasmoleküle in der Lunge –
											sondern man hat zehnmal so viele Gasmoleküle in der Lunge.
											Und natürlich lösen die sich auch im Blut und in den Geweben.
											Und wenn man jetzt tiefer geht, bis der Faktor fünfzehn ist –
											je tiefer man also geht, umso gravierender wird dieses Problem.
											Und das Problem, die Einschränkung beim Tauchen mit Luft,
											sind all diese Punkte in unserem Körper, der ganze Stickstoff und Sauerstoff.
									","
											La presión es mayor cuanto más profundo te sumerjas.
											Si desciendes a unos 40 metros
											-el límite recomendado para los buzos scuba normales-
											obtienes este efecto de compresión.
											Y el efecto de esa presión es que aumenta la densidad
											de moléculas de gas con cada inhalación.
											Y después de un rato, las moléculas de gas se disuelven en tu sangre y tejidos
											y comienzan a llenarte.
											Ahora, si te sumerges a 90 metros
											tus pulmones no tienen 5 veces más moléculas de gas
											sino que tienen 10 veces más moléculas de gas.
											Y ten por seguro que también se disuelven en tu sangre y tejidos.
											Y, por supuesto, si bajas hasta donde hay 15 veces la presión...
											A mayor profundidad, más se exacerba el problema.
											Y el problema, la limitación de bucear con aire
											son todos estos puntos en tu cuerpo: todo el nitrógeno y oxígeno.
									",A dive into the reef's Twilight Zone,Richard Pyle,16:48,"biodiversity,exploration,fear,fish,oceans,science,technology,marine biology"
"
","
","
","
",A dive into the reef's Twilight Zone,Richard Pyle,16:48,"biodiversity,exploration,fear,fish,oceans,science,technology,marine biology"
"
											Il y a trois limites fondamentales à la plongée sous-marine.
											La première limitation est l'oxygène —
											la toxicité de l'oxygène.
											Maintenant, nous connaissons tous la chanson - ""L'amour est comme l'oxygène.
											Vous en recevez trop, vous plannez trop.
											Pas assez, et vous allez mourir "".
											Et bien, dans le contexte de la plongée, si vous en recevez trop, vous mourrez aussi.
											Vous mourrez aussi parce que la toxicité de l'oxygène peut provoquer une crise —
											elle vous fait convulser sous l'eau, ce n'est pas une bonne chose que ça se produise sous l'eau.
											Cela arrive parce qu'il y a une trop forte concentration d'oxygène dans votre corps.
									","
											Scuba dalışının üç temel sınırlayıcısı vardır.
											Birincisi oksijendir —
											oksijen zehirlenmesi.
											Hepimiz şu şarkıyı biliriz: ""Aşk oksijen gibidir.
											Fazla alırsanız, fazla uçarsınız.
											Yeteri kadar almazsınız ölürsünüz.""
											Evet, dalış bağlamında, fazla alırsanız gene ölüyorsunuz.
											Gene ölüyorsunuz çünkü oksijen zehirlenmesi bir nöbete neden olabilir —
											bu da su altında şiddetle kasılmanıza neden olur; su altında olabilecek pek iyi bir şey değil.
											Böyle olur çünkü kanınızdaki oksijen konsantrasyonu çok yüksektir.
									","
											Tauchen mit Druckluft schränkt uns auf drei Arten ein.
											Die erste Einschränkung ist der Sauerstoff –
											uns droht eine Sauerstoffvergiftung.
											Wir kennen alle das Lied ""Love is like Oxygen"":
											""Liebe ist wie Sauerstoff, / kriegst du zu viel, wirst du zu high./
											Kriegst du nicht genug, stirbst du.""
											Und wenn man beim Tauchen zu viel davon bekommt, stirbt man auch.
											Man stirbt auch, weil die Sauerstoffvergiftung einen Krampf auslösen kann –
											man krampft unter Wasser, so was sollte unter Wasser nicht passieren.
											Das passiert, wenn die Sauerstoffkonzentration im Körper zu hoch ist.
									","
											Hay tres limitaciones básicas del buceo scuba.
											La primera limitación es el oxígeno,
											la toxicidad del oxígeno.
											Ahora, todos conocemos la canción: ""El amor es como el oxígeno,
											Tienes demasiado y te enloqueces demasiado.
											No tienes suficiente y vas a morirte"".
											Bueno, en el contexto del buceo, si tienes demasiado también te mueres.
											Mueres porque la toxicidad del oxígeno puede producir convulsiones
											y no es bueno que convulsiones bajo el agua.
											Esto sucede por que hay una concentración demasiado alta de oxígeno en tu cuerpo.
									",A dive into the reef's Twilight Zone,Richard Pyle,16:48,"biodiversity,exploration,fear,fish,oceans,science,technology,marine biology"
"
","
","
","
",A dive into the reef's Twilight Zone,Richard Pyle,16:48,"biodiversity,exploration,fear,fish,oceans,science,technology,marine biology"
"
											L'azote a deux problèmes.
											L'un d'eux est ce que Jacques Cousteau a appelé ""L'ivresse des profondeurs"".
											C'est la narcose de l'azote.
											Elle vous rend cinglé.
											Plus vous descendez , plus vous devenez cinglé.
											Vous ne voulez pas conduire ivre, vous ne voulez pas plonger ivre, donc c'est vraiment un gros problème.
											Et bien sûr, le troisième problème est celui que j'ai durement appris dans les îles Palaos,
											les accidents de décompression.
											Maintenant, la chose que j'ai oubliée de mentionner,
											est que, pour éviter le problème de la narcose à l'azote —
											tous ces points bleus dans notre corps —
											vous enlevez l'azote et vous le remplacez par de l'hélium.
											Maintenant, l’utilisation de l'hélium en tant que gaz, présente beaucoup d’avantages,
											c'est une petite molécule, elle est inerte,
											elle ne vous provoque pas de narcose.
											Voilà donc le concept de base que nous utilisons.
											Même si la théorie est relativement facile.
											La partie délicate est la mise en œuvre.
									","
											Nitrojenin iki problemi vardır.
											Biri Jacques Cousteau'nun ""derinlik sarhoşluğu"" dediği şeydir.
											Nitrojen narkozu.
											Sizi ""kafanız iyi"" yapar.
											Ne kadar derine giderseniz, kafanız da o kadar iyi olur.
											Sarhoşken araba kullanmak istemezsiniz, sarhoşken dalmak da istemezseniz, yani bu gerçekten büyük bir problemdir.
											Ve tabii ki, üçüncüsü benim Palau'da zor yoldan öğrendiğim
											vurgunlardır.
											Değinmeyi unuttuğum bir nokta,
											nitrojen narkozu probleminin önüne geçmek için
											vücudunuzdaki tüm o mavi noktaları
											yok ediyorsunuz ve helyumla değiştiriyorsunuz.
											Helyum bir gaz, helyumun neden iyi olduğuyla ilgili bir sürü şey söylenebilir;
											küçük bir molekül, tepkimeye girmiyor,
											ve narkoz etkisine neden olmuyor.
											Yani kullandığımız ana konsept bu.
											Ama, teori oldukça basit.
											Zor olan kısmı uygulaması.
									","
											Mit Stickstoff gibt es zwei Probleme.
											Eines von denen ist das, was Jacques Cousteau ""Tiefenrausch"" nannte.
											Stickstoffnarkose.
											Die lässt einen Taucher durchdrehen.
											Je tiefer man geht, desto mehr dreht man durch.
											Das ist wie betrunken Auto fahren, also ein wirkliches Problem.
											Und natürlich das dritte Problem, das ich so hautnah in Palau kennenlernte,
											die Taucherkrankheit.
											Ich hab noch vergessen zu erwähnen,
											dass man das Problem mit dem Tiefenrausch umgehen kann –
											also die ganzen blauen Punkte im Körper –
											indem man den Stickstoff entfernt und ihn durch Helium ersetzt.
											Also Helium ist ein Gas, das in vieler Hinsicht günstig ist, es ist
											ein klitzekleines Molekül, reaktionsträge,
											und hat keinen Rauscheffekt.
											Das ist also unser Grundkonzept.
											Aber die Theorie ist recht einfach.
											Das Schwierige ist die Umsetzung.
									","
											El nitrógeno tiene dos problemas.
											Uno de ellos es lo que Jacques Cousteau llamó ""el éxtasis de lo profundo"".
											Es la narcosis de nitrógeno.
											Te hace hacer tonterías.
											Cuanto más profundo vas, más te emborracha.
											No quieres manejar ebrio y no quieres bucear ebrio, así que es un gran problema.
											Y, por supuesto, el tercer problema es el que aprendí de la manera difícil en Palau,
											que es el síndrome de descompresión.
											Ahora, lo único que me olvidé de contarles
											es que para evitar el problema de la narcosis de nitrógeno
											-de todos esos puntos azules en el cuerpo-
											quitas el nitrógeno y lo reemplazas con helio.
											El helio es un gas y hay varias razones por las cuales el helio es bueno:
											es una molécula pequeña, es inerte,
											y no te da narcosis.
											Así que esa es la idea básica que usamos.
											En teoría es relativamente fácil, pero
											la parte compleja es la implementación.
									",A dive into the reef's Twilight Zone,Richard Pyle,16:48,"biodiversity,exploration,fear,fish,oceans,science,technology,marine biology"
"
","
","
","
",A dive into the reef's Twilight Zone,Richard Pyle,16:48,"biodiversity,exploration,fear,fish,oceans,science,technology,marine biology"
"
											Alors, voilà comment j'ai commencé, il y a environ 15 ans,
											et je l'admets, les débuts n'étaient pas exactement les plus intelligents,
											mais vous savez, on doit bien commencer quelque part.
											Et, à l'époque, je n'étais vraiment pas le seul qui ne savait pas ce qu'il faisait
											presque personne ne savait.
											Et cette installation a été effectivement utilisée pour une plongée à 90 mètres.
											Mais, au fil du temps, nous sommes devenus un peu meilleurs,
											et nous avons trouvé ce système au look vraiment sophistiqué
											avec quatre bouteilles de plongée et cinq détendeurs
											et tous les bons mélanges de gaz et tout l'équipement.
											Il était beau et élégant,
											et nous a permis de descendre et de trouver de nouvelles espèces.
											Cette photo a été prise à 90 mètres de profondeur, pendant la capture de nouvelles espèces de poissons.
											Mais le problème était qu'il ne nous permettait pas de rester bien longtemps.
											Malgré son volume et sa taille,
											il nous donnait seulement environ 15 minutes, tout au plus, à ces profondeurs.
											Il nous fallait plus de temps.
											Il devait y avoir une meilleure solution.
											Et, en effet, il y a une meilleure solution.
									","
											15 sene önce işte böyle başladım.
											Ve itiraf ediyorum ki çok akıllıca bir başlangıç değildi,
											ama, bilirsiniz, bir yerden başlamanız gerekir.
											Ve, o zamanlar, ne yaptığını bilmeyen tek kişi ben değildim,
											neredeyse kimse bilmiyordu.
											Ve bu ekipman aslında 90 metrelik bir dalış için kullanıldı.
											Ama, zamanla, bunda biraz daha iyileştik
											ve gerçekten sofistike görünümlü bu ekipmanla ortaya çıktık,
											dört scuba tüpü, beş regülatör,
											tüm doğru gaz karışımlarıyla...
											Ve mükemmeldi,
											bizim aşağı gitmemizi ve yeni türler bulmamızı olanaklı kıldı.
											Bu fotoğraf 90 metrede çekildi, yeni balık türleri yakalarken.
											Ama problem bize fazla zaman vermemesiydi.
											Tüm cüssesine ve büyüklüğüne rağmen
											bize o derinliklerde çoğunlukla sadece 15 dakika verdi.
											Daha fazla zamana ihtiyacımız vardı.
											Daha iyi bir yol olmalıydı.
											Ve gerçekten daha iyi bir yol vardı.
									","
											Ich fing also vor circa 15 Jahren so an.
											Ich gebe zu, dass das vielleicht nicht der beste Anfang ist,
											aber man muss ja irgendwie anfangen, oder?
											Damals war ich nicht der einzige, der nicht wusste, was er tat –
											das wusste damals kaum jemand.
											Und diese Ausrüstung haben wir für einen 90-m-Tauchgang verwendet.
											Mit der Zeit wurden wir ein bisschen besser,
											und wir dachten uns diesen futuristischen Aufbau aus,
											mit vier Flaschen und fünf Druckminderern,
											genau den richtigen Gasmischungen und dem ganzen Pipapo.
											Und das war auch super,
											damit konnten wir runtergehen und neue Arten finden.
											Dieses Bild entstand bei 90 Meter beim Einfangen neuer Fischarten.
											Aber das Problem war, dass wir damit nicht viel Zeit hatten.
											Obwohl es so klobig war,
											gab es uns höchstens um die 15 Minuten in solchen Tiefen.
											Wir brauchten mehr Zeit.
											Es musste doch eine bessere Lösung geben.
											Und es gab wirklich eine bessere Lösung.
									","
											Así es como empecé hace como 15 años
											y admito que quizás no fue el inicio más inteligente
											pero de alguna manera tenía que empezar.
											Y en esa época, yo no era el único que no sabía lo que estaba haciendo, sino que
											no había casi nadie que supiera.
											Y de hecho este equipo se usó para bajar a 90 metros.
											Pero con el tiempo fuimos mejorando
											y logramos armar este equipo sofisticado
											con cuatro tanques scuba y cinco reguladores,
											con todas las mezclas correctas y demás.
											Y fue muy bueno
											y nos permitió bajar y encontrar especies nuevas.
											Esta foto fue sacada a 90 metros, atrapando una especie nueva.
											Pero no nos daba mucho tiempo;
											a pesar de su tamaño
											nos daba 15 minutos como máximo a esas profundidades.
											Necesitábamos más tiempo.
											Tenía que haber un modo mejor.
											Y efectivamente hay un modo mejor.
									",A dive into the reef's Twilight Zone,Richard Pyle,16:48,"biodiversity,exploration,fear,fish,oceans,science,technology,marine biology"
"
","
","
","
",A dive into the reef's Twilight Zone,Richard Pyle,16:48,"biodiversity,exploration,fear,fish,oceans,science,technology,marine biology"
"
											En 1994, j'ai eu la chance d'avoir accès
											à un de ces prototypes de recycleurs à circuit fermé.
											En effet, un recycleur à circuit fermé —
											qu'est-ce qui le rend différent de la plongée à l'air,
											et pourquoi est-il mieux ?
											Eh bien, les recycleurs présentent trois avantages principaux.
											Un, ils sont discrets, ils ne font pas de bruit.
											Deux, ils vous permettent de rester sous l'eau plus longtemps.
											Trois, ils vous permettent d'aller plus profond.
											Et comment arrivent-ils à faire cela ?
											Eh bien, pour comprendre vraiment comment ils font ça
											vous devez soulever le capot, et regarder en dessous pour voir ce qui s'y passe.
									","
											1994'te prototip aşamasındaki kapalı devre rebreather'lara
											ulaşabilecek kadar şanslıydım.
											Tamam, kapalı devre rebreather (Ç.N.""tekrarsolutucu"") —
											Bunun scubadan farkı nedir,
											ve neden daha iyidir?
											Rebreather'ın üç ana avantajı vardır.
											Bir, sessizdirler, hiç gürültü oluşturmazlar.
											İki, su altında daha fazla kalmanıza izin verirler.
											Üç, daha derine gitmenize izin verirler.
											Peki bunları nasıl yaparlar?
											Gerçekten bunu nasıl yaptıklarını anlamak için
											kapağını açıp içine bakmanız ve ne olduğunu görmeniz gerekir.
									","
											1994 hatte ich das große Glück, einen Prototyp
											dieses Kreislauftauchgeräts in die Finger zu bekommen.
											Ok, was unterscheidet ein
											Kreislauftauchgerät von der gängigen Druckluftkonfiguration,
											und wieso ist es besser?
											Kreislauftauchgeräte bieten drei große Vorteile:
											Erstens sind sie leise, machen also keine Geräusche.
											Zweitens kann man damit länger unter Wasser bleiben.
											Drittens, man kann tiefer runter.
											Und wie ist das möglich?
											Nun, um zu verstehen, wie das möglich ist,
											muss man die Verschalung abnehmen und einen Blick ins Innere werfen.
									","
											En 1994 tuve la suerte de tener acceso
											a estos prototipos de recicladores de aire de circuito cerrado.
											Bien, los recicladores de circuito cerrado...
											¿Qué los hace distintos al equipo de scuba?
											¿Y por qué son mejores?
											Bueno, los recicladores tienen tres ventajes principales.
											Uno: son silenciosos, no hacen mucho ruido.
											Dos: te permiten permanecer más tiempo bajo el agua.
											Tres: te permiten bajar a mayor profundidad.
											¿Y cómo es que hacen esto?
											Bueno, para entender realmente cómo lo hacen
											tienes que levantarle el capó, mirar adentro y ver qué está pasando.
									",A dive into the reef's Twilight Zone,Richard Pyle,16:48,"biodiversity,exploration,fear,fish,oceans,science,technology,marine biology"
"
","
","
","
",A dive into the reef's Twilight Zone,Richard Pyle,16:48,"biodiversity,exploration,fear,fish,oceans,science,technology,marine biology"
"
											Il existe trois systèmes de base pour un recycleur à circuit fermé.
											Le plus fondamental d'entre eux est appelé la boucle respiratoire.
											C'est une boucle respiratoire parce que l'on respire à partir de celle-ci,
											et c'est une boucle fermée, et vous respirez le même gaz encore et encore et encore.
											Donc il y a un embout buccal que vous mettez dans votre bouche,
											et il y a aussi un faux poumon,
											ou dans ce cas, deux faux poumons.
											Maintenant, les faux poumons ne sont pas des éléments hautement technologiques, ce sont tout simplement des sacs souples.
											Ils permettent de respirer automatiquement, ou plutôt de ventiler automatiquement.
											Lorsque vous expirez, votre souffle va dans le faux poumon d'expiration,
											lorsque vous inspirez l'air vient du faux poumon d'inspiration.
											C'est uniquement de la mécanique, vous permettant un cycle respiratoire à travers cette boucle de respiration.
											Et l'autre composante d'une boucle de respiration
											est la cartouche absorbante de dioxyde de carbone.
											Or, comme nous respirons, nous produisons du dioxyde de carbone,
											et ce dioxyde de carbone doit être retiré du système.
											Donc il y a un filtre chimique là-dedans,
											qui extrait le dioxyde de carbone des gaz respiratoires
											de sorte que quand ils nous reviennent , on peut les respirer à nouveau.
											Voilà donc la boucle en bref.
									","
											Kapalı devre rebreatherda üç ana sistem vardır.
											Bunların en temel olanı solunum devresidir.
											Solunum devresidir çünkü bundan nefes alırsınız
											ve kapalı bir devredir ve aynı gazı tekrar, tekrar, tekrar solursunuz.
											Ağzınıza koyduğunuz bir ağızlık vardır
											ve bir de counterlung (Ç.N. ""ters akciğer"")
											ya da bu örnekte iki counterlung.
											Counterlung'lar yüksek teknolojili değil, sadece basit esnek torbalardır.
											Sizin mekanik olarak nefes almanızı ya da mekanik olarak havalanmanızı sağlarlar.
											Nefes verdiğiniz zaman, nefesiniz, nefes verme counterlung'ına gider,
											nefes aldığınız zaman, bu, nefes alma counterlung'ından gelir.
											Bu tamamen mekanik bilimidir, sizin havayı solunum devresinde döndürmenizi sağlar.
											Nefes alma devresindeki diğer bir bileşen de
											karbondioksit absorbe eden kutudur.
											Solunum sırasında karbondioksit üretiriz
											ve bu korbondioksidin sistemden temizlenmesi gerekir.
											Bu yüzden içinde karbondioksidi
											solunan gazdan alan kimyasal bir filtre vardır
											öyle ki tekrar nefes alırken güvenli bir nefes almış oluruz.
											Evet, kısaca solunum devresi budur.
									","
											Es gibt drei Grundsysteme eines Kreislauftauchgeräts.
											Das Wichtigste davon ist der Atemkreislauf.
											Es ist ein Atemkreislauf, weil man ihn zum Atmen verwendet,
											da es ein Kreislauf ist, atmet man immer wieder dasselbe Gas.
											Hier ist das Mundstück, das man in den Mund nimmt,
											und es gibt auch eine Gegenlunge,
											oder in diesem Fall sogar zwei Gegenlungen.
											Diese Gegenlungen sind nicht high-tech, es sind einfach flexible Beutel.
											Mit ihnen kann man mechanisch atmen, oder mechanisch lüften.
											Beim Ausatmen geht die Luft in die Ausatemlunge,
											beim Einatmen kommt die Luft aus der Einatemlunge.
											Das ist reine Mechanik, mit der die Luft den Kreislauf durchläuft.
											Und die andere Komponente in dem Atemkreislauf
											ist der Atemkalkbehälter zur Bindung des Kohlendioxid.
											Beim Atmen produzieren wir ja Kohlendioxid,
											und dieses Kohlendioxid muss aus dem System gefiltert werden.
											Darin befindet sich ein chemischer Filter,
											der das Kohlendioxid aus dem Atemgas zieht –
											so dass es, wenn es wieder zum Einatmen zurückkommt, sicher zu atmen ist.
											So funktioniert der Atemkreislauf im Großen und Ganzen.
									","
											Hay tres sistemas básicos en un reciclador de circuito cerrado.
											El sistema fundamental se conoce como el ciclo de respiración.
											Es un ciclo de respiración porque gracias a esto puedes respirar
											y es un ciclo cerrado y respiras el mismo gas reciclado una y otra y otra vez.
											Hay una boquilla que te metes a la boca
											y también hay un contrapulmón
											o, en este caso, dos contrapulmones.
											Y los contrapulmones no son de alta tecnología; son simples bolsas flexibles.
											Te permiten respirar mecánicamente o ventilar mecánicamente.
											Cuando exhalas, tu exhalación va al contrapulmón de exhalación
											y cuando inhalas, viene del contrapulmón de inhalación.
											Es pura mecánica que te permite mover el aire a través de este ciclo de respiración.
											Y el otro componente de un ciclo de respiración
											es el recipiente que absorbe el dióxido de carbono.
											Bien, cuando respiramos producimos dióxido de carbono
											y es necesario limpiar ese CO2 del sistema.
											Entonces hay un filtro químico ahí dentro
											que retira todo el dióxido de carbono del gas que se respira
											para que, cuando volvamos a respirarlo, la inhalación sea segura.
											Entonces eso es, en esencia, el ciclo de respiración.
									",A dive into the reef's Twilight Zone,Richard Pyle,16:48,"biodiversity,exploration,fear,fish,oceans,science,technology,marine biology"
"
","
","
","
",A dive into the reef's Twilight Zone,Richard Pyle,16:48,"biodiversity,exploration,fear,fish,oceans,science,technology,marine biology"
