es,tr,fr,title,speaker,duration,tags
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											De modo que lo que están viendo ahora es, en realidad, el diseño del edificio.
											El diagrama de la parte superior
											es lo que hemos visto en una multitud de bibliotecas contemporáneas
											que utilizan alta flexibilidad modernista.
											Una suerte de: cualquier actividad puede ocurrir en cualquier lugar.
											Desconocemos el futuro de la biblioteca, desconocemos el futuro del libro,
											por eso usamos este enfoque.
									","
											Ve burada gördüğünüz şey aslında binanın tasarımı.
											Üstteki diyagram
											yüksek modernist fleksibiliteyi kullanan
											bütün kütüphanelerde görmüş olduğumuz şey.
											Sözüm ona, herhangi bir aktivite herhangi bir yerde gerçekleşebilir.
											Kütüphanelerin geleceğini bilmiyoruz ve kitapların geleceğini bilmiyoruz,
											ve dolayısıyla biz bu yaklaşımı kullanacağız.
									","
											Ce que vous voyez donc ici est effectivement le dessin du bâtiment.
											Le schéma du haut
											illustre ce que nous voyons dans beaucoup de bibliothèques contemporaines
											utilisant la flexibilité haut-moderniste.
											Là où toutes sortes d'activités pourraient se dérouler n'importe où.
											""Nous ne connaissons pas l'avenir de la bibliothèque, nous ne connaissons pas l'avenir du livre,
											nous adopterons donc cette approche.""
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											Y lo que vimos fue una serie de edificios muy genéricos.
											Y, aún peor, no sólo vimos edificios muy genéricos
											así, el salón de lectura no sólo se parece a la sala de fotocopiado
											y ésta a la hemeroteca —
											sino que esto significaba que cualquier tema que
											aquejaba a la biblioteca en ese momento era
											sumido en otra actividad que estuviese ocurriendo.
											Y en este caso, eran obviadas
											estas responsabilidades sociales como consecuencia de la expansión del libro.
											Y entonces propusimos lo que aparece en el diagrama de la parte inferior.
											Un enfoque muy tonto:
											simplemente compartimentar. Colocar aquellas cosas cuya evolución podíamos predecir —
											y con esto no quiero decir que podríamos predecir el futuro
											pero sí que tenemos alguna certeza del espectro
											de cosas que podrían suceder en el futuro
											colocarlas en cajas diseñadas específicamente para eso
											y poner las cosas que no podemos predecir en el techo.
											Así que este fue el meollo de la cuestión.
									","
											Ve gördüğümüz şey oldukça üretken olan binalardı.
											Ve daha da kötüsü yanlızca üretken olan binalar görmedik
											-yani yanlızca okuma odası, fotokopi odasına,
											o da dergi alanına benzemiyordu-
											fakat aynı zamanda bu, kütüphanenin
											o sırada önem verdiği konu her ne ise, onun
											diğer bütün aktiviteleri yutması anlamına geliyordu
											Ve bu örnekte, kitabın genişlemesiyle
											yutulan şey sosyal sorumluluklardı.
											Ve böylelikle aşağıda gördüğünüz diyagramı sunduk.
											Çok basit bir yaklaşım:
											basitçe bölümlendirmek. Evrimini öngörebildiklerimizi ayır
											- bu arada gelecekte olabilecek herhangi bir şeyi söyleyebilmekten bahsetmiyorum,
											ama gelecekte olabilecekler yelpazesini
											bir kesinlik derecesinde görebiliyoruz-
											onları spesifik olarak kendileri için tasarlanan kutulara koy,
											ve ön göremediklerimizi çatılara koy.
											Yani temel fikir buydu.
									","
											Et ce que nous avons vu, c'était des bâtiments très génériques.
											Et, pire, non seulement avons nous vu des bâtiments très génériques -
											donc non seulement la salle de lecture ressemble à la reprographie
											qui ressemble au coin des magazines -
											mais cela faisait que tout problème, quoi qu'il soit,
											qui préoccupait la bibliothèque à ce moment-là, se mettait à
											engouffrer toute autre activité y ayant lieu.
											Et en ce cas-ci, ce qui se faisait engouffrer
											était ces responsabilités sociales — par l'expansion du livre.
											Nous avons donc proposé ceci, dans le diagramme du bas.
											Méthode assez simplette:
											compartimenter, et c'est tout. Mettre les choses dont l'évolution était prévisible -
											et je ne veux pas prétendre prédire tout ce qui arriverait dans le futur,
											mais nous avons un degré de certitude sur l'étendue
											des perspectives pour l'avenir -
											les placer dans des boîtes conçues spécifiquement à cet effet,
											et placer les choses que nous ne pouvons pas prévoir sur les toits.
											C'était donc l'idée de base.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											Ahora, teníamos que convencer a la biblioteca de que el rol social
											era algo tan importante como los medios
											para lograr que ellos acepten esto.
											Lo que vemos aquí es en realidad su programa, a la izquierda.
											Esto es lo que nos dieron en toda su claridad y esplendor.
											Lo primero que hicimos fue darles nuestra opinión luego de digerirlo,
											mostrárselo y decirles:
											""¿Saben qué? No lo hemos tocado
											pero sólo un tercio del programa está dedicado a los medios y a los libros.
											Dos tercios ya está dedicado — esa es la banda blanca de abajo —
											a lo que dijeron que no es importante:
											ya está dedicado a funciones sociales"".
											Así, una vez que se lo presentamos nuevamente,
											estuvieron de acuerdo en que esta especie de concepto “core” podría funcionar.
											Teníamos el derecho de volver a los primeros principios
											ese es el tercer diagrama. Recombinamos todo.
											Y entonces comenzamos a tomar nuevas decisiones.
									","
											Şimdi, kütüphaneyi sosyal rollerinin iletişim araçlarıyla
											aynı önemde olduğuna ikna etmek zorundaydık
											ki önerimizi kabul etsinler.
											Burada, solda görmekte olduğunuz şey onların programı.
											Bize verildiği şeklindeki netliği ve ihtişamıyla.
											İlk işimiz onu tekrar düzenlemek oldu,
											sonrasında onlara tekrar gösterdik ve dedik ki:
											""Biliyormusunuz, ona dokunmadık,
											ama programınızın yanlızca üçte biri iletişim araçları ve kitaplara ayrılmış.
											Üçte ikisi -alttaki beyaz kısım- zaten
											sizin önemli olmadığını söylediğiniz şeye:
											sosyal fonksyonlara ayrılmış.
											Dolayısıyla, onlara bunu geri sunduğumuzda,
											bu tip bir temel konseptin çalışabileceğini kabul ettiler.
											İlk ilkelere geri dönmeye hakkımız vardı.
											Bu üçüncü diyagram. Herşeyi yeniden şekillendirdik.
											Ve yeni kararlar vermeye başladık.
									","
											Ensuite, nous avons dû convaincre la bibliothèque que la mission sociale
											était aussi importante que les médias
											afin de les mener à accepter cette proposition.
											Ce que vous voyez ici est en effet leur programme, là, à gauche.
											Voilà ce que l'on nous a donné, en toute sa clarté et gloire.
											Notre première démarche était de la re-digérer,
											la rediriger vers eux et dire;
											""Hé, vous savez, on ne la pas touché,
											mais seulement un tiers de votre propre programme, à vous, est consacré aux médias et aux livres.
											Les deux tiers sont déjà consacrés - là, la bande blanche en bas -
											ce que vous avez affirmé ne pas être important:
											sont déjà consacrés aux fonctions sociales.""
											Une fois, donc, que nous leur avions présenté tout sous cet angle-ci,
											ils étaient d'accord que ce genre d'idée de base pourrait marcher.
											Nous avons eu droit de retourner aux principes primaires -
											- et c'est le troisième diagramme. Nous avons tout regroupé.
											Puis nous avons commencé à prendre des nouvelles décisions.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											Lo que vemos a la derecha es el diseño de la biblioteca,
											específicamente, en términos de metraje.
											A la izquierda de ese diagrama, aquí,
											verán
											una serie de cinco plataformas —
											especie de peines; programas colectivos.
											Y a la derecha están los espacios más indeterminados,
											como las salas de lectura, cuya evolución
											en 20, 30, 40 años no podemos predecir.
											Entonces, ese fue literalmente el diseño del edificio.
											Ellos lo firmaron, y para su disgusto,
											volvimos una semana después y les presentamos esto.
									","
											Sağda gördüğünüz şey tam olarak metraj itibariyle
											kütüphanenin tasarımıdır.
											Sol taraftaki diyagramda, burada
											beş düzlem dizisi
											göreceksiniz
											bir tür kombolar; bir araya gelmiş programlar.
											Ve sağ tarafta daha belirsiz mekanlar,
											örneğin okuma odası gibi,
											20, 30, 40 yıl içerisindeki evrimini öngöremediklerimiz.
											Ve binanın tasarımı abartısız buydu.
											İmzaladılar ve onlar adına utanç verici ki,
											bir hafta sonra geldik, ve onlara bunu sunduk.
									","
											À droite vous voyez le dessin de la bibliothèque,
											spécifiquement en termes de mètres carrés.
											Du coté gauche de ce schéma, ici,
											vous pouvez voir
											une série de cinq plateformes -
											comme des alvéoles; des fonctions groupées.
											Et du coté droit sont les espaces encore indéterminés,
											des salles de lecture par exemple, dont l'évolution
											des 20, 30, 40 prochaines années ne peuvent être prévue.
											Ceci était donc, littéralement, le plan du bâtiment.
											Ils l'ont signé et, à leur grand désenchantement,
											nous sommes revenus vers eux une semaine plus tard pour leur présenter ceci.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											¿Correcto? Y como pueden ver, es literalmente el diagrama de la derecha.
											¿De acuerdo? Simplemente los dimensionamos
											no, de verdad, literalmente.
											Las cosas de la – las de la izquierda del diagrama,
											esas son las cajas.
											Los dimensionamos en cinco compartimentos.
											Son súper eficientes. Contábamos con un presupuesto muy limitado.
											Los impusimos en el sitio para establecer
											relaciones contextuales muy literales.
											La sala de lectura debería ver el agua.
											La entrada principal debería tener una plaza pública en frente
											para acatar el código de urbanización, y cosas por el estilo.
									","
											Tamam mı? Ve, görebileceğiniz gibi, bu tam olarak sağdaki diyagram.
											Tamam mı? Sadece ölçeğe getirdik
											- hayır, gerçekten öyle, mecazi anlamda değil.-
											Diyagramın sol tarafında gördükleriniz,
											kutulardır.
											Onları beş bölüm olacak şekilde boyutlandırdık.
											Müthiş derece verimliler. Çok limitli bir bütçemiz vardı.
											Çok yalın bağlamsal ilişkiler kurmak için
											arazideki yerlerini değiştirdik.
											Okuma odası denizi görebilmelidir.
											Yönetmeliklere göre ana girişin önünde
											bir kamusal plaza olmalıdır, ve benzeri.
									","
											Bon. Et, comme vous voyez, c'est littéralement le diagramme de droite.
											D'accord? Nous avons simplement calibré -
											non, sérieusement, je l'entends littéralement.
											Les sections du - du côté gauche du diagramme,
											ils sont devenus ces boîtes.
											Nous avons ajusté cinq compartiments à leur taille.
											Ils sont super-efficaces. Nous avons dû travailler avec un budget très serré.
											Nous les avons déplacés par-ci par-là sur le site afin de créer
											des rapports conceptuels très littéraux.
											La salle de lecture devrait voir le plan d'eau.
											L'entrée principale devrait donner sur une grande place publique
											afin de respecter le zonage, et ainsi de suite.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											Entonces, vean las cinco plataformas —
											esas son las cajas – en cada una sólo ocurre una cosa muy discreta.
											El área de entremedio es una especie de continuo urbano,
											esas cosas cuya evolución no podemos predecir en el mismo grado.
											Para darles una noción del poder de esta idea:
											el bloque más grande es lo que llamamos la espiral de libros.
											Se construyó, literalmente, de una manera muy económica
											es un garage para libros.
											Da la casualidad que está entre los pisos seis y diez del edificio
											pero eso no es necesariamente un enfoque costoso.
											Nos permitió organizar todo el sistema decimal de Dewey en una secuencia continua:
											sin importar como crezca o se contraiga dentro del edificio
											siempre tendrá su claridad
											para finalizar esa especie de sendero de lágrimas
											que todos hemos experimentado en las bibliotecas públicas.
											(Risas)
									","
											Dolayısıyşa, beş düzlemi görüyorsunuz
											- onlar kutulardır- her birinin içerisinde oldukça belirgin şeyler oluyor.
											Arada kalan alan ise bir tür kentsel devamlılık,
											evrimlerini aynı derecede öngöremediklerimiz.
											Bu fikrin gücünü size şöyle aktarayım,
											en büyük bloğa biz kitap sarmalı diyoruz.
											Hakikaten çok ucuz bir biçimde inşa edildi
											kitaplar için bir otopark olarak.
											Bir şekilde binanın altıncı katıyla onuncu katları arasında arasında yer buldu kendisine,
											fakat bu maliyetli bir yaklaşım olmak zorunda değil.
											Ve bu bize Deway ondalık sistemini bir düzlemde organize etme olanağı verdi:
											bina içerisinde nasıl büyürse veya küçülürse küçülsün,
											her zaman netliğini koruyacak
											ve hepimizin halk kütüphanelerinde tecrübe ettiğimiz
											acılarla dolu yolculuğu sonlandırmış olacak.
											(Kahkahalar)
									","
											Vous voyez donc les cinq plateformes -
											ces boîtes-ci - à l'intérieur de chacune se passe une chose très distincte.
											L'espace entre elles crée une sorte de continuum urbain,
											ces choses dont nous ne pouvons pas prédire l'évolution jusqu'au même degré.
											Pour vous donner un sens de l'envergure de cette idée,
											le plus grand bloc, nous l'appelons la spirale des livres.
											Elle est construite de façon très peu onéreuse -
											c'est un parking pour livres.
											Il s'adonne à être situé du 6e au 10e étage du bâtiment,
											mais cette solution n'est pas forcément coûteuse.
											Elle permet d'organiser toute la classification décimale Dewey en un parcours continu.
											Permettant sans problème de croître ou de se contracter à l'intérieur du bâtiment.
											Elle va toujours garder cette clarté
											qui mettra fin à cette espèce de voie larmoyante
											que nous avons tous connue dans les bibliothèques publiques.
											( Rires ).
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											Esta fue la operación final que consistió en tomar estos bloques
											que estaban desordenados
											y retenerlos con un revestimiento.
											Este revestimiento cumple una doble función, por consideraciones económicas.
											Una es la estabilidad lateral del edificio en su conjunto:
											es un elemento estructural. Pero sus dimensiones fueron diseñadas no sólo para la estructura
											sino también para sostener los vidrios.
											El vidrio fue entonces —simplemente usaré la palabra impregnado —
											tenía una capa de metal que llamamos metal estresado.
											Este metal actúa como una micro persiana
											de modo que desde el exterior del edificio el sol lo ve como totalmente opaco
											pero desde el interior es totalmente transparente.
									","
											Ve son müdahelemiz, blokları
											hizalarını bozmak
											ve onları bir kabuk ile tutmaktı.
											Bu kabuğun iki görevi var, yine ekonomik açıdan.
											İlki, bütün bina için yanal stabiliteyi sağlamak:
											bu bir taşıyıcı sistem elemanı. Fakat ölçüleri yanlızca taşıyıcı sistem için tasarlanmadı,
											aynı zamanda her bir parça camı tutmak için de tasarlandı.
											Cam sonrasında -burada emdirildi diyeceğim-
											üzerinde gerilimli metal dediğimiz bir metal tabaka var.
											Bu metal bir mikro panjur gibi davranıyor,
											dolayısıyla bina dışından tümüyle opak gibi görünüyor,
											fakat içeride tümüyle saydam.
									","
											C'était donc l'étape finale; prendre ces blocs,
											que nous avions mis de guingois,
											et les ancrer avec un revêtement.
											Ce revêtement sert à deux choses, encore pour des raisons budgétaires.
											D'abord, fournir de la stabilité latérale à toute la construction:
											c'est un élément structural. Mais ses caractéristiques furent conçues non seulement pour la structure,
											mais aussi pour retenir toutes les vitres.
											Ces vitres furent ensuite - je vais simplement utiliser le mot 'imprégnées' -
											on leur a appliqué une couche de métal qui s'appelle du métal tendu.
											Ce métal agit comme une micro-persienne,
											pour que, de l'extérieure du bâtiment, le soleil le voit comme totalement opaque,
											alors que, de l'intérieur, c'est complètement transparent.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											Bueno, ahora los voy a llevar a dar una vuelta por el edificio.
											Déjenme ver si puedo encontrarlo. Para los que sean
											sensibles al movimiento, pido disculpas.
											Entonces, este es el edificio.
											Creo que lo importante fue que cuando mostramos el edificio
											por primera vez el público pensó que – lo vio como si se tratara de
											un capricho, de nuestro ego.
											Y fue defendido, créase o no, por los bibliotecarios. Ellos dijeron:
											""Miren, no sabemos qué es, pero lo que sabemos es que todo lo que necesitamos está
											basado en las observaciones
											que hicimos sobre el programa"".
											Esto va en una de las entradas.
											Es un edificio inusual para una biblioteca pública.
											obviamente.
									","
											Şimdi sizi binanın turuna çıkartacağım.
											Bakalım bulabilecekmiyim. Hareket rahatsızlığı olanlardan
											özür diliyorum.
											Pek âlâ, bina bu.
											Ve bence önemli olan şu ki; biz binayı ilk yayınladığımızda,
											kamu bunu tamamen bizim
											kaprisimiz ve egomuz olarak gördü.
											Ve bu, ister inanın ister inanmayın, kütüphaneciler tarafından savunuldu. Dediler ki,
											""Bakın, bunun ne olduğunu bilmiyoruz, ama programla ilgili
											yaptığımız gözlemler itibariyle biliyoruz ki
											bu ihtiyacımız olan her şeydir.""
											Buradan girişlerden birine gidiyoruz.
											Yani bu bir halk kütüphanesi olarak alışılmadık bir bina.
											açıkçası.
									","
											Alors, je vais maintenant vous faire visiter le bâtiment.
											Voyons si j'arrive à le trouver. S'il y en a parmi vous qui —
											qui sont sujets au mal des transports, je m'excuse.
											Voici donc le bâtiment.
											Et je crois que c'est important, lorsque nous avons d'abord dévoilé le bâtiment,
											le public a pensé - l'a vu comme la pure expression de
											nos caprices et de notre ego.
											Et il fut défendu, croyez-le ou non, par les bibliothécaires. Ils ont dit:
											""Ecoutez, nous ne savons pas ce que c'est, mais nous savons qu'il couvre tous nos besoins,
											selon les observations
											que nous avons faites concernant le programme.""
											Ici nous passons par l'une des entrées.
											C'est donc un bâtiment inhabituel pour une bibliothèque publique,
											évidemment.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
