pt,tr,en,fr,title,speaker,duration,tags
"
","
","
","
","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
											O que nos traz aos morcegos.
											Os morcegos de Bechstein são 
uma espécie comum de morcegos europeus.
											São animais muito sociais.
											Costumam aninhar-se ou dormir juntos.
											E vivem em colónias maternais,
											o que significa que na primavera,
											as fêmeas encontram-se após a hibernação de Inverno,
											e ficam juntas durante seis meses,
											para cuidar das suas crias,
											e todas elas carregam um ""chip"" muito pequeno,
											o que significa que cada vez que uma delas
											entra numa destas caixas de morcego 
especialmente equipada,
											nós sabemos onde ela está,
											e mais importante,
											sabemos com quem ela está.
											Portanto, eu estudo as associações dos morcegos 
quando dormem,
											e este é o resultado.
											Durante o dia, os morcegos albergam-se
											num número de sub-grupos em caixas diferentes.
											Num dia,
											a colónia pode estar dividida entre duas caixas,
											mas noutro dia,
											podia estar junta numa só caixa,
											ou dividida entre três ou mais caixas,
											e tudo isso parece, na verdade, algo errático.
											Chama-se dinâmica de fissão-fusão,
											a propriedade de um grupo animal
											de se dividir e juntar regularmente
											em subgrupos diferentes.
									","
											Bu da bizi yarasalara getiriyor.
											Bechstein yarasaları Avrupa'da yaygın bir türdür.
											Oldukça sosyal hayvanlardır.
											Çoğunlukla birlikte tünüyor veya uyuyorlar.
											Anaç koloniler halinde yaşıyorlar,
											dişiler kış uykusundan sonra
											her bahar bir araya geliyor
											ve yavrularını büyütmek için
											yaklaşık altı ay beraber yaşıyor.
											Ve hepsi oldukça küçük bir çip taşıyor.
											Ne zaman yarasalardan biri bu özel
											yarasa kutularından birine girse
											nerede olduğunu biliyoruz,
											ve daha da önemlisi
											kiminle olduğunu biliyoruz.
											Ben de yarasalardaki tüneme davranışlarını inceledim
											ve ortaya çıkan bu oldu.
											Gün boyunca, yarasalar farklı kutularda
											farklı gruplara ayrılarak tünüyorlar
											bir gün koloni
											iki kutuya dağılmış olabilirken
											başka bir gün
											hepsi aynı kutuda beraber
											veya üç ya da daha fazla kutuya dağılmış olabiliyor.
											Ve bu aslen oldukça düzensiz gibi görünüyor.
											Buna birleşme-ayrılma dinamikleri deniyor,
											düzenli olarak farklı alt gruplara
											birleşip ayrılan hayvan gruplarının
											bir özelliği.
									","
											Which brings us to bats.
											Bechstein's bats are a common
species of European bats.
											They are very social animals.
											Mostly they roost, or sleep, together.
											And they live in maternity colonies,
											which means that every spring,
											the females meet after the winter hibernation,
											and they stay together for about six months
											to rear their young,
											and they all carry a very small chip,
											which means that every time one of them
											enters one of these specially equipped bat boxes,
											we know where she is,
											and more importantly,
											we know with whom she is.
											So I study roosting associations in bats,
											and this is what it looks like.
											During the day, the bats roost
											in a number of sub-groups in different boxes.
											It could be that on one day,
											the colony is split between two boxes,
											but on another day,
											it could be together in a single box,
											or split between three or more boxes,
											and that all seems rather erratic, really.
											It's called fission-fusion dynamics,
											the property for an animal group
											of regularly splitting and merging
											into different subgroups.
									","
											Le Vespertilion de Bechstein
est une espèce commune
											de chauve-souris en Europe.
											Elles sont très sociables,
elles nichent et dorment
											quasiment toujours ensemble.
											Elles vivent 
en colonies de maternité,
											ce qui signifie qu'à chaque printemps,
											les femelles se retrouvent après
l'hibernation hivernale,
											et restent ensemble pendant
environ 6 mois
											pour élever leurs petits.
											Les chauves-souris portent 
toutes une très petite puce,
											ce qui signifie qu'à chaque fois
l'une d'entre elles
											entre dans l'un de ces nichoirs
spécialement équipés,
											nous savons où elle est,
											et encore plus important,
nous savons avec qui elle est.
											J'ai donc étudié la façon dont 
elles se regroupent en se perchant,
											et voici à quoi ça ressemble.
											Le jour, les chauves-souris se perchent 
en un certain nombre de sous-groupes
											dans des nichoirs différents.
											Il se peut qu'un jour, la population
soit répartie dans 2 nichoirs,
											mais qu'un autre jour, elle soit regroupée
dans un seul nichoir
											ou divisée en 3 ou 4 nichoirs.
											Ça semble plutôt imprévisible, vraiment.
											Ça s'appelle la dynamique de
fusion-fission,
											la propriété d'un groupe d'animaux
à se séparer et se rassembler
											en différents sous-groupes.
											Nous prenons toutes ces données
											de tous ces différents jours,
											et nous les mettons en commun
											pour établir un schéma d'association
à long terme
											en appliquant des techniques 
d'analyse de réseau
											afin d'avoir une vision globale
											de la structure sociale de la colonie.
											Ça va ?
									","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
","
","
","
","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
											O que nós fazemos é retirar toda esta informação
											destes diferentes dias
											e juntá-la toda
											para extrair padrões de associação a longo-prazo
											ao aplicar técnicas com análise de redes
											para ter uma ideia geral
											da estrutura social da colónia.
											É assim que essa ideia geral parece.
											Nesta rede, todos os ciclos
											são nós, morcegos individuais,
											e as linhas entre eles
											são laços sociais, associações entre indivíduos.
											Isto parece ser muito interessante.
											Esta colónia de morcegos é organizada
											em duas comunidades diferentes
											que não podem ser previstas
											das dinâmicas fissão-fusão diárias.
											Chamamos-lhe unidades sociais crípticas.
											Ainda mais interessante:
											todos os anos, por volta de outubro,
											a colónia divide-se,
											e todos os morcegos hibernam separadamente,
											mas ano após ano,
											quando os morcegos se juntam 
novamente na primavera,
											a comunidade mantém-se a mesma.
									","
											Bizim yaptığımız ise farklı günlerde alınmış
											bütün bu verileri
											bir araya getirerek
											ağ analizi içeren tekniklerle
											koloninin sosyal yapısına dair
											uzun vadeli bir
											model ortaya çıkarmak.
											Ve işte ortaya çıkan resim bu.
											Bu ağda, bütün noktalar
											ayrı birer yarasayı
											ve aralarındaki çizgiler de
											bireyler arasındaki bağı, ilişkiyi ifade ediyor.
											Ve ortayan çıkan manzara oldukça ilginç.
											Bu yarasa kolonisi
											günlük birleşme-ayrılma dinamikleriyle
											tahmin edilemeyecek bir şekilde
											iki farklı topluluğa ayrılıyor.
											Biz bu topluluklara örtük sosyal birimler adını verdik.
											Daha da ilginç olanı,
											her yıl, ekim ayı dolaylarında
											koloni dağılıyor
											ve bütün yarasalar bağımsız olarak uykuya yatıyor.
											Fakat her geçen yıl
											yarasalar baharda yeniden bir araya geldiğinde
											topluluklar aynı kalıyor.
									","
											So what we do is take all these data
											from all these different days
											and pool them together
											to extract a long-term association pattern
											by applying techniques with network analysis
											to get a complete picture
											of the social structure of the colony.
											Okay? So that's what this picture looks like.
											In this network, all the circles
											are nodes, individual bats,
											and the lines between them
											are social bonds, associations between individuals.
											It turns out this is a very interesting picture.
											This bat colony is organized
											in two different communities
											which cannot be predicted
											from the daily fission-fusion dynamics.
											We call them cryptic social units.
											Even more interesting, in fact:
											Every year, around October,
											the colony splits up,
											and all bats hibernate separately,
											but year after year,
											when the bats come together again in the spring,
											the communities stay the same.
									","
											Voici à quoi cette vision ressemble.
											Dans ce réseau, 
les cercles sont des nœuds,
											des chauves-souris individuelles
											et les lignes entre eux 
sont les liens sociaux,
											les associations entre individus.
											Il s'avère que c'est une 
vision très intéressante.
											Cette colonie de chauves-souris 
est organisée
											en 2 communautés différentes
											qu'on ne peut pas prévoir
											sur la base de la dynamique 
quotidienne de fusion-fission.
											On les appelle 
des unités sociales cryptiques.
											Fait encore plus intéressant,
											tous les ans, vers octobre,
											la colonie se sépare,
											et les chauves-souris
hibernent séparément.
											Mais année après année,
											lorsque les chauves-souris se réunissent
au printemps,
											la communauté reste la même.
											Donc ces chauves-souris se souviennent
											de leurs amies pendant très longtemps.
									","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
","
","
","
","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
											Estes morcegos, portanto, 
lembram-se dos seus amigos
											ao longo de muito tempo.
											Com um cérebro do tamanho de um amendoim,
											eles mantêm laços invidualizados
											de longo prazo.
											Nós não sabíamos que isso era possível.
											Sabíamos que os primatas
											e os elefantes e golfinhos podiam fazer isso,
											mas comparados com os morcegos, 
eles têm cérebros enormes.
											Então, como é possível
											que os morcegos mantenham esta estrutura social
											estável e complexa
											com capacidades cognitivas tão limitadas?
									","
											Yani yarasalar oldukça uzun bir süre
											arkadaşlarını hatırlıyor.
											Yer fıstığı boyutunda beyinleriyle,
											bireyselliklerini koruyabiliyor,
											uzun vadeli bağlar kurabiliyorlar.
											Bunun mümkün olduğunu bilmiyorduk.
											Primatların,
											fillerin ve yunusların bunu yapabildiğini biliyorduk
											fakat yarasalara kıyasla onların beyinleri devasa kalıyor.
											Yani nasıl olur da
											yarasalar böyle kısıtlı bilişsel yetenekleriyle
											bu kadar karmaşık ve stabil
											bir sosyal yapı kurabiliyorlar?
									","
											So these bats remember their friends
											for a really long time.
											With a brain the size of a peanut,
											they maintain individualized,
											long-term social bonds,
											We didn't know that was possible.
											We knew that primates
											and elephants and dolphins could do that,
											but compared to bats, they have huge brains.
											So how could it be
											that the bats maintain this complex,
											stable social structure
											with such limited cognitive abilities?
									","
											Avec leur cerveau 
de la taille d'une cacahuète,
											elles conservent des liens sociaux 
individualisés sur le long terme.
											Nous ne pensions pas ça possible.
											Nous savions que les primates,
											les éléphants, les dauphins 
en sont capables,
											mais par rapport aux chauves-souris,
ils ont des cerveaux énormes.
											Comment est-il possible 
que les chauves-souris
											conservent cette structure sociale
complexe et stable
											avec des capacités 
cognitives si limitées ?
									","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
","
","
","
","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
											E é aqui que a complexidade 
nos traz uma resposta.
											Para perceber este sistema,
											construímos um modelo computacional 
do acolher,
											baseado em regras simples e individuais,
											e simulámos milhares e milhares de dias
											na colónia de morcegos virtual.
											É um modelo matemático,
											mas não é complicado.
											O que o modelo nos disse é que, 
muito simplesmente,
											cada morcego conhece alguns outros 
membros da colónia
											como amigos, e é apenas um pouco 
mais provável
											que se acolha numa caixa com eles.
											Regras simples, individuais.
											Isto basta para explicar
											a complexidade social destes morcegos.
									","
											Ve karmaşıklık bizi işte burada bir yanıta ulaştırıyor.
											Bu sistemi anlamak için,
											tüneme üzerine basit, bağımsız kurallara sahip
											bir bilgisayar modeli geliştirdik
											ve sanal bir yarasa kolonisiyle binlerce günlük
											simulasyon yaptık.
											Bu matematiksel bir model,
											fakat karışık değil.
											Model kısaca bize gösteriyor ki,
											her yarasa diğer birkaç koloni üyesini
											arkadaşı olarak tanıyor ve onunla birlikte tünemeye
											biraz daha yatkın oluyor.
											Basit, bağımsız kurallar.
											Yarasaların sosyal karmaşıklığını anlamak
											açıklamak için sadece bu yetiyor.
									","
											And this is where complexity brings an answer.
											To understand this system,
											we built a computer model of roosting,
											based on simple, individual rules,
											and simulated thousands and thousands of days
											in the virtual bat colony.
											It's a mathematical model,
											but it's not complicated.
											What the model told us is that, in a nutshell,
											each bat knows a few other colony members
											as her friends, and is just slightly more likely
											to roost in a box with them.
											Simple, individual rules.
											This is all it takes to explain
											the social complexity of these bats.
									","
											Et c'est là que la complexité
nous donne une réponse.
											Pour comprendre ce système,
											nous avons créé un modèle informatique 
de nichoir
											basé sur des règles simples
et individuelles,
											et nous avons simulé des milliers et
des milliers de journées
											de une colonie virtuelle
de chauves-souris.
											C'est un modèle mathématique,
mais il n'est pas compliqué.
											Ce que le modèle nous a appris,
pour faire bref,
											c'est que chaque chauve-souris
considère plusieurs membres de la colonie
											comme ses amis,
											et elle est légèrement 
plus susceptible
											de nicher avec elles dans le même lieu.
											Des règles simples et individuelles.
											Il suffit de ça pour expliquer la 
complexité sociale de ces chauves-souris.
											Mais il y a encore mieux.
									","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
","
","
","
","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
											Mas isto melhora.
											Entre 2010 e 2011,
											a colónia perdeu mais de dois terços 
dos seus membros,
											provavelmente devido ao inverno muito frio.
											Na primavera seguinte, 
não formou duas comunidades
											como todos os anos,
											o que poderia ter levado a colónia 
a morrer toda
											devido ao seu pequeno tamanho.
											Em vez disso, formou uma unidade 
social singular e coesa,
											o que permitiu à colónia sobreviver essa estação
											e proliferar novamente nos dois anos seguintes.
											O que sabemos é que estes morcegos
											não têm consciência de que a sua colónia 
está a fazer isto.
											Tudo o que eles fazem é seguir regras 
de associação simples,
											e a partir desta simplicidade
											surge a complexidade social
											que permite à colónia ser resistente
											apesar das mudanças dramáticas 
na estrutura da população.
											E eu acho isto incrível.
									","
											Fakat daha iyisi de var.
											2010-2011 arasında
											koloni üyelerinin üçte ikisinden fazlasını
											muhtemelen soğuk kış yüzünden kaybetmişti.
											Sonraki bahar, koloni her yıl yaptığı gibi,
											bu kez küçüklüğünden dolayı
											bütün koloninin ölümüne sebep olabilecek
											bölünmeyi tercih etmedi.
											Bunun yerine birbirine bağlı,
tek bir sosyal yapı oluşturdu,
											koloninin mevsimi canlı çıkarmasını
											ve sonraki iki yıl içinde yeniden büyümesini sağladı.
											Biliyoruz ki yarasalar,
											kolonilerinin böyle birşey yaptığından habersizdi.
											Yarasaların tek yaptıkları basit bağlanma kurallarını uygulamaktı
											ve bu basit kurallardan
											topluluğun yapısındaki
											dramatik değişimlere direnmelerini sağlayan
											sosyal karmaşıklık ortaya çıktı.
											Ben bunu olağanüstü buluyorum.
									","
											But it gets better.
											Between 2010 and 2011,
											the colony lost more than two thirds of its members,
											probably due to the very cold winter.
											The next spring, it didn't form two communities
											like every year,
											which may have led the whole colony to die
											because it had become too small.
											Instead, it formed a single, cohesive social unit,
											which allowed the colony to survive that season
											and thrive again in the next two years.
											What we know is that the bats
											are not aware that their colony is doing this.
											All they do is follow simple association rules,
											and from this simplicity
											emerges social complexity
											which allows the colony to be resilient
											against dramatic changes
in the population structure.
											And I find this incredible.
									","
											Entre 2010 et 2011, la colonie a perdu
plus de deux tiers de ses membres,
											certainement à cause 
de l'hiver très froid.
											Au printemps, elles n'ont pas formé
deux communautés comme tous les ans,
											ce qui aurait provoqué la mort de 
la colonie entière, devenue trop petite.
											A la place, elles ont formé
une seule unité sociale cohésive
											ce qui a permis à la colonie de survivre 
et de grandir les deux années suivantes.
											On sait que les chauve-souris 
n'ont pas conscience qu'elles font cela.
											Elles ne font que suivre des règles 
simples d'association,
											et de cette simplicité, 
naît une complexité sociale,
											ce qui permet à la colonie de résister
à d'énormes changements
											de la structure de la population.
											Je trouve que c'est incroyable.
									","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
","
","
","
","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
											Agora quero contar-vos outra história,
											mas, para esta, temos de viajar da Europa
											para o Deserto Calaári na África do Sul.
											É aqui que vivem os suricatas.
											Certamente conhecem os suricatas.
											São criaturas fascinantes.
											Eles vivem em grupos com uma 
hierarquia social muito rigorosa.
											Há um par dominante,
											e muitos subordinados,
											alguns a desempenhar o papel de sentinelas,
											outros o de amas,
											outros ainda a ensinar as crias, e por aí adiante.
											O que nós fazemos é pôr coleiras GPS 
muito pequenas
											nestes animais
											para estudar como se mexem entre si,
											e o que é que isso tem que ver 
com a sua estrutura social.
											E existe um exemplo muito interessante
											de movimento coletivo nos suricatas.
											No meio da reserva onde vivem,
											existe uma estrada.
											Nesta estrada existem carros, logo, é perigosa.
											Mas os suricatas têm de a atravessar
											para ir de um local de alimento para outro.
											Nós perguntámo-nos: 
""Como é que eles fazem isto?""
											Descobrimos que a fêmea dominante,
											na maior parte das vezes, é quem conduz 
o grupo até à estrada,
											mas quando é necessário atravessar a estrada,
											ela dá a vez aos subordinados,
											como quem diz:
											""Vai à frente, e diz-me se é seguro.""
											O que eu não sabia
											era quais as regras de comportamento 
que os suricatas seguiam
											para acontecer esta mudança 
na extremidade do grupo
											e se as regras simples 
eram suficientes para a explicar.
									","
											Şimdi size başka bir hikaye anlatmak istiyorum,
											fakat bunun için Avrupa'dan
											Güney Afika'daki Kalahari Çölü'ne gideceğiz.
											Burası mirketlerin yaşadığı yer.
											Mirketleri eminim biliyorsunuzdur,
											büyüleyici canlılar.
											Çok sıkı sosyal hiyerarşiye sahip gruplar halinde yaşarlar.
											Bir dominant çift ve
											bazıları gözcülük
											ve bebek bakıcılığı
											bazıları da yavrulara öğretmenlik
											gibi görevler üstlenen astlar vardır.
											Biz de birlikte nasıl hareket ettiklerini
											ve bunun
											sosyal yapılarıyla olan ilgisini
											anlamak için bu hayvanlara GPS tasmalar taktık.
											Ve işte mirketlerdeki
											kolektif davranışlara enteresan bir örnek.
											Yaşadıkları bölgenin ortasından
											bir yol geçmekte.
											Yolda araçlar var, yani tehlikeli.
											Fakat mirketler bir beslenme yerinden
											diğerine gitmek için karşıya geçmek zorundalar.
											Biz de sorduk, bunu nasıl yapıyorlar?
											Öğrendik ki grubu yola
											yönlendiren çoğunlukla dominant dişi oluyor,
											fakat olay yolun karşısına geçmeye gelince
											dişi ""devam edin, güvenli olup olmadığını
											bana haber verin"" dercesine
											yolu astlarına bırakıyor.
											Bilmediğim şey ise,
											bu noktada mirket grubundaki bu değişikliğe
											yol açan kuralların ne olduğu ve basit kaidelerin
											bunu açıklamaya yetip yetmeyeceğiydi.
									","
											Now I want to tell you another story,
											but for this we have to travel from Europe
											to the Kalahari Desert in South Africa.
											This is where meerkats live.
											I'm sure you know meerkats.
											They're fascinating creatures.
											They live in groups with a
very strict social hierarchy.
											There is one dominant pair,
											and many subordinates,
											some acting as sentinels,
											some acting as babysitters,
											some teaching pups, and so on.
											What we do is put very small GPS collars
											on these animals
											to study how they move together,
											and what this has to do with their social structure.
											And there's a very interesting example
											of collective movement in meerkats.
											In the middle of the reserve which they live in
											lies a road.
											On this road there are cars, so it's dangerous.
											But the meerkats have to cross it
											to get from one feeding place to another.
											So we asked, how exactly do they do this?
											We found that the dominant female
											is mostly the one who leads the group to the road,
											but when it comes to crossing it, crossing the road,
											she gives way to the subordinates,
											a manner of saying,
											""Go ahead, tell me if it's safe.""
											What I didn't know, in fact,
											was what rules in their behavior the meerkats follow
											for this change at the edge of the group to happen
											and if simple rules were sufficient to explain it.
									","
											Je vais maintenant vous
raconter une autre histoire.
											Pour cela,
nous devons quitter l'Europe
											et nous rendre dans le désert
du Kalahari, en Afrique du Sud.
											Là où habitent les suricates.
											Je suis certain 
que vous connaissez les suricates.
											Ce sont des créatures fascinantes.
											Ils vivent en groupes avec une hiérarchie
sociale très stricte.
											Il y a un couple dominant 
et de nombreux subalternes,
											dont certains ont un rôle de sentinelle,
ou de baby-sitter,
											d'autres éduquent les jeunes, etc.
											Nous leur mettons 
de tout petits colliers GPS,
											pour étudier la manière
dont ils évoluent ensemble,
											et ce que ça a à voir avec 
leur structure sociale.
											Il y a un exemple très intéressant
de mouvement d'ensemble
											chez les suricates.
											Au milieu de la réserve où ils vivent,
se trouve une route.
											Sur cette route, passent des voitures ;
c'est donc dangereux.
											Les suricates doivent la traverser
											pour passer d'un endroit 
où il y a de la nourriture à un autre.
											Nous nous sommes donc demandés :
Comment précisément font-ils cela ?
											Nous avons appris que la femelle dominante
est généralement celle
											qui mène le groupe vers la route,
											mais dès qu'il s'agit de traverser,
elle laisse place aux subalternes,
											une façon de dire : 
« Allez-y, dites-moi si c'est sûr. »
											Ce que je ne connaissais pas,
											ce sont les règles de comportement
que les suricates suivent
											pour provoquer ce changement 
dans le groupe,
											et si des règles simples suffisaient
pour l'expliquer.
									","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
","
","
","
","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
											Assim, eu construí um modelo 
de suricatas simulados,
											que atravessam uma estrada simulada.
											É um modelo simplista.
											Os suricatas em movimento 
são como partículas aleatórias
											cuja única regra é o alinhamento.
											Eles simplesmente movem-se juntos.
											Quando estas partículas chegam à estrada,
											eles pressentem algum tipo de obstáculo,
											e ressaltam contra ele.
											A única diferença
											entre a fêmea dominante, aqui a vermelho,
											e os outros indivíduos,
											é que para ela, a altura do obstáculo
											que é, na verdade, o risco percebido da estrada,
											é apenas ligeiramente mais alto,
											e esta diferença pequena
											na regra de movimento do indivíduo
											é suficiente para explicar o que observamos,
											que a fêmea dominante
											conduz o seu grupo até à estrada
											e então dá lugar aos outros
											para eles a atravessarem primeiro.
											George Box, um estatístico inglês,
											escreveu em tempos: 
""Todos os modelos são falsos,
											""mas alguns modelos são úteis.""
											Na verdade, este modelo é obviamente falso,
											porque, na realidade, os suricatas 
são tudo exceto partículas aleatórias.
											Mas também é útil
											porque nos diz que a simplicidade extrema
											nas regras de movimento ao nível individual
											pode resultar num grande nível de complexidade
											ao nível do grupo.
											Mais uma vez, isso é simplificar a complexidade.
									","
											Ben de sanal mirketlerin sanal bir yolu
											geçtiği bir model yaptım.
											Basite indirgenmiş bir model.
											Tek kuralın dizilim olduğu, rastgele parçacıklar
											gibi hareket eden mirketler.
											Sadece birlikte hareket ediyorlar.
											Parçacıklar yola ulaştığında,
											bir çeşit engeli hissediyorlar
											ve karşısında dusaksıyorlar.
											Kırmızıyla gösterilen
											dominant dişi ve diğerleri arasındaki
											tek fark
											dişi için engelin yüksekliği,
											yani yolu geçmekten duyulan risk
											birazcık daha yüksek
											ve bireyin hareket kuralındaki
											bu küçük farklıklık
											gözlemlediğimiz şeyi açıklamaya yetiyor,
											yani dominant dişinin
											grubunu yola yönlendirmesi
											ve daha önce geçmeleri için
											yolu diğerlerine vermesini.
											Bir İngiliz istatistikçi George Box
											zamanında şöyle yazmıştır: ""Bütün modeller yanlıştır,
											fakat bazıları kullanışlıdır.""
											Ve bu modelin yanlış olduğu açıktır, çünkü gerçekte
											mirketlerin rastgele parçacıklarla alakası yoktur.
											Fakat aynı zamanda kullanışlı da,
											çünkü bize, bireysel bazda son derece basit
											olan bu davranış kurallarının
											grup bazında oldukça büyük bir karmaşıklık
											sağladığını gösteriyor.
											Ve yine yaptığımız, karmaşıklığı basitleştirmek.
									","
											So I built a model, a model of simulated meerkats
											crossing a simulated road.
											It's a simplistic model.
											Moving meerkats are like random particles
											whose unique rule is one of alignment.
											They simply move together.
											When these particles get to the road,
											they sense some kind of obstacle,
											and they bounce against it.
											The only difference
											between the dominant female, here in red,
											and the other individuals,
											is that for her, the height of the obstacle,
											which is in fact the risk perceived from the road,
											is just slightly higher,
											and this tiny difference
											in the individual's rule of movement
											is sufficient to explain what we observe,
											that the dominant female
											leads her group to the road
											and then gives way to the others
											for them to cross first.
											George Box, who was an English statistician,
											once wrote, ""All models are false,
											but some models are useful.""
											And in fact, this model is obviously false,
											because in reality, meerkats are
anything but random particles.
											But it's also useful,
											because it tells us that extreme simplicity
											in movement rules at the individual level
											can result in a great deal of complexity
											at the level of the group.
											So again, that's simplifying complexity.
									","
											J'ai donc construit un modèle.
											Un modèle simulant des suricates
traversant une route virtuelle.
											C'est un modèle simpliste.
											Des suricates en mouvement sont comme
des particules aléatoires
											dont la seule règle 
est celle de l'alignement.
											Ils bougent tout simplement ensemble.
											Quand ces particules atteignent la route,
elles sentent une sorte d'obstacle,
											et rebondissent contre lui.
											La seule différence 
entre la femelle dominante,
											ici en rouge, et les autres individus,
											c'est que, pour elle, 
la hauteur de l'obstacle,
											autrement dit,
le risque représenté par la route,
											n'est que légèrement plus importante.
											Et cette toute petite différence 
dans la règle individuelle de mouvement
											suffit à expliquer ce que nous observons,
											le fait que la femelle dominante 
mène son groupe à la route,
											et laisse ensuite place aux autres,
											pour qu'ils traversent en premier.
											George Box, un statisticien anglais, 
a écrit :
											« Tous les modèles sont faux, 
mais certains sont utiles. »
											Et en fait, 
ce modèle est évidemment faux.
											Car en réalité, les suricates 
sont tout sauf des particules aléatoires.
											Mais il est également utile, 
car il nous dit que la simplicité extrême
											de règles de mouvement 
à un niveau individuel
											peuvent conduire à une importante
complexité au niveau du groupe.
											Encore une fois, c'est la simplification
de la complexité.
											J'aimerais conclure par ce que ça signifie
pour l'ensemble de l'espèce.
									","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
","
","
","
","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
											Eu gostaria de concluir
											com o que isto significa para a espécie no seu todo.
											Quando a fêmea dominante
											dá a vez a um subordinado,
											não o faz por cortesia.
											Na verdade, a fêmea dominante
											é extremamente importante para 
a coesão do grupo.
											Se ela morrer na estrada, 
todo o grupo fica em risco.
											Portanto, este comportamento de evitar o risco
											é uma resposta evolucionária muito antiga.
											Estes suricatas estão a replicar 
uma tática evoluída
											ao longo de milhares de gerações,
											e estão a adaptá-la a um risco moderno,
											neste caso, uma estrada construída 
por humanos.
											Eles adaptam regras muito simples,
											e o comportamento complexo resultante
											permite-lhes resistir à invasão humana
											do seu ""habitat"" natural.
									","
											Bunun bütün tür için
											ne anlama geldiğini açıklayarak kapatmak istiyorum.
											Dominant dişi
											yolu bir astına verdiğinde
											bunu nezaketten yapmıyor.
											Aslında grubun birliği için
											dominant dişi oldukça önem arz ediyor.
											Eğer dişi yolda ölürse, bütün grup risk altında kalır.
											Yani bu riskten kaçınma davranışı
											oldukça eski evrimsel bir tepki.
											Bu mirketler binlerce jenerasyon öncesine
											dayanan bu taktiği, bu örnekte
											insan yapımı bir yol olan
											modern risklere uyarlayarak uyguluyorlar.
											Bu oldukça basit kuralları özümsüyorlar
											ve bu durum, doğal yaşam alanlarındaki
											insan işgalinden korunmalarını sağlayan
											karmaşık davranışların yolunu açıyor.
									","
											I would like to conclude
											on what this means for the whole species.
											When the dominant female
											gives way to a subordinate,
											it's not out of courtesy.
											In fact, the dominant female
											is extremely important for the cohesion of the group.
											If she dies on the road, the whole group is at risk.
											So this behavior of risk avoidance
											is a very old evolutionary response.
											These meerkats are replicating an evolved tactic
											that is thousands of generations old,
											and they're adapting it to a modern risk,
											in this case a road built by humans.
											They adapt very simple rules,
											and the resulting complex behavior
											allows them to resist human encroachment
											into their natural habitat.
									","
											Lorsque la femelle dominante 
laisse la place aux subalternes,
											ce n'est pas par politesse.
											En fait, la femelle dominante 
est extrêmement importante
											pour la cohésion du groupe.
											Si elle meurt sur la route, 
tout le groupe sera en danger.
											Ce comportement de prévention de risque
est une réponse évolutive très ancienne.
											Ces suricates reproduisent une tactique
qui a évolué dans le temps,
											vieille de milliers de générations,
et ils l'adaptent à un risque moderne,
											dans ce cas, une route construite par 
des êtres humains.
											Ils adaptent des règles très simples,
et le comportement complexe en découlant
											leur permet de résister à l’empiétement
des humains sur leur habitat naturel.
											Au bout du compte,
											il peut s'agir de chauves-souris 
qui changent leur structure sociale
									","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
"
","
","
","
","Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,13:45,"TEDx,animals,complexity"
