en,tr,pt,es,title,speaker,duration,tags
"
","
","
","
",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
											When multigenerational farms
are lost to Big Ag consolidation,
											our communities suffer in countless ways.
											Rural America has now jumped above
the national average in violent crime.
											Three out four farmworkers surveyed
have been directly impacted
											by our opioid epidemic.
											Now oftentimes disguised as accidents,
											farmer suicide is now on the rise.
									","
											Çok nesilli çiftlikler
Big Ag birliğine kaptırılırsa
											bölge halkımız pek çok açıdan zarar görür.
											Kırsal Amerika şiddet suçunda
ulusal ortalamanın üstüne çıktı.
											İncelemeye göre dört çiftçiden üçü
											opioid salgınımızdan doğrudan etkilendi.
											Şu sıralar kaza gibi görünse de
											çiftçi intiharları yükselişte.
									","
											Quando se perdem quintas familiares
para a consolidação da Grande Agricultura,
											as nossas comunidades
sofrem de muitas maneiras.
											A zona rural dos EUA enfrenta
crimes violentos acima da média nacional.
											Três em cada quatro agricultores
têm sido diretamente afetados
											pela epidemia dos opioides.
											Frequentemente disfarçados como acidentes,
											o suicídio entre agricultores
está em alta.
									","
											Cuando granjas multigeneracionales
se pierden ante las grandes corporaciones,
											las comunidades se resienten
de incontables maneras.
											El EE. UU. rural ha superado ahora
la media nacional de delitos violentos.
											Tres de cada cuatro agricultores 
han sufrido el impacto directo
											de la epidemia del opio.
											A veces camuflados como accidentes,
											los suicidios de agricultores 
se incrementan.
									",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
","
","
","
",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
											Step two: shop at
your local farmers markets.
									","
											İkinci Adım: Mahalle
pazarınızdan alışveriş yapın.
									","
											Passo dois: comprem
em feiras da vossa região.
									","
											Segundo paso: compren en sus 
mercados agrícolas locales.
									",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
","
","
","
",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											(Risas)
									",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
","
","
","
",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
											Produce from a large retail store
is harvested before it's ripe
											to travel more than a thousand miles
before it ultimately sits on your shelf
											roughly two weeks later.
											Alternatively, because
most farmers markets
											have proximity and
production requirements,
											farmers travel less than 50 miles
to offer you local produce
											with minimal packaging waste.
											With the advent of online grocers
and trending meal kits,
											consumers are increasingly disconnected
											with their farmers and the economics
of food production.
											Since the rise of
the smartphone revolution,
											direct-to-consumer goods have stagnated.
									","
											Büyük bir perakende mağazadaki ürün
											bin altı yüz kilometreden 
daha fazla yol alması için
											olgunlaşmadan önce 
ve rafınızda iki hafta kadar sonra
											son haliyle yer almadan
önce hasat edilir.
											Alternatif olarak çoğu pazarların
											yakınlık koşulları ve üretim
koşulları olduğundan dolayı
											çiftçiler size yerel bir ürün
sunmak için minimum ambalaj atığı ile
											seksen kilometreden daha az yol giderler.
											Online toptancıların ve trend olan
yemek kitlerinin ortaya çıkmasıyla
											tüketicilerin çiftçileriyle 
ve gıda üretim ekonomileriyle olan bağı
											giderek artarak kesildi.
											Akıllı telefon devriminin
yükselişinden beri
											doğrudan tüketiciye sunulan
ürünlerin gelişimi durdu.
									","
											Os produtos das grandes lojas
são colhidos antes de amadurecerem,
											para serem transportados
por mais de 1600 quilómetros
											até chegarem às prateleiras,
duas semanas depois.
											Por outro lado, como as feiras
estão mais próximas
											e possuem exigências para a produção,
											os agricultores viajam menos de 80 km
para vender os produtos locais
											com desperdícios mínimos na embalagem.
											Com o aumento de vendas ""online""
e a moda de ""kits"" de refeições,
											os consumidores estão
cada vez mais desligados
											dos produtores e da economia
da produção de alimentos.
											Desde a revolução dos ""smartphones"",
											os produtos que vão diretos
para o consumidor estagnaram.
									","
											Los productos de las grandes tiendas
se cosechan antes de que estén maduros
											para viajar más de mil kilómetros
hasta que llegan a sus estanterías
											casi dos semanas después.
											En cambio, como la mayoría
de mercados agrícolas
											tienen requisitos
de proximidad y de producción,
											los agricultores se desplazan menos 
de 80 km para ofrecer productos locales
											con un gasto mínimo de embalaje.
											Con el auge de los supermercados en línea
y los kits para preparar comidas,
											los consumidores se alejan cada vez más
											de sus agricultores y de la economía
de la producción alimentaria.
											Con la revolución 
de los teléfonos inteligentes,
											los productos directos al consumidor
se han estancado.
									",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
","
","
","
",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
											While local and sustainable foods
have been trending for almost a decade,
											terms like ""healthy"" and ""natural""
											have no legal framework
in the United States.
											Your best bet for fresh,
nutrient-rich foods
											without the marketing jargon?
											Go to your farmers market.
											Buying local is not a new idea,
											but turning it into a habit
in today's world still is.
											If we want to avoid
the high costs of cheap food,
											protect our environment,
											rebuild our communities
											and save our farmers — literally —
											we're going to need to vote
with our food purchases.
											The success of our food systems
is directly attached to us.
											If we want to break up Big Ag's hold
on our food supply chain,
											then we're going to need
to connect with our farmers.
											We're going to need
to rebuild relationships
											with the hands that feed us
three times a day.
											Plus, two more for snacks.
											Come on.
									","
											Yerel ve sürdürülebilir gıdalar
neredeyse on yıldır trend iken
											''sağlıklı'' ve ''doğal'' gibi terimlerin
ABD'de yasal çerçevesi yok.
											Taze ve besin değeri yüksek 
gıdalar için en çıkar yol,
											pazarlama jargonu olmadan mı olacak?
											Pazara gidin.
											Yöresel ürün satın almak
yeni bir fikir değil
											ama bugünün dünyasında bunu 
alışkanlık haline getirmek yeni bir fikir.
											Eğer ucuz gıdaların yüksek
maliyetlerinden kaçınmak istiyorsak
											çevremizi korumalı,
											toplumumuzu onarmalı
											çiftçilerimizi tam olarak kurtarmalıyız.
											Gıda satın almamız oyumuzu
belirlemek için gerekli olacak.
											Gıda sistemlerimizin başarısı
doğrudan bize bağlı.
											Big Ag kuruluşunun besin zincirimizdeki
etkisinden kurtulmak istiyorsak
											çiftçilerimizle bağlantıya
geçmemiz gerekecek.
											İlişkilerimizi, bizi günde üç öğün
besleyen ellerle onarmamız gerekecek.
											Günde iki öğün de atıştırmalık.
											Haydi.
									","
											Embora haja tendência para alimentos
locais e sustentáveis há quase 10 anos.
											termos como ""saudável"" e ""natural""
											não são reconhecidos por leis nos EUA.
											Qual é a melhor hipótese de encontrarem
alimentos frescos e nutritivos
											sem o jargão do ""marketing""?
											Vão à feira da vossa região.
											Comprar na nossa região
não é uma ideia nova,
											mas torná-la num hábito
no mundo atual é.
											Se quisermos evitar
o alto custo da comida barata,
											proteger o meio ambiente,
											reconstruir as nossas comunidades
											e, literalmente,
salvar os nossos agricultores,
											precisamos de votar
com a comida que compramos.
											O sucesso dos nossos sistemas de
alimentação está diretamente ligado a nós.
											Para quebrar o domínio
da Grande Agricultura
											no fornecimento de alimentos,
											precisamos relacionar-nos
com os nossos agricultores.
											Precisamos de reconstruir as relações
											com as mãos que nos alimentam
três vezes por dia.
											E mais, outras duas para os lanches.
											Vamos lá.
									","
											Aunque la comida local y sostenible
ha estado de moda durante una década,
											palabras como ""sano"" y ""natural""
											no tienen una regulación legal en EE. UU.
											¿La mejor apuesta para alimentos
frescos y nutritivos
											sin jerga publicitaria?
											Ir a su mercado agrícola local.
											Comprar alimentos locales 
no es una idea nueva,
											pero convertirla en un hábito 
en el mundo actual sí lo es.
											Si queremos evitar 
los altos costes de la comida barata,
											proteger el medio ambiente,
											reconstruir nuestras comunidades
											y salvar a nuestros
agricultores, literalmente,
											vamos a tener que votar 
con nuestras compras de comida.
											El éxito de nuestro sistema alimentario
depende estrechamente de nosotros.
											Para eliminar el control corporativo
de la cadena de suministro de alimentos
											necesitamos conectar con los agricultores.
											Necesitamos reconstruir la relación
											con las manos que nos alimentan
tres veces al día.
											Y dos más para aperitivos.
											Vamos.
									",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
","
","
","
",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
											With a government online database
of more than 8,600 farmers markets
											across the country,
											you can easily find
the nearest one to you.
											Just think of yourself
as an investor in food,
											where your purchasing power helps create
a more equitable society for everyone.
											Oh!
									","
											Ülke çapında 8.600'den fazla pazarı
											online veritabanında 
bulunduran hükümet sayesinde
											size en yakın pazarı
kolaylıkla bulabilirsiniz.
											Kendinizi satın alma gücünüzün herkes için
daha eşit bir toplum yaratmasına
											yardımcı olduğu bir yerde 
gıda yatırımcısı olarak düşünün.
											Oh!
									","
											Com uma base de dados
governamental ""online"",
											de mais de 8600 feiras, em todo o país,
											é fácil achar a feira
mais próxima de vocês.
											Pensem que estão a investir em comida,
											e que o vosso poder de compra ajuda
a criar uma sociedade mais igualitária.
											Oh!
									","
											Con una base de datos gubernamental 
de más de 8 600 mercados agrícolas
											por todo el país,
											pueden encontrar fácilmente
el más cercano a Uds.
											Considérense inversores en comida
											y que su poder de compra ayuda a crear
una sociedad más justa para todos.
											¡Oh!
									",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
","
","
","
",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
											Almost forgot step three,
											which may surprise you:
											shop at your local farmers markets.
									","
											Neredeyse sizi şaşırtacak
											üçüncü adımı unutuyordum:
											Mahalle pazarınızdan alışveriş yapın.
									","
											Esqueci-me do terceiro passo,
											que vos vai surpreender:
											Comprem em feiras da vossa região.
									","
											Casi olvido el tercer paso,
											que quizá les sorprenda:
											compren en sus mercados agrícolas locales.
									",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
","
","
","
",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											(Risas)
									",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
","
","
","
",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
											Thank you.
									","
											Teşekkür ederim.
									","
											Obrigado.
									","
											Gracias.
									",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
","
","
","
",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
											(Applause)
									","
											(Alkış)
									","
											(Aplausos)
									","
											(Aplausos)
									",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
"
","
","
","
",Why you should shop at your local farmers market,Mohammad Modarres,6:05,"farming,agriculture,food,future,environment,business,sustainability"
