es,tr,en,fr,title,speaker,duration,tags
"
","
","
","
",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
											Pero Uds. y yo no lo sabemos. 
No tenemos los datos.
											Y a menudo, los datos 
en realidad no existen.
											Nadie los sabe.
											Así que ir al hospital 
es una lotería.
									","
											Ama siz ve ben bunu bilmiyoruz.
Verilerimiz yok.
											Çoğunlukla veri de bulunmuyor.
											Kimse bilmiyor.
											Yani, hastaneye gitmek bir kumar.
									","
											But you and I don't know. We don't have the data.
											And often, the data actually doesn't exist.
											Nobody knows.
											So going the hospital is a lottery.
									","
											Mais vous et moi sommes ignorants.
Nous n'avons pas les données.
											Et bien souvent,
les données n'existent pas, en fait.
											Personne ne sait.
											Ainsi, aller à l'hôpital est une loterie.
									",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
","
","
","
",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
											Ahora, no tiene que ser así. 
Hay esperanza.
											A finales de los 70, 
hubo un grupo
											de cirujanos ortopédicos suecos
											que se reunió en 
su congreso anual,
											y discutieron sobre los 
diferentes procedimientos
											que usaban para hacer 
una cirugía de cadera.
											A la izquierda de esta 
diapositiva, verán una variedad
											de piezas metálicas, caderas 
artificiales que utilizarían
											para alguien que necesite 
una nueva cadera.
											Todos se dieron cuenta de que 
tenían su manera individual de operar.
											Todos argumentaron que, 
""Mi técnica es la mejor"",
											pero ninguno de ellos lo sabía 
en realidad y lo admitieron.
											Así que se dijeron, ""Probablemente 
tenemos que medir la calidad
											y así saber y poder aprender 
de la que es la mejor"".
											De hecho pasaron 
dos años debatiendo,
											""¿Qué es calidad 
en cirugía de cadera?""
											""Oh, deberíamos medir esto"".
""No, deberíamos medir aquello"".
											Y finalmente llegaron 
a un acuerdo.
											Y una vez con el acuerdo, 
empezaron a medir,
											y a compartir los datos.
											Muy rápidamente, encontraron 
que si ponían cemento
											en el hueso del paciente
											antes de poner el eje metálico
											en realidad duraba mucho más,
											y la mayoría de los pacientes 
nunca tendría que ser
											reoperados en su vida.
											Publicaron los datos,
											y realmente transformaron 
la práctica clínica en el país.
											Todos vieron que esto 
tenía mucho sentido.
											Desde entonces, 
publican cada año.
											Una vez al año, 
publican la tabla de la liga:
											¿Quién es el mejor, 
quién está en el fondo?
											Y se visitan unos a otros 
para tratar de aprender,
											en un ciclo continuo de mejora.
											Por muchos años, los 
cirujanos de cadera suecos
											tuvieron los mejores 
resultados en el mundo,
											por lo menos entre aquellos 
que realmente medían,
											y mucho no medían.
									","
											Şimdi böyle olmak zorunda değil. Umut var.
											70'lerin sonunda, İsveçli ortopedi
											cerrahlarından oluşan bir grup
											yıllık toplantılarında buluşup
											kalça ameliyatında kullandıkları farklı yolları
											tartışıyorlardı.
											Bu slaytın solunda,
çeşitli metal parçalar
											görüyorsunuz, yeni kalçaya
ihtiyacı olan birine
											takılacak yapay kalçalar.
											Hepsi de kendine has bir ameliyat
yöntemleri olduğunu fark etti.
											Her biri kendisininkinin
en iyisi olduğununda ısrarcıydı
											ama hiçbiri bunu gerçekten
bilemezdi ve bunu kabul ettiler.
											Ve böylece dediler ki:
""En iyisini öğrenmek için
											kalitelerini değerlendirip
anlamamız gerek.""
											Böylece tartışarak iki yıl geçirdiler,
											""Kalça ameliyatında kalite nedir?""
											""Bunu ölçmeliyiz"". ""Hayır şunu ölçmeliyiz""
											Sonunda uzlaştılar.
											Uzlaşır uzlaşmaz da ölçmeye
											ve veri paylaşımına başladılar.
											Hemen fark ettiler ki,
metal parçayı koymadan önce
											hastanın kemiğine tutkal
											koyunca
											daha dayanıklı oluyordu
											ve çoğu hasta hayatı
boyunca bir daha
											yeni bir ameliyata ihtiyaç duymuyordu.
											Bulguyu yayınladılar
											ve bu, ülkedeki kilinik
faaliyetlerde bir devrim oldu.
											Herkes bunun çok mantıklı
olduğunda hemfikirdi.
											O zamandan beri, her yıl yayın yaparlar.
											Yılda bir, bir lig tablosu yayınlarlar:
											kim en iyi, kim en dipte?
											Birbirlerini de öğrenmeye
devam etmek için ziyaret ederler,
											böylece bir gelişim
döngüsü ortaya çıkıyor.
											Yıllar boyunca, İsveçli kalça cerrahisi
											dünyadaki en iyi sonuçları verdi
											en azından gerçekten ölçüm yapanlara göre,
											ki sayıları fazla değil.
									","
											Now, it doesn't have to be that way. There is hope.
											In the late '70s, there were a group
											of Swedish orthopedic surgeons
											who met at their annual meeting,
											and they were discussing the different procedures
											they used to operate hip surgery.
											To the left of this slide, you see a variety
											of metal pieces, artificial hips that you would use
											for somebody who needs a new hip.
											They all realized they had
their individual way of operating.
											They all argued that, ""My technique is the best,""
											but none of them actually knew,
and they admitted that.
											So they said, ""We probably need to measure quality
											so we know and can learn from what's best.""
											So they in fact spent two years debating,
											""So what is quality in hip surgery?""
											""Oh, we should measure this.""
""No, we should measure that.""
											And they finally agreed.
											And once they had agreed, they started measuring,
											and started sharing the data.
											Very quickly, they found that if you put cement
											in the bone of the patient
											before you put the metal shaft in,
											it actually lasted a lot longer,
											and most patients would never have to be
											re-operated on in their lifetime.
											They published the data,
											and it actually transformed
clinical practice in the country.
											Everybody saw this makes a lot of sense.
											Since then, they publish every year.
											Once a year, they publish the league table:
											who's best, who's at the bottom?
											And they visit each other to try to learn,
											so a continuous cycle of improvement.
											For many years, Swedish hip surgeons
											had the best results in the world,
											at least for those who actually were measuring,
											and many were not.
									","
											Mais ce n'est pas inéluctable.
Il y a de l'espoir.
											À la fin des années 70,
il y avait un groupe
											de chirurgiens orthopédistes suédois
											qui se retrouvaient lors de leur réunion annuelle,
											et ils discutaient des différentes procédures
											qu' ils utilisaient pour pratiquer 
une opération de la hanche.
											À gauche de cette diapositive,
vous voyez une variété
											de pièces métalliques, 
de hanches artificielles qu'on utiliserait
											pour quelqu'un qui a besoin
d'une nouvelle hanche.
											Ils réalisèrent qu'ils avaient chacun 
leur façon personnelle d'opérer.
											Ils ont tous fait valoir 
que leur technique était la meilleure,
											mais aucun d'eux n'en était sûr,
et ils s'accordèrent sur ce point.
											Alors ils se sont dit, ""nous avons 
probablement besoin de mesurer la qualité,
											ainsi nous saurons et pourrons apprendre
de ce qui se fait de mieux"".
											Puis ils ont passé deux ans à débattre
											de ce que signifie la qualité
pour la chirurgie de la hanche.
											« Nous devrions mesurer ceci. »
« Non, nous devrions mesurer cela. »
											Et ils se sont finalement mis d'accord.
											Et une fois d'accord, 
ils ont commencé à mesurer,
											et à partager les données.
											Très vite, ils ont constaté que 
si vous mettiez le ciment
											dans l'os du patient
											avant d'y placer la tige métallique,
											ça le faisait durer
beaucoup plus longtemps,
											et la plupart des patients n'auraient plus besoin
											d'être ré-opérés au cours de leur vie.
											Ils ont publié les données,
											et ça a vraiment transformé 
la pratique clinique dans le pays.
											Tout le monde a compris
que c'était intelligent.
											Depuis lors, ils publient chaque année.
											Une fois par an,
ils publient le classement :
											qui est le meilleur,
qui est en bas ?
											Et ils se rendent visite
pour progresser,
											c'est donc un cycle continu
de perfectionnement.
											Pendant de nombreuses années, 
les chirurgiens de la hanche suédois
											ont obtenu les meilleurs résultats
dans le monde,
											du moins parmi ceux
qui mesuraient vraiment les résultats,
											ce qu'ils n'étaient pas nombreux à faire.
									",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
","
","
","
",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
											Encuentro este principio 
realmente fascinante.
											Que juntos los médicos
											estén de acuerdo 
en qué es la calidad,
											empiecen a medir, 
compartan los datos,
											encuentren quién es 
el mejor y aprendan de él.
											Mejora continua.
									","
											Ben bu ilkeyi gerçekten
heyecan verici buluyorum.
											Yani hekimler toplanıp
											kalitenin ne olduğuna karar veriyorlar,
											ölçmeye başlıyorlar, veri paylaşıyorlar,
											en iyinin kim olduğunu
bulup ondan öğreniyorlar.
											Sürekli bir gelişim.
									","
											Now I found this principle really exciting.
											So the physicians get together,
											they agree on what quality is,
											they start measuring, they share the data,
											they find who's best, and they learn from it.
											Continuous improvement.
									","
											J'ai trouvé ce principe vraiment enthousiasmant.
											Les médecins se réunissent,
											tombent d'accord sur la définition de la qualité,
											ils commencent à mesurer, 
ils partagent les données,
											ils trouvent qui le meilleur 
et ils progressent grâce à cela.
											Amélioration continue.
									",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
","
","
","
",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
											Ahora, no es la 
única parte emocionante.
											Eso es llamativo 
en sí mismo.
											Pero si traen la parte 
del costo de la ecuación,
											y la miran,
											resulta que, quienes se 
han centrado en la calidad,
											en realidad también 
tienen los costos más bajos,
											aunque no haya sido 
el propósito en primer lugar.
											Así que si miran la historia 
de la cirugía de cadera,
											verán un estudio realizado 
hace un par de años
											donde comparan 
los EE. UU. y Suecia.
											Miraron cuántos pacientes 
habían necesitado
											volver a operarse en 7 años 
después de la primera cirugía.
											En los EE. UU., 
el número fue tres veces
											más alto que en Suecia.
											Tantas cirugías innecesarias,
											y tanto sufrimiento innecesario
											para todos los pacientes
que fueron operados
											en ese período de siete años.
											Ahora, pueden 
imaginar cuánto ahorro
											sería para la sociedad.
									","
											Heyecan verici olan tek nokta bu değil.
											Kendisi içinde heyecan verici bir şey.
											Ancak denklemin masraf
kısımını tekrar ele alırsanız
											görüyorsunuz ki
											kaliteye odaklananlar
											birincil hedefleri olmasa da
											masrafı da en aza indiriyorlar
											Kalça ameliyatı hikayesine
dönecek olursanız,
											birkaç yıl önce yapılan
Amerika ile İsveç'i karşılaştıran
											bir araştırma yapıldı.
											İlk ameliyattan yedi yıl
sonra kaç hastanın
											yeni bir ameliyata
ihtiyacı olduğuna baktılar.
											Amerika'daki sonuç İsveç'tekinin
											tam 3 kat fazlasıydı.
											Bu da o yedi yıllık süreçte
											ameliyat olan hastalar için
											birçok gereksiz ameliyat
											ve gereksiz acı anlamına geliyor.
											Toplum için ne kadar büyük bir kazanım
											olabileceğini bir düşünün.
									","
											Now, that's not the only exciting part.
											That's exciting in itself.
											But if you bring back the cost side of the equation,
											and look at that,
											it turns out, those who have focused on quality,
											they actually also have the lowest costs,
											although that's not been the purpose
in the first place.
											So if you look at the hip surgery story again,
											there was a study done a couple years ago
											where they compared the U.S. and Sweden.
											They looked at how many patients have needed
											to be re-operated on seven years after the first surgery.
											In the United States, the number was three times
											higher than in Sweden.
											So many unnecessary surgeries,
											and so much unnecessary suffering
											for all the patients who were operated on
											in that seven year period.
											Now, you can imagine how much savings
											there would be for society.
									","
											Ce n'est pas le seul aspect enthousiasmant.
											C'est excitant en soi.
											Mais si vous intégrez la variable budgétaire
dans l'équation,
											et regardez,
											il s'avère que ceux
qui ont mis l'accent sur la qualité,
											ont en fait aussi les coûts les plus bas,
											bien que ça n'ait pas été
leur objectif en premier lieu.
											Si vous examinez de nouveau
l'histoire de la chirurgie de la hanche,
											il y a eu une étude réalisée 
il y a quelques années,
											où ils ont comparé
les États-Unis et la Suède.
											Ils ont regardé combien de patients
ont eu besoin
											d'être ré-opéré sept ans après
la première intervention.
											Aux États-Unis,
le nombre était trois fois plus élevé
											qu'en Suède.
											Tant d'opérations inutiles,
											et tant de souffrances inutiles,
											pour tous les patients qui ont été opérés
											pendant ces sept ans.
											Vous pouvez imaginer
combien d'économies
											cela représenterait pour la société.
									",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
","
","
","
",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
											Hicimos un estudio donde 
analizamos datos de la OCDE.
											La OCDE da, cada tanto,
											una mirada a 
la calidad en salud
											donde pueden encontrar datos 
a través de los países miembros.
											Los EE. UU. tiene, 
para muchas enfermedades,
											realmente una calidad que 
está por debajo de la media
											en la OCDE.
											Ahora, si el sistema de 
salud estadounidense
											se centrara más 
en medir la calidad,
											y elevar la calidad solo hasta 
el nivel promedio de la OCDE,
											ahorraría el pueblo estadounidense
											500 mil millones 
de dólares al año.
											Es un 20 % del presupuesto,
											del presupuesto 
de salud del país.
									","
											OECD verilerine bakarak
bir araştırma yaptık.
											OECD, ara sıra
											hizmet kalitesine bakıyor
											ve üye ülkelerin verilerine ulaşıyor.
											Amerika, doğrusunu söylemek gerekirse,
											birçok hastalıkta OECD
ortalamasının altında
											bir kaliteye sahip.
											Eğer Amerikan sağlık hizmeti sektörü
											kalite ölçümüne odaklanıp
											kaliteyi hiç değilse OECD
ortalamasına çıkarırsa
											Amerikan halkına
											yılda 500 milyar dolar kazandıracak.
											Bu da, ülkenin sağlık hizmeti sektörü
											bütçesinin %20'si demek.
									","
											We did a study where we looked at OECD data.
											OECD does, every so often,
											look at quality of care
											where they can find the data
across the member countries.
											The United States has, for many diseases,
											actually a quality which is below the average
											in OECD.
											Now, if the American healthcare system
											would focus a lot more on measuring quality,
											and raise quality just to the level of average OECD,
											it would save the American people
											500 billion U.S. dollars a year.
											That's 20 percent of the budget,
											of the healthcare budget of the country.
									","
											Nous avons fait une étude
où nous avons examiné les données de l'OCDE.
											L'OCDE , très souvent,
											évalue la qualité des soins
											là où ils peuvent trouver les données
pour tous les pays membres.
											Les États-Unis ont,
pour de nombreuses maladies,
											une qualité qui est en fait
inférieure à la moyenne
											de l'OCDE.
											Mais si le système de santé américain
											mettait beaucoup plus l'accent
sur la mesure de la qualité,
											et en remontait le niveau
à la moyenne de l'OCDE,
											cela permettrait aux Américains d'économiser
											500 milliards de dollars par an.
											C'est 20 %
											du budget de santé du pays.
									",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
","
","
","
",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
											Ahora, pueden decir 
que estos números
											son fantásticos y 
es muy lógico,
											pero, ¿son posibles?
											Esto sería un cambio de 
paradigma en la atención médica,
											y yo diría que no solo 
se puede hacer,
											sino que se tiene que hacer.
											Los agentes del cambio son 
los médicos y las enfermeras
											del sistema sanitario.
									","
											Şimdi diyebilirsiniz ki,
bu sayılar inanılmaz
											ve hepsi de mantıklı duruyor
											ama bu mümkün mü?
											Bu, sağlık hizmeti sektöründe
ciddi bir değişiklik anlamına geliyor.
											Benim savım sadece mümkün olduğu değil
											bu değişikliğin yapılması gerektiği.
											Sağlık sektöründe değişimin anahtarları
											doktorlar ve hemşirelerdir.
									","
											Now you may say that these numbers
											are fantastic, and it's all logical,
											but is it possible?
											This would be a paradigm shift in healthcare,
											and I would argue that not only can it be done,
											but it has to be done.
											The agents of change are the doctors and nurses
											in the healthcare system.
									","
											Vous me direz que ces chiffres
											sont fantastiques,
que c'est tout à fait logique,
											mais est-ce possible ?
											Ce serait un changement de paradigme
pour les soins de santé,
											et je dirais que non seulement 
c'est possible,
											mais que cela doit être fait.
											Les agents du changement
sont les médecins et les infirmières
											dans le système de santé.
									",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
","
","
","
",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
											En mi práctica como consultor,
											probablemente conozco un 
centenar o más de un centenar
											de médicos, enfermeras 
y otro personal
											sanitario cada año.
											Lo único que tienen 
en común es
											que realmente se 
preocupan por el logro
											en términos de calidad 
para sus pacientes.
											Los médicos son, como la 
mayoría de Uds. en la audiencia,
											muy competitivos.
											Siempre fueron 
los mejores de su clase.
											Siempre hemos sido 
los mejores de la clase.
											Y si alguien les puede 
mostrar que el resultado de
											lo que hacen 
con sus pacientes
											no es mejor que lo 
que hacen los demás,
											harán lo que sea 
necesario para mejorar.
											Pero la mayoría 
de ellos no lo sabe.
											Pero los médicos tienen 
otra característica.
											En realidad ellos prosperan con 
el reconocimiento entre pares.
											Si un cardiólogo llama 
a otro cardiólogo
											en un hospital competidor
											y debaten sobre 
por qué ese otro hospital
											tiene mucho mejores 
resultados, compartirán.
											Compartirán la información 
sobre cómo mejorar.
											Así es, midiendo y 
creando transparencia,
											tienen un ciclo de 
mejora continua,
											que es lo que muestra 
esta diapositiva.
									","
											Danışman olarak çalışma hayatımda,
											her yıl en az yüz doktor,
											hemşire veya diğer sağlıkçılarla
											buluşuyorum.
											Hepsinin ortak noktası,
											hastalarının için kalite
açısından başarılarını
											gerçekten önemsiyorlar.
											Hekimler, siz seyircilerin
arasından çoğunuz gibi,
											çok rekabetçiler.
											Hepsi sınıfın en iyilerindendiler.
											Hepimiz sınıfın en iyilerindendik.
											Eğer biri onlara hastaları için
											ulaştıkları sonuçların
											diğerlerinden daha
iyi olmadığını gösterirse
											gelişmek için her şeyi yaparlar.
											Ama çoğu bunu bilmiyor bile.
											Ama hekimlerin başka
bir özelliği daha var.
											En küçük bir takdirden gelişebiliyorlar.
											Bir kardiyolog rekabet
ettikleri hastaneden
											başka bir kardiyoloğu arayıp
											diğer hastanenin niye daha iyi sonuçları
											olduğunu sorarsa, paylaşım yaparlar.
											Nasıl gelişeceklerine
dair bilgiyi paylaşırlar.
											Yani, şeffaflığı ölçüp yaratarak
											daimi bir gelişim döngüsü
elde ediyorsunuz.
											Bu slayt da bunu gösteriyor.
									","
											In my practice as a consultant,
											I meet probably a hundred or more than a hundred
											doctors and nurses and other hospital
											or healthcare staff every year.
											The one thing they have in common is
											they really care about what they achieve
											in terms of quality for their patients.
											Physicians are, like most of you in the audience,
											very competitive.
											They were always best in class.
											We were always best in class.
											And if somebody can show them that the result
											they perform for their patients
											is no better than what others do,
											they will do whatever it takes to improve.
											But most of them don't know.
											But physicians have another characteristic.
											They actually thrive from peer recognition.
											If a cardiologist calls another cardiologist
											in a competing hospital
											and discusses why that other hospital
											has so much better results, they will share.
											They will share the information on how to improve.
											So it is, by measuring and creating transparency,
											you get a cycle of continuous improvement,
											which is what this slide shows.
									","
											Dans ma pratique comme consultant,
											je rencontre probablement 
plus d'une centaine de médecins,
											d' infirmières ou d'autres membres
											du personnel soignant 
ou de l'encadrement chaque année.
											La seule chose qu'ils ont en commun
											est qu' ils se soucient vraiment 
de ce qu'ils accomplissent
											en termes de qualité pour leurs patients.
											Les médecins sont, 
comme la plupart d'entre vous dans le public,
											très compétitifs.
											Ils ont toujours été les meilleurs à l'école.
											Nous avons toujours été les meilleurs à l'école.
											Et si quelqu'un peut leur montrer
que les résultats
											qu'ils obtiennent pour leurs patients
											ne sont pas meilleurs
que ceux des autres,
											ils feront tout ce qu'il faudra
pour les améliorer.
											Mais la plupart d'entre eux
n'en savent rien.
											Mais les médecins
ont une autre caractéristique.
											Ils ont vraiment besoin
de la reconnaissance de leurs pairs.
											Si un cardiologue
appelle un autre cardiologue
											dans un hôpital concurrent
											pour savoir pourquoi cet autre hôpital
											a de tellement meilleurs résultats,
ils échangeront quelque chose.
											Ils partageront l'information 
sur la façon d'améliorer les choses.
											C'est donc en mesurant 
et en instaurant la transparence,
											qu'on obtient un cycle continu d'amélioration,
											comme le montre cette diapo.
									",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
","
","
","
",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
											Ahora, Uds. pueden decir 
que esto es una buena idea,
											pero no es sólo una idea.
											Esto está sucediendo 
en realidad.
											Estamos creando 
una comunidad global,
											y una gran comunidad global,
											donde podremos 
medir y comparar
											lo que logramos.
											Junto con dos 
instituciones académicas,
											Michael Porter de 
Harvard Business School,
											y el Instituto 
Karolinska en Suecia,
											BCG ha formado algo 
que llamamos ICHOM.
											Pueden pensar 
que es un estornudo,
											pero no lo es, 
es un acrónimo.
											Es el Consorcio Internacional
											para la Medición de 
los Resultados en Salud.
											Nos estamos reuniendo 
médicos líderes
											y los pacientes para discutir, 
enfermedad por enfermedad
											qué es realmente la calidad,
											qué debemos medir,
											y convertirlos en 
estándares globales.
											Ellos han trabajado... 
cuatro grupos de trabajo
											durante el año pasado:
											cataratas, dolor de espalda,
											enfermedad coronaria, que es, 
por ejemplo, ataque al corazón,
											y cáncer de próstata.
											Los cuatro grupos 
publicarán sus datos
											en noviembre de este año.
											Es la primera vez que 
se van a estar comparando
											manzanas con manzanas, 
no solo dentro de un país,
											sino entre los países.
											Para el año que viene, estamos 
planeando hacer 8 enfermedades,
											al año siguiente, 16.
											En el plazo de tres años, 
planeamos haber cubierto
											el 40 % de la carga 
de enfermedad.
											Comparar manzanas con 
manzanas. ¿Quién es mejor?
											¿Por qué es eso?
									","
											Bunun hoş bir fikir olduğunu, ancak sadece
											bir fikir olduğunu söyleyebilirsiniz.
											Bu, gerçekte oluyor.
											Ulaştıklarımızı ölçüp
karşılaştırabileceğimiz,
											küresel bir topluluk oluşturuyoruz,
											Bunu yapabileceğimiz
											geniş bir topluluk.
											İki akademik kuruluşla beraber,
											Harvard Business School'dan Michael Porter
											ve İsveç'ten Karolinska Kuruluşu ile,
											BCG, ICHOM dediğimiz bir şey oluşturdu.
											Hapşırık sesine benziyor
											Ama hapşırık değil, bu bir kısaltma:
											International Consortium for
Health Outcome Measurement.
											(Uluslararası Sağlık Sonuçlarını
Ölçme Topluluğu)
											Hasta ve hekimleri bir araya getiriyoruz
											her hastalık için tek tek
											neyin kalite olduğunu,
											neyi ölçmemiz gerektiğini tartışsınlar
											ve bu standartları küreselleştirelim diye.
											Geçen yıl boyunca tam dört çalışma
											grubu çalıştı:
											Katarakt, sırt ağrısı,
											koroner arter hastalığı, örneğin kalp krizi,
											ve prostat kanseri.
											Bu dört grup kasımda
											bulgularını yayınlayacaklar.
											Bu, ülke çapında değil ülkeler arası
											elmaların elmalarla karşılaştırıldığı
											ilk çalışma.
											Gelecek yıl, sekiz hastalığı
tartışmayı planlıyoruz.
											sonra, on altı.
											Üç yıl içinde, bilinen hastalıkların yüzde
											40'ını tamamlamayı düşünüyoruz.
											Elmayı elmayla kıyaslamak. Kim daha iyi?
											Neden?
									","
											Now, you may say this is a nice idea,
											but this isn't only an idea.
											This is happening in reality.
											We're creating a global community,
											and a large global community,
											where we'll be able to measure and compare
											what we achieve.
											Together with two academic institutions,
											Michael Porter at Harvard Business School,
											and the Karolinska Institute in Sweden,
											BCG has formed something we call ICHOM.
											You may think that's a sneeze,
											but it's not a sneeze, it's an acronym.
											It stands for the International Consortium
											for Health Outcome Measurement.
											We're bringing together leading physicians
											and patients to discuss, disease by disease,
											what is really quality,
											what should we measure,
											and to make those standards global.
											They've worked — four working groups have worked
											during the past year:
											cataracts, back pain,
											coronary artery disease, which is,
for instance, heart attack,
											and prostate cancer.
											The four groups will publish their data
											in November of this year.
											That's the first time we'll be comparing
											apples to apples, not only within a country,
											but between countries.
											Next year, we're planning to do eight diseases,
											the year after, 16.
											In three years' time, we plan to have covered
											40 percent of the disease burden.
											Compare apples to apples. Who's better?
											Why is that?
									","
											Vous pourriez me dire 
que c'est une bonne idée,
											mais que ce n'est qu'une idée.
											Mais ça existe déjà.
											Nous créons une communauté mondiale,
											une grande communauté mondiale,
											où nous pourrons
mesurer et de comparer
											ce que nous réalisons.
											En association
avec deux établissements universitaires,
											Michael Porter à Harvard Business School,
											et l'Institut Karolinska en Suède,
											BCG a formé quelque chose 
que nous appelons ICHOM.
											Vous pouvez penser
que c'est un éternuement,
											mais ce n'est pas un éternuement, 
c'est un acronyme.
											C'est l'acronyme du Consortium International
											pour la Mesure des Résultats Santé.
											Nous avons regroupé 
des médecins de premier plan
											et des patients
pour débattre, maladie par maladie,
											de ce qu'est vraiment la qualité,
											de ce que nous devrions mesurer,
											et de comment rendre
ces normes mondiales.
											Ils ont travaillé ;
quatre groupes de travail ont planché
											au cours de l'année écoulée :
											cataractes, mal de dos,
											maladies coronariennes,
qui sont, par exemple, les crises cardiaques,
											et le cancer de la prostate.
											Les quatre groupes vont publier leurs données
											en novembre de cette année.
											Pour la première fois,
nous allons comparer
											des pommes avec des pommes, 
non seulement au sein d'un même pays,
											mais d'un pays à l'autre.
											L'année prochaine, 
nous prévoyons de traiter huit maladies,
											l'année suivante, 16.
											Dans ans trois,
nous prévoyons d'avoir couvert
											40 pour cent du fardeau des maladies.
											Comparer des pommes avec des pommes. 
Quoi de mieux ?
											Pourquoi cela ?
									",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
"
","
","
","
",What doctors can learn from each other,Stefan Larsson,12:56,"health,health care,medical research,public health"
