en,es,fr,pt,title,speaker,duration,tags
"
											So we conducted a study
											where we recruited liberals to a study
											where they were supposed
to write a persuasive essay
											that would be compelling to a conservative
in support of same-sex marriage.
											And what we found was that liberals
tended to make arguments
											in terms of the liberal moral values
of equality and fairness.
											So they said things like,
											""Everyone should have the right
to love whoever they choose,""
											and, ""They"" — they being gay Americans —
											""deserve the same equal rights
as other Americans.""
											Overall, we found
that 69 percent of liberals
											invoked one of the more liberal
moral values in constructing their essay,
											and only nine percent invoked
one of the more conservative moral values,
											even though they were supposed
to be trying to persuade conservatives.
											And when we studied conservatives
and had them make persuasive arguments
											in support of making English
the official language of the US,
											a classically conservative
political position,
											we found that they weren't
much better at this.
											59 percent of them made arguments
											in terms of one of the more
conservative moral values,
											and just eight percent
invoked a liberal moral value,
											even though they were supposed
to be targeting liberals for persuasion.
									","
											Así que realizamos un estudio
											donde buscamos liberales
para un estudio
											en el que tenían que escribir
un ensayo persuasivo
											y convincente para un conservador
en apoyo al matrimonio homosexual.
											Nos dimos cuenta de que los liberales
tendían a argumentar
											en términos de valores morales liberales
de igualdad y de justicia.
											Decían cosas como
											""Todo el mundo debería tener el derecho
de amar a quien elija"",
											y ""Ellos"" - ""ellos"" los
estadounidenses gays —
											""merecen los mismos derechos
que el resto de la población"".
											En suma, descubrimos
que el 69 % de los liberales
											recurrió a uno de los valores morales
más liberales al escribir su ensayo,
											y que solo el 9 % recurrió
a uno de los más conservadores,
											incluso cuando se supone que tenían
que convencer a los conservadores.
											Cuando estudiamos a los conservadores
al escribir argumentos convincentes
											para apoyar el hacer del inglés
la lengua oficial de EE.UU.,
											una posición política
clásica conservadora,
											descubrimos que no lo hicieron
mejor que los liberales.
											El 59 % argumentó
											en términos de valores
morales conservadores
											y solo un 8 % recurrió
un valor moral liberal,
											incluso aunque se supone que estaban
dirigiéndose a los liberales.
									","
											Nous avons donc mené une étude,
											pour laquelle nous avons
recruté des libéraux
											qui devaient écrire 
une dissertation persuasive
											en faveur du mariage gay et qui pourrait
convaincre un conservateur.
											Nous avons découvert que les libéraux
utilisaient des arguments
											basés sur des valeurs libérales,
comme l'égalité et la justice.
											Ils disaient des choses comme :
											« Tout le monde devrait avoir le droit 
d'aimer la personne de leur choix... »
											et « ils » - les homosexuels américains -
											« méritent les mêmes droits
que tous les autres Américains. »
											Dans l'ensemble, nous avons constaté
que 69% des libéraux
											ont invoqué une ou plusieurs des valeurs
morales libérales dans leur essai,
											alors que seulement 9% ont fait appel
à des valeurs morales plus conservatrices
											et ce, même s'ils avaient pour but
de convaincre des conservateurs.
											Puis nous avons demandé
à des conservateurs
											d'écrire un essai persuasif
											pour l'adoption de l'anglais
comme langue officielle des États-Unis,
											une position politique
traditionnellement conservatrice,
											ils n'ont guère fait mieux.
											59% d'entre eux ont usé d'arguments
											s'appuyant sur des valeurs
morales conservatrices,
											et seuls 8% ont fait appel
à une valeur morale libérale,
											même si leur tâche était de convaincre
spécifiquement des libéraux.
									","
											Portanto, realizámos um estudo
											em que convidámos liberais para um estudo
											em que escreveriam
uma dissertação persuasiva
											que fosse convincente para um conservador
em apoio do casamento homossexual.
											Descobrimos que os liberais
tendem a fazer argumentos
											em termos dos valores morais liberais
de igualdade e justiça.
											Portanto, afirmavam coisas como:
											""Todos devem ter o direito
de amar quem queiram amar,""
											e ""Eles"" — sendo 'eles' os 
americanos homossexuais —
											""merecem os mesmos direitos
que os outros americanos.""
											No total, descobrimos
que 69% dos liberais
											utilizaram um valor moral mais liberal
na redação da sua dissertação,
											e só 9% utilizaram um dos valores
morais mais conservadores,
											apesar de o seu objetivo ter sido
tentar persuadir os conservadores.
											Quando estudámos os conservadores e os
mandamos escrever argumentos convincentes
											em apoio de tornar o inglês 
a língua oficial dos EUA,
											uma posição política
tradicionalmente conservadora,
											descobrimos que eles
não eram muito melhores.
											59% fizeram argumentos
											em torno de um dos valores morais
mais conservadores,
											e só 8% invocaram um valor moral liberal,
											apesar de ser suposto
persuadirem os liberais.
									",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
","
","
","
",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
											Now, you can see right away
why we're in trouble here. Right?
											People's moral values,
they're their most deeply held beliefs.
											People are willing
to fight and die for their values.
											Why are they going to give that up
just to agree with you
											on something that they don't particularly
want to agree with you on anyway?
											If that persuasive appeal that
you're making to your Republican uncle
											means that he doesn't
just have to change his view,
											he's got to change
his underlying values, too,
											that's not going to go very far.
									","
											Ven dónde está el problema, ¿no?
											Los valores morales de la gente
son sus más profundas creencias.
											La gente está dispuesta a luchar
y a morir por sus valores.
											¿Por qué renunciar a ellos
solo por coincidir con usted
											en algo sobre lo que de todas formas
no quiero estar de acuerdo?
											Si ese convincente argumento
que le hacen a su tío republicano
											significa que no solo tiene
que cambiar su punto de vista,
											tiene que cambiar
sus valores subyacentes, también.
											no van a llegar muy lejos.
									","
											Maintenant vous pouvez voir
pourquoi on est dans le pétrin.
											Les valeurs morales des gens
sont leurs croyances les plus profondes.
											Les gens sont prêts à se battre
et à mourir pour ces valeurs.
											Qui sacrifierait cela simplement
pour s'entendre avec vous
											sur un sujet sur lequel ils ne souhaitent
pas vraiment se mettre d'accord ?
											Si en tentant de convaincre
votre oncle républicain,
											vous cherchez non seulement
à le faire changer d'avis
											mais à lui faire renier
ses valeurs profondes,
											vous n'accomplirez rien.
									","
											Assim, é fácil perceber porque
é que estamos em apuros.
											Os valores morais das pessoas
são as suas crenças mais profundas.
											As pessoas estão dispostas
a lutar e a morrer pelos seus valores.
											Porque é que abdicariam disso
só para concordarem com alguém
											em algo que eles nem sequer
desejam concordar?
											Se aquele apelo persuasivo 
que fazem ao vosso tio republicano
											significa que ele não só
tem que mudar a sua visão,
											mas também tem de mudar
os seu valores subjacentes,
											isso não vai muito longe.
									",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
","
","
","
",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
											So what would work better?
											Well, we believe it's a technique
that we call moral reframing,
											and we've studied it
in a series of experiments.
											In one of these experiments,
											we recruited liberals
and conservatives to a study
											where they read one of three essays
											before having their environmental
attitudes surveyed.
											And the first of these essays
											was a relatively conventional
pro-environmental essay
											that invoked the liberal values
of care and protection from harm.
											It said things like,
""In many important ways
											we are causing real harm
to the places we live in,""
											and, ""It is essential
that we take steps now
											to prevent further destruction
from being done to our Earth.""
											Another group of participants
											were assigned to read
a really different essay
											that was designed to tap into
the conservative value of moral purity.
											It was a pro-environmental essay as well,
											and it said things like,
											""Keeping our forests, drinking water,
and skies pure is of vital importance.""
											""We should regard the pollution
											of the places we live in
to be disgusting.""
											And, ""Reducing pollution
can help us preserve
											what is pure and beautiful
about the places we live.""
											And then we had a third group
											that were assigned
to read just a nonpolitical essay.
											It was just a comparison group
so we could get a baseline.
									","
											¿Qué funcionaría mejor?
											Creemos que una técnica que
se llama reformulación moral
											y que hemos estudiado
en una serie de experimentos.
											En uno de estos experimentos
											buscamos a liberales y conservadores
para un estudio
											en el que leen tres ensayos
											antes de responder a una encuesta
sobre su postura medioambiental.
											El primero de los ensayos
											era un ensayo proambiental
relativamente convencional
											que recurría a los valores liberales
de cuidado y protección ante el daño.
											Decía cosas como
""estamos causando daños reales
											muy graves de muchas maneras
a los lugares en los que vivimos""
											y ""es imprescindible
que empecemos a actuar
											para prevenir una mayor destrucción
del planeta Tierra"".
											A otro grupo de participantes
											se les asignó un ensayo muy diferente
											diseñado para apelar al valor
conservador de pureza moral.
											También era un ensayo proambiental
											y decía cosas como
											""proteger nuestros bosques, agua
y cielos puros es de vital importancia"".
											""Deberíamos considerar la contaminación
											de los lugares en los que vivimos
algo repugnante"".
											Y ""reducir la contaminación
puede ayudarnos a preservar
											lo pureza y la belleza de los
lugares en los que vivimos"".
											Al tercer grupo
											se le asignó un ensayo no político.
											Era simplemente un grupo de
comparación para tener una referencia.
									","
											Que doit-on faire, alors ?
											Nous croyons que c'est une technique 
que nous appelons le recadrage moral
											et que nous avons étudiée 
dans une série d'expériences.
											Dans l'une de ces expériences,
											nous avons recruté des libéraux
et des conservateurs
											et leur avons fait lire un de trois essais
											avant de sonder leurs opinions
en matière d'environnement.
											Le premier essai
											était un essai pro-environnement 
assez conventionnel
											qui faisait appel aux valeurs libérales 
de soin et de protection contre le mal.
											On y disait des choses comme :
« De plusieurs manières,
											nous nuisons aux endroits
dans lesquels nous vivons, »
											puis, « il est essentiel que 
nous prenions des mesures
											pour prévenir l'aggravation
de la destruction
											que subit notre planète. »
											Un autre groupe de participants
											devait lire un essai très différent,
											qui était conçu pour exploiter
la valeur conservatrice de pureté morale.
											C'était aussi un essai 
pro-environnement,
											mais il incluait des trucs comme :
											« Préserver la pureté de nos forêts,
de notre eau et de notre ciel est vital. »
											« Nous devons considérer la pollution
											de nos lieux de vie comme une disgrâce. »
											puis, « réduire la pollution 
peut nous aider
											à préserver ce qui est pur et beau
dans les endroits où nous vivons. »
											Et le troisième groupe
											devait lire un essai non politique.
											Il s'agissait d'un groupe nous permettant
d'établir une base de comparaison.
									","
											Então, o que funcionaria melhor?
											Bem, acreditamos que é uma técnica
a que chamamos ""reformulação moral"",
											e estudamos isso
numa série de experiências.
											Numa dessas experiências,
											recrutámos liberais e conservadores
para um estudo
											em que eles leram
uma de três redações
											antes de serem avaliadas
as suas atitudes ambientais.
											A primeira dessas redações
											era um ensaio pró-ambiental
relativamente convencional
											que invocava valores liberais
de cuidado e proteção contra danos.
											Dizia coisas como:
""De muitas maneiras importantes,
											""provocamos reais danos
nos lugares em que vivemos,""
											e ""É essencial que
tomemos atitudes agora
											""para evitar mais destruição
na nossa terra.""
											Outro grupo de participantes
											foi escolhido para ler
um ensaio bem diferente
											concebido para seguir o valor
de pureza moral dos conservadores.
											Também era uma redação 
pró-ambiental,
											e dizia coisas como:
											""É importante manter a pureza
das nossas florestas, da água e do céu"".
											""Devíamos considerar nojenta
a poluição dos lugares em que vivemos.""
											""A redução da poluição
pode ajudar-nos a preservar
											""o que é puro e bonito
nos lugares em que vivemos.""
											Tínhamos um terceiro grupo
											escolhido para ler
um ensaio não político.
											Era um grupo de comparação
para podermos ter uma base.
									",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
","
","
","
",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
											And what we found when we surveyed people
											about their environmental
attitudes afterwards,
											we found that liberals,
it didn't matter what essay they read.
											They tended to have highly
pro-environmental attitudes regardless.
											Liberals are on board
for environmental protection.
											Conservatives, however,
											were significantly more supportive
of progressive environmental policies
											and environmental protection
											if they had read the moral purity essay
											than if they read
one of the other two essays.
											We even found that conservatives
who read the moral purity essay
											were significantly more likely to say
that they believed in global warming
											and were concerned about global warming,
											even though this essay
didn't even mention global warming.
											That's just a related environmental issue.
											But that's how robust
this moral reframing effect was.
									","
											Descubrimos que
cuando encuestamos a la gente
											sobre sus posturas medioambientales,
											descubrimos que no importaba qué ensayo
hubiesen leído los liberales.
											En cualquier caso tendían
a tener posturas proambientales.
											Los liberales apoyan
la protección del medioambiente.
											Los conservadores, por el contrario,
											apoyaban mucho más las políticas
medioambientales progresistas
											y la protección medioambiental
											si habían leído el ensayo
de la pureza moral
											que si habían leído
los otros dos ensayos.
											Incluso descubrimos que los conservadores
que leyeron el ensayo de la pureza moral
											tenían mucha más tendencia a decir
que creían en el calentamiento global
											y que les preocupaba
											incluso cuando el ensayo ni siquiera
mencionaba el calentamiento global.
											Es simplemente un problema
medioambiental relacionado.
											Pero así de fuerte era el efecto
de la reformulación moral.
									","
											Ce que nous avons découvert
en sondant les gens
											sur leurs opinions 
environnementales après coup,
											est que que le choix de l'essai
n'importe pas aux libéraux,
											car ils avaient déjà de fortes 
opinions pro-environnement,
											étant déjà persuadés
qu'il faut protéger la Terre.
											Les conservateurs, par contre,
											ont beaucoup mieux réagi
aux politiques progressives
											en matière de protection environnementale
											après avoir lu l'essai parlant de pureté
											plutôt que l'un des deux autres essais.
											On a même constaté que les conservateurs
ayant lu l'essai de la pureté
											étaient plus enclins à dire
											qu'ils croyaient
au réchauffement climatique
											et que ça les inquiétait,
											même si l'essai de la pureté 
n'en faisait pas mention.
											Il s'agit simplement d'un enjeu
relié à l'environnement.
											Mais ça démontre l'effet robuste 
qu'a eu le recadrement moral.
									","
											Depois, quando avaliámos as pessoas
											sobre as suas atitudes ambientais,
											descobrimos que os liberais,
independentemente da redação que liam,
											tendiam a ter atitudes
altamente pró-ambientais.
											Os liberais concordam 
com a proteção ambiental.
											Os conservadores, no entanto,
											apoiavam mais fortemente as políticas
a favor do ambientalismo progressista
											e da proteção ambiental
											se tivessem lido a redação
de pureza moral
											do que se tivessem lido
uma das outras duas redações.
											Até descobrimos que conservadores
que leram a redação de pureza moral
											eram mais passíveis de dizer que
acreditavam no aquecimento global
											e que se preocupavam com isso,

											apesar de essa redação nem sequer
mencionar o aquecimento global.
											É só um problema
ambiental relacionado com ele.
											Mas mostra como era robusto
esse efeito de reformulação.
									",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
","
","
","
",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
											And we've studied this on a whole slew
of different political issues.
											So if you want to move conservatives
											on issues like same-sex marriage
or national health insurance,
											it helps to tie these liberal
political issues to conservative values
											like patriotism and moral purity.
											And we studied it the other way, too.
											If you want to move liberals
to the right on conservative policy issues
											like military spending and making English
the official language of the US,
											you're going to be more persuasive
											if you tie those conservative
policy issues to liberal moral values
											like equality and fairness.
									","
											Y lo hemos estudiado en un montón
de problemas políticos.
											Si quieren llegar a los conservadores
											en cuestiones como el matrimonio
homosexual o el seguro de salud nacional
											es útil relacionar estas cuestiones
liberales con valores conservadores
											como el patriotismo y la pureza moral.
											También lo hemos estudiado al revés.
											Si quieren el apoyo de los liberales
en cuestiones políticas conservadores
											como el gasto militar y hacer del inglés
la lengua oficial de EE.UU.,
											serán más convincentes
											si relacionan esas cuestiones
conservadoras a valores liberales
											como la igualdad y la justicia.
									","
											Nous avons continué d'étudier cela
avec de nombreuses questions politiques.
											Ainsi, si vous voulez 
faire plier des conservateurs,
											sur des questions comme le mariage gay
ou l'assurance-maladie,
											il s'agit de lier ces enjeux libéraux
à des valeurs plus conservatrices,
											comme le patriotisme et la pureté morale.
											On a aussi étudié cela 
dans le sens inverse.
											Pour faire pencher les libéraux à droite
sur des politiques conservatrices,
											comme le budget alloué à l'armée 
ou l'anglais comme langue officielle,
											vous serez plus persuasif
											si vous liez ces questions conservatrices
à des valeurs morales libérales
											comme l'égalité et la justice.
									","
											Estudamos isso numa grande
variedade de questões políticas.
											Então, se querem mudar os conservadores
											em questões como o casamento
homossexual ou o seguro de saúde,
											ajuda reunir essas questões liberais
com valores conservadores,
											como o patriotismo e a pureza moral.
											Também estudámos isso
de outra forma.
											Se querem mover os liberais para
a direita, em políticas conservadoras,
											como gastos militares e tornar
o inglês a língua oficial nos EUA,
											serão mais convincentes
											se ligarem essas questões políticas
conservadoras a valores liberais
											como a igualdade e a justiça.
									",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
","
","
","
",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
											All these studies
have the same clear message:
											if you want to persuade
someone on some policy,
											it's helpful to connect that policy
to their underlying moral values.
											And when you say it like that
											it seems really obvious. Right?
											Like, why did we come here tonight?
											Why —
									","
											Todos estos estudios
tienen un mensaje claro:
											si quieren persuadir a alguien
de alguna política
											es útil conectar esa política con
sus valores morales subyacentes.
											Dicho así parece muy obvio, ¿no?
											Como ¿por qué hemos venido
aquí esta noche?
											¿Por qué...
									","
											Toutes ces recherches 
nous démontrent la même chose :
											si vous voulez convaincre quelqu'un
à propos d'une politique,
											il est utile de lier cette politique
aux valeurs morales profondes de celui-ci.
											Présenté de cette manière,
											ça semble si évident, non ?
											À quoi bon venir ici ce soir ?
											Pourquoi —
									","
											Todos os estudos têm a mesma mensagem.
											Se querem convencer
alguém nalguma política,
											é útil ligar esta política
aos seus valores morais básicos.
											Quando a expõem dessa forma,
parece óbvio.
											Porque é que viemos aqui esta noite?
									",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
","
","
","
",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
","
","
","
",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
											It's incredibly intuitive.
											And even though it is,
it's something we really struggle to do.
											You know, it turns out that when we go
to persuade somebody on a political issue,
											we talk like we're speaking into a mirror.
											We don't persuade so much
as we rehearse our own reasons
											for why we believe
some sort of political position.
											We kept saying when we were designing
these reframed moral arguments,
											""Empathy and respect,
empathy and respect.""
											If you can tap into that,
											you can connect
											and you might be able to persuade
somebody in this country.
									","
											Es increíblemente intuitivo.
											Pues aunque lo es, es algo 
que cuesta mucho hacer.
											Parece ser que cuando vamos a persuadir
a alguien de una cuestión política
											hablamos como si lo hiciéramos
frente a un espejo.
											No persuadimos tanto sino que
explicamos nuestras razones
											sobre por qué creemos
un tipo de posición política.
											No paramos de repetir, al diseñar
estos argumentos reformulados moralmente
											""empatía y respeto, empatía y respeto"".
											Si pueden apelar a eso,
											pueden conectar
											y pueden ser capaces de persuadir
a alguien en el país.
									","
											C'est incroyablement intuitif.
											Et malgré cela, ça demeure
quelque chose de très difficile à faire.
											Vous savez, lorsque nous tentons
de convaincre quelqu'un sur un enjeu,
											nous avons tendance à leur parler
comme à un miroir.
											En fait, plutôt que de persuader,
nous répétons nos propres arguments,
											nos propres raisons d'adhérer 
à notre position.
											En retravaillant ces arguments moraux
« recadrés »; nous répétons sans cesse :
											« Empathie et respect, 
empathie et respect. »
											Si on peut y adhérer,
											on peut établir une connexion
											et peut-être espérer
convaincre quelqu'un dans ce pays.
									","
											É incrivelmente intuitivo.
											E ainda assim, é algo que
realmente lutamos para fazer.
											Quando tentamos convencer alguém
sobre alguma questão política,
											falamos como se estivéssemos
a conversar com um espelho.
											Não persuadimos tanto
como quando ensaiamos os argumentos
											para o porquê de acreditarmos
nalguma atitude política.
											Continuamos a dizer, quando projetamos,
estes argumentos morais reformulados:
											""Empatia e respeito,
empatia e respeito.""
											Se conseguem fazer isso,
											conseguem interligar-se
											e talvez possam persuadir
alguém neste país.
									",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
","
","
","
",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
											So thinking again
											about what movie we're in,
											maybe I got carried away before.
											Maybe it's not a zombie apocalypse movie.
											Maybe instead it's a buddy cop movie.
									","
											Así que pensando, otra vez,
											sobre en qué película estamos,
											quizá antes me haya dejado llevar.
											Puede que no estemos
en un apocalipsis zombi.
											Puede que estemos en una peli
de dos compañeros policía.
									","
											Ainsi, en repensant
											au film dans lequel nous jouons,
											je me suis peut-être laissé emporter,
											peut-être que ce n'est pas
un film de zombies,
											mais plutôt un film de flics.
									","
											Então, pensem de novo
em que filme estamos,
											talvez me tenha enganado antes.
											Talvez não seja um filme
de apocalipse zombie.
											Talvez, em vez disso, seja um
filme de ""polícias camaradas"".
									",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
","
","
","
",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
","
","
","
",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
											Just roll with it, just go with it please.
									","
											Tan solo déjense llevar, por favor.
									","
											Jouez le jeu, pour voir
où ça nous mène.
									","
											Apenas envolvam-se, por favor.
									",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
","
","
","
",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
","
","
","
",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
											You know the kind:
there's a white cop and a black cop,
											or maybe a messy cop and an organized cop.
											Whatever it is, they don't get along
											because of this difference.
											But in the end, when they have
to come together and they cooperate,
											the solidarity that they feel,
											it's greater because of that gulf
that they had to cross. Right?
											And remember that in these movies,
											it's usually worst in the second act
											when our leads are further apart
than ever before.
											And so maybe that's
where we are in this country,
											late in the second act
of a buddy cop movie —
									","
											Ya saben, hay un policía blanco 
y un policía negro
											o quizá un policía desastre
y otro organizado.
											Da igual, no encajan
											por esta diferencia.
											Pero al final, cuando tienen
que aunar esfuerzos y cooperar
											la solidaridad que sienten
											es mayor por ese puente que 
tuvieron que cruzar, ¿verdad?
											Y recuerden que en estas películas
											normalmente el peor
es el segundo acto
											cuando ambas direcciones
están más separadas que nunca.
											A lo mejor es ahí donde estamos
en este país;
											al final del segundo acto
en una película de policías
									","
											Vous voyez le genre :
il y a un flic noir et un blanc,
											ou alors un désorganisé et un minutieux.
											Peu importe le scénario,
ils ne s'entendent pas
											en raison de cette différence.
											Mais au bout du compte, quand ils doivent
faire équipe et collaborer,
											la solidarité qu'ils ressentent
											est plus puissante en raison
de ce fossé qu'ils ont dû franchir.
											Souvenez-vous que dans ces films,
											c'est toujours pire au deuxième acte
											quand nos deux flics
sont plus éloignés que jamais.
											Peut-être sommes-nous à cette étape,
											notre pays est au second acte
d'un film de flics —
									","
											Vocês conhecem o tipo:
há um polícia branco e um polícia negro,
											ou um polícia trapalhão
e um polícia organizado.
											O que quer que seja,
eles não se entendem
											por causa dessa diferença.
											Mas, no final, quando chega a hora
de se unirem e cooperarem,
											sentem uma solidariedade maior
											por causa do abismo
que tiveram de atravessar.
											Lembrem-se que, nestes filmes,
											o segundo ato é geralmente o pior
											quando os protagonistas estão
mais distantes do que nunca.
											Talvez seja aí
que nós estamos neste país,
											atrasados no segundo ato de um
filme de ""polícias camaradas""...
									",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
","
","
","
",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
","
","
","
",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
											torn apart but about
to come back together.
											It sounds good,
											but if we want it to happen,
											I think the responsibility
is going to start with us.
									","
											divididos pero a punto
de ponernos de acuerdo.
											Suena bien,
											pero si queremos que pase,
											creo que la responsabilidad
es nuestra.
									","
											déchiré, mais sur le point 
de se réunifier.
											Ça semble bien,
											mais si nous voulons que ça se produise,
											je crois que la responsabilité 
commence avec nous.
									","
											separados, mas prestes
a voltarmos a juntar-nos.
											Parece bom
											mas, se queremos que isso aconteça,
											acho que a responsabilidade
tem que começar connosco.
									",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
"
","
","
","
",How to have better political conversations,Robb Willer,12:01,"communication,democracy,Debate,government,humanity,identity,language,empathy,morality,personal growth,politics,social change,society,TEDx,psychology"
