en,fr,pt,title,speaker,duration,tags
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											and he landed safely in a net
on the other side.
											And my thoughts are inspired
by a quote by the architect Hassan Fathy,
											who said,
											""Architects do not design walls,
											but the spaces between them.""
											So while I do not think that architects
should be designing walls,
											I do think it's important and urgent
that they should be paying attention
											to those spaces in between.
											They should be designing for the places
and the people, the landscapes
											that the wall endangers.
									","
											et il a atterri sans encombre
dans un filet de l'autre côté.
											Mes pensées sont inspirées
											par une citation
de l'architecte Hassan Fathy :
											« Les architectes
ne conçoivent pas des murs,
											mais des espaces entre des murs. »
											Si je ne pense pas que les architectes
devraient concevoir des murs,
											je pense qu'il est important
et urgent de prêter attention
											aux espaces qui les séparent.
											Ils devraient travailler sur les lieux,
les gens et les paysages
											que le mur met en danger.
									","
											Aterrou são e salvo numa rede
do outro lado.
											Os meus pensamentos inspiraram-se
numa citação do arquiteto Hassan Fathy,
											que disse:
											""Os arquitetos não projetam muros,
											""mas os espaços entre eles"".
											Embora eu ache que os arquitetos
não devem andar a conceber muros,
											penso que é importante e urgente
que eles prestem atenção
											aos espaços entre eles.
											Devem projetar, para os locais
e para as pessoas,
											as paisagens que o muro põe em perigo.
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											Now, people are already
rising to this occasion,
											and while the purpose of the wall
is to keep people apart and away,
											it's actually bringing people together
in some really remarkable ways,
											holding social events like
binational yoga classes along the border,
											to bring people together
across the divide.
											I call this the monument pose.
									","
											Les gens se montrent
à la hauteur de la situation,
											et si l'objectif du mur est
de maintenir les gens à distance,
											il réunit les gens de façons remarquables,
											organisant des évènements mondains
tels que des cours de yoga binationaux
											pour réunir les gens par-delà ce clivage.
											J'appelle cela la pose monument.
									","
											As pessoas já estão a levantar-se
para esta ocasião
											e, embora o objetivo do muro
seja manter as pessoas afastadas e longe,
											ele agrupa as pessoas
de formas notáveis,
											realizando eventos sociais
como aulas de ioga binacionais
											ao longo da fronteira,
											para unir as pessoas
dos dois lados da divisória.
											Chamo a isto a ""pose do monumento"".
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											And have you ever heard of ""wall y ball""?
									","
											Avez-vous entendu parler
de « wall y ball » ?
									","
											Já ouviram falar do ""murobol""?
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											It's a borderland version of volleyball,
and it's been played since 1979
									","
											C'est une version frontalière
du volleyball pratiquée depuis 1979
									","
											É uma versão fronteiriça
do voleibol, joga-se desde 1979...
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											along the US-Mexico border
											to celebrate binational heritage.
											And it raises some
interesting questions, right?
											Is such a game even legal?
											Does hitting a ball back and forth
over the wall constitute illegal trade?
									","
											le long de la frontière
											pour célébrer l'héritage binational.
											Cela soulève des questions intéressantes.
											Un tel jeu est-il légal ?
											Se passer une balle par-dessus le mur
constitue-t-il du commerce illicite ?
									","
											ao longo da fronteira EUA-México
											para festejar o património binacional.
											Coloca algumas questões interessantes.
											Este jogo será legal?
											Será que bater uma bola
de um lado para o outro do muro
											constitui um comércio ilegal?
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											The beauty of volleyball
is that it transforms the wall
											into nothing more than a line in the sand
											negotiated by the minds and bodies
and spirits of players on both sides.
											And I think it's exactly
these kinds of two-sided negotiations
											that are needed to bring down
walls that divide.
									","
											La beauté du volleyball
est qu'il transforme le mur
											en rien de plus qu'une ligne dans le sable
											négociée par les esprits, les corps
et les âmes des joueurs des deux côtés.
											Je pense que c'est exactement
ce genre de négociations bilatérales
											qui sont nécessaires pour faire tomber
les murs qui divisent.
									","
											A beleza do voleibol
é que transforma o muro
											apenas numa linha na areia
											negociada pelos espíritos e corpos
dos jogadores de ambos os lados.
											Penso que é exatamente
este tipo de negociação bilateral
											que é necessário para deitar abaixo
os muros que dividem.
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											Now, throwing the ball
over the wall is one thing,
											but throwing rocks over the wall
											has caused damage
to Border Patrol vehicles
											and have injured Border Patrol agents,
											and the response from the US side
has been drastic.
											Border Patrol agents
have fired through the wall,
											killing people throwing rocks
on the Mexican side.
											And another response
by Border Patrol agents
											is to erect baseball backstops
to protect themselves and their vehicles.
											And these backstops
became a permanent feature
											in the construction of new walls.
											And I began to wonder if, like volleyball,
											maybe baseball should be
a permanent feature at the border,
											and walls could start opening up,
											allowing communities
to come across and play,
											and if they hit a home run,
											maybe a Border Patrol agent would
pick up the ball and throw it
											back over to the other side.
									","
											Lancer la balle au-dessus
du mur est une chose,
											mais jeter des pierres au-dessus du mur
											a causé des dommages
à des véhicules de patrouille frontalière
											et a blessé des agents
de patrouille frontalière
											et la réponse du côté américain
a été drastique.
											Les agents de patrouille frontalière
ont tiré à travers le mur,
											tuant du côté mexicain des gens
qui lançaient des pierres.
											Une autre réponse des agents de patrouille
											est d'ériger des filets
d'arrêt de baseball
											pour se protéger, eux et leurs véhicules.
											Ces filets d'arrêt sont devenus
une installation permanente
											lors de la construction de nouveaux murs.
											J'ai commencé à me demander
si, comme le volleyball,
											le baseball devrait devenir
une caractéristique de la frontière
											et les murs pourraient s'ouvrir,
											permettant aux communautés
de traverser et de venir jouer
											et s'ils réalisent un home run,
											un agent de patrouille pourrait
ramasser la balle et la renvoyer
											de l'autre côté de la frontière.
									","
											Atirar a bola por cima do muro
é uma coisa
											mas atirar pedras por cima do muro
											provocou danos nos veículos
da patrulha fronteiriça
											e feriu os agentes
da patrulha fronteiriça.
											A reação do lado dos EUA
foi drástica.
											Os agentes da patrulha fronteiriça
dispararam através do muro
											e mataram pessoas que atiraram pedras
do lado mexicano.
											Outra reação dos agentes
da patrulha fronteiriça
											foi erguer proteções de basebol
											para se protegerem a si
e aos seus veículos.
											Estas proteções tornaram-se
características permanentes
											na construção de novos muros.
											Eu comecei a pensar se,
tal como o voleibol,
											talvez o basebol devesse ser
uma característica permanente na fronteira
											e os muros pudessem começar a abrir-se
											permitindo que as comunidades
se juntassem e jogassem.
											e, se lançassem a bola fora,
											talvez um agente da patrulha fronteiriça
agarrasse na bola
											e a devolvesse para o outro lado.
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											A Border Patrol agent buys
a raspado, a frozen treat,
											from a vendor just a couple feet away,
											food and money is exchanged
through the wall,
											an entirely normal event
made illegal by that line drawn on a map
											and a couple millimeters of steel.
											And this scene reminded me of a saying:
											""If you have more than you need,
you should build longer tables
											and not higher walls.""
											So I created this souvenir to remember
the moment that we could share
											food and conversation across the divide.
											A swing allows one to enter
and swing over to the other side
											until gravity deports them back
to their own country.
									","
											Un agent de patrouille frontalière achète
un raspado, un dessert glacé,
											à un vendeur à quelques mètres,
											nourriture et argent
sont échangés à travers le mur,
											un événement complètement normal rendu
illégal par une ligne tracée sur une carte
											et quelques millimètres d'acier.
											Cette scène m'a rappelé un dicton :
											« Si vous avez plus que nécessaire,
vous devriez avoir des tables plus grandes
											et pas des murs plus hauts. »
											J'ai créé ce souvenir pour rappeler
le moment où nous pouvions
											partager de la nourriture et avoir
une conversation par-delà le clivage.
											Un système de balancement permet
à quelqu'un d'aller de l'autre côté
											jusqu'à ce que la gravité
les déporte dans leur pays.
									","
											Um agente da patrulha fronteiriça
compra um ""raspado"", geladinho,
											a um vendedor, apenas a alguns metros.
											Troca-se comida e dinheiro através do muro
											um evento perfeitamente normal
tornado ilegal pela linha traçada num mapa
											e por alguns milímetros de aço.
											Esta cena fez-me lembrar um ditado:
											""Se tens mais do que precisas,
deves criar mesas maiores
											""e não muros mais altos"".
											Assim, criei esta recordação
para me lembrar do momento
											em que podemos partilhar
comida e conversas através da divisão.
											Um balancé permite que uma pessoa
entre e salte para o outro lado,
											até a gravidade o devolver
para o seu país.
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											The border and the border wall
											is thought of as a sort of
political theater today,
											so perhaps we should invite
audiences to that theater,
											to a binational theater
where people can come together
											with performers, musicians.
											Maybe the wall is nothing more
than an enormous instrument,
											the world's largest xylophone,
and we could play down this wall
											with weapons of mass percussion.
									","
											La frontière et le mur frontalier
											sont aujourd'hui vus
comme une sorte de théâtre politique,
											alors peut-être devrions-nous inviter
le public à ce théâtre,
											à un théâtre binational
où les gens se réunissent
											avec des acteurs, des musiciens.
											Peut-être que le mur n'est rien de plus
qu'un énorme instrument,
											le plus grand xylophone au monde,
et nous pourrions jouer sur le mur
											avec des armes de percussion de masse.
									","
											Hoje, pensa-se na fronteira
e no muro fronteiriço
											como uma espécie de teatro político,
											por isso, devíamos convidar
audiências para esse teatro,
											para um teatro binacional
onde as pessoas se podem juntar
											com atores, músicos.
											Talvez o muro não passe
de um enorme instrumento,
											o maior xilofone do mundo
e podíamos tocá-lo ao longo do muro
											com armas de percussão de massas.
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											When I envisioned this binational library,
											I wanted to imagine a space
where one could share
											books and information
and knowledge across a divide,
											where the wall was nothing more
than a bookshelf.
											And perhaps the best way to illustrate
the mutual relationship that we have
											with Mexico and the United States
											is by imagining a teeter-totter,
											where the actions on one side
had a direct consequence
											on what happens on the other side,
											because you see, the border itself
											is both a symbolic and literal fulcrum
for US-Mexico relations,
											and building walls between neighbors
severs those relationships.
									","
											Quand j'ai imaginé
cette bibliothèque binationale,
											je voulais imaginer un espace
où l'on pourrait partager
											des livres, des informations,
des connaissances par-delà un clivage,
											où le mur n'était rien de plus
qu'une étagère.
											Peut-être que la meilleure façon
d'illustrer notre relation mutuelle
											entre le Mexique et les États-Unis
											est en imaginant une balançoire,
											où les actions d'un côté
ont une conséquence directe
											sur ce qu'il se passe de l'autre côté,
											car la frontière même
											est à la fois un pivot
symbolique et littéral
											pour les relations américano-mexicaines
											et construire des murs entre voisins
rompt ces relations.
									","
											Quando antevi esta biblioteca binacional,
											queria imaginar um espaço
onde se pudesse partilhar
											livros e informações
e conhecimentos cruzando a divisória
											onde o muro não passasse
de uma estante de livros.
											Talvez a melhor forma de ilustrar
a relação mútua que temos
											com o México e os EUA,
											seja imaginando um balancé
											onde as ações de um lado
têm uma consequência direta
											no que acontece do outro lado,
											porque a própria fronteira
											é um ponto de apoio simbólico e literal
para as relações EUA-México
											e construir muros entre vizinhos
impede essas relações.
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
","
","
",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
"
											You probably remember this quote,
""Good fences make good neighbors.""
											It's often thought of as the moral
of Robert Frost's poem ""Mending Wall.""
											But the poem is really about questioning
the need for building walls at all.
											It's really a poem about mending
human relationships.
											My favorite line is the first one:
											""Something there is
that doesn't love a wall.""
											Because if there's one thing
that's clear to me —
											there are not two sides defined by a wall.
											This is one landscape, divided.
											On one side, it might look like this.
											A man is mowing his lawn
while the wall is looming in his backyard.
									","
											Vous vous souvenez sûrement
de cette citation :
											« Les bonnes clôtures
font les bons voisins. »
											C'est souvent vu comme étant la morale
du poème « Mending Wall » de Robert Frost.
											Mais en fait, le poème questionne
le besoin de bâtir des murs.
											C'est un poème sur le rétablissement
des relations humaines.
											Mon vers préféré est celui-ci :
											« Il y a quelque chose
qui n'aime pas un mur. »
											Car s'il y a une chose
qui est claire à mes yeux —
											il n'y a pas deux côtés
définis par un mur.
											Il y a un paysage, divisé.
											D'un côté, cela ressemble à ceci.
											Un homme tondant sa pelouse
avec le mur se profilant dans son jardin.
									","
											Provavelmente lembram-se desta citação:
""Boas vedações criam bons vizinhos"".
											Considera-se a moral do poema
de Robert Frost, ""Mending Wall"".
											Mas o poema contesta
a necessidade de construir muros.
											É um poema sobre remendar
as relações humanas.
											O meu verso preferido é o primeiro:
											""Há ali uma coisa 
que não gosta de um muro"".
											Porque se há uma coisa
que, para mim, é clara
											é que não há dois lados
definidos por um muro.
											É uma paisagem dividida.
											De um lado, pode ter este aspeto.
											Um homem a cortar a relva
enquanto o muro se eleva no quintal.
									",An architect's subversive reimagining of the US-Mexico border wall,Ronald Rael,11:28,"immigration,politics,society,architecture,humanity,social change,art,community,United States"
