en,fr,tr,de,title,speaker,duration,tags
"
											I joined my other two colleagues in exile
											and set up an organization
to support other refugees.
											YARID — Young African Refugees
for Integral Development —
											began as a conversation
within the Congolese community.
											We asked the community
											how they could organize themselves
to solve these challenges.
											The YARID programs for support
evolve in stages,
											progressing from soccer community,
to English language
											to sewing livelihoods.
											The soccer changed the energy
											of unemployed youth
											and connected people
from different communities.
											The free English classes
											help empower people to engage
with the Ugandan community,
											allowing them to get to know
their neighbors and sell wares.
											The vocational training program
offers livelihood skills,
											and with them, important opportunities
for economic self-reliance.
											We've seen so many families
											become self-sustaining.
											We've seen who no longer needs our help.
									","
											Avec deux de mes collègues d'exil,
											nous avons créé une organisation
											pour apporter de l'aide
aux autres réfugiés.
											YARID, en français Jeunes Réfugiés
Africains pour un Développement Complet,
											a démarré avec une conversation
au sein de la communauté congolaise.
											Nous avons demandé à ses membres
											comment ils pourraient s'organiser
pour résoudre ces défis.
											Les programmes d'aide de YARID
évoluent par étape,
											allant d'une communauté de foot
à des cours d'anglais
											en passant par travaux
de coutures rémunérés.
											Le foot a transformé l'énergie
											des jeunes sans emploi
											et a connecté des gens
de différentes communauté.
											Les cours d'anglais gratuits
											ont permis aux gens de s'engager
dans la communauté ougandaise,
											leur permettant de faire connaissance
avec leurs voisins, de faire du commerce.
											Les programmes de formation
ont offert des compétences utiles
											et par voie de conséquence,
des opportunités d'autonomie économique.
											Nous avons vu tant de familles
											devenir autonomes.
											Nous avons rencontré tant de gens
qui n'ont plus eu besoin de notre aide.
									","
											Sürgündeki diğer iki meslektaşıma katıldım
											ve diğer mültecileri desteklemek için 
bir organizasyon kurduk.
											GAMİG - Genç Afrikalı Mülteciler için
İntegral Gelişme —
											Kongolu toplum içinde 
bir konuşma olarak başladı.
											Topluluğa bu zorlukları çözmek için
											kendilerini nasıl organize 
edebileceklerini sorduk.
											Destek için GAMİG programları
											futbol topluluğundan İngilizceye,
											geçim kaynaklarına uzanan
aşamalarla gelişti.
											Futbol işsiz gençlerin
											enerjilerini değiştirdi
											ve farklı topluluklardan insanlarla
bağ kurmalarını sağladı.
											Ücretsiz İngilizce kursları
											komşularını daha iyi tanımalarına 
ve satış yapmalarına izin vererek
											insanların Uganda topluluğuyla 
kaynaşmalarını sağladı.
											Bu mesleki eğitim programı 
geçim becerileri ve bununla birlikle
											ekonomik özgüven için
önemli fırsatlar sundu.
											Kendi kendini geçindiren
											birçok aile gördük.
											Artık yardımımıza 
ihtiyacı olmayanları gördük.
									","
											Ich schloss mich
meinen zwei Kollegen im Exil an
											und gründete eine Organisation
für die Unterstützung anderer Flüchtlinge.
											YARID — Young African Refugees
for Integral Development —
											begann als Gespräch innerhalb
der kongolesischen Gemeinschaft.
											Wir fragten die Gemeinschaft,
											wie sie sich organisieren könnte,
um diese Herausforderungen zu lösen.
											Die YARID-Hilfsprogramme
entwickeln sich stufenweise,
											von der Fußballgemeinschaft
zur englischen Sprache
											bis hin zum Lebensunterhalt durch Nähen.
											Fußball verwandelte die Energie
											arbeitsloser Jugendlicher
											und verband Menschen
aus unterschiedlichen Gemeinschaften.
											Der kostenlose Englischunterricht
											hilft Menschen, sich in der
ugandischen Gemeinschaft zu engagieren,
											damit sie ihre Nachbarn kennenlernen
und Waren verkaufen können.
											Das Berufsausbildungsprogramm
bietet Fähigkeiten fürs Geldverdienen an
											und dadurch wichtige Gelegenheiten
für wirtschaftliche Eigenständigkeit.
											Wir sahen sehr viele Familien,
											die eigenständig geworden sind.
											Wir haben gesehen,
wer die Hilfe nicht mehr benötigt.
									","Refugees want empowerment, not handouts",Robert Hakiza,6:45,"TED Fellows,refugees,Africa,global issues,community,humanity,identity,social change,personal growth,society"
"
","
","
","
","Refugees want empowerment, not handouts",Robert Hakiza,6:45,"TED Fellows,refugees,Africa,global issues,community,humanity,identity,social change,personal growth,society"
"
											As YARID's programs have expanded,
											it has included an increasing
range of nationalities —
											Congolese, Rwandan, Burundian,
											Somalis, Ethiopian, South Sudanese.
											Today, YARID has supported
over 3,000 refugees across Kampala
											and continues supporting more.
									","
											Au fur et à mesure
du développement de YARID,
											nos programmes ont intégré
de plus en plus de nationalités :
											congolaise, rwandaise, burundaise,
											somalienne, éthiopienne, sud-soudanaise.
											Aujourd'hui, YARID a apporté son soutien
à plus de 3 000 réfugiés dans le Kampala
											et continue d'offrir son aide.
									","
											GAMİG'in programları genişledikçe
											giderek artan çeşitli milletleri
bünyesine aldı;
											Kongolu, Ruandalı, Burundili,
											Somalili, Etiyopyalı, Güney Sudanlı.
											Bugün, GAMİG Kampala genelinde
3.000'den fazla mülteciyi destekliyor
											ve daha fazlasını destekleyecek.
									","
											Durch die Erweiterung der YARID-Programme
											wurde ein breiteres Spektrum
von Herkunftsländern eingeschlossen:
											Kongo, Ruanda, Burundi,
											Somalia, Äthiopien, Südsudan.
											Bis heute hat YARID über 3.000 Flüchtlinge
in ganz Kampala unterstützt
											und fährt damit fort.
									","Refugees want empowerment, not handouts",Robert Hakiza,6:45,"TED Fellows,refugees,Africa,global issues,community,humanity,identity,social change,personal growth,society"
"
","
","
","
","Refugees want empowerment, not handouts",Robert Hakiza,6:45,"TED Fellows,refugees,Africa,global issues,community,humanity,identity,social change,personal growth,society"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Alkışlar)
									","
											(Applaus)
									","Refugees want empowerment, not handouts",Robert Hakiza,6:45,"TED Fellows,refugees,Africa,global issues,community,humanity,identity,social change,personal growth,society"
"
","
","
","
","Refugees want empowerment, not handouts",Robert Hakiza,6:45,"TED Fellows,refugees,Africa,global issues,community,humanity,identity,social change,personal growth,society"
"
											Refugees want empowerment, not handouts.
											We know our community better than anyone.
											We understand the challenges
and opportunities we face
											to become self-reliant.
											I know better than anyone
											that initiatives created by refugees work.
											They need to be internationally
recognized and supported.
											Give us the support we deserve,
											and we will pay you back with interest.
									","
											Les réfugiés ont besoin
d'émancipation, pas de charité.
											Nous connaissons nos communautés
mieux que quiconque.
											Nous comprenons
nos défis et nos opportunités
											pour devenir autonomes.
											Je sais mieux que quiconque
											que les initiatives qui émergent
des réfugiés portent des fruits.
											Elles ont besoin d'être reconnues
et encouragées à l'international.
											Donnez-nous l'aide que nous méritons
											et nous vous rembourserons avec intérêts.
									","
											Mülteciler güç istiyor sadaka değil.
											Toplumumuzu herkesten daha iyi tanıyoruz.
											Özerk olmak için 
karşılaştığımız zorlukları
											ve fırsatları anlıyoruz.
											Girişimlerin mülteci çalışmaları 
tarafından oluşturulduğunu
											herkesten daha iyi biliyorum.
											Uluslararası açıdan tanınmaya 
ve desteklenmeye ihtiyaçları var.
											Hak ettiğimiz desteği verin
											size faiziyle geri ödeyeceğiz.
									","
											Flüchtlinge wollen keine Almosen,
sondern Ermächtigung.
											Wir kennen unsere Gemeinschaft
besser als jeder andere.
											Wir wissen um die Herausforderungen
und Gelegenheiten, vor denen wir stehen,
											um selbstständig zu werden.
											Ich weiß am besten,
											dass die von Flüchtlingen
geschaffene Initiativen erfolgreich sind.
											Sie müssen international anerkannt
und unterstützt werden.
											Geben Sie uns die Unterstützung,
die wir verdienen,
											und diese wird mit Zinsen zurückgezahlt.
									","Refugees want empowerment, not handouts",Robert Hakiza,6:45,"TED Fellows,refugees,Africa,global issues,community,humanity,identity,social change,personal growth,society"
"
","
","
","
","Refugees want empowerment, not handouts",Robert Hakiza,6:45,"TED Fellows,refugees,Africa,global issues,community,humanity,identity,social change,personal growth,society"
"
											Thank you so much.
									","
											Merci beaucoup.
									","
											Çok teşekkür ederim.
									","
											Vielen Dank.
									","Refugees want empowerment, not handouts",Robert Hakiza,6:45,"TED Fellows,refugees,Africa,global issues,community,humanity,identity,social change,personal growth,society"
"
","
","
","
","Refugees want empowerment, not handouts",Robert Hakiza,6:45,"TED Fellows,refugees,Africa,global issues,community,humanity,identity,social change,personal growth,society"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Alkışlar)
									","
											(Applaus)
									","Refugees want empowerment, not handouts",Robert Hakiza,6:45,"TED Fellows,refugees,Africa,global issues,community,humanity,identity,social change,personal growth,society"
"
","
","
","
","Refugees want empowerment, not handouts",Robert Hakiza,6:45,"TED Fellows,refugees,Africa,global issues,community,humanity,identity,social change,personal growth,society"
