pt,tr,title,speaker,duration,tags
"
											Enquanto fazia tudo isto,
mais pessoas me perguntavam:
											""Tu percebes de carreiras.
											""Eu não gosto do meu trabalho.
Podemos ir almoçar?""
											Eu dizia: ""Claro"".
Mas tinha de os avisar.
											Naquela altura,
a taxa de despedimentos era de 80%.
											80% das pessoas que almoçavam comigo
despediam-se dos seus empregos
											ao fim de dois meses.
											Eu tinha orgulho nisso e não era
que eu tivesse algum poder mágico.
											Eu apenas fazia uma pergunta
muito simples, que era:
											""Porque é que fazes o que fazes?""
											E frequentemente a resposta era:
											""Bem, porque alguém me disse
que é o que tenho de fazer"".
											Foi quando me apercebi
que muitas pessoas à nossa volta
											estão a subir uma escada
que alguém lhes disse para subirem,
											e acontece que ela está encostada
à parede errada,
											ou a nenhuma parede.
									","
											Fakat bunu yaptıkça hep daha fazla
insan sormaya başladı
											""Bu kariyer işinin içindesin,
											İşimden hoşlanmıyorum.Yemekte 
konuşalım mı ?""
											""Peki"" derim ama onları uyarmak
zorundaydım
											çünkü şu noktada istifa ettirme
ihtimalim %80 di.
											Yemeğe gideceğim insanların %80'i
işlerini iki ay gibi bir sürede
											bırakabilirlerdi.
											Bununla gurur duyuyordum ama
özel güçlere de sahip değildim.
											Sadece soracağım basit bir soruydu.
											""Şu an çalıştığın işi neden yapıyorsun ?""
											Çoğunlukla cevapları şöyle olurdu,
											""Çünkü biri bana bunu yapmam
gerektiğini söyledi.""
											Sonra farkettim ki etrafımızdaki
çoğu insan
											kendi hayat merdivenlerini
birisi söylediği için tırmanıyor
											ve sonunda yanlış duvarda olduğu
											veya hiç duvar olmadığı görülüyor.
									",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
","
",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
											Quanto mais eu falava com elas 
mais eu via este problema.
											E pensei: ""E se eu pudesse
criar uma comunidade,
											onde as pessoas sentissem
pertencer-lhe
											onde pudessem fazer
as coisas de forma diferente,
											ir pelo caminho menos usado,
onde isso fosse incentivado,
											e que inspirasse as pessoas a mudar?
											Veio a ser aquilo a que eu chamo
""Vive a Tua Lenda"",
											o que irei explicar daqui a pouco.
											À medida que fazia estas descobertas,
reparei numa estrutura
											de três coisas muito simples
											que todas as pessoas apaixonadas,
que mudam o mundo, têm em comum,
											quer sejam um Steve Jobs

									","
											Bu insanlarla çok zaman geçirdim
ve hep bu sorunu gördüm.
											Düşündüm de 
şöyle bir topluluk oluştursak,
											İnsanların kendilerini ait hissettikleri
bir yer,
											farklı şeyler yapmanın sorun olmadığı,
											insanların az kullanılan yolu seçmek için
teşvik edildiği,
											ve değişmeleri için ilham verildiği?
											ve bu ""Kendi Çizgini Yaşa"" adını verdiğim 
şeye dönüştü.
											Birazdan kısaca değineceğim.
											Bu keşifleri yaparken, Steve 
Jobs veya sıradan bir esnaf dahi olsa,
											tutkuyla dünyayı değiştirmiş
											tüm insanlarda ortak olan

											ve üç basit unsuru içeren
											bir düşünce yapısıyla karşılaştım.
											Ama kendini temsil eden bir işi yapıyorsun
											Günün geri kalanında veya umarım
kalan yaşantınız boyunca
											objektif olarak kullanabileceğimiz o üç
şeyi anlatacağım.
									",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
","
",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
											ou apenas o dono da padaria
ao fundo da rua,
											mas estão a fazer algo
com que se identificam.
											Quero partilhá-las com vocês
para as usarmos como lentes
											o resto do dia e, se possível,
para o resto da nossa vida.
									","
											Üç adımlı bu tutkulu çalışma yapısının
ilk adımı
											kendinizi tanımaktan ve
ve anlamanızdan geçiyor.
											Çünkü ne aradığını bilmiyorsan,
											onu asla bulamazsın.
											Bir de şu var ki, kimse bunu
bizim için yapmayacaktır.
											Üniversite'de tutku,amaç ve kariyer
üzerine bir bölüm yok.
											Bu nasıl çift anadal olarak bulunmaz
anlamam.
											Neyse bu konuya girmeyeyim.
											Yani yurt odasına TV seti alırken
harcadığın zaman
											çalışacağın bölümü seçerken
harcadığından daha fazla.
											Ama olay şu ki,
bunu çözmek bize bağlı
											ve gideceğimiz yolu gösterecek bir yapıya
ihtiyacımız var.
									",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
","
",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
											A primeira parte desta estrutura
de três passos
											é tornarmo-nos num especialista do ""Eu""
e compreendermo-nos
											porque, se não soubermos
o que procuramos,
											nunca o iremos encontrar.
											A questão é que ninguém
o irá fazer por nós.
											Não há nenhuma licenciatura
em paixão, missão ou carreira.
											Não sei como isso não é uma segunda
licenciatura obrigatória,
											não me façam começar a falar
sobre esse assunto.
											Passamos mais tempo
a escolher uma televisão
											do que a escolher o curso 
ou a área de estudos.
											A questão é que depende
de nós descobri-lo
											e precisamos de uma estrutura
que nos ajude a navegar.
									","
											Şimdi ilk olarak güçlü yönlerimiz neler,
onları bulmamız lazım.
											Ne olursa olsun her gün sevgiyle
uyanabildiğimiz şeyler,
											para alarak ya da almadan, sonucunda
teşekkür aldığımız şeyler?
											""Strenghts Finder 2.0"" hem bir kitap
hem de bir online araç.
											Nelerde doğuştan güçlü olduğunuzu
bulmanız için şiddetle öneriyorum.
									",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
","
",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
											O primeiro passo para a nossa bússola
é descobrir os nossos pontos fortes.
											Quais são as coisas que adoramos fazer,
em qualquer situação,
											quer sejamos pagos ou não,
as coisas pelas quais nos agradecem?
											O Stregths Finder 2.0 é um livro
e uma ferramenta na Internet.
											Recomendo-o para descobrirem aquilo
em que são naturalmente bons.
									","
											İkinci olarak karar verirkenki yol 
veya hiyerarşimiz nedir ?
											İnsanları, ailemizi, sağlığımızı mı
önemsiyoruz,
											yoksa tüm şu başarı, kazanım 
şeylerini mi ?
											Bu kararları vermemiz gerekiyor,
											böylece ruhumuzun yapı taşını
anlarız
											ve onu hakkında bir halt bilmediğimiz şey 
için satmaya gitmeyiz.
									",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
","
",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
											E depois, como é a nossa estrutura
ou prioridades para tomar decisões?
											Preocupamo-nos com as pessoas,
com a nossa família, a saúde,
											ou com objetivos, sucesso
e todas essas coisas?
											Temos de descobrir como
tomar essas decisões,
											para conhecermos a nossa alma,
											para não nos vendermos
a uma causa que não é a nossa.
									","
											Sonraki adım deneyimlerimiz.
											Hepimizin deneyimleri var.
Her gün her dakika bir şeyler farkediyoruz
											sevdiğimiz, nefret ettiğimiz,
											iyi olduğumuz, kötü olduğumuz şeyleri.
											Eğer bu konuya önem vermezsek ve
											öğrenmeye ve öğrendiklerimizi
											uygulamaya odaklanmazsak, 
hiçbir işe yaramaz.
											Yılın her ayı ,her haftası , her gününün
biraz zamanını
											yolunda veya yanlış giden,
tekrarlamak istediğim,
											hayatımda daha fazla
uygulayabileceğim şeyleri
											düşünerek geçiriyorum,
									",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
","
",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
											O passo seguinte é a nossa experiência.
											Todos nós temos experiências.
											Aprendemos cada dia, cada minuto
o que amamos, o que odiamos,
											no que somos bons,
no que somos horríveis.
											Se não perdermos tempo a perceber isso,
											a assimilar o que aprendemos
											e a aplicá-lo na nossa vida,
é tudo em vão.
											Todos os dias, todas as semanas,
todos os meses de todos os anos
											perco algum tempo a refletir
no que correu bem,
											no que correu mal
e no que quero repetir,
											em que posso aplicar na minha vida.
									","
											Dahası ,özellikle de bugün, 
buradaki gibi ilham veren,
											düşündüklerini yapan insanları gördükçe,
											""Tanrım,Jeff ne yapıyor, ben de onun gibi
olmalıyım"" diyorsun.
											Neden böyle diyorsun?
Bir günlük tut.
											Nelerin sana ilham verdiğini yaz.
											Hayatlarındaki her şey olmayacaktır ama
											her ne olursa ,yazın.
											Bir süre sonra, uyguladığımızda
daha tutkulu bir
											hayata sahip olmamızı ve iyi bir etki 
yaratmamızı sağlayacak şeylere
											ait bir envanterimiz olacak.
											Ancak bu üç şeyi bir araya topladığımız
zaman,
											bizim için gerçek anlamda başarının
ne demek olduğunu tanımlarız.
											Pusulanın bu parçaları olmadan
yönümüzü bulmak imkansızdır.
											Bu olursa, herkes o sonu hiçbir yere
gitmeyen merdiveni,
											hayatı boyunca tırmanmak zorunda 
kalacakmış gibi görünüyor.
									",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
","
",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
											E, mais que isso,
quando hoje em dia vemos pessoas
											que nos inspiram, que fazem coisas
que nos fazem pensar:
											""Meu Deus, o que o Jeff está a fazer,
quero ser como ele"".
											Porque é que dizem isso?
Comecem um diário.
											Apontem tudo sobre essa pessoa
que vos inspira.
											Não vai ser a vida inteira dessa pessoa,
											mas seja o que for, tomem nota.
											Ao fim de um tempo, 
vamos ter um arquivo de coisas
											que podemos aplicar na nossa vida
e ter uma existência com maior sentido
											e ter um maior impacto.
											Quando começamos a juntar
todas estas coisas
											podemos definir o que
o sucesso significa para nós,
											e sem todas estas partes diferentes
da bússola é impossível.
											Acabamos nesta situação:
temos um argumento definido
											que toda a gente parece estar a viver,
a subir uma escada para nenhures.
									","
											Gören varsa bu biraz
Wall Street 2'deki sahne gibi
											Zavallı bir çalışan , Wall Street'in büyük
bankacı CEO'suna sorar :
											""Senin sayın kaç ? Herkesin,
parayı kazandığında
											bütün bunları bırakıp gideceği
bir sayısı vardır.""
											Patron derki : ""Kolay.Daha Fazlası""
											ve sadece gülümser.
											Bu, kendisi için
neyin önemli olduğunu
											anlamaya zaman harcamayan,
kendisi için birşey ifade
											etmeyen şeylere ulaşmaya çalışanlar
için üzücü bir durum.
											Nedeni de,bize böyle yapmamız
gerektiğini söylediler.
											Fakat bu üç şeyi yakaladığımızda,
											bizi canlandıran şeyleri tanımlamaya
başlayabileceğiz.
											Bundan önce , tutku duyabileceğin birşey
karşına çıkabilirdi.
											Belkide olası iş halinden, bir kenara
atmış olabilirsin,
											çünkü bunu farkedebilmenin bir yolu yoktu.
											Bunu bir kez fark ettiğinde, güçlerinle
uyumlu bir şey göreceksin,
											değerlerini, insan olarak kim olduğunu,
											böylece bunu yakalayabileceksin,
bununla bir şey yapabileceksin,
											bunu devam ettirebileceksin ve
bir etki yaratabileceksin.
									",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
","
",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
											É como em ""O dinheiro nunca dorme"",
se alguém já o viu.
											O empregado pergunta
ao banqueiro de Wall Street:
											""Qual é o seu número?
Todos temos um número.
											""Quando se atinge essa quantia,
larga-se tudo"".
											Ele responde:
""Oh é simples. Mais.""
											E apenas sorri.
											É este o triste estado
da maioria das pessoas
											que não percebem
o que é importante para elas.
											Continuam à procura de algo
que não lhes diz nada,
											apenas porque todos
lhes dizem que é o que se deve fazer.
											Mas quando completamos esta estrutura,
											conseguimos identificar
aquilo que nos faz viver.
											Antes disso, podíamos dar de caras
com a nossa paixão
											talvez até no nosso trabalho,
e podíamos desperdiçá-la
											porque não tínhamos uma forma
de a identificar.
											Mas agora que temos, podemos encontrar
algo de acordo com os nossos pontos fortes,
											os nossos valores, 
quem somos enquanto pessoa,
											por isso vou-me agarrar a isso
vou fazer algo com isso,
											vou correr atrás disso
e tentar causar impacto.
									","
											Kendi Çizgini Yaşa hareketi

											bu pusula olmasaydı gerçekleşemezdi.
											""Heh ,işte takip edip bir fark yaratmak
istediğim şey bu.""
											Eğer ne aradığımızı bilmezsek, onu asla
bulamayacağız.
											Fakat bir kere bu yapıya,
bu pusulaya sahip olursak
											o zaman sonrası için hareket edebiliriz
veya imkansız ve sınırlarımızı zorluyor,
											bu bana ait değil diyebiliriz.
											İnsanların bir şeyi yapmamasının 
iki nedeni
											ya kendilerine yapamam demesi,
											ya da etrafındakilerin
yapamazsın demesidir.
											İki durumda da,inanmaya
başlarız.
											Pes edeceksek baştan hiç başlamayalım.
									",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
","
",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
											""Vivam a Vossa Lenda""
e o movimento que criámos
											não existiriam sem 
esta bússola para identificar:
											""Uau, é isto que eu quero para mim
e assim fazer a diferença"".
											Se não soubermos o que procuramos,
nunca o vamos encontrar,
											mas com esta estrutura, esta bússola,
											podemos avançar para o que vem a seguir
— aquele ali não sou eu —
											fazer o impossível,
quebrar os nossos limites.
											Existem duas razões para
as pessoas não fazerem coisas.
											Uma, convencem-se
que não conseguem,
											ou dizem-lhes que elas não conseguem.
											Seja como for, 
começamos a acreditar nisso.
											Ou desistimos,
ou nem sequer tentamos.
									","
											Herkes birileri yapana kadar
imkansız olduğunu düşünür.
											Her buluş , Dünya'daki her yeni şeyde
											insanlar önce deli diye düşünür.
											Roger Bannister ve ""4 dakikada 1,6 km""
tabusu.1,6 km'yi 4 dakikanın altında
											koşmak fiziksel açıdan imkansız
görülen bir şeydi,
											ta ki, Roger Baninister kalkıp yapana dek.
											Peki sonra ne oldu ?
											2 ay içinde,16 insan daha bu tabuyu
yıktı.
											Kafamızda, imkansız olarak
düşündüğümüz şeyler genelde
											başarılmayı bekleyen
kilometre taşlarıdır.
											Eğer o limitleri biraz zorlarsak
											ki bence bu her şeyden çok, muhtemelen
fiziksel durumunuz ve
											spor ile başlayacaktır çünkü
bunu yönetebiliriz.
											1 km koşabileceğini düşünmüyorsan
											1 veya 2 km koşacağını göster kendine,
											Bir maraton koşmak , 5 kilo vermek
veya her neyse
											kendine inancın devamlılığını
fark edeceksin
											ve hayatının kalanına taşıyabileceksin.
									",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
","
",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
											A questão é que tudo é impossível
até alguém o fazer.
											Todas as invenções,
todas as coisas novas no mundo,
											foram consideradas
uma loucura, de início.
											Roger Bannister e a milha 
em quatro minutos.
											Era fisicamente impossível
fazê-lo numa corrida a pé,
											até que Roger Bannister
tentou e conseguiu.
											O que é que aconteceu?
											Dois meses mais tarde,
16 pessoas voltaram a conseguir.
											As coisas que temos na cabeça,
que pensamos serem impossíveis,
											são muitas vezes barreiras
à espera de serem quebradas
											se puxarmos mais um pouco por nós.
											Eu penso que tudo começa
com a nossa condição física
											mais que qualquer outra coisa,
porque podemos controlá-la.
											Se pensam que não conseguem
correr uma milha
											provem que conseguem
correr uma milha ou duas,
											ou a maratona, ou perder 2kg,
seja o que for.
											Vão perceber que a confiança se mistura
											e pode ser transferida
para o resto do vosso mundo.
									","
											Aslında ben, bunu arkadaşlarımla biraz
alışkanlık haline getirdim.
											Spor yapmaya gittiğimiz küçük
bir grubumuz var,
											geçenlerde kendimi bir korkumun
eşiğinde gördüm.
											Derin, karanlık,koyu sudan çok korkuyorum.
											Çocukken, Jaws 1,2,3 ve 4'ü üst üste
											altı kere izleyen başkasında da aynı korku
											var mıydı bilmiyordum.
											Şuraya kadar gelen herhangi bir şey karanlık
ise zaten şimdiden hissedebiliyorum.
											Yemin ederim içinde bir şey var.
											Tahoe gölü'nün berrak suyu olsa bile 
tamamıyla yersiz korkular...
											Saçma ama orada.
											Neyse kendimi 3 yıl önce o şilepte,

											burada, San Francisco Körfezi'nde buldum.
											Yağmurlu, fırtınalı, rüzgarlı bir gün,
insanlar teknede hastalanıyor,
											Ben de dalış elbisesiyle
otururken camdan dışarı bakıyorum,
									",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
","
",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
											Na verdade, criei um pouco esse hábito
com os meus amigos.
											Temos este pequeno grupo.
Fazemos aventuras físicas.
											Recentemente, encontrei-me
numa situação um pouco delicada.
											Eu tenho fobia de
águas escuras e profundas.
											Não sei se alguém aqui
também tem esta fobia
											desde que viu o ""Tubarão"" 1, 2, 3 e 4,
para aí umas seis vezes,
											como eu quando era criança.
											Qualquer coisa a esta altura,
se for escuro, até já estou a sentir.
											Juro que há ali qualquer coisa.
											Mesmo que seja no lago Tahoe,
é água doce, um medo infundado.
											ridículo, mas é verdade.
											Adiante, há três anos
eu estava num barco reboque,
											mesmo na baía de São Francisco.
											Estava um dia de chuva e tempestade,
havia pessoas enjoadas no barco,
											e eu estava ali de fato de mergulho
a olhar pela janela
											num puro terror, a pensar
que ia mergulhar para a morte.
											Ia tentar atravessar a nado o Golden Gate.
											Imagino que já alguém aqui
o fez no passado.
											Então, lá estou com o meu amigo Jonathan
que me convenceu a ir.
											Ele vem ter comigo
e repara no meu estado.
											E diz: ""Scott, meu,
o que é o pior que pode acontecer?
											""Estás de fato de mergulho.
Não te vais afundar.
											""Se não conseguires,
entra para um dos 20 caiaques.
											""Mesmo que haja um ataque de tubarão
porque iria escolher-te
											""no meio de 80 pessoas na água?""
Obrigado, isso ajuda.
											E ele: ""Diverte-te. Boa sorte.""
											Ele mergulhou e afastou-se.
									","
											sonuma yüzmekle ilgili olan o dehşeti
düşünüyorum.
											Golden Gate köprüsü boyunca
yüzmeye çalışacağım.
											Tahmin ettiğim üzere bu odadaki
bazı insanlar bunu daha önce yaptı.
											Otururken, beni bu işe ikna etmiş
olan dostum Jonathan yanıma geldi,
											içinde bulunduğum durumu görebiliyordu.
											Dedi ki :""Scott , dostum en kötü
ne olabilir ki?
											Dalış elbisesi giyiyorsun,
batacak değilsin.
											Eğer yapamazsan sudaki 20 kanodan
birine atlayıverirsin.
											Artı, köpekbalığı saldırısı olursa
neden seni alsınlar
											80 insanın üzerinde insan sudayken?""
Yardımın için sağ ol.
											""Cidden, eğlenmene bak.İyi şanslar""
											Sonrasında daldı,yüzmeyi kesti
ve tamamdır.
									",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
","
",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
											Acontece que a conversa resultou
e senti uma calma total.
											Penso que foi porque
o Jonathan tinha 13 anos.
									","
											Sonuçta moral konuşması işe yaramıştı ve
artık o sakinliği hissediyordum.
											Bir de sanırım bunun nedeni
Jonathan'ın 13 yaşında olmasıydı
									",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
","
",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
											(Risos)
									","
											(Gülüşmeler)
									",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
"
","
",How to find work you love,Scott Dinsmore,17:47,"TEDx,business,entrepreneur,happiness,work,work-life balance"
