en,pt,es,fr,title,speaker,duration,tags
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Rires)
									",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
","
","
","
",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
											So when Mahari was leaving,
											I asked him how he was coping
with feeling isolated.
											And he said that despite feeling lonely,
											he just threw himself at his work,
											that he built strategies around his grit
											and his desire to be successful.
											A mentor of mine is actually
Dr. Angela Duckworth,
											the psychologist at UPenn who has defined
this stick-to-itiveness of grit
											as being ""the perseverance
and passion for long-term goals.""
											Angela's book has become a bestseller,
											and schools across the country,
											particularly charter schools,
											have become interested in citing
""grit"" as a core value.
											But sometimes grit isn't enough,
											especially in education.
											So when Mahari was leaving my office,
											I worried that he might need
something more specific
											to combat the challenges
that he mentioned to me.
									","
											Quando Mahari estava de saída,
											perguntei-lhe como é que ele
estava a lidar com esse sentimento.
											Ele disse que, apesar
de se sentir sozinho,
											se empenhara nos estudos,
											construíra estratégias
à volta da sua coragem
											e do seu desejo de ter sucesso.
											Uma das minhas mentoras
é a Dra. Angela Duckworth,
											a psicóloga que definiu
esta teimosia da coragem
											como sendo ""a perseverança
e a paixão por objetivos a longo prazo.""
											O livro de Angela
tornou-se um ""bestseller"",
											e escolas por todo o país,
											particularmente escolas autónomas,
											consideram cada vez mais a ""coragem""
como um valor central.
											Mas, por vezes, ter coragem não chega.
											especialmente no ensino.
											Quando Mahari saiu do meu gabinete,
											pensei que ele podia
precisar de algo mais especifico
											para ultrapassar
os obstáculos que mencionara.
									","
											Entonces, cuando Mahari se iba a ir,
											le pregunté cómo lidiaba 
con lo de sentirse aislado.
											Y dijo que a pesar de sentirse solo,
											él solo se centraba en su trabajo,
											que él construyó estrategias 
alrededor de su valor
											y de su deseo de ser exitoso.
											Una mentora mía, la Dra. Angela Duckworth,
											psicóloga de UPenn que ha definido 
esta adherencia a la firmeza
											como ""la perseverancia y la pasión 
por los objetivos a largo plazo"".
											El libro de Angela se ha convertido 
en un éxito de ventas,
											y las escuelas en todo el país,
											en particular las escuelas subvencionadas,
											se han interesado en citar ""firmeza"" 
como un valor central.
											Pero a veces la firmeza no es suficiente,
											especialmente en la educación.
											Así, cuando Mahari se fue de mi oficina,
											me preocupaba que pudiera 
necesitar algo más específico
											para combatir los desafíos 
que me mencionó.
									","
											Quand Mahari partait,
											je lui ai demandé comment il gérait
son sentiment d'isolement.
											Il a dit que, même s'il se sentait seul,
											il se consacrait à son travail,
											qu'il avait établi des stratégies
basées sur son cran
											et son désir de réussite.
											Une de mes mentors est
le Dr Angela Duckworth,
											la psychologue à l'université de Penn
											qui a défini ce cran
de se tenir à quelque chose
											comme « la persévérance et la passion
pour les objectifs à long terme ».
											Le livre d'Angela est un best-seller
											et les écoles à travers le pays,
											en particulier les écoles privées,
											ont commencé à citer « cran »
comme une valeur fondamentale.
											Mais parfois le cran ne suffit pas,
											surtout dans l'éducation.
											Quand Mahari a quitté mon bureau,
											je m'inquiétais qu'il ait
un besoin plus spécifique
											pour vaincre les défis
qu'il avait mentionnés.
									",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
","
","
","
",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
											As a sociologist,
I also study achievement,
											but from a slightly different perspective.
											I research students who have overcome
immense obstacles
											related to their background.
											Students from low-income,
											often single-parent households,
											students who have been homeless,
incarcerated or perhaps undocumented,
											or some who have struggled
with substance abuse
											or lived through violent or sexual trauma.
									","
											Enquanto sociólogo,
estudo também os resultados,
											mas numa perspetiva
um pouco diferente.
											Estudei alunos que ultrapassaram
imensos obstáculos
											relacionados com as suas origens.
											Alunos de famílias pobres,
											muitas vezes monoparentais,
											alunos que foram sem-abrigo,
presos ou talvez emigrantes ilegais,
											alguns que lidaram
com abuso de drogas
											ou sofreram traumas
de violência ou sexuais.
									","
											Como sociólogo, 
también estudio los logros,
											pero desde una perspectiva 
levemente diferente.
											Investigo estudiantes que 
han superado inmensos obstáculos
											relacionado con sus antecedentes.
											Estudiantes de bajos ingresos,
											a menudo hogares monoparentales,
											estudiantes sin hogar, encarcelados 
o tal vez indocumentados,
											o algunos que han tenido problemas
con el abuso de sustancias
											o vivido un trauma violento o sexual.
									","
											En tant que sociologue,
j'étudie aussi la réussite,
											mais avec une perspective
légèrement différente.
											J'étudie les étudiants ayant surmonté
d'immenses obstacles
											liés à leur milieu.
											Les étudiants issus de ménages
											à faibles revenus, souvent mono-parentaux,
											ceux ayant été sans-abri, incarcérés
ou peut-être sans papiers,
											ceux ayant lutté contre une toxicomanie
											ou vécu un traumatisme violent ou sexuel.
									",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
","
","
","
",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
											So let me tell you about two
of the grittiest people I've met.
											Tyrique was raised by a single mother,
											and then after high school,
he fell in with the wrong crowd.
											He got arrested for armed robbery.
											But in prison, he started to work hard.
											He took college credit courses,
											so when he got out,
he was able to get a master's,
											and today he's a manager at a nonprofit.
											Vanessa had to move around a lot as a kid,
											from the Lower East Side
to Staten Island to the Bronx.
											She was raised primarily
by her extended family,
											because her own mother
had a heroin addiction.
											Yet at 15,
											Vanessa had to drop out of school,
											and she had a son of her own.
											But eventually, she was able
to go to community college,
											get her associate's,
											then go to an elite college
to finish her bachelor's.
									","
											Vou falar-vos das duas pessoas
mais corajosas que já conheci.
											Tyrique foi criado por uma mãe solteira,
											depois do secundário, começou
a dar-se com quem não devia.
											Foi preso por assalto à mão armada.
											Mas na prisão, começou
a trabalhar arduamente.
											Tirou cursos de equivalência à faculdade.
											Quando saiu em liberdade,
conseguiu tirar um mestrado,
											e hoje é gerente numa empresa
sem fins lucrativos.
											A Vanessa mudou-se
muitas vezes em criança,
											da baixa de East Side
para Staten Island, para o Bronx.
											Foi criada principalmente
pela sua numerosa família,
											porque a mãe era viciada em heroína.
											No entanto, aos 15 anos,
											a Vanessa teve de desistir da escola
e teve um filho.
											Por fim, conseguiu
entrar numa escola técnica,
											terminar o secundário,
											e depois entrar numa faculdade
de elite e terminar os estudos.
									","
											Así que les hablaré de dos de las 
personas más valientes que he conocido.
											Tyrique fue criado por una madre soltera,
											y luego, después de la secundaria, 
se topó con la gente equivocada.
											Fue arrestado por robo a mano armada.
											Pero en prisión, 
comenzó a trabajar arduamente.
											Tomó cursos universitarios,
											así que cuando salió, 
pudo lograr una maestría,
											y hoy es gerente de una organización 
sin fines de lucro.
											Vanessa de niña tuvo que mudarse 
muchas veces
											desde el Lower East Side 
hasta Staten Island y el Bronx.
											Ella fue criada principalmente 
por su familia extendida,
											porque su propia madre 
era adicta a la heroína.
											Sin embargo, a los 15
											Vanessa tuvo que abandonar la escuela,
											porque tuvo un hijo.
											Pero al final, pudo ir 
a la universidad comunitaria,
											obtener su grado,
											luego fue a una universidad de élite 
para terminar su licenciatura.
									","
											Je vais vous parler des deux personnes
que je connais qui ont le plus de cran.
											Tyrique a été élevé
par une mère célibataire
											et après le lycée, il a eu
de mauvaises fréquentations.
											Il a été arrêté pour vol à main armée.
											En prison, il a commencé à travailler dur.
											Il a suivi des cours universitaires
											alors quand il est sorti,
il a pu obtenir un master
											et il est gestionnaire
dans un organisme à but non lucratif.
											Enfant, Vanessa a beaucoup déménagé,
											du Lower East Side à Staten Island
en passant par le Bronx.
											Elle a principalement été élevée
par sa famille éloignée
											car sa mère était héroïnomane.
											A 15 ans,
											Vanessa a dû abandonner l'école
											et a eu un fils.
											Finalement, elle a pu
aller dans une université publique,
											obtenir un BTS,
											puis entrer dans une grande université
pour finir sa licence.
									",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
","
","
","
",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
											So some people might
hear these stories and say,
											""Yes, those two definitely have grit.
											They basically pulled themselves up
by the bootstraps.""
											But that's an incomplete picture,
											because what's more important
											is that they had factors in their lives
that helped to influence their agency,
											or their specific capacity
											to actually overcome
the obstacles that they were facing
											and navigate the system
given their circumstances.
									","
											Algumas pessoas podem
ouvir estas histórias e pensar:
											""Sim, essas duas pessoas
têm mesmo coragem.
											""Basicamente conseguiram sair do abismo.""
											Mas isso é um quadro incompleto,
											porque o mais importante
											é que tiveram fatores na sua vida
que influenciaram as suas ações,
											ou as suas capacidades específicas
											para ultrapassar os obstáculos
que enfrentavam
											e navegar no sistema
tendo em conta as circunstâncias.
									","
											Algunas personas escuchan 
estas historias y dicen:
											""Sí, esos dos definitivamente 
tienen agallas.
											Básicamente agarraron 
el toro por los cuernos,
											pero esa es una imagen incompleta,
											porque lo más importante 
es que tuvieron factores en sus vidas
											que ayudaron a influir 
en su capacidad de acción
											o su capacidad específica
											para superar realmente 
los obstáculos que enfrentaban
											y navegar por el sistema 
dadas sus circunstancias.
									","
											Certains entendent
ces histoires et disent :
											« Ces deux avaient du cran.
											Ils se sont pris en main. »
											Mais c'est une vision incomplète
											car ce qui est le plus important,
											ce sont les facteurs dans leur vie
ayant influencé leurs actions
											ou leur capacité spécifique
											à surmonter les obstacles
auxquels ils faisaient face
											et à naviguer le système
étant données les circonstances.
									",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
","
","
","
",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
											So, allow me to elaborate.
											In prison, Tyrique
was actually aimless at first,
											as a 22-year-old on Rikers Island.
											This is until an older detainee
took him aside
											and asked him to help
with the youth program.
											And in mentoring youth,
											he started to see his own mistakes
and possibilities in the teens.
											This is what got him interested
in taking college-credit courses.
											And when he got out,
											he got a job with Fortune Society,
											where many executives are people
who have been formerly incarcerated.
											So then he was able to get
a master's in social work,
											and today, he even lectures
at Columbia about prison reform.
											And Vanessa ...
											well, after the birth of her son,
											she happened to find a program
called Vocational Foundation
											that gave her 20 dollars biweekly,
											a MetroCard
											and her first experiences with a computer.
											These simple resources
are what helped her get her GED,
											but then she suffered
from a very serious kidney failure,
											which was particularly problematic
because she was only born with one kidney.
											She spent 10 years on dialysis
waiting for a successful transplant.
											After that,
											her mentors at community college
had kept in touch with her,
											and so she was able to go,
											and they put her in an honors program.
											And that's the pathway
that allowed her to become accepted
											to one of the most elite colleges
for women in the country,
											and she received her bachelor's at 36,
											setting an incredible example
for her young son.
									","
											Permitam-me que elabore.
											Na prisão, o Tyrique
andou perdido no início,
											aos 22 anos, na Rikers Island.
											Até que um recluso mais velho
se aproximou dele
											e lhe pediu ajuda
com o programa de jovens.
											Ao tornar-se num mentor de jovens,
											começou a perceber os seus próprios
erros e o potencial nos adolescentes.
											Foi isso que o fez interessar-se
pelos cursos de equivalência.
											E quando saiu em liberdade,
											foi trabalhar para a Fortune Society,
											onde muitos dos executivos
são ex-reclusos.
											Depois conseguiu tirar
um mestrado em ação social,
											e hoje, até faz palestras na Columbia
sobre a reforma prisional.
											E a Vanessa...
											depois do nascimento do filho,
											acabou por encontrar um programa
chamado ""Fundação Vocacional""
											que lhe dava 20 dólares
a cada duas semanas,
											um passe para transportes
											e a sua primeira experiência
com computadores.
											Foram estes recursos simples
que a ajudaram a obter o diploma,
											mas depois sofreu
uma grave insuficiência renal,
											o que era particularmente problemático
uma vez que nascera com apenas um rim.
											Esteve 10 anos a fazer diálise
à espera de um transplante.
											Depois disso,
											os seus mentores da escola
mantiveram o contacto com ela,
											e assim que melhorou,
											colocaram-na num programa honorário.
											Foi esse o caminho
que lhe permitiu ser aceite
											numa das melhores universidades
para mulheres do país,
											e terminou o bacharelato aos 36 anos,
											dando um exemplo incrível
ao seu jovem filho.
									","
											Déjenme explicarles.
											En prisión, Tyrique al principio, 
en realidad no tenía ningún objetivo,
											como un joven de 22 años en Rikers Island.
											Esto fue así hasta que un preso 
más viejo habló con él
											y le pidió que ayudara 
con el programa para jóvenes.
											Y en las tutorías a la juventud,
											comenzó a ver sus propios errores 
y posibilidades en la adolescencia.
											Esto es lo que lo llevó a interesarse 
en hacer cursos de crédito universitario.
											Y cuando salió,
											consiguió un trabajo en Fortune Society,
											donde muchos ejecutivos son personas 
que estuvieron presas anteriormente.
											Y pudo obtener una maestría 
en trabajo social,
											y hoy incluso da conferencias en Columbia
sobre la reforma de la prisión.
											Y Vanessa...
											bueno, después de nacer su hijo,
											encontró un programa 
llamado Fundación Vocacional
											que le dio USD 20 cada dos semanas,
											una MetroCard
											y sus primeras experiencias 
con una computadora.
											Estos recursos simples le ayudaron 
a obtener un certificado de estudios,
											pero luego sufrió una insuficiencia
renal muy grave,
											algo particularmente problemático 
porque ella nació solo con un riñón.
											Pasó 10 años en diálisis 
esperando un trasplante exitoso.
											Después de esto,
											sus mentores de la universidad comunitaria 
se mantuvieron en contacto con ella,
											y entonces ella pudo ir,
											y la pusieron en un programa de honores.
											Y ese es el camino que 
le permitió ser aceptada
											en una de las universidades 
de élite para mujeres en el país,
											y logró su licenciatura a los 36,
											dando un ejemplo increíble 
a su pequeño hijo.
									","
											Permettez-moi d'élaborer.
											En prison, au début,
Tyrique n'avait pas de but,
											un homme de 22 ans sur Rikers Island.
											Jusqu'à ce qu'un détenu plus âgé
le prenne à part
											et lui demande de l'aider
avec le programme jeunesse.
											En parrainant des jeunes,
											il a commencé à voir ses erreurs
et les possibilités des adolescents.
											Il est devenu intéressé
par des cours universitaires.
											Quand il est sorti,
											il a obtenu un emploi chez Fortune Society
											où de nombreux exécutifs sont des gens
ayant été incarcérés auparavant.
											Il a ensuite pu obtenir un master
en travail social
											et aujourd'hui, il donne
des conférences à Colombia
											au sujet de la réforme carcérale.
											Et Vanessa...
											Après la naissance de son fils,
											elle a découvert un programme,
« Fondation vocationnelle »,
											qui lui a offert 20$
toutes les deux semaines,
											une carte de métro
											et sa première expérience
avec un ordinateur.
											Ces ressources simples l'ont aidée
à obtenir son baccalauréat
											mais elle a ensuite souffert
d'une grave déficience rénale
											qui a été particulièrement problématique
car elle est née avec un seul rein.
											Elle a passé 10 ans en dialyse,
à attendre une greffe.
											Après cela,
											ses mentors à l'université
avaient gardé contact avec elle
											et elle a donc pu y aller
											et ils l'ont mise
dans un programme d'excellence.
											C'est le chemin qui lui a permis
d'être acceptée
											dans l'une des meilleures universités
pour femmes du pays
											et elle a obtenu sa licence à 36 ans,
											donnant un exemple incroyable
à son jeune fils.
									",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
","
","
","
",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
											What these stories primarily indicate
is that teaching is social
											and benefits from social scaffolding.
											There were factors
pushing these two in one direction,
											but through tailored
mentorship and opportunities,
											they were able to reflect
on their circumstances
											and resist negative influences.
											They also learned simple skills
like developing a network,
											or asking for help —
											things many of us in this room can forget
that we have needed from time to time,
											or can take for granted.
									","
											O que estas histórias indicam
é que o ensino é social
											e beneficia da estrutura social.
											Houve fatores que empurraram
estes dois numa direção,
											mas através de orientação
à medida e oportunidades,
											eles foram capazes de refletir
nas suas circunstâncias
											e resistir às influências negativas.
											Foram capazes de aprender competências
simples como desenvolver uma rede,
											ou pedir ajuda,
											coisas que muitos de nós esquecemos
que precisamos de vez em quando,
											ou tomamos como garantidas.
									","
											Estas historias indican sobre todo 
que la enseñanza es social
											y se beneficia del andamiaje social.
											Hubo factores que empujaron 
a estos dos en una sola dirección,
											pero a través de mentores 
y oportunidades adaptadas,
											pudieron reflexionar 
sobre sus circunstancias
											y resistir influencias negativas.
											También aprendieron habilidades 
simples como desarrollar una red,
											o pedir ayuda,
											cosas que muchos en esta sala olvidamos 
haber necesitado de vez en cuando,
											o que damos por sentado.
									","
											Ce que ces histoires indiquent
est que l'enseignement est social
											et qu'il bénéficie
d'un apprentissage social.
											Ces deux personnes ont été
poussées dans une direction,
											mais grâce à du mentorat
et des opportunités sur mesure,
											elles ont pu réfléchir aux circonstances
											et résister aux influences négatives.
											Elles ont aussi appris 
des compétences simples
											comme développer un réseau
ou demander de l'aide —
											ce que beaucoup d'entre nous ici
oublient avoir parfois eu besoin
											ou que nous prenons pour acquis.
									",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
","
","
","
",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
											And when we think of people like this,
											we should only think of them
as exceptional, but not as exceptions.
											Thinking of them as exceptions absolves us
											of the collective responsibility
to help students in similar situations.
											When Presidents Bush, Obama
and now even Trump,
											have called education
""the civil rights issue of our time,""
											perhaps we should treat it that way.
											If schools were able to think
about the agency that their students have
											and bring to the table
when they push them,
											what students learn can become
more relevant to their lives,
											and then they can tap into those internal
reservoirs of grit and character.
									","
											Quando pensamos
em pessoas como estas,
											devemos pensar nelas apenas
como excecionais, mas não como exceções .
											Pensar nelas como exceções absolve-nos
											da responsabilidade coletiva de ajudar
alunos em situações similares.
											Quando os presidentes Bush,
Obama e mesmo Trump,
											chamaram ao ensino
											""a grande questão dos direitos civis
do nosso tempo,""
											talvez devêssemos
tratá-la dessa forma.
											Se as escolas forem capazes de pensar
na capacidade de ação que os alunos têm
											trazê-la para a mesa
quando os estimulam,
											o que eles aprendem pode tornar-se
mais relevante para a sua vida,
											e podem usar aqueles reservatórios 
internos de coragem e caráter.
									","
											Y cuando pensamos en personas como estas,
											deberíamos pensar en ellas como 
excepcionales, pero no como excepciones.
											Pensarlas como excepciones nos absuelve 
de la responsabilidad colectiva
											de ayudar a los estudiantes 
en situaciones similares.
											Cuando los presidentes Bush, 
Obama y ahora incluso Trump,
											llaman a la educación ""el tema de 
los derechos civiles de nuestro tiempo""
											quizás deberíamos tratarlo de esa manera.
											Si las escuelas pudieran pensar en 
la capacidad de acción de los estudiantes
											y las pusieran en juego al apoyarlos,
											lo que aprenden los estudiantes 
sería más relevante para sus vidas,
											y aprovecharían esos depósitos 
internos de firmeza y carácter.
									","
											Quand nous pensons
à de telles personnes,
											nous devrions les croire exceptionnelles,
mais pas les voir comme des exceptions.
											Les voir comme des exceptions nous exonère
											de la responsabilité collective
											d'aider les étudiants
dans des situations similaires.
											Les présidents Bush, Obama et même Trump
											ont appelé l'éducation
« le droit civique de notre époque »,
											peut-être devrions-nous
la traiter comme tel.
											Si les écoles pouvaient penser
à la capacité d'action de leurs étudiants,
											ce qu'ils apportent
quand ils sont poussés,
											l'apprentissage des étudiants
peut avoir plus de sens dans leur vie
											et ils peuvent puiser dans ces réservoirs
internes de cran et de caractère.
									",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
","
","
","
",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
											So this here —
											My student Mahari
											got accepted to law school
with scholarships,
											and not to brag,
											but I did write one of his letters
of recommendation.
									","
											Este aqui...
											O meu aluno Mahari
											foi aceite na faculdade de direito
com uma bolsa
											e não é para me gabar,
											mas eu escrevi uma das suas
cartas de recomendação.
									","
											Entonces esto,
											mi estudiante Mahari
											fue aceptado en la facultad 
de derecho con becas,
											y sin alardear,
											pero escribí una de 
sus cartas de recomendación.
									","
											Ceci —
											Mon étudiant, Mahari,
											a été accepté en école de droit
avec une bourse
											et, sans me vanter,
											j'ai écrit une de ses lettres
de recommandation.
									",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
","
","
","
",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Rires)
									",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
","
","
","
",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
											And even though I know hard work
is what got him this achievement,
											I've seen him find
his voice along the way,
											which as someone who's grown up
a little bit shy and awkward,
											I know it takes time and support.
											So even though
he will rely a lot on his grit
											to get him through
that first-year law school grind,
											I'll be there as a mentor for him,
											check in with him from time to time,
											maybe take him out to get some curry ...
									","
											Apesar de saber que foi o trabalho árduo
que o levou a alcançar este feito,
											vi-o encontrar a sua voz
ao longo do caminho,
											o que, para alguém que cresceu
um pouco tímido e desenquadrado,
											eu sei que leva tempo e é preciso apoio.
											Apesar de ele se apoiar
muito na sua coragem
											para o ajudar a ultrapassar
o seu primeiro ano de faculdade,
											vou lá estar como seu mentor,
											faço-lhe uma visita de vez em quando,
											talvez o leve a comer caril...
									","
											Y aunque sé que el trabajo arduo 
es lo que le dio este logro,
											he visto que encontrar 
su voz en el camino,
											como alguien que ha crecido 
un poco tímido y torpe,
											sé que requiere tiempo y apoyo.
											Así que aunque dependerá 
mucho de su firmeza
											para ayudarle en la rutina de la 
facultad de derecho en primer año,
											estaré allí como mentor para él,
											consultando con él de vez en cuando,
											tal vez llevándolo a comer curry...
									","
											Même si je sais que le travail
est ce qui l'a mené à cette réussite,
											je l'ai vu trouver sa voix en chemin,
											pour quelqu'un étant
un peu timide et maladroit,
											je sais que cela nécessite
du temps et du soutien.
											Même s'il va beaucoup
s'appuyer sur son cran
											pour accomplir le travail
de cette première année de droit,
											je serai présent en tant que mentor,
											je prendrai de ses nouvelles,
											l'emmènerai manger du curry...
									",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
","
","
","
",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Rires)
									",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
"
","
","
","
",The boost students need to overcome obstacles,Anindya Kundu,7:05,"TED Residency,education,personal growth,sociology,success,teaching"
