en,pt,es,de,title,speaker,duration,tags
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											Now, if you open any internet browser,
											look at Amazon,
											search any of your favorite
search engines,
											you might assume there's a literal war
in the workplace, right?
											We see blog topics like
											""Seventeen reasons why millennials
are the worst generation.""
											And ""Why baby boomers
have ruined it for everybody.""
											Or ""Bridging the great
generational divide.""
											It's like turning into this
""West Side Story,""
											like, boomers come in one door,
											millennials come in
another door, the lobby,
											they just fight with each other all day,
complain, go home, do the same,
											come back to work, right?
									","
											Se abrirem qualquer
navegador da Internet,
											e forem à Amazon,
											se procurarem 
em qualquer motor de pesquisa,
											podem supor que existe
uma guerra no local do trabalho.
											Vemos tópicos em blogues, como:
											""Dezassete razões por que a geração
do milénio é a pior geração"".
											E ""Porque é que os ""boomers""
destruíram tudo para todos?!
											Ou ""Reconciliar a grande
divisão geracional.""
											É como voltar ao ""West Side Story"",
											os ""boomers"" entram por uma porta,
											a geração do milénio
entra por outra porta,
											todos os dias lutam uns com os outros
queixam-se, vão para casa, fazem o mesmo,
											voltam para o trabalho.
									","
											Ahora bien, si abren 
un navegador de Internet,
											miran en Amazon,
											buscan en cualquiera
de sus buscadores favoritos,
											podrían suponer que hay 
una guerra entre los trabajadores.
											Vemos títulos de blogs como
											""Setenta razones por las que 
los mileniales son la peor generación"".
											""¿Por qué los ""baby boomers""
lo arruinaron para todos?"".
											""Superar la gran división
intergeneracional"".
											Es como convertirlo en 
""Amor sin barreras"",
											entran ""baby boomers"",
											los mileniales entran por el vestíbulo,
											se pelean todo el día, se quejan,
se van a su casa y hacen lo mismo,
											vuelven al trabajo, ¿sí?
									","
											Öffnet man irgendeinen Internetbrowser,
											geht man auf Amazon,
											sucht man in der bevorzugten Suchmaschine,
											könnte man meinen, dass buchstäblich
Krieg am Arbeitsplatz herrscht, oder?
											Wir sehen Blog-Themen wie
											""Siebzehn Gründe, warum Millenials
die schlimmste Generation sind.""
											""Warum Babyboomer
es allen anderen verpatzt haben.""
											Oder ""So überbrückt man
die Generationsgrenzen"".
											Man denkt, man ist in der
""West Side Story"".
											Die Babyboomer öffnen eine Tür,
											die Millenials kommen durch die andere,
											sie streiten den ganzen Tag,
meckern, gehen heim, dort geht es weiter,
											und zurück zur Arbeit.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											Well, so what if I told you
these generations may not exist?
											I've been spending some time
thinking about this and researching this,
											and fellow researchers and I
aren't exactly sure
											that these generations are real.
											And in fact, if we can agree
that these groups even exist,
											we certainly don't agree
who belongs in them.
											And they span something like 20 years.
											So at whatever point in history,
											a one-year-old and a 20-year-old
are said to share the same value system,
											to want the same things at work,
											to have the same stereotypes
working for and against them.
											And in fact, different areas of the world
define these generations differently.
											So we can't even compare generations
across various areas of the world.
											And these stereotypes
about each generation
											have, in a lot of ways,
created this self-fulfilling prophecy,
											that people begin to act
as if they're part of that generation
											because we've said out loud
that generation is real.
											I'm not so sure that it is.
									","
											E se eu vos dissesse que estas gerações
talvez não existam?
											Tenho pensado e pesquisado
esta hipótese.
											Eu e colegas investigadores
não temos a certeza
											se estas gerações existem.
											Embora possamos concordar
que estes grupos existem,
											certamente não sabemos
a que grupo pertence cada pessoa.
											São períodos de 20 anos.
											Então, em que altura da história,
											uma criança de um ano e um jovem de vinte,
podem ter o mesmo sistema de valores,
											querer as mesmas coisas no trabalho,
											defender ou recusar os mesmo estereótipos?
											Áreas diferentes do mundo têm
definições diferentes para estas gerações.
											Nem conseguimos comparar gerações
em diferentes áreas do mundo.
											Estes estereótipos sobre cada geração,
											têm criado as suas profecias
autorrealizáveis,
											e as pessoas começam a agir
como se fizessem parte dessa geração,
											porque dissemos alto e bom som
que essa geração é real.
											Não tenho a certeza de que seja assim.
									","
											Bien, ¿y si les dijera que es posible
que estas generaciones no existan?
											Pasé algún tiempo pensando 
en esto e investigándolo,
											y mis colegas y yo
no estamos muy seguros
											de que estas generaciones sean reales.
											Y si podemos ponernos de acuerdo 
en que estos grupos existen,
											ciertamente no nos pondremos de 
acuerdo sobre quién pertenece a ellos.
											Cada generación abarca unos 20 años.
											En cualquier momento de la historia,
											pensamos que uno de un año y otro de 20 
comparten el mismo sistema de valores,
											quieren las mismas cosas en el trabajo,
											tienen los mismos estereotipos que 
trabajan a su favor y en su contra.
											Estas generaciones se definen de modo 
diferente en distintas partes del mundo,
											por lo que no podemos hacer 
una comparación a nivel mundial.
											Y estos estereotipos sobre cada generación
											en muchas formas han creado 
una profecía autocumplida,
											ya que la gente empieza a actuar 
como si son parte de esa generación
											porque dijimos en voz alta que 
esa generación es algo real.
											No estoy segura de que sea así.
									","
											Was ist, wenn ich Ihnen sage,
dass es diese Generationen gar nicht gibt?
											Darüber dachte ich einige Zeit nach
und recherchierte.
											Und Kollegen und ich
sind uns nicht sicher,
											dass diese Generationen existieren.
											Selbst wenn wir uns einigen,
dass es die Gruppen gibt,
											dann sicher nicht darüber,
wer dazu gehört.
											Und sie erstrecken sich über 20 Jahre.
											An irgendeinem Punkt der Geschichte
											teilen also ein Einjähriger und
ein Zwanzigjähriger dasselbe Wertesystem,
											verlangen dasselbe von einem Job,
											müssen sich mit den gleichen
Stereotypen auseinandersetzen.
											Verschiedene Teile der Welt definieren
diese Generationen unterschiedlich.
											So können wir nicht mal Generationen
weltweit untereinander vergleichen.
											Und diese Stereotypen über jede Generation
											haben diese selbsterfüllende
Prophezeiung geschaffen,
											in der Menschen sich benehmen,
als ob sie Teil jener Generation sind,
											weil wir aussprachen,
dass diese Generation existiert.
											Ich weiß nicht, ob dies stimmt.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											And in fact, this idea of generations
											has become deeply embedded
in United States culture.
											When we talk generations,
											people know exactly
what we're talking about.
											In fact, people have
a lot of thoughts and feelings
											about each of these generations.
											And I'll tell you how I know this.
											I did the thing
											that every red-blooded American
and pre-tenure academic does
											when they have a question.
											I Googled some stuff.
											And this is what I learned.
											Google is based on algorithms,
											and they provide you
with commonly searched terms,
											or suggested hits, based
on what other people are searching
											surrounding the same topic.
											And it gave me a really good sense
of what people think
											about each of these generations.
											Take a look.
									","
											De facto, esta ideia de gerações
											foi-se embrenhando profundamente
na cultura dos EUA.
											Quando falamos de gerações,
											todos sabem exatamente
sobre o que falamos.
											As pessoas têm
muitas ideias e sentimentos
											sobre cada uma destas gerações.
											Vou dizer-vos como sei isto.
											Fiz aquilo que fazem todos
os americanos saudáveis
											e os académicos à espera de emprego
											quando têm uma dúvida.
											Pesquisei no Google.
											Eis o que aprendi.
											O Google tem por base algoritmos
											que nos fornecem os termos
mais pesquisados,
											ou sugeridos, com base
nas pesquisas gerais do mesmo tópico.
											Deu-me uma boa ideia
do que pensam as pessoas
											sobre cada uma destas gerações.
											Vejam.
									","
											De hecho, esta idea de las generaciones
											se ha integrado muy profundamente
en la cultura de EE.UU.
											Al hablar de generaciones,
											la gente sabe exactamente
de lo que estamos hablando.
											La gente tiene muchas ideas y sentimientos
											sobre cada una de ellas.
											Y les diré cómo lo sé.
											Hice lo que cualquier académico 
norteamericano de sangre roja hace
											cuando tiene una pregunta.
											Busqué algunas cosas en Google.
											Y esto es lo que aprendí.
											Google se basa en algoritmos,
											que nos proveen de 
los términos más buscados,
											o los sitios sugeridos, en base a
lo que los otros buscan
											sobre el mismo tema.
											Y eso me dio una idea 
de lo que la gente piensa
											sobre estas generaciones.
											Observen.
									","
											Und diese Idee von Generationen
											hat sich tief in der
amerikanische Kultur verankert.
											Reden wir über Generationen,
											wissen andere genau, wovon wir sprechen.
											Tatsächlich haben Leute
allerlei Gedanken und Gefühle
											über jede dieser Generationen.
											Ich sag Ihnen, warum ich das weiß.
											Ich tat,
											was jeder vernünftige Amerikaner
und Akademiker tut,
											wenn eine Frage aufkommt.
											Ich hab mal gegoogelt.
											Und das erfuhr ich daraus.
											Google basiert auf Algorithmen,
											und diese liefern Ihnen
häufig gesuchte Begriffe,
											oder empfohlene Treffer,
je nachdem, was andere Leute
											rund um das Thema suchen.
											Dies vermittelte einen recht
guten Überblick, was Leute
											über diese Generationen denken.
											Sehen Sie selbst.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											I learned that baby boomers
are conservative,
											that Americans think they're stupid.
											The worst generation, they're angry,
											apparently they're racist
and they're so important.
											Looking at Generation X,
											I learned Generation X is a cynical group,
											they're angry,
											they're known as the lost
generation — we know this;
											they're the smallest generation.
											Apparently, they're stupid too.
									","
											Verifiquei que os ""baby boomers""
são conservadores,
											que os americanos pensam
que eles são estúpidos.
											A pior geração, estão zangados,
											aparentemente são racistas
e muito arrogantes.
											Olhando para a geração X,
											aprendi que é um grupo cínico,
											estão zangados,
											são conhecidos como a geração
perdida... sabemos isto;
											são a geração mais pequena.
											Aparentemente, também são estúpidos.
									","
											Aprendí que los ""baby boomers""
son conservadores,
											y la gente piensa
que son estúpidos,
											la peor generación, están enojados,
											aparentemente son racistas
y se creen importantes.
											Al buscar la generación X,
											aprendí que son un grupo cínico,
											están enojados,
											se los conoce como la generación 
perdida, ya sabemos;
											son la generación más pequeña.
											Parece que también son estúpidos.
									","
											Ich erfuhr, dass Babyboomer
konservativ sind,
											dass Amerikaner sie für dumm halten.
											Die schlimmste Generation, wütend,
											angeblich rassistisch,
und sie sind so wichtig.
											Über Generation X lernte ich,
											dass sie eine zynische Generation sind,
											sie sind wütend,
											bekannt als verlorene Generation
— das wissen wir;
											sie sind die kleinste Generation.
											Anscheinend sind auch sie dumm.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gelächter)
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											And mostly, they're frustrated
with baby boomers.
									","
											E, sobretudo, sentem-se frustrados
com os ""baby boomers"".
									","
											Y la mayoría de ellos se sienten 
frustrados con los ""baby boomers"".
									","
											Und vor allem sind sie
frustriert mit Babyboomern.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											Alright, millennials,
this is what I learned about us.
											So, we're obsessed with food.
									","
											Descobri que nós, a geração do milénio,
											somos obcecados por comida.
									","
											Sobre nosotros, los mileniales, aprendí
											que nos obsesiona la comida.
									","
											Aufgepasst Millennials,
Folgendes lernte ich über uns.
											Essen ist unsere Obsession.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gelächter)
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											We're also stupid, ah!
											We're lazy, we're sensitive, we're fired,
											we're also hated,
and we think we're important.
											And perhaps the most terrifying
search result on the internet —
											Generation Z is screwed.
									","
											Também somos estúpidos!
											Preguiçosos, sensíveis,
somos despedidos,
											também somos odiados
e também arrogantes.
											Talvez a descoberta mais inquietante
na Internet
											é que a geração Z está lixada.
									","
											También somos estúpidos, ¡ah!
											Somos holgazanes, sensibles, nos despiden,
											también nos odian 
y nos creemos importantes.
											Y quizá el resultado más aterrador
de la búsqueda en Internet:
											la generación Z está arruinada.
									","
											Wir sind auch dumm, ach!
											Wir sind faul, empfindlich, entlassen,
											außerdem verhasst,
und halten uns für wichtig.
											Und wohl das erschreckendste
Suchergebnis im Internet —
											Generation Z ist am Arsch.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gelächter)
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											OK, so, for five years,
I've been talking to leaders and followers
											across a wide variety of organizations.
											And this is what I've come to realize.
											Generations haven't become
part of the conversation —
											generations have become
the conversation at work.
											What I've learned
											is that we're working under the assumption
that those Google results are true.
											And so, what I think
is that organizations are now desperate
											to figure out how to ""manage""
the multigenerational workplace.
											""Manage"" it.
											We manage all sorts of things.
											We're preparing for this
wave of millennials to come to work.
											So we prepare for hurricanes, right?
											We prepare to take the MCAT,
we prepare for natural disasters.
											Why are we preparing
for 23-year-olds to come to work?
									","
											Durante cinco anos
falámos com líderes e seguidores
											de vários tipos de organizações.
											Foi isto que descobrimos.
											As gerações não fazem parte da conversa,
											as gerações são a conversa
no local de trabalho.
											Descobri que
											trabalhamos presumindo que estes 
resultados do Google são verdadeiros.
											Acho que as empresas
estão desesperadas por encontrar
											maneira de ""gerir"" um
ambiente laboral multigeracional.
											""Gerir"".
											Gerimos todo o tipo de coisas.
											Estamos a preparar a entrada
da geração do milénio no trabalho.
											Preparamo-nos para furacões, certo?
											Preparamo-nos para fazer exames,
preparamo-nos para desastres naturais.
											Porque nos preparamos para
a entrada dos de 23 anos no trabalho?
									","
											Así que durante cinco años
hablé con líderes y seguidores
											en una gran variedad de organizaciones.
											Y me di cuenta de esto:
											las generaciones no se han vuelto
parte de la conversación,
											se han convertido en
la conversación en el trabajo.
											Aprendí
											que trabajamos suponiendo que 
esos resultados de Google son verdaderos.
											Y por eso pienso que las organizaciones
ahora están desesperadas
											por averiguar cómo organizar 
un ambiente laboral multigeneracional.
											""Organizarlo"".
											Organizamos muchas cosas.
											Nos preparamos para esta ola
de mileniales que vendrán a trabajar.
											Nos preparamos para 
los huracanes, ¿verdad?
											Nos preparamos para un examen
y para los desastres naturales.
											¿Por qué nos preparamos
para la llegada de los de 23 años?
									","
											Ich sprach fünf Jahre lang
mit Führungskräften und Mitarbeitern
											unterschiedlichster Organisationen.
											Und ich stellte Folgendes fest.
											Generationen wurden nicht Teil
des Gesprächs —
											Generationen wurden
das Gespräch bei der Arbeit.
											Ich lernte,
											dass wir unter der Annahme arbeiten,
dass diese Google-Ergebnisse wahr sind.
											Ich denke deshalb, dass Organisationen
jetzt verzweifelt versuchen,
											herauszufinden, wie man den
Mehrgenerationenarbeitsplatz ""managt"".
											Ihn ""managt"".
											Wir ""managen"" alles mögliche.
											Wir bereiten uns auf diese Welle
von Millennials in der Arbeitswelt vor.
											Wir bereiten uns auf Orkane vor oder?
											Wir bereiten uns auf Tests
und Naturkatastrophen vor.
											Warum bereiten wir uns
auf 23-Jährige im Job vor?
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											(Laughter)
									","
											Falei com essas organizações,
											e ouvi coisas formidáveis
que estão a fazer
											para criar um ambiente laboral
onde todos se possam entender,
											possam ser autónomos
e se sintam a progredir.
											Também ouvi ideias
verdadeiramente loucas
											sobre como navegar num
ambiente laboral multigeracional.
											Preparados?
											Isto foi o que vi.
											Visitei uma empresa,
											onde adoptaram a ideia
de, se podem vê-lo, podem sê-lo.
									","
											(Risas)
									","
											(Gelächter)
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											I've talked to these organizations,
											and I've heard amazing things
that they're doing
											to create a workspace
for everybody to get along
											and to have autonomy
and to feel like they're thriving.
											But I've also heard some
really incredibly harebrained ideas
											about how to navigate
the multigenerational workplace.
											Are you ready?
											This is what I saw.
											I visited an organization,
											and they adopted this idea
that if you can see it, you can be it.
											A really important concept.
											But I think they blew it.
											The put pictures on the walls
of the ideal multigenerational workplace,
											because if you can see it, you can be it.
									","
											Um conceito importante.
											Mas penso que o estragaram.
											As imagens nas paredes de um
local de trabalho multigeracional ideal,
											porque ""se podem vê-las,
podem sê-las"".
									","
											He hablado con estas organizaciones
											y he escuchado las cosas 
maravillosas que hacen
											para crear un lugar de trabajo
donde todos se lleven bien
											y sean autónomos, y sientan
que están prosperando.
											Pero también escuché algunas ideas
increíblemente disparatadas
											sobre cómo manejar 
el ambiente multigeneracional.
											¿Están listos?
											Esto es lo que vi.
											Visité una organización
											que había adoptado esta idea:
si puedes verlo, puedes serlo.
											Un concepto muy importante.
											Pero creo que lo arruinaron.
											En las paredes pusieron imágenes 
del ambiente multigeneracional ideal,
											porque ""si puedes verlo, puedes serlo"".
									","
											Ich sprach mit diesen Firmen,
											und hörte, was für tolle
Sachen sie unternahmen,
											um einen Arbeitsplatz zu schaffen,
an dem alle auskommen,
											und autonom sind und
sich fühlen, als ob sie aufblühen.
											Aber ich hörte auch einige
wirklich haarsträubende Ideen,
											wie man den Mehrgenerationen-
Arbeitsplatz navigiert.
											Sind Sie bereit?
											Ich sah Folgendes.
											Ich besuchte eine Firma
											mit dem Grundgedanken:
Sieht man etwas, kann man es auch sein.
											Ein wirklich wichtiges Konzept.
											Sie haben es aber vergeigt.
											Sie hängten Bilder an die Wand,
vom idealen Mehrgenerationenarbeitsplatz,
											denn wenn man es sehen kann,
kann man es sein.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gelächter)
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											Or like this one.
									","
											Ou como esta.
									","
											O como esta.
									","
											Oder dies.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gelächter)
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
