en,pt,tr,de,fr,title,speaker,duration,tags
"
","
","
","
","
",Nature is everywhere — we just need to learn to see it,Emma Marris,15:52,"agriculture,animals,biodiversity,bioethics,climate change,children,ecology,environment,green,garden,life,nature,plants,sustainability,trees,parenting,teaching,natural resources,Anthropocene,fungi"
"
											Now, I understand that there
are certain parts of this nature
											that speak to us in a special way.
											Places like Yellowstone,
											or the Mongolian steppe,
											or the Great Barrier Reef
											or the Serengeti.
											Places that we think of
as kind of Edenic representations
											of a nature before
we screwed everything up.
											And in a way, they are less impacted
by our day to day activities.
											Many of these places
have no roads or few roads,
											so on, like such.
											But ultimately, even these Edens
are deeply influenced by humans.
									","
											Eu compreendo que existem
certas partes desta natureza
											que nos tocam de uma forma especial.
											Lugares como Yellowstone,
											ou a estepe da Mongólia,
											a Grande Barreira de Coral
											ou o deserto do Serengueti.
											Lugares em que pensamos como
representações edénicas de uma natureza
											antes de termos estragado tudo.
											E como tal, sofrem menos impacto
com as nossas atividades quotidianas.
											Muitos destes lugares têm poucas
ou nenhumas estradas,
											e por aí adiante.
											Mas, em última análise,
											mesmo estes jardins do Éden são 
profundamente influenciados pelos humanos.
									","
											Anlıyorum ki, bu şekilde doğanın 
bize özel bir şekilde ifade
											ettiği bazı noktalar var.
											Yellowstone ya da
											Moğol Bozkırı veya
											Büyük Set Resifi ya da
											Serengeti gibi yerler.
											Bizler her şeyi batırmadan önce
											doğal cennet olarak düşündüğümüz yerler.
											Bir yandan, buralar günlük 
aktivitelerimizden daha az etkileniyor.
											Bu yerlerin birçoğunda 
ya hiç yol yok ya da
											çok az yol var.
											Ancak sonuçta, bu cennetimsi yerler bile,
insanlardan etkilenmekte.
									","
											Ich verstehe nun, 
dass bestimmte Teile der Natur
											uns auf eine besondere Weise ansprechen.
											Orte wie Yellowstone
											oder die Mongolische Steppe
											oder das Great Barrier Reef
											oder die Serengeti.
											Orte, die wir wie eine Art Abbild
des Paradieses betrachten,
											einer Natur, wie sie war,
bevor wir alles durcheinander brachten.
											Sie werden weniger durch unsere
täglichen Aktivitäten beeinflusst.
											In vielen dieser Gegenden gibt es keine
oder nur wenige Straßen und dergleichen.
											Schließlich sind selbst diese Paradiese
stark von Menschen beeinflusst.
									","
											Alors, je comprends qu'il y a
certains aspects de cette nature
											qui nous parlent
d'une manière particulière.
											Des endroits comme Yellowstone,
											la steppe de Mongolie,
											la Grande barrière de corail
											ou le parc du Serengeti.
											Des endroits que nous considérons
comme étant des représentations édéniques
											de la nature avant
que nous ne la détruisions.
											D'une certaine manière, ils ont été
préservés de nos activités quotidiennes.
											Beaucoup de ces lieux
n'ont pas de route ou très peu,
											et ainsi de suite.
											Mais au fond, même ces lieux sont
profondément influencés par l'Homme.
									",Nature is everywhere — we just need to learn to see it,Emma Marris,15:52,"agriculture,animals,biodiversity,bioethics,climate change,children,ecology,environment,green,garden,life,nature,plants,sustainability,trees,parenting,teaching,natural resources,Anthropocene,fungi"
"
","
","
","
","
",Nature is everywhere — we just need to learn to see it,Emma Marris,15:52,"agriculture,animals,biodiversity,bioethics,climate change,children,ecology,environment,green,garden,life,nature,plants,sustainability,trees,parenting,teaching,natural resources,Anthropocene,fungi"
"
											Now, let's just take
North America, for example,
											since that's where we're meeting.
											So between about 15,000 years ago
when people first came here,
											they started a process
of interacting with the nature
											that led to the extinction
of a big slew of large-bodied animals,
											from the mastodon
to the giant ground sloth,
											saber-toothed cats,
											all of these cool animals
that unfortunately are no longer with us.
											And when those animals went extinct,
											you know, the ecosystems
didn't stand still.
											Massive ripple effects
changed grasslands into forests,
											changed the composition of forest
from one tree to another.
											So even in these Edens,
											even in these perfect-looking places
											that seem to remind us
of a past before humans,
											we're essentially looking
at a humanized landscape.
											Not just these prehistoric humans,
but historical humans, indigenous people
											all the way up until the moment
when the first colonizers showed up.
											And the case is the same
for the other continents as well.
											Humans have just been involved in nature
											in a very influential way
for a very long time.
									","
											Vejamos a América do Norte,
por exemplo,
											já que é onde nos encontramos.
											Há 15 000 anos, quando as primeiras
pessoas vieram para cá,
											começaram um processo de interação
com a natureza
											que levou à extinção de uma boa parcela
de animais de grande porte,
											desde o mastodonte
à preguiça-gigante terrestre,
											aos felinos dentes-de-sabre,
											todos estes animais fantásticos
que, infelizmente, já não estão connosco.
											E quando estes animais se extinguiram,
											sabem, os ecossistemas não pararam.
											Efeitos em cadeia massivos
transformaram prados em florestas,
											mudaram a composição da floresta
de uma árvore para outra.
											E mesmo nestes édens,
											mesmo nestes locais perfeitos
											que nos relembram um passado
anterior aos humanos,
											estamos a olhar essencialmente para
uma paisagem humanizada.
											Não apenas estes humanos pré-históricos,
mas humanos históricos, indígenas,
											até ao momento em que
os primeiros colonizadores apareceram.
											E o caso é o mesmo para os outros
continentes também.
											Os humanos têm estado envolvidos
na natureza
											de uma forma muito influente,
desde há muito tempo.
									","
											Şimdi, orada buluştuğumuz için 

											Kuzey Amerika'yı örnek alalım.
											Kabaca 15.000 yıl önce, insanlar buraya
ilk adım attıklarında,
											doğayla iletişime girmeye,
											bununla birlikte de birçok iri hayvanın
yok olmasına sebebiyet verdiler.
											Mastodon, iri yer tembel hayvanı ve

											kılıç dişli kaplan gibi
											tüm bu havalı hayvanlar, 
ne yazık ki artık bizlerle değiller.
											Ve o hayvanların nesli tükendiğinde,
											bildiğiniz gibi,
ekosistemler de sabit kalmadı.
											Büyük dalgalanma etkileri çayırları
ormanlara, ormanlardaki
											ağaç türlerini de birinden
bir diğerine çevirdi.
											Yani bu cennetlerde bile,
											bu kusursuz görünen yerlerde bile
											bize insanlardan önceki yaşamı 
anlatıyormuş gibi düşünsek de,
											özünde medenileştirilmiş bir 
manzaraya bakmaktayız.
											Sadece bu tarih öncesi insanlar değil,
tarih insanları ve yerel halklar da,
											ta ki kolonileştirme süreci 
başlayana kadar.
											Durum diğer kıtalar için de aynı.
											İnsanlar çok uzun seneler boyunca
doğayla iç içe,
											etkileşim içinde yaşamışlardır.
									","
											Nehmen wir etwa Nordamerika,
											da wir hier zusammentreffen.
											Vor ungefähr 15 000 Jahren,
als die ersten Menschen hierherkamen,
											begannen sie damit, 
auf die Natur einzuwirken,
											was zum Aussterben
vieler großer Tiere führte,
											angefangen beim Mastodon
bis zum Riesenfaultier,
											und den Säbelzahnkatzen.
											All diese großartigen Tiere,
die leider nicht mehr da sind.
											Als diese Tiere ausstarben,
											standen die Ökosysteme nicht still.
											Gewaltige Nachwirkungen
verwandelten Grasflächen in Wälder,
											und veränderten baumweise
die Zusammensetzung des Waldes.
											Selbst in diesen Paradiesen,
											selbst an diesen perfekt aussehenden Orten
											die uns an eine Vergangenheit 
vor den Menschen erinnert,
											schauen wir im Grunde
auf eine Kulturlandschaft.
											Nicht nur diese prähistorischen Menschen,
sondern historische Menschen, Ureinwohner
											bis zu dem Moment, als die ersten
Kolonisten erschienen.
											Das gleiche gilt für 
die anderen Kontinente.
											Menschen hatten einen sehr langen Zeitraum
											wesentlichen Einfluss auf die Natur.
									","
											Prenons l'Amérique du Nord,
par exemple,
											puisque nous y sommes.
											Il y a 15 000 ans, quand les premiers
humains sont arrivés ici,
											ils ont commencé
à interagir avec la nature,
											ce qui a mené à l'extinction
de nombreux grands animaux,
											du mastodonte au paresseux géant,
											les tigres à dents de sabre,
											tous ces animaux cools
qui n'existent plus aujourd'hui.
											Et quand ils ont disparu,
											les écosystèmes ne se sont pas arrêtés.
											D'énormes effets de ricochet
ont changé les prairies en forêts,
											ont changé la composition
des forêts, arbre par arbre.
											Alors, même dans ces paradis,
											même dans ces endroits parfaits,
											qui nous font penser à une époque
où il n'y avait pas d'humains,
											en fait, nous regardons
un paysage humanisé.
											Pas que des hommes préhistoriques,
mais des hommes historiques, autochtones
											présents jusqu'à l'arrivée
des premiers colonisateurs.
											Et cela vaut aussi
pour les autres continents.
											L'Homme est impliqué dans la nature
											de manière très profonde
depuis très longtemps.
									",Nature is everywhere — we just need to learn to see it,Emma Marris,15:52,"agriculture,animals,biodiversity,bioethics,climate change,children,ecology,environment,green,garden,life,nature,plants,sustainability,trees,parenting,teaching,natural resources,Anthropocene,fungi"
"
","
","
","
","
",Nature is everywhere — we just need to learn to see it,Emma Marris,15:52,"agriculture,animals,biodiversity,bioethics,climate change,children,ecology,environment,green,garden,life,nature,plants,sustainability,trees,parenting,teaching,natural resources,Anthropocene,fungi"
"
											Now, just recently, someone told me,
									","
											Recentemente, alguém me disse:
									","
											Şimdi, daha yakın zamanda, biri bana,
									","
											Erst vor Kurzem sagte mir jemand:
									","
											Récemment, quelqu'un m'a dit :
									",Nature is everywhere — we just need to learn to see it,Emma Marris,15:52,"agriculture,animals,biodiversity,bioethics,climate change,children,ecology,environment,green,garden,life,nature,plants,sustainability,trees,parenting,teaching,natural resources,Anthropocene,fungi"
"
","
","
","
","
",Nature is everywhere — we just need to learn to see it,Emma Marris,15:52,"agriculture,animals,biodiversity,bioethics,climate change,children,ecology,environment,green,garden,life,nature,plants,sustainability,trees,parenting,teaching,natural resources,Anthropocene,fungi"
"
											""Oh, but there are still wild places.""
									","
											""Mas ainda há locais selvagens.""
									","
											''Ama hâlâ vahşi yerler var.'' dedi.
									","
											""Aber es gibt doch immer noch Wildnis.""
									","
											« Il reste toujours des lieux sauvages. »
									",Nature is everywhere — we just need to learn to see it,Emma Marris,15:52,"agriculture,animals,biodiversity,bioethics,climate change,children,ecology,environment,green,garden,life,nature,plants,sustainability,trees,parenting,teaching,natural resources,Anthropocene,fungi"
"
","
","
","
","
",Nature is everywhere — we just need to learn to see it,Emma Marris,15:52,"agriculture,animals,biodiversity,bioethics,climate change,children,ecology,environment,green,garden,life,nature,plants,sustainability,trees,parenting,teaching,natural resources,Anthropocene,fungi"
"
											And I said, ""Where? Where? I want to go.""
									","
											E eu perguntei: ""Onde? Onde? Quero lá ir.""
									","
											Ben de, ''Nerede? Nerede? 
Gitmek istiyorum.'' dedim.
									","
											Ich sagte: ""Wo? Wo? Dort möchte ich hin.""
									","
											J'ai répondu : « Où ça ?
Je veux y aller. »
									",Nature is everywhere — we just need to learn to see it,Emma Marris,15:52,"agriculture,animals,biodiversity,bioethics,climate change,children,ecology,environment,green,garden,life,nature,plants,sustainability,trees,parenting,teaching,natural resources,Anthropocene,fungi"
"
","
","
","
","
",Nature is everywhere — we just need to learn to see it,Emma Marris,15:52,"agriculture,animals,biodiversity,bioethics,climate change,children,ecology,environment,green,garden,life,nature,plants,sustainability,trees,parenting,teaching,natural resources,Anthropocene,fungi"
"
											And he said, ""The Amazon.""
									","
											E ele disse: ""A Amazónia.""
									","
											Karşımdaki, ''Amazonlar.'' dedi.
									","
											Er sagte: ""Der Amazonas.""
									","
											Il a dit : « L'Amazone ! »
									",Nature is everywhere — we just need to learn to see it,Emma Marris,15:52,"agriculture,animals,biodiversity,bioethics,climate change,children,ecology,environment,green,garden,life,nature,plants,sustainability,trees,parenting,teaching,natural resources,Anthropocene,fungi"
"
","
","
","
","
",Nature is everywhere — we just need to learn to see it,Emma Marris,15:52,"agriculture,animals,biodiversity,bioethics,climate change,children,ecology,environment,green,garden,life,nature,plants,sustainability,trees,parenting,teaching,natural resources,Anthropocene,fungi"
