en,fr,es,de,title,speaker,duration,tags
"
","
","
","
",How shocking events can spark positive change,Naomi Klein,15:35,"activism,big problems,climate change,collaboration,future,communication,inequality,government,global issues,society,social change,politics"
"
											So I want to talk to you today
											about what I think is a much more
complete recipe for deep transformation
											catalyzed by shocking events.
											And I'm going to focus
on two key ingredients
											that usually get left out
of the history books.
									","
											Je veux vous parler aujourd'hui
											de ce que je pense être
une recette plus complète
											pour une transformation profonde
											déclenchée par des événements choquants.
											Je vais me concentrer
sur deux ingrédients clés,
											souvent omis
des livres d'histoire.
									","
											Así que hoy quiero hablarles
											de lo que creo que es una receta
de transformación, mucho más completa,
											catalizada por eventos estremecedores.
											Y voy a concentrarme
en dos ingredientes claves
											frecuentemente dejados de lado
en los libros de historia.
									","
											Ich will heute über etwas reden,
											das ein viel vollständigeres Rezept
für tief greifende Transformationen ist,
											die durch Schocks in Gang gesetzt wurden.
											Ich werde den Fokus auf 
zwei Hauptbestandteile legen,
											die in den Geschichtsbüchern meist fehlen.
									",How shocking events can spark positive change,Naomi Klein,15:35,"activism,big problems,climate change,collaboration,future,communication,inequality,government,global issues,society,social change,politics"
"
","
","
","
",How shocking events can spark positive change,Naomi Klein,15:35,"activism,big problems,climate change,collaboration,future,communication,inequality,government,global issues,society,social change,politics"
"
											One has to do with imagination,
the other with organization.
											Because it's in the interplay
between the two
											where revolutionary power lies.
											So let's start with imagination.
											The victories of the New Deal
didn't happen just because suddenly
											everybody understood
the brutalities of laissez-faire.
											This was a time, let's remember,
of tremendous ideological ferment,
											when many different ideas
about how to organize societies
											did battle with one another
in the public square.
											A time when humanity dared to dream big
											about different kinds of futures,
											many of them organized
along radically egalitarian lines.
											Now, not all of these ideas were good
											but this was an era
of explosive imagining.
											This meant that the movements
demanding change
											knew what they were against —
crushing poverty, widening inequality —
											but just as important,
they knew what they were for.
											They had their ""no""
and they had their ""yes,"" too.
											They also had very different
models of political organization
											than we do today.
									","
											L'un concerne l'imagination,
l'autre, l'organisation.
											Car c'est dans l'interaction
entre les deux
											que se trouve le pouvoir révolutionnaire.
											Commençons par l'imagination.
											Les victoires du New Deal
ne se sont pas produites car soudainement
											tout le monde comprenait
la brutalité du laissez-faire.
											C'était une époque, souvenez-vous,
de considérable effervescence idéologique,
											beaucoup d'idées différentes
sur l'organisation des sociétés
											s'affrontaient dans le débat public.
											Une époque où l'humanité
osait avoir de grands rêves
											pour différents types de futurs,
											nombre d'entre eux organisés
selon des axes radicalement égalitaires.
											Ces idées n'étaient pas toutes bonnes,
											mais c'était une époque
d'imagination explosive.
											Cela signifiait que les mouvements
réclamant un changement
											savaient à quoi ils s'opposaient —
											une pauvreté écrasante,
des inégalités grandissantes —
											mais, tout aussi important,
ils savaient ce qu'ils soutenaient.
											Ils avaient leurs « non »
et également leurs « oui ».
											Ils avaient des modèles
d'organisation politique très différents
											de ceux d'aujourd'hui.
									","
											Uno se relaciona con la imaginación,
el otro se relaciona con la organización;
											porque en la interacción entre ambos
											yace el poder revolucionario.
											Comencemos con la imaginación.
											Las victorias del Nuevo Trato
no ocurrieron solo porque repentinamente
											todos entendieran las brutalidades
del ""laissez-faire"".
											Recordemos, esa fue una época
de tremenda agitación ideológica,
											en la que muchas ideas diferentes
sobre cómo organizar la sociedad
											luchaban unas con otras
en la esfera pública.
											Un tiempo en el que la humanidad
se atrevió a soñar en grande
											sobre los distintos tipos de futuros,
											muchos de ellos organizados
por principios igualitarios radicales.
											Ahora bien, no todas
esas ideas eran buenas
											pero fue una época
de imaginación explosiva.
											Esto significó que los movimientos
que exigían un cambio
											sabían contra qué luchaban: pobreza 
devastadora, desigualdad creciente...
											Pero tan importante como eso,
sabían a favor de qué estaban.
											Sabían a qué decían ""no""
y a qué decían ""sí"", también.
											También tenían modelos 
de organización política muy diferentes
											a los de hoy en día.
									","
											Ein Teil hat mit Vorstellungskraft zu tun,
der andere mit Organisation.
											Denn die revolutionäre Kraft
liegt im Zusammenspiel der beiden.
											Zunächst die Vorstellungskraft:
											Die Erfolge des ""New Deals""
erfolgten nicht,
											weil plötzlich jeder die Brutalität
von Laissez-faire verstand.
											Zur Erinnerung, das war eine Zeit
von unglaublichem ideologischen Chaos,
											als viele verschiedene Ideen 
zur Organisation der Gesellschaft
											in der Öffentlichkeit
gegeneinander kämpften.
											Eine Zeit, als die Menschheit
es wagte, große Träume
											über verschiedene Formen der
Zukunft zu träumen,
											viele davon organisiert
entlang radikal egalitären Linien.
											Nicht alle dieser Ideen waren gut,
											aber dies war eine Ära
explosiver Vorstellungskraft.
											Die Bewegungen, die eine
Veränderung anstrebten,
											wussten, gegen was sie kämpften —
bittere Armut, soziale Ungleichheit —
											aber genauso wichtig,
sie wussten, wofür sie einstanden.
											Sie hatten ihr ""Nein"" 
und sie hatten auch ihr ""Ja"".
											Sie hatten sehr unterschiedliche
Modelle politischer Organisation,
											als wir sie heute haben.
									",How shocking events can spark positive change,Naomi Klein,15:35,"activism,big problems,climate change,collaboration,future,communication,inequality,government,global issues,society,social change,politics"
"
","
","
","
",How shocking events can spark positive change,Naomi Klein,15:35,"activism,big problems,climate change,collaboration,future,communication,inequality,government,global issues,society,social change,politics"
"
											For decades, social and labor movements
											had been building up
their membership bases,
											linking their causes together
and increasing their strength.
											Which meant that by the time
the Crash happened,
											there was already a movement
that was large and broad enough
											to, for instance, stage strikes
that didn't just shut down factories,
											but shut down entire cities.
											The big policy wins of the New Deal
were actually offered as compromises.
											Because the alternative
seemed to be revolution.
									","
											Durant des années,
les mouvements sociaux et ouvriers
											avaient établi la composition
de leurs membres,
											reliant leurs causes entre elles
et se renforçant.
											Ce qui signifie qu'au moment
du krach de 1929,
											il y avait déjà un mouvement,
assez large et étendu
											pour, par exemple, organiser des grèves
qui arrêtaient non seulement des usines,
											mais aussi des villes entières.
											Les grandes victoires politiques
du New Deal
											étaient en fait proposées
comme des compromis.
											Car l'alternative semblait être
la révolution.
									","
											Por décadas, los movimientos
sociales y del trabajo
											habían estado construyendo
las bases de su afiliación,
											incorporando causas
e incrementando su fuerza.
											Cuando la Depresión ocurrió, significó
											que ya había un movimiento
lo suficientemente grande y extenso
											para, por ejemplo, hacer huelgas
que no solo cerraron fábricas,
											sino que paralizaron ciudades enteras.
											Los logros de la gran política del ""Nuevo
Trato"" se volvieron compromisos
											porque la alternativa 
parecía ser la revolución.
									","
											Über Jahrzehnte hatten
Sozial- und Arbeitsbewegungen
											ihre Mitgliederbasen aufgebaut,
											sich miteinander vereint und 
ihren Einfluss erhöht.
											Als dann der Börsenkrach geschah,
											gab es also schon eine Bewegung, 
die groß und stark genug war,
											um zum Beispiel Streiks zu organisieren,
die nicht nur Fabriken lahmlegten,
											sondern ganze Städte lahmlegten.
											Die großen politischen Siege des New Deals
waren eigentlich Kompromissangebote.
											Weil die Alternative,
Revolution bedeutet hätte.
									",How shocking events can spark positive change,Naomi Klein,15:35,"activism,big problems,climate change,collaboration,future,communication,inequality,government,global issues,society,social change,politics"
"
","
","
","
",How shocking events can spark positive change,Naomi Klein,15:35,"activism,big problems,climate change,collaboration,future,communication,inequality,government,global issues,society,social change,politics"
"
											So, let's adjust
that equation from earlier.
											A shocking event plus utopian imagination
											plus movement muscle,
											that's how we get a real leap.
									","
											Ajustons l'équation évoquée plus tôt.
											Un événement choquant
plus une imagination utopique,
											plus la force d'un mouvement,
											c'est ainsi qu'on obtient
une vraie avancée.
									","
											Así que, ajustemos la ecuación anterior.
											Un evento estremecedor 
más imaginación utópica,
											más trabajo arduo,
											así es como damos un verdadero salto.
									","
											Lassen Sie uns die Gleichung
von eben anpassen.
											Ein Schockereignis
plus utopische Vorstellungskraft
											plus starke Massenbewegungen,
											so bekommen wir
einen richtigen Sprung hin.
									",How shocking events can spark positive change,Naomi Klein,15:35,"activism,big problems,climate change,collaboration,future,communication,inequality,government,global issues,society,social change,politics"
"
","
","
","
",How shocking events can spark positive change,Naomi Klein,15:35,"activism,big problems,climate change,collaboration,future,communication,inequality,government,global issues,society,social change,politics"
"
											So how does our present moment measure up?
											We are living, once again, at a time
of extraordinary political engagements.
											Politics is a mass obsession.
											Progressive movements are growing
and resisting with tremendous courage.
											And yet, we know from history
that ""no"" is not enough.
											Now, there are some ""yeses""
out there that are emerging.
											And they're actually getting
a lot bolder quickly.
											Where climate activists
used to talk about changing light bulbs,
											now we're pushing
for 100 percent of our energy
											to come from the sun, wind and waves,
											and to do it fast.
											Movements catalyzed
by police violence against black bodies
											are calling for an end
to militarized police, mass incarceration
											and even for reparations for slavery.
											Students are not just
opposing tuition increases,
											but from Chile to Canada to the UK,
											they are calling for free tuition
and debt cancellation.
											And yet, this still doesn't add up
											to the kind of holistic
and universalist vision
											of a different world
than our predecessors had.
											So why is that?
									","
											Notre époque est-elle à la hauteur ?
											Nous vivons, à nouveau, une période
d'engagements politiques extraordinaires.
											La politique est une obsession populaire.
											Des mouvements progressistes grandissent
et résistent avec un courage formidable.
											Pourtant, l'Histoire nous rappelle
que dire « non » ne suffit pas.
											Quelques « oui » émergent.
											Ils deviennent bien plus courageux
très rapidement.
											Les activistes du changement climatique
parlaient de changer les ampoules,
											maintenant nous insistons
pour que 100% de notre énergie
											vienne du soleil, du vent et des vagues,
											et que l'on agisse vite.
											Les mouvements déclenchés par la violence
policière contre les Afro-américains
											demandent la fin
de la police militarisée,
											de l'incarcération de masse
											et même des réparations
pour l'esclavage.
											Les étudiants ne s'opposent plus
à l'augmentation des frais de scolarité,
											mais du Chili au Canada
en passant par le Royaume-Uni,
											ils réclament une scolarité gratuite
et l'annulation des dettes étudiantes.
											Pourtant, cela n'atteint pas
											le genre de vision
holistique et universaliste
											d'un monde différent
que nos prédécesseurs avaient.
											Pourquoi ?
									","
											Y, ¿cómo evaluamos
nuestro momento actual?
											Estamos viviendo, otra vez, en una época
de extraordinario compromiso político.
											La política es una obsesión masiva.
											Los movimientos progresistas están
creciendo y resistiendo valientemente.
											Sin embargo, gracias a la historia
sabemos que un ""no"" no es suficiente.
											Ahora bien, hay algunos ""sí""
que están emergiendo allá afuera
											y se están volviendo 
más audaces rápidamente.
											Mientras los activistas del cambio
climático hablaban de cambiar bombillas,
											ahora luchamos para que el 100 %
de nuestra energía
											provenga del sol, viento y olas,
											y queremos que sea pronto.
											Los movimientos causados por la violencia
policíaca hacia personas de color
											exigen que se ponga fin a la policía
militarizada, la encarcelación masiva,
											e incluso que se repare
el daño de la esclavitud.
											Los estudiantes no solo se oponen
a los incrementos en las colegiaturas,
											en Chile, Canadá, el Reino Unido,
											exigen que las colegiaturas sean gratuitas
y que se les anulen los adeudos.
											Sin embargo, esto aún no contribuye
											al tipo de visión holística y universal
											de un mundo distinto del que nuestros
predecesores tuvieron.
											¿A qué se debe eso?
									","
											Wie verhält sich das momentan?
											Wir leben erneut in einer Zeit mit 
außergewöhnlichem politischem Engagement.
											Politik ist eine Massenobsession.
											Progressive Bewegungen wachsen und
widersetzen sich mit enorm großem Mut.
											Aber die Geschichte lehrte uns,
dass ein ""Nein"" nicht genug ist.
											Jetzt tauchen auch einige ""Jas"" auf.
											Und sie werden sehr schnell
um einiges kühner.
											Wo Klimaaktivisten noch darüber sprachen,
Glühbirnen auszutauschen,
											drängen wir jetzt darauf,
dass 100 % unserer Energie
											von Sonne, Wind und Wellen kommt,
											und dass das schnell passiert.
											Bewegungen, die von Polizeigewalt 
gegen Schwarze angefacht werden,
											verlangen ein Ende von militarisierter
Polizei, Masseneinsperrungen
											und sogar Entschädigungen für Sklaverei.
											Studenten wehren sich nicht nur
gegen die steigenden Studiengebühren,
											sondern von Chile nach Kanada,
bis ins Vereinigte Königreich
											werden Forderungen nach kostenlosem
Studium und Schuldenerlass laut.
											Und trotzdem führt das nicht
											zu einer derart ganzheitlichen
und universellen Vision
											von einer anderen Welt,
wie sie unsere Vorfahren hatten.
											Warum ist das so?
									",How shocking events can spark positive change,Naomi Klein,15:35,"activism,big problems,climate change,collaboration,future,communication,inequality,government,global issues,society,social change,politics"
"
","
","
","
",How shocking events can spark positive change,Naomi Klein,15:35,"activism,big problems,climate change,collaboration,future,communication,inequality,government,global issues,society,social change,politics"
