es,en,title,speaker,duration,tags
"
											Me acuerdo el primer día de la secundaria,
entró la profesora de literatura,
											ella entró al aula,
miró a todos detenidamente,
											se detuvo enfrente de mí,
y me dijo este oráculo:
											“No aprobarás la clase a menos
que consigas un profesor particular”.
											Pero para entonces,
yo ya hablaba perfecto el español -
											creo que mejor que ahora
porque hace años que me fui.
											Y me sentía forzada a elegir
											entre mi identidad argentina y la coreana.
											Parecía que yo no podía ser ambas,
											y tenía que abandonar
mi identidad anterior
											para poder adoptar la nueva identidad.
									","
											I remember the first day of high school,
											my literature teacher
entered the classroom,
											carefully looked at everyone,
											stopped in front of me and prophesized:
											""You won't pass this class
unless you get a private tutor.""
											But by then, I was speaking
perfect Spanish —
											better than I speak it now, I think,
because it's been years since I left.
											And I felt forced to choose
between my Argentine identity
											and my Korean one.
											Apparently, I couldn't be both,
											and I had to abandon my previous identity
											in order to adopt the new one.
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											Así que, cuando cumplí 18 años,
											me fui a Corea para ver
si podía encontrar este hogar
											al que yo podía llamar
mi lugar en el mundo.
											Una vez en Corea, la gente asumía
que yo era extranjera, y me preguntaban:
											“¿Por qué hablás coreano
con acento español?”
									","
											So when I turned 18, I went to Korea
											to see if I could find this home
that I could call my place in the world.
											In Korea, people assumed
I was a foreigner, and they'd ask me,
											“Why do you speak Korean
with a Spanish accent?”
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											(Risas)
									","
											(Laughter)
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											Aparentemente, yo era
demasiado coreana para ser argentina,
											pero demasiado argentina para ser coreana.
											Y darme cuenta de esto,
la verdad, que fue muy transformador.
											Decidí no tratar de cambiar
lo que yo no puedo cambiar, aceptarlo.
											De hecho, me inspiré
de una historia de mi abuelita.
									","
											Apparently, I was too Korean
to be Argentine,
											but too Argentine to be Korean.
											Realizing that, honestly,
was very transformative.
											I decided not to try and change
what I can't change
											and accept it.
											In fact, I was inspired
by one of my grandmother's stories.
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											Mi abuelita nunca aprendió el español,
											pero era muy independiente
y se manejaba muy sola
											y caminaba por todos lados
en las calles de Buenos Aires,
											incluso en las zonas más peligrosas.
											Una tarde, la asaltaron,
en Buenos Aires, con una pistola.
											Le pusieron la pistola
en la cabeza y le dijeron:
											“¡Anillo! ¡Anillo! ¡Dame tu anillo!”
											Querían su anillo de oro, que era
su posesión más valiosa en esas épocas.
											Bueno, mi abuela mira al criminal
a los ojos, se sienta en la vereda,
											y dibuja una sonrisa pacífica en su cara.
											Lo que pasó es que ella había entendido
""anyó"" en vez de “anillo”,
											que en coreano significa “sentate”.
									","
											My grandmother never learned Spanish,
											but she was very independent
and managed on her own.
											She would walk all around
the streets of Buenos Aires,
											even in the most dangerous areas.
											One afternoon, she was attacked
and threatened at gunpoint.
											They put the gun to her head and said,
											""The ring! The ring! Give me your ring!""
											They wanted her gold ring,
											which was her most prized
possession back then.
											Well, my grandmother looked the criminal
in the eyes, sat down on the sidewalk,
											and a peaceful smile came onto her face.
											My grandmother thought they were saying
""anyó"" instead of ""ring,""
											which in Korean, means ""sit down.""
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											(Risas)
									","
											(Laughter)
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											Y ella: “Bueno, es el último día
de mi vida, así que,
											si voy a partir, vamos a partir
con una sonrisa”.
											Aceptó con gracia su destino.
											Imagínense la cara del asaltante,
											él se imaginó que era un ser
de otro planeta, mi pobre abuelita,
											y se escapó, desconcertado, corriendo.
									","
											She thought, ""Well, it's the last day
of my life, so if I'm leaving,
											let's leave with a smile.""
											She gracefully accepted her fate.
											Imagine the face of her attacker —
											he must have thought my poor grandmother
was a creature from another planet,
											and he took off running, bewildered.
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											Con esta experiencia, la verdad
es que me inspiré a aceptar
											mi nueva realidad con optimismo.
											No había logrado encontrar
este lugar en el mundo
											al que yo podía llamar mi hogar,
											pero me preguntaba cuántas coreanas
											con gesticulación argentina, latina,
											que hablan coreano con acento español
habrá en el mundo.
											A lo mejor, podría ser una ventaja,
											un instrumento útil,
el poder sobresalir en un mundo
											en el que las cosas están cambiando
											muy rápidamente,
											en que las cualidades y las habilidades,
											a veces, pueden convertirse
en obsoletas de un día para el otro.
									","
											That experience inspired me
to accept my new reality with optimism.
											I hadn't managed to find
that place in the world
											that I could call home.
											But then I wondered:
											How many Koreans with Latino mannerisms
											that speak Korean with a Spanish accent
											are there in the world?
											Maybe it could be
an advantage, a useful tool,
											a way to stand out in a world
where things are changing very quickly,
											where qualities and abilities
can sometimes become obsolete
											from one day to the next.
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											Así que, decidí no enfocarme en encontrar
ese cien por ciento en común
											con las personas
con las que me encontraba,
											y, en vez de eso, me di cuenta
de que, frecuentemente,
											yo era la única intersección
entre grupos de personas
											que no tenían mucho en común
											y, a veces, incluso estaban
en conflicto entre ellas.
											Con esta nueva perspectiva, decidí,
entonces, ahora aceptar con orgullo
											las diferentes versiones de mi persona
											e incluso, a veces,
me permití reinventarme.
									","
											So I decided not to focus on having
100 percent in common
											with people I met,
											Instead, I realized that I was frequently
the only intersection
											between groups of people
that didn't have much in common
											and that were even, at times,
in conflict among themselves.
											So with this new perspective,
I proudly accepted
											the different versions of myself
											and even, at times,
allowed me to reinvent myself.
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											Por ejemplo, en la secundaria,
les tengo que confesar
											que yo era lo que en Argentina
llamamos “tragalibros”,
											o sea, tenía anteojos gruesos,
											no tenía ni la menor idea
de lo que es tener un sentido de moda.
											Es más, yo creo que la única razón
por la cual tenía amigos
											era porque les dejaba copiar
mi tarea todas las mañanas.
											Esa es la realidad.
											Una vez que fui a la universidad,
											pude encontrar una nueva identidad
											y la “traga” se convirtió
en una chica popular.
											Claro que, bueno, era MIT,
											así que no sé si la vara
era muy alta que digamos…
											(Risas)
											pero, por lo menos,
esa identidad la pude conservar.
											Y, de hecho, cambié
de carrera tantas veces
											que mi profesor consejero me decía
											que en vez de ingeniería química,
											yo tendría que tener un título
en estudios aleatorios.
									","
											For example, I have to confess
that in high school
											I was what we call a bookworm —
I had thick glasses,
											had no fashion sense whatsoever.
											What's more, I think
the only reason I had friends
											was because I let them
copy my homework every morning.
											That's true.
											Once I went to college,
I was able to find a new identity,
											and the ""worm"" became a popular girl.
											OK, granted, it was MIT, so I don't
think the bar was very high —
											(Laughter)
											but at least I could maintain
that identity.
											I changed majors so many times
that my advisor told me
											that instead of chemical engineering,
											I should get a degree in random studies.
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											(Risas)
									","
											(Laughter)
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											A lo largo de mis años, la verdad
que he tenido muchas identidades,
											como académica, científica,
innovadora social, inventora,
											emprendedora, inversora
más recientemente, conectora, maestra,
											y, la más importante,
madre, hace tres años.
											Mi confusión era tal
											que hasta mi acento no se podía decidir.
											Mis amigos me burlaban y me decían,
que el origen es tan indeterminado,
											que yo hablo “rebecanés”, la única persona
en el mundo que habla este idioma.
									","
											Over the years, I've had
a lot of identities:
											academic, scientist,
social innovator, inventor
											entrepreneur, investor;
most recently, networker, teacher
											and, most importantly,
a mother, three years ago.
											I was so confused that even my accent
couldn't decide who it was.
											My friends would joke and say
that it was of such an unknown origin
											that I was the only person in the world
who spoke this language, ""Rebecanese.""
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											Reinventarse puede ser difícil.
											Por ejemplo, cuando yo estaba
terminando mi doctorado,
											me picó el bichito del emprendedurismo.
											Así que, de repente, el escribir
una tesis de 400 páginas
											en una oficina, en un sótano,
											me parecía menos atractivo
que crear mi propia compañía.
											Así que tenía la tarea
de ir a contarle a mis padres,
											quienes son asiáticos,
tradicionales, inmigrantes,
											donde mis hermanos y yo somos
los primeros en ir a la universidad,
											o sea, que la educación era
lo más importante para mi familia.
											Se imaginan la reacción que me esperaba,
											al decirles que iba
a abandonar mis estudios.
											Voy a mis padres,
pero con un arma secreta,
											que es un gráfico donde se mostraba
el ingreso promedio
											de todos los graduados
de doctorados de Stanford
											en comparación a los ingresos promedios
											de aquellos que abandonaban
la tesis o el doctorado de Stanford.
											Ahora - tengo que aclarar que ese gráfico
											estaba muy distorsionado
por los fundadores de Google.
									","
											Reinventing oneself can be hard.
											For example, when I was
finishing my doctorate,
											I was bitten by the entrepreneurship bug.
											So suddenly, writing a 400-page thesis
in an office in a basement
											seemed less appealing
than starting my own company.
											So I had the job of telling
this to my parents,
											who are traditional Asian immigrants —
											whereas my siblings and I
are the first to attend college —
											in other words, that education is the most
important thing in my family.
											You can imagine the reaction awaiting me
											upon telling my parents
I was abandoning my studies.
											So I went to my parents,
but with a secret weapon:
											a chart showing the average income
											of people who graduated
with doctorates from Stanford
											compared to the average incomes
of Stanford students
											who abandoned their thesis or doctorate.
											Now, I have to confess
that the chart was really skewed
											by the founders of Google.
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											(Risas)
									","
											(Laughter)
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											Mi mamá mira el gráfico,
y sin pestañear me dice:
											“Ah, pero yo siempre te dije
que sigas tu corazón”.
									","
											My mom looked at the chart
and without blinking, said,
											""I've always said
you should follow your heart.""
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											(Risas)
									","
											(Laughter)
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											Mi búsqueda de mi identidad
hoy en día ya no es encontrar mi tribu.
											Realmente, es el aceptar y buscar
las diferentes permutaciones,
											todas las posibles de mi persona.
											Es cultivar diversidad dentro de mí,
											cultivar diversidad dentro mío,
											en vez de alrededor mío solamente.
											Porque, hoy en día,
											mis hijos ya tienen tres años
y seis meses recién cumplidos,
											y ya nacieron con tres nacionalidades
											y cuatro idiomas.
											Y acá tengo que aclarar
que me terminé casando con un danés
											por si no tenía suficientes
confusiones culturales en mi vida,
											bueno, terminé con un vikingo.
											Yo creo que mis hijos
van a ser los únicos vikingos
											que de grandes no van a poder
crecer una barba.
											Va a ser muy difícil para ellos.
									","
											My search for identity these days
isn't about finding my tribe.
											Really, it's about finding and accepting
											all the different possible
permutations of myself.
											It's about cultivating diversity
within myself,
											instead of just around me.
											Currently, my kids are three years old
and six months old, just turned,
											and they were born into
three nationalities and four languages —
											and I need to clarify
that I married a Danish guy,
											in case I didn't have enough
cultural confusion in my life,
											I ended up marrying a Viking.
											I think my kids will be the only Vikings
that won't be able to grow a beard
											when they grow up.
											It'll be hard for them.
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											(Risas)
									","
											(Laughter)
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											Espero que ellos, en sus vidas,
											puedan tener una multiplicidad
que les sea favorable,
											que ellos vean esto como un instrumento
para crear conexiones en un mundo
											que es cada vez más global
y también mucho más dividido.
											Espero que, en vez de sentirse
angustiados y ansiosos,
											que no pueden ser parte
de una cajita predefinida,
											que ellos puedan sentirse
libres de experimentar
											y de tomar control de sus narraciones,
											de la narrativa de sus vidas,
a su propia manera.
											Espero que puedan combinar
esa única combinación
											de valores, culturas, idiomas,
capacidades que tengan,
											para poder crear un mundo
en el que las identidades
											se usen para unir
a los pueblos, a las personas,
											y no como excusas
para generar esas intolerancias,
											porque la identidad puede ser
un arma de doble filo -
											podemos usarlas como
para diferenciarnos de los demás,
											o como para encontrar puntos de conexión.
											Y cuando aceptamos nuestra multiplicidad,
											nosotros amplificamos
este poder de conexión
											y nos olvidamos un poco
de las diferencias.
									","
											I hope that my kids will have
a multidimensionality
											that works for them;
											that they see it as a tool
for creating connections
											in a world that's every day more global
											and also more divided.
											I hope that instead of feeling
anxious and worried
											that they don't fit into a predefined box,
											that they can feel free to experiment
											and take control of their life narratives
											in their own way.
											I hope they can use the unique
combination of values,
											cultures, languages
and abilities that they have
											to create a world where their identities
are used to unite peoples and people,
											and not as an excuse
to generate intolerance —
											because identity can be
a double-edged sword:
											we can use it to differentiate
ourselves from others,
											or to find points of connection.
											And when we accept
our multiplicity,
											we amplify this power of connection
											and forget about the differences a little.
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											Ahora, volviendo a mi abuela:
											su último deseo fue también
su última lección de vida para mí.
											Resulta que, después de muchos años
											me enteré de por qué ella quería
ser enterrada en Corea.
											No era una cuestión
de patriotismo o de nacionalidad.
											Ella quería descansar en paz,
junto a su hijo,
											que había fallecido muchos años
antes que ella emigrara a Argentina.
									","
											Now, back to my grandmother:
											her last wish was also
her final life lesson for me.
											It turns out that after many years,
											I found out why she wanted
to be buried in Korea.
											It wasn't a question
of patriotism or nationality.
											She wanted to rest in peace
next to her son,
											who had died many years before
she emigrated to Argentina.
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											Mi abuela había vivido una vida
											de conexiones profundas
y de lazos indestructibles,
											incluso por distancias
o por océanos o incluso la muerte.
											Ella tuvo muchas identidades,
como matriarca, campesina,
											como mujer de negocios, coreana,
inmigrante, madre, abuela.
											Con su último deseo, me enseñó
que encontrar nuestro hogar
											no se trata de echar raíces en algún lado,
											sino que se trata de que esas raíces
puedan entrelazarse con las de otros
											que nos enriquecen nuestras vidas.
									","
											My grandmother lived a life
full of deep connections
											and indestructible ties,
											including those separated by
distances or oceans
											or even death.
											She had many identities:
matriarch, farmer,
											businesswoman, Korean, immigrant,
mother, grandmother.
											With her last wish, she taught me
											that finding our home isn't about
putting down roots somewhere.
											It's about intertwining those roots
with the roots of others
											who enrich our lives.
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											Gracias.
									","
											Thank you.
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
											(Aplausos)
									","
											(Applause)
									",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
"
","
",El valor de nuestra diversidad interna,Rebeca Hwang,12:14,"TED en Español,identity,self,children,education,humanity,community,society,diversity,family"
