es,tr,de,title,speaker,duration,tags
"
											¿Qué significa esto?
											¿Qué significa esto? No tengo ni idea.
									","
											Bu ne anlama gelir?
											Bu ne anlama gelir? Hiçbir fikrim yok.
									","
											Was bedeutet das?
											Was mag das bedeuten?
Ich habe keine Ahnung.
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
											Pero lo que sí sé es esto:
											La mala fama que tienen 
las nubes es totalmente injusta.
											Creo que deberíamos defenderlas,
											razón por la que, hace unos años
											fundé la Cloud Appreciation Society.
											Ya cuenta con decenas de miles de miembros
											en casi 100 países del mundo.
											Y todas estas fotografías que estoy mostrando
											han sido enviadas por ellos.
											Y esta sociedad existe para recordarle a la gente esto:
											Las nubes no son algo de lo que quejarse.
											Al contrario. Son, de hecho,
											el aspecto más variado, evocador 
y poético de la naturaleza.
											Creo que vivir con la cabeza en las nubes
											de vez en cuando, ayuda a mantener los pies en el suelo.
											Y quiero mostrarles el por qué, con la ayuda de
											algunos de mis tipos favoritos de nubes.
									","
											Fakat bildiğim bir şey,
											Bulutlar hakkındaki olumsuz düşüncenin tamamen haksız olduğudur.
											Bence onlar için mücadele etmeliyiz.
											ki bu da birkaç yıl önce,
											şu an dünya çapında yaklaşık 100 ülkeden
											on binlerce üyesi olan
											Cloud Appreciation Society'i başlatma sebebimdir.
											Ve gösterdiğim tüm bu fotoğrafları,
											bana üyelerim gönderdiler.
											Ve bu topluluk insanlara şunu hatırlatmak için var oldu:
											Bulutlar, haklarında sızlanılacak şeylerden değillerdir.
											Alakası bile yok. Bulutlar, aslında,
											doğanın en farklı, çağrışımcı, şiirsel suretleridir.
											Bence, eğer hayal dünyasında yaşasaydınız,
											arada sırada, ayaklarınızı yere tutmaya yardımcı olur.
											Ve bunun nedenini size bazı favori
											bulut türlerimi göstererek açıklamak istiyorum.
									","
											Aber was ich weiß, ist folgendes:
											Es ist unfair, dass Wolken 
einen so schlechten Ruf haben.
											Wir sollten uns für sie stark machen,
											darum habe ich vor einigen Jahren
											die ""Cloud Appreciation Society"" 
(Wolken-Würdigungs-Gesellschaft)
											ins Leben gerufen. 
Sie hat heute zehntausende Mitglieder
											in fast 100 Ländern auf der ganzen Erde.
											Und all die Bilder, die ich Ihnen gezeigt habe,
											wurden von den Mitgliedern eingesandt.
											Diese Gesellschaft besteht, 
um die Menschen daran zu erinnern,
											dass Wolken kein Grund zum Jammern sind.
											Im Gegenteil. 
Sie sind tatsächlich das Vielfältigste,
											Evokativste und Poetischte, 
was die Natur zu bieten hat.
											Ich glaube, wenn Sie von Zeit zu Zeit 
Ihren Kopf in den Wolken tragen,
											hilft Ihnen dies, mit beiden Beinen 
fest auf dem Boden zu stehen.
											Und mithilfe meiner liebsten Wolkenart,
											möchte ich Ihnen zeigen warum.
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
											Vamos a empezar con este. 
Es un cirro, nombre que viene
											de la palabra latina para designar un mechón de pelo.
											Se compone en su totalidad de cristales de hielo
											cayendo en cascada desde 
la parte superior de la troposfera.
											Conforme estos cristales de hielo caen,
											pasan a través de diferentes capas con diferentes vientos
											que los aceleran y frenan,
											dándole a la nube esta apariencia de cepillado,
											estas formas de pinceladas 
conocidas como mechones caídos.
											Y estos vientos allá arriba pueden ser muy feroces.
											Pueden ser de entre 300 y 500 km por hora.
											Estas nubes van muy rápido,
											pero desde aquí abajo
											parecen moverse con gracia, lentamente,
											como casi todas las nubes.
											Así que para sintonizarse con las nubes hay que ir despacio,
											calmarse.
											Es como un poco de meditación diaria.
									","
											Bununla başlayalım. Bu saçak bulutu,
											adı Latince'de saç lülesi demektir.
											Tamamen buz kristallerinden oluşur
											ardarda dizilerek üst troposfer ulaşır
											ve bu buz kristalleri düşerken,
											birçok farklı rüzgara sahip farklı katmanlardan geçiyorlar
											ve buluta, sonbahar çizgileri denilen
											bu fırça darbesi görünümünü
											verebilmek için hızlanıp yavaşlıyorlar.
											Ve bu rüzgarlar çok ama çok sert olabiliyor
											Saatte 200 mil, 300 mil hıza kadar çıkabiliyorlar.
											Bu bulutlar her yeri bombalıyorlar,
											fakat buradan, aşağıdan,
											incelikle, yavaş yavaş hareket ediyor gibi görünüyorlar
											tıpkı diğer çoğu bulut türü gibi.
											Ve bu yüzden ""bulutlara ayarlanmak""; yavaşlamak
											sakinleşmek demek.
											Bu biraz da olsa günlük meditasyona benzer.
									","
											Lassen Sie uns mit einer
Cirrus-Wolke anfangen,
											benannt nach dem lateinischen Begriff 
für eine Haarlocke.
											Sie besteht ganz aus Eiskristallen,
											die sich aus den höheren Bereichen 
der Troposphäre ergießen.
											Wenn diese Kristalle fallen,
											durchqueren sie Schichten, 
deren unterschiedliche Winde
											sie beschleunigen und bremsen,
											wodurch diese Wolken aussehen, 
wie mit dem Pinsel verwischt.
											Diese faserigen Formen heißen Fallstreifen.
											Die Winde dort oben können 
sehr heftig wehen.
											Sie erreichen 320 bis 480 km/h.
											Diese Wolken rasen dahin,
											aber von hier unten
											scheinen sie sich so 
anmutig und langsam zu bewegen
											wie die meisten anderen Wolken.
											Sich auf Wolken einzustimmen bedeutet,
											langsamer und ruhiger zu werden.
											Es ist ein bisschen wie eine Alltags-Meditation.
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
											Estas son nubes comunes.
											¿Qué pasa con las más raras, como las lenticulares,
											las nubes lenticulares con forma de ovni?
											Estas nubes se forman en regiones montañosas.
											Cuando hay viento, este se eleva 
para sobrepasar la montaña,
											y puede ondularse en la curva del pico,
											con estas nubes flotando en la cima
											de estas ondas de aire estacionarias e invisibles,
											estas formas como de platillo volador,
											y algunas de las primeras fotos en blanco y negro de ovnis,
											son de hecho nubes lenticulares. Es cierto.
									","
											Burada gördükleriniz yaygın bulutlar.
											Peki ya nadir görülenler, mesela merceksel bulut gibi,
											UFO şeklindeki merceksel bulut gibi?
											Bu bulutlar dağlar bölgesinde oluşurlar.
											Rüzgar geçtiğinde, dağın üstüne yükselir,
											bu uçan daire gibi formlar
											bulutların süzüldüğü bu zirvede,
											havanın görünmeyen dalgalarıyla,
											bir dalga yolu gibi yolun rüzgar almayan tarafında yer alabilirler
											ve bazı eski siyah beyaz UFO fotoğrafları
											aslında merceksel bulutlardır .Evet bu doğru.
									","
											Das sind gewöhnliche Wolken.
											Was ist mit den selteneren, 
wie der Lenticularis,
											die aussieht, wie ein UFO?
											Solche Wolken formen sich in Gebirgen.
											Wenn der Wind an den Berghängen hochsteigt,
											weht er an der Lee-Seite des Gipfels 
manchmal wellenartig weiter,
											und durch die Wolken, 
die über diesem unsichtbaren Wellenkamm
											auf einem Meer von Wind schweben,
											formen sich diese fliegenden Untertassen.
											Einige der frühen schwarz-weissen UFO-Fotos
											sind in Wirklichkeit 
Lenticularis-Wolken.
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
											Un poco más raras son los nubes agujero.
											Las vemos cuando una capa de gotas de agua
											muy, muy frías empiezan a congelarse en una región,
											y esta congelación pone en marcha una reacción 
en cadena que se extiende hacia el exterior
											con los cristales de hielo cayendo en cascada,
											dando la apariencia de tentáculos de medusa.
									","
											Biraz daha nadir olanlar ise fallstreak delikleridir. Anladınız mı?
											Bir katman çok çok soğuk
											su damlacıklarından oluşur ve bir bölgede donmaya başlarlar
											ve bu donma buz kristallerinin peş peşe birikmesi ve
											aşağıya düşmesiyle deniz anası bacakları görünümü veren
											bir zincirleme reaksiyon başlatır,
									","
											Ein bisschen seltener sind 
die Fallstreifen-Löcher, die entstehen
											wenn eine Schicht 
aus sehr kalten Wassertropfen
											an einem Punkt anfängt zu gefrieren.
											Das löst eine Kettenreaktion aus, 
die sich nach außen ausbreitet
											und bei der die Eiskristalle hinabfallen.
											Dadurch entsteht der Eindruck von Quallententakeln an der Wolkenunterseite.
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
											Más rara aún es la nube Kelvin-Helmholtz.
											No es un nombre muy elegante. Necesita que se lo cambien.
											Esta nube parece una sucesión de olas rompiéndose,
											y esto es causado por vientos de corte: los vientos
											por encima y por debajo de la capa de nubes
											difieren significativamente, y en el centro, en medio,
											se consigue esta ondulación del aire,
											y si la diferencia de velocidades es la adecuada,
											la parte superior de los rizos se ondula
											en estos hermosos vórtices ondulatorios.
									","
											Yine daha nadir olanlardan Kelvin–Helmholtz bulutu.
											Pek zarif bir isim sayılmaz. Bir isim değişikliğine ihtiyacı var.
											Görüntüsü kırılan dalgalara benzer
											ve rüzgarların kesilmesiyle oluşur — bulut katmanının
											üstündeki ve altındaki rüzgarlar önemli ölçüde
											değişim gösterir ve ortada, ikisinin arasında
											bu dalgalanan havayı elde edersiniz.
											Ve eğer hız farkı doğru ise,
											dalgalanmanın üst kısımları bu güzel dalga benzeri girdaplar
											şeklinde bükülür.
									","
											Noch seltener, ist die Kelvin-Helmholtz-Wolke.
											Kein besonders peppiger Name. 
Müsste mal umbenannt werden.
											Sie sieht aus, wie eine Reihe brechender Wellen,
											Winde verursachen hier eine Scherschicht.
											Die Winde über und unter 
der Wolkenschicht
											unterscheiden sich stark.
In der Mitte,
											zwischen den Winden, 
entstehen Luftwirbel.
											Wenn der Geschwindigkeitsunterschied 
genau richtig ist,
											werden die Spitzen der Wolkenwellen umgebogen
											und diese schönen, wie brechende Wellen 
aussehenden Wirbel entstehen.
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
											Son nubes más inusuales que el cirro,
											pero no son tan inusuales.
											Si alzan su mirada y prestan atención al cielo,
											las verán tarde o temprano,
											tal vez no vean nubes tan impresionantes como estas, pero las verán.
											Y las verán en la zona donde viven.
											Las nubes son el espectáculo
											más igualitario de la naturaleza, porque todos tenemos
											una fantástica vista del cielo.
											Y estas nubes, las más inusuales,
											nos recuerdan que lo exótico 
puede encontrarse en lo cotidiano.
											No hay nada más revitalizante, más estimulante
											para una mente activa y curiosa, que ser sorprendida,
											ser maravillada. Por eso estamos 
todos aquí, en TED, ¿cierto?
											Pero no tienen que precipitarse
											lejos de lo familiar, al otro lado del mundo,
											para ser sorprendidos.
											Solo tienen que salir,
											prestar atención a lo que es tan común, tan cotidiano,
											tan mundano, que el resto del mundo lo pasa por alto.
									","
											Bunlar saçak buluttan daha nadir bulutlardır.
											Ama çok da nadir değiller.
											Eğer yukarıya bakıp dikkatinizi gökyüzüne verirseniz
											onları er yada geç görürsünüz.
											Bu kadar dramatik olmasa da onları görürsünüz.
											Ve onları yaşadığınız yerde de göreceksiniz.
											Bulutlar doğanın görüntüsünün en eşitlikçi
											varlıklarıdır, çünkü hepimiz çok güzel,
											inanılmaz bir gökyüzü manzarasına sahibiz.
											Ve bu bulutlar, daha nadir olan bu bulutlar,
											bize, egzotik şeylerin de her gün bulunabileceğini gösterirler.
											Hiçbir şey şaşırmaktan,
											hayrete düşmekten daha besleyici, daha ufuk açıcı değildir.
											Ki bu da hepimizin neden burada, TED' de olduğumuzu gösteriyor, değil mi?
											Fakat artık şaşırmak için
											tanıdık, bildiğimiz dünyadan
											ayrılmanıza gerek yok.
											Sadece dışarı çıkmanız gerekiyor
											çok sıradan olan, her gün olan, olağan olduğu için
											diğer herkesin kaçırdığı şeylere dikkat göstermeniz gerekiyor.
									","
											Sie kommen seltener vor 
als die Cirrus-Wolken,
											aber so selten auch wieder nicht.
											Wenn Sie nach oben sehen und dem Himmel 
etwas Aufmerksamkeit schenken,
											werden Sie sie früher oder später sehen,
											wenn vielleicht auch nicht ganz so 
spektakuläre wie diese.
											Und zwar dort, wo Sie wohnen.
											Wolken sind die größten Gleichmacher,
											wenn es um die Schönheit der Natur geht,
											weil wir alle einen gleich guten Blick 
auf den Himmel haben.
											Und diese seltenen Wolken,
											erinnern uns daran, dass 
das Exotische auch im Alltag zu finden ist.
											Nichts ist nährender und stimulierender
											für einen aktiven, forschenden Geist, 
als überrascht und erstaunt zu werden.
											Das ist es doch, warum wir alle 
hier bei TED sind, richtig?
											Aber es besteht kein Grund,
											um die halbe Welt zu reisen,
											nur um überrascht zu werden.
											Sie brauchen nur einen Schritt 
nach draußen zu gehen,
											und das zu beachten, 
das so gewöhnlich, so alltäglich
											so banal ist, 
dass alle anderen es übersehen.
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
