en,pt,es,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											Everyone knows what a sock puppet is,
											but have you ever thought
about who created it,
											or what their life was like?
											Obits are a signature form of journalism.
											An art form, if you will.
											It's an opportunity for a writer
to weave the tale of a person's life
											into a beautiful narrative.
									","
											Todos conhecem a boneca de meia,
											mas já alguma vez pensaram
em quem a criou?
											Ou como era a vida dele?
											Os obituários são uma espécie
de assinatura do jornalismo.
											Uma forma de arte, se quiserem.
											É uma oportunidade para um escritor
de tecer a história da vida duma pessoa
											numa bela narrativa.
									","
											Todos saben lo que es,
											¿pero alguna vez han pensado
en quién la creó,
											o cómo era su vida?
											Los obituarios son 
una forma de periodismo.
											Una forma de arte, diría.
											Es una oportunidad para que
un escritor teja la vida de una persona
											en una bella narración.
									","
											Herkes bir çorap kuklasının 
ne olduğunu bilir
											ancak daha önce hiç kimin yarattığını
											veya hayatlarının nasıl 
olduğunu düşündünüz mü?
											Ölüm ilanları, gazeteciliğin
önemli bir biçimi.
											Tabiri caizse bir sanat biçimi.
											Bir yazar için bir kişinin 
hayatının öyküsünü
											güzel bir anlatıya 
dönüştürmek için bir fırsat.
									","
											Tout le monde sait ce que c'est,
											mais avez-vous déjà pensé à son inventeur,
											ou à quelle fut sa vie ?
											La nécrologie fait partie
des signatures du journalisme,
											c'est une forme d'art.
											C'est l'occasion pour un auteur
de tisser l'histoire d'une personne
											en un conte merveilleux.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											Since 1851,
											the ""New York Times""
has published thousands of obituaries.
											For heads of state, famous celebrities,
											even the person who came up
with the name on the Slinky.
											There's just one problem.
											Only a small percentage of them
											chronicle the lives of women
and people of color.
											That's the impetus
behind a project I created
											called ""Overlooked,""
											which tells the stories
of marginalized groups of people
											who never got an obit.
											It's a chance for the newspaper to revisit
its 168-year existence
											and fill in the gaps
											for people who were,
for whatever reason, left out.
											It's a chance to right
the wrongs of the past,
											and to refocus society's lens
on who is considered important.
									","
											A partir de 1851,
											o New York Times publicou
milhares de obituários.
											Para chefes de estado,
para celebridades famosas,
											até para a pessoa
que arranjou o nome para o Slinky.
											Só há um problema.
											Só uma pequena percentagem deles
											abarcavam a vida de mulheres
e de pessoas de cor.
											Foi esse o motivo do projeto que eu criei
											chamado ""Overlooked""
											que conta as histórias de grupos
de pessoas marginalizadas
											que nunca tiveram um obituário.
											É a possibilidade de o jornal
rever os seus 168 anos de existência
											e preencher os vazios
											para pessoas que, por qualquer razão,
foram esquecidas.
											É uma possibilidade de corrigir
os erros do passado,
											e de focar as lentes da sociedade
sobre quem consideramos importantes.
									","
											Desde 1981,
											el ""New York Times"" ha publicado
miles de obituarios.
											Para jefes de estado,
celebridades famosas,
											incluso la persona a la que
se le ocurrió el nombre Slinky.
											Solo hay un problema.
											Solo un pequeño porcentaje de ellos
											cuentan las vidas de mujeres
y personas de color.
											Ese es el ímpetu detrás
de un proyecto que creé
											llamado ""Overlooked"",
											que cuenta la historia de
grupos marginalizados
											que nunca tuvieron un obituario.
											Es una oportunidad para que el periódico
revise sus 168 años de existencia
											y llenar los huecos
											para personas que, por
alguna razón, quedaron fuera.
											Es una oportunidad de corregir
los errores del pasado,
											y reenfocar la lente de la sociedad
sobre quién se considera importante.
									","
											1851'den beri
											New York Times binlerce 
ölüm ilanı yayımladı.
											Devlet başkanlarının, ünlülerin,
											Slinky ismini bulan kişinin bile.
											Sadece bir sorun var.
											Yalnızca küçük bir kısmı
											beyaz olmayan kişilerin ve kadınların 
hayatlarını tarihe yazıyor.
											İşte, yarattığım ""Gözden Kaçmış"" adındaki
projenin arkasındaki itici güç bu.
											Bu proje, hiç ölüm ilanı yayımlanmayan
											dışlanmış insanların 
hikâyelerini anlatıyor.
											Gazetenin 168 yıllık varlığını
tekrar ele alması
											ve hangi nedenle olursa olsun
dışlanan insanlar için
											boşlukları doldurması için bir fırsat.
											Geçmişteki yanlışları düzeltmek
ve toplumun kimin önemli kabul edildiği
											konusundaki bakış açısını
değiştirmek için bir fırsat.
									","
											Depuis 1851,
											le « New York Times » a publié
des milliers de nécrologies.
											Celles de chefs d'État, de célébrités,
											et même la personne qui a trouvé
le nom pour le Slinky.
											Mais il y a un petit problème.
											Seul un faible pourcentage des nécrologies
											relate les vies de femmes 
et de personnes de couleur.
											C'est ça qui a initié le projet
que j'ai fondé :
											« Overlooked » [ignorés],
											qui raconte l'histoire de personnes
de communautés marginalisées,
											ignorées des nécrologies.
											C'est l'occasion pour le journal
de revisiter ses 168 années d'existence
											et de remplir les lacunes
											qui ont abandonné certaines personnes,
peu importe la raison.
											C'est une chance pour corriger
les erreurs du passé,
											et focaliser l'opinion de la société
sur qui est considéré comme important.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											I came up with the idea
when I first joined Obituaries in 2017.
											The Black Lives Matter movement
was at a rolling boil,
											and the conversation on gender inequality
had just started bubbling up again.
											And at the same time, I wondered,
as a journalist and as a woman of color,
											what could I do to help
advance this conversation.
											People were coming out of the shadows
											to tell stories of injustices
that they had faced,
											and I could feel their pain.
											So I noticed we would get
these emails, sometimes, from readers,
											saying, ""Hey, why don't you have
more women and people of color
											in your obituaries?""
											And I thought, ""Yeah, why don't we?""
									","
											Esta ideia surgiu-me em 2017,
quando entrei para os Obituários.
											O movimento ""Black Lives Matter""
estava em plena ebulição
											e as conversas sobre a desigualdade
de género tinham voltado a aquecer.
											Ao mesmo tempo, enquanto
jornalista e mulher de cor,
											pensei no que podia fazer para ajudar
a avançar com essas conversas.
											As pessoas estavam a sair da sombra
											para contar histórias de injustiças
que tinham enfrentado
											e eu sentia o sofrimento delas.
											Reparei que, por vezes, recebíamos
""emails"" dos leitores, dizendo:
											""Porque é que não há
mais mulheres e pessoas de cor
											""nos vossos obituários?""
											E pensei: ""Sim, porque é que não há?""
									","
											Se me ocurrió la idea cuando me uní 
por primera vez a Obituarios en 2017.
											El movimiento ""The Black Lives Matter""
estaba en plena ebullición,
											y la conversación sobre la desigualdad
de género empezaba de nuevo.
											Al mismo tiempo, me pregunté,
como periodista y mujer de color
											qué podría hacer para ayudar
al avance de esta conversación.
											La gente surgía de las sombras
											para contar las historias
de injusticia que enfrentaban,
											y podía sentir su dolor.
											Y me di cuenta de que recibía estos
emails, a veces, de lectores
											diciendo: ""Oye, ¿por qué no tienen
más mujeres o gente de color
											en sus obituarios?"".
											Y pensé: ""Sí, ¿por qué no?"".
									","
											Bu fikir aklıma 2017'de 
Obituaries'e katıldığımda geldi.
											Black Lives Matter hareketi
oldukça popülerdi
											ve cinsiyet eşitsizliği üzerine konuşmalar
tekrardan ortaya çıkmıştı.
											Bunlarla birlikte bir gazeteci
ve beyaz olmayan bir kadın olarak
											bu konuşmaların ilerlemesine yardım etmek
için ne yapabileceğimi merak ettim.
											İnsanlar yüzleştikleri adaletsizliklerin
											hikâyelerini anlatmak için 
gölgelerden çıkıyordu
											ve onların acılarını hissedebiliyordum.
											Bazen okuyuculardan aldığım 
maillerde şunların yazdığını fark ettim:
											""Hey, ölüm ilanlarında 
neden daha fazla kadına
											ve beyaz olmayan insana
yer vermiyorsun?""
											Ben de şöyle düşündüm: 
""Evet, neden yer vermiyoruz?""
									","
											J'ai eu l'idée quand j'ai rejoint
la rubrique en 2017.
											Le mouvement Black Lives Matter
était à ébullition,
											et la conversation sur le sexisme
venait de remonter à la surface.
											En même temps, je me demandais,
comme journaliste et femme de couleur,
											ce que je pouvais faire pour aider
à avancer cette conversation.
											Les gens sortaient de l'ombre
											pour raconter leurs histoires d'injustices
											et je pouvais sentir leur peine.
											Alors j'ai remarqué
certains mails des lecteurs,
											nous en disant : « Pourquoi y a-t-il
si peu de femmes et de gens de couleur
											dans vos nécrologies ? »
											Et j'ai pensé : « C'est vrai. Pourquoi ? »
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											Since I was new to the team,
I asked my colleagues,
											and they said, ""Well, the people
who are dying today
											are from a generation
when women and people of color
											weren't invited to the table
to make a difference.
											Perhaps in a generation or two,
											we'll start to see more women
and people of color in our obituaries.""
											That answer just wasn't satisfying at all.
									","
											Como eu era nova na equipa,
perguntei aos meus colegas
											e eles disseram: ""As pessoas
que estão hoje a morrer
											""são de uma geração
em que as mulheres e as pessoas de cor
											""não eram convidadas
para discutirem a diferença.
											""Talvez dentro de uma ou duas gerações,
											""comecemos a ver mais mulheres
e pessoas de cor nos obituários"".
											Essa resposta não era
minimamente satisfatória.
									","
											Como era nueva en el equipo,
pregunté a mis colegas,
											y dijeron: ""Bueno, la gente
que muere hoy en día
											son de una generación donde
las mujeres y personas de color
											no eran invitadas a la mesa
para marcar una diferencia.
											Quizás en una generación o dos,
											empezaremos a ver más mujeres
y gente de color en nuestros obiturarios"".
											Esa respuesta no fue satisfactoria.
									","
											Ekibe daha yeni katıldığımdan dolayı
iş arkadaşlarıma sordum
											ve onlar da dedi ki:
											""Bugün ölen insanlar, kadınların
ve beyaz olmayanların fark yaratmak için
											masaya çağrılmadığı 
bir nesilden geliyorlar.
											Muhtemelen bir ya da iki nesil içinde
ölüm ilanlarında daha fazla kadın
											ve beyaz olmayan insanları 
görmeye başlayacağız.""
											Bu cevap, hiç de tatmin edici değildi.
									","
											Puisque j'étais nouvelle,
j'ai demandé à mes collègues
											et ils ont dit : « Les gens
qui meurent aujourd'hui
											sont d'une génération où
les femmes et les gens de couleur
											n'étaient pas invités à la table
de ceux qui font la différence.
											D'ici une génération ou deux,
											on va voir plus de femmes
et gens de couleur dans nos nécrologies. »
											Cette réponse n'était pas satisfaisante.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											(Laughter)
									","
											Eu queria saber:
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											I wanted to know:
Where are all the dead women?
									","
											Onde estão todas as mulheres mortas?
									","
											Quería saber: ¿Dónde están
todas las mujeres muertas?
									","
											Bilmek istiyordum:
Tüm ölü kadınlar neredeydi?
									","
											J'ai voulu savoir où diable
étaient toutes les femmes décédées.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											So I started thinking about how we hear
about people who have died, right?
											Number one way
is through reader submissions.
											And so I thought,
											""Well, what if we were to look
at international newspapers
											or scour social media?""
											It was around this time when ...
											Everything was swirling in my mind,
											and I came across a website
about Mary Outerbridge.
											She was credited with introducing
tennis to America in 1874.
											And I thought, wow,
one of the biggest sports in America
											was introduced by a woman?
											Does anyone even know that?
											And did she get a New York Times obituary?
											Spoiler alert — she did not.
									","
											Por isso, comecei a pensar sobre como 
ouvimos falar das pessoas que morreram.
											A primeira forma é através
das informações dos leitores.
											Por isso, pensei:
											""E se observássemos
os jornais internacionais
											""ou procurássemos as redes sociais?""
											Foi por esta altura em que
											estava tudo a rodopiar
na minha cabeça
											que encontrei um ""website""
sobre Mary Outerbridge.
											Atribuía-se-lhe a introdução
do ténis nos EUA em 1874.
											Pensei: ""Uau! Um dos principais
desportos nos EUA
											""foi introduzido por uma mulher?""
											Alguém sabe disso?
											Teve direito a um obituário
no New York Times?
											Surpresa. Não, não teve.
									","
											Comencé a pesar en cómo descubrimos
que las personas han muerto.
											La primera forma es a través
de cartas de los lectores
											Y así pensé:
											""Bueno, ¿y si mirásemos 
los periódicos internacionales
											o buscamos en las redes sociales?.
											Fue alrededor de esta época cuando...
											Todo se arremolinaba en la mente,
											y me encontré con un sitio web
sobre Mary Outerbridge.
											A ella se le atribuyó la introducción
del tenis en América en 1874.
											Pensé: ""Vaya, ¿uno de los deportes
más importantes en América
											fue introducido por una mujer?"".
											¿Alguien sabía eso?
											¿Y ella tuvo un obituario
en el New York Times?
											Alerta de spoiler: no lo tuvo.
									","
											Bu yüzden ölen insanları nasıl 
duyduğumuzu düşünmeye başladım.
											Birinci yol, okuyucu bildirileri 
aracılığı ile.
											Dolayısıyla şöyle düşündüm:
											""Peki ya uluslararası gazetelere
veya sosyal medyaya bakarsak?""
											Her şeyin kafamda dönüp 
durduğu bir zamanda
											Mary Outerbridge hakkındaki
bir internet sitesine denk geldim.
											1874'te Amerika'ya 
tenisi tanıtmakla biliniyor.
											Vay, Amerika'daki en büyük sporlardan biri
											bir kadın tarafından mı 
tanıtılmış diye düşünmüştüm.
											Bunu bilen biri bile var mı?
											New York Times ölüm ilanlarına çıktı mı?
											Spoiler uyarısı: Hayır, çıkmadı.
									","
											Alors j'ai commencé à penser comment
on apprend la mort de quelqu'un.
											La première façon provient
des informations des lecteurs.
											Donc j'ai pensé :
											« Et si on regardait
dans la presse internationale
											ou les médias sociaux ? »
											À la même époque...
											tout tournoyait dans ma tête,
											et je suis tombée sur un site
au sujet de Mary Outerbridge.
											Elle a introduit le tennis
en Amérique en 1974.
											Et j'ai été impressionnée qu'un
des sports principaux en Amérique
											ait été introduit par une femme.
											Quelqu'un est-il même au courant ?
											A-t-elle a eu une nécrologie
au New York Times ?
											Je vais le divulgacher : non.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											So then I wondered who else we missed.
											And it sent me on this deep dive
through the archives.
											There were some surprises.
											The pioneering journalist Ida B. Wells,
											who started the campaign against lynching.
											The brilliant poet Sylvia Plath.
											Ada Lovelace, a mathematician
											now recognized as the first
computer programmer.
									","
											Fiquei a pensar quem mais
teríamos omitido.
											Mergulhei profundamente nos arquivos.
											Encontrei algumas surpresas.
											A jornalista pioneira Ida B. Wells
											que iniciou a campanha
contra os linchamentos.
											A brilhante poetisa Sylvia Plath.
											Ada Lovelace, matemática
											hoje reconhecida como a primeira
programadora de computador.
									","
											Entonces me pregunté quién más faltaba,
											lo que me llevó a indagar en los archivos.
											Hubo algunas sorpresas.
											La periodista pionera Ida B. Wells,
											quién comenzó la campaña
contra el linchamiento.
											La brillante poeta Sylvia Platch.
											Ada Lovelace, la matemática
											ahora reconocida como
el primer programador de computadoras.
									","
											Bu yüzden başka kimleri 
kaçırdığımızı merak ettim
											ve bu merak, beni arşivdeki
derin bir yolculuğa yolladı.
											Bazı sürprizler vardı.
											Linç karşıtı kampanyayı başlatan
											öncü gazeteci Ida B. Wells.
											Harika şair Sylvia Plath.
											Matematikçi, şimdi ise ilk bilgisayar 
programcısı olarak tanınan Ada Lovelace.
									","
											Je me suis demandé ensuite
qui nous avions oublié.
											Ce qui m'a fait plonger dans les archives.
											Des surprises m'y attendaient :
											Une pionnière du journaliste Ida B. Wells,
											qui lancé la campagne contre le lynchage.
											La poète brillante Sylvia Plath.
											Ada Lovelace, une mathématicienne
											enfin reconnue comme la première personne
à avoir programmé un ordinateur.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											So I went back to my team and I said,
											""What if we were to tell
their stories now?""
											It took a while to get buy-in.
											There was this concern that, you know,
											the newspaper might look bad
											because it didn't get it right
the first time.
											It was also a little weird
to sort of look back at the past,
											rather than cover news stories of our day.
											But I said, ""Guys, I really think
this is worthwhile.""
											And once my team saw the value in it,
											they were all in.
											And so, with the help
of a dozen writers and editors,
											we launched on March 8, 2018,
											with the stories of 15 remarkable women.
									","
											Voltei à minha equipa e disse:
											""E se contássemos agora estas histórias?""
											Levei algum tempo a vender a ideia.
											Havia a preocupação
de que o jornal ficasse mal visto
											por não ter feito a coisa certa
logo à primeira.
											Também era um pouco estranho
olhar para o passado,
											em vez de cobrir as notícias do dia.
											Mas eu disse: ""Penso que vale a pena"".
											Quando a minha equipa viu
o valor que tinha, alinharam todos.
											Assim, com a ajuda de uma dúzia
de escritores e editores,
											começámos, em março de 2018,
											com as histórias de 15 mulheres notáveis.
									","
											Así que volví con mi equipo y dije:
											""¿Y si tuviéramos que
contar sus historias ahora?"".
											Tardé un tiempo en convencerlos.
											Hubo esta preocupación de que
el periódico podría verse mal
											porque no lo hizo bien la primera vez.
											También fue un poco raro mirar al pasado,
											en vez de cubrir noticias actuales.
											Pero dije: ""Chicos, realmente creo
que vale la pena"".
											Una vez que mi equipo vio su valor,
											apoyaron la iniciativa.
											Y con la ayuda de una docena
de escritores y editores,
											arrancamos el 8 de marzo de 2018,
											con la historia de 15 mujeres remarcables.
									","
											Ekibe döndüm ve dedim ki:
											""Peki ya şimdi 
onların hikâyelerini anlatırsak?""
											Destek almak biraz zaman aldı.
											Şöyle bir endişe vardı, anlarsınız ya,
											gazete ilk seferinde hata 
yaparsa kötü gözükebilirdi.
											Aynı zamanda günümüz hikâyeleri yerine
											geçmişe bakmak bir nevi biraz garipti.
											Ama onlara, buna değeceğini söyledim.
											Değerini görür görmez
											ekibim de işin içine girdi.
											Bir düzine yazar ve editörün yardımıyla
											8 Mart 2018'de olağanüstü 
15 kadının hikâyesini yayımladık.
									","
											J'ai proposé à mon équipe :
											« Et si on racontait enfin
leur histoire maintenant ? »
											Recueillir leur adhésion
a pris un certain temps.
											Il y avait ce souci que, vous savez,
											celui de la mauvaise presse
											de ne pas avoir bien agi la première fois.
											C'était aussi un peu bizarre
de regarder le passé,
											plutôt que de couvrir
les nouvelles du jour.
											Mais j'ai insisté
car cela en valait la peine.
											Et quand mon équipe a reconnu la valeur,
											ils étaient tous conquis.
											Avec l'aide de nombreux
écrivains et éditeurs,
											nous avons lancé le 8 mars 2018,

											les histoires de 15 femmes remarquables.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											And while I knew that the work
my team was doing was powerful,
											I didn't expect the response
to be equally powerful.
											I had hundreds of emails.
											They were from people who said,
											""Thank you for finally giving
these women a voice.""
											They were from readers who said,
											""I cried on my way to work,
reading these stories,
											because I felt seen for the first time.""
											And they were from colleagues
of mine, who said,
											""I never thought a woman of color
											would be allowed to achieve
something like this
											at the 'New York Times.'""
											I also got about 4,000 reader submissions
											suggesting who else
we might have overlooked.
											And some of those are my favorite
stories in the project.
									","
											Embora eu soubesse que o trabalho
que a minha equipa fazia era poderoso,
											não estava à espera que a reação
fosse igualmente poderosa.
											Recebi centenas de ""emails"".
											Eram de pessoas que diziam:
											""Obrigado por, finalmente,
terem dado voz a estas mulheres"".
											Eram de leitoras que diziam:
											""Chorei, a caminho do trabalho,
ao ler estas histórias,
											""porque me senti visível
pela primeira vez"".
											Eram de colegas minhas, que diziam:
											""Nunca pensei que uma mulher de cor
											""pudesse conseguir uma coisa destas
											""no New York Times"",
											Também recebi cerca
de 4000 pedidos de leitores
											sugerindo quem podia ter sido esquecido.
											Alguns deles são as minhas histórias
preferidas do projeto.
									","
											Aunque sabía que el trabajo
que hacía mi equipo era importante,
											no esperé que la respuesta
fuera igualmente significativa.
											Recibí cientos de correos electrónicos.
											Eran de gente que decía:
											""Gracias por dar finalmente
una voz a estas mujeres"".
											Eran de lectores que decían:
											""Lloré en el camino al trabajo
leyendo estas historias,
											porque me sentí visible por primera vez"".
											Y fueron mis colegas quienes dijeron:
											""Nunca pensé que una mujer de color
											fuera capaz de conseguir algo como esto
											en el ""New York Times"".
											También recibí cerca de
4000 peticiones de lectores
											sugiriendo quién más
pudo ser pasado por alto.
											Y algunas son mis historias 
favoritas en el proyecto.
									","
											Ekibimin yaptığı işin 
etkili olduğunu bilsem de
											tepkilerin eşit derecede 
güçlü olmasını beklemiyordum.
											Yüzlerce eposta aldım.
											""Sonunda bu kadınları 
dile getirdiğin için teşekkür ederim.""
											diyen kişilerden geliyordu.
											""İşe giderken bu hikâyeleri 
okuyarak ağladım.
											Çünkü ilk defa göründüğümüzü hissettim.""
											diyen okuyucular geliyordu.
											""Daha önce hiç beyaz olmayan bir kadının
											New York Times'ta böylesine bir başarı
elde edebileceğini düşünmemiştim.""
											diyen meslektaşlarımdan geliyordu.
											Aynı zamanda gözden kaçmış kişileri 
öneren 4000 okuyucu bildirimi de aldım.
											Bazıları, projedeki
en sevdiğim hikâyelerdendi.
									","
											Je savais que le travail
de notre équipe était puissant,
											mais je ne m'attendais pas
à une réaction aussi puissante.
											J'ai reçu des centaines de courriels.
											Des gens qui nous disaient :
											« Merci pour enfin donner
une voix à ces femmes. »
											D'autres lecteurs nous disaient :
											« J'ai pleuré en allant au travail,
en lisant ces histoires,
											car je me suis sentie vue
pour la première fois. »
											Certaines venaient de mes collègues :
											« Je n'ai jamais pensé
qu'une femme de couleur
											puisse réussir une telle chose
											au New York Times. »
											4 000 lecteurs nous ont envoyé des noms,
											suggérant tous ceux que
nous aurions pu négliger.
											Et certaines de leurs histoires
sont mes préférées du projet.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											My all-time favorite is Grandma Gatewood.
									","
											A minha preferida, acima de todas,
é a Grandma Gatewood.
									","
											Mi favorita es Grandma Gatewood.
									","
											En çok sevdiğim ise 
Büyükanne Gatewood'du.
									","
											Ma préférée parmi toutes
est grand-mère Gatewood.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
