en,fr,es,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
											So what is the blockchain?
											Blockchain technology
is a decentralized database
											that stores a registry
of assets and transactions
											across a peer-to-peer network.
											It's basically a public registry
											of who owns what and who transacts what.
											The transactions are secured
through cryptography,
											and over time, that transaction history
gets locked in blocks of data
											that are then cryptographically
linked together and secured.
											This creates an immutable,
unforgeable record
											of all of the transactions
across this network.
											This record is replicated
on every computer that uses the network.
									","
											Qu'est-ce que la blockchain ?
											La technologie de la blockchain
est une base de données décentralisée
											qui conserve un registre
des actifs et des transactions
											à travers un réseau pair-à-pair.
											Globalement, c'est un registre public
											de qui détient quoi
et qui effectue quelle transaction.
											Les transactions sont sécurisées
grâce à un chiffrement
											et, avec le temps,
l'historique de transactions
											est verrouillé sous forme
de blocs de données
											qui sont liés ensemble et sécurisés
par cryptographie.
											Cela créé un registre
inaltérable et infalsifiable
											de toutes les transactions dans le réseau.
											Ce registre est répliqué
sur tous les ordinateurs du réseau.
									","
											Entonces, ¿qué es la cadena de bloques?
											La tecnología de la cadena de bloques
es una base de datos descentralizada
											que almacena un registro
de activos y transacciones
											en una red peer-to-peer.
											Es prácticamente una registro público
											de quién posee qué y
quién gestiona qué.
											Las transacciones se protegen
con criptografía,
											y el historial de transacciones
se guarda en bloques de datos
											que más tarde se agrupan y protegen
mediante criptografía.
											Esto crea un registro
inmutable e infalsificable
											de todas las transacciones de esta red.
											El registro se copia en cada
ordenador que utiliza la red.
									","
											Portanto, o que é a ""blockchain""?
											A tecnologia ""blockchain"" trata-se
de uma base de dados descentralizada
											que armazena um registo 
de ativos e transações
											através de uma rede ponto-a-ponto.
											É basicamente um registo público
											de quem tem o quê 
e de quem transaciona o quê.
											As transações são protegidas 
através de criptografia,
											e ao longo do tempo, 
esse histórico de transações
											fica trancado em blocos de dados
											que são então criptograficamente 
ligados e protegidos.
											Isto cria um registo imutável
e impossível de falsificar
											de todas as transações através da rede.
											Este registo é replicado em todos 
os computadores que usam a rede.
									","
											Peki blok zinciri nedir?
											Blok zinciri teknolojisi, 

											varlıkların ve yapılan işlemlerin 
eşler arası bir ağda kaydını tutan,
											merkezi olmayan bir veritabanı.
											Temel olarak herkese açık bir şekilde,
											kimin neye sahip olduğunu ve
kimin ne işlem yaptığını
											tutan bir kayıt defteri.
											İşlemler kriptografi ile
güven altına alınmış
											ve zamanla, işlem geçmişi
veri blokları ile kilitleniyor,
											bunlar da kriptografi ile birbirine 
bağlanarak güven altına alınıyor.
											Bu da ağ boyunca tüm işlemlerde
											değişmez ve yeniden işlenemez
kayıtlar yaratıyor.
											Bu kayıtlar, ağı kullanan 
her bilgisayarda kopyalanıyor.
									","
											Was ist also die Blockchain?
											Blockchaintechnologie ist eine
dezentralisierte Datenbank,
											die ein Anlagen- und
Transaktionenverzeichnis
											über ein Peer-to-Peer-Netzwerk speichert.
											Es ist im Grunde ein
öffentliches Verzeichnis
											von Eigentümern und Überweisern.
											Die Transaktionen sind
durch Kryptographie gesichert,
											und der Transaktionsverlauf
wird in Datenblöcken festgehalten,
											die dann kryptografisch miteinander
verbunden und gesichert werden.
											Daraus entsteht eine unveränderliche,
fälschungssichere Aufzeichnung
											aller Transaktionen, die über
dieses Netzwerk getätigt werden.
											Diese Aufzeichnung wird auf jedem Computer
repliziert, der dieses Netzwerk nutzt.
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
											It's not an app.
											It's not a company.
											I think it's closest in description
to something like Wikipedia.
											We can see everything on Wikipedia.
											It's a composite view that's constantly
changing and being updated.
											We can also track those changes
over time on Wikipedia,
											and we can create our own wikis,
											because at their core,
they're just a data infrastructure.
											On Wikipedia, it's an open platform
that stores words and images
											and the changes to that data over time.
											On the blockchain,
											you can think of it
as an open infrastructure
											that stores many kinds of assets.
											It stores the history of custodianship,
											ownership and location
											for assets like
the digital currency Bitcoin,
											other digital assets
											like a title of ownership of IP.
											It could be a certificate, a contract,
											real world objects,
											even personal identifiable information.
											There are of course other
technical details to the blockchain,
											but at its core, that's how it works.
											It's this public registry
that stores transactions in a network
											and is replicated so that it's very secure
and hard to tamper with.
									","
											Ce n'est pas une application.
											Ce n'est pas une entreprise.
											Je pense que la description est
plus proche d'une chose telle Wikipédia.
											Nous pouvons tout voir sur Wikipédia.
											C'est une vue composite qui est
constamment changée et mise à jour.
											Sur Wikipédia, nous pouvons
pister ces changements au fil du temps
											et créer nos propres wikis
											car ce sont essentiellement
de simples infrastructures de données.
											Wikipédia est une plateforme ouverte
qui stocke des mots et des images
											et les changements de données
faits au fil du temps.
											Pour la blockchain,
											vous pouvez la voir
comme une infrastructure ouverte
											qui stocke tous genres d'actifs.
											Elle stocke l'historique de garde,
											de propriété et de lieu
											pour des actifs tels que
la monnaie numérique Bitcoin,
											d'autres actifs numériques
											comme le titre
de propriété intellectuelle.
											Cela pourrait être
un certificat, un contrat,
											des objets réels,
											même des informations
à caractère personnel.
											Il y a d'autres détails techniques
sur la blockchain,
											mais elle fonctionne ainsi, globalement.
											C'est ce registre public qui enregistre
les transactions dans un réseau
											et est répliqué afin d'être sécurisé
et difficile à falsifier.
									","
											No es una aplicación.
											No es una compañía.
											Es algo más parecido a Wikipedia
											En Wikipedia podemos verlo todo.
											Es una visión compuesta que
cambia y se actualiza constantemente.
											También podemos rastrear estos cambios
con el tiempo en Wikipedia,
											y podemos crear wikis,
											porque esencialmente,
es una infraestructura de datos.
											En Wikipedia, las palabras e imágenes
y las modificaciones realizadas

											se almacenan en una plataforma abierta.
											La cadena de bloques,
											se puede considerar
una infraestructura abierta
											que almacena una variedad de activos.
											Almacena el historial de custodia,
											propiedad y ubicación
											de activos como
el dinero digital Bitcoin,
											otros activos digitales,
											como el título de propiedad de una IP.
											Puede ser un certificado, un contrato,
											objetos físicos,
											incluso información 
personal identificable.
											Por supuesto, hay más detalles técnicos
en la cadena de bloques,
											pero esencialmente, así es como funciona.
											Este registro público almacena
las transacciones en una red
											y las copia para que sea completamente
seguro y difícil de falsificar.
									","
											Não é uma aplicação.
											Não é uma companhia.
											Penso que é mais próximo 
de algo como a Wikipedia.
											Podemos ver tudo na Wikipedia.
											É uma estrutura composta que está 
constantemente a mudar e a ser atualizada.
											Também podemos seguir essas mudanças
ao longo do tempo na Wikipedia,
											e podemos criar
as nossas próprias ""wikis"",
											porque, no seu núcleo, 
são apenas uma infraestrutura de dados.
											No caso da Wikipedia, 
trata-se de uma plataforma aberta
											que armazena palavras, imagens,
											e as mudanças realizadas
nesses dados ao longo do tempo.
											No caso da ""blockchain"",
											podemos dizer que é 
uma infraestrutura aberta
											que armazena vários tipos de informação.
											Guarda a história da custódia,
propriedade e localização.
											de ativos como a moeda digital Bitcoin,
outros ativos digitais
											como um título de propriedade,
de propriedade intelectual.
											Pode ser um certificado, um contrato,
											objetos reais,
											até informação pessoal e identificável.
											Claro que existem outros detalhes 
técnicos sobre a ""blockchain"",
											mas no seu cerne, é assim que funciona.
											É este registo público 
que armazena transações numa rede
											e é replicado, portanto,
é muito seguro e difícil de adulterar.
									","
											Bu bir uygulama değil.
											Bir şirket değil.
											Tanım olarak Wikipedia gibi bir şey
olduğunu düşünüyorum.
											Wikipedia'da her şeyi görebiliyoruz.
											Sürekli değişen ve yenilenen 
birçok parçadan oluşan bir görüntü.
											Wikipedia'da da zaman içerisindeki
değişiklikleri görüntüleyebiliyoruz
											ve kendi wiki sayfalarımızı 
oluşturabiliyoruz
											çünkü özünde, bunlar sadece
bir veri altyapısı.
											Wikipedia bir konu hakkında kelimeler,
resimler ve zamanla meydana gelen
											değişiklikleri depolayan
açık bir platform.
											Blok zincirini,
											birçok malvarlığı depolayan
											açık bir altyapı olarak düşünebilirsiniz.
											Muhafaza hizmeti geçmişini,
											mülkiyet ve konum geçmişini depolar;
											dijital para birimi Bitcoin gibi
mal varlıklarını,
											ve fikir mülkiyeti gibi
											diğer dijital mal varlıkları.
											Bu, bir sertifika, bir sözleşme,
											gerçek bir nesne,
											hatta kişiyi tanımlayan bilgiler olabilir.
											Tabii ki blok zincirinin
başka teknik detayları var
											ama çekirdeğinde, işleyişi bu şekilde.
											İşlemleri bir ağda depolayan ve
kopya eden bu kamu kaydı
											oldukça güvenli ve kurcalaması zordur.
									","
											Es ist keine App.
											Es ist kein Unternehmen.
											Ich denke, die treffendste Beschreibung
ist etwas wie Wikipedia.
											Wir können alles auf Wikipedia sehen.
											Es ist eine Gesamtsicht, die sich konstant
verändert und aktualisiert wird.
											Wir können diese Änderungen im Laufe
der Zeit auf Wikipedia auch nachverfolgen
											und wir können unsere
eigenen Wikis erstellen,
											weil sie im Kern nur 
eine Dateninfrastruktur sind.
											Wikipedia ist eine offene Plattform,
die Wörter und Bilder
											sowie die Veränderungen dieser Daten
über die Zeit speichert.
											Die Blockchain
											kann man sich wie eine offene
Infrastruktur vorstellen,
											die alle möglichen 
Wirtschaftsgüter speichert.
											Sie verwaltet den Verlauf
des Depotinhabers,
											den Besitz und den Ort
											für Vermögen wie die
digitale Währung Bitcoin,
											andere digitale Anlagen,
											wie z.B. das Eigentumsrecht einer IP.
											Es könnte sich um 
eine Urkunde, einen Vertrag,
											reale, physische Objekte
											oder sogar persönliche,
identifizierbare Informationen handeln.
											Es gibt natürlich andere
technische Details zur Blockchain,
											aber im Kern funktioniert sie genau so.
											Es ist ein öffentliches Verzeichnis, das
Transaktionen in einem Netzwerk sichert
											und sich repliziert, damit es sehr sicher
und sehr schwer zu fälschen ist.
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
											Which brings me to my point
											of how blockchains lower uncertainty
											and how they therefore promise
to transform our economic systems
											in radical ways.
											So uncertainty is kind of a big term
											in economics,
											but I want to go through three forms of it
											that we face in almost all
of our everyday transactions,
											where blockchains can play a role.
											We face uncertainties
like not knowing who we're dealing with,
											not having visibility into a transaction
											and not having recourse
if things go wrong.
									","
											Ce qui m'amène à dire
											que la blockchain
diminue l'incertitude
											et promet ainsi de transformer
nos systèmes économiques
											de façon radicale.
											L'incertitude est un terme important
											en économie
											et j'aimerais parler de trois formes
											auxquelles nous faisons face
dans toutes nos transactions quotidiennes
											où la blockchain peut jouer un rôle.
											Il y a des incertitudes concernant
la personne avec qui nous traitons,
											l'absence de visibilité
lors de la transaction
											et l'absence de recours
si quelque chose tourne mal.
									","
											Lo cual me lleva a mi argumento
											de cómo las cadenas de bloques
disminuyen la incertidumbre
											y cómo por lo tanto prometen
transformar el sistema económico
											de forma radical.
											Incertidumbre es un término un poco amplio
											en economía,
											pero voy a centrarme en tres formas
											a las que nos enfrentamos en 
casi todas nuestras transacciones diarias,
											que las cadenas de bloques pueden cambiar.
											Nos enfrentamos a incertidumbres como
no saber con quien lidiamos,
											no tener visibilidad en una transacción
											y no tener un recurso
si las cosas no salen bien.
									","
											O que me traz ao ponto
											de como as ""blockchains""
reduzem a incerteza
											e como consequentemente prometem 
transformar os nossos sistemas económicos
											de forma radical.
											A incerteza é um grande conceito
da Economia,
											mas quero explorar as suas três faces
											com que lidamos 
em quase todas as nossas transações,
											e que as ""blockchains"" podem influenciar.
											Nós enfrentamos incertezas como
não saber com quem é que estamos a lidar,
											não ver o interior de uma transação,
											e não ter recurso 
no caso de algo correr mal.
									","
											Bu da beni blok zincirinin
											belirsizlikleri nasıl azalttığı ve
ekonomik sistemimizi
											radikal bir şekilde dönüştürme vaadi
											bahsine getiriyor.
											Belirsizlik, ekonomide
											büyük bir terim sayılır,
											ama ben bunun neredeyse
											tüm günlük işlemlerimizde karşılaştığımız
blok zincirinin rol oynayabileceği
											üç çeşidinden bahsetmek istiyorum.
											Ne ile muhtap olduğumuzu bilmeme,
işlemin nasıl olduğunu görmeme
											ve bir sorun olduğunda
											muhatap bulamama gibi
belirsizliklerle karşılaşıyoruz.
									","
											Was mich zu meinem Punkt bringt
											wie Blockchains Unsicherheiten mindern
											und wie sie dafür unsere 
Wirtschaftssysteme
											auf radikale Weisen 
zu verändern verheißen.
											Unsicherheit ist in der Wirtschaft
ein großes Thema,
											aber ich möchte drei Formen
davon durchgehen,
											die wir in fast allen täglichen
Geschäften antreffen,
											wo Blockchains eine Rolle spielen können.
											Wir begegnen Unsicherheiten, 
z.B. bei unbekannten Anbietern,
											bei den Einblicken in eine Transaktion,
											und bei den Entschädigungsmöglickeiten,
wenn Dinge schief gehen.
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
											So let's take the first example,
not knowing who we're dealing with.
											Say I want to buy
a used smartphone on eBay.
											The first thing I'm going to do
is look up who I'm buying from.
											Are they a power user?
											Do they have great reviews and ratings,
or do they have no profile at all?
											Reviews, ratings, checkmarks:
											these are the attestations
about our identities
											that we cobble together today
											and use to lower uncertainty
about who we're dealing with.
											But the problem is
they're very fragmented.
											Think about how many profiles you have.
											Blockchains allow for us
to create an open, global platform
											on which to store any attestation
about any individual
											from any source.
											This allows us to create a user-controlled
											portable identity.
											More than a profile,
											it means you can selectively reveal
											the different attributes about you
											that help facilitate trade or interaction,
											for instance that a government
issued you an ID,
											or that you're over 21,
											by revealing the cryptographic proof
											that these details exist
and are signed off on.
											Having this kind of portable identity
											around the physical world
and the digital world
											means we can do all kinds of human trade
											in a totally new way.
									","
											Prenons le premier exemple :
ne pas savoir avec qui nous traitons.
											Disons que je veux acheter
un téléphone d'occasion sur eBay.
											La première chose que je vais faire
est de vérifier à qui j'achète.
											Est-ce un utilisateur avancé ?
											A-t-il de bons commentaires et notes
ou aucun profil ?
											Les commentaires, notes, vérifications :
											ce sont des attestations de notre identité
											que nous rassemblons
											et utilisons pour diminuer l'incertitude
sur la personne avec qui nous traitons.
											Mais le problème est
que tout cela est très fragmenté.
											Pensez à combien de profils vous avez.
											La blockchain nous permet
de créer une plateforme ouverte, mondiale
											sur laquelle stocker toute attestation
concernant un individu
											quelle qu'en soit la source.
											Cela nous permet de créer une identité
portable contrôlée par l'utilisateur.
											Plus qu'un profil,
											cela signifie que vous pouvez
choisir de révéler
											les différents attributs vous concernant
											qui aideront à faciliter
l'échange ou l'interaction.
											Par exemple que vous avez
une pièce d'identité gouvernementale
											ou que vous avez plus de 21 ans,
											en révélant la preuve cryptographique
											que ces détails existent
et sont conformes.
											Avoir ce type d'identité portable
											dans le monde physique
et le monde numérique
											signifie que nous pouvons faire
tout type de commerce humain
											de façon totalement nouvelle.
									","
											Así que tomemos el primer ejemplo,
no saber con quien lidiamos.
											Digamos que quiero comprar 
un smartphone de segunda mano en eBay.
											Lo primero que haría es
buscar al vendedor a quien voy a comprar.
											¿Es un usuario avanzado?
											¿Tiene buenas críticas y votos,
o no tiene ningún perfil?
											Críticas, votos, vistos buenos:
											Todo esto verifica nuestra identidad
											que construimos juntos hoy
											y usamos para disminuir la 
incertidumbre sobre con quien tratamos.
											Pero el problema es
que están muy fragmentadas.
											Piensen en cuántos perfiles tienen.
											Las cadenas de bloques nos permiten
crear una plataforma global abierta
											en la que almacenar cualquier verificación
sobre cualquier individuo
											de cualquier fuente.
											Esto nos permite crear 
una identidad transferible
											controlada por los usuarios.
											Más que un perfil,
											esto significa poder revelar
											diferentes atributos de forma selectiva
											que ayudan a facilitar
el comercio o la interacción,
											como que el gobierno le ha expedido
un documento de identidad
											o que tiene más de 21 años,
											revelando la prueba criptográfica
											de que esta información
existe y está aprobada.
											Esta identidad transferible,
											tanto en el mundo físico
como en el digital,
											nos permite establecer
todo tipo de comercio
											de una forma
totalmente nueva.
									","
											Vamos observar o primeiro exemplo:
""sem saber com quem estamos a lidar"".
											Digamos que quero comprar 
um ""smartphone"" usado no eBay.
											A primeira coisa que vou fazer 
é pesquisar o vendedor.
											É um utilizador avançado?
											Tem boas críticas e classificações, 
ou não tem perfil de todo?
											Críticas, classificações, vistos:
											estes são os atestados 
sobre as nossas identidades
											que nós juntamos hoje em dia
											para reduzir a incerteza sobre a pessoa 
com quem estamos a negociar.
											Mas o problema é que são 
muito fragmentados.
											Pensem na quantidade de perfis que têm.
											As ""blockchains"" permitem-nos criar 
uma plataforma global e aberta
											na qual é armazenado qualquer atestado 
sobre qualquer indivíduo
											a partir de qualquer fonte.
											Isto permite-nos criar 
uma identidade móvel 

											controlada pelo utilizador.
											Mais que um perfil,
											significa que uma pessoa 
pode revelar seletivamente
											os seus diferentes atributos
											que ajudam a facilitar 
o comércio ou interação,
											por exemplo que o governo 
lhe emitiu uma identificação,
											ou que tem mais de 21 anos,
											revelando a prova criptográfica
											de que estes detalhes existem 
e foram aprovados.
											Ter este género de identidade móvel
											em torno do mundo físico e digital
											significa que podemos realizar 
todos os géneros de comércio
											de uma forma totalmente nova.
									","
											Ne ile muhatap olduğunu bilememe
örneğini ele alalım.
											Mesela, eBay üzerinden kullanılmış bir
akıllı telefon almak istiyorum.
											Yapacağım ilk şey kimden aldığıma bakmak.
											İtibarlı bir kullanıcı mı?
											Yorumları ve puanları iyi mi
yoksa hiçbir profili yok mu?
											Yorumlar, puanlar, onaylar:
											bunlar bugün kimliğimiz hakkında
											toparladığımız ve kiminle
muhatap olduğumuz
											belirsizliğini azaltmak için
kullandığımız kanıtlar.
											Ama problem bunların çok parçalı olması.
											Kaç tane profiliniz olduğunu düşünün.
											Blok zincirleri bize herhangi bir
kaynaktan, herhangi bir birey hakkında
											kanıt depolanabilen açık, global bir
											platform yaratmayı sağlar.
											Bu da bize, kullanıcı kontrolünde,
taşınabilir bir kimlik
											yaratmaya olanak sağlar.
											Bu, şu anlama geliyor.
											ticaret veya etkileşimin
kolay olmasına yardımcı olacak
											kendiniz hakkında farklı nitelikleri
											seçerek açığa çıkarabilirsiniz.
											Örneğin; vatandaşlık kimliğinizi
											veya 21 yaşın üzerinde olduğunuzu,
											bu detayların bulunduğunu
ve imzalı olduğunu
											kripto belgeyi göstererek
ispatlayabileceksiniz.
											Bu tür bir taşınabilir kimliğe sahip olmak
											fiziksel ve dijital dünyada
											yeni bir şekilde her türlü insani ticareti
											yapabileceğimiz anlamına gelir.
									","
											Nehmen wir das 1. Beispiel: 
Unbekannte Anbieter.
											Z. B. beim Kauf eines gebrauchten
Smartphones auf eBay.
											Als erstes sehe ich mir den Verkäufer an.
											Ist es ein Power-User?
											Hat die Person gute Rezensionen und
Bewertungen oder überhaupt kein Profil?
											Rezensionen, Bewertungen, Kontrollhäkchen:
											Das sind unsere Identitätsnachweise,
											die wir täglich zusammenbasteln
und verwenden,
											um die Unsicherheit über unseren
Handelspartner zu senken.
											Das Problem ist, dass diese
Nachweise sehr lückenhaft sind.
											Denken Sie bloß an 
die Anzahl Ihrer Profile.
											Die Blockchain erlaubt uns, eine offene,
globale Plattform zu schaffen,
											auf der jegliche Zertifizierung
über jedes Individuum
											aus jeder Quelle sicher ist.
											Dies erzeugt eine mobile,
benutzergesteuerte Identität.
											Im Gegensatz zu einem Profil 
verrät man eine Auswahl
											verschiedener Attribute von sich,
											die dem Geschäft oder
den Interaktionen dienlich sind,
											zum Beispiel, kann eine Regierung
Ihnen einen Ausweis ausstellen
											oder Ihr Alter über 21 bestätigen,
											indem der kryptographische 
Beweis geliefert wird,
											dass diese Details existieren
und ordnungsgemäß sind.
											Eine solche Art von mobiler Identität
											der physischen und 
digitalen Welt bedeutet,
											dass wir alle Arten menschlicher Geschäfte
											auf eine völlig neue Art machen können.
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
											So I've talked about how blockchains
could lower uncertainty
											in who we're dealing with.
											The second uncertainty that we often face
											is just not having transparency
into our interactions.
											Say you're going to send me
that smartphone by mail.
											I want some degree of transparency.
											I want to know that the product I bought
is the same one that arrives in the mail
											and that there's some record
for how it got to me.
											This is true not just
for electronics like smartphones,
											but for many kinds of goods and data,
											things like medicine, luxury goods,
											any kind of data or product
that we don't want tampered with.
									","
											Voilà comment cela pourrait
diminuer l'incertitude
											vis-à-vis de la personne en face.
											La seconde incertitude
à laquelle nous faisons face
											est de ne pas avoir de transparence
dans nos interactions.
											Disons que vous m'envoyez
ce téléphone par colis.
											Je veux une certaine transparence.
											Je veux savoir que ce que j'ai acheté
est ce qui va arriver dans le colis
											et qu'il y a une trace
de comment il m'est arrivé.
											Ce n'est pas vrai uniquement
pour l'électronique
											mais pour nombre de biens et de données
											comme les médicaments, les biens de luxe,
											tout type de données ou produit
qui ne doit pas être trafiqué.
									","
											He hablado de cómo las cadenas
de bloques podrían disminuir
											la incertidumbre de con quién tratamos.
											La segunda incertidumbre
bastante habitual
											es la falta de transparencia
en las interacciones.
											Digamos que me van a enviar
un smartphone por correo.
											Querría tener cierta transparencia.
											Querría saber que el producto comprado
es el mismo que voy a recibir en el correo
											y que hay algún registro
de cómo ha llegado.
											Este no es solo el caso
con dispositivos electrónicos,
											sino también con muchos tipos
de bienes y datos,
											cosas como medicinas, bienes de lujo,
											cualquier tipo de datos o producto
que no queremos que se falsifique.
									","
											Falei do modo como as ""blockchains""
podem reduzir a incerteza
											sobre a pessoa com quem negociamos.
											A segunda incerteza 
que enfrentamos frequentemente
											é a falta de transparência 
nas nossas interações.
											Digamos que me vão enviar 
aquele ""smartphone"" por correio.
											Quero um certo nível de transparência.
											Quero saber que o produto que comprei 
é o mesmo que chega no correio
											e que existe algum registo 
sobre como chegou até mim.
											Isto é verdade 
não só para produtos eletrónicos,
											mas para vários tipos de bens e dados,
											coisas como medicamentos, bens de luxo,
											qualquer tipo de dados ou produtos 
que não queremos que sejam adulterados.
									","
											Blok zincirlerinin kiminle
muhatap olduğumuz belirsizliğini
											azaltabileceğini anlatmıştım.
											Sıkça yüzleştiğimiz ikinci belirsizlik
											etkileşimlerimizde şeffaflığın olmaması.
											Diyelim ki posta ile bana
akıllı telefon göndereceksiniz.
											Bir derece şeffaflık istiyorum.
											Satın aldığım ürünün postayla gelenle
aynı olmasını ve
											bana bir kayıt altında
ulaşmasını istiyorum.
											Bu, sadece telefon gibi
elektronik cihazlar için değil,
											ilaç, lüks eşya,
											kurcalanmasını istemediğimiz
											her tür veri veya ürün için de
doğru bir şey.
									","
											Blockchains können also Risiken
gegenüber dem Geschäftspartner senken.
											Die zweite Unsicherheit,
der wir häufig begegnen,
											ist die mangelnde Transparenz
unserer Transaktionen.
											Nehmen wir an, Sie senden mir
dieses Smartphone per Post.
											Ich möchte einen bestimmten
Grad an Transparenz.
											Ich will wissen, dass das gekaufte Produkt
mit dem übereinstimmt, das per Post kommt
											und dass ich es nachverfolgen kann.
											Dies gilt nicht nur für
E-Geräte wie Smartphones,
											sondern für viele Arten
von Waren und Daten,
											wie Medizinwaren, Luxusgüter,
											jegliche Art von Daten oder Produkten,
deren Echtheit nachvollziehbar sein muss.
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
											The problem in many companies,
											especially those that produce
something complicated like a smartphone,
											is they're managing
all of these different vendors
											across a horizontal supply chain.
											All of these people
that go into making a product,
											they don't have the same database.
											They don't use the same infrastructure,
											and so it becomes really hard to see
transparently a product evolve over time.
									","
											Le problème dans beaucoup d'entreprises,
											en particulier celles qui produisent
quelque chose de complexe,
											est qu'elles gèrent
tous ces vendeurs différents
											à travers une chaîne
logistique horizontale.
											Toutes ces personnes
qui vont créer le produit
											n'ont pas la même base de données.
											Elles n'utilisent pas
la même infratructure
											et il est donc difficile de voir
de façon transparente
											l'évolution d'un produit au fil du temps.
									","
											El problema en muchas compañías,
											especialmente las que producen
algo complejo como un smartphone,
											es que están gestionando
a todos estos comerciantes
											en una cadena de suministros horizontal.
											Todas estas personas
involucradas en la producción
											no tienen la misma base de datos.
											No utilizan la misma infraestructura,
											por lo que se hace muy difícil ver
un producto evolucionar transparentemente.
									","
											O problema é que muitas companhias,
											especialmente aquelas que produzem 
algo complexo como um ""smartphone"",
											estão a gerir vários fornecedores
											através de uma 
cadeia de abastecimento horizontal.
											Todas estas pessoas envolvidas 
no fabrico de um produto,
											não têm a mesma base de dados.
											Não usam a mesma infraestrutura,
											portanto torna-se difícil ver com clareza
um produto evoluir ao longo do tempo.
									","
											Birçok şirketteki problem,
											- özellikle akıllı telefon gibi
karmaşık bir şey üretenler -
											yatay tedarik zinciri içerisinde
											farklı satıcıları yönetiyor olmalarıdır.
											Bir ürün yapma işine giren bu insanlar,
											aynı veritabanına sahip değiller.
											Aynı altyapıyı kullanmıyorlar
											ve bu yüzden, bir ürünün zamanla evrimini
şeffaf bir şekilde görmekte zorlanıyorlar.
									","
											Das Problem vieler Unternehmen ist,
											vor allem solcher, die etwas Kompliziertes
wie ein Smartphone produzieren,
											dass sie alle diese 
verschiedenen Verkäufer
											entlang einer horizontalen
Lieferkette verwalten.
											Alle Leute, die an der Herstellung
eines Produkts beteiligt sind,
											haben keine gemeinsame Datenbank.
											Sie benutzen nicht dieselbe Infrastruktur
											und so wird die Produktentwicklung
sehr intransparent.
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
