en,tr,es,de,title,speaker,duration,tags
"
","
","
","
",How we'll become cyborgs and extend human potential,Hugh Herr,15:13,"bionics,design,future,human body,humanity,prosthetics,nature,science,technology"
"
											I'm a bionic man,
but I'm not yet a cyborg.
											When I think about moving my legs,
											neural signals from
my central nervous system
											pass through my nerves
											and activate muscles
within my residual limbs.
											Artificial electrodes sense these signals,
											and small computers in the bionic limb
											decode my nerve pulses
into my intended movement patterns.
											Stated simply,
											when I think about moving,
											that command is communicated
to the synthetic part of my body.
											However, those computers can't input
information into my nervous system.
											When I touch and move my synthetic limbs,
											I do not experience normal
touch and movement sensations.
											If I were a cyborg and could feel my legs
											via small computers inputting information
into my nervous system,
											it would fundamentally change, I believe,
											my relationship to my synthetic body.
											Today, I can't feel my legs,
											and because of that,
											my legs are separate tools
from my mind and my body.
											They're not part of me.
											I believe that if I were a cyborg
and could feel my legs,
											they would become
part of me, part of self.
									","
											Ben biyonik bir insanım
ama henüz siborg değilim.
											Bacaklarımı oynatmayı düşündüğümde
											merkezi sinir sisteminden 
sinirsel sinyaller
											sinirlerim içinden geçerek
											bacaklarımın kalan kısmındaki
kasları aktive ediyor.
											Yapay elektrotlar bu sinyalleri algılıyor
											ve biyonik bacak içindeki
küçük bilgisayarlar
											sinirsel sinyalleri
istenen hareketlere dönüştürüyor.
											Kısacası,
											hareket etmeyi düşündüğümde
											bu komut, vücudumun
sentetik kısmına iletiliyor.
											Fakat bu bilgisayarlar sinir sistemime
bilgi aktarımı yapamıyor.
											Sentetik bacaklarıma dokunduğumda
veya hareket ettirdiğimde
											normal dokunma 
ve hareket hisleri duymuyorum.
											Siborg olsaydım ve sinir sistemime
bilgi aktarımı yapan
											küçük bilgisayarlar aracılığıyla
bacaklarımı hissetseydim,
											sentetik vücudumla olan ilişkim
											temel olarak değişirdi diye düşünüyorum.
											Bugün bacaklarımı hissetmiyorum,
											bu yüzden de
											bacaklarım, aklım ve vücudumdan
ayrı aletler durumunda.
											Benim parçam değiller.
											Siborg olup bacaklarımı hissedebilsem
											bacaklar benim bir parçam olurdu.
									","
											Soy un hombre biónico, pero aún
no un organismo cibernético o ciborg.
											Cuando pienso en mover mis piernas,
											señales neuronales 
de mi sistema nervioso central
											pasan por mis nervios
											y activan los músculos dentro 
de mis extremidades residuales.
											Electrodos artificiales 
perciben estas señales
											y pequeñas computadoras 
en la extremidad biónica
											decodifican mis impulsos nerviosos 
en mis patrones de movimiento previstos.
											Dicho simplemente,
											cuando pienso en moverme,
											ese comando se comunica con
la parte artificial de mi cuerpo.
											Sin embargo, esas computadoras no pueden 
meter información en mi sistema nervioso.
											Cuando toco y muevo 
mis extremidades artificiales,
											No experimento sensaciones 
normales de tacto y movimiento.
											Si fuera un ciborg 
y pudiera sentir mis piernas
											a través de computadoras ingresando 
información en mi sistema nervioso,
											fundamentalmente cambiaría, creo yo,
											mi relación con mi cuerpo sintético.
											Hoy no puedo sentir las piernas,
											A causa de eso,
											mis piernas son herramientas 
separadas de mi mente y mi cuerpo.
											No son parte de mí.
											Creo que si fuera un ciborg 
y pudiera sentir las piernas,
											se convertirían en parte de mí, 
parte de mi ser.
									","
											Ich bin ein bionischer Mann, 
aber noch kein Cyborg.
											Wenn ich daran denke, 
meine Beine zu bewegen,
											laufen von meinem Zentralnervensystem
neurale Signale durch meine Nerven
											und aktivieren Muskeln
in meinen Restgliedmaßen.
											Künstliche Elektroden spüren diese Signale
											und kleine Computer im bionischen Bein
											übersetzen meine Nervenimpulse 
in meine beabsichtigten Bewegungen.
											Einfach gesagt,
											wenn ich über das Bewegen nachdenke,
											wird der Befehl dem synthetischen Teil
meines Körpers mitgeteilt.
											Jedoch können diese Computer keine Signale
in mein Nervensystem einspeisen.
											Berühre und bewege ich
meine künstlichen Gliedmaßen,
											erlebe ich keine normalen Berührungs- 
und Bewegungsempfindungen.
											Wäre ich ein Cyborg und könnte
meine Beine über kleine Computer fühlen,
											die Informationen 
in mein Nervensystem einspeisen,
											würde sich meine Beziehung
											zu meinem synthetischen Körper 
grundlegend verändern.
											Heute kann ich meine Beine nicht fühlen,
											und deshalb sind meine Beine
											von meinem Verstand und meinem Körper
getrennte Werkzeuge.
											Sie sind kein Teil von mir.
											Wäre ich ein Cyborg 
und könnte meine Beine fühlen,
											würden sie ein Teil von mir, 
Teil meines Selbst, werden.
									",How we'll become cyborgs and extend human potential,Hugh Herr,15:13,"bionics,design,future,human body,humanity,prosthetics,nature,science,technology"
"
","
","
","
",How we'll become cyborgs and extend human potential,Hugh Herr,15:13,"bionics,design,future,human body,humanity,prosthetics,nature,science,technology"
"
											At MIT, we're thinking about
NeuroEmbodied Design.
											In this design process,
											the designer designs human flesh and bone,
the biological body itself,
											along with synthetics to enhance
the bidirectional communication
											between the nervous system
and the built world.
											NeuroEmbodied Design is a methodology
to create cyborg function.
											In this design process,
designers contemplate a future
											in which technology
no longer compromises separate,
											lifeless tools from
our minds and our bodies,
											a future in which technology
has been carefully integrated
											within our nature,
											a world in which
what is biological and what is not,
											what is human and what is not,
											what is nature and what is not
											will be forever blurred.
											That future will provide
humanity new bodies.
											NeuroEmbodied Design
will extend our nervous systems
											into the synthetic world,
											and the synthetic world into us,
											fundamentally changing who we are.
											By designing the biological body
to better communicate
											with the built design world,
											humanity will end disability
in this 21st century
											and establish the scientific
and technological basis
											for human augmentation,
											extending human capability
beyond innate, physiological levels,
											cognitively, emotionally and physically.
									","
											MIT'de Nöro Kapsamlı Tasarım
üzerinde çalışıyoruz.
											Bu tasarım sürecinde,
											tasarımcı insan et ve kemiğini tasarlıyor,
biyolojik vücudun kendisini,
											buna sinir sistemi ve teknoloji arasındaki
											biyodirektif iletişimi sağlayacak
sentetik tasarım ekleniyor.
											Nöro Kapsamlı Tasarım
siborg fonksiyonu sağlayan bir metodoloji.
											Bu tasarım sürecinde tasarımcılar,
											zihin ve bedenlerimizden
ayrı ve cansız araçlara
											teknolojinin taviz vermediği
bir gelecek öngörüyorlar,
											teknolojinin doğamızla dikkatlice
iç içe geçtiği bir gelecek.
											Bu gelecekte,
											neyin biyolojik olup olmadığı,
											neyin insana özgü olup olmadığı,
											neyin doğal olup olmadığı
											sonsuza dek soru işareti olarak kalacak.
											Bu gelecek insanoğluna
yeni bedenler sağlayacak.
											Nöro Kapsamlı Tasarım
sinir sistemimizi
											sentetik dünyaya taşıyacak,
											sentetik dünya da bunu bize getirerek
											olduğumuz kişiyi tamamen değiştirecek.
											Biyolojik bedenin teknoloji dünyasıyla
											daha iyi iletişim kurması için
											insanoğlu engellilik durumuna
21. yüzyılda nokta koymuş olacak
											ve insan güçlendirilmesine yönelik
											bilimsel ve teknolojik 
temelleri atmış olacak,
											insan yetilerini 
doğuştan fizyolojik düzeylerin ötesinde
											bilişsel, duygusal 
ve fiziksel açıdan genişletecek.
									","
											En el MIT estamos pensando 
en el Diseño NeuroEmbodied.
											En este proceso de diseño,
											el diseñador diseña carne y hueso humano, 
el cuerpo biológico en sí mismo,
											junto con sintéticos para mejorar 
la comunicación bidireccional
											entre el sistema nervioso 
y el mundo construido.
											Diseño NeuroEmbodied es una metodología 
para crear funciones ciborg.
											En este proceso de diseño, 
los diseñadores contemplan un futuro
											en el que la tecnología 
ya no actúa por separado,
											como algo sin vida 
apartado de mente y cuerpo,
											un futuro en el que la tecnología 
ha sido cuidadosamente integrada
											a nuestra naturaleza,
											un mundo en el que lo biológico 
y lo no biológico,
											lo humano y lo no humano,
											lo natural y lo no natural,
											será una frontera difusa para siempre.
											Ese futuro dará a la humanidad 
nuevos cuerpos.
											El diseño NeuroEmbodied 
extenderá el sistema nervioso
											en el mundo sintético,
											y el mundo sintético en nosotros,
											cambiando fundamentalmente quiénes somos.
											Al diseñar el cuerpo biológico 
para comunicarse mejor
											con el mundo del diseño construido,
											la humanidad pondrá fin a la 
discapacidad en este siglo XXI
											y sentará las bases 
científicas y tecnológicas
											para aumentar el potencial humano,
											extender las capacidades humanas más allá 
de los niveles fisiológicos innatos,
											en un nivel cognitivo, emocional y físico.
									","
											Am MIT entwickeln wir 
NeuroEmbodied Design.
											In diesem Design-Prozess
entwirft der Designer
											zusammen mit synthetischen Teilen

											menschliches Fleisch und Knochen, 
den biologischen Körper selbst,
											um die bidirektionale Kommunikation
zwischen dem Nervensystem
											und der gebauten Umwelt zu verbessern.
											NeuroEmbodied Design ist eine Methodik 
zum Erzeugen von Cyborg-Funktionalität.
											Im Entwurfsprozess denken Designer 
über eine Zukunft nach,
											in der die Technologie nicht länger
											aus unabhängigen, leblosen Werkzeugen 
unseres Geistes und Körpers besteht,
											über eine Zukunft, 

											in der Technologie sorgfältig
in unsere Natur integriert wurde.
											Eine Welt,
											in der Biologisches und Abiologisches,
Menschliches und Nicht-Menschliches,
											Natur und Künstliches
für immer verwischt sein werden.
											Diese Zukunft wird der Menschheit 
neue Körper bieten.
											NeuroEmbodied Design 
wird unser Nervensystem
											und die synthetische Welt
miteinander verzahnen
											und so im Grunde ändern, wer wir sind.
											Durch Gestalten des biologischen Körpers
											zur besseren Kommunikation 
mit der errichteten Entwurfswelt
											wird die Menschheit die Behinderung 
im 21. Jahrhundert beenden,
											die wissenschaftlichen 
und technologischen Grundlagen
											für die menschliche Augmentation schaffen
											und die menschlichen Fähigkeiten 
über die angeborene Physiologie hinaus
											kognitiv, emotional 
und physisch erweitern.
									",How we'll become cyborgs and extend human potential,Hugh Herr,15:13,"bionics,design,future,human body,humanity,prosthetics,nature,science,technology"
"
","
","
","
",How we'll become cyborgs and extend human potential,Hugh Herr,15:13,"bionics,design,future,human body,humanity,prosthetics,nature,science,technology"
"
											There are many ways
in which to build new bodies across scale,
											from the biomolecular
to the scale of tissues and organs.
											Today, I want to talk about
one area of NeuroEmbodied Design,
											in which the body's tissues
are manipulated and sculpted
											using surgical and regenerative processes.
											The current amputation paradigm
											hasn't changed fundamentally
since the US Civil War
											and has grown obsolete
in light of dramatic advancements
											in actuators, control systems
and neural interfacing technologies.
											A major deficiency is the lack
of dynamic muscle interactions
											for control and proprioception.
									","
											Biyomoleküler açıdan
doku ve organlara kadar
											yeni bedenler yapıp
ölçeklendirmenin pek çok yolu var.
											Bugün Nöro Kapsamlı Tasarım'ın
bir alanı üzerinde konuşmak istiyorum,
											bu alanda vücudun dokuları
cerrahi ve rejeneratif süreçlerle
											manipüle ediliyor ve yontuluyor.
											Mevcut ampütasyon paradigması
											ABD Sivil Savaşı'ndan bu yana
temel olarak hiç değişmedi
											ve uyarıcılar, kontrol sistemleri
ve nöro etkişelim teknolojileri gibi
											büyük ilerlemeler ışığında
eski bir hâl aldı.
											Kontrol ve propriosepsiyon için
											dinamik kas etkileşimlerine yönelik
çok büyük bir eksik vardı.
									","
											Hay muchas maneras de construir 
nuevos cuerpos a escala,
											desde lo biomolecular 
a la escala de tejidos y órganos.
											Hoy, quiero hablar de un área 
del diseño NeuroEmbodied,
											en la cual los tejidos del cuerpo 
son manipulados y esculpidos
											mediante procesos quirúrgicos 
y regenerativos.
											El paradigma actual de la amputación
											no ha cambiado fundamentalmente 
desde la Guerra Civil de EE.UU.
											y se ha vuelto obsoleto a la luz 
de los desarrollos notables
											en actuadores, sistemas de control 
y tecnologías de interfaz neuronal.
											Una deficiencia importante es la falta 
de interacciones musculares dinámicas
											para el control y la propiocepción.
									","
											Es gibt viele Möglichkeiten, 
neue Körper aufzubauen,
											von molekularer bis hin 
zur Gewebs- und Organebene.
											Heute möchte ich über einen Bereich
von NeuroEmbodied Design sprechen,
											bei dem mittels chirurgischer
und regenerativer Prozessen
											das Gewebe des Körpers 
beeinflusst und geformt wird.
											Seit dem US-amerikanischen Bürgerkrieg
											hat sich das jetzige Amputationsparadigma
nicht grundlegend geändert
											und angesichts dramatischer Fortschritte
bei Aktuatoren, Steuerungssystemen
											und neuralen Verbindungstechnologien
ist es obsolet geworden.
											Ein Hauptmangel ist das Fehlen
dynamischer Muskelinteraktionen
											zur Steuerung und Propriozeption.
									",How we'll become cyborgs and extend human potential,Hugh Herr,15:13,"bionics,design,future,human body,humanity,prosthetics,nature,science,technology"
"
","
","
","
",How we'll become cyborgs and extend human potential,Hugh Herr,15:13,"bionics,design,future,human body,humanity,prosthetics,nature,science,technology"
"
											What is proprioception?
											When you flex your ankle,
muscles in the front of your leg contract,
											simultaneously stretching muscles
in the back of your leg.
											The opposite happens
when you extend your ankle.
											Here, muscles in the back
of your leg contract,
											stretching muscles in the front.
											When these muscles flex and extend,
											biological sensors
within the muscle tendons
											send information
through nerves to the brain.
											This is how we're able to feel
where our feet are
											without seeing them with our eyes.
									","
											Peki propriyosepsiyon nedir?
											Bileğinizi büktüğünüzde
bacağınızın önündeki kaslar kasılır,
											aynı anda bacağınızın arkasındaki
kaslar da esner.
											Bileğinizi öne doğru uzattığınızda
bunun tersi olur.
											Burada, bacağınızın arkasındaki
kaslar kasılıyor,
											ön taraftaki kaslar da esniyor.
											Bu kaslar kasılıp esnediğinde
											kas tendonları içindeki
biyolojik sensörler
											sinirler aracılığıyla
beyne bilgi aktarımı yapar.
											Bu sayede, görmeden de
											ayaklarımızın nerede 
olduğunu hissedebiliyoruz.
									","
											¿Qué es la propiocepción?
											Al flexionar el tobillo, los músculos 
del frente de la pierna se contraen,
											estirando simultáneamente los músculos 
en la parte posterior de la pierna.
											Lo contrario sucede al extender el tobillo.
											Aquí, los músculos en la parte 
posterior de la pierna se contraen,
											estirando los músculos en el frente.
											Cuando estos músculos 
se flexionan y se extienden,
											unos sensores biológicos del interior 
de los tendones musculares
											envían información a través 
de los nervios al cerebro.
											Así es como podemos sentir 
dónde están los pies
											sin verlos con nuestros ojos.
									","
											Was ist Propriozeption?
											Wenn Sie Ihren Knöchel beugen, 
kontrahieren die Muskeln am Schienbein
											und dehnen gleichzeitig 
die Muskeln Ihrer Wade.
											Das Gegenteil passiert, 
wenn Sie Ihren Knöchel strecken.
											Dann kontrahieren die Muskeln in der Wade
und strecken sich Muskeln vorne.
											Wenn Muskeln sich beugen und strecken,
											senden biologische Sensoren im Muskel
											Informationen durch die Nerven zum Gehirn.
											So können wir fühlen, wo unsere Füße sind,
											ohne sie mit unseren Augen zu sehen.
									",How we'll become cyborgs and extend human potential,Hugh Herr,15:13,"bionics,design,future,human body,humanity,prosthetics,nature,science,technology"
"
","
","
","
",How we'll become cyborgs and extend human potential,Hugh Herr,15:13,"bionics,design,future,human body,humanity,prosthetics,nature,science,technology"
"
											The current amputation paradigm
breaks these dynamic muscle relationships,
											and in so doing eliminates
normal proprioceptive sensations.
											Consequently, a standard artificial limb
											cannot feed back information
into the nervous system
											about where the prosthesis is in space.
											The patient therefore
cannot sense and feel
											the positions and movements
of the prosthetic joint
											without seeing it with their eyes.
											My legs were amputated
using this Civil War-era methodology.
											I can feel my feet,
I can feel them right now
											as a phantom awareness.
											But when I try to move them, I cannot.
											It feels like they're stuck
inside rigid ski boots.
									","
											Mevcut ampütasyon paradigması
bu dinamik kas ilişkilerini yok ediyor,
											bu şekilde normal propriyoseptif
hisleri de ortadan kaldırmış oluyor.
											Sonuç olarak standart yapay bir uzuv,
											protezin boşluğun neresinde
olduğu hakkında
											sinir sitemine geri bildirim yapamıyor.
											Bu yüzden de hastalar,
											protez eklemin pozisyon ve hareketlerini
											görmeden hissedemiyorlar.
											Bacaklarım Sivil Savaş zamanından kalan
bu metodolojiyle ampüte edildi.
											Şu an ayaklarımı hissedebiliyorum
											ama hayali bir farkındalıkla.
											Oynatmaya çalıştığımda hissedemiyorum.
											Kaskatı kayak botlarının içinde
sıkışmış gibi bir his.
									","
											El paradigma de la amputación actual rompe
estas dinámicas relaciones musculares,
											y, al hacerlo, elimina las sensaciones 
propioceptivas normales.
											En consecuencia, 
una extremidad artificial estándar
											no puede retroalimentar la información 
al sistema nervioso
											sobre dónde está la prótesis en el espacio.
											El paciente, por lo tanto, 
no puede sentir ni sentir
											las posiciones y movimientos 
de la articulación ortopédica
											sin verlo con sus ojos.
											Mis piernas fueron amputadas usando esta 
metodología de la época de la Guerra Civil.
											Puedo sentir mis pies, 
puedo sentirlos ahora
											como una conciencia fantasma.
											Pero cuando intento moverlos, no puedo.
											Se siente como si estuvieran atrapados 
dentro de botas de esquí rígidas.
									","
											Das aktuelle Amputationsparadigma ruiniert
diese dynamischen Muskelbeziehungen
											und eliminiert dabei normale 
propriozeptive Empfindungen.
											Folglich kann eine Standardprothese
											keine Informationen darüber
in das Nervensystem rückkoppeln,
											wo sich die Prothese im Raum befindet.
											Der Patient kann daher die Positionen
und Bewegungen der Prothese
											nicht wahrnehmen und fühlen,
ohne sie zu sehen.
											Meine Beine wurden mit dieser Methode
aus der Bürgerkriegsära amputiert.
											Ich kann meine Füße fühlen, 

											ich kann sie genau jetzt
als Phantomempfindung spüren.
											Aber will ich sie bewegen, geht das nicht.
											Es fühlt sich an, als steckten sie
in starren Skistiefeln.
									",How we'll become cyborgs and extend human potential,Hugh Herr,15:13,"bionics,design,future,human body,humanity,prosthetics,nature,science,technology"
"
","
","
","
",How we'll become cyborgs and extend human potential,Hugh Herr,15:13,"bionics,design,future,human body,humanity,prosthetics,nature,science,technology"
"
											To solve these problems,
											at MIT, we invented the agonist-antagonist
myoneural interface,
											or AMI, for short.
											The AMI is a method to connect nerves
within the residuum
											to an external, bionic prosthesis.
											How is the AMI designed,
and how does it work?
											The AMI comprises two muscles
that are surgically connected,
											an agonist linked to an antagonist.
											When the agonist contracts
upon electrical activation,
											it stretches the antagonist.
											This muscle dynamic interaction
											causes biological sensors
within the muscle tendon
											to send information through the nerve
to the central nervous system,
											relating information on the muscle
tendon's length, speed and force.
											This is how muscle tendon
proprioception works,
											and it's the primary way we, as humans,
											can feel and sense the positions,
movements and forces on our limbs.
									","
											Bu sorunları çözmek için
											MIT'de agonist karşı etkili
miyonöral arayüzü geliştirdik,
											kısaca AMI.
											AMI, uzvun kalan kısmındaki sinirleri
											harici, biyonik bir proteze
bağlama yöntemi.
											Peki AMI nasıl tasarlanıyor
ve nasıl işe yarıyor?
											AMI cerrahi olarak birbirine bağlanmış
iki kastan meydana geliyor,
											karşıt etkili kasa bağlı bir agoniste.
											Elektrikli aktivasyon sonucu
agonist kasıldığında
											karşıt etkili kas da esniyor.
											Bu kas dinamiği etkileşimi
											kas tendonu içindeki biyolojik sensörlerin
											sinir yoluyla merkezi sinir sistemine
bilgi aktarımı yapıyor,
											tendon uzunluğu, hızı ve gücü
hakkında bildirim yapıyor.
											Kas tendon propriyosepsiuonu
bu şekilde çalışıyor
											ve biz insanlar için önceliği
											uzuvlarımızdaki konum, hareket
ve baskıyı hissedip algılayabilmeleri.
									","
											Para resolver estos problemas,
											en MIT, inventamos la Interfaz 
Mioneural Agonista-antagonista,
											o IMA, para abreviar.
											El IMA es un método para conectar 
los nervios dentro del residuo
											a una prótesis externa, biónica.
											¿Cómo se diseña la interfaz IMA 
y cómo funciona?
											La IMA comprende dos músculos que 
están conectados quirúrgicamente,
											un agonista vinculado a un antagonista.
											Cuando el agonista se contrae 
por activación eléctrica,
											estira al antagonista.
											Esta interacción dinámica muscular
											causa sensores biológicos dentro 
del tendón del músculo
											para enviar información a través 
del nervio al sistema nervioso central,
											información relacionada sobre la longitud,
velocidad y fuerza del tendón del músculo.
											Así es como funciona 
la propiocepción del tendón muscular,
											y es la forma principal 
en que nosotros, como humanos,
											puede sentir y sentir las posiciones, 
movimientos y fuerzas en las extremidades.
									","
											Um diese Probleme zu lösen,
erfanden wir am MIT
											das ""agonist-antagonist
myoneural Interface"" (AMI).
											Die AMI-Methode verbindet
im verbliebenen Gliedmaß
											Nerven mit einer externen,
bionischen Prothese.
											Wie ist das AMI gestaltet 
und wie funktioniert es?
											Das AMI besteht aus zwei Muskeln, 

											einem Agonisten und einem Antagonisten,
die operativ verbunden sind.
											Kontrahiert sich der Agonist
nach elektrischer Aktivierung,
											dehnt sich der Antagonist.
											Die muskeldynamische Interaktion bewirkt,
											dass biologische Sensoren im Muskel
											Informationen zur Länge der Muskelsehne,
zur Geschwindigkeit und Kraft des Muskels
											an das zentrale Nervensystem senden,
											So funktioniert die Propriozeption
der Muskelsehnen.
											Es ist die primäre Art, 
wie wir als Menschen
											Positionen, Bewegungen und Kräfte 
auf unseren Gliedmaßen fühlen können.
									",How we'll become cyborgs and extend human potential,Hugh Herr,15:13,"bionics,design,future,human body,humanity,prosthetics,nature,science,technology"
"
","
","
","
",How we'll become cyborgs and extend human potential,Hugh Herr,15:13,"bionics,design,future,human body,humanity,prosthetics,nature,science,technology"
"
											When a limb is amputated,
											the surgeon connects these opposing
muscles within the residuum
											to create an AMI.
											Now, multiple AMI
constructs can be created
											for the control and sensation
of multiple prosthetic joints.
											Artificial electrodes are then placed
on each AMI muscle,
											and small computers within the bionic limb
decode those signals
											to control powerful motors
on the bionic limb.
											When the bionic limb moves,
											the AMI muscles move back and forth,
											sending signals through
the nerve to the brain,
											enabling a person wearing the prosthesis
to experience natural sensations
											of positions and movements
of the prosthesis.
									","
											Bir uzuv ampüte edildiğinde
											cerrah AMI yaratmak amacıyla
											uzvun kalan kısmındaki
bu zıt uçları birbirine bağlıyor.
											Birden çok protez eklemin
kontrol ve hissi için
											birden fazla AMI yapılandırılabilir.
											Sonra her bir AMI kası üzerine
yapay elektrodlar yerleştiriliyor
											ve biyonik uzuvdaki küçük bilgisayarlar
bu sinyalleri dekode ederek
											biyonik uzuvdaki güçlü motorların
kontrolünü sağlıyor.
											Biyonik uzuv hareket ettiğinde
											AMI kasları öne arkaya hareket ediyor,
											sinirlerden beyne sinyal gönderiyor,
											protez sahibinin doğal bir şekilde
											konum ve hareket algısı olmasını sağlıyor.
									","
											Cuando una extremidad es amputada,
											el cirujano conecta estos músculos 
opuestos dentro del residuo
											para crear una IMA
											Se pueden crear múltiples 
construcciones IMA
											para el control y la sensación de 
múltiples articulaciones ortopédicas.
											En cada músculo IMA 
se colocan electrodos artificiales
											y pequeñas computadoras dentro de la 
extremidad biónica decodifican esas señales
											para controlar potentes motores 
en la extremidad biónica.
											Cuando la extremidad biónica se mueve,
											los músculos IMA se mueven 
hacia adelante y hacia atrás,
											enviando señales a través 
del nervio al cerebro,
											permite que una persona que usa la 
prótesis experimente sensaciones naturales
											de posiciones y movimientos de la prótesis.
									","
											Wenn ein Bein amputiert wird,
											verbindet der Chirurg 
diese gegenüberliegenden Muskeln,
											um ein AMI zu erzeugen.
											Für die Steuerung und das Empfinden
von mehrteiligen Gelenkprothesen
											können mannigfache AMI-Gebilde
geschaffen werden.
											Künstliche Elektroden werden dann 
auf jedem AMI-Muskel platziert
											und kleine Computer im bionischen Teil 
entschlüsseln diese Signale,
											um an der bionischen Extremität
starke Motoren zu steuern.
											Wenn sich das bionische Bein bewegt,
											bewegen sich die AMI-Muskeln hin und her
											und senden Signale an das Gehirn,
											wodurch die Person mit der Prothese 

											natürliche Empfindungen von Positionen
und Bewegungen der Prothese erfährt.
									",How we'll become cyborgs and extend human potential,Hugh Herr,15:13,"bionics,design,future,human body,humanity,prosthetics,nature,science,technology"
"
","
","
","
",How we'll become cyborgs and extend human potential,Hugh Herr,15:13,"bionics,design,future,human body,humanity,prosthetics,nature,science,technology"
