en,tr,fr,es,title,speaker,duration,tags
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											I'm a computational cognitive scientist.
											I spend my time trying to understand
											how it is that human minds work,
											from our amazing successes
to our dismal failures.
											To do that, I think about
the computational structure
											of the problems
that arise in everyday life,
											and compare the ideal
solutions to those problems
											to the way that we actually behave.
											As a side effect,
											I get to see how applying
a little bit of computer science
											can make human decision-making easier.
									","
											Ben bir hesaplamalı 
bilişsel bilimi uzmanıyım.
											Zamanımı, şaşırtıcı başarılarımız
											ve üzücü başarısızlıklarımız ile 

											insan aklının nasıl çalıştığını 
anlamaya harcarım.
											Bunu yapmak için
günlük hayattaki problemlerimizin
											hesaplamalı yapısına kafa yorup
											bu problemlerin ideal çözümlerini
											gerçekte nasıl davrandığımızla 
karşılaştırırım.
											Bir yan etkisi olarak
											biraz bilgisayar bilimi uygulamanın
											insanların karar vermesini 
nasıl kolaylaştırabildiğini görebiliyorum.
									","
											Je suis spécialiste en science
cognitive informatique.
											Je cherche à comprendre
comment l'esprit de l'homme fonctionne,
											depuis nos réussites éblouissantes
jusqu'à nos échecs les plus retentissants.
											Pour ça, je réfléchis à la structure
de calcul analogique
											des problèmes qui égrènent
notre quotidien,
											et je compare les solutions idéales
de ces problèmes
											avec nos comportements
dans la réalité.
											Effet secondaire :
											je vois que des petites touches
de science informatique
											peuvent faciliter
notre processus de décision.
									","
											Me especializo en ciencias
cognitivas computacionales.
											Dedico mi tiempo a tratar de entender
											cómo funciona la mente humana,
											desde nuestros asombrosos éxitos
hasta nuestros peores fracasos.
											Para eso, analizo la estructura
computacional de los problemas
											que aparecen en la vida cotidiana,
											y comparo las soluciones ideales
											con nuestro comportamiento real.
											Como consecuencia, puedo ver
que un poco de ciencia computacional
											puede simplificar las decisiones humanas.
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											I have a personal motivation for this.
											Growing up in Perth
as an overly cerebral kid ...
									","
											Bunun için kişisel bir motivasyonum var.
											Perth'te büyüyen, gereğinden fazla 
beyniyle hareket eden bir çocuk olarak...
									","
											Mes motivations sont très personnelles.
											J'ai grandi à Perth
et j'étais un gamin trop intellectuel.
									","
											Tengo una motivación personal para esto.
											Durante mi juventud, en Perth,
era extraordinariamente intelectual...
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Risas)
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											I would always try and act in the way
that I thought was rational,
											reasoning through every decision,
											trying to figure out
the very best action to take.
											But this is an approach
that doesn't scale up
											when you start to run into
the sorts of problems
											that arise in adult life.
											At one point, I even tried
to break up with my girlfriend
											because trying to take into account
her preferences as well as my own
											and then find perfect solutions —
									","
											Her zaman rasyonel olduğunu düşündüğüm 
şekilde davranmaya çalışırdım,
											her kararımı etraflıca düşünerek
											yapılacak en doğru eylemi 
hesaplamaya çalışırdım.
											Fakat yetişkin hayatındaki problemlerle
											karşılaşmaya başlandığı zaman
											bu yakaşım pek ilerlemiyor.
											Bir noktada, hem kendi
hem de benim tercihlerimi
											dikkate alıp mükemmel
çözümler sunduğu için
											kız arkadaşımdan ayrılmaya bile çalıştım,
									","
											J'essayais toujours d'agir de la façon
qui me semblait rationnelle,
											mûrissant toutes mes décisions,
											tentant de déterminer
la meilleure action à prendre.
											Mais ce n'est pas une approche viable
											quand on rencontre le genre de problèmes
qui émergent dans la vie adulte.
											J'ai même essayé de rompre avec ma copine
											parce que prendre en considération
ses préférences et les miennes
											pour trouver la solution parfaite
									","
											y siempre trataba de comportarme
del modo que a mí me parecía racional,
											razonando cada decisión,
buscando la mejor forma de actuar.
											Pero este enfoque ya no funciona
											cuando uno empieza a enfrentarse
											con los problemas de la vida adulta.
											En un momento, incluso,
quise dejar a mi novia porque,
											tratar de considerar
sus preferencias y las mías
											para luego encontrar la solución ideal...
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Risas)
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											was just leaving me exhausted.
									","
											beni bitkin bırakıyordu.
									","
											m'épuisait littéralement.
									","
											me dejaba exhausto.
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Risas)
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											She pointed out that I was taking
the wrong approach
											to solving this problem —
											and she later became my wife.
									","
											Bu problemi çözmek için
											yanlış bir yaklaşımı
ele aldığımı ifade etti
											ve daha sonrasında eşim oldu.
									","
											Elle m'a fait remarquer
que mon approche n'était pas bonne
											pour résoudre ça —
											et elle est devenue ma femme.
									","
											Ella dijo que mi razonamiento
le parecía equivocado,
											(Risas)
											y más tarde se casó conmigo.
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Risas)
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											(Applause)
									","
											(Alkış)
									","
											(Applaudissements)
									","
											(Aplausos)
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											Whether it's as basic as trying to decide
what restaurant to go to
											or as important as trying to decide
who to spend the rest of your life with,
											human lives are filled
with computational problems
											that are just too hard to solve
by applying sheer effort.
											For those problems,
											it's worth consulting the experts:
											computer scientists.
									","
											Gidilecek restorana 
karar vermek gibi basit
											veya kiminle yaşlanacağına
karar vermek gibi önemli
											ve sırf çaba ile çözülmesi zor olan
											hesaplamalı sorularla
doludur insan hayatı.
											Böylesi sorunlar için
											uzmanlara danışmaya değer,
											yani bilgisayar bilimcilere.
									","
											Qu'il s'agisse d'une décision simple
comme le choix d'un restaurant,
											ou plus importante, comme décider
avec qui passer sa vie,
											la vie des hommes est saturée
de problèmes à analyser
											trop complexes à résoudre
avec la force brute uniquement.
											Pour ces problèmes, pourquoi
ne pas consulter des spécialistes :
											des informaticiens ?
									","
											Desde algo tan básico
como elegir un restaurante,
											hasta algo tan importante como decidir
con quién pasar el resto de tu vida,
											la vida está llena de problemas
computacionales demasiado difíciles
											como para resolverlos
simplemente con esfuerzo.
											Para esos problemas, vale la pena
consultar con los expertos:
											los informáticos.
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Risas)
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											When you're looking for life advice,
											computer scientists probably aren't
the first people you think to talk to.
											Living life like a computer —
											stereotypically deterministic,
exhaustive and exact —
											doesn't sound like a lot of fun.
											But thinking about the computer science
of human decisions
											reveals that in fact,
we've got this backwards.
											When applied to the sorts
of difficult problems
											that arise in human lives,
											the way that computers
actually solve those problems
											looks a lot more like the way
that people really act.
									","
											Yaşam tavsiyeleri aradığınız zaman,
											bilgisayar bilimcileri muhtemelen 
aklınıza gelen ilk kişiler olmaz.
											Hayatı bir bilgisayar gibi yaşamak —
											deterministik, teferruatlı ve hatasız —
											pek eğlenceli duyulmuyor.
											Fakat insan kararlarının 
bilgisayar bilimini düşünmek
											gösteriyor ki aslında biz bunu
ters anlamışız.
											İnsan hayatında ortaya çıkan
											zor problemlere uygulandığında
											bilgisayarların bu problemleri 
asıl çözme biçimi
											insanların davranışlarına 
aslında çok daha fazla benziyor.
									","
											Quand on a besoin
d'un conseil dans la vie,
											on ne pense pas spontanément
à demander l'avis d'un informaticien.
											Vivre une vie d'ordinateur,
											déterministe à un point affligeant,
exhaustif et exact.
											A priori, aucun gai luron ici.
											Mais envisager la science
informatique des décisions humaines
											dévoile le fait que nous prenons
le problème à l'envers.
											En appliquant au genre
de problèmes complexes
											rencontrés dans la vie,
											la méthode des ordinateurs
pour résoudre ces problèmes
											ressemble beaucoup
aux comportements réels des gens.
									","
											Cuando necesitamos un consejo en la vida,
											no pensamos inmediatamente
en preguntarle a un informático.
											Vivir como una computadora,
											estereotípicamente determinista,
exhaustiva y exacta,
											no suena muy divertido.
											Pero si pensamos en los algoritmos
de las decisiones humanas,
											nos damos cuenta de que,
en realidad, es al revés.
											Cuando se trata de resolver
los problemas difíciles de la vida,
											la solución que adoptan las computadoras
											se parece mucho más a la forma
en la que realmente actúan las personas.
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											Take the example of trying to decide
what restaurant to go to.
											This is a problem that has
a particular computational structure.
											You've got a set of options,
											you're going to choose
one of those options,
											and you're going to face
exactly the same decision tomorrow.
											In that situation,
											you run up against
what computer scientists call
											the ""explore-exploit trade-off.""
											You have to make a decision
											about whether you're going
to try something new —
											exploring, gathering some information
											that you might be able
to use in the future —
											or whether you're going to go to a place
that you already know is pretty good —
											exploiting the information
that you've already gathered so far.
											The explore/exploit trade-off
shows up any time you have to choose
											between trying something new
											and going with something
that you already know is pretty good,
											whether it's listening to music
											or trying to decide
who you're going to spend time with.
											It's also the problem
that technology companies face
											when they're trying to do something
like decide what ad to show on a web page.
											Should they show a new ad
and learn something about it,
											or should they show you an ad
											that they already know there's a good
chance you're going to click on?
									","
											Gidilecek restorana karar verme
örneğini ele alalım.
											Bu problemin belirli bir
hesaplamalı yapısı vardır.
											Elinizde bir seçenekler havuzu var,
											bu seçeneklerden birini seçeceksiniz
											ve aynı kararla yarın da 
karşı karşıya kalacaksınız.
											Bu durumda,
											bilgisayar bilimcilerinin 
""keşif-sömürü ödünleşimi"" adını verdiği
											bir durumla karşılaşacaksınız.
											Bir seçim yapmanız gerekecek.
											Yeni bir şey denemek —
											keşfetmek
											ve ileride de kullanabileceğiniz
bilgiler toplamak—
											veya yeterince iyi olduğunu önceden 
bildiğiniz bir yere gideceksiniz —
											daha önce edindiğiniz
bilgileri sömürerek.
											Keşif/sömürü ödünleşimi, 
yeni bir şey denemek
											ve önceden iyi olduğunu 
bildiğiniz şeyle devam etmek arasında
											seçim yaptığınız her anda ortaya çıkar,
											müzik dinlerken de olabilir,
											kimle vakit geçireceğine 
karar verirken de.
											Bu teknoloji şirketlerinin de yeni şeyler
denediklerinde karşılaştığı bir sorun,
											web sitelerinde hangi reklamı
göstereceklerine karar vermek gibi.
											Yeni bir reklam gösterip 
onunla ilgili bir şeyler mi öğrenmeliler,
											yoksa büyük ihtimalle 
üstüne tıklayacağınızı bildikleri
											bir reklamı mı göstermeliler?
									","
											Prenons l'exemple du choix du restaurant.
											Ce problème a une structure
analytique spécifique.
											Il y a plusieurs options,
vous allez en choisir une
											et demain, vous serez confronté
à exactement la même décision.
											C'est ce que nous appelons être confronté
											au compromis entre
l'exploration et l'exploitation.
											Vous devez décider
											si vous allez essayer
quelque chose de nouveau,
											explorer, collecter des informations
utilisables à l'avenir,
											ou si vous allez aller dans ce resto
que vous connaissez et qui n'est pas mal,
											soit exploiter l'information
que vous avez déjà en main.
											Vous devez faire un compromis
entre explorer ou exploiter
											devant le choix de découvrir
											ou de revenir à une chose connue
qui est de fait plutôt bonne,
											écouter de la musique
											ou décider avec qui passer votre temps.
											Les entreprises technologiques
partagent votre problème
											quand elles décident quelle publicité
vous montrer sur votre page web.
											Doivent-elles montrer une nouvelle
pub et en apprendre davantage
											ou privilégier une pub
											dont elles savent que la probabilité
de cliquer est grande ?
									","
											Tomemos, por ejemplo,
la elección de un restaurante.
											Este problema tiene una estructura
computacional particular.
											Tenemos una serie de opciones,
											tenemos que elegir una de ellas,
											y al día siguiente tenemos
que decidir exactamente lo mismo.
											Esa situación
											es lo que los informáticos llaman
											""dilema exploración-explotación"".
											Tenemos que decidir
si vamos a probar algo nuevo,
											explorar, recopilar información
que podría servirnos en el futuro,
											o si vamos a ir a un lugar conocido
que ya sabemos que es bueno,
											explotando la información
recopilada previamente.
											El dilema exploración-explotación
se da cuando elegimos
											entre probar algo nuevo,
											o quedarnos con algo
que ya sabemos que es bueno,
											ya sea que se trate de música
											o de la persona con quien queremos estar.
											Es el mismo problema que tienen
las empresas de tecnología
											cuando tienen que elegir
un anuncio para poner en Internet.
											¿Qué es mejor? ¿Publicar
un anuncio nuevo y ver qué pasa,
											o publicar un anuncio ya conocido
que muy probablemente nos hará cliquear?
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											Over the last 60 years,
											computer scientists have made
a lot of progress understanding
											the explore/exploit trade-off,
											and their results offer
some surprising insights.
											When you're trying to decide
what restaurant to go to,
											the first question you should ask yourself
											is how much longer
you're going to be in town.
											If you're just going to be there
for a short time,
											then you should exploit.
											There's no point gathering information.
											Just go to a place
you already know is good.
											But if you're going to be there
for a longer time, explore.
											Try something new,
because the information you get
											is something that can improve
your choices in the future.
											The value of information increases
											the more opportunities
you're going to have to use it.
									","
											Son 60 yıl boyunca,
											bilgisayar bilimcileri 
keşif/sömürü ödünleşimini
											anlamak konusunda çok yol katettiler
											ve sonuçları şaşırtıcı iç görüler sunuyor.
											Gidilecek restorana 
karar vermeye çalıştığınızda
											kendinize sormanız gereken ilk soru,
											şehirde ne kadar daha bulunacağınızdır.
											Orada sadece kısa bir süreliğine 
bulunacaksanız
											o hâlde sömürmeniz gerekir.
											Bilgi edinmenizin bir manası olmayacaktır.
											Sadece iyi olduğunu bildiğiniz yere gidin.
											Fakat eğer orada uzun bir süre 
kalacaksanız, keşfe çıkın.
											Farklı bir şey deneyin,
çünkü edineceğiniz bilgi
											gelecekteki seçimlerinizi iyileştirebilir.
											Bilginin değeri, 
onu kullanacağınız fırsatların
											sayısıyla orantılı olarak artar.
									","
											Ces 60 dernières années,
											la compréhension des informaticiens
a beaucoup progressé
											au sujet de ce compromis.
											Leurs résultats mettent au jour
des réflexions surprenantes.
											Quand on décide d'un restaurant,
											la première question à se poser est :
											« Combien de temps resterai-je
encore en ville ? »
											Si vous ne restez que peu de temps,
											choisissez l'exploitation.
											Ça ne fait pas sens de collecter.
											Visitez un restaurant qui vous plaît déjà.
											Mais si vous résidez
plus longtemps, explorez.
											Essayez des choses nouvelles,
											car ces informations vous permettront
d'améliorer vos choix à l'avenir.
											La valeur des informations augmente
											avec le nombre d'occasions
que vous aurez de les mettre à profit.
									","
											Durante los últimos 60 años,
los informáticos han hecho grandes avances
											con el dilema exploración-explotación,
											y los resultados revelan
perspectivas sorprendentes.
											Cuando estamos eligiendo un restaurante,
											lo primero que debemos preguntarnos
											es cuánto tiempo más
vamos a estar en la ciudad.
											Si no vamos a quedarnos mucho tiempo,
											entonces deberíamos explotar.
											No vale la pena recolectar información:
											vayamos a un lugar conocido y punto.
											Ahora, si vamos a quedarnos
más tiempo, entonces exploremos.
											Probemos algo nuevo,
y recolectemos información
											que nos pueda ayudar
a elegir mejor en el futuro.
											El valor de la información aumentará
											cuantas más oportunidades haya de usarla.
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											This principle can give us insight
											into the structure
of a human life as well.
											Babies don't have a reputation
for being particularly rational.
											They're always trying new things,
											and you know, trying to stick them
in their mouths.
											But in fact, this is exactly
what they should be doing.
											They're in the explore
phase of their lives,
											and some of those things
could turn out to be delicious.
											At the other end of the spectrum,
											the old guy who always goes
to the same restaurant
											and always eats the same thing
											isn't boring —
											he's optimal.
									","
											Bu prensip bize
											insan yaşamının yapısı üzerine de 
iç görü verebilir.
											Bebeklerin özellikle 
rasyonel olmak gibi bir ünü yok.
											Sürekli yeni şeyler denerler
											ve onları ağızlarına sokmaya çalışırlar.
											Fakat aslında, yapmaları gereken de budur.
											Hayatlarının keşfetme evresindeler
											ve o şeylerden bazıları
çok lezzetli çıkabilir.
											Diğer tarafta ise,
											her zaman aynı restorana gidip
											aynı şeyi yiyen bir yaşlı adam
											sıkıcı değildir —
											optimaldir.
									","
											Ce principe nous dévoile
la structure de la vie humaine.
											Les bébés n'ont pas
la réputation d'être rationnels.
											Ils essaient toujours de nouveaux trucs,
											et de les mettre en bouche,
vous voyez ce que je veux dire ?
											En fait, c'est exactement
ce qu'ils doivent faire.
											Ils sont dans la phase
d'exploration de leur vie.
											Et certaines choses pourraient
être vraiment bonnes.
											A l'autre bout du spectre,
											il y a le vieil homme qui va toujours
au même restaurant
											où il mange la même chose.
											Ce n'est pas d'un ennui mortel,
il optimise.
									","
											Este principio también aporta información
sobre la estructura de la vida humana.
											Los bebés no se destacan
por ser particularmente racionales.
											Siempre están probando cosas nuevas
											y, ya saben, llevándoselas a la boca.
											Pero eso es exactamente
lo que deberían hacer.
											Están en la fase de ""exploración"",
											y algunas de esas cosas
podrían resultar deliciosas.
											En el otro extremo,
											el viejo que siempre
va al mismo restaurante
											y siempre pide lo mismo,
											no es aburrido:
											es óptimo.
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Risas)
									",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
"
","
","
","
",3 ways to make better decisions — by thinking like a computer,Tom Griffiths,11:47,"computers,cognitive science,decision-making,choice,TEDx,technology,algorithm,brain,psychology"
