en,tr,de,pt,title,speaker,duration,tags
"
","
","
","
",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
											We started by doing things, by building,
											not working in offices,
											knocking down walls, working in things we called
											situation awareness rooms,
											and in the summer of 2007,
											something happened which demonstrated this.
											We captured the personnel records
											for the people who were bringing foreign fighters
											into Iraq.
											And when we got the personnel records, typically,
											we would have hidden these,
											shared them with a few intelligence agencies,
											and then try to operate with them.
											But as I was talking to my intelligence officer,
											I said, ""What do we do?""
											And he said, ""Well, you found them."" Our command.
											""You can just declassify them.""
											And I said, ""Well, can we declassify them?
											What if the enemy finds out?""
											And he says, ""They're their personnel records.""
											(Laughter)
									","
											İşe binalarla başladık,
											ofislerde çalışmadık,
											duvarları yıkarak haber alma odaları
											dediğimiz yerlerde çalıştık
											ve 2007'nin yazında
											bunu ispat eden bir şey oldu.
											Yabancı savaşçıları Irak'a
											getiren kişinin kişisel verilerini
											ele geçirdik.
											Bu tip kişisel verileri elde ettiğimizde
											bunu gizlerdik,
											sadece birkaç istihbarat teşkilatı ile paylaşırdık
											ve onlarla çalışmayı denerdik.
											Ama istihbarat memurum ile konuşurken
											""Ne yapıyoruz?"" dedim
											ve o da ""Onları siz buldunuz."" dedi. Bizim emrimiz.
											""Gizliliklerini kaldırabilirsiniz.""
											Ben de dedim ki, ""Gizliliklerini kaldırabilir miyiz?""
											Ya düşman anlarsa?
											Ve o da dedi ki, ""Bunlar onların kişisel verileri.""
											(Gülüşmeler)
									","
											Wir begannen durch Errichten von Büros,
											nicht, um darin zu arbeiten,
											Wände einzureißen, 
in etwas zu arbeiten,
											was wir 
""Räume für Situationsbewusstsein"" nannten,
											und im Sommer 2007
											geschah etwas, was dies rechtfertigte.
											Wir beschlagtnahmten die Personenakten
											von Leuten, die ausländische Kämpfer
											in den Irak brachten.
											Normalerweise, wenn wir 
die Personenakten beschlagnahmen,
											würde wir diese verstecken
											und mit nur ein paar 
wenigen Geheimdiensten teilen
											und dann damit arbeiten.
											Dann frage ich jedoch 
meinen Nachrichtenoffizier:
											""Was tun wir?""
											Und er: ""Nun, ihr habt sie gefunden"". 
Das war unser Befehl.
											""Ihr könnt sie freigeben.""
											Und ich sagte: 
""Wirklich?
											Und wenn der Feind das herausfindet?""
											und er sagte: 
""Das sind deren Personenakten.""
											(Gelächter)
									","
											Começámos a fazer coisas, a construir,
											em vez de trabalhar em gabinetes,
											a derrubar paredes, a trabalhar
em coisas a que chamávamos
											""salas de conhecimento da situação"".
											No verão de 2007,
											aconteceu algo que demonstrou isso.
											Capturámos os registos pessoais
											das pessoas que estavam a levar
combatentes estrangeiros para o Iraque.
											Normalmente, quando obtínhamos
registos pessoais,
											tê-los-íamos escondido,
											só os partilhávamos com
agências de informações,
											e tentávamos trabalhar com elas.
											Falei com o meu 
oficial de informações e disse:
											""O que vamos fazer?""
											E ele: ""Tu é que os encontraste.
O comando é nosso
											""Podes torná-los públicos.""
											E eu: ""Podemos torná-los públicos?
E se o inimigo descobrir?""
											E ele disse:
""São os registos pessoais deles.""
											(Risos)
									",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
","
","
","
",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
											So we did,
											and a lot of people got upset about that,
											but as we passed that information around,
											suddenly you find that information is only of value
											if you give it to people who have the ability
											to do something with it.
											The fact that I know something has zero value
											if I'm not the person who can actually
											make something better because of it.
											So as a consequence, what we did was
											we changed the idea of information,
											instead of knowledge is power,
											to one where sharing is power.
											It was the fundamental shift,
											not new tactics, not new weapons,
											not new anything else.
											It was the idea that we were now part of a team
											in which information became the essential link
											between us, not a block between us.
									","
											Yaptık da
											ve birçok insan bu konuya kızdı
											ama bilgileri etrafa dağıtınca
											birdenbire farkettiğiniz şey: bilgiyi ancak
											onu kullanabilecek yeteneğe sahip insanlara
											verdiğinizde bir değeri olduğudur.
											Benim bildiğim bir gerçek sıfır değere sahip olabilir
											eğer onunla gerçekten
											iyi bir şeyler yapabilecek kişi ben değilsem.
											Yani sonuç olarak, yaptığımız şey
											bilgi fikrini,
											""bilgi güçtür"" yerine
											""paylaşmak güçtür"" ile değiştirmekti.
											Bu ne yeni taktikler,
											ne yeni silahlar, ne de yeni başka birşeydi,
											bu temelden bir değişiklikti.
											Bu, bilginin birbirimize engel olduğu değil,
											bizi birbirimize bağladığı bir takımın
											şimdi bir parçası olduğumuz fikriydi.
									","
											Also taten wir das
											und viele Leute verärgerte das sehr.
											Als wir die Informationen 
jedoch weitergaben,
											stellte sich heraus, dass Informationen 
nur dann von Wert sind,
											wenn man sie Leuten gibt. 
die die Fähigkeit haben,
											damit etwas anzufangen.
											Die Tatsache, dass ich etwas weiß, 
hat keinen Wert,
											wenn ich nicht die Person bin,
											die damit etwas anfangen kann.
											Infolgedessen änderten wir
											die Wahrnehmung von Informationen
											von ""Wissen ist Macht""
											zu ""Teilen ist Macht"".
											Es war ein fundamentaler Wandel.
											Keine neuen Taktiken, keine neuen Waffen
											oder sonst irgendetwas.
											Es war die Idee, 
dass wir Teil eines Teams sind,
											in welchem Informationen 
das ausschlaggebende Bindeglied
											zwischen uns sind, und keine Blockade.
									","
											E assim fizemos.
											Muita gente ficou incomodada com isso,
											mas, ao divulgarmos essas informações,
											de repente descobrimos
que as informações só têm valor
											se as dermos às pessoas 
que têm a capacidade
											de fazer algo com elas.
											O facto de eu saber alguma coisa 
não tem valor algum
											se eu não for a pessoa
que pode tirar proveito dela.
											Então, consequentemente,
o que fizemos
											foi mudar a ideia da informação,
											em vez de ""conhecimento é poder"",
											para ""partilha é poder"".
											Foi a mudança fundamental,
											não em novas técnicas, em novas armas,
											em nada de novo.
											Foi a ideia de que agora 
fazíamos parte de uma equipa
											em que as informações se tornaram
no elo essencial entre nós,
											e não num obstáculo entre nós.
									",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
","
","
","
",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
											And I want everybody to take a deep breath
											and let it out,
											because in your life, there's going to be information
											that leaks out you're not going to like.
											Somebody's going to get my college grades out,
											a that's going to be a disaster. (Laughter)
											But it's going to be okay, and I will tell you that
											I am more scared of the bureaucrat
											that holds information in a desk drawer
											or in a safe than I am of someone who leaks,
											because ultimately, we'll be better off if we share.
									","
											Herkesin derin bir nefes almasını istiyorum
											ve bırakın,
											çünkü dışarı çıktığınızda
											hoşlanmayacağınız bilgi sızıntıları olacaktır.
											Bazıları benim üniversite notlarımı ortaya çıkarabilir
											ki bu bir felaket olacaktır. (Gülüşmeler)
											Ama bu sorun olmayacak ve size şunu söylemeliyim ki
											çekmece gözünde veya kasasında
											bilgi saklayan bürokratlara göre
											bilgi sızdıranlardan daha çok korkarım,
											çünkü nihayetinde bilgiyi paylaşırsak daha iyi olacağız.
									","
											Jetzt wollte jeder 
einen tiefen Atemzug nehmen
											und es alles raus lassen,,
											denn in unseren Leben 
wird es Informationen geben,
											die an die Öffentlichkeit dringen
und es wird uns nicht gefallen.
											Irgendjemand wird 
meine Schulnoten herausfinden,
											das wird eine Katastrophe sein. (Gelächter)
											Aber es wird in Ordnung sein, 
und ich kann ihnen sagen,
											dass ich mehr Angst 
vor dem Bürokraten habe,
											der Informationen im Safe oder 
in der Schreibtischschublade versteckt,
											als vor jemandem, der Informationen 
an die Öffentlichkeit bringt,
											denn letzendlich werden wir alle 
besser davonkommen, wenn wir teilen.
									","
											Quero que todos respirem fundo
											e expirem,
											porque, na vossa vida, 
haverá informações vossas
											que vão ser divulgadas
e vocês não vão gostar.
											Alguém vai divulgar as minhas 
notas da universidade,
											e isso vai ser um desastre.
											(Risos)
											Mas tudo vai ficar bem, e posso dizer
											que tenho mais medo do burocrata
											que guarda informações
dentro da gaveta ou num cofre,
											do que de uma pessoa
que divulga informações,
											porque, por fim, será melhor
para nós se partilharmos.
									",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
","
","
","
",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
											Thank you.
									","
											Teşekkürler.
									","
											Danke.
									","
											Obrigado.
									",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
","
","
","
",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
											(Applause)
									","
											(Alkış)
									","
											(Applaus)
									","
											(Aplausos)
									",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
","
","
","
",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
											Helen Walters: So I don't know if
you were here this morning,
											if you were able to catch Rick Ledgett,
											the deputy director of the NSA
											who was responding to Edward
Snowden's talk earlier this week.
											I just wonder, do you think the American government
											should give Edward Snowden amnesty?
									","
											Helen Walters: Bu sabah burada mıydınız bilmiyorum,
											Edward Snowden'ın önceki haftaki konuşmasına
											cevap veren, NSA'nın müdür yardımcısı
											Rick Ledgett'i yakalayabildiniz mi bilmiyorum.
											Sadece şunu merak ediyorum, sizce Amerikan hükümeti
											Edward Snowden'a genel af uygulamalı mı?
									","
											Helen Walters: Ich weiß nicht, 
ob Sie heute morgen hier waren;
											ob es Ihnen möglich war, 
Rick Ledgett zu hören,
											der stellvertretende Direktor der NSA,
											der eine Antwort auf die Rede 
von Edward Snowden Anfang der Woche gab.
											Ich frage mich nur, denken Sie, 
dass die amerikanische Regierung
											Edwards Snowden 
Straferlass gewähren sollte?
									","
											Helen Walters:
Não sei se esteve aqui de manhã,
											se chegou a ver o Rick Ledgett,
											o vice-diretor da NSA
											que estava a responder à palestra 
do Edward Snowden do início da semana.
											Só queria saber: Acha que 
o governo americano
											devia conceder amnistia 
ao Edward Snowden?
									",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
","
","
","
",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
											Stanley McChrystal: I think that
Rick said something very important.
											We, most people, don't know all the facts.
											I think there are two parts of this.
											Edward Snowden shined a
light on an important need
											that people had to understand.
											He also took a lot of documents that he didn't have
											the knowledge to know the importance of,
											so I think we need to learn the facts about this case
											before we make snap judgments
											about Edward Snowden.
											HW: Thank you so much. Thank you.
											(Applause)
									","
											Stanley McChrystal: Bence Rick çok önemli
bir şey söyledi.
											Biz, çoğu insanlar tüm gerçekleri bilmiyor.
											Bence bunun iki tarafı var.
											Edward Snowden insanların
anlaması gereken çok önemli
											bir kısmı aydınlattı.
											Aynı zamanda ne kadar önemli olduğunun farkında olmadığı
											birçok dokümanı da yanında götürdü,
											bu yüzden Edward Snowden hakkında hemen
											bir yargılama yapmadan bu olay hakkındaki
											gerçekleri öğrenmemiz lazım.
											HW: Çok teşekkürler. Teşekkkürler
											(Alkış)
									","
											Stanley McChrystal: Ich denke,
Rick hat etwas sehr Wichtiges gesagt.
											Wir, die Mehrheit, 
kennen nicht alle Tatsachen.
											Ich denke, es gibt hier zwei Seiten.
											Edward Snowden warf Licht auf etwas,
											das die Menschen verstehen müssen.
											Er bemächtigte sich auch 
einer Menge an Dokumenten,
											von deren Bedeutung er nichts wusste,
											also glaube ich, sollten wir zunächst
die Faktenlage in diesem Fall prüfen,
											bevor wir ein verfrühtes Urteil
											über Edward Snowden bilden.
											HW: Ich danke Ihnen vielmals. Danke.
											(Applaus)
									","
											Stanley McChrystal: Acho que o Rick
disse algo muito importante.
											A maioria de nós 
não conhece todos os factos.
											Acho que existem dois lados.
											Edward Snowden chamou a atenção
para uma necessidade importante
											que as pessoas tinham de entender.
											Ele também pegou em vários documentos 
cuja importância ele desconhecia.
											Acho que precisamos de 
conhecer os factos deste caso,
											antes de fazermos 
julgamentos precipitados
											sobre o Edward Snowden.
											HW: Muito obrigada. Obrigada.
											(Aplausos)
									",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
"
","
","
","
",The military case for sharing knowledge,Stanley McChrystal,6:44,"collaboration,iraq,military,war,surveillance"
