en,es,de,fr,title,speaker,duration,tags
"
","
","
","
",How I use the drum to tell my story,Kasiva Mutua,12:38,"TED Fellows,Africa,music,performance,art,live music,entertainment"
"
											(Chiming)
									","
											(Tintineo)
									","
											(Läuten)
									","
											(Carillon)
									",How I use the drum to tell my story,Kasiva Mutua,12:38,"TED Fellows,Africa,music,performance,art,live music,entertainment"
"
","
","
","
",How I use the drum to tell my story,Kasiva Mutua,12:38,"TED Fellows,Africa,music,performance,art,live music,entertainment"
"
											(Metallic drumming)
									","
											(Sonido de platillos de metal)
									","
											(Metallisches Trommeln)
									","
											(Son métallique)
									",How I use the drum to tell my story,Kasiva Mutua,12:38,"TED Fellows,Africa,music,performance,art,live music,entertainment"
"
","
","
","
",How I use the drum to tell my story,Kasiva Mutua,12:38,"TED Fellows,Africa,music,performance,art,live music,entertainment"
"
											(Chiming)
									","
											(Tintineo)
									","
											(Läuten)
									","
											(Carillon)
									",How I use the drum to tell my story,Kasiva Mutua,12:38,"TED Fellows,Africa,music,performance,art,live music,entertainment"
"
","
","
","
",How I use the drum to tell my story,Kasiva Mutua,12:38,"TED Fellows,Africa,music,performance,art,live music,entertainment"
"
											(Rattling)
									","
											(Sonido de maracas)
									","
											(Klappern)
									","
											(Cliquetis)
									",How I use the drum to tell my story,Kasiva Mutua,12:38,"TED Fellows,Africa,music,performance,art,live music,entertainment"
"
","
","
","
",How I use the drum to tell my story,Kasiva Mutua,12:38,"TED Fellows,Africa,music,performance,art,live music,entertainment"
"
											(Drumming)
									","
											(Tamborileo)
									","
											(Trommeln)
									","
											(Percussions)
									",How I use the drum to tell my story,Kasiva Mutua,12:38,"TED Fellows,Africa,music,performance,art,live music,entertainment"
"
","
","
","
",How I use the drum to tell my story,Kasiva Mutua,12:38,"TED Fellows,Africa,music,performance,art,live music,entertainment"
"
											(Applause)
									","
											(Aplausos)
									","
											(Beifall)
									","
											(Applaudissements)
									",How I use the drum to tell my story,Kasiva Mutua,12:38,"TED Fellows,Africa,music,performance,art,live music,entertainment"
"
","
","
","
",How I use the drum to tell my story,Kasiva Mutua,12:38,"TED Fellows,Africa,music,performance,art,live music,entertainment"
