es,tr,en,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
","
","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
											(Video) Narración: ""Budapest"".
											Mi pluma recorre la página
											cual morro de animal extraño
											con forma de brazo humano
											enfundado en la manga
											de un holgado suéter verde.
											Lo veo olfatear el papel en forma incesante,
											como cualquier cazador
											que no tiene nada en mente
											más que las larvas y los insectos
											que le permitan vivir un día más.
											Le basta con estar aquí mañana,
											vestido quizá
											con la manga de una camisa a cuadros
											y el morro contra la página
											escribiendo unas líneas sumisas
											mientras yo miro por la ventana
											e imagino Budapest
											o alguna otra ciudad
											en la que nunca he estado.
									","
											(Video) ""Budapeşte""
											Kalemim sayfada
											garip bir hayvanın
											bir insan kolu şeklindeki
											ve yeşil bol bir kazak kolu giymiş burnu
											gibi hareket ediyor.
											Durmaksızın kağıdı koklamasını izliyorum,
											niyeti, bir gün daha
											yaşamasına izin verecek
											kurtçukları ve böcekleri
											bulmak.
											Derdi sadece yarın da burada olmak,
											belki de bu sefer
											ekoseli bir gömleğin kolunu giyecek,
											burnunu kağıda dayayıp
											söz dinleyerek birkaç tane daha dize yazacak,
											ben pencereden dışarıya bakıp
											Budapeşte'yi
											ya da daha önce gitmediğim
											başka bir şehri hayal ederken.
									","
											(Video) Narration: ""Budapest.""
											My pen moves along the page
											like the snout of a strange animal
											shaped like a human arm
											and dressed in the sleeve
											of a loose green sweater.
											I watch it sniffing the paper ceaselessly,
											intent as any forager
											that has nothing on its mind
											but the grubs and insects
											that will allow it to live another day.
											It wants only to be here tomorrow,
											dressed perhaps
											in the sleeve of a plaid shirt,
											nose pressed against the page,
											writing a few more dutiful lines
											while I gaze out the window
											and imagine Budapest
											or some other city
											where I have never been.
									","
											(Vidéo) Narration: « Budapest ».
											Ma plume se déplace le long de la page
											comme le museau d'un animal étrange
											à la forme d'un bras humain
											et habillé de la manche
											d'un pull vert trop grand.
											Je le regarde renifler le papier sans cesse,
											avec l'intention de toute butineuse
											qui n'a rien d'autre à l'esprit
											que les larves et les insectes
											qui lui permettront de vivre un jour de plus.
											Il ne veut qu'être ici demain,
											peut-être habillé
											de la manche d'une chemise à carreaux,
											le nez pressé contre la page,
											à écrire quelques lignes plus dévouées
											tandis que je regarde par la fenêtre
											et imagine Budapest
											ou une autre ville
											où je n'ai jamais été.
									","
											(Video) Erzählung: ""Budapest"".
											Mein Stift wandert über die Seite
											wie die Schnauze eines sonderbaren Tiers
											es hat die Form eines menschlichen Arms
											und es ist mit dem Ärmel
											eines weiten grünen Pullis bekleidet.
											Ich beobachte es, wie es ununterbrochen am Papier schnüffelt
											aufmerksam wie jeder Futtersammler
											der nichts anderes im Kopf hat
											als die Larven und Insekten
											die ihn einen weiteren Tag leben lassen.
											Das einzige was es will, ist morgen hier zu sein
											diesmal vielleicht
											mit dem Ärmel eines karierten Hemdes bekleidet,
											die Nase gegen das Papier gepresst,
											und schreibt einige weitere pflichtbewusste Zeilen,
											während ich aus dem Fenster schaue
											und mir Budapest vorstelle
											oder eine andere Stadt,
											in der ich bis jetzt noch nie war.
									","
											(Vídeo) Narração: ""Budapeste"".
											A minha caneta move-se ao longo da página
											como o focinho de um animal estranho
											com a forma de um braço humano
											e vestido com a manga
											de um pulôver verde largo.
											Vejo-a fungar o papel incessantemente,
											absorta como qualquer forrageiro
											que não tem nada em mente
											apenas as larvas e os insectos
											que lhe permitirão viver mais um dia.
											Ela apenas quer cá estar amanhã,
											talvez vestida
											com a manga de uma camisa axadrezada,
											nariz pressionado contra a página,
											escrevendo mais algumas linhas obedientes
											enquanto olho para a rua
											e imagino Budapeste
											ou uma outra cidade
											em que nunca estive.
									","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
","
","
","
","
","
","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
											BC: Eso la hace parecer un poco más fácil.
											(Aplausos)
											Escribir no es una tarea tan fácil para mí.
											Pero finjo que fluye con facilidad.
											Una estudiante se acercó después de clase, de una clase introductoria,
											y dijo: ""¿Sabe?, la poesía es más difícil que la escritura"",
											algo a la vez erróneo y profundo.
											(Risas)
											Por eso, al menos, me gusta fingir que fluye.
											Un amigo mío, otro poeta, tiene un lema.
											Él dice: ""Si no tienes éxito al primer intento,
											oculta la evidencia de que lo has intentado"".
									","
											BC: Bu daha kolay gösteriyor.
											(Alkış)
											Aslında yazmak benim için o kadar kolay değil.
											Ancak kolaymış gibi göstermeye çalışıyorum.
											Dersten sonra öğrencilerimden biri, şiire giriş dersi,
											bana gelip ""Şiir, yazmaktan daha zor."" dedi,
											ben bu gözlemi hem hatalı hem de derin buldum.
											(Gülüşmeler)
											Ben sanki öylesine çıkıyormuş gibi gösteriyorum.
											Bir arkadaşım bir sloganı var, o da bir şair.
											Ona göre ""Eğer ilk seferinde başaramazsanız,
											denediğinizin bütün delillerini imha edin.""
									","
											BC: So that makes it seem a little easier.
											(Applause)
											Writing is not actually as easy as that for me.
											But I like to pretend that it comes with ease.
											One of my students came up after class, an introductory class,
											and she said, ""You know, poetry is harder than writing,""
											which I found both erroneous and profound.
											(Laughter)
											So I like to at least pretend it just flows out.
											A friend of mine has a slogan; he's another poet.
											He says that, ""If at first you don't succeed,
											hide all evidence you ever tried.""
									","
											BC : Ça semble un peu plus facile comme ça.
											(Applaudissements)
											L'écriture n'est pas réellement aussi simple que cela pour moi.
											Mais je tiens à faire semblant qu'elle vient facilement.
											Une de mes étudiantes est venu après le cours, un cours pour débutants ,
											et elle a dit: « Vous savez, la poésie est plus difficile que l'écriture, »
											ce que j'ai trouvé à la fois erroné et profond.
											(Rires)
											Donc, je voudrais au moins faire semblant qu'elle s'écoule simplement.
											Un de mes amis a un slogan ; il est également poète.
											Il dit que, « Si au début vous ne réussissez pas,
											masquez toutes les preuves que vous ayez jamais essayé. »
									","
											Das lässt die Sache etwas einfacher aussehen.
											(Applaus)
											In Wahrheit ist das Schreiben für mich nicht so einfach.
											Aber ich tue gerne so, als ob es einfach wäre.
											Eine meiner Studentinnen kam nach dem Kurs, einem Einführungskurs, zu mir
											und sagte, ""Wissen Sie, Lyrik ist schwerer als Schreiben"",
											was ich sowohl falsch als auch tiefsinnig fand.
											(Gelächter)
											Deshalb tue ich gerne so, als würde es einfach herausfließen.
											Ein Freund von mir hat ein Motto; er ist auch Dichter.
											Er sagt: "" Wenn du zunächst keinen Erfolg hast,
											dann vernichte alle Beweise, dass du es je versucht hast.""
									","
											BC: Portanto, isto faz com que pareça um bocadinho mais fácil.
											(Aplausos)
											Escrever não é assim tão fácil como isso, para mim.
											Mas gosto de fingir que vem com facilidade.
											Uma estudante minha veio ter comigo depois da aula, uma aula introdutória,
											e disse: ""Sabe, a poesia é mais difícil do que escrever"",
											o que eu achei erróneo e profundo ao mesmo tempo.
											(Risos)
											Por isso eu gosto de, pelo menos, fingir que flui, simplesmente.
											Um amigo meu tem um slogan; ele é outro poeta.
											Ele diz que: ""Se não tiveres sucesso à primeira,
											esconde todos os indícios de que tentaste.""
									","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
","
","
","
","
","
","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
											(Risas)
									","
											(Gülüşmeler)
									","
											(Laughter)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
","
","
","
","
","
","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
											El siguiente poema también es bastante corto.
											La poesía se limita a decir unas cuantas cosas de diferentes maneras.
											Creo que podría resumir este poema diciendo:
											""Hay días en que te comes al oso y otros días en que el oso te come a ti"".
											Y usa las imágenes
											del mobiliario de una casa de muñecas.
									","
											Bir sonraki şiir de oldukça kısa.
											Şiir, azıcık şeyi sadece farklı yollarla söyler.
											Sanırım bir sonraki şiiri şu şekilde özetleyebiliriz:
											""Bazı günler ayıyı siz yersiniz, diğer günler ayı sizi yer.""
											Bebek evi eşyalarının
											görüntülerini kullanıyor.
									","
											The next poem is also rather short.
											Poetry just says a few things in different ways.
											And I think you could boil this poem down to saying,
											""Some days you eat the bear, other days the bear eats you.""
											And it uses the imagery
											of dollhouse furniture.
									","
											Le poème suivant est également assez court.
											La poésie dit quelques petites choses de différentes manières.
											Et je pense que vous pourriez résumer ce poème ainsi,
											« Certains jours, vous mangez l'ours, les autres jours l'ours vous mange. »
											Et il utilise l'imagerie
											des meubles de maison de poupée.
									","
											Das nächste Gedicht ist auch eher kurz.
											Lyrik sagt einige Dinge einfach auf eine andere Art und Weise.
											Ich denke, man kann dieses Gedicht folgendermaßen zusammenfassen,
											""An manchen Tagen frisst du den Bär, und an anderen Tagen frisst der Bär dich.""
											Und es bedient sich der Symbolik
											von Puppenhausmöbeln.
									","
											O próximo poema também é mais curto.
											A poesia apenas diz as mesmas coisas de maneiras diferentes.
											E acho que poderiam resumir este poema com:
											""Às vezes comes o urso, outras vezes és comido pelo urso.""
											E usa o imaginário
											das mobílias de uma casa de bonecas.
									","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
","
","
","
","
","
","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
											(Video) Narración: ""Algunos días"".
											Algunos días
											pongo a las personas en sus lugares en la mesa,
											doblo sus piernas a la altura de las rodillas,
											si vienen con esa funcionalidad,
											las pongo en diminutas sillas de madera.
											Cada tarde se miran de frente,
											el hombre del traje marrón,
											la mujer del vestido azul...
											perfectamente inmóviles, perfectamente compuestos.
											Pero otros días soy yo
											a quien toman por las costillas
											y confinan al comedor de una casa de muñecas,
											a sentarse con otros en la larga mesa.
											Muy gracioso.
											Pero, ¿cómo podría gustarte
											si nunca se sabe de un día para otro
											si uno va a estar
											caminando por ahí como un dios viviente,
											con los hombros en las nubes,
											o sentado allí abajo
											en medio del empapelado
											mirando al frente
											con su carita de plástico?
									","
											(Video) ""Bazı günler"".
											Bazı günler,
											insanları masadaki yerlerine oturtuyorum.
											dizlerini kırıyorum,
											eğer bu özelliğe sahiplerse,
											ve onları ufak tahta sandalyelere yerleştiriyorum.
											Bütün öğleden sonra birbirlerine bakıyorlar,
											kahverengi takımının içindeki adam,
											mavi elbisesindeki kadın,
											tamamen hareketsiz, tamamen uslu.
											Ama diğer günler,
											uzun masada diğerleriyle oturmak için
											kaburgalarından tutulup kaldırılan
											ve bebek evindeki yemek odasına yerleştirilen benim.
											Çok komik.
											Ancak eğer
											bir günden diğerine hayatınızı
											sanki omuzları gökyüzüne degercesine
											gerçek bir tanrıymış gibi
											ya da duvar kağıdına karşı
											oturarak küçük plastik
											yüzünüzü karşıya yönelterek
											geçireceğinizi bilseydiniz
											ne hissederdiniz?
									","
											(Video) Narration: ""Some Days.""
											Some days
											I put the people in their places at the table,
											bend their legs at the knees,
											if they come with that feature,
											and fix them into the tiny wooden chairs.
											All afternoon they face one another,
											the man in the brown suit,
											the woman in the blue dress —
											perfectly motionless, perfectly behaved.
											But other days I am the one
											who is lifted up by the ribs
											then lowered into the dining room of a dollhouse
											to sit with the others at the long table.
											Very funny.
											But how would you like it
											if you never knew from one day to the next
											if you were going to spend it
											striding around like a vivid god,
											your shoulders in the clouds,
											or sitting down there
											amidst the wallpaper
											staring straight ahead
											with your little plastic face?
									","
											(Vidéo) Narration : « Quelques jours ».
											Certains jours
											je mets les gens à leur place à la table,
											je plie leurs jambes au niveau des genoux,
											s’ils disposent de cette fonctionnalité,
											et les fixe sur les minuscules chaises en bois.
											Tous l'après-midi, ils se font face les uns aux autres,
											l'homme au costume marron,
											la femme à la robe bleue -
											parfaitement immobiles, parfaitement bien élevés.
											Mais d'autres jours je suis le seul
											qui est soulevé par les côtes
											puis descendu dans la salle à manger d'une maison de poupée
											pour s'asseoir avec les autres à la longue table.
											Très drôle.
											Mais est-ce que ça vous plairait
											si vous ne saviez jamais d'un jour à l'autre
											si vous allez le passer
											à faire grandes enjambées autour comme un dieu vivant,
											vos épaules dans les nuages,
											ou assis là-bas
											au milieu du papier peint
											regardant droit devant
											avec votre petit visage en plastique ?
									","
											(Video) Erzählung: ""Manchmal.""
											Manchmal
											setze ich die Menschen an ihren Platz am Tisch
											knicke ihre Beine an den Kniegelenken ein,
											falls sie diese Funktion eingebaut haben,
											und setze sie auf ihre kleinen hölzernen Stühle.
											Jeden Tag sitzen sie sich gegenüber,
											der Mann im braunen Anzug,
											die Frau im blauen Rock –
											ganz und gar bewegungslos, mit ganz und gar gutem Benehmen.
											Aber an anderen Tagen, da bin ich derjenige
											der am Oberkörper hochgehoben wird
											und dann in das Esszimmer eines Puppenhauses hinuntergelassen wird
											um mit den anderen am langen Tisch zu sitzen.
											Sehr lustig.
											Aber wie würde es Ihnen gefallen,
											wenn Sie nie wüssten, wie Sie den nächsten Tag
											verbringen werden?
											Ob Sie wie ein lebendiger Gott die Welt durchschreiten,
											Ihre Schultern in den Wolken,
											oder ob Sie da unten sitzen
											von der Tapete umgeben
											geradeaus starrend
											mit Ihrem kleinen Plastikgesicht?
									","
											(Vídeo) Narração: ""Nalguns Dias.""
											Nalguns dias
											ponho as pessoas nos seus lugares à mesa,
											dobro-lhes as pernas pelos joelhos,
											caso venham com essa funcionalidade,
											e prendo-as às minúsculas cadeiras de madeira.
											Toda a tarde se encaram um ao outro,
											o homem num fato castanho,
											a mulher num vestido azul -
											perfeitamente estáticos, perfeitamente comportados.
											Mas noutros dias sou eu aquele
											que é levantado pelas costelas
											e depois reduzido à sala de jantar da casa de bonecas
											para me sentar com os outros na longa mesa.
											Muito engraçado.
											Mas quanto gostarias disto
											se nuncas souberes de um dia para o outro
											se vais passá-lo a andar
											de um lado para o outro como um deus vivo,
											com os ombros nas nuvens,
											ou sentado ali
											entre o papel de parede
											olhando em frente
											com a tua carinha de plástico?
									","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
","
","
","
","
","
","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
											(Aplausos)
									","
											(Alkış)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Aplausos)
									","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
","
","
","
","
","
","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
											BC: Hay una película de terror allí en algún lado.
											El siguiente poema se llama ""El olvido"",
											en realidad es una especie de ensayo poético
											sobre el tema del retraso mental.
											El poema empieza
											con un cierto tipo de olvido
											que algunos llaman
											amnesia literaria;
											en otras palabras: olvidarse lo que se acaba de leer.
									","
											BC: Bu, biraz korku filmine benziyor.
											Sonraki şiirin adı ""Unutkanlık"",
											bir bakıma, zihninizdekilen yavaşça kaybolması
											üzerine şiirsel bir düzyazı.
											Şiir,
											birisinin edebiyat amnezisi
											diye tanımladığı,
											bir çeşit unutkanlıkla başlıyor,
											diğer bir deyişle, okuduğunuz şeyleri unutmanız.
									","
											BC: There's a horror movie in there somewhere.
											The next poem is called forgetfulness,
											and it's really just a kind of poetic essay
											on the subject of mental slippage.
											And the poem begins
											with a certain species of forgetfulness
											that someone called
											literary amnesia,
											in other words, forgetting the things that you have read.
									","
											BC : Il y a un film d'horreur là-dedans.
											Le poème suivant est appelé 'oubli',
											et ce n'est en fait qu'une sorte d'essai poétique
											sur le sujet du déclin mental.
											Et le poème commence
											par une certaine espèce d'oubli
											que quelqu'un a appelé
											l'amnésie littéraire,
											en d'autres termes, oublier les choses que vous avez lues.
									","
											Irgendwo da drin ist ein Horrorfilm.
											Das nächste Gedicht heißt Vergesslichkeit
											und es ist eigentlich eine Art lyrischer Aufsatz
											über das Thema ""geistiges Entgleiten"".
											Und das Gedicht beginnt
											mit einer speziellen Art der Vergesslichkeit,
											die jemand
											literarische Amnesie genannt hat,
											mit anderen Worten: Vergessen, was man gelesen hat.
									","
											BC: Há ali um filme de terror algures.
											O próximo poema chama-se Esquecimento,
											e é mesmo apenas uma espécie de ensaio poético
											sobre a questão do deslize mental.
											E o poema começa
											com uma certa espécie de esquecimento
											que alguém chamou
											literalmente de amnésia,
											noutras palavras, esquecer aquilo que se leu.
									","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
","
","
","
","
","
","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
											(Video) Narración: ""El olvido"".
											El nombre del autor es lo primero que se olvida,
											seguido obedientemente
											por el título, la trama,
											la conclusión desgarradora,
											toda la novela,
											que, de pronto, te parece no haber leído nunca
											ni jamás haber oído hablar de ella.
											Es como si, uno a uno,
											los recuerdos que solíamos albergar
											decidieran retirarse al hemisferio sur del cerebro,
											a una pequeña aldea de pescadores
											donde no hay teléfonos.
											Hace mucho tiempo,
											le dijimos adiós a los nombres de las nueve musas
											y vimos a la ecuación cuadrática
											empacar su maleta.
											E incluso ahora,
											al memorizar la secuencia de los planetas,
											algo más se esconde,
											quizá una flor nacional,
											la dirección de un tío,
											la capital de Paraguay.
											Como sea
											uno trata de recordar,
											no lo tiene en la punta de la lengua,
											ni tampoco está anidado
											en algún meandro oscuro
											del bazo.
											Se ha ido
											bajo un oscuro río mitológico
											cuyo nombre empieza con L,
											como podrán recordar,
											bien en el camino al olvido
											en el que te sumarás a los
											que han olvidado incluso cómo nadar
											y cómo andar en bicicleta.
											No es extraño despertar en medio de la noche
											para comprobar la fecha de la famosa batalla
											en un libro de guerra.
											No es de extrañar que la luna de la ventana
											parezca haber escapado de un poema de amor
											que solías saber de memoria.
									","
											(Video) ""Unutkanlık.""
											Önce yazarın adı uçuyor,
											diğerleri de söz dinlercesine onu takip ediyor,
											adı, konusu,
											yürek parçalayan sonu,
											romanın tamamı,
											birdenbire hiç okumadığınız bir şeye dönüşüyor,
											adını bile duymadığınız.
											Sanki, sahip olduğunuz
											anılar bir bir
											beyninizin güney yarısından emekliliğe ayrılıyorlar,
											telefonun olmadığı bir balıkçı köyüne
											taşınmak için.
											Uzun zaman önce,
											dokuz ilham perininizin adlarına hoşçakal dediniz,
											ikinci dereceden denklemlerin
											çantalarını toplamalarını izlediniz.
											Şimdi bile,
											gezegenlerinin sırasını ezberlerken,
											başka bir şeyler kayıp gidiyor,
											belki bir çiçeğin adı,
											bir amcanızın adresi,
											Paraguay'in başkenti.
											Her neyse
											hala hatırlamakta güçlük çekiyorsunuz,
											dilinizin ucunda değil,
											zihninizin
											bir köşesinden başını da
											uzatmamış.
											Hatırladığınız kadarıyla
											adı L ile başlayan
											mitolojik bir nehir
											almış götürmüş,
											yüzmeyi
											ve nasıl bisiklete binildiğini
											hatırlamayanların
											arasına katılacağınız yoldasınız.
											Gecenin bir yarısında kalkıp
											bir tarih kitabından bir savaşın tarihine
											bakmanıza şaşırmamak gerek.
											Pencereden görünen Ay'ın
											ezbere bildiğiniz bir aşk şiirinden çıktığını
											düşünmenize şaşırmamak gerek.
									","
											(Video) Narration: ""Forgetfulness.""
											The name of the author is the first to go,
											followed obediently
											by the title, the plot,
											the heartbreaking conclusion,
											the entire novel,
											which suddenly becomes one you have never read,
											never even heard of.
											It is as if, one by one,
											the memories you used to harbor
											decided to retire to the southern hemisphere of the brain
											to a little fishing village
											where there are no phones.
											Long ago,
											you kissed the names of the nine muses good-bye
											and you watched the quadratic equation
											pack its bag.
											And even now,
											as you memorize the order of the planets,
											something else is slipping away,
											a state flower perhaps,
											the address of an uncle,
											the capital of Paraguay.
											Whatever it is
											you are struggling to remember,
											it is not poised on the tip of your tongue,
											not even lurking
											in some obscure corner
											of your spleen.
											It has floated away
											down a dark mythological river
											whose name begins with an L
											as far as you can recall,
											well on your own way to oblivion
											where you will join those
											who have forgotten even how to swim
											and how to ride a bicycle.
											No wonder you rise in the middle of the night
											to look up the date of a famous battle
											in a book on war.
											No wonder the Moon in the window
											seems to have drifted out of a love poem
											that you used to know by heart.
									","
											(Vidéo) Narration : « Oubli ».
											Le nom de l'auteur est le premier à s'en aller,
											suivit docilement
											par le titre, l'intrigue,
											la conclusion déchirante,
											tout le roman,
											qui devient tout à coup celui que vous n'avez jamais lu,
											dont vous n'avez jamais entendu parler.
											C'est comme si, un par un,
											les souvenirs que vous aviez
											décidaient de se retirer dans l'hémisphère sud du cerveau
											dans un petit village de pêcheurs
											où il n'y a pas de téléphone.
											Il y a bien longtemps,
											vous avez dit adieu aux noms des neuf muses
											et vous avez regardé l'équation quadratique
											faire ses bagages.
											Et même maintenant,
											alors que vous mémoriser l'ordre des planètes,
											quelque chose d'autre se dérobe,
											une fleur symbole d'un état peut-être,
											l'adresse d'un oncle,
											la capitale du Paraguay.
											Quoi que ce soit
											vous avez du mal à vous rappeler,
											ce n'est pas en équilibre sur le bout de votre langue,
											même pas caché
											dans quelque coin obscur
											de votre rate.
											C'est parti flotter
											sur une rivière sombre mythologique
											dont le nom commence par un L
											du plus loin que vous pouvez vous rappeler,
											bien avancé vers l'oubli
											où vous rejoindrez ceux
											qui ont oublié même comment nager
											et comment faire de la bicyclette.
											Pas étonnant que vous vous leviez au milieu de la nuit
											pour rechercher la date d'une célèbre bataille
											dans un livre sur la guerre.
											Pas étonnant que la Lune à la fenêtre
											semble avoir dérivé depuis un poème d'amour
											que vous connaissiez par cœur dans le temps.
									","
											(Video) Erzählung: ""Vergesslichkeit.""
											Der Name des Autors ist das erste, was du vergisst,
											ergeben gefolgt
											vom Titel, der Handlung,
											der herzzerreißenden Schlussfolgerung,
											dem gesamten Roman,
											der plötzlich zu einem wird, den du nie gelesen hast,
											von dem du noch nie etwas gehört hast.
											Es ist als ob, eine nach der anderen,
											die Erinnerungen, die du beherbergt hast,
											beschlossen hätten, sich in der südlichen Hemisphäre deines Gehirns zur Ruhe zu setzen,
											in einem kleinen Fischerdorf,
											wo es keine Telefone gibt.
											Vor langer Zeit
											hast du den Namen der neun Musen einen Abschiedskuss gegeben.
											und du hast zugeschaut, wie die quadratische Gleichung
											ihre Tasche packt.
											Und sogar jetzt,
											wo du dir die Reihenfolge der Planeten einprägst,
											gleitet etwas anderes davon,
											vielleicht die Blume in einem Staatswappen,
											die Adresse eines Onkels,
											die Hauptstadt von Paraguay.
											Was es auch immer sein mag,
											dessen Erinnerung dir Probleme bereitet,
											es liegt dir nicht auf der Zunge,
											es lauert nicht einmal
											in irgendeiner dunklen Ecke
											deiner Milz.
											Es ist fortgeglitten
											einen mythologischen Fluss hinunter,
											dessen Name mit einem L beginnt,
											sofern du dich daran erinnern kannst,
											auf deinem eigenen Weg in die Vergesslichkeit,
											wo du zu denen stoßen wirst,
											die sogar vergessen haben, wie man schwimmt
											und wie man Fahrrad fährt.
											Kein Wunder, dass du mitten in der Nacht aufstehst,
											um das Datum einer berühmten Schlacht
											in einem Buch über Kriege nachzuschlagen.
											Kein Wunder, dass der Mond im Fenster
											aus einem Liebesgedicht gekommen zu sein scheint,
											das du einst auswendig kanntest.
									","
											(Vídeo) Narração: ""Esquecimento.""
											O nome do autor é o primeiro a ir,
											seguido obedientemente
											pelo título, o enredo,
											a desoladora conclusão,
											o romance por inteiro,
											que de repente se torna um daqueles que nunca leste,
											de que nunca ouviste falar.
											É como se, uma por uma,
											as memórias que costumavas guardar
											decidissem reformar-se no hemisfério sul do cérebro,
											numa pequena aldeia de pescadores,
											onde não há telefones.
											Há muito tempo,
											disseste adeus aos nomes das nove musas
											e viste a equação quadrática
											fazer as malas.
											E mesmo agora,
											enquanto memorizas a ordem dos planetas,
											outra coisa é esquecida,
											talvez um emblema floral,
											a morada de um tio,
											a capital do Paraguai.
											O que quer que seja
											que te esforças por lembrar,
											não está na ponta da língua,
											nem mesmo a espreitar
											nalgum canto obscuro
											do teu baço.
											Flutuou para longe
											por um escuro rio mitológico abaixo
											cujo nome começa por L,
											se bem te lembras,
											bem no teu próprio caminho para o esquecimento
											onde te juntarás àqueles
											que até se esqueçeram de como nadar
											ou como andar de bicicleta.
											Não admira que te levantes a meio da noite
											para procurar a data de uma batalha famosa
											num livro sobre guerra.
											Não admira que a Lua lá fora
											pareça ter sumido de um poema de amor
											que costumavas saber de cor.
									","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
","
","
","
","
","
","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
											(Aplausos)
									","
											(Alkış)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Aplausos)
									","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
"
","
","
","
","
","
","Everyday moments, caught in time",Billy Collins,15:13,"culture,entertainment,humor,poetry"
