es,tr,fr,title,speaker,duration,tags
"
","
","
",Violence against women — it's a men's issue,Jackson Katz,17:40,"TEDx,feminism,men,violence,women,gender equality,sexual violence"
"
											Y voy a ilustrar lo que 
estoy hablando mediante
											el uso de la tecnología antigua.
											Soy de la vieja escuela en 
algunos temas fundamentales.
											Trabajo en... hago películas... 
y trabajo con alta tecnología,
											pero todavía soy de la vieja 
escuela como educador,
											y quiero compartir 
con Uds. este ejercicio
											que ilustra en el nivel de 
la estructura de la oración
											la forma en que pensamos,
											literalmente la manera en
que usamos el lenguaje,
											que conspira para mantener 
fuera la atención de los hombres.
											Es sobre la violencia 
doméstica en particular
											pero puede conectar 
con otros análogos.
											Esto viene de la obra de la lingüista 
feminista Julia Penelope.
									","
											Ben de üzerinde konuştuğum konuyu eski teknolojiyi kullanarak,
											örneklerle açıklayacağım
											Bazı temel şeylerde eski kafalıyımdır.
											İleri teknolojiyle filmler yapıyor ve çalışıyorum,
											ama yine de eğitimci olarak eski kafalıyım.
											Birazdan yapacağımız alıştırma,
											düşünme ve dili kullanma şeklimizin
											dikkatimizi erkeklerden
											nasıl uzak tuttuğunu
											cümle yapısı düzeyinde açıklayacak.
											Bu özellikle aile içi şiddet hakkında olsa da
											bunu başka örneklere de uyarlamak mümkün.
											Bu feminist dilbilimci Julia Penelope'nin çalışmalarından aldığım bir örnek.
									","
											Et je vais illustrer mes propos
											en utilisant une vieille méthode.
											Je suis de la vieille école 
sur certains aspects fondamentaux.
											Je travaille avec — je fais des films — 
et je travaille avec les nouvelles technologies
											mais je suis toujours de la vieille école
en tant qu'éducateur,
											je voudrais partager avec vous cet exercice
											qui illustre avec la structure d'une phrase
											la façon dont nous pensons,
											comment, littéralement, la façon
dont nous utilisons le langage,
											contribue à garder notre attention 
loin des hommes.
											Cela concerne les violences
domestiques en particulier,
											mais on peut faire d'autres d'analogies.
											Ça provient du travail d'une 
linguiste féministe Julia Penelope.
									",Violence against women — it's a men's issue,Jackson Katz,17:40,"TEDx,feminism,men,violence,women,gender equality,sexual violence"
"
","
","
",Violence against women — it's a men's issue,Jackson Katz,17:40,"TEDx,feminism,men,violence,women,gender equality,sexual violence"
"
											Comienza con una frase 
de composición básica:
											""Juan le pega a María"".
											Es una buena oración.
											Juan es el sujeto. Pega es el verbo.
											María es el objeto. Buena frase.
											Ahora vamos a pasar a la segunda frase,
											que dice lo mismo en la voz pasiva.
											""María fue golpeada por Juan"".
											Y ahora ha sucedido mucho 
en una sola frase.
											Hemos pasado de ""Juan le pega a María""
											a ""María fue golpeado por Juan"".
											Hemos cambiado, en una frase, 
nuestro foco de Juan a María,
											y se puede ver que Juan está 
muy cerca del final de la oración,
											bien, cerca de dejar el mapa 
de nuestro plano psíquico.
											En la tercera oración, John sale,
											y tenemos, ""María fue golpeada"",
											y ahora se trata de María.
											No estamos pensando en John. 
Se centra totalmente en María.
											Durante la última generación, 
el término que hemos utilizado
											sinónimo de ""golpeada"" 
es ""maltratada"",
											así que tenemos 
""María fue maltratada"".
											Y la oración definitiva 
en esta secuencia,
											que fluye de los demás, es,
											""María es una mujer maltratada"".
											Así que ahora la identidad de María 
—María es una mujer maltratada—
											es lo mismo que lo hecho a ella 
por Juan en primera instancia.
											Pero hemos demostrado que Juan hace 
mucho tiempo ha dejado la conversación.
									","
											Çok temel bir İngilizce cümle ile başlıyor:
											""John Mary'yi dövdü.""
											Bu iyi bir İngilizce cümle.
											""John"" özne, ""dövdü"" fiil...
											Mary nesne... İyi bir cümle.
											Şimdi ikinci cümleye geçeceğiz.
											Bu cümle aynı şeyi söylüyor, ama edilgen bir kalıpla.
											""Mary, John tarafından dövüldü.""
											Bir cümle ne kadar çok şeyi ifade ediyor...
											""John Mary'i dövdü""den
											""Mary John tarafından dövüldü.""'ye varmış olduk.
											Odak noktamız John'ken, bir cümlede Mary oluverdi.
											Hem John'un cümlenin sonuna çok yakın olduğunu görebilirsiniz.
											Yani, John zihni haritamızdan eksilmek üzere.
											John üçüncü cümlede artık yoktur:
											Üçüncü cümle şudur: ""Mary dövüldü.""
											Artık cümle yalnızca Mary hakkında.
											John hakkında artık düşünmüyoruz bile. Tümüyle Mary'ye odaklandık.
											Geçmiş kuşak boyunca, ""dövüldü"" ile eşanlamlı olarak
											kullandığımız terim ""hırpalanmış"" oldu.
											Yani elimizdeki cümle artık ""Mary hırpalandı""dır.
											Ve bu dizinin diğerlerinin ardından gelen
											son cümlesi
											""Mary hırpalanmış bir kadındır.""
											Yani şimdi Mary'nin asıl kimliği — ""Mary hırpalanmış bir kadındır."" —
											en başta John'un ona ne yaptığıyla ilgliidir.
											Fakat John'un uzun bir süre önce konu dışı kaldığını göstermiştik.
									","
											Ça commence avec une phrase très basique en anglais :
											« John frappa Marie. »
											C'est une phrase correcte en anglais
											John est le sujet. Frappa est le verbe.
											Marie est le complément d'objet. 
Une bonne phrase.
											Maintenant nous passons
à la deuxième phrase,
											qui dit exactement la même chose
mais à la voix passive
											« Marie a été frappée par John. »
											Maintenant beaucoup de choses 
se sont passées en une seule phrase.
											On est passé de « John frappa Mary »
											à « Mary a été frappée par John. »
											On a déplacé notre attention en une phrase de John à Mary,
											et vous pouvez voir que John est proche
de la fin de la phrase,
											oui, prêt à chuter de notre plan psychique.
											A la troisième phrase, John est abandonné
											et nous avons, « Mary a été frappée »,
											et maintenant il n'est question que de Mary.
											Nous ne pensons même pas à John. 
C'est totalement concentré sur Mary.
											Au cours de la dernière génération, nous avons utilisé
											des synonymes entre « frappée » et « battue »,
											on a donc « Mary a été battue. »
											Et la phrase finale de cette séquence,
											découlant des autres, est,
											« Mary est une femme battue. »
											Donc maintenant, la véritable identité de Mary
— Mary est une femme battue —
											résulte de ce qui a été fait
par John en premier lieu.
											Mais nous avons démontré que John
a depuis longtemps quitté la conversation.
									",Violence against women — it's a men's issue,Jackson Katz,17:40,"TEDx,feminism,men,violence,women,gender equality,sexual violence"
"
","
","
",Violence against women — it's a men's issue,Jackson Katz,17:40,"TEDx,feminism,men,violence,women,gender equality,sexual violence"
"
											Ahora, los que trabajamos en 
la violencia doméstica y sexual
											sabemos que culpar a la víctima 
es algo generalizado en esta esfera,
											es decir, culpar a la persona 
a la que se le hizo algo
											en lugar de a 
la persona que lo hizo.
											Y decimos cosas como, ¿por qué 
estas mujeres salen con estos hombres?
											¿Por qué son atraídas 
por estos hombres?
											¿Por qué ellas regresan? 
¿Por qué se vistió así para la fiesta?
											Qué cosa tan estúpida. 
¿Por qué estaba tomando
											con ese grupo de muchachos 
en esa habitación de hotel?
											Se trata de culpar a la víctima, 
y existen numerosas razones para ello,
											pero una de ellas es que toda 
nuestra estructura cognitiva
											se configura culpando a 
las víctimas. Todo inconsciente.
											Nuestra estructura cognitiva está 
toda configurada para hacer preguntas
											sobre las mujeres y las opciones de 
las mujeres y lo que están haciendo,
											pensando y usando.
											Y no voy a gritar a quienes preguntan
											sobre las mujeres, ¿bien? 
Es algo legítimo de preguntar.
											Pero seamos claros: 
hacer preguntas acerca de María
											no va a llevarnos a ningún lugar en 
términos de prevención de la violencia.
									","
											Şimdi, aile içi şiddet ve tecavüz alanlarında çalışan bizler
											mağduru suçlamanın bu alanda yaygın olduğunu biliyoruz.
											Bir başka deyişle, bir şeyi yapan kişiden ziyade,
											ondan muzdarip kişiyi suçlarız.
											Dolayısıyla ""Bu kadınlar niye bu erkeklerlerle çıkıyor?"", ""Neden bu erkekleri çekici buluyorlar?"",
											""Neden bu adamlara dönüyorlar?"", ""O partide ne giymişti?"",
											""Yaptığı ne aptalca"" veya "" Niye bir otel odasında
											bir grup erkekle içki içiyordu?""
											gibi yorumlar yaparız.
											Bu kurbanı suçlamaktır ve bununpek çok nedeni vardır.
											Fakat bunlardan biri, bizim bütün bilişsel yapımızın
											kurbanı suçlayacak şekilde kurulu olmasıdır. Bu tamamen bilinçsizce yapılan bir yorumdur.
											Bütün bilişsel yapımız kadınlar, onların seçimleri, ne yaptıkları, ne düşündükleri
											ve ne giydikleri hakkında
											sorular sormak üzere düzenlenmiştir.
											Kadınlar hakkında sorular soran insanları susturmayacağım.
											Bunu sormak meşru bir şeydir.
											Ama açık konuşalım: Mary hakkında sorular sormak
											şiddetin önlenmesi konusunda bizi hiçbir yere götürmez.
									","
											Maintenant, ceux d'entre nous qui travaillent
dans le domaine de la violence domestique et sexuelle
											savent que la condamnation de la victime
est omniprésente dans ce domaine,
											ce qui signifie, condamner la personne
à qui on a fait quelque chose
											plutôt que la personne qui l'a fait.
											On dit des choses comme, 
pourquoi ces femmes sortent avec ces hommes ?
											Pourquoi sont-elles attirées par ces hommes ?
											Pourquoi est-ce qu'elles reviennent ? 
Que portait-elle à cette soirée ?
											Quelle chose stupide à faire. 
Pourquoi est-ce qu'elle buvait
											avec ce groupe de gars 
dans cette chambre d'hôtel ?
											C'est la condamnation de la victime et 
il y a de nombreuses raisons à ça,
											mais l'une d'ente elles est 
que notre entière structure cognitive
											est prévue pour condamner les victimes. 
C'est entièrement inconscient.
											Notre entière structure cognitive 
est préparée à poser des questions
											à propos des femmes, de leurs choix 
et de ce qu'elles font,
											ce qu'elles pensent et ce qu'elles portent.
											Je ne vais pas faire taire les gens
qui posent ces questions
											au sujet des femmes, ok ? 
C'est légitime de les poser.
											Mais soyons clairs : 
poser ces questions à propos de Mary
											ne va nous emmener nulle part
en terme de prévention de la violence.
									",Violence against women — it's a men's issue,Jackson Katz,17:40,"TEDx,feminism,men,violence,women,gender equality,sexual violence"
"
","
","
",Violence against women — it's a men's issue,Jackson Katz,17:40,"TEDx,feminism,men,violence,women,gender equality,sexual violence"
"
											Tenemos que hacer un conjunto 
diferente de preguntas.
											Pueden ver dónde voy 
con esta, ¿verdad?
											Las preguntas no son acerca 
de María, son acerca de Juan.
											Las preguntas incluyen cosas como, 
¿por qué Juan le pegó a María?
											¿Por qué la violencia doméstica 
sigue siendo un gran problema
											en los EE.UU. y en todo el mundo?
											¿Qué pasa? ¿Por qué 
tantos hombres abusan,
											física, emocional y 
verbalmente y de otras maneras,
											de mujeres y niñas, 
y los hombres y muchachos,
											que dicen amar? 
¿Qué les pasa a los hombres?
											¿Por qué tantos hombres adultos abusan 
sexualmente de niñas y niños pequeños?
											¿Por es un problema común 
en nuestra sociedad
											y en todo el mundo de hoy?
											¿Por qué escuchamos 
una y otra vez
											sobre nuevos escándalos 
apareciendo en grandes instituciones
											como la Iglesia Católica o 
el programa de fútbol de Penn State
											o los Boy Scouts de América, y así?
											Y después en todas 
las comunidades por todo el país
											y por todo el mundo, ¿verdad? 
Oímos de ello todo el tiempo.
											El abuso sexual de niños.
											¿Qué le está sucediendo a los hombres? 
¿Por qué tantos hombres violan mujeres
											en nuestra sociedad y en todo el mundo?
											¿Por qué tantos hombres 
violan a otros hombres?
											¿Qué les pasa a los hombres?
											Y por tanto, ¿cuál es el papel 
de las diferentes instituciones
											en nuestra sociedad que están 
ayudando a producir hombres abusivos
											a tasas pandémicas?
									","
											Bu yüzden farklı sorular sormamız gerekir.
											Bunun nereye varacağını anladınız, değil mi?
											Sorular Mary hakkında değil; John hakkında.
											""John Mary'yi neden dövdü?"" de bu sorulardan biri.
											Neden aile içi şiddet ABD'de ve diğer dünya ülkelerinde
											hala büyük bir sorun?
											Neler oluyor? Neden bu kadar çok erkek
											fiziksel, duygusal, sözlü olarak ve diğer yollarla,
											sevdiğini iddia ettiği kadınları ve kızları, erkekleri ve erkek çocuklarını
											istismar ediyor? Erkeklere neler oluyor?
											Neden bu kadar çok yetişkin erkek, küçük kız ve erkek çocuklarına cinsel istismarda bulunuyor?
											Bu neden toplumumuzda
											ve bütün dünyada bugün ortak bir sorun?
											Bunu neden Katolik Kilisesi, Penn State Üniversitesi futbol takımı veya ABD erkek çocuk izci kamplari gibi büyük kurumlarda
											patlak veren yeni skandalları
											neden tekrar tekrar,
											sürekli duyuyoruz?
											Ülkedeki ve dünyadaki
											yerel topluluklarda da sürekli
											çocukların cinsel istismarını duymuyor muyuz?
											Erkeklere neler oluyor? Neden toplumumuzda ve dünya genelinde bu kadar çok sayıda erkek
											kadınlara tecavüz ediyor?
											Neden bu kadar çok sayıda erkek, erkeklere tecavüz ediyor?
											Erkeklere neler oluyor?
											Toplumumuzda
											tacizci erkeklerin ortaya çıkmasına yardımcı olan farklı kurumların
											bu alanda oynadığı rol nedir?
									","
											Nous devons poser un 
ensemble de questions différent.
											Vous voyez où je veux en venir, non ?
											Les questions ne concernent par Mary. 
Elles concernent John.
											Ces questions contiennent des choses comme, 
pourquoi est-ce que John bat Mary ?
											Pourquoi la violence domestique est-elle 
toujours un gros problème
											aux Etats-Unis et partout dans le monde ?
											Qu'est-ce qu'il se passe ? 
Pourquoi tant d'hommes maltraitent,
											physiquement, émotionnellement, 
verbalement, et par d'autres façons,
											des femmes et des filles,
des hommes et des garçons,
											qu'ils prétendent aimer ? 
Qu'est-ce qu'il se passe avec les hommes ?
											Pourquoi tant d'hommes adultes abusent 
sexuellement de jeunes filles et de jeunes garçons ?
											Pourquoi est-ce que c'est un problème
courant dans notre société
											et partout dans le monde aujourd'hui ?
											Pourquoi entendons-nous
encore et encore
											de nouveaux scandales faisant éruption
dans de grandes institutions
											comme l'Eglise Catholique ou
le programme de football de Penn State
											ou les Boy Scouts américains, etc. ?
											Et aussi des communautés locales partout dans le pays
											et partout dans le monde, non ? 
On en entend tout le temps parler.
											L'abus sexuel des enfants.
											Qu'est-ce qui se passe avec les hommes ? 
Pourquoi tant d'hommes violent des femmes
											dans notre société et partout dans le monde ?
											Pourquoi tant d'hommes violent d'autres hommes ?
											Qu'est-ce qui se passe avec les hommes ?
											Quel est donc le rôle 
de ces institutions diverses
											de notre société qui contribuent 
à produire des hommes violents
											à des taux pandémiques ?
									",Violence against women — it's a men's issue,Jackson Katz,17:40,"TEDx,feminism,men,violence,women,gender equality,sexual violence"
"
","
","
",Violence against women — it's a men's issue,Jackson Katz,17:40,"TEDx,feminism,men,violence,women,gender equality,sexual violence"
"
											Porque esto no se trata 
de los autores individuales.
											Esa es una forma ingenua de entender 
lo que es un mucho más profundo
											y sistémico problema social.
											Saben, los perpretadores no son esos
											monstruos que se arrastran en la ciénaga
											y vienen a la ciudad y hacen 
sus desagradable asuntos
											y luego regresan a la oscuridad.
											Es una noción muy ingenua, ¿verdad?
											Los perpretadores son mucho 
más normales que eso,
											y cotidianos que eso.
											Entonces la pregunta es, 
¿qué estamos haciendo aquí
											en nuestra sociedad y en el mundo?
											¿Cuáles son los roles 
de varias instituciones
											que favorecen en producir 
a hombres abusivos?
											¿Cuál es el papel de 
las creencias religiosas,
											la cultura del deporte, 
la cultura de la pornografía,
											la estructura familiar, económica 
y cómo que se entrecruzan,
											y la raza y la etnicidad y 
cómo que se intersectan?
											¿Cómo funciona todo esto?
									","
											Çünkü bu suçlu bireylerle ilgili bir şey değil,
											Çok daha derin ve daha sistematik bir toplumsal sorunun
											ne olduğunu anlamanın saf dilli bir yolu.
											Bilirsiniz, suçlu olanlar aslında
											bataklıktan sürünerek çıkan,
											kasabaya gelip edepsiz işlerini gören
											ve tekrar karanlığa gömülen canavarlar değildirler.
											Bu çok safça bir kavram, öyle değil mi?
											Bu olayların failleri bundan çok daha normal
											ve sıradan kişilerdir.
											Yani burada sorulması gereken soru,
											burada toplumumuzda ve dünyada ne yapıyoruz?
											Tacizci erkeklerin üretilmesine yardımcı olma konusunda
											çeşitli kurumların oynadığı rol nedir?
											Dini inanç sistemlerinin,
											spor kültürünün, pornografi kültürünün,
											aile yapısının, ekonomi biliminin ve bunların nasıl kesiştiğinin,
											ayrıca ırk ile etnik kökenin ve bunların kesişme noktalarının oynadığı rol nedir?
											Bütün bunlar nasıl işler?
									","
											Parce qu'il ne s'agit pas
des individus délinquants.
											C'est une façon naïve de comprendre 
que c'est un problème plus profond
											et plus systématique socialement.
											Vous savez, les responsables ne sont pas
											ces monstres qui rampent hors du marais
											et viennent en ville
pour faire leurs sales affaires
											et ensuite se retirent dans l'obscurité.
											C'est une vision vraiment naïve, non ?
											Les coupables sont bien plus normaux que ça,
											et bien plus quotidiens que ça.
											Donc la question est,
que sommes-nous en train de faire
											dans notre société et dans le monde ?
											Quels sont les rôles des différentes institutions
											qui contribuent à produire des hommes violents ?
											Quel est le rôle des systèmes 
de croyances religieuses,
											la culture du sport, 
la culture de la pornographie,
											la structure familiale, l'économie
et comment tout interagit,
											les races et l’ethnicité 
et comment ça interagit ?
											Comment tout ça fonctionne ?
									",Violence against women — it's a men's issue,Jackson Katz,17:40,"TEDx,feminism,men,violence,women,gender equality,sexual violence"
"
","
","
",Violence against women — it's a men's issue,Jackson Katz,17:40,"TEDx,feminism,men,violence,women,gender equality,sexual violence"
