tr,fr,de,title,speaker,duration,tags
"
","
","
",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
											Evet, hadi verilere biraz bakalım.
											Başka bir üç aylık hastadan
											veri seçelim.
											Bu bir çocuk ve gördüğünüz veri gerçek,
											sağ tarafta her şey kötüleşmekte,
											bu hasta kardiyak arrest (kalp durması)
											geçirmek üzere.
											Bu öngörülemez kabul edilen bir hastalıktı.
											Bu kimsenin öngöremeyeceği kalp kriziydi.
											Ama bilgilere baktığımızda
											5 dakikadır değerlerin garipleştiğini
											ve hastanın kardiyak arrest geçirmek üzere olduğunu görebiliriz.
											Kalp atış hızı gibi küçük şeylerdeki
											değişimleri görebiliriz.
											Bunların hiçbiri veriye uygulanan
											normal eşik değerlerince tespit edilmemişti.
											Burada sorulması gereken: neden bunu göremiyoruz?
											Öngörülebilir bir olay mıydı?
											Verideki modellere daha fazla bakabilsek
											daha iyisini yapabilir miyiz?
									","
											Bon, jetons un œil 
à quelques données.
											Choisissons quelques données
											d'un autre patient âgé de trois mois.
											Il s'agit d'un enfant, et ce que vous voyez ici, 
ce sont des données réelles,
											et complètement à droite,
											où tout commence à devenir 
un peu catastrophique,
											c'est le patient en plein arrêt cardiaque.
											C'était considéré comme 
un événement imprévisible.
											Il s'agissait d'une crise cardiaque 
que personne ne pouvait voir venir.
											Mais quand on regarde 
les informations ici,
											on peut voir que les choses 
commencent à devenir
											un peu floue environ cinq minutes 
avant l'arrêt cardiaque.
											On peut voir des petits changements
											dans des choses comme 
la fréquence cardiaque qui bouge.
											Toutes ces choses-là n'étaient pas 
détectées par des seuils normaux
											qui était appliqués aux données.
											La question est : 
pourquoi ne pouvait-on pas le voir ?
											Était-ce un événement prévisible ?
											Peut-on se pencher un peu plus 
sur les modèles dans les données
											pour pouvoir améliorer les choses ?
									","
											O. k., schauen wir uns die Daten einmal an.
											Wir nehmen die Daten
											eines anderen 3 Monate alten ""Patienten"".
											Das ist ein Kind. 
Sie sehen hier richtige Daten,
											und auf der rechten Seite des Bildes
											fängt es an, etwas katastrophal zu werden.
											Da erlebt der Patient 
gerade einen Herzstillstand.
											Dies wird als unvorhersehbares 
Ereignis angesehen.
											Diese Herzattacke hat 
niemand kommen sehen.
											Doch wenn wir uns 
die Informationen anschauen,
											sehen wir, dass die Dinge schon vorher
											unscharf wurden – etwa 5 Minuten 
vor dem Herzstillstand.
											Wir können kleine Veränderungen sehen
											z. B. bei der Herzfrequenz.
											Diese wurden bei den 
normalen Grenzwerten nicht bemerkt,
											die auf die Daten angewendet wurden.
											Die Frage ist also:
""Warum konnten wir es nicht vorhersehen?""
											War es ein vorhersehbares Ereignis?
											Können wir die Muster der Daten 
näher betrachten,
											um besser zu werden?
									",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
","
","
",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
											Bu çocuk,
											sahnedeki yarış arabasıyla aynı yaşta,
											üç aylık.
											Kalp rahatsızlığı olan bir hasta.
											Şimdi yukarıdaki ekrandan kalp hızı,
											tansiyon, oksijen, solunum hızı gibi değerleri baktığımızda
											hepsi normal bir çocuk için tuhaf,
											ama oldukça normal değerler,
											ve sağlık alanındaki zorluklardan biri
											bu hastaya nasıl bakabilirim,
											onun özel bir durumu var
											ve bazı şeyler değişmeye, kötüleşmeye
											başladığında bunu tespit edebilecek miyim?
											Çünkü tıpkı yarış arabalarında olduğu gibi, her hasta için de
											işler kötüye gittiği zaman fark oluşturmak için
											az zamanın vardır.
									","
											Il s'agit d'un enfant,
											du même âge que la voiture 
de course sur la piste,
											3 mois.
											C'est un patient qui a 
un problème cardiaque.
											Quand vous regardez certaines 
des données sur l'écran ci-dessus,
											des choses comme la fréquence cardiaque, 
le pouls, l'oxygène, la respiration,
											elles sont toutes inhabituelles 
pour un enfant normal,
											mais elles sont tout à fait 
normales pour cet enfant ici,
											et l'un des défis dans 
les soins de santé est donc
											de savoir comment je peux examiner
le patient en face de moi,
											trouver quelque chose qui lui est spécifique,
											et pouvoir détecter le moment 
où les choses commencent à changer,
											où les choses commencent 
à se détériorer.
											Parce que comme une voiture 
de course, tous les patients,
											lorsque les choses commencent 
à aller mal, on a peu de temps
											pour faire la différence.
									","
											Also, das ist ein Kind,
											etwa im gleichen Alter 
wie der Rennwagen hier auf der Bühne,
											3 Monate alt.
											Das ist ein Patient 
mit einem Herzfehler.
											Wenn Sie sich die Daten 
auf dem Bildschirm oben anschauen
											also Herzfrequenz, Puls, 
Sauerstoff, Atemfrequenz –
											sind sie alle ungewöhnlich für ein normales Kind,
											aber normal für dieses Kind.
											Eine Herausforderung 
im Gesundheitswesen ist:
											Wie betrachte ich den Patienten direkt vor mir,
											welche Besonderheiten gibt es
											und bin ich in der Lage festzustellen,
											wann sich der Zustand verschlechtern wird?
											Wie bei einem Rennwagen 
hat man bei jedem Patienten
											bei einer Verschlechterung 
nur sehr wenig Zeit,
											um etwas zu bewirken.
									",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
","
","
",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
											Bizim yaptığımız şey Formula 1'de
											sezonun her iki haftası çalıştırdığımız veri sistemini alıp
											Birmingham Çocuk Hastanesi'ndeki
											bilgisayarlara kurmak.
											Verileri yoğun bakım ünitesindeki hastaların
											başucu cihazlarından elde ediyoruz,
											böylece hem verileri gerçek zamanlı görebiliyor
											hem de -daha da önemlisi- kaydediyoruz ki
											verilerden çıkarım yapabilelim.
											Sonra, neler olduğunu anlamak için gerçek zamanlı
											verideki modelleri incelememize olanak sağlayacak
											uygulamalara tatbik ederek
											değişimlerin ne zaman başladığını saptayabiliyoruz.
									","
											Donc ce que nous avons pris 
un système de données
											que nous utilisons toutes 
les deux semaines par an en formule 1
											et nous l'avons installé 
sur les ordinateurs de l'hôpital
											à l'hôpital pour enfants de Birmingham.
											Nous avons diffusé des données 
provenant des instruments de chevet
											dans leurs soins pédiatriques intensifs
											pour que nous puissions à la fois 
voir les données en temps réel
											et, plus important encore, 
stocker les données
											afin que nous puissions 
commencer à apprendre d'elles.
											Et puis, nous avons lancé 
une application sur le tout
											qui nous permettrait de cerner
les tendances dans les données
											en temps réel afin que
nous puissions voir ce qui se passait,
											pour que nous puissions déterminer 
quand les choses ont commencé à changer.
									","
											Wir haben also 
das Datensystem genommen,
											das wir alle 2 Wochen bei der Formel 1 benutzen
											und haben es auf den Computern installiert,
											die in der Birminghamer Kinderklinik stehen.
											Wir nahmen die Patientendaten
											auf der Intensivstation
											und konnten sowohl die Daten in Echtzeit betrachten
											als auch, was viel wichtiger ist, sie speichern,
											um von ihnen zu lernen.
											Dann haben wir eine Software verwendet
											die es uns erlaubte, 
Muster aus den Daten zu filtern.
											Alles in Echtzeit, 
so konnten wir sehen, was geschah.
											Damit konnten wir sehen, 
wenn sich etwas verändert.
									",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
","
","
",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
											Şimdi, motor yarışında, hepimiz biraz hırslıyız,
											cüretkarız, bazen de kibirliyiz,
											bu yüzden çocuklar yoğun bakıma gelene kadar da
											onlara bakmaya karar verdik.
											Neden bakmaya başlamak için hastaneye
											varmalarını bekleyelim ki?
											Ve sonra veri göndermek için sadece 3G
											kullanarak ambulansla hastane
											arasında gerçek zamanlı bir bağ kurduk
											böylece ambulans yoğun bakım ünitesinde
											bir nevi ekstra yatak oldu.
									","
											Dans la course automobile, 
nous sommes tous un peu ambitieux,
											audacieux, un peu arrogant parfois.
											Nous avons donc décidé 
de nous occuper aussi des enfants
											lorsqu'ils sont transportés 
aux soins intensifs.
											Pourquoi devrions-nous attendre 
qu'ils soient arrivés à l'hôpital
											avant de commencer à regarder ?
											Et donc nous avons installé 
un lien en temps réel
											entre l'ambulance et l'hôpital,
											en utilisant simplement une téléphonie 3G 
pour envoyer ces données
											afin que l'ambulance 
devienne un lit d'appoint
											en soins intensifs.
									","
											Im Motorsport sind wir alle sehr anspruchsvoll,
											wagemutig und manchmal 
sogar etwas arrogant,
											so entschieden wir die Kinder 
schon zu untersuchen,
											während sie auf die Intensivstation 
gebracht wurden.
											Warum sollten wir warten bis sie 
die Klinik erreichen,
											um uns die Sache anzusehen?
											Also installierten wir eine Echtzeit-Verbindung
											zwischen Krankenwagen und Klinik.
											Wir nutzten eine normale 3G-Funkverbindung, 
um die Daten zu übertragen.
											Der Krankenwagen wurde 
also ein zusätzliches Bett
											der Intensivstation.
									",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
","
","
",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
											Sonra veriye bakmaya başladık.
											Monitörün üstünde gördüğünüz renkli,
											kıvrımlı çizgiler; kalp hızının, tansiyonun,
											kandaki oksijenin ve solunumun
											normal değerleridir.
											Alttaki çizgiler -mavi ve kırmızı-
											bunlar ilginç olanlar.
											Kırmızı çizgi Birmingham Çocuk Hastanesi'nde
											çalışan erken uyarı sisteminin
											skorunu gösteriyor.
											Bu sistem 2008'den beri çalışmasına rağmen
											şimdiden kardiyak arrest'i
											hastanedeki acıları önledi.
											Mavi çizgi ise
											modellerin değişmeye başladığına işarettir
											ve anında, daha biz başlamadan
											klinik teşhisini koyuyor,
											bize söylediği bilgiyi görebiliyoruz.
											Bize bir şeyin yanlış gittiğini söylüyor.
									","
											Et puis nous avons commencé 
à analyser les données.
											Les lignes ondulées en haut, 
toutes les couleurs,
											il s'agit du type normal de données 
que vous verriez sur un moniteur :
											le rythme cardiaque, le pouls, 
l'oxygène dans le sang,
											et la respiration.
											Les lignes sur le fond, 
le bleu et le rouge,
											sont les plus intéressantes.
											La ligne rouge montre 
une version automatisée
											de la note d'avertissement précoce
											que l'hôpital des enfants 
de Birmingham utilisait déjà.
											Ils l'utilisent depuis 2008,
											et ont déjà stoppé 
des arrêts cardiaques
											et des cas de détresse au sein de l'hôpital.
											La ligne bleue est une indication
											du moment où les tendances 
commencent à changer,
											et immédiatement, avant même
que nous ayons commencé
											à y trouver une interprétation clinique,
											nous pouvons voir 
que les données nous parlent
											Elles nous disent 
que quelque chose va mal.
									","
											Dann schauten wir uns die Daten an.
											Die Kurven oben und all die Farben,
											das sind die normalen Daten, 
die man auf einem Monitor sehen würde –
											Herzfrequenz, Puls, Sauerstoff im Blut
											und die Atmung.
											Die Kurven weiter unten, in blau und rot,
											das sind die interessanten Werte.
											Die rote Kurve zeigt eine automatisierte Form
											des Frühwarnsystems an,
											das bereits in der Kinderklinik 
in Birmingham eingesetzt wurde.
											Es läuft dort seit 2008,
											und es konnten bereits Herzstillstände gestoppt
											und Herzleiden in der Klinik versorgt werden.
											Die blaue Kurve zeigt,
											wenn Muster sich verändern
											und sofort, bevor wir auch nur anfangen
											die Daten zu interpretieren,
											sprechen die Daten zu uns.
											Sie sagen uns, dass etwas falsch läuft.
									",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
","
","
",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
											Kırmızı ve yeşil çizgilerden oluşan grafik
											birbirine uymayan farklı bileşenleri
											gösteren grafiktir.
											Yeşil olan bize çocuk için normal olanları gösteriyor.
											Biz ona 'normalize bulut' diyoruz.
											Ve değerler değişmeye başladığında,
											durum kötüleştiğinde
											kırmızı çizginin içine giriyoruz.
											Bu roket bilimi değil.
											Grafik doktorlara, hemşirelere ipuçları sağlamak için,
											zaten olan veriyi farklı şekilde gösteriyor,
											bu sayede neler olduğunu anlayabiliyorlar.
											Aynı şekilde iyi bir sürücü, frene ne zaman basacağını,
											köşeden ne zaman döneceğini
											ipuçlarına göre karar verir,
											bizim doktorlara ve hemşirelere bazı şeylerin
											yanlış gittiğini görmeleri için yardım etmemiz gerekiyor.
									","
											La graphe avec les taches rouges et verts
											trace différents composants
											en fonction des données 
en les comparant les unes aux les autres.
											Le vert, c'est nous en train d'apprendre 
ce qui est normal pour cet enfant.
											Nous l'appelons le nuage de la normalité.
											Et quand les choses 
commencent à changer,
											quand les conditions 
commencent à se détériorer,
											nous entrons dans la ligne rouge.
											Ici, il n'y a pas de science de fusée.
											Ça affiche les données qui existent 
déjà d'une manière différente,
											pour les amplifier, pour offrir 
des repères pour les médecins,
											les infirmières, pour 
qu'ils puissent voir ce qui se passe.
											De la même manière qu'un bon pilote
											s'appuie sur des indices 
pour décider du moment pour freiner,
											quand tourner dans un virage,
											nous devons aider 
nos médecins et nos infirmières
											pour voir quand les choses 
commencent à aller mal.
									","
											Das Diagramm mit 
den roten und grünen Flecken
											ist die Auswertung verschiedener Daten
											gegeneinander.
											Die grünen zeigen, was für das Kind normal ist .
											Wir nennen es die ""Wolke der Normalität"".
											Und wenn Dinge anfangen sich zu ändern,
											wenn der Zustand anfängt sich zu verschlechtern,
											kommen wir zur roten Kurve.
											Da steckt keine große Wissenschaft dahinter.
											Wir bereiten Daten, die bereits existieren, 
einfach nur in einer anderen Weise auf,
											um den Ärzten Hinweise zu geben,
											und den Schwestern, damit sie sehen, 
was los ist.
											In der gleichen Weise wie sich 
ein guter Rennfahrer
											auf Hinweise verlässt, wann er bremsen sollte,
											wann er in die Kurve lenken sollte,
											müssen wir unseren Ärzten und Schwestern helfen
											zu erkennen, wann Dinge schief laufen.
									",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
","
","
",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
											Bizim iddialı bir programımız var.
											Biz yarışın farklı şeyler yapmak için olduğunu düşünüyoruz.
											Büyük düşünüyoruz ki doğru olan bu.
											Eğer program başarılı olursa, bunun sadece hastaneyle
											sınırlı kalması için hiçbir sebep olmadığı yaklaşımındayız.
											Bu duvarları aşabilir.
											Kablosuz bağlantıyla beraber
											doktorların ve hemşirelerin her zaman
											aynı yerde, aynı zamanda olması için
											hiçbir sebep yok.
											Bu arada biz üç aylık bebeğimizi alıyor,
											onu devamlı izlemede, güvende tutuyor
											ve onu daha hızlı daha iyi yapıyoruz.
									","
											Pour conclure, nous avons 
un programme très ambitieux.
											Nous pensons que la course est là pour faire les choses différemment.
											Nous pensons grand. 
C'est la bonne chose à faire.
											Nous avons une approche 
qui, si elle réussit,
											n' a aucune raison 
de rester au sein d'un hôpital.
											Il peut aller au-delà des murs.
											Avec une connectivité sans fil, de nos jours,
											il n'y a aucune raison pour que 
les patients, les médecins et les infirmières
											doivent toujours être au même endroit
											en même temps.
											Et pendant ce temps, nous reprenons 
notre petit bébé de trois mois,
											continuons de le garder en piste, 
le protéger,
											et le rendant plus rapide et meilleur.
									","
											Wir haben ein sehr ehrgeiziges Programm.
											Wir glauben, es ist Zeit, 
die Dinge anders anzugehen.
											Wir denken weiträumig. 
Das ist auch richtig so.
											Wir haben eine Herangehensweise, die
– falls sie erfolgreich ist –
											nicht nur in der Klinik bleiben sollte.
											Sie kann noch viel mehr bewirken.
											Mit den heutigen Drahtlosverbindungen
											gibt es keinen Grund, warum Patienten, 
Ärzte und Schwestern
											immer zur gleichen Zeit
											am gleichen Ort sein müssen.
											Währenddessen nehmen wir 
unser 3 Monate altes Baby,
											bringen es auf die Rennbahn, behüten es
											und machen es schneller und besser.
									",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
","
","
",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
											Çok teşekkür ederim.
									","
											Merci beaucoup.
									","
											Vielen herzlichen Dank.
									",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
","
","
",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Beifall)
									",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
"
","
","
",Better baby care — thanks to Formula 1,Peter van Manen,7:56,"TEDx,cars,children,data,health,medicine,sports,technology"
