en,pt,de,tr,title,speaker,duration,tags
"
","
","
","
",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
											Why have so many countries
											asked for these scholarships?
											First, they just don't have enough doctors,
											and where they do, their distribution
											is skewed against the poor,
											because our global health crisis
											is fed by a crisis in human resources.
											We are short four to seven million health workers
											just to meet basic needs,
											and the problem is everywhere.
											Doctors are concentrated in the cities,
											where only half the world's people live,
											and within cities,
											not in the shantytowns or South L.A.
											Here in the United States,
											where we have healthcare reform,
											we don't have the professionals we need.
											By 2020, we will be short
											45,000 primary care physicians.
											And we're also part of the problem.
											The United States is the number one importer
											of doctors from developing countries.
									","
											Porque é que tantos países
											pediram essas bolsas de estudo?
											Primeiro, não têm médicos suficientes
											e, onde os há, a sua distribuição 
é distorcida contra os pobres,
											porque a nossa crise global de saúde
											é alimentada por uma crise 
de recursos humanos.
											Há falta de quatro a sete milhões 
de trabalhadores da saúde
											só para satisfazer as 
necessidades básicas.
											Este problema é por toda a parte.
											Os médicos concentram-se nas cidades.
											onde só vive metade da população mundial.
											Mas, dentro das cidades,
											não é nos bairros degradados 
nem no sul de L.A.
											Aqui nos Estados Unidos da América,
											onde temos uma reforma 
dos cuidados de saúde,
											não temos os profissionais 
de que precisamos.
											Em 2020, faltar-nos-ão
											cerca de 45 000 médicos 
de cuidados primários.
											E nós também fazemos parte do problema.
											Os Estados Unidos da América 
são o importador número um
											de médicos dos países em desenvolvimento.
									","
											Warum wollten so viele Länder
											diese Stipendien haben?
											Erstens, weil sie nicht 
genügend Ärzte haben
											und wo es sie gibt,
											ist das Verhältnis zu den Armen
unausgewogen.
											Denn unsere globale Gesundheitskrise
											ist oft die Folge von Personalmangel.
											Wir bräuchten zusätzlich 4-7 Mio. 
an Gesundheitspersonal,
											um Grundbedürfnisse zu befriedigen
											und dieses Problem gibt es überall.
											Ärzte finden sich 
hauptsächlich in den Städten,
											wo nur die Hälfte 
der Weltbevölkerung lebt,
											und innerhalb der Städte
											nicht in den Barackensiedlungen
oder im Bezirk South-L.A.
											Hier in den USA,
											wo wir eine Gesundheitsreform hatten,
											gibt es nicht so viele Ärzte,
wie wir bräuchten.
											Im Jahr 2020 werden wir
											45 000 Ärzte für die Grundversorgung
zu wenig haben.
											Wir sind außerdem Teil des Problems.
											Die Vereinigten Staaten sind 
die größten Importeure
											von Ärzten aus Entwicklungsländern.
									","
											Peki neden birçok ülke
											bu bursları talep etti?
											Öncelikle, yeterince doktorları yok
											ve olan yerlerde de,
											fakirlerin aleyhine bir dağılım söz konusu
											çünkü küresel sağlık krizimiz
											insan kaynalarındaki krizden etkileniyor.
											Sadece temel ihtiyaçları karşılamak için,
											dört ile yedi milyon arasında
doktor açığımız var
											ve bu sorun her yerde geçerli.
											Doktorlar dünya nüfusunun
yalnızca yarısının yaşadığı,
											şehirlerde yoğunlaşmış durumdalar
											ve şehirlerde de,
											gecekondu bölgelerinde veya
Güney Los Angeles'da değil.
											Burada,
											sağlık hizmeti reformunun
olduğu ABD'de
											ihtiyacımız olan profesyonellere
sahip değiliz.
											2020 itibariyle, 45.000
birinci basamak hekim
											eksiğimiz olacak.
											Biz de sorunun bir parçasıyız.
											ABD gelişmekte olan ülkelerden
											doktor ithalatında birinci sırada.
									",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
","
","
","
",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
											The second reasons students flock to Cuba
											is the island's own health report card,
											relying on strong primary care.
											A commission from The Lancet
											rates Cuba among the best performing
											middle-income countries in health.
											Save the Children ranks Cuba
											the best country in Latin
America to become a mother.
											Cuba has similar life expectancy
											and lower infant mortality than the United States,
											with fewer disparities,
											while spending per person
											one 20th of what we do on health
											here in the USA.
									","
											A segunda razão por que 
os estudantes afluem a Cuba
											é o relatório de saúde da ilha,
											que assenta em sólidos cuidados primários.
											Uma comissão da revista médica The Lancet
											classifica Cuba entre os países 
de rendimento médio
											que melhor desempenho têm na saúde.
											A organização Save the Children
											considera Cuba como o melhor país 
na América Latina para se ser mãe.
											Cuba tem uma esperança de vida semelhante
											e uma mortalidade infantil 
mais baixa do que os EUA,
											com poucas diferenças,
											embora gaste por pessoa
											menos de um vigésimo 
do que nós gastamos na saúde,
											aqui nos EUA.
									","
											Der 2. Grund, weshalb Studierende
nach Kuba strömen,
											ist der Gesundheitssektor der Insel,
											der eine starke Grundversorgung bietet.
											Eine Kommission
der Fachzeitschrift Lancet
											stuft Kuba als eines der besten Länder
											mit mittlerem Einkommen 
in puncto Gesundheit ein.
											""Save the Children"" stuft Kuba
											als das beste Land Lateinamerikas ein,
um Mutter zu werden.
											Kuba hat eine ähnliche Lebenserwartung
											und geringere 
Säuglingsterblichkeit als die USA,
											mit geringeren Ungleichheiten,
											obwohl sie pro Person
											nur 1/20 von dem ausgeben, 
was wir hier in den USA
											für Gesundheit ausgeben.
									","
											Öğrencilerin kitleler halinde Küba'ya
gelmesinin ikinci sebebi
											adanın güçlü temel sağlık
hizmetlerine dayanan
											sağlık karnesi.
											Haftalık tıp dergisi
The Lancet'den bir komite
											sağlık alanında Kübayı
											en iyi orta gelirli ülkelerden
biri olarak gösteriyor.
											Save the Children, Küba'yı
											Latin Amerika'da anne olmak için
en iyi ülke olarak derecelendiriyor.
											Küba ABD ile kıyaslandığında,
beklenen yaşam süresi benzer,
											bebek ölüm oranı ise daha düşük
											ve bizim ABD'deki
											kişi başı sağlık harcamamızın
											yirmide birini harcayarak
											çok daha az eşitsizliğe sahipler.
									",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
","
","
","
",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
											Academically, ELAM is tough,
											but 80 percent of its students graduate.
											The subjects are familiar —
											basic and clinical sciences —
											but there are major differences.
											First, training has moved out of the ivory tower
											and into clinic classrooms and neighborhoods,
											the kinds of places most of these grads will practice.
											Sure, they have lectures and hospital rotations too,
											but community-based learning starts on day one.
											Second, students treat the whole patient,
											mind and body,
											in the context of their 
families, their communities
											and their culture.
											Third, they learn public health:
											to assess their patients' drinking water, housing,
											social and economic conditions.
											Fourth, they are taught
											that a good patient interview
											and a thorough clinical exam
											provide most of the clues for diagnosis,
											saving costly technology for confirmation.
											And finally, they're taught over and over again
											the importance of prevention,
											especially as chronic diseases
											cripple health systems worldwide.
									","
											Academicamente, a ELAM é difícil,
											mas formam-se 80% dos seus alunos.
											Os assuntos são conhecidos
											— ciências básicas e clínicas —
											mas há diferenças importantes.
											Primeiro, a formação saiu 
da sua torre de marfim
											e passou para aulas clínicas e bairros,
											o tipo de locais em que a maior parte 
destes alunos vai exercer.
											Claro que também têm 
aulas teóricas e visitas a hospitais
											mas a aprendizagem com base na comunidade 
começa logo no primeiro dia.
											Segundo, os estudantes tratam 
o paciente no seu todo,
											espírito e corpo,
											no contexto das suas famílias, 
das suas comunidades
											e da sua cultura.
											Terceiro, aprendem saúde pública:
											avaliar a água potável 
dos pacientes, a habitação,
											as condições sociais e económicas.
											Quarto, ensinam-lhes
											que uma boa entrevista ao paciente
											e um cuidado exame clínico
											fornecem a maior parte 
das pistas para o diagnóstico,
											poupando tecnologias 
dispendiosas para confirmação.
											E, por último, ensinam-lhes 
vezes sem conta
											a importância da prevenção,
											em especial quando as doenças crónicas
											paralisam os sistemas de saúde 
no mundo inteiro.
									","
											Das Studium an der ELAM ist nicht leicht,
											aber 80 % der Studierenden
erreichen einen Abschluss.
											Die Fächer sind die gleichen
											— klinische und 
Grundlagenwissenschaften —
											aber es gibt große Unterschiede.
											Die Ausbildung hat den 
Elfenbeinturm verlassen
											und ist in klinische Klassenräume 
und Stadtviertel gezogen,
											dorthin, wo die meisten von ihnen
praktizieren werden.
											Natürlich gibt es auch Vorlesungen und 
Rotation durch Krankenhausabteilungen,
											aber ab Tag 1 wird 
vor Ort in den Gemeinden gelernt.
											2. Die Studierenden behandeln 
den ganzen Patienten,
											Körper und Geist,
											im Kontext ihrer Familien,
ihrer Gemeinschaft,
											und ihrer Kultur.
											3. Sie studieren das 
öffentliche Gesundheitswesen,
											um Aspekte wie Trinkwasser, Behausung,
											soziale und wirtschaftliche Bedingungen
ihrer Patienten einzuschätzen.
											4. Sie lernen,
											dass eine gute Patientenbefragung
											und eine sorgfältige Untersuchung
											die meisten Hinweise 
für eine Diagnose liefern
											und teure Technologie 
zur Bestätigung einspart.
											Zu guter Letzt wird ihnen 
auch immer wieder
											die Wichtigkeit der Prävention vermittelt;
											weil chronische Krankheiten
											weltweit Gesundheitssysteme lahmlegen.
									","
											ELAM akademik açıdan zor bir okul
											ama öğrencilerin yüzde
sekseni mezun oluyor.
											Dersler tanıdık —
											temel ve klinik bilimler —
											ama dört büyük fark var.
											Birincisi, eğitim fildişi kuleden
											klinik derslere ve mahallelere,
											mezunların çoğunun çalışacağı
türden yerlere taşındı.
											Elbette dersleri ve
hastane rotasyonları da var
											ama halk odaklı öğrenme
birinci günden başlıyor.
											İkincisi, öğrenciler hastayı
											kendi aileleri, halkları
											ve kültürleri bağlamında,
bütün olarak tedavi ediyorlar,
											zihinsel ve bedensel olarak.
											Üçüncüsü, kamu sağlığını öğreniyorlar:
											hastalarının içme suyunu, barınma,
											sosyal ve ekonomik şartlarını incelemeyi.
											Dördüncüsü, onlara
											iyi bir hasta görüşmesinin
											ve detaylı bir klinik muayenenin,
											maliyetli teknolojiyi
teyit için muhafaza ederken,
											teşhis için de birçok
ipucuyu sağlayacağı öğretiliyor.
											Son olarak da, özellikle
kronik hastalıklar dünya genelinde
											sağlık sistemlerini felce uğrattığı için
											önleme aşamasının önemi
											tekrar tekrar öğretiliyor.
									",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
","
","
","
",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
											Such an in-service learning
											also comes with a team approach,
											as much how to work in teams
											as how to lead them,
											with a dose of humility.
											Upon graduation, these doctors share
											their knowledge with nurse's aids, midwives,
											community health workers,
											to help them become better at what they do,
											not to replace them,
											to work with shamans and traditional healers.
									","
											Esta aprendizagem pela prática
											também é acompanhada 
por uma abordagem em equipa,
											assim como trabalhar em equipas,
											como orientá-las,
											com uma dose de humildade.
											Depois da formatura, estes médicos 
partilham os seus conhecimentos
											com auxiliares de enfermagem, parteiras,
											trabalhadores da saúde da comunidade.
											Ajudam-nos a serem melhores 
naquilo que fazem,
											— mas não os substituem —
											a trabalhar com xamãs
e curandeiros tradicionais.
									","
											Ein solches ""Lernen im Dienst""
											geht einher mit einem 
teamorientierten Ansatz,
											wie man in Teams arbeitet, 
wie man sie führt —
											mit einer Dosis Bescheidenheit.
											Nach der Graduierung teilen diese Ärzte
											ihr Wissen mit Krankenschwestern, 
Hebammen,
											und anderen Helfern im Gesundheitssystem,
											damit sie alle besser werden.
											Nicht um sie zu ersetzen,
											sondern um mit Schamanen und Heilern
zusammenzuarbeiten.
									","
											Böyle bir hizmet içi öğrenme
											aynı zamanda bir ekip
anlayışını da içeriyor,
											nasıl bir ekip içinde çalışılacağından

											bir ekibe nasıl liderlik
edileceğine kadar,
											bir parça alçak gönüllülük ile birlikte.
											Mezuniyet sonrası, doktorlar
bilgi birikimlerini
											yardımcı hemşirelerle, ebelerle,
											halk sağlığı çalışanlarıyla paylaşıyorlar,
											onların yerine geçmek için değil,
											yaptıkları işi daha iyi
yapmalarına yardımcı olmak,
											şamanlarla ve geleneksel şifacılar ile
birlikte çalışmak için.
									",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
","
","
","
",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
											ELAM's graduates:
											Are they proving this audacious experiment right?
											Dozens of projects give us an inkling
											of what they're capable of doing.
											Take the Garífuna grads.
											They not only went to work back home,
											but they organized their communities to build
											Honduras' first indigenous hospital.
											With an architect's help,
											residents literally raised it from the ground up.
											The first patients walked through the doors
											in December 2007,
											and since then, the hospital has received
											nearly one million patient visits.
											And government is paying attention,
											upholding the hospital as a model
											of rural public health for Honduras.
									","
											Os formandos da ELAM:
											Estarão a sair-se bem 
desta experiência audaciosa?
											Dezenas de projetos dão-nos um vislumbre
											do que eles são capazes de fazer.
											Vejam os graduados garifuna.
											Não só voltaram à sua terra para trabalhar
											mas organizaram a comunidade
											para construir o primeiro 
hospital indígena das Honduras.
											Com a ajuda de um arquiteto,
											os residentes ergueram-no 
literalmente do chão.
											Os primeiros pacientes 
atravessaram as portas
											em dezembro de 2007.
											Desde então, o hospital já recebeu
											quase um milhão de visitas de doentes.
											O governo está a prestar atenção,
											considerando o hospital como um modelo
											da saúde pública rural nas Honduras.
									","
											Die Absolventen der ELAM:
											Beweisen sie, dass dieses 
waghalsige Experiment gelingt?
											Dutzende Projekte geben uns 
einen Vorgeschmack,
											wozu sie in der Lage sind.
											Nehmen wir die Absolventen der Garifuna:
											Sie kehrten nicht nur nach Hause zurück.
											Sie organisierten auch ihre Gemeinden und
											den Bau des ersten indigenen 
Krankenhauses in Honduras.
											Mit der Hilfe eines Architekten,
											hat die Bevölkerung es regelrecht 
aus dem Boden gestampft.
											Die ersten Patienten schritten
											im Dezember 2007 durch die Tür
											und seitdem hat das Krankenhaus
											fast 1 Mio. Patienten gehabt.
											Die Regierung ist aufmerksam geworden
											und hebt das Krankenhaus
als Rollenmodell
											für die ländliche Gesundheitsvorsorge
für Honduras hervor.
									","
											ELAM'ın mezunları,
											bu cesur tecrübeyi haklı çıkarıyorlar mı?
											Düzinelerce proje bize onların
ne yapabileceği
											hakkında ipucu veriyor.
											Garifuna mezunlarını ele alın.
											Onlar sadece çalışmak için
eve dönmekle kalmadılar,
											aynı zamanda Honduras'ın
ilk yerli hastanesini
											inşa etmek için
halklarını örgütlediler.
											Bir mimarın yardımıyla,
											yerliler hastaneyi tam anlamıyla
sıfırdan yükselttiler.
											İlk hastalar kapıdan içeri girdiğinde
											Aralık 2007 idi
											ve o zamandan beri hastane yaklaşık
											bir milyon hasta kabul etti.
											Hükümet de hastaneyi Honduras'da
											kırsal kamu sağlığı için
bir model olarak
											destekliyor ve önemsiyor.
									",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
","
","
","
",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
											ELAM's graduates are smart,
											strong and also dedicated.
											Haiti, January 2010.
											The pain.
											People buried under 30 million tons of rubble.
											Overwhelming.
											Three hundred forty Cuban doctors
											were already on the ground long term.
											More were on their way. Many more were needed.
											At ELAM, students worked round the clock
											to contact 2,000 graduates.
											As a result, hundreds arrived in Haiti,
											27 countries' worth, from Mali in the Sahara
											to St. Lucia, Bolivia, Chile and the USA.
											They spoke easily to each other in Spanish
											and listened to their patients in Creole
											thanks to Haitian medical students
											flown in from ELAM in Cuba.
											Many stayed for months,
											even through the cholera epidemic.
									","
											Os graduados da ELAM são inteligentes,
											fortes e dedicados.
											Haiti, janeiro de 2010.
											O sofrimento.
											Pessoas sepultadas 
sob 30 milhões de toneladas de escombros.
											Esmagador.
											Trezentos e quarenta médicos cubanos
											já estavam há muito no terreno.
											Havia mais a caminho
mas eram necessários muitos mais.
											Na ELAM, os estudantes 
trabalharam dia e noite
											para contactar 4000 graduados.
											Em consequência, chegaram 
centenas ao Haiti,
											oriundos de 27 países, do Mali no Saará
											a Santa Lucia, Bolívia, Chile e EUA.
											Falavam facilmente 
uns com os outros em espanhol,
											e atendiam os pacientes em crioulo,
											graças aos estudantes de 
medicina haitianos
											que acorreram da ELAM de Cuba.
											Muitos permaneceram lá meses,
											mesmo durante a epidemia de cólera.
									","
											Die Absolventen der ELAM sind intelligent,
											stark und engagiert.
											Haiti, Januar 2010.
											Das Leid.
											Menschen, die unter 30 Mio. Tonnen
Schutt begraben liegen.
											Überwältigend.
											340 kubanische Ärzte
waren bereits langfristig vor Ort.
											Weitere waren auf dem Weg. 
Viele mehr waren nötig.
											Studierende der ELAM 
arbeiteten rund um die Uhr,
											um 2 000 Absolventen zu kontaktieren.
											Am Ende kamen Hunderte nach Haiti,
											angereist aus 27 Ländern, 
von Mali und der Sahara
											bis zu St. Lucia, Bolivien, Chile und USA.
											Sie sprachen alle einfach
Spanisch miteinander
											und hörten ihren Patienten
auf Kreol zu,
											dank der haitianischen Medizinstudenten,
											die aus der ELAM in Kuba
eingeflogen wurden.
											Viele blieben über Monate,
											selbst als die Choleraepidemie ausbrach.
									","
											ELAM mezunları akıllı,
											güçlü ve aynı zamanda
kendilerini işlerine adamış insanlar.
											Haiti, Ocak 2010.
											Acı.
											30 milyon tonluk enkaz
altında kalmış insanlar.
											Kahredici.
											340 Kübalı doktor
											halihazırda uzun süredir
olay yerindeydi.
											Daha fazlası yolda, daha da
fazlasına ise ihtiyaç vardı.
											ELAM'da öğrenciler
2.000 mezuna ulaşmak için
											gece gündüz uğraştı.
											Sonuç olarak, Sahra'da Mali'den,
											St. Lucia, Bolivya, Şili ve
ABD'ye kadar 27 ülkeden
											yüzlercesi Haiti'ye ulaştı.
											Birbirleriyle İspanyolca'da kolayca
iletişim kurarken
											hastalarını ise ELAM'dan gelen
											Haiti'li tıp öğrencileri sayesinde
											Creole dilinde dinlediler.
											Birçoğu aylarca,
											hatta kolera salgını süresince kaldılar.
									",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
","
","
","
",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
											Hundreds of Haitian graduates
											had to pick up the pieces,
											overcome their own heartbreak,
											and then pick up the burden
											of building a new public health system for Haiti.
											Today, with aid of organizations and governments
											from Norway to Cuba to Brazil,
											dozens of new health centers have been built,
											staffed, and in 35 cases, headed
											by ELAM graduates.
									","
											Centenas de graduados haitianos
											tiveram que apanhar os cacos,
											ultrapassar o seu desespero,
											e assumir o encargo
											de montar um novo sistema 
de saúde pública no Haiti.
											Hoje, com a ajuda 
de organizações e de governos
											da Noruega a Cuba, ao Brasil,
											foram construídos dezenas 
de novos centros de saúde,
											com as respetivas equipas e, em 35 casos,
											chefiados por graduados da ELAM.
									","
											Hunderte haitianische Absolventen
											mussten die Scherben aufsammeln,
											ihren eigenen Herzschmerz überwinden,
											um dann die Last auf sich zu nehmen,
											in Haiti ein neues Gesundheitssystem
aufzubauen.
											Mit der Hilfe von 
Organisationen und Regierungen
											von Norwegen bis Kuba und Brasilien
											wurden dutzende Gesundheitszentren gebaut
											und mit Personal ausgestattet.
											In 35 Fällen werden sie von 
Absolventen der ELAM geleitet.
									","
											Yüzlerce Haitili mezun
											kendilerine gelmek,
											kendi kalp kırıklıklarını aşmak
											ve sonrasında Haiti için
											yeni bir kamu sağlığı sisteminin inşa
edilmesi yükünü üstlenmek zorundaydılar.
											Bugün, Norveç'ten Küba ve Brezilya'ya,
											birçok ülkeden örgüt ve
hükümetlerin yardımıyla,
											kadrosunun ELAM mezunlarından oluştuğu
											ve hatta 35 tanesinin bu mezunlar
tarafından yönetildiği
											düzinelerce yeni sağlık
merkezi inşa edildi.
									",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
","
","
","
",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
											Yet the Haitian story
											also illustrates some of the bigger problems
											faced in many countries.
											Take a look:
											748 Haitian graduates by 
2012, when cholera struck,
											nearly half working in the public health sector
											but one quarter unemployed,
											and 110 had left Haiti altogether.
											So in the best case scenarios,
											these graduates are staffing
											and thus strengthening public health systems,
											where often they're the only doctors around.
											In the worst cases, there are simply not enough jobs
											in the public health sector,
											where most poor people are treated,
											not enough political will, not enough resources,
											not enough anything —
											just too many patients with no care.
											The grads face pressure from their families too,
											desperate to make ends meet,
											so when there are no public sector jobs,
											these new MDs decamp into private practice,
											or go abroad to send money home.
									","
											Mas a história haitiana
											também ilustra alguns
dos maiores problemas
											que muitos países enfrentam.
											Reparem:
											Havia 748 graduados haitianos 
em 2012, quando surgiu a cólera.
											Quase metade trabalhava 
no setor de saúde pública,
											mas um quarto deles estavam desempregados
											e 110 já tinham saído do Haiti.
											Portanto, no melhor dos cenários,
											estes graduados estão a prestar serviço
											e a reforçar os sistemas de saúde pública,
											onde muitas vezes são 
os únicos médicos que existem.
											No pior dos casos, 
não há lugares suficientes
											no setor de saúde pública,
											onde são tratadas as pessoas mais pobres.
											Não há suficiente vontade política, 
não há recursos suficientes,
											não há nada de nada
											— o que há a mais são os pacientes 
sem quaisquer cuidados.
											Os graduados também enfrentam 
a pressão das famílias
											desesperadas com as dificuldades 
por que passam.
											Portanto, quando não há 
empregos no setor público,
											estes novos médicos passam 
para a atividade privada
											ou vão para o estrangeiro 
para mandar dinheiro para casa.
									","
											Aber das Drama in Haiti
											weist auch auf größere Probleme hin,
											die viele Länder haben.
											Sehen Sie:
											Als die Cholera 2012 zuschlug,
gab es 748 haitianische Absolventen,
											fast die Hälfte arbeitete 
im öffentlichen Gesundheitssektor,
											aber 1/4 von ihnen war arbeitslos
											und insgesamt 110 hatten Haiti verlassen.
											Im besten Fall
											sind diese Absolventen das Personal,
											das die öffentlichen
Gesundheitssysteme stärkt
											und oft die einzigen Ärzte überhaupt.
											Im schlimmsten Fall
gibt es nicht genügend Jobs
											im öffentlichen Gesundheitssektor,
											wo die meisten armen Leute 
behandelt werden,
											zu wenig politischen Willen, 
zu wenige Ressourcen,
											zu wenig von allem —
											einfach zu viele Patienten
ohne Versorgung.
											Auch die Familien der Absolventen 
üben Druck aus,
											denn sie kommen kaum über die Runden.
											Wenn es keine Arbeit im
Gesundheitssektor gibt,
											lassen sich diese neuen Ärzte
im privaten Sektor nieder
											oder gehen ins Ausland,
um Geld heimzuschicken.
									","
											Bununla birlikte Haiti'nin hikâyesi
											birçok ülkede karşılaşılan
daha büyük sorunları da
											gözler önüne seriyor.
											Şuna bir bakın:
											2012'de kolera ülkeyi vurmadan önce,
748 Haitili mezundan
											neredeyse yarısı kamu sağlık
sektöründe çalışıyor,
											dörtte biri işsiz,
											110 tanesi de Haiti'den ayrılmıştı.
											Yani en iyi durumda,
											bu mezunlar
											kamu sağlığı sistemi içerisinde
görev alıyor ve onu güçlendiriyorlar,
											genellikle de etrafta onlardan
başka doktorun olmadığı yerlerde.
											En kötü durumda ise, çoğunlukla
fakir halkın tedavi gördüğü
											kamu sağlığı sektöründe,
											yeterince iş imkânı,
											yeterli siyasi irade, yeterli kaynak,
											yeterli hiçbir şey olmuyor —
											sadece hizmet alamayan bir sürü hasta.
											Mezunlar, iki yakasını bir
araya getiremeyen ailelerinden de
											baskı görüyorlar,
											bu yüzden de kamu
sektöründe iş bulamayınca,
											bu yeni tıp doktorları
özel hekimliğe yöneliyor
											veya eve para gönderebilmek için
yurtdışına gidiyorlar.
									",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
","
","
","
",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
											Worst of all, in some countries,
											medical societies influence accreditation bodies
											not to honor the ELAM degree,
											fearful these grads will take their jobs
											or reduce their patient loads and income.
											It's not a question of competencies.
											Here in the USA, the California Medical Board
											accredited the school after rigorous inspection,
											and the new physicians are making good
											on Cuba's big bet,
											passing their boards and accepted
											into highly respected residencies
											from New York to Chicago to New Mexico.
											Two hundred strong, they're coming
											back to the United States energized,
											and also dissatisfied.
											As one grad put it,
											in Cuba, ""We are trained to provide quality care
											with minimal resources,
											so when I see all the resources we have here,
											and you tell me that's not possible,
											I know it's not true.
											Not only have I seen it work, I've done the work.""
									","
											Pior ainda, nalguns países,
											as sociedades médicas influenciam 
os órgãos de acreditação
											para não reconhecerem o diploma da ELAM,
											com receio de que esses graduados 
lhes roubem os lugares
											ou lhes reduzam o número
de pacientes e de receitas.
											Não é uma questão de competência.
											Aqui, nos EUA, 
o Conselho Médico da Califórnia
											acreditou a escola, 
depois duma inspeção rigorosa.
											Os médicos estão a sair-se bem
											quanto à grande aposta de Cuba,
											entrando para as autarquias
											e sendo aceites em residências 
altamente respeitadas,
											desde Nova Iorque 
a Chicago e ao Novo México.
											Um grupo de duzentos
											que voltam aos EUA cheios de energia
											mas também descontentes.
											Conforme exprimiu um graduado:
											""Em Cuba, somos treinados para 
dispensar cuidados de qualidade
											""com recursos mínimos.
											""Por isso, quando vejo todos 
os recursos que aqui temos,
											""e vocês me dizem que isso não é possível,
											""sei que não é verdade.
											""Eu não só vi que funciona, 
como eu próprio fiz o trabalho"".
									","
											Am schlimmsten ist,
dass in einigen Ländern
											die medizinischen Gesellschaften
dazu aufrufen
											die Titel der ELAM nicht anzuerkennen.
											Sie fürchten Job-Rivalen
											oder eine Verringerung von 
Patientenzahlen und Einkommen.
											Es geht nicht um Kompetenzen.
											Hier in den USA hat die
Ärztekammer Kaliforniens
											nach einer rigorosen Untersuchung
die Schule akkreditiert
											und die neuen Ärzte kommen sehr gut voran

											mit Kubas großer Herausforderung.
											Sie bestehen mit Bravour und
											erhalten Plätze in renommierten 
Facharztausbildungen
											von New York bis Chicago
und New Mexico.
											200 von ihnen kehren
											beflügelt aber auch frustriert
											in die USA zurück.
											Ein Absolvent sagte:
											""In Kuba werden wir dazu ausgebildet,
qualitativ hochwertige Betreuung
											mit minimalen Ressourcen anzubieten.
											Wenn ich hier all die Ressourcen sehe,
											und die mir sagen, das geht nicht,
											weiß ich, dass das nicht stimmt.
											Ich habe gesehen, dass es funktioniert, 
und es auch selbst gemacht.""
									","
											En kötüsü ise, bazı ülkelerde
											tıp cemiyetleri, ELAM mezunlarının
											kendi işlerini alacağı
											veya hasta yüklerini ve gelirlerini
azaltacağı korkusuyla
											akreditasyon kuruluşlarını ELAM diplomasını
tanımamaları hususunda etkiliyorlar.
											Bu bir yetki meselesi değil.
											Burada ABD'de, Kaliforniya Sağlık Kurulu
											okulu çok sıkı bir denetleme
sonucu akredite etti
											ve yeni doktorlar Küba'nın
büyük iddiasını
											yerine getiriyorlar,
											uzmanlık sınavlarını geçiyor
											ve New York'tan Chicago'ya
ve New Mexico'ya
											gayet itibarlı yerlerde ihtisas
dönemine kabul ediliyorlar.
											200 güçlü insan, dinamik ama
											aynı zamanda da memnuniyetsiz bir şekilde
											ABD'ye dönüyorlar.
											Bir mezunun söylediği gibi,
											""Biz Küba'da asgari kaynak ile
kaliteli sağlık hizmeti
											vermek için eğitiliyoruz,
											bu yüzden buradaki bu kadar
kaynağı gördükten sonra,
											bana bazı şeylerin
mümkün olmadığı söylendiğinde
											bunun doğru olmadığını biliyorum.
											Olduğunu gördüğümden değil,
kendim yaptığımdan söylüyorum.""
									",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
"
","
","
","
",Where to train the world's doctors? Cuba.,Gail Reed,17:08,"global issues,health care,public health"
