en,fr,de,pt,tr,title,speaker,duration,tags
"
											In all fairness, when I
started writing this, I thought,
											""Oh wow, what does my company,
what does Tudor do?""
											And I realized we give one percent
of corporate profits
											to charity every year.
											And I'm supposed to be a philanthropist.
											When I realized that, I literally
wanted to throw up.
											But the point is, this mania
is so deeply entrenched
											that well-intentioned people like myself
don't even realize that we're part of it.
									","
											En toute honnêteté, quand j'ai commencé
à écrire ça, je pensais,
											« Oh, que fait mon entreprise,
que fait Tudor ? »
											Et j'ai réalisé que nous donnons
1% des bénéfices d'entreprises
											à des associations caritatives
chaque année.
											Et je suis supposé être un philantrope.
											Quand j'ai compris ça ,
ça m'a vraiment donné envie de vomir..
											Mais l'argument est que cette manie
est si profondément enracinée
											que les gens bien intentionnés comme moi
ne voient pas qu'ils y participent aussi.
									","
											Offen gesagt, als ich begann, 
es zu schreiben, dachte ich:
											Wow, und mein Unternehmen? 
Was macht Tudor?
											Mir wurde bewusst, dass wir 
ein Prozent unseres Gewinns
											jedes Jahr für
wohltätige Zwecke spenden.
											Ich, der angebliche Philanthrop.
											Als ich mir dem bewusst wurde, 
wollte ich mich buchstäblich übergeben.
											Aber diese Manie ist so tief verankert,
											dass es wohlmeinenden Menschen
wie mir nicht klar ist,
											dass wir Teil dieses Mechanismus sind.
									","
											Com toda a justiça, quando
comecei a escrever isto, pensei:
											""O que é que a minha empresa,
o que é que a Tudor faz?""
											E eu percebi que damos
1% dos lucros empresariais
											para beneficência, todos os anos.
											E eu sou suposto ser um filantropo!
											Quando percebi isso,
literalmente apeteceu-me vomitar.
											Mas esta mania está tão
profundamente enraizada
											que as pessoas bem intencionadas como eu 
nem sequer veem que fazemos parte disso.
									","
											Doğrusu, bunu yazmaya
başladığımda düşündüm:
											''Benim şirketim ne yapıyor? 
Tudor ne yapıyor?""
											Fark ettim ki, şirket kârının %1'ini
											her yıl hayır işine veriyoruz.
											Ve sanırım bir hayırsever
olmam gerekiyor.
											Fark ettiğim zaman,
gerçekten kusmak istedim.
											Fakat mesele şu; bu manyaklık
öyle derin yerleşmiş ki
											benim gibi iyi niyetli insanlar bile bunun
bir parçası olduğumuzu fark etmiyor.
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
											Now, we're not going
to change corporate behavior
											by simply increasing corporate
philanthropy or charitable contributions.
											And oh, by the way,
we've since quadrupled that,
											but — (Applause) — Please.
											But we can do it by driving
more just behavior.
											And one way to do it is actually trusting
											the system that got us
here in the first place,
											and that's the free market system.
											About a year ago,
some friends of mine and I
											started a not-for-profit
called Just Capital.
											Its mission is very simple:
											to help companies and corporations
											learn how to operate in a more just
fashion by using the public's input
											to define exactly what the criteria are
for just corporate behavior.
											Now, right now, there's
no widely accepted standard
											that a company or corporation can follow,
and that's where Just Capital comes in,
											because beginning this year and every year
we'll be conducting a nationwide survey
											of a representative sample
of 20,000 Americans
											to find out exactly what they think
											are the criteria for justness
in corporate behavior.
											Now, this is a model that's going
to start in the United States
											but can be expanded
anywhere around the globe,
											and maybe we'll find out
											that the most important
thing for the public
											is that we create living wage jobs,
or make healthy products,
											or help, not harm, the environment.
											At Just Capital, we don't know,
and it's not for us to decide.
											We're but messengers,
											but we have 100 percent confidence 
and faith in the American public
											to get it right.
											So we'll release the findings
this September for the first time,
											and then next year, we'll poll again,
											and we'll take the additive step this time
											of ranking the 1,000
largest U.S. companies
											from number one to number 1,000
and everything in between.
											We're calling it the Just Index,
											and remember, we're an independent
not-for-profit with no bias,
											and we will be giving
the American public a voice.
											And maybe over time, we'll find out
that as people come to know
											which companies are the most just,
											human and economic resources
will be driven towards them,
											and they'll become the most prosperous
											and help our country
be the most prosperous.
									","
											Nous n'allons pas changer
le comportement des entreprises
											simplement en augmentant leur philantropie
ou les contributions caritatives.
											Et, au passage,
nous les avons quadruplé,
											mais — (applaudissements) —
s'il vous plaît.
											Mais nous pouvons le faire en
encourageant un comportement plus juste.
											Et une manière de le faire est en fait
de faire confiance
											au système qui nous a amené ici
à l'origine,
											et il s'agit du système du marché libre.
											Il y a environ un an,
quelques amis et moi-même
											avons créé une société caritative
appelée Just Capital.
											Sa mission est très simple :
											aider les entreprises et les sociétés
											à apprendre à agir de façon plus juste
en utilisant l'apport du public
											pour définir exactement 
les critères d'un comportement plus juste.
											Actuellement, il n'y a pas
de standard largement accepté
											qu'une entreprise ou société puisse suivre
et c'est là que Just Capital entre en jeu,
											au début de cette année et tous les ans
nous allons mener une enquête nationale,
											d'un échantillon représentatif
composé de 20 000 Américains
											pour déterminer exactement
ce qu'ils pensent être
											les critères de justesse pour
le comportement des entreprises.
											C'est un modèle qui va commencer
aux États-Unis
											mais il peut être étendu
à n'importe quel pays du monde,
											et nous découvrirons peut-être
											que le critère le plus important
pour le peuple
											est que nous créons des emplois au SMIC
ou fabriquer des produits sains,
											ou aider l'environnement et non lui nuire.
											À Just Capital, nous ne savons pas,
et ce n'est pas à nous de décider.
											Nous ne sommes que des messagers,
											mais nous avons confiance et foi à 100%
en le peuple américain
											de faire les bons choix.
											Nous allons publier les résultats
en septembre pour la première fois,
											et ensuite l'année prochaine,
nous allons encore sonder,
											et nous ferons alors un pas de plus
											en classant les 1 000 plus grandes
entreprises américaines
											du numéro 1 au numéro 1 000
et toutes les autres entre les deux.
											Nous l'appellerons le Just Index,
											et retenez-le, nous sommes une société
indépendante et caritative sans a priori,
											et nous allons donner une voix
au peuple américain.
											Et peut-être avec le temps, 
nous allons découvrir
											quelles entreprises sont les plus justes,
											les ressources humaines et économiques
seront dirigées vers elles,
											et elles deviendront les plus prospères
											et aideront notre pays à être
le plus prospère.
									","
											Wir werden das Unternehmensverhalten
											nicht durch mehr Philanthropie 
oder Spenden ändern.
											Übrigens haben wir sie 
seitdem vervierfacht,
											aber — (Applaus) — Bitte.
											Aber wir können mehr
als das Verhalten ändern.
											Wir können dem System vertrauen,
das uns bis hierhin gebracht hat:
											das System des freien Marktes.
											Vor etwa einem Jahr haben
einige Freunde und ich
											ein gemeinnütziges Unternehmen,
""Just Capital"", gegründet.
											Die Aufgabe ist einfach:
											Unternehmen und Konzernen zu helfen,
											gerechter unter Einbezug 
der Öffentlichkeit zu handeln,
											um die Kriterien für gerechteres 
Unternehmensverhalten zu definieren.
											Im Moment gibt es keinen
weithin anerkannten Standard,
											dem ein Unternehmen folgen kann 
und da kommt Just Capital ins Spiel.
											Ab diesem Jahr werden wir 
eine landesweite Umfrage
											mit 20 000 repräsentativen
Amerikanern durchführen,
											um genau herauszufinden, 
was derer Meinung nach
											die Kriterien für eine gerechteres 
Unternehmensverhalten sind.
											Dieses Modell wird
in den USA beginnen,
											aber es kann auf die ganze Welt 
ausgedehnt werden
											und vielleicht werden wir herausfinden,
											dass die Öffentlichkeit Arbeitsplätze
											mit Mindestlöhnen haben will,
oder gesündere Produkte,
											oder die Umwelt schützen möchte,
anstatt ihr zu schaden.
											Bei Just Capital wissen wir es nicht, und
die Entscheidung ist auch nicht an uns.
											Wir sind nur Boten,
											aber wir vertrauen 100 % der 
amerikanischen Öffentlichkeit,
											die Dinge richtig hinzubiegen.
											Im September werden wir die Ergebnisse 
zum ersten Mal veröffentlichen.
											Nächstes Jahr werden wir 
eine neue Umfrage machen,
											d. h. wir werden die 1 000 größten 
Unternehmen der USA,
											von Nummer 1 bis 1 000, 
miteinander vergleichen —
											mit dem ""Gerechtigkeits-Index"".
											Wir sind ein gemeinnütziges
und unabhängiges Unternehmen,
											das der amerikanischen Öffentlichkeit
eine Stimme geben wird.
											Vielleicht werden wir
im Laufe der Zeit herausfinden,
											welche die gerechtesten Unternehmen sind.
											Dann orientieren sich Wirtschafts-
und Personalressourcen an ihnen.
											Sie werden die wohlhabendsten werden
											und werden unser Land wieder
zum wohlhabendsten machen.
									","
											Não vamos mudar 
o comportamento das empresas
											pelo aumento de filantropia empresarial
ou de contribuições para beneficência.
											A propósito, a nossa empresa
quadruplicou isso,
											(Aplausos)
											Por favor.
											Mas podemos fazê-lo, incentivando
um comportamento mais justo.
											Uma forma de o fazer é confiar no sistema
											que nos trouxe até aqui,
											que é o sistema de mercado livre.
											Há cerca de um ano,
alguns amigos meus e eu
											começámos uma empresa sem fins 
lucrativos chamada Just Capital.
											A sua missão é muito simples:
											ajudar empresas e sociedades
											a aprender como funcionar de uma forma
mais justa com a contribuição do público
											para definir quais são os critérios 
para comportamento empresarial justo.
											Atualmente, não existe nenhum
padrão amplamente aceite
											que uma empresa ou sociedade possa seguir,
e é aí que entra a Just Capital
											porque, a partir deste ano e todos os anos,
vamos realizar um inquérito nacional
											de uma amostra representativa
de 20 000 norte-americanos
											para saber exatamente
o que eles pensam ser
											os critérios de justeza 
no comportamento das empresas.
											Isto é um modelo que vai começar nos EUA
											mas pode ser expandido 
para qualquer parte do mundo,
											E talvez possamos descobrir
											que o mais importante para a população
											é criar empregos de salário mínimo,
ou fazer produtos saudáveis,
											ou ajudar o meio ambiente
em vez de o prejudicar.
											Na Just Capital, não sabemos,
e não nos cabe a nós decidir.
											Somos apenas mensageiros,
											mas temos 100% de confiança e fé
no povo norte-americano,
											para fazer o mais correto.
											Vamos divulgar as conclusões 
neste setembro, pela primeira vez,
											e no próximo ano, voltamos
a fazer outro inquérito.
											Dessa vez, vamos incluir
											a classificação das 1000 
maiores empresas dos EUA,
											do número 1 até ao número 1000,
incluindo todas entre eles.
											Vamos chamar a isto o Just Index.
											Lembrem-se que somos
uma empresa independente,
											sem fins lucrativos e imparcial
											e vamos dar voz
ao povo norte-americano.
											Talvez com o tempo,
venhamos a saber que,
											à medida que as pessoas vão descobrindo
											quais são as empresas mais Justas,
											os recursos humanos e económicos 
passem a ser dirigidos para elas,
											e elas tornar-se-ão as mais prósperas

											e ajudarão o nosso país 
a ser o mais próspero.
									","
											Şirketin yaptığı hayırlarla ya da 
hayır amaçlı katkılarıyla şirketlerin
											davranışlarını değiştirmeyeceğiz.
											Bu arada bunu daha yeni dörde katladık.
											(Alkışlar) —- Lütfen.

											Fakat bunu daha
kontrollü olarak yapabiliriz.
											Bunu yapmanın
bir yolu da, ilk olarak
											sahip olduğumuz
sisteme güvenmemiz
											ki bu da serbest piyasa sistemi oluyor.
											Yaklaşık bir yıl önce
bazı arkadaşlarımla beraber
											Just Capital adında kâr amacı
gütmeyen bir şey başlattık.
											Misyonu çok basitti:
											Firma ve şirketlerin adil bir şirket
davranışının tam olarak ne olduğunu
											tanımlamaları için
kamu verilerini kullanarak nasıl
											daha adil bir şekilde işleyebileceklerini
öğrenmelerine yardım etmek.
											Şu anda, firma veya şirketlerin
takip edebileceği yaygın olarak
											kabul gören bir standart yok ve
işte burada Just Capital devreye giriyor
											çünkü bu yıldan başlayarak her yıl

											yurt çapında temsili örnek olan
20 bin Amerikalıya
											şirket davranışlarındaki
											adalet kriterlerinin ne olduğunu
öğrenmek için bir anket yapacağız.
											Bu Amerika'da başlatılacak olan bir model
											ama kapsamı dünyadaki 
herhangi bir yere genişletilebilir.
											Belki de biz halk için
											en önemli olanı bulacağız.
											Geçime yetecek maaşlı işler yaratacak
veya sağlıklı ürünler verebileceğiz
											veya çevreye zarar değil
yarar sağlayacağız.
											Just Capitalde, cevap bizde değil,
bizler karar verici değiliz
											Bizler sadece elçiyiz,
											fakat Amerikan halkının bunu halledeceğine
											%100 güven ve inancımız var.
											Bulguları bu Eylülde ilk defa sunacağız
											ve gelecek sene tekrar anket yapacağız
											ve daha ileri bir adım atıp Amerika'nın
en büyük 1.000 şirketini
											ilkinden binincisine kadar
											her şirketi kapsayacak şekilde
ele alacağız.
											Buna Just Index diyoruz.
											Hatırlayın biz kâr amacı gütmüyoruz ve
herhangi bir taraf tutmuyoruz.
											Amerikan halkına bir ses vereceğiz.
											Belki de zamanla,
insanlar hangi şirketlerin
											daha adaletli olduğunu öğrenecekler,
											böylece insani ve ekonomik kaynaklar
onlara doğru yönlenecek
											ve bu sayede bu şirketler
en müreffeh şirketler olacak
											ve ülkemizin de en müreffeh ülke
olmasına yardımcı olacaklar.
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
											Now, capitalism has been responsible
for every major innovation
											that's made this world a more inspiring
and wonderful place to live in.
											Capitalism has to be based on justice.
											It has to be, and now more than ever,
											with economic divisions
growing wider every day.
											It's estimated that 47 percent
of American workers
											can be displaced in the next 20 years.
											I'm not against progress.
											I want the driverless car and the jet pack
just like everyone else.
											But I'm pleading for recognition
that with increased wealth and profits
											has to come greater
corporate social responsibility.
									","
											Le capitalisme a été responsable
de toutes innovations majeures
											qui ont fait de ce monde un lieu plus
inspirant et merveilleux à habiter.
											Le capitalisme doit être fondé
sur la justice.
											Ce doit être ainsi,
aujourd'hui plus que jamais,
											à cause des divisions économiques
qui grandissent tous les jours.
											Il est estimé que 47%
des travailleurs américains
											pourront être remplacés
dans les 20 prochaines années.
											Je ne suis pas contre le progrès.
											Je veux la voiture sans conducteur et le
propulseur autonome comme tout le monde.
											Mais je plaide pour la reconnaissance
qu'avec une plus grande richesse
											une plus grande responsabilité sociale
de l'entreprise est requise.
									","
											Der Kapitalismus hat für jede 
größere Innovation gestanden,
											die die Welt zu einem immer wunderbareren,
inspirierenden Ort gemacht hat.
											Der Kapitalismus muss 
auf Gerechtigkeit beruhen.
											Das muss so sein, und heute mehr denn je,
											wo jeden Tag Wirtschaftszweige wachsen.
											Man schätzt, dass 47 % 
der amerikanischen Arbeiter
											in den nächsten 20 Jahren 
verdrängt werden können.
											Ich bin nicht gegen den Fortschritt.
											Ich möchte das fahrerlose Auto 
und das Jetpack wie jeder andere auch.
											Aber ich bitte Sie zu verstehen, 
dass mit größeren Gewinnen und Wohlstand
											auch größtere Verantwortung einhergeht.
									","
											O capitalismo tem sido responsável
por todas as grandes inovações
											que tornaram este mundo mais inspirador
e um lugar maravilhoso para viver.
											Mas o capitalismo tem que
ser baseado na justiça.
											Tem que ser, e agora mais do que nunca,
											por causa das divisões económicas
que crescem todos os dias.
											Estima-se que 47% dos
trabalhadores norte-americanos
											podem vir a ser deslocados
nos próximos 20 anos.
											Eu não sou contra o progresso.
											Eu quero o carro automático sem condutor 
e a mochila a jato, como todos os outros.
											Mas estou a pedir o reconhecimento
de que o aumento de riqueza e lucros
											tem que ser acompanhado por
maior responsabilidade social empresarial.
									","
											Kapitalizm dünyayı daha fazla
ilham verici ve mükemmel yapan
											her büyük yeniliğe karşı sorumlu oldu.
											Her gün büyüyen ekonomik
anlaşmazlıklardan dolayı
											kapitalizm şimdilerde
											her zamankinden daha fazla 
adalete dayanmak zorunda.
											Tahminlere göre
Amerikalı işçilerin yüzde 47'si
											20 yıl içinde işinden olabilir.
											Gelişime karşı biri değilim.
											Ben de herkes gibi sürücüsüz araba
ve sırt roketi istiyorum.
											Ancak artan servet ve kârlarla birlikte
kurumsal sosyal sorumluluğun
											daha da artması gerektiğinin
fark edilmesi için ricacıyım.
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
											""If justice is removed,"" said Adam Smith,
the father of capitalism,
											""the great, the immense fabric
of human society must in a moment
											crumble into atoms.""
									","
											« Si la justice est retirée, » disait
Adam Smith, père du capitalisme,
											« le grand, l'immense tissu
de la société humaine s'effritera
											en un instants en atomes. »
									","
											""Ohne Gerechtigkeit"", so Adam Smith,
der Vater des Kapitalismus,
											""muss der ungeheure Bau 
der menschlichen Gesellschaft
											augenblicklich zusammenstürzen
und in Atome zerfallen"".
									","
											""Se a justiça for removida"",
disse Adam Smith, o pai do capitalismo,
											""o grande, o tecido imenso da sociedade 
humana... desintegrar-se-á num instante,
											""em átomos"".
									","
											Kapitalizmin babası Adam Smith derdi ki:
""Eğer toplumdan adalet çıkarılırsa
											o muhteşem, devasa insan topluluğunun
yapısı o anda
											atomlarına kadar parçalanmaya mahkumdur.""
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
											Now, when I was young,
and there was a problem,
											my mama used to always
sigh and shake her head and say,
											""Have mercy, have mercy.""
											Now's not the time for us,
for the rest of us to show them mercy.
											The time is now for us
to show them fairness,
											and we can do that, you and I,
											by starting where we work,
in the businesses that we operate in.
											And when we put justness
on par with profits,
											we'll get the most wonderful thing
in all the world.
											We'll take back our humanity.
									","
											Quand j'étais jeune
et qu'il y avait un problème,
											ma maman soupirait et secouait sa tête
à chaque fois puis disait :
											« Aie pitié, aie pitié.»
											Maintenant n'est pas le moment pour nous
de leur montrer de la pitié.
											Le temps est venu pour nous
de leur montrer de l'équité,
											et nous pouvons faire ça, vous et moi,
											en commençant par là où nous travaillons,
dans les affaires dont nous nous occupons.
											Et quand nous appairerons
justesse et bénéfices,
											nous obtiendrons la chose
la plus merveilleuse du monde.
											Nous reprendrons notre humanité.
									","
											Als ich jung war und es ein Problem gab, 
hatte meine Mutter
											die Gewohnheit zu seufzen,
ihren Kopf zu schütteln und zu sagen:
											""Hab Erbarmen, hab Erbarmen.""
											Jetzt ist nicht die Zeit, 
Erbarmen zu zeigen.
											Jetzt ist die Zeit für uns, 
Gerechtigkeit zu zeigen,
											und wir können es tun, Sie und ich,
von unserem Arbeitsplatz aus.
											Und wenn wir die Gerechtigkeit 
und die Gewinne gleichsetzen,
											werden wir die schönste Sache 
der ganzen Welt zurück erhalten:
											unsere Menschlichkeit.
									","
											Quando eu era jovem e havia um problema,
											a minha mãe costumava sempre suspirar,
abanar a cabeça e dizer:
											""Tenham misericórdia,
tenham misericórdia.""
											Agora não é altura para
nós lhes mostrarmos misericórdia.
											Agora é altura para 
lhes mostrarmos justiça.
											Podemos fazer isso, vocês e eu,
											a começar por onde trabalhamos,
nas empresas em que funcionamos.
											E quando pusermos a justeza
a par com os lucros,
											vamos obter a coisa
mais maravilhosa do mundo.
											Vamos recuperar a nossa humanidade.
									","
											Gençliğimde, bir problem olduğunda
											annem kafasını sallar, iç geçirerek:
											""Bize merhamet et,
bize merhamet et."" derdi.
											Bizler ve bizim dışımızdakiler için
merhamet gösterme zamanı değil.
											Zaman adaletimizi gösterme zamanı.

											Bunu ben ve siz,
işlerimizi nerede yürütüyorsak
											orada başlatarak başarabiliriz.
											Adaletimiz kârımızla başa baş olduğunda
											dünyadaki en güzel şeyi kazanacağız.
											İnsanlığımızı geri alacağız.
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
											Thank you.
									","
											Merci.
									","
											Vielen Dank.
									","
											Obrigado.
									","
											Teşekkürler.
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Aplausos)
									","
											(Alkışlar)
									",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
"
","
","
","
","
",Why we need to rethink capitalism,Paul Tudor Jones II,9:51,"investment,money,philanthropy"
