pt,en,fr,tr,title,speaker,duration,tags
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											E quanto à Alemanha?
											Estão a produzir muita energia limpa.
											Mas, quando olhamos para os dados,
											as emissões alemãs
têm aumentado desde 2009
											e não há ninguém que nos possa dizer
											que vão cumprir os seus
compromissos climáticos em 2020.
									","
											What about Germany?
											They're doing a lot of clean energy.
											But when you look at the data,
											German emissions have actually
been going up since 2009,
											and there's really not anybody
who's going to tell you
											that they're going to meet
their climate commitments in 2020.
									","
											Et l'Allemagne ?
											Ils produisent beaucoup d'énergie propre.
											Mais quand vous regardez les données,
											les émissions de l'Allemagne
augmentent depuis 2009
											et personne ne va vous dire
											qu'ils vont tenir
leurs engagements climatiques pour 2020.
									","
											Peki Almanya'dan ne haber?
											Çok fazla miktarda
temiz enerji üretiyorlar.
											Fakat verilere baktığında,
											2009'dan beri Almanya'da emisyonlarda
bir artış olduğudur
											ve gerçekten 2020 iklim taahhütlerini
yakalayacaklarını
											söylebilecek bir Allah'ın
kulunu bulamazsınız.
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											A razão não é difícil de perceber.
											A solar e a eólica fornecem energia,
durante 10 a 20 % do tempo,
											o que significa que, quando
o sol não brilha,
											quando o vento não sopra,
											continuamos a precisar de energia
para os hospitais,
											para as casas, para as cidades,
para as fábricas.
											Embora as baterias tenham evoluído
muito, ultimamente,
											a verdade é que nunca
chegarão a ser tão eficazes
											como a rede de eletricidade.
											Sempre que carregamos eletricidade
numa bateria e a usamos,
											perdemos cerca de 20 a 40% da energia.
											É por isso que, quando, na Califórnia,
											tentamos governar-nos
com a energia solar que metemos na rede
											— recebemos hoje cerca de 10%
de eletricidade da solar —
											quando o sol desaparece,
e as pessoas voltam para casa
											e ligam o ar condicionado
e os aparelhos de TV,
											e todos os aparelhos lá em casa,
											precisamos de um grande reforço
de gás natural.
											O que temos feito,
é armazenar muito gás natural
											dentro de uma montanha.
											Isso funcionou bastante bem
durante uns tempos,
											mas, no ano passado, houve uma fuga.
											Isto é Aliso Canyon.
											Libertou-se imenso gás metano,
											foi o equivalente a pôr meio milhão
de carros na estrada.
											Rebentou todos os nossos compromissos
climáticos desse ano.
									","
											The reason isn't hard to understand.
											Solar and wind provide power
about 10 to 20 percent of the time,
											which means that when
the sun's not shining,
											the wind's not blowing,
											you still need power for your hospitals,
											your homes, your cities, your factories.
											And while batteries have made
some really cool improvements lately,
											the truth is, they're just never
going to be as efficient
											as the electrical grid.
											Every time you put electricity
into a battery and take it out,
											you lose about 20 to 40
percent of the power.
											That's why when, in California,
											we try to deal with all the solar
we've brought online —
											we now get about 10 percent
of electricity from solar —
											when the sun goes down,
and people come home from work
											and turn on their air conditioners
and their TV sets,
											and every other appliance in the house,
											we need a lot of natural gas backup.
											So what we've been doing
											is stuffing a lot of natural gas
into the side of a mountain.
											And that worked pretty well for a while,
											but then late last year,
it sprung a leak.
											This is Aliso Canyon.
											So much methane gas was released,
											it was the equivalent of putting
half a million cars on the road.
											It basically blew through all
of our climate commitments for the year.
									","
											Il est facile de comprendre pourquoi :
											le solaire et l'éolien fournissent
de l'énergie 10% à 20% du temps,
											quand le soleil ne brille pas,
											que le vent ne souffle pas,
											vos hôpitaux ont besoin d'électricité,
											ainsi que vos maisons, villes et usines.
											Bien que les batteries aient été
fortement améliorées dernièrement,
											elles ne seront jamais aussi efficaces
											que le réseau électrique.
											Quand vous mettez de l'électricité
dans une batterie et vous en servez,
											vous perdez entre 20% et 40% d'énergie.
											C'est pourquoi quand, en Californie,
											on essaye de gérer l'énergie solaire
que nous récupérons —
											environ 10% de notre électricité
est solaire —
											quand le soleil se couche
et que les gens rentrent
											et allument l'air conditionné, la télé
											et tous les autres appareils,
											il nous faut du gaz naturel en plus.
											Ce que nous faisons,
											c'est stocker du gaz naturel
dans une montagne.
											Pendant un temps, cela a bien marché
											mais, en fin d'année dernière,
il y a eu une fuite.
											Voici le Aliso Canyon.
											La fuite de méthane
											était équivalente aux émissions
d'un demi million de voitures.
											Cela a flingué d'un coup
nos engagements climatiques de l'année.
									","
											Sebebini anlamak zor değil.
											Güneş ve rüzgar zamanın yüzde 10 
ile 20 arasında güç sağlıyor,
											ki bu şu demek güneş olmadığında,
											rüzgar esmediğinde,
											sizin hastaneleriniz,
evleriniz, şehirleriniz
											ve fabrikalarınız için hâlâ 
enerjiye ihtiyacınız olacak.
											Son zamanlarda pillerde harika 
ilerlemeler olmuş olmasına rağmen,
											gerçek şu ki onlar hiçbir zaman 
elektrik şebekesi kadar
											randımanlı olmayacaklar.
											Elektriği pile koyduğun ve
çıkarttığın her zaman
											gücün yaklaşık yüzde 20 ile 40'ını
kaybedersin.
											İşte bu yüzden biz Kaliforniya'da
											aktif hale getirdiğimiz güneş 
enerjisiyle ilgilenmeye çalışıyoruz—
											şu an elektriğin yaklaşık yüzde 10'unu 
güneşten elde ediyoruz-
											güneş battığında, ve insanlar
işten eve döndüğünde
											ve klimalarını, televizyonlarını
											ve evdeki diğer bütün
aletleri çalıştırdığında,
											çok miktarda doğal gaz 
desteğine ihtiyacımız olur.
											Şimdiye kadar yaptığımız şey
											dağın bir tarafına çok miktarda 
doğal gaz depolamak.
											Bu bir süre gayet güzel çalıştı,
											fakat geçen senenin sonunda 
sızdırmaya başladı.
											Bu Aliso Kanyonu.
											Çok fazla metan gazı çıkışı oldu,
											bu, yollardaki yarım milyon arabanın 
deposunu dolduracak kadara eşitti.
											Bu bizim yıl için olan iklim 
taahhütlerimizden uçtu gitti.
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											E quanto à Índia?
											Por vezes, temos que ir aos locais
para obtermos os dados corretos,
											por isso fomos à Índia há uns meses.
											Reunimo-nos com funcionários de topo
— da energia solar, eólica, etc. —
											e eles disseram-nos:
											""Estamos a ter problemas mais graves
											""do que a Alemanha e a Califórnia.
											""Não temos reservas,
não temos gás natural suficiente,
											""e isto é só o começo.
											""Dizemos que queremos chegar
aos 100 gigawatts em 2022.
											""Mas no ano passado só fizemos cinco,
											""e no ano anterior, fizemos cinco"".
									","
											Well, what about India?
											Sometimes you have to go places
to really get the right data,
											so we traveled to India a few months ago.
											We met with all the top officials —
solar, nuclear, the rest —
											and what they told us is,
											""We're actually having
more serious problems
											than both Germany and California.
											We don't have backup;
we don't have all the natural gas.
											And that's just the start of it.
											Say we want to get
to 100 gigawatts by 2022.
											But last year we did just five,
											and the year before that, we did five.""
									","
											Et l'Inde ?
											Il faut parfois aller loin
pour trouver les bonnes données,
											nous sommes donc allés en Inde.
											Nous avons rencontré les officiels —
du solaire, du nucléaire, du reste —
											et ils nous ont dit :
											« Nous avons des problèmes plus graves
											que l'Allemagne et la Californie.
											Nous n'avons pas de recours ;
nous n'avons pas de gaz naturel.
											Ce n'est que le début.
											Nous voulons atteindre
100 gigawatts d'ici à 2022.
											Mais l'année dernière, on a atteint 5
											et l'année d'avant également. »
									","
											Peki, Hindistan'dan ne haber?
											Bazen gerçekten doğru veriler için 
o yerlere gitmeniz gerekiyor,
											bu yüzden birkaç ay önce
Hindistan'a gittik.
											Güneş, nükleer, diğer enerjilerin en 
üst düzey yetkilileri ile buluştuk
											ve bize dediler ki,
											""Bizim Hem Almanya'dan hem de 
Kaliforniya'dan daha ciddi
											problemlerimiz var.
											Bizde yedek yok, doğal gaz hiç yok.
											Ve bu sadece başlangıç.
											2022'e kadar 100 milyar vat 
elde etmek istiyoruz.
											Fakat geçen sene sadece beş
											ve bir önceki yıl da beş yapabildik.""
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											Vejamos mais de perto
a energia nuclear.
											O Painel Intergovernamental Sobre
a Alteração Climática, da ONU,
											observou o conteúdo de carbono
de todos estes combustíveis
											e o da nuclear é muito baixo
— ainda é mais baixo do que o da solar.
											Claro que a energia nuclear fornece
muita energia,
											24 horas por dia, sete dias por semana.
											Durante um ano, uma central
pode fornecer energia 92% do tempo.
											O que é interessante é que,
quando olhamos para países
											que têm usado diversos tipos
de energias limpas,
											só há uns poucos que o fazem
a um ritmo consistente
											com o tratamento da crise climática.
									","
											So, let's just take
a closer look at nuclear.
											The United Nations Intergovernmental
Panel on Climate Change
											has looked at the carbon content
of all these different fuels,
											and nuclear comes out really low —
it's actually lower even than solar.
											And nuclear obviously
provides a lot of power —
											24 hours a day, seven days a week.
											During a year, a single plant can provide
power 92 percent of the time.
											What's interesting is that
when you look at countries
											that have deployed different
kinds of clean energies,
											there's only a few that have done so
											at a pace consistent with dealing
with the climate crisis.
									","
											Observons de plus près le nucléaire.
											La commission intergouvernementale
de l'ONU sur les changements climatiques
											a regardé la contenance en carbone
de ces combustibles
											et le nucléaire en a très peu —
moins que le solaire.
											Le nucléaire fournit
beaucoup d'électricité —
											24 heures sur 24, 7 jours sur 7.
											Au cours d'une année, une usine
peut fournir de l'énergie 92% du temps.
											Ce qui est intéressant,
en observant ces pays
											qui ont développé
différentes énergies propres,
											seuls quelques-uns l'ont fait
											à un rythme en accord
avec la crise climatique.
									","
											Nükleere daha yakından bakalım o zaman.
											Birleşmiş Milletler Hükümetlerarası
İklim Değişikliği hakkındaki Paneli
											farklı yakıtlardaki karbon
oranını inceledi
											ve nükleerde gerçekten çok düşük çıktı, 
bu aslında güneş enerjisinden bile az.
											Ve nükleer açıkça günün 24 saati,
											haftanın yedi günü çok 
miktarda güç sağlıyor.
											Bir santral zamanın yüzde 92'lik
kısmında güç sağlayabiliyor.
											İlginç olan şey farklı çeşitlerde
											temiz enerjinin yaygın olduğu
ülkelere baktığımızda,
											iklim kriziyle mücadelede
istikrarlı bir hız sağlamış
											sadece birkaç ülke var.
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											Assim, a energia nuclear
parece ser uma opção muito boa
											mas tem um grande problema
											que, seguramente, todos conhecem:
											as pessoas não gostam dela.
											Fez-se um estudo, um inquérito
a pessoas no mundo inteiro,
											não apenas nos EUA ou na Europa,
											há cerca de ano e meio.
											Chegou-se à conclusão
											de que a nuclear é uma das formas
de energia menos populares.
											Até o petróleo é mais popular
do que a energia nuclear.
											Embora a energia nuclear
seja melhor do que o carvão,
											as pessoas não têm medo do carvão
como têm medo da energia nuclear,
											o que funciona no nosso inconsciente.
									","
											So nuclear seems like
a pretty good option,
											but there's this big problem with it,
											which all of you, I'm sure, are aware of,
											which is that people really don't like it.
											There was a study, a survey done
of people around the world,
											not just in the United States or Europe,
											about a year and a half ago.
											And what they found
											is that nuclear is actually one
of the least popular forms of energy.
											Even oil is more popular than nuclear.
											And while nuclear kind of
edges out coal, the thing is,
											people don't really fear coal
in the same way they fear nuclear,
											which really operates on our unconscious.
									","
											Le nucléaire semble être une bonne option
											mais le gros problème,
											je suis sûr que vous le savez tous,
											est que les gens n'aiment pas cela.
											Un sondage a été fait à travers le monde,
											pas seulement aux États-Unis ou en Europe,
											il y a un an et demi.
											Il a montré
											que le nucléaire est l'une
des formes d'énergie les moins populaires.
											Même le pétrole est plus populaire.
											Même si le nucléaire
est préféré au charbon,
											les gens n'ont pas autant peur
du charbon que du nucléaire,
											ce qui joue sur notre inconscient.
									","
											Bu yüzden nükleer gayet güzel bir 
seçenek olarak gözüküyor,
											fakat bunun da bir problemi var,
											ki eminim ki hepinizin farkında olduğu
											insanlar bunu pek sevmiyor.
											Yaklaşık bir buçuk yıl önce dünya 
genelinde insanlarla yapılmış,
											—sadece ABD'de veya Avrupa'da değil
											
bir anket vardı.
											Buldukları şey
											nükleerin gerçekten en az popüler olan 
enerji çeşidi olduğuydu.
											Petrol bile nükleerden da popüler.
											Kömürle neredeyse eşit olsa da,
											insanlar nükleerden korktukları 
kadar kömürden korkmuyorlar,
											ki bu bilinçsiz olduğumuzu gösteriyor.
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											O que é que receamos?
											São três coisas.
											Há a segurança das centrais
propriamente ditas
											— o medo de que se derretam
e provoquem prejuízos.
											Há os desperdícios delas.
											E há a associação com as armas.
											Penso que, compreensivelmente,
											os engenheiros conhecem estas preocupações
e procuram soluções tecnológicas.
											É por isso que Bill Gates está na China
a desenvolver reatores avançados.
											É por isso que 40 empresários diferentes
trabalham neste problema.
											Eu fiquei entusiasmado com isso.
									","
											So what is it that we fear?
											There's really three things.
											There's the safety
of the plants themselves —
											the fears that they're going
to melt down and cause damage;
											there's the waste from them;
											and there's the association with weapons.
											And I think, understandably,
											engineers look at those concerns
and look for technological fixes.
											That's why Bill Gates is in China
developing advanced reactors.
											That's why 40 different entrepreneurs
are working on this problem.
											And I, myself, have been
very excited about it.
									","
											De quoi avons-nous peur ?
											Il y a trois choses.
											Il y a la sécurité
des usines en elles-mêmes —
											la peur qu'elles entrent en fusion
et causent des dégâts ;
											les déchets produits
											et leur association aux armes.
											De façon compréhensible,
											les ingénieurs essayent de trouver
des solutions à ces inquiétudes.
											Bill Gates est en Chine
pour développer des réacteurs avancés.
											Quarante différents entrepreneurs
travaillent sur le sujet.
											Et je suis très excité à ce sujet.
									","
											Peki korktuğumuz şey ne o zaman?
											Aslında üç şey var.
											Santrallerin kendi güvenliği—
											yıkılacakları veya zarara
neden olacakları;
											onlardan çıkan atıklar
											ve silahları çağrıştırıyor olması.
											Ve sanırım, anlaşılır bir şekilde,
											mühendisler bu çekinceleri dikkate alıyor 
ve teknolojik çözümler araştırıyorlar.
											İşte bu yüzden Bill Gates Çin'de
ileri reaktör geliştiriyor.
											İşte bu yüzden 40 farklı girişimci 
bu problem üzerinde çalışıyor.
											Ben kendi adıma,bunun 
hakkında çok heyecanlıyım.
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											Fizemos um relatório:
""Como Tornar Barata a Energia Nuclear"".
											O reator a tório
mostra-se muito promissor.
											Quando James Hansen,
o cientista climático,
											perguntou se eu queria ir à China com ele,
											e observar o programa nuclear
avançado chinês,
											eu aproveitei a oportunidade.
											Estivemos lá com engenheiros do MIT
e da Universidade de Berkeley.
											Eu tinha a ideia de que os chineses
											poderiam fazer com a energia nuclear
											o que fizeram com muitas outras coisas
											— começar a montar pequenos
reatores nucleares em linhas de montagem,
											embarcá-los como iPhones ou MacBooks
e enviá-los para o mundo inteiro.
											Eu receberia um em Berkeley.
											Mas verifiquei que era um pouco diferente.
											As apresentações foram todas
muito empolgantes e promissoras.
											Estão a trabalhar em vários reatores.
											Chegou a altura do reator a tório
e nós estávamos entusiasmados.
											Fizeram a apresentação toda,
chegaram ao calendário e disseram:
											""Vamos ter um reator
a sais de tório fundidos
											""pronto para venda ao mundo inteiro
											""em 2040"".
											Eu disse: ""O quê?""
									","
											We did a report:
""How to Make Nuclear Cheap.""
											In particular, the thorium reactor
shows a lot of promise.
											So when the climate
scientist, James Hansen,
											asked if I wanted to go to China with him
											and look at the Chinese
advanced nuclear program,
											I jumped at the chance.
											We were there with MIT
and UC Berkeley engineers.
											And I had in my mind
											that the Chinese would be able
to do with nuclear
											what they did with so many other things —
											start to crank out small nuclear
reactors on assembly lines,
											ship them up like iPhones or MacBooks
and send them around the world.
											I would get one at home in Berkeley.
											But what I found was somewhat different.
											The presentations were all
very exciting and very promising;
											they have multiple reactors
that they're working on.
											The time came for the thorium reactor,
and a bunch of us were excited.
											They went through the whole presentation,
they got to the timeline,
											and they said,
											""We're going to have
a thorium molten salt reactor
											ready for sale to the world
											by 2040.""
											And I was like, ""What?""
									","
											Notre rapport
« Comment baisser le prix du nucléaire »
											évoque le prometteur
réacteur au thorium.
											Quand le climatologue James Handen
											m'a proposé d'aller en Chine avec lui
											et de voir le programme
nucléaire avancé chinois,
											j'ai saisi ma chance.
											Nous étions avec des ingénieurs
du MIT et de Berkeley.
											J'avais en tête
											que les Chinois pourraient
faire avec le nucléaire
											ce qu'ils ont tant fait —
											produire en grandes quantités
de petits réacteurs nucléaires,
											les poster comme des iPhone ou MacBook
et les envoyer partout dans le monde.
											J'en aurais un à la maison, à Berkeley.
											Ce que j'ai vu était différent.
											Les présentations étaient
excitantes et prometteuses :
											ils travaillent sur de nombreux réacteurs.
											Ils en sont venus au réacteur de thorium
et nous étions excités.
											Ils ont fait la présentation
puis ont présenté les délais
											et ils ont dit :
											« Nous aurons un réacteur
de thorium et de sel fondu
											prêt à la vente
											en 2040. »
											J'ai fait : « Quoi ? »
									","
											Bir rapor hazırladık:“Nükleeri Nasıl 
Ucuza Yaparız?” diye.
											Özellikle toryum reaktörü 
gelecek vaat ediyor.
											İklim bilimci James Hansen
											bana onunla birlikte Çin'e gitmek
											ve Çin'in ileri nükleer programını
incelemek isteyip istemediğimi sorduğunda,
											olaya balıklama atladım.
											Orada MIT ve UC Berkeley' in
mühendisleriyle birlikteydik.
											Çinlilerin yaptıkları
birçok şeyde olduğu gibi
											nükleeri de yapabileceklerine dair
											bir yargı vargı kafamda—
											fabrika bantlarında çok sayıda küçük 
nükleer reaktörler üretmek,
											onları iPhonelar yada MacBooklar gibi 
yüklemek ve dünyanın her yerine göndermek.
											Berkeley de evde bir tane alabilirdim.
											Fakat orada bulduğum
şey oldukça farklıydı.
											Sunumlar heyecan verici ve
gelecek vaat ediciydi;
											üzerinde çalıştıkları
çoklu reaktörler var.
											Toryum reaktörüne sıra gelince, 
aramızdan bir grup heyecanlandı.
											Tüm sunumu yaptılar, 
zamana riayet ettiler
											ve dediler ki,
											""2040 yılına kadar toryum
erimiş tuz reaktörünü
											dünyaya satmaya

											hazır olacağız.""
											Ve ben ""Yok artık!"" dedim.
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											(Risos)
									","
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											Olhei para os meus colegas e disse:
											""Desculpem-me...
											""Não podem acelerar um pouco essa coisa?
											""Porque estamos numa crise climática
já neste momento.
											""E, de resto, as vossas cidades
estão muito poluídas"".
											Eles responderam assim:
											""Não sabemos se ouviram falar
do nosso programa de tório.
											""mas não temos um terço do nosso orçamento
											""e o vosso Departamento de Energia
não se mostrou muito colaborante
											""com todos os dados que vocês têm
sobre testes de reatores"".
											Eu disse: ""Tenho uma ideia.
											""Sabem que precisam de 10 anos
para demonstrar esse reator?
											""Vamos pôr de lado essa parte
											""e comecemos a comercializá-lo
imediatamente.
											""Isso poupará tempo e dinheiro"".
											O engenheiro limitou-se
a olhar para mim e disse:
											""Vou fazer-lhe uma pergunta.
											""Compraria um carro que nunca
tivesse sido demonstrado?
									","
											I looked at my colleagues and I was like,
											""Excuse me —
											can you guys speed that up a little bit?
											Because we're in a little bit
of a climate crisis right now.
											And your cities are really
polluted, by the way.""
											And they responded back, they were like,
											""I'm not sure what you've heard
about our thorium program,
											but we don't have a third of our budget,
											and your department of energy
hasn't been particularly forthcoming
											with all that data you guys
have on testing reactors.""
											And I said, ""Well, I've got an idea.
											You know how you've got 10 years
where you're demonstrating that reactor?
											Let's just skip that part,
											and let's just go right
to commercializing it.
											That will save money and time.""
											And the engineer just
looked at me and said,
											""Let me ask you a question:
											Would you buy a car that had never
been demonstrated before?""
									","
											J'ai regardé mes collègues et j'ai dit :
											« Excusez-moi,
											vous pourriez accélérer un peu ?
											On est en pleine crise climatique.
											Et vos villes sont très polluées,
au passage. »
											Ils ont répondu :
											« Je ne sais pas ce que vous savez
du programme thorium
											mais nous n'avons pas le tiers du budget
											et votre Ministère de l’Énergie
n'a pas été très coopératif
											quant aux données que vous avez
sur les tests des réacteurs. »
											J'ai dit : « J'ai une idée.
											Vous avez 10 ans pour faire
la démonstration du réacteur,
											passons cette étape
											et commercialisons-le directement.
											On économisera de l'argent et du temps. »
											Les ingénieurs m'ont regardé
et ils ont dit :
											« J'ai une question pour vous :
											achèteriez-vous une voiture
jamais testée ? »
									","
											Meslektaşlarıma baktım ve
											""Afedersiniz—
											şu işi biraz daha hızlandıramaz
mısınız? ""der gibi oldum.
											Çünkü şu an iklim krizinin 
biraz içindeyiz de.
											Bu arada şehirleriniz çok kirli.""
											Ve cevap verdiler,
											""Bizim toryum programımız hakkında
ne duyduğunuzdan emin değiliz,
											fakat bunu yapmak için 
kaynağın üçte biri yok,
											ve sizin enerji departmanınız 
deneme reaktörleri hakkındaki
											sahip olduğu verilerle 
özellikle hazır değildi.
											""O zaman bir fikrim var, dedim.
											Sunumunu yeni yaptığınız reaktör için
10 yılınız olduğunu nasıl biliyorsunuz?
											Haydi bu kısmı geçelim,
											haydi direkt bunu
ticarileştirmeye geçelim.
											Bu para ve zaman kazandırır.""
											Ve bir mühendis bana baktı ve dedi ki,
											""Bir soru sarabilir miyim:
											Hiç tanıtımı yapılmamış olan 
bir araba satın alır mıydınız?
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											E quanto aos outros reatores?
											Há um reator que já está a sair,
já estão a começar a vendê-lo.
											É um reator a gás a alta temperatura.
											Não se derrete.
											Mas é muito grande e volumoso
— faz parte da segurança —
											e ninguém pensa que vai ficar mais barato
											do que os reatores que temos.
											É uma ideia ótima usar
os desperdícios como combustível
											mas ainda não sabemos fazer isso.
											Há o risco de que ainda
venhamos a produzir mais desperdícios.
											A maior parte das pessoas acha que,
											se incluirmos essa parte
dos desperdícios no processo,
											a máquina vai sair muito mais cara,
											porque trata-se de acrescentar
mais um passo complicado.
									","
											So what about the other reactors?
											There's a reactor that's coming online
now, they're starting to sell it.
											It's a high-temperature gas reactor.
											It can't melt down.
											But it's really big and bulky,
that's part of the safety,
											and nobody thinks
it's going to ever get cheaper
											than the reactors that we have.
											The ones that use waste as fuel
are really cool ideas, but the truth is,
											we don't actually know how to do that yet.
											There's some risk that you'll
actually make more waste,
											and most people think
that if you're including
											that waste part of the process,
											it's just going to make the whole
machine a lot more expensive,
											it's just adding another complicated step.
									","
											Et les autres réacteurs ?
											Ils commencent à vendre
un de leurs réacteurs.
											C'est un réacteur de gaz
à haute température.
											Il ne peut pas fondre.
											Mais il est très grand, volumineux,
pour la sécurité,
											et personne ne pense
que son prix sera plus bas
											que celui des réacteurs que nous avons.
											L'idée de réacteurs fonctionnant
grâce à des déchets est cool
											mais nous ne savons pas encore
les construire.
											Il y a le risque de produire
plus de déchets
											et la plupart des gens pensent
qu'en incluant
											les déchets dans le processus,
											la machine n'en sera
que beaucoup plus chère,
											cela ne fait que rajouter
une étape complexe.
									","
											Diğer reaktörlerden ne haber o zaman?
											Sanal bir reaktör var şimdi, onlar 
bunu satmaya başlıyorlar.
											Bu yüksek sıcaklıklı gaz reaktörü.
											Kaza ihtimali yok.
											Fakat bu çok büyük ve hantal,
bu güvenlik kısmı
											ve hiç kimse onun sahip 
olduğumuz reaktörlerden
											daha ucuz olacağını düşünmüyor.
											Yakıt olarak atıkları kullananlar
harika fikir, fakat gerçek şu ki
											henüz bunun nasıl yapılacağını bilmiyoruz.
											Aslında daha fazla
atık yapma gibi biraz riski var
											ve bir çok insan bu atıkları
											sürece dahil ederseniz,
											bu bütün makineyi daha pahalı yapacak,
											bu sadece başka bir zor adım 
eklemek olur diyecekler.
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
