en,tr,es,fr,pt,title,speaker,duration,tags
"
","
","
","
","
",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
											In the summer of 2017,
I went out to San Francisco,
											to join a tech accelerator
with 30 other companies.
											The accelerator was supposed to teach us
how to raise venture capital.
											But when I got out there,
											the startup community was buzzing
about ICOs, or Initial Coin Offerings.
											For the first time, ICOs had raised
more money for young startups
											than venture capital had.
									","
											2017 yazında bir teknoloji kursuna 
katılmak için
											San Francisco'ya gittim.
											Kursun bize nasıl risk sermayesi
toplayacağımızı öğretmesi gerekiyordu.
											Dışarıya çıktığımda
											şirket sahipleri İlk Dijital Para 
Arzı (ICO) hakkında konuşuyorlardı.
											İlk kez, ICO'lar yeni şirketler için
risk sermayesinin topladığından
											daha çok para toplamışlardı.
									","
											En el verano de 2017
fui a San Francisco
											para unirme a una aceleradora tecnológica
con otras 30 compañías.
											Se suponía que la aceleradora nos
enseñaría a recaudar capital riesgo.
											Pero cuando llegué,
											la comunidad hablaba sobre las ICO
u 'Ofertas Iniciales de Moneda'.
											Por primera vez, las ICO habían recaudado
más dinero para las empresas emergentes
											que el capital riesgo.
									","
											Durant l'été 2017,
je me suis rendue à San Francisco,
											pour rejoindre un incubateur avec 
30 autres entreprises de technologie.
											L'incubateur était censé nous apprendre
comment lever des fonds en capital-risque.
											Mais quand j'en suis sortie,
il y avait un buzz
											dans la communauté des startups sur le
concept d'ICO, ou Initial Coin Offering.
											Pour la première fois, des ICOs avaient 
levé plus d'argent pour les startups
											que le capital-risque.
									","
											No verão de 2017 fui a São Francisco,
											para me juntar a uma aceleradora
de tecnologia, com mais 30 empresas.
											A aceleradora devia ensinar-nos
a angariar capital de risco,
											Mas quando lá cheguei,
											a comunidade de ""startups""
											estava empolgada com as ICOs,
ou Oferta Inicial de Moedas.
											Pela primeira vez, as ICOs angariaram
mais dinheiro para as novas ""startups""
											do que o capital de risco.
									",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
","
","
","
","
",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
											It was the first week of the program.
											Tequila Friday.
											And the founders couldn't stop talking.
											""I'm going to raise an ICO.""
											""I'm going to raise an ICO.""
											Until one guy goes,
											""How cool if we did this all together?
											We should do an ICO that combines
the value of all of our companies
											and raise money as a group.""
											At that point, I had to ask
the obvious question,
											""Guys, what's an ICO?""
									","
											Programın ilk haftasıydı.
											Tekila Cuması.
											Kendilerini konuşmaktan alıkoyamıyorlardı.
											""ICO toplayacağım.""
											""ICO toplayacağım.""
											Ta ki birisi çıkıp
											""Bunu hep beraber yapsak 
ne hoş olurdu,
											şirketlerimizin tüm değerini 
birleştiren bir ICO yapmalı
											ve de grup olarak para toplamalıyız."" 
diyene dek.
											O noktada, bariz soruyu
sormak zorundaydım,
											""Çocuklar, bu ICO nedir?""
									","
											Era la primera semana del programa.
											Viernes de tequila.
											Y los fundadores
no podían parar de hablar.
											""Voy a crear una ICO"".
											""Voy a crear una ICO"".
											Hasta que un chico dijo:
											""¿Y si lo hacemos todos juntos?
											Deberíamos crear una ICO que combine
el valor de todas nuestras empresas
											y reúna dinero como grupo"".
											A esas alturas, debía hacer 
la pregunta obvia:
											""¿Qué es una ICO?"".
									","
											C'était la première semaine du séminaire.
											Vendredi Tequila.
											Et les créateurs
n'arrêtaient pas de dire :
											« Je vais lancer une ICO. »
											« Je vais lancer une ICO. »
											Jusqu'à ce que quelqu'un dise :
											« Et si on en lançait une tous ensemble ?
											On devrait lancer une ICO qui agrège 
la valeur de toutes nos compagnies
											et lever des fonds en tant que groupe. »
											A ce moment, j'ai dû poser
la question évidente :
											« Hé les gars, c'est quoi une ICO ? »
									","
											Foi a primeira semana do programa
											""Tequilla Friday"".
											Os fundadores não paravam de dizer:
											""Vou criar uma ICO"".
											""Vou criar uma ICO"".
											Até que um rapaz diz:
											""E se fizéssemos isto todos juntos?
											""Devíamos fazer uma ICO que combine
o valor de todas as nossas empresas
											""e angariar dinheiro enquanto grupo.""
											Nesta altura, eu tinha
de fazer a pergunta óbvia:
											""Malta, o que é uma ICO?""
									",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
","
","
","
","
",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
											ICOs were a way for young
companies to raise money
											by issuing a digital currency
											tied to the value and services
that the company provides.
											The currency acts similar
to shares in a company,
											like on the public stock market,
											increasing in value as it's traded online.
											Most important,
ICOs expanded the investor pool,
											from a few hundred venture capital firms
											to millions of everyday people,
excited to invest.
											This market represented more money.
											It represented more investors.
											Which meant a greater
likelihood to get funded.
											I was sold.
									","
											ICO'lar genç şirketlerin
para toplamak için
											değerlerine ve sağladıkları
hizmetlere bağlı olarak
											çıkardıkları para birimidir.
											Para birimi bir şirketteki hisselere 
benzer şekilde hareket eder.
											Tıpkı borsadaki gibi.
											Çevrim içi işlem gördükçe değeri artar.
											En önemlisi, ICO'lar yatırım havuzunu
											birkaç yüz risk sermayesi firmasından,
											yatırım için heyecanlı 
milyonlarca sıradan insana yaydılar.
											Bu pazar daha çok parayı temsil etti.
											Bu da daha çok yatırımcıyı.
											Bu da yatırım alma şansının artması 
anlamına geldi.
											İkna olmuştum.
									","
											Las ICO son una forma que tienen
las nuevas empresas de recaudar dinero
											emitiendo una moneda digital
											sujeta al valor y los servicios
que la compañía proporciona.
											La moneda actúa de manera similar
a las acciones en una empresa,
											como en el mercado de valores,
											aumentando su valor mientras
es negociada en Internet.
											Lo más importante, las ICO expandieron 
los fondos de inversores
											desde unos cuantos cientos
de empresas de capital riesgo
											a millones de personas comunes
deseosas de invertir.
											Este mercado representaba más dinero.
											Representaba más inversores.
											Lo que significaba una mayor 
probabilidad de ser financiado.
											Me convencieron.
									","
											Les ICOs sont un moyen pour de 
jeunes entreprises de lever des fonds
											en émettant une monnaie digitale
											liée à la valeur et aux services 
que l'entreprise fournit.
											La monnaie se comporte 
comme les actions d'une entreprise,
											comme ce qui se passe en bourse,
											dont la valeur monte alors 
qu'elle est échangée sur internet.
											Plus important, les ICOs élargissent 
le nombre d'investisseurs potentiels,
											de quelques centaines 
de sociétés de capital-risque
											à des millions de monsieur tout-le-monde
enthousiastes à l'idée d'investir.
											Ce marché représente plus d'argent.
											Il représente plus d'investisseurs.
											Ce qui implique une meilleure 
probabilité d'être financé.
											J'étais conquise.
									","
											As ICOs eram uma maneira
de as novas empresas angariarem dinheiro
											ao emitir uma moeda digital
											ligada ao valor e serviços
que uma empresa fornece.
											A moeda age quase
como as ações de uma empresa,
											como no mercado público de ações,
											aumentando de valor
enquanto é negociada ""online"".
											Mais importante, as ICOs
expandiram o leque de investidores,
											de algumas centenas
de empresas de capital de risco
											para milhões de pessoas
diariamente ansiosas por investir.
											Este mercado representava mais dinheiro.
											Representava mais investidores.
											O que implicava uma maior
probabilidade de encontrar financiamento.
											Eu estava rendida.
									",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
","
","
","
","
",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
											The idea, though, of doing it together
still seemed a little crazy.
											Startups compete
with each other for investment,
											it takes hundreds of meetings
to get a check.
											That I would spend my precious 15 minutes
in front of an investor
											talking not just about my own company,
but all the companies in the batch,
											was unprecedented.
											But the idea caught on.
											And we decided to cooperate,
rather than compete.
											Every company put 10 percent
of their equity into a communal pool
											that we then split
into tradable cryptocurrency
											that investors could buy and sell.
											Six months and four law firms later —
									","
											Gerçi, bunu hep beraber yapmak 
fikri hâlâ biraz çılgınca geliyordu.
											Şirketler yatırım için 
birbirleriyle yarışıyor
											ve bir onay olmak 
yüzlerce toplantı sürüyor.
											Bir yatırımcının önünde sadece 
kendi şirketim hakkında değil,
											gruptaki tüm şirketler hakkında konuşup
değerli 15 dakikamı harcamak
											daha önce eşi görülmemiş bir şeydi.
											Fakat, fikir tuttu.
											Biz de yarışmaktansa
iş birliği yapmaya karar verdik.
											Her şirket kendi öz kaynağının 
yüzde 10'unu
											yatırımcıların alıp satabileceği
kripto paralara böldüğümüz
											ortak bir havuza koydu.
											6 ay ve 4 hukuk firması sonra —
									","
											Aunque la idea de hacerlo juntos
todavía sonaba un poco de locos.
											Las empresas emergentes
compiten entre ellas por inversiones,
											se necesitan cientos de reuniones
para conseguir un cheque.
											Que yo empleara mis 15 valiosos minutos
enfrente de un inversor
											hablando no solo sobre mi empresa,
sino de todas las empresas en el lote
											era algo totalmente nuevo.
											Pero la idea caló.
											Y decidimos cooperar en lugar de competir.
											Cada empresa puso un diez por ciento
de sus acciones en un fondo común
											que después dividimos
en criptomonedas negociables
											que los inversores
podrían comprar y vender.
											Seis meses después y cuatro
despachos de abogados más tarde...
									","
											L'idée, néanmoins, de faire ceci 
à plusieurs me semblait un peu folle.
											Les startups se concurrencent 
dans la recherche de fonds,
											Il faut des centaines de réunions
avant de décrocher un chèque.
											Le fait que je passe mes précieuses 
15 minutes en face d'un investisseur
											à parler non seulement de mon entreprise,
mais aussi des autres,
											était tout à fait nouveau.
											Mais l'idée a fait son chemin.
											Et nous avons décidé de coopérer 
plutôt que de se concurrencer.
											Chaque compagnie a placé 10% de ses fonds 
dans un panier commun
											que nous avons ensuite converti 
en une monnaie digitale
											que les investisseurs
pouvaient acheter et vendre.
											Six mois et quatre cabinets
d'avocats plus tard...
									","
											Contudo, a ideia de o fazer em conjunto
ainda parecia uma loucura.
											As ""startups"" competem entre si
por investimento,
											são necessárias várias reuniões
para conseguir um cheque.
											Que eu passaria os meus preciosos
15 minutos em frente de um investidor
											a falar não apenas da minha empresa,
mas de todas as empresas do grupo,
											não tinha precedentes.
											Mas a ideia ficou.
											E decidimos cooperar e não competir.
											Cada empresa colocava 10%
da sua equidade num fundo comum
											que depois dividimos
em criptomoeda trocável
											que os investidores compram e vendem.
											Passados 6 meses
e 4 escritórios de advogados,
									",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
","
","
","
","
",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
											(Laughter)
									","
											(Kahkaha)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
","
","
","
","
",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
											in January 2018,
we launched the very first ICO
											that represented the value
of nearly 30 companies
											and an entirely new way to raise capital.
											We got a lot of press.
											My favorite headline about us read,
											""VCs, read this and weep.""
									","
											2018 Ocak'ta, 
yaklaşık 30 şirketin değerini
											ve de tamamen yeni 
bir sermaye toplama yöntemini
											temsil eden ilk ICO'yu başlattık.
											Medyada ilgi odağı olduk.
											Hakkımızda okuduğum en iyi başlık ise:
											""Başkanlar, bunu okuyun ve ağlayın."" oldu.
									","
											en enero de 2018,
lanzamos la primera ICO
											que representaba el valor 
de cerca de 30 empresas
											y una manera completamente nueva
de recaudar capital.
											Salimos en muchos medios.
											Mi titular favorito sobre nosotros fue:
											""Inversores de capital riesgo,
lean esto y lloren"".
									","
											En janvier 2018,
nous avons lancé la toute première ICO
											qui représente la valeur 
de près de 30 entreprises
											et une toute nouvelle façon 
de lever des fonds.
											Nous avons fait la une.
											Le gros titre que je préfère :
											« Capital-risqueurs, lisez et pleurez. »
									","
											em janeiro de 2018,
lançámos a primeira ICO,
											que representava o valor
de quase 30 empresas
											e uma nova maneira de angariar capital.
											Conseguimos muita publicidade.
											O meu título favorito foi:
											""Capitalistas de risco,
leiam isto e chorem.""
									",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
","
","
","
","
",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
											(Laughter)
									","
											(Kahkaha)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
","
","
","
","
",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
											Our fund was naturally more diverse.
											Twenty percent of the founders were women.
											Fifty percent were international.
											The investors were more excited, too.
											They had a chance to get better returns,
											because we took out
the middleman fees of venture capital.
											And they could take their money
and reinvest it,
											potentially funding more new ideas faster.
									","
											Doğal olarak bizim 
fonumuz daha çeşitliydi.
											Kurucuların yüzde 20'si kadındı.
											Yüzde 50'si ise uluslararası.
											Yatırımcılar da daha heyecanlıydı.
											Daha iyi sonuçlar alma fırsatları oldu
											çünkü risk sermayesinin aldığı
komisyon ücretini kaldırdık.
											Paralarını alıp tekrardan 
yatırım yapabilir, imkân dahilinde
											daha çok yeni fikri
daha hızlı fonlayabilirlerdi.
									","
											Nuestros fondos eran
naturalmente más diversos.
											Un 20 % de los fundadores eran mujeres.
											Un 50 % eran internacionales.
											Los inversores estaban
más entusiasmados también.
											Tenían la posibilidad de conseguir
mejores rendimientos,
											porque eliminamos las comisiones
de intermediarios del capital riesgo.
											Y ellos podían tomar su dinero
y reinvertirlo,
											potencialmente financiando
más ideas nuevas de forma más rápida.
									","
											Notre fonds est
par nature plus diversifié.
											20% des fondateurs sont des femmes.
											50% sont internationaux.
											Les investisseurs étaient
plus enthousiastes.
											Cela pouvait être plus rentable pour eux,
											car on supprimait
les frais des intermédiaires.
											Et ils pouvaient reprendre
leur argent, le réinvestir,
											et potentiellement financer 
plus de nouvelles idées, plus rapidement.
									","
											O nosso fundo, naturalmente,
era mais diverso.
											20% dos fundadores eram mulheres.
											50% eram internacionais.
											Os investidores também
ficaram mais animados.
											Podiam ter melhores retornos,
											pois não havia taxas para
os intermediários de capital de risco.
											E podiam reinvestir o seu dinheiro,
											podendo financiar novas ideias
mais rapidamente.
									",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
"
","
","
","
","
",How cryptocurrency can help start-ups get investment capital,Ashwini Anburajan,6:38,"TED Residency,business,entrepreneur,innovation,investment,finance,cryptocurrency,blockchain,technology,future"
