pt,tr,en,fr,title,speaker,duration,tags
"
","
","
","
",Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,13:50,"Vaccines,biology,health,medicine,science,technology,public health,health care,disease,bioethics,medical research,innovation,nanoscale,demo,microbiology,pharmaceuticals,product design,biotech,illness,future"
"
											Vou falar-vos de um trabalho
											que a minha equipa e eu
estamos a fazer na Austrália,
											na Universidade de Queensland,
											numa tecnologia preparada
para resolver esses 4 problemas.
											E essa tecnologia chama-se
Nanopatch.
											Isto é um exemplar do Nanopatch.
											A olho nu
											parece apenas um quadrado
											mais pequeno do que um selo postal,
											mas ao microscópio
											o que se vê são
milhares de pequenas projeções
											que são invisíveis ao olho humano.
											E existem cerca de 4000 projeções
											particularmente neste quadrado,
comparando com a agulha.
											E criei estas projeções
											para servir um papel crucial, que é
funcionar com o sistema imunitário da pele.
											É uma função muito importante
											associada ao Nanopatch.
									","
											Size benim ve takımımın
											Avustralya'da Queensland Üniversitesinde
											yapmakta olduğumuz, bu dört problemle
											baş etmek için tasarlanmış bir proje üzerine çalışmalardan bahsedeceğim
											Bu teknolojinin adı Nanopatch.
											Bu, bir Nanopatch örneği.
											Çıplak gözle bakıldığında
											bir kare gibi görünüyor
											posta pulundan daha küçük
											fakat mikroskop altında bakıldığında
											gördüğünüz insan gözüyle görülemeyen
											binlerce minik çıkıntı.
											İğneyle karşılaştırılan bu karenin üzerinde
											yaklaşık 4000 çıkıntı var.
											Bu çıkıntıları derinin bağışıklık sistemiyle
											uyuşması için ben tasarladım.
											Bu, Nanopatch ile bağlantılı
											çok önemli bir fonksiyon.
									","
											I'm going to tell you about some work
											that my team and I are doing in Australia
											at the University of Queensland
											on a technology designed to 
tackle those four problems.
											And that technology is called the Nanopatch.
											Now, this is a specimen of the Nanopatch.
											To the naked eye
											it just looks like a square
											smaller than a postage stamp,
											but under a microscope
											what you see are thousands of tiny projections
											that are invisible to the human eye.
											And there's about 4,000 projections
											on this particular square compared to the needle.
											And I've designed those projections
											to serve a key role, which is to 
work with the skin's immune system.
											So that's a very important function
											tied in with the Nanopatch.
									","
											Je vais vous parler un peu du travail
											que mon équipe et moi faisons en Australie
											à l'Université du Queensland
											sur une technologie conçue pour
s'attaquer à ces quatre problèmes.
											Cette technologie s'appelle le Nanopatch.
											Maintenant, il s'agit d'un spécimen 
de Nanopatch.
											À l'œil nu,
											cela ressemble à un carré
											plus petit qu'un timbre-poste,
											mais sous un microscope
											ce que vous voyez sont des milliers 
de petites projections
											qui sont invisibles à l'œil humain.
											Il y a environ 4 000 projections
											sur cette surface-ci,
comparée à la taille de l'aiguille.
											J'ai conçu ces projections
											pour jouer un rôle clé,
											qui est de fonctionner avec
le système immunitaire de la peau.
											C'est donc une fonction très importante
											liée avec le Nanopatch.
									",Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,13:50,"Vaccines,biology,health,medicine,science,technology,public health,health care,disease,bioethics,medical research,innovation,nanoscale,demo,microbiology,pharmaceuticals,product design,biotech,illness,future"
"
","
","
","
",Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,13:50,"Vaccines,biology,health,medicine,science,technology,public health,health care,disease,bioethics,medical research,innovation,nanoscale,demo,microbiology,pharmaceuticals,product design,biotech,illness,future"
"
											Fazemos o Nanopatch
											com uma técnica
											chamada cauterização profunda
iónica reativa.
											E esta técnica particular
é uma das mais aplicadas
											pela indústria de semicondutores,
											e, por isso, tem baixos custos
											e pode ser vastamente aplicado.
									","
											Şimdi biz Nanopatch'i
											derin reaktif iyon aşındırması
											adlı bir teknikle yapıyoruz
											Yarı iletken endüstrisinden esinlenilen
											bu özel teknik,
											düşük maliyetli
											büyük miktarlarda üretilebilir.
									","
											Now we make the Nanopatch
											with a technique
											called deep reactive ion etching.
											And this particular technique 
is one that's been borrowed
											from the semiconductor industry,
											and therefore is low cost
											and can be rolled out in large numbers.
									","
											Maintenant, nous faisons le Nanopatch
											avec une technique
											appelée la gravure ionique
réactive profonde.
											Cette technique particulière
est celle qui a été empruntée
											à l'industrie des semi-conducteurs,
											et est donc à faible coût
											et peut être déployée
à grande échelle.
									",Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,13:50,"Vaccines,biology,health,medicine,science,technology,public health,health care,disease,bioethics,medical research,innovation,nanoscale,demo,microbiology,pharmaceuticals,product design,biotech,illness,future"
"
","
","
","
",Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,13:50,"Vaccines,biology,health,medicine,science,technology,public health,health care,disease,bioethics,medical research,innovation,nanoscale,demo,microbiology,pharmaceuticals,product design,biotech,illness,future"
"
											Colocamos vacinas secas
nas projeções do Nanopatch
											e aplicamo-lo na pele.
											A forma mais simples de aplicação
											é usando o nosso dedo,
											mas o nosso dedo
tem algumas limitações,
											pelo que criámos um aplicador.
											E é um dispositivo muito simples
											— podemos chamar-lhe um dedo sofisticado.
											É um dispositivo de mola.
											O que acontece é que, quando aplicamos
o Nanopatch na pele, assim:
											(Clique)
											... imediatamente acontecem 
algumas coisas.
											Primeiro, as projeções do Nanopatch
											penetram através da rija epiderme
											e a vacina é libertada muito rapidamente
											— de facto, em menos de um minuto.
											Depois podemos retirar o Nanopatch
											e descartá-lo.
											E realmente podemos reutilizar
o próprio aplicador.
									","
											Şimdi biz asıları Nanopatch çıkıntılarına kuru kaplıyoruz
											ve deriye uyguluyoruz
											En basit uygulama şekli
											parmağımızı kullanmak,
											fakat parmağımızın bir takım kısıstlamaları var
											bu yüzden bir uygulayıcı icat ettik
											Bu çok basit bir cihaz,
											ona sofistike bir parmak diyebilirsiniz.
											Yayla çalışan bir cihaz
											Yaptığımız şey, Nanopatch'i deriye uyguladığımızda
											(tık)
											hızlıca birkaç şey olmakta.
											İlk olarak, Nanopatch üzerindeki çıkıntılar.
											sert dış katmanı geçiyor
											ve aşı hızlıca bırakılıyor—
											aslında, bir dakikadan az bir sürede.
											Sonra Nanopatch çıkarabiliyoruz
											ve atıyoruz.
											ve uygulayıcıyı yeniden kullanabiliyoruz.
									","
											Now we dry-coat vaccines to 
the projections of the Nanopatch
											and apply it to the skin.
											Now, the simplest form of application
											is using our finger,
											but our finger has some limitations,
											so we've devised an applicator.
											And it's a very simple device —
											you could call it a sophisticated finger.
											It's a spring-operated device.
											What we do is when we apply 
the Nanopatch to the skin as so —
											(Click) —
											immediately a few things happen.
											So firstly, the projections on the Nanopatch
											breach through the tough outer layer
											and the vaccine is very quickly released —
											within less than a minute, in fact.
											Then we can take the Nanopatch off
											and discard it.
											And indeed we can make 
a reuse of the applicator itself.
									","
											Maintenant, nous séchons les vaccins
en projections du Nanopatch
											et nous l'appliquons à la peau.
											Maintenant, la forme la plus 
simple d'application
											est à l'aide de notre doigt,
											mais notre doigt a quelques limitations,
											donc nous avons conçu un applicateur,
											C'est un dispositif très simple,
											vous pourriez l'appeler 
un doigt sophistiqué.
											Il s'agit d'un dispositif à ressort.
											Ce qu'on fait lorsque nous appliquons
le Nanopatch à la peau est comme si,
											(Déclic)
											immédiatement, des choses se passent.
											Donc, premièrement, les projections
sur le Nanopatch
											traversent la couche extérieure 
la plus résistante
											et le vaccin est très rapidement libéré,
											en moins d'une minute, en fait.
											Ensuite, nous pouvons retirer le Nanopatch
											et le jeter.
											En effet, nous pouvons faire une
réutilisation de l'applicateur lui-même.
									",Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,13:50,"Vaccines,biology,health,medicine,science,technology,public health,health care,disease,bioethics,medical research,innovation,nanoscale,demo,microbiology,pharmaceuticals,product design,biotech,illness,future"
"
","
","
","
",Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,13:50,"Vaccines,biology,health,medicine,science,technology,public health,health care,disease,bioethics,medical research,innovation,nanoscale,demo,microbiology,pharmaceuticals,product design,biotech,illness,future"
"
											Isso dá-vos uma ideia do Nanopatch,
											e imediatamente percebem
certas vantagens chave.
											Falamos acerca de não ter agulhas
											— isto são projeções que nem se podem ver —
											e, claro, também evitamos
											a fobia a agulhas.
									","
											Bu Nanopatch hakkında bir fikir veriyor
											ve hemen bazı anahtar avantajları görebilirsiniz.
											İğnesiz olduğundan bahsettik
											bunlar gözle göremeyeceğiniz çıkıntılar
											ve, tabii ki,
											iğne korkusu konusunu da gideriyoruz
									","
											So that gives you an idea of the Nanopatch,
											and immediately you can see some key advantages.
											We've talked about it being needle-free —
											these are projections that you can't even see —
											and, of course, we get around
											the needle phobia issue as well.
									","
											Cela vous donne une idée du Nanopatch,
											et immédiatement, vous pouvez voir 
quelques avantages clés.
											Nous avons parlé de l'absence d'aiguille,
											ce sont des projections 
que vous ne pouvez même pas voir;
											et, bien sûr, nous contournons
											aussi la question de
la phobie des aiguilles.
									",Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,13:50,"Vaccines,biology,health,medicine,science,technology,public health,health care,disease,bioethics,medical research,innovation,nanoscale,demo,microbiology,pharmaceuticals,product design,biotech,illness,future"
"
","
","
","
",Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,13:50,"Vaccines,biology,health,medicine,science,technology,public health,health care,disease,bioethics,medical research,innovation,nanoscale,demo,microbiology,pharmaceuticals,product design,biotech,illness,future"
"
											Se dermos um passo atrás
e pensarmos acerca
											de duas vantagens
realmente importantes:
											uma é o aumento da resposta imunitária
pela vacinação,
											e a segunda, é
livrar-nos da cadeia de frio.
									","
											Şimdi bir adım geriye gidip diğer iki çok önemli
											avantaj üzerine düşünürsek:
											Biri uygulama ile birlikte gelişmiş bağışıklık tepkisi,
											ve ikincisi soğuk zincirden kurtulmak.
									","
											Now, if we take a step back and think about
											these other two really important advantages:
											One is improved immune 
responses through delivery,
											and the second is getting rid of the cold chain.
									","
											Maintenant, si nous prenons 
un peu de recul et nous pensons à
											ces deux autres avantages
vraiment importants :
											premièrement, les réponses immunitaires
s'améliorent grâce à la distribution,
											et deuxièmement on se débarrasse de
la chaîne du froid.
									",Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,13:50,"Vaccines,biology,health,medicine,science,technology,public health,health care,disease,bioethics,medical research,innovation,nanoscale,demo,microbiology,pharmaceuticals,product design,biotech,illness,future"
"
","
","
","
",Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,13:50,"Vaccines,biology,health,medicine,science,technology,public health,health care,disease,bioethics,medical research,innovation,nanoscale,demo,microbiology,pharmaceuticals,product design,biotech,illness,future"
"
											Comecemos então pela primeira,
esta ideia de imunogenicidade.
											Leva algum tempo até compreendermos,
											mas tentarei explicá-lo em termos simples.
											Darei então um passo atrás
para vos explicar
											como funcionam as vacinas
de um modo simples.
											As vacinas funcionam
introduzindo no nosso corpo
											algo chamado antigénio
											que é uma forma segura do micróbio.
											Esse micróbio seguro,
esse antigénio,
											engana o nosso corpo levando-o a montar 
uma resposta imunitária,
											aprendendo e criando memória
de como lidar com intrusos.
											Quando o intruso verdadeiro ataca
											o corpo rapidamente monta
a resposta imunitária
											para lidar com essa vacina
											e neutraliza a infeção.
											E faz isso muito bem.
									","
											İlkinden başlayalım, bağışıklık sağlayıcılık fikri.
											Bunu anlamak biraz zaman alabilir,
											ancak size basitçe açıklamaya çalışacağım.
											Bir adım geri atarak, sizlere
											aşıların işleyişini basitçe anlatacağım.
											Aşılar, öncelikle
											zararsız bir mikrop olan, antijen maddesini
											vücudumuza tanıtarak işe başlarlar.
											Bu zararsız mikrop vücudumuzu kandırarak,
											davetsiz bir misafirle nasıl başa çıkması gerektiğini öğretecek
											ve hatırlatacak bir bağışıklık tepkisi sağlar.
											Gerçek saldırgan geldiğinde vücudumuz,
											aşıyla başa çıkmak için
											hızlıca bir bağışıklık tepkisi oluşturarak,
											enfeksiyonu etkisiz hale getirir.
											Bunu başarıyla becerir.
									","
											So let's start with the first one, 
this immunogenicity idea.
											It takes a little while to get our heads around,
											but I'll try to explain it in simple terms.
											So I'll take a step back and explain to you
											how vaccines work in a simple way.
											So vaccines work by introducing into our body
											a thing called an antigen
											which is a safe form of a germ.
											Now that safe germ, that antigen,
											tricks our body into mounting an immune response,
											learning and remembering 
how to deal with intruders.
											When the real intruder comes along
											the body quickly mounts an immune response
											to deal with that vaccine
											and neutralizes the infection.
											So it does that well.
									","
											Commençons donc avec le premier avantage,
cette idée d'immunogénicité.
											Il faut un peu de temps 
pour mieux comprendre,
											mais je vais essayer d'expliquer 
en termes simples.
											Donc, je vais prendre un peu de recul 
et vous expliquer
											comment les vaccins fonctionnent
d'une manière simple.
											Donc, les vaccins fonctionnent 
en introduisant dans notre corps
											une chose appelée antigène
											qui est une forme sure d'un germe.
											Maintenant, ce germe sûr, cet antigène,
											trompe notre corps pour
accumuler une réponse immunitaire,
											et ainsi en apprenant et en mémorisant 
la façon de traiter les intrus.
											Lorsque le véritable intrus arrive,
											le corps augmente rapidement 
une réponse immunitaire
											pour faire face à ce vaccin
											et neutralise l'infection.
											Donc, il fait ça bien.
									",Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,13:50,"Vaccines,biology,health,medicine,science,technology,public health,health care,disease,bioethics,medical research,innovation,nanoscale,demo,microbiology,pharmaceuticals,product design,biotech,illness,future"
"
","
","
","
",Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,13:50,"Vaccines,biology,health,medicine,science,technology,public health,health care,disease,bioethics,medical research,innovation,nanoscale,demo,microbiology,pharmaceuticals,product design,biotech,illness,future"
