en,es,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											As a social justice comedian,
											it's my goal to convert these haters,
											because they hate a lot of things,
which leads to negative outcomes,
											like racism, violence and Ted Nugent.
											This is not an exhaustive list;
											I'm probably missing 3-7 items.
									","
											Como comediante para la justicia social,
											me propongo convertir
a estos odiadores
											— porque odian muchas cosas
y eso lleva a resultados negativos
											como el racismo,
la violencia y a Ted Nugent —
											Esta no es una lista exhaustiva;
quizás me falten unas 3 a 7 cosas.
									","
											En tant que comédienne
de justice sociale,
											c'est mon but de convertir ces haineux,
											car ils détestent beaucoup de choses,
amenant des conséquences néfastes,
											comme le racisme, la violence
et Ted Nugent.
											Ce n'est pas une liste exhaustive ;
											j'oublie probablement 3-7 trucs.
									","
											Als Comedian für soziale Gerechtigkeit
											ist es mein Ziel, Hasser zu konvertieren,
											sie hassen viele Dinge,
was negative Folgen hat,
											wie z.B. Rassismus, Gewalt und Ted Nugent.
											Das ist keine fertige Liste —
											wahrscheinlich fehlen 3 bis 7 Dinge.
									","
											Como uma comediante de justiça social,
											o meu objectivo é converter estes ""haters""
											porque eles detestam muitas coisas
que levam a resultados negativos,
											como o racismo, a violência
e o Ted Nugent.
											Esta não é uma lista exaustiva,
provavelmente faltam-me 3 a 7 itens.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											But the point is,
											we have to reckon with the haters.
											But there's variance within this group
											and it's not efficient to go
after all of them, right?
											So what I've done is created
a highly scientific Taxonomy of Haters.
											I basically took all of the haters,
											I put them in a petri dish,
like a scientist,
											and this is what I found.
									","
											Pero la idea es que 
tenemos que contarlos,
											y como hay variación
dentro de este grupo
											no resulta eficiente ir
tras todos ellos, ¿verdad?
											Así que he creado una taxonomía
altamente científica de dichos elementos.
											Básicamente se toman a todos,
											se ponen en una placa de Petri,
— como lo hace un científico —
											y se divulgan los resultados.
									","
											Mais le problème est
											que nous devons faire avec les haineux.
											Mais il y a des variantes dans ce groupe
											et il n'est pas très efficace
de tous les poursuivre, pas vrai ?
											J'ai donc créé une taxonomie
hautement scientifique des haineux.
											J'ai pris tous les haineux,
											je les ai mis dans une boîte de Pétri,
tel un scientifique,
											et voici ce que j'ai trouvé.
									","
											Aber der Punkt ist:
											Wir müssen mit den Hassern rechnen.
											Es gibt Abweichungen in dieser Gruppe
											und man kann nicht
gegen alle gleich vorgehen.
											Also habe ich eine Klassifizierung
für Hasser aufgestellt.
											Ich habe alle Hasser genommen,
											sie wie eine Wissenschaftlerin
in eine Petrischale geworfen
											und folgendes herausgefunden.
									","
											Mas a questão é,
											nós temos de ter os ""haters"" em conta.
											Mas há variedade neste grupo
											e não é eficaz persegui-los a todos.
											Então, criei uma Taxonomia de ""Haters""
altamente cientifica.
											Basicamente, peguei em todos os ""haters"",
											coloquei-os numa placa de Petri,
como uma cientista,
											e foi isto que encontrei.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											First off, we have the trolls.
											These are your garden-variety
digital haters.
											They're the people who quit their jobs
											so they can post on YouTube
videos all day long.
											There's also the drive-by haters.
											Now, these people will be at a stoplight,
											they'll wait for the light to turn green
											and when it does, they yell,
""Go back to your own country!""
											Now back in the day, they would've
actually gotten out of their cars
											and hated you to your face.
											But they just don't make them
like they used to —
											which is another sign
of the decline in America.
									","
											En primer lugar tenemos a los troles,
											unos odiadores digitales de la gama
de los gnomos de jardín
											que dejan sus empleos
											para poder publicar vídeos
en YouTube durante todo el día.
											Están también los odiadores
por proximidad.
											Estos son los que esperan que 
un semáforo se cambie a verde
											y al pasar por a su lado gritan:
""¡Vuelve a tu país!""
											La verdad es que antes,
esto se hacía bajando del coche
											y uno recibía gritos en plena cara.
											Pero ya no viene esta clase
de gente como los de antes;
											otra señal de la decadencia
de Estados Unidos.
									","
											D'abord, nous avons les trolls.
											Ce sont vos haineux digitaux habituels.
											Ce sont les gens qui démissionnent
											pour passer la journée
à commenter des vidéos sur YouTube.
											Il y a aussi les haineux en voiture.
											Ces gens vont être à un feu,
											ils vont attendre
que le feu devienne vert
											et ensuite ils vont hurler :
« Rentre dans ton pays ! »
											Avant, ils seraient sortis
de leur voiture
											et vous auraient insultés.
											Mais ils ne font pas comme
ils faisaient avant —
											ce qui est un autre signe
du déclin des États-Unis.
									","
											Als Erstes haben wir die Trolle:
											Die digitalen Wald- und Wiesen-Hasser.
											Leute, die Ihre Jobs gekündigt haben,
											um Videos auf YouTube laden zu können.
											Dann haben wir die Drive-By-Hasser.
											Sie stehen vor einer Ampel,
											warten auf grünes Licht
											und rufen dann: ""Zurück in euer Land!""
											Früher wären sie tatsächlich
aus ihren Autos gestiegen,
											um einem ihren Hass
ins Gesicht zu schleudern.
											Aber sie tun nichts mehr so wie früher —
											ein weiteres Zeichen
für den Zerfall Amerikas.
									","
											Primeiro, temos os ""trolls"".
											Estes são os vossos ""haters"" digitais,
variedade jardim.
											São pessoas que se despediram do emprego
											para poderem publicar vídeos
no YouTube, o dia inteiro.
											Também há os ""haters"" de carro.
											Estas pessoas irão estar
paradas num semáforo,
											à espera que ele fique verde.
											Quando fica, eles gritam:
""Voltem para o vosso país!""
											Antigamente, eles iriam sair dos carros
											e insultavam-nos na nossa cara.
											Mas já não o fazem,
como noutros tempos,
											o que é um outro sinal
do declínio dos EUA.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											The next category
											is the mission-oriented-bigot-
whose-group-affiliation-
											gives-them-cover-for-hating hater.
											These guys like to hate
via a seemingly nice organization,
											like a church or a nonprofit,
											and they oftentimes like to speak
in an old-timey voice.
									","
											La siguiente categoría
											es la del fanático
obsesionado con una misión
											cuya afiliación a un grupo
le da licencia para odiarte.
											A estos chicos les gusta odiar mediante
una organización de apariencia agradable,
											como una iglesia
o una organización no lucrativa,
											y muchas veces les gusta hablar
en un tono de voz anticuado.
									","
											La catégorie suivante
											est le groupe de fanatiques
à qui l'appartenance au groupe
											donne une excuse pour haïr.
											Ces gens adorent détester à travers
une organisation d'apparence sympa,
											comme une église ou une association,
											et ils parlent souvent
d'une voix d'autrefois.
									","
											Die nächste Kategorie
											sind Missions-orientierte-Eiferer-
deren-Gruppenzugehörigkeit-
											dem-Hass-Deckung-bietet Hasser.
											Sie hassen gerne durch
scheinbar nette Organisationen
											wie Kirchen oder NGOs.
											Sie mögen es, altbacken zu sprechen.
									","
											A categoria seguinte
são os ""haters"" fanáticos
											para quem a afiliação
lhes dá cobertura para odiar.
											Estes tipos gostam de detestar através
de uma organização aparentemente boa,
											como uma igreja ou uma associação
											e costumam gostar de falar
numa voz do antigamente.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											But the group I'm most
interested in is the swing hater.
											The swing hater is sister
to the swing voter —
											they just can't decide!
											They're like ideological sluts
											who move from hating to not hating.
											And they do it because they don't have
enough information.
											This is the group I like to target
with social justice comedy.
											Why comedy?
											Because on a scale of comedy to brochure,
											the average American prefers comedy,
as you can see from this graph.
									","
											Pero el grupo que más me llama
la atención es del odiador cambiante,
											hermano de sangre del votante indeciso.
											¡Simplemente no pueden decidirse!
											Son como zorras ideológicas
											que pasan del odio a la indiferencia
											y lo hacen porque no tienen
suficiente información.
											Es el grupo que me gusta abordar
con la comedia de justicia social.
											¿Por qué comedia?
											Porque en una escala
de la comedia al folleto,
											el estadounidense promedio prefiere
la comedia, algo visible en este gráfico.
									","
											Mais ce sont les haineux indécis
qui m'intéressent le plus.
											Le haineux indécis est le cousin
de l'électeur indécis —
											ils ne peuvent juste pas décider !
											Ils sont comme des garces idéologiques
											qui passent de la haine à l'amour.
											Ils font cela car ils n'ont pas
assez d'information.
											C'est le groupe que j'aime cibler
avec l'humour de justice sociale.
											Pourquoi l'humour ?
											Car sur une échelle
allant de la brochure à la comédie,
											l'Américain moyen préfère la comédie,
comme vous pouvez le voir sur ce graphe.
									","
											Aber die interessanteste Gruppe
sind die Wechsel-Hasser.
											Die Wechsel-Hasser sind
mit den Wechselwählern verwandt;
											sie können sich einfach nicht entscheiden.
											Sie sind ideologische Schlampen,
											die zwischen hassen und mögen wechseln.
											Sie tun dies, weil sie nicht
genug Informationen haben.
											Diese Gruppe möchte ich
mit meiner Comedy erreichen.
											Warum Comedy?
											Auf einer Skala von Comedy zu Broschüre
											bevorzugt der Durchschnittsamerikaner
Comedy, wie man in diesem Diagramm sieht.
									","
											Mas o grupo que mais me interessa
é o ""hater"" indeciso.
											O ""hater"" indeciso é irmão
do eleitor indeciso
											— simplesmente não se decidem!
											São como vadias ideológicas
											que se movem entre odiar e não odiar.
											Fazem-no por não terem
informação suficiente.
											Este é o grupo que gosto de visar
na comédia de justiça social.
											Porquê a comédia?
											Porque numa escala
da brochura à comédia,
											o americano comum prefere a comédia,
como podem verificar neste gráfico.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											Comedy is very popular.
											And by the way,
											this is a mathematically accurate graph,
											generated from fake numbers.
									","
											La comedia es muy popular.
											Y por cierto, este es un gráfico
matemáticamente exacto
											generado a partir de datos falsos.
									","
											La comédie est très populaire.
											Et puis,
											c'est un graphe scientifiquement prouvé,
											généré avec de fausses données.
									","
											Comedy ist sehr populär.
											Und ganz nebenbei
											ist dies ein mathematisch
korrektes Diagramm,
											aus falschen Zahlen erstellt.
									","
											A comédia é muito popular.
											E já agora, este gráfico
é matematicamente preciso,
											gerado a partir de números inventados.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											Now, the question is:
											Why does social justice comedy work?
											Because, first off, it makes you laugh.
											And when you're laughing,
you enter into a state of openness.
											And in that moment of openness,
											a good social justice comedian
can stick in a whole bunch of information,
											and if they're really skilled,
											a rectal exam.
									","
											Ahora bien, la pregunta es:
											¿por qué funciona
la comedia de justicia social?
											Porque, en primer lugar, hace reír,
											y al hacerlo, uno está más abierto;
											momento en el cual un buen comediante
social sabe inducir ciertos datos;
											o si es realmente un experto,
											un examen rectal.
									","
											A présent, la question est :
											pourquoi l'humour
de justice sociale fonctionne ?
											En premier lieu, il vous fait rire.
											Et lorsque vous riez, vous entrez
dans un état d'ouverture.
											Et à cet instant d'ouverture,
											un bon comédien de justice sociale
peut placer plein d'informations,
											et s'il est très doué,
											un examen rectal.
									","
											Die Frage ist:
											Warum funktioniert
soziale-Gerechtigkeit-Comedy?
											Erstens: Weil es Sie zum Lachen bringt.
											Wenn man lacht, erreicht man
einen Zustand der Offenheit.
											Und in diesen Moment der Offenheit
											kann ein guter Comedian eine Menge
Informationen stopfen.
											Und wenn man gut ist,
											sogar eine Rektaluntersuchung.
									","
											Agora, a questão é:
											Porque é que a comédia
de justiça social funciona?
											Primeiro, porque faz-nos rir.
											E quando rimos, entramos
num estado de abertura.
											E nesse momento de abertura,
											um bom comediante de justiça social
consegue inserir uma data de informação
											e, se for realmente dotado,
											um exame rectal.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											Here are some ground rules
for social justice comedy:
											first off, it's not partisan.
											This isn't political comedy,
this is about justice,
											and no one is against justice.
											Two, it's inviting and warm,
											it makes you feel like you're sitting
inside of a burrito.
											Three, it's funny but sneaky,
											like you could be hearing
an interesting treatise
											on income inequality,
											that's encased in a really
sophisticated poop joke.
									","
											Veamos algunas reglas básicas de 
la comedia para la justicia social:
											en primer lugar, no puede pertenecer
a ningún partido político.
											No es comedia política,
se trata de justicia,
											y nadie está en contra de la justicia.
											Dos, es acogedora y entrañable,
											te hace sentir arropado como
en el interior de un burrito.
											Tres, es divertida, pero ingeniosa,
											pues uno podría estar escuchando
un maravilloso tratado
											sobre la desigualdad salarial
											formulado como una broma
muy sofisticada sobre la caca.
									","
											Voici quelques règles essentielles
de l'humour de justice sociale :
											d'abord, ce n'est pas partisan.
											Ce n'est pas de l'humour politique,
ça concerne la justice,
											et personne n'est contre la justice.
											Ensuite, c'est accueillant et chaleureux,
											comme si vous étiez assis dans un burrito.
											Troisièmement, c'est drôle mais sournois,
											comme si vous écoutiez
un traité intéressant
											sur les inégalités de revenus,
											qui est emballé dans
une vraie mauvaise blague raffinée.
									","
											Hier sind ein paar Grundregeln
für sozial-Gerechtigkeits-Comedy:
											Erstens: sie ist nicht parteiisch
											und nicht politisch; 
es geht um Gerechtigkeit.
											Niemand ist gegen Gerechtigkeit.
											Zweitens: Sie ist einladend und warm,
											denn sie gibt einem das Gefühl,
in einem Burrito zu sitzen.
											Drittens: sie ist lustig, aber raffiniert.
											So können z. B. eine Abhandlung
über Einkommensungleichheit hören,
											die in einen durchdachten
Furz-Witz eingebunden ist.
									","
											Aqui vão algumas regras básicas
da comédia de justiça social:
											Primeiro, não é partidária.
											Isto não é comédia política,
é sobre a justiça.
											e ninguém é contra a justiça.
											Segundo, é convidativa e acolhedora,
											faz-nos sentir que estamos sentados
dentro de um ""burrito"".
											Terceiro, é engraçada mas matreira.
											Podemos estar a ouvir
um tratado muito interessante
											sobre a desigualdade de rendimentos,
											que vem encaixada numa piada
muito sofisticada, sobre cocó.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											Here's how I see
social justice comedy working.
											A few years ago, I rounded up a bunch
of Muslim-American comedians —
											in a non-violent way —
									","
											Así veo yo que funciona
la comedia de la justicia social:
											hace unos años, acorralé a un grupo
de cómicos musulmanes-estadounidenses
											— de una manera no violenta —
									","
											Voici comment, d'après moi,
la comédie de justice sociale fonctionne.
											Il y a quelques années, j'ai réuni
des comédiens musulmans américains —
											sans violence —
									","
											So sehe ich soziale-Gerechtigkeits-Comedy.
											Vor Jahren holte ich einige muslimisch-
amerikanische Comedians zusammen —
											ohne Gewalt —
									","
											É assim que eu vejo a comédia
de justiça social a funcionar.
											Há uns anos, eu reuni um grupo
de comediantes muçulmanos americanos
											— de uma forma não-violenta.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											And we went around the country
											to places like Alabama, Arizona,
Tennessee, Georgia —
											places where they love the Muzzies —
											and we did stand-up shows.
											We called the tour
""The Muslims Are Coming!""
									","
											y fuimos por todo el país a lugares
como Alabama, Arizona, Tennessee, Georgia
											— todos lugares donde
les gustan los musulmanes —
											y hemos organizado
espectáculos de comedia.
											Llamamos a la gira:
""¡Los musulmanes están llegando!""
									","
											On s'est baladés en campagne
											dans des endroits comme l'Alabama,
l'Arizona, le Tennessee, la Géorgie —
											où ils adorent les musulmans —
											et on a fait des spectacles de stand-up.
											Nous avons appelé la tournée
« Les musulmans arrivent ! »
									","
											Wir tourten durch das Land,
											an Orte wie Alabama, Arizona,
Tennessee, Georgia —
											Städte, in denen Muslime beliebt sind —
											und haben Stand-Up-Shows gezeigt.
											Wir nannten die Tour
""Die Muslime kommen!"".
									","
											Fomos pelo país
											a sítios como o Alabama, Arizona,
Tennessee, Georgia
											— sítios onde eles adoram os monhés —
											e fizemos espectáculos de ""stand-up"".
											Chamámos à digressão
""Os Muçulmanos Vêm Aí!""
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											We turned this into a movie,
											and then after the movie came out,
											a known hate group spent 300,000 dollars
											on an anti-Muslim poster campaign
											with the MTA — that's
the New York City subway system.
											Now, the posters were truly offensive,
											not to mentioned poorly designed —
											I mean, if you're going to be bigoted,
											you might as well use a better font.
									","
											Rodamos una película.
											Después de lanzar la película,
											un grupo discriminatorio
conocido gastó USD 300 000
											en una campaña de carteles
anti-musulmana
											en colaboración con el MTA,
el sistema de metro de Nueva York.
											Los carteles eran
verdaderamente ofensivos,
											por no decir que también 
estaban mal diseñados.
											Es decir, si va a ser intolerante,
más vale que use un tipo de fuente mejor.
									","
											Nous l'avons transformée en film,
											et après la sortie du film,
											un groupe de haineux connus
a dépensé 300 000$
											dans une campagne d'affichage
anti-musulmans
											avec le MTA — l'entreprise qui gère
les transports à New York.
											Les affiches étaient offensantes,
											et leur conception médiocre —
											si vous devenez fanatique,
utilisez une meilleure police.
									","
											Wir machten einen Film daraus
											und erfuhren dann,
dass eine bekannte Hass-Gruppe
											300.000 Dollar in eine
Anti-Muslim-Plakataktion
											mit der MTA — das
New Yorker U-Bahn-System —
											gesteckt hat.
											Die Plakate waren wirklich beleidigend
											und außerdem schlecht gestaltet.
											Wenn man schon intolerant ist,
											sollte man eine bessere Schriftart nutzen.
									","
											Transformámos isto num filme
											e, depois de o filme estrear,
											um conhecido grupo de ""haters""
gastou 300 mil dólares
											numa campanha de cartazes anti-muçulmana
											com o MTA — é o metropolitano
de Nova Iorque.
											Os cartazes eram realmente ofensivos,
											para não dizer mal concebidos.
											Quer dizer, já que é para ser fanático,
podiam usar uma letra melhor.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
