es,fr,de,title,speaker,duration,tags
"
","
","
",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
											Uno tiene que tener un sentido de patriotismo sano;
											eso es muy importante.
											Pero hay que darse cuenta que el mundo cambió drásticamente,
											y a los problemas de hoy no los resuelve
											pura y exclusivamente una sola nación.
									","
											On doit donc avoir un sens patriotique sain ;
											c'est absolument important.
											Mais on doit réaliser que le monde a changé fondamentalement,
											et que les problèmes que nous rencontrons ne peuvent pas être résolus
											par une nation et une nation seule.
									","
											Daher braucht man ein gesundes Maß an Patriotismus;
											das ist unabdingbar.
											Man muss erkennen, dass sich die Welt grundlegend geändert hat,
											und dass unsere Probleme nicht von einer
											einzigen Nation gelöst werden können.
									",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
","
","
",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
											CA: Bien, pero ¿qué hacer
											cuando entran en conflicto y hay que tomar una decisión:
											por el interés de Gran Bretaña,
											o el de los británicos,
											o el de los ciudadanos del mundo?
									","
											CA : En effet. Mais que faites vous
											quand les deux entrent en conflit et que vous êtes contraint à prendre une décision
											qui soit soit dans l'intérêt de la Grande-Bretagne,
											soit dans l'intérêt des britanniques,
											soit dans l'intérêt des citoyens ailleurs dans le monde ?
									","
											CA: Nun. Doch was würden Sie tun, wenn
											die beiden miteinander in Konflikt geraten und Sie sich zwischen
											den Interessen Großbritanniens
											oder der Briten oder der Bürger
											sonstwo auf der Welt entscheiden müssen?
									",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
","
","
",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
											GB: Bien, pienso que podemos persuadir a la gente de que
											lo necesario a largo plazo para el interés de Gran Bretaña,
											para el interés de EE.UU.,
											es un compromiso de verdad con el mundo
											y realizar la acción necesaria.
									","
											GB : Je pense que nous pouvons convaincre les gens
											que ce qui est nécessaire pour les intérêts à long termes britanniques,
											que ce qui est nécessaire pour les intérêts à long termes américains,
											est un engagement correct avec le reste du monde,
											et prendre les mesures nécessaires.
									","
											GB: Ich glaube, wir können die Menschen davon überzeugen,
											dass eine echte Zusammenarbeit mit der restlichen Welt
											im langfristigen Interesse Großbritanniens,
											im langfristigen Interesse der USA liegt,
											und dass man aktiv werden muss.
									",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
","
","
",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
											Hay una gran historia de Richard Nixon
											1958, independencia de Ghana,
											más de 50 años atrás,
											Richard Nixon representa a Estados Unidos
											en los festejos por la independencia de Ghana.
											Es una de las primeras salidas a un país africano como vice presidente.
											No sabe muy bien qué hacer así que se dirige a la multitud
											y comienza a hablarle
											se dirige a la gente en su estilo único:
											""¿Cómo se siente ser libre?""
											Va por ahi diciendo: ¿Cómo se siente ser libre?""
											""¿Cómo se siente ser libre?""
											Y entonces alguien responde: ""¿Cómo saberlo? Vengo de Alabama"".
											(Risas)
											Corrían los años '50.
									","
											Il y a, là encore, une grande histoire à raconter à propos de Richard Nixon.
											En 1958, le Ghana est devenu indépendant.
											Cela fait donc juste un peu plus de 50 ans,
											que Richard Nixon est allé au Ghana pour représenter le gouvernement américain
											lors de la célébration d'indépendance.
											Et ce fut l'un de ces premiers déplacement en Afrique en tant que vice-président.
											Il ne savait pas trop quoi faire ; il commença donc à marcher à travers la foule
											et commença à parler aux gens dans la foule.
											Puis il leur dit d'une manière plutôt unique,
											""Comment vous sentez vous d'être libres ?""
											Et il continua à marcher dans la foule, demandant, ""Comment vous sentez vous d'être libres ?""
											""Comment vous sentez vous d'être libres ?""
											Et finalement, quelqu'un dit, ""Comment pourrais-je savoir ? Je viens d'Alabama.""
											(Rires)
											C'était les années 50.
									","
											Da gibt es eine tolle Geschichte über Richard Nixon.
											1958, vor etwas über 50 Jahren,
											ist Ghana unabhängig geworden,
											Richard Nixon repräsentierte die US-Regierung
											bei den Feierlichkeiten zur Unabhängigkeit in Ghana.
											Das war einer seiner ersten Auftritte als Vizepräsident in Afrika.
											Er weiß nicht recht, was er tun soll, so streift er durch die Menge,
											fängt an, sich mit den Leuten zu unterhalten,
											und fragt auf eigentümliche Weise,
											""Wie fühlt es sich an, frei zu sein?""
											Er wandert umher: ""Wie fühlt es sich an, frei zu sein?""
											""Wie fühlt es sich an, frei zu sein?""
											Darauf antwortet jemand: ""Woher soll ich das wissen? Ich komme aus Alabama""
											(Lachen)
											Das war in den fünfziger Jahren.
									",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
","
","
",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
											Lo notable es que
											los derechos civiles se conquistaron en EE.UU. en los '60.
											Igualmente notable es que
											los derechos socioeconómicos de África
											no han progresado tanto
											desde la época colonial.
											EE.UU. y África todavía
											tienen intereses comunes.
											Tenemos que darnos cuenta que si no nos unimos
											a las voces sensibles y democráticas de África,
											para trabajar juntos por causas comunes,
											crecerá la amenaza de Al Qaeda
											y grupos afines en África.
									","
											Or, ce qui est remarquable,
											c'est que les droits de la personne aux États-Unis se sont développés dans les années 60.
											Mais ce qui est tout aussi remarquable,
											c'est que les droits socio-économiques en Afrique
											n'ont pas progressé très vite,
											même depuis l'âge du colonialisme.
											Et maintenant, l'Amérique et l'Afrique
											ont un intérêt en commun.
											Et nous devons réaliser que si nous ne nous joignons pas
											à ces personnes qui sont sensibles au développement de la démocratie en Afrique,
											pour travailler ensemble pour des causes communes,
											alors le danger qu'Al-Qaïda et que des groupes connexes
											fassent des progrès en Afrique est très important.
									","
											Das Bemerkenswerte daran
											ist, dass in Amerika die Bürgerrechte in den 1960gern erreicht wurden.
											Genauso bemerkenswert ist, dass
											sich die sozioökonomischen Rechte in Afrika
											nicht sehr schnell weiter entwickelt haben,
											nicht einmal seit dem Zeitalter der Kolonialismus.
											Und doch haben Amerika und Afrika
											gemeinsame Interessen.
											Uns muss klar werden, dass, wenn wir uns nicht
											mit den vernünftigen und demokratischen Stimmen in Afrika
											zur Zusammenarbeit an gemeinsamen Zielen verbünden,
											die Gefahr eines Fortschreitens von Al Qaeda und
											verwandten Gruppen in Afrika sehr groß ist.
									",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
","
","
",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
											Así, diría que a veces lo que parece
											altruismo con África
											o con los países en desarrollo,
											es más que eso, es interés propio en sentido amplio
											de trabajar con otros países.
											Y diría que el interés nacional
											y, si quieren, el interés mundial
											para abordar la pobreza y el cambio climático
											vienen, a largo plazo, juntos.
											Y cualquiera fuere el precio de corto plazo de accionar sobre el cambio climático
											o sobre la seguridad, o para brindar oportunidades
											educativas a la gente,
											son precios que vale la pena pagar
											para construir una sociedad mundial más fuerte
											en la que la gente se sienta cómoda
											y capaz de comunicarse de modo
											de construir vínculos más estrechos entre los países.
											Quiero continuar aún con este tema.
											Suponga que está en una playa.
											Y se corre el rumor de que viene un gran terremoto,
											se viene un tsumami sobre la playa.
											En una punta de la playa hay una casa
											con una familia de cinco nigerianos.
											En la otra punta
											hay un solo británico.
											Tiene tiempo de...
											(Risas)
											Tiene tiempo de avisar a una casa. ¿Qué hace?
											(Risas)
									","
											Je dirais donc que ce qui peux parfois apparaitre
											comme de l'altruisme envers l'Afrique,
											ou envers les pays en voie de développement,
											est plus que cela ; c'est également un intérêt intelligent
											pour nous de travailler avec d'autres pays.
											Donc je dirais que l'intérêt national
											et, si vous voulez, l'intérêt mondial
											pour lutter contre la pauvreté et les changements climatiques
											se rejoignent dans le long terme.
											Et quel que soit le prix à payer à court terme pour prendre des mesures contre les changements climatiques,
											ou prendre des mesures pour la sécurité, ou prendre des mesures pour permettre
											à des gens d'accéder à l'éducation ;
											ce sont des sommes qui valent la peine d'être payées
											dans le but de construire une société mondiale plus forte,
											où les gens se sentent capables d'être à l'aise avec les autres
											et de communiquer avec les autres afin
											de construire des liens plus forts entre différents pays.
											Je veux juste encore prolonger la discussion sur ce problème.
											Donc, vous êtes en vacances sur une plage sympa,
											et vous apprenez qu'il y a eu un violent tremblement de terre
											et qu'un tsunami avance vers la plage.
											A un bout de la plage, il y a une maison
											avec une famille de cinq nigérians.
											Et à l'autre bout de la plage,
											il y a un seul britannique.
											Vous avez le temps d'...
											(Rires)
											Vous avez le temps d'alerter une seule maison. Que faites vous ?
											(Rires)
									","
											Was manchmal bezüglich Afrika oder
											Entwicklungsländer nach Altruismus
											aussieht, ist mehr als das,
											ist unser aufgeklärtes Eigeninteresse an der
											Zusammenarbeit mit anderen Ländern.
											Ich würde sagen, dass das nationale Interesse und,
											wenn Sie so wollen, das globale Interesse daran,
											Armut und Klimawandel anzupacken,
											auf lange Sicht zusammenfallen.
											Und was auch immer der kurzfristige Preis für das Handeln beim Klimawandel,
											das Handeln in Sicherheitsfragen oder das Handeln für
											Bildungsmöglichkeiten ist,
											der Preis ist es wert
											zum Aufbau einer stärkeren globalen Gesellschaft,
											in der Menschen sich miteinander wohl fühlen
											und auf eine Art mit einander kommunizieren können,
											die tatsächlich stärkere Bande zwischen verschiedenen Ländern knüpfen kann.
											Ich möchte diesen Gedanken noch weiter ausführen.
											Sie sind also im Urlaub, an einem schönen Strand,
											dann kommt Nachricht von einem gewaltigen Erdbeben und
											dass ein Tsunami auf den Strand zukommt.
											Am einen Ende des Strandes steht ein Haus
											mit einer Familie von 5 Nigerianern.
											Am anderen Ende des Strandes
											steht ein einzelner Brite.
											Sie haben Zeit —
											(Lachen)
											ein Haus zu alarmieren. Was tun Sie?
											(Lachen)
									",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
","
","
",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
											GB: Comunicaciones modernas.
											(Risas)
											Alertar a ambas.
											(Aplausos)
											Concuerdo en que mi responsabilidad
											es, ante todo, la seguridad de mi pueblo.
											Y no quisiera que nada de lo dicho hoy sugiriera
											que estoy minimizando la responsabilidad
											de los líderes con sus países.
									","
											GB : Utiliser les communications modernes.
											(applaudissements)
											Alerter les deux.
											(applaudissements)
											Je suis d'accord que ma responsabilité
											est d'abord de s'assurer que les gens dans notre pays sont en sécurité.
											Et je ne voudrais pas que quelque chose qui soit dit aujourd'hui suggère
											que je suis en train de diminuer l'importance de la responsabilité
											que chaque leader a envers son propre pays.
									","
											GB: Moderne Kommunikation.
											(Applaus)
											Sie alarmieren beide.
											(Applaus)
											Ich stimme völlig zu, dass meine erste Pflicht ist,
											dafür zu sorgen, dass die Menschen in unserem Land sicher sind.
											Es würde mir nicht gefallen, wenn etwas von dem heute Gesagten andeuten würde,
											dass ich die Bedeutung der Verantwortung, die jedes einzelne
											Oberhaupt für sein Land hat, schmälern wollte.
									",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
","
","
",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
											Pero trato de sugerir que hay una gran oportunidad
											que se nos presenta, nunca antes vista.
											El poder de la comunicación sin fronteras
											nos permite organizar el mundo de otro modo.
											Y pienso, miren el tsunami, es un ejemplo clásico.
											¿Dónde estaban los sistemas de alertas?
											¿Dónde estaba el mundo actuando en conjunto
											para enfrentar los problemas conocidos
											del potencial de los terremotos
											o del cambio climático?
											Cuando el mundo trabaja unido
											con mejores sistemas de alertas tempranas
											entonces se pueden enfrentar problemas mucho mejor.
											Pienso que no estamos viendo, por ahora,
											las grandes oportunidades actuales
											de la cooperación
											en un mundo en el que antes o había aislamiento
											o alianzas limitadas por conveniencia
											que nunca condujeron a resolver los problemas centrales.
									","
											Mais j'essaye de suggérer qu'il existe une immense opportunité
											ouverte à nous aujourd'hui, et qui ne l'a jamais été avant.
											Le pouvoir de communiquer au delà des frontières
											nous autorise à organiser le monde d'une manière différente.
											Et je pense, regardez le tsunami, c'est un exemple classique.
											Où étaient les systèmes de première alerte ?
											Vous savez ? Où était le monde agissant d'une seule voie,
											pour traiter les problèmes qu'il savait pouvoir survenir
											des potentiels tremblements de terre,
											ainsi que des conséquences du changement climatique ?
											Et quand le monde commence à travailler de concert,
											avec de meilleurs systèmes de première alerte,
											alors vous pouvez traiter certains de ces problèmes d'une bien meilleure façon.
											Je pense seulement que, pour le moment, nous ne voyons pas
											l'immense opportunité se présentant à nous,
											par la possibilité des gens à coopérer
											dans un monde, où avant il y avait soit l'isolationnisme,
											soit des alliances limitées et basées sur la complaisance,
											qui ne nous permettaient, en fait, jamais de traiter certains des problèmes majeurs.
									","
											Ich versuche jedoch anzudeuten, dass uns eine riesige Möglichkeit
											offen steht, die wir nie zuvor hatten.
											Die Fähigkeit zur Kommunikation über Grenzen hinweg
											erlaubt uns, die Welt anders zu organisieren.
											Schauen Sie sich den Tsunami an, als klassisches Beispiel.
											Wo war das Frühwarnsystem?
											Sie wissen schon. Wo arbeitete die Welt bei der Behandlung
											der bekannten Probleme zusammen, die sich aus
											dem Potenzial von Erdbeben
											und Klimawandel ergaben?
											Und wenn wir anfangen zusammenzuarbeiten,
											mit besseren Frühwarnsystemen,
											dann können wir bei einigen dieser Probleme wesentlich besser handeln.
											Ich glaube einfach, dass wir im Moment nicht
											die großen Chancen sehen, die uns durch die
											Möglichkeit zur Zusammenarbeit offen stehen,
											in einer Welt, in der vorher entweder Isolation herrschte
											oder es aufgrund von Bequemlichkeit begrenzte Zusammschlüsse gab,
											die nicht wirklich verlangten, dass man sich den zentralen Problemen stellte.
									",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
","
","
",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
											CA: Creo que esa es la frustración que quizá
											tiene mucha gente de la audiencia,
											que abraza el discurso del que Ud. habla.
											Es inspirador. Muchos creemos
											que ese será el futuro del mundo.
											Y aún si la situación cambia
											de repente uno escucha a políticos hablar como si
											por ejemplo, la vida de un soldado estadounidense
											valiera incontables vidas de civiles iraquíes.
											En el día a día
											el idealismo puede desvanecerse.
											Me pregunto si
											avizora Ud. un cambio con el tiempo
											si ve Ud. en Gran Bretaña
											un cambio de actitud, si la gente es en verdad
											más receptiva a esa ética mundial de la que Ud. habla.
									","
											CA : Je pense que c'est peut-être de la frustration
											que beaucoup de gens ressentent, comme les gens dans le public,
											qui aiment le genre de discours que vous tenez en ce moment.
											C'est formidable. Beaucoup d'entre nous croient
											que ce monde doit être celui de demain.
											Mais, quand la situation change,
											vous entendez soudainement les politiciens parler comme si,
											vous savez, par exemple, la vie d'un soldat américain
											équivalait à un nombre incalculable de vies de civils irakiens.
											Quand il y a un changement soudain,
											l'idéalisme est remisé au second plan.
											Je me demande seulement comment,
											si vous pouvez voir cela évoluer dans le temps,
											si vous voyez qu'en Grande-Bretagne
											les attitudes changent et que les gens sont
											plus favorables au type d'éthique mondiale dont vous parlez.
									","
											CA: Ich glaube, dass das vielleicht viele Menschen frustriert,
											auch Leute hier im Publikum, wo wir diese Art der Sprache,
											über die Sie hier reden, lieben.
											Es ist inspirierend. Viele von uns glauben,
											dass das die Zukunft der Welt sein muss.
											Wenn sich die Situation jedoch ändert,
											hört man plötzlich Politiker reden, als sei
											etwa das Leben eines amerikanischen Soldaten sehr viel
											mehr wert als das Leben zahlloser irakischer Zivilisten.
											Wenn es hart auf hart kommt,
											kann sich der Idealismus verflüchtigen.
											ich frage mich nur wie —
											ob Sie sehen können, wie sich das über die Zeit ändert,
											ob Sie in Großbritannien sehen,
											dass sich die Haltungen ändern und dass Menschen tatsächlich
											die Art globaler Ethik, von der Sie hier sprechen, mehr unterstützen.
									",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
","
","
",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
											GB: Pienso que cada religión, cada fe,
											y aquí no sólo hablo a gente de fe o religiosa...
											tiene esta ética mundial en el centro
											de su credo.
											Sean judíos o musulmanes
											hindúes o sijs,
											tienen la misma ética mundial en el corazón
											de estas religiones.
											Pienso que uno trata algo
											que la gente instintivamente
											ve como parte de ese sentido moral.
											Así, uno construye sobre algo que no es mero interés propio.
											Uno construye sobre ideas y valores de la gente...
											que quizá son velas que
											a veces, arden muy tenuemente.
											Pero hay valores que, creo, no se extinguen.
									","
											GB : Je pense que chaque religion, chaque croyance,
											et je ne m'adresse pas seulement ici aux gens de foi ou de religion,
											a cette éthique globale au cœur
											de sa croyance.
											Et que ce soit la religion juive, la religion musulmane
											la religion hindouiste ou la religion sithe,
											la même éthique globale est au cœur
											de chacune de ces religions.
											Donc je pense que l'on a affaire à quelque chose
											que les gens voient instinctivement
											comme faisant partie du sens moral.
											On s'appuie sur quelque chose qui ne relève pas de l'intérêt personnel.
											On s'appuie sur les idées des gens et sur leurs valeurs,
											qui sont peut-être des bougies qui
											brûlent très difficilement à certaines occasions.
											Mais c'est un ensemble de valeurs qui, à mon avis, ne peuvent pas s'éteindre.
									","
											GB: Ich glaube, dass jede Religion, jeder Glaube
											und ich rede hier nicht nur von Gläubigen oder Religiösen —
											im Mittelpunkt diese globale Ethik hat
											als das Credo.
											Ob jüdish oder muslimisch,
											Hindu oder Sikh,
											dieselbe globale Ethiks findet sich im Herzen
											jeder dieser Religionen.
											Ich glaube, dass man sich mit etwas befasst,
											was Menschen instinktiv als
											Teil ihres moralischen Sinnes begreifen.
											Also baut man auf etwas auf, das nicht bloßes Eigeninteresse ist.
											Man baut auf den Ideen und Werten der Menschen auf —
											dass sie vielleicht Kerzen sind,
											die zu bestimmten Gelegenheiten sehr trübe brennen.
											Aber es handelt sich um einen Wertekanon, der sich meiner Meinung nach nicht löschen lässt.
									",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
","
","
",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
											Entonces la pregunta es:
											¿Cómo producir el cambio?
											¿Cómo persuadir a la gente
											que le conviene
											construir... Después de la 2da Guerra Mundial,
											creamos instituciones, las Naciones Unidas,
											el FMI, el Banco Mundial,
											la Organización Mundial del Comercio, el Plan Marshall.
											Hubo un período en el cual la gente habló de un acto fundacional
											porque estas instituciones eran muy nuevas.
											Pero ahora son anacrónicas. No resuelven los problemas.
											Como dije, no se puede enfrentar el problema ambiental
											con las instituciones existentes.
											No se puede atacar el problema de la seguridad como es debido.
											No puede atacarse el problema económico y financiero.
											De modo que tenemos que reconstruir nuestras instituciones mundiales,
											construirlas a la medida de este tiempo.
									","
											Dès lors, la question est,
											comment provoquer ce changement ?
											Comment persuader les gens
											que c'est dans leur intérêt
											de construire du solide... Après la seconde guerre mondiale,
											nous avons construit des institutions, les Nations Unies,
											le FMI, la Banque Mondiale,
											l'Organisation Mondiale du commerce, le Plan Marshall.
											Il y a eu une période où les gens parlaient d'un acte de création,
											parce que ces institutions étaient tellement nouvelles.
											Mais elles sont maintenant dépassées. Elles ne traitent pas le problèmes.
											Comme je l'ai dit, on ne peut pas traiter le problème environnemental
											avec les institutions existantes.
											On ne peut pas traiter le problème de la sécurité de la façon dont on a besoin.
											On ne peut pas traiter les problèmes économiques et financiers.
											Nous devons donc reconstruire nos institutions mondiales,
											les reconstruire pour qu'elles soient adaptées aux défis de notre époque.
									","
											Dann ist die Frage, wie
											kann man diese Veränderung geschehen lassen?
											Wie überzeugt man Menschen davon,
											dass es in ihrem Interesse liegt,
											starkes aufzubauen... Nach dem zweiten Weltkrieg
											schufen wir Institutionen, die Vereinten Nationen,
											den Internationalen Währungsfond, die Weltbank,
											die Welthandelsorganisation, den Marschall-Plan.
											Das war eine Zeit, in der man von einem Schöpfungsakt sprach,
											weil diese Institutionen so neu waren.
											Aber jetzt sind sie überholt. Sie befassen sich nicht mit den Problemen.
											Wie gesagt, mit den bestehenden Institutionen kann man sich
											nicht mit Umweltproblemen befassen.
											Man kann sich nicht angemessen mit Sicherheitsproblemen befassen.
											Man kann sich nicht mit den wirtschaftlichen und finanziellen Problemen befassen.
											Also müssen wir unsere globale Institutionen umbauen
											auf eine Art, wie sie den Herausforderungen unserer Zeit angemessen ist.
									",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
"
","
","
",Global ethic vs. national interest,Gordon Brown,17:10,"Europe,big problems,environment,global issues,government,interview,politics,war"
