es,pt,fr,title,speaker,duration,tags
"
","
","
",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
											¿Significa esto
											que podemos estar 
agradecidos por todo?
											Ciertamente no.
											No podemos estar agradecidos 
por la violencia, la guerra,
											la opresión, la explotación.
											En lo personal, no 
podemos estar agradecidos
											por la pérdida de 
un amigo, por la infidelidad,
											por el duelo.
											Pero no he dicho que estemos 
agradecidos por todo.
											Digo que seamos agradecidos 
en cualquier momento dado
											por la oportunidad,
											e incluso cuando 
nos enfrentamos
											con algo que es 
terriblemente difícil,
											podemos elevarnos 
en esa ocasión
											y responder a la oportunidad 
que se nos da.
											No es tan malo 
como parece.
											En realidad, cuando 
lo miren y lo experimenten
											encontrarán que la mayoría 
de las veces, lo que se nos da
											es la oportunidad de disfrutar,
											y solo la perdemos, porque
											estamos apresurados en la vida
											y no nos detenemos 
a ver la oportunidad.
									","
											Isto significa
											que podemos ser gratos por tudo?
											Certamente que não.
											Não podemos ser gratos pela violência, pela guerra
											pela opressão, pela exploração.
											A nível pessoal, não podemos ser gratos
											pela perda de um amigo, pela infidelidade,
											pela perda.
											Mas eu não disse que podemos ser gratos por tudo.
											Eu disse que podemos ser gratos 
em cada momento que nos é dado
											pela oportunidade,
											e mesmo quando somos confrontados
											com algo que é terrivelmente difícil,
											podemos colocar-nos à altura da ocasião
											e responder à oportunidade que nos é dada.
											Não é tão mau como pode parecer.
											Na verdade, quando olharem para isso 
e o experienciarem
											descobrirão que na maior parte das vezes,
o que nos é dado
											é a oportunidade de desfrutar,
											e só a perdemos porque
											vivemos apressados
											e não paramos para ver a oportunidade.
									","
											Est-ce que cela signifie
											qu'on peut être reconnaissant pour tout ?
											Certainement pas.
											On ne peut pas être reconnaissant
											pour la violence, pour la guerre,
											pour l'oppression, pour l'exploitation.
											Sur un plan personnel, &lt;br&gt;on ne peut pas être reconnaissant
											pour la perte d'un ami, &lt;br&gt;pour le manque de loyauté,
											pour le deuil.
											Mais je n'ai pas dit
											qu'on peut être reconnaissant pour tout.
											J'ai dit qu'on peut être reconnaissant &lt;br&gt;à chaque instant donné
											pour l'occasion,
											et même lorsque l'on est confronté
											à quelque chose de terriblement difficile,
											On peut se montrer à la hauteur.
											et saisir la chance qui nous est donnée.
											Ce n'est pas aussi mauvais que cela peut paraître.
											En fait, quand vous y regardez à deux fois,
											vous trouverez que la plupart du temps, &lt;br&gt;ce qui nous est donné
											est une occasion d'apprécier,
											et on le rate uniquement parce que
											on court trop vite après la vie
											et on ne s'arrête pas pour voir cette occasion.
									",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
","
","
",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
											Pero de vez en cuando,
											algo muy difícil nos es dado,
											y cuando esta 
dificultad nos ocurre
											es un desafío estar a 
la altura de la oportunidad,
											y podemos sobreponernos 
aprendiendo de algo
											que a veces es doloroso.
											Aprender a ser 
pacientes, por ejemplo.
											Se nos dijo que 
el camino hacia la paz
											no es una carrera de velocidad,
											sino es más 
como una maratón.
											Requiere paciencia. 
Eso es difícil.
											Puede ser el defender su opinión,
											defender su convicción.
											Es una oportunidad 
que se nos da.
											Aprender a sufrir, 
mantenerse en pie,
											todas estas oportunidades 
nos son dadas,
											pero son oportunidades,
											y quienes se aprovechan
											de esas oportunidades
											son a quienes admiramos.
											Hacen algo más allá de la vida.
											Y quienes fallan, 
consiguen otra oportunidad.
											Siempre tenemos 
otra oportunidad.
											Esa es la maravillosa 
riqueza de la vida.
									","
											Mas de vez em quando,
											é-nos dado algo muito difícil
											e quando esta coisa difícil nos acontece,
											é um desafio pormo-nos à altura da oportunidade,
											e podemos fazê-lo aprendendo algo,
											o que por vezes é doloroso.
											Aprender a ter paciência, por exemplo.
											Tem-nos sido dito que a via para a paz
											não é um sprint
											mas é mais como uma maratona.
											Que requer paciência. Que é difícil.
											Pode ser defender a vossa opinião,
											defender a vossa convicção.
											É uma oportunidade que nos é dada.
											Aprender, sofrer, permanecer firme,
											todas essas oportunidades são-nos dadas,
											mas são oportunidades,
											e aqueles que aproveitam
											essas oportunidades
											são os que nós admiramos.
											Eles fazem algo da vida.
											E aqueles que falham têm outra oportunidade.
											Nós temos sempre outra oportunidade.
											Essa é a maravilhosa riqueza da vida.
									","
											Mais de temps en temps,
											quelque chose de très difficile nous est donné,
											et quand cette chose difficile se présente à nous,
											c'est un défi à relever à cette occasion,
											et on peut le relever en apprenant quelque chose
											qui est parfois douloureux.
											Apprendre la patience, par exemple.
											On nous a dit que la voie de la paix
											n'est pas un sprint,
											mais qu'elle ressemble plus à un marathon.
											Ça demande de la patience. C'est difficile.
											C'est peut être pour défendre vos opinions,
											pour défendre vos convictions.
											C'est une chance qui nous est donnée.
											d'apprendre, de souffrir, de se lever,
											toutes ces possibilités nous sont données,
											mais ce sont des opportunités,
											et ceux qui saisissent
											ces opportunités
											sont ceux que nous admirons.
											Ils font quelque chose de leur vie.
											Et ceux qui échouent
											obtiennent une autre occasion.
											On a toujours une autre occasion.
											C'est la richesse merveilleuse de la vie.
									",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
","
","
",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
											Entonces, ¿cómo podemos 
encontrar un método
											que aproveche esto?
											Cómo cada uno de nosotros 
puede encontrar un método
											para vivir con gratitud,
											no solo de vez en 
cuando estar agradecido,
											sino momento a momento 
estar agradecido.
											¿Cómo podemos hacerlo?
											Es un método muy sencillo.
											Es tan simple que es 
en realidad lo que nos dijeron
											de niños cuando aprendimos 
a cruzar la calle.
											Para. Mira. Anda.
											Eso es todo.
											Pero ¿con qué frecuencia 
nos detenemos?
											Corremos por la vida. 
No paramos.
											Perdemos la oportunidad 
porque no paramos.
											Tenemos que parar. 
Tenemos que lograr quietud.
											Y tenemos que construir 
señales de alto
											en nuestras vidas.
									","
											Então, como conseguimos descobrir um método
											para utilizar isto?
											Como pode cada um de nós descobrir um método
											para viver com gratidão,
											não ser grato apenas de vez em quando,
											ser grato a cada momento.
											Como podemos fazê-lo?
											É um método muito simples.
											É tão simples que, na verdade, é o que nos disseram
											em crianças, quando aprendemos 
a atravessar a rua.
											Parar. Olhar. Avançar.
											É tudo.
											Mas quantas vezes paramos?
											Nós apressamo-nos pela vida. Não paramos.
											Perdemos a oportunidade porque não paramos.
											Temos de parar. Temos de nos acalmar.
											E temos de construir sinais de stop
											nas nossas vidas.
									","
											Alors, comment trouver une méthode
											pour que ça arrive ?
											Comment chacun d'entre nous &lt;br&gt;peut trouver une méthode
											pour vivre avec gratitude,
											pas juste être reconnaissant de temps en temps,
											mais être reconnaissant à chaque instant.
											Comment pouvons-nous faire ?
											C'est une méthode toute simple.
											C'est si simple que c'est ce qu'on nous a dit
											quand, enfants, on nous a appris à traverser la rue.
											S'arrêter. Regarder. Traverser.
											C'est tout.
											Mais quand nous arrêtons-nous ?
											On se précipite à travers la vie. On ne s'arrête pas.
											On rate l'occasion parce qu'on ne s'arrête pas.
											On doit s'arrêter.
											On doit faire le calme en nous.
											Et on doit se créer des panneaux ""Stop""
											dans nos vies.
									",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
","
","
",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
											Cuando estaba en 
África hace unos años
											y luego volví,
											me di cuenta del agua.
											En África, donde yo estaba, 
no tenía agua potable.
											Cada vez que abría el grifo,
											me sentía abrumado.
											Cada vez que prendía la luz,
											estaba tan agradecido. 
Me hizo muy feliz.
											Pero después de 
un tiempo, esto desaparece.
											Entonces puse pegatinas 
en el interruptor de la luz
											y en el grifo del agua,
											y cada vez que abría... agua.
											Así que lo dejo 
a su imaginación.
											Pueden encontrar lo que 
funciona mejor para Uds.,
											pero necesitan señales 
de alto en sus vidas.
											Y cuando paren,
											a continuación, 
lo siguiente es mirar.
											Ver. Abran los ojos.
											Abran los oídos. Abran la nariz.
											Abran todos sus sentidos
											para esta maravillosa riqueza 
que nos ha sido dada.
											No hay ningún final,
											y de eso es de 
lo que se trata la vida,
											de disfrutar, de disfrutar 
de lo que nos es dado.
									","
											Quando estive em África, há alguns anos
											e depois voltei
											reparei na água.
											Na região de África onde estive
não tinha água potável.
											De cada vez que abria a torneira,
											eu ficava deslumbrado.
											De cada vez que acendia a luz,
											ficava tão grato. Isso fazia-me tão feliz.
											Mas passado algum tempo, isto desaparece.
											Então pus pequenos autocolantes no interruptor
											e na torneira,
											e de cada vez que o ligava, água.
											Assim, deixo-o à vossa imaginação.
											Podem descobrir o que funciona melhor para vocês,
											mas precisam de ter sinais de <i> stop </i> na vossa vida.
											E quando pararem,
											a próxima coisa a fazer é olhar.
											Olhem. Abram os olhos.
											Abram os ouvidos. Abram o nariz.
											Abram todos os vossos sentidos
											para esta maravilhosa riqueza que nos foi dada.
											Ela não tem fim,
											e isso é que é a vida,
											desfrutar, desfrutar o que nos foi dado.
									","
											J'étais en Afrique, il y a quelques années
											et quand je suis revenu,
											j'ai remarqué l'eau.
											En Afrique, où j'étais, je n'avais pas d'eau potable.
											Chaque fois que j'ouvrais le robinet,
											J'étais émerveillé.
											Chaque fois que j'allumais la lumière
											j'étais si reconnaissant. &lt;br&gt;Ça me faisait tellement plaisir.
											Mais au bout d'un certain temps, ça s'estompe.
											Alors j'ai mis des petits stickers &lt;br&gt;sur le commutateur d'éclairage
											et sur le robinet d'eau,
											et chaque fois que je l'actionnais : de l'eau.
											Donc laissez faire votre imagination.
											Trouvez ce qui fonctionne le mieux pour vous,
											mais vous avez besoin de panneaux &lt;br&gt;""Stop"" dans votre vie.
											Et lorsque vous vous arrêtez,
											la prochaine chose à faire est de regarder.
											Regardez. Ouvrez les yeux.
											Ouvrez vos oreilles. Ouvrez votre nez.
											Ouvrez tous vos sens
											pour cette richesse merveilleuse qui vous est donnée.
											C'est sans fin,
											et c'est ce que la vie est au fond,
											apprécier ce qui nous est donné.
									",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
","
","
",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
											Y entonces también podemos 
abrir nuestros corazones,
											nuestros corazones 
a las oportunidades,
											las oportunidades también 
de ayudar a otros,
											para hacer a otros felices, 
porque nada nos hace más felices
											que cuando todos 
somos felices.
											Y cuando abrimos nuestros 
corazones a las oportunidades,
											las oportunidades 
nos invitan a hacer algo,
											y esto es lo tercero.
											Paren miren y luego 
vayan y hagan algo.
											Y lo que podemos hacer es
											lo que la vida nos ofrece 
en ese momento presente.
											Principalmente es 
la oportunidad de disfrutar,
											pero a veces es 
algo más difícil.
									","
											E então podemos também abrir os nossos corações,
											os nossos corações para as oportunidades,
											também para as oportunidades de ajudar os outros,
											de fazer os outros felizes, 
porque nada nos faz mais felizes
											do que estarmos todos felizes.
											E quando abrirmos os nossos corações 
às oportunidades,
											as oportunidades convidam-nos a fazer algo,
											e isso é o terceiro ponto.
											Parar, olhar e então avançar 
e fazer realmente alguma coisa.
											E o que podemos fazer é
											o que a vida nos oferecer nesse momento.
											Na maior parte das vezes é a oportunidade de desfrutar,
											mas às vezes é algo mais difícil.
									","
											Et puis, on peut aussi ouvrir nos cœurs,
											ouvrir nos cœurs aux opportunités,
											ainsi qu'aux occasions d'aider les autres,
											de rendre les autres heureux, &lt;br&gt;parce que rien ne nous rend plus heureux
											que quand tout le monde est heureux.
											Et quand on ouvre son coeur aux opportunités,
											les opportunités nous invitent à faire quelque chose,
											et c'est le troisième point.
											S'arrêter, regarder et puis y aller, et vraiment faire quelque chose.
											Et ce qu'on peut faire,
											quoi que la vie vous offre en ce moment,
											c'est surtout l'occasion d'apprécier,
											mais parfois, c'est plus difficile.
									",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
","
","
",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
