en,es,pt,fr,de,tr,title,speaker,duration,tags
"
","
","
","
","
","
",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
											And if you agree with that, then I think the best way to improve these countries
											is to recognize that economic development is of the people,
											by the people, for the people.
											And that is the real network effect.
											If citizens can network and make themselves more organized and productive,
											so that their voices are heard,
											so then things would improve.
									","
											Y si están de acuerdo con eso, creo que lo mejor para mejorar esos países
											es reconocer que el desarrollo económico es de la gente,
											por la gente, para la gente.
											Y ese es el efecto de una red de verdad.
											Si los ciudadanos pueden trabajar en red y organizarse y hacerse más productivos,
											para que se oigan sus voces,
											entonces las cosas mejorarían.
									","
											Se concordam com isso,
											julgo que a melhor maneira
de melhorar estes países
											é reconhecer que
o desenvolvimento económico
											é do povo, pelo povo e para o povo.
											Este é o verdadeiro efeito
da rede de comunicação.
											Se os cidadãos conseguissem ligar-se
e tornar-se mais organizados e produtivos,
											para que as suas vozes
pudessem ser ouvidas
											as coisas melhorariam.
									","
											Et si êtes d'accort avec ça, alors je pense que le meilleur moyen d'améliorer ces pays
											est de reconnaître que le développement économique est celui des gens,
											par les gens, pour les gens.
											Et c'est cela l'effet réseau réel.
											Si les citoyens peuvent travailler en réseau, s'organiser et se rendre plus productifs,
											de sorte que leurs voix soient entendues,
											alors les choses pourront s'améliorer.
									","
											Wenn Sie mir zustimmen, dann denke ich, das Beste was wir für diese Länder tun können,
											ist zu begreifen, dass wirtschaftlicher Fortschritt
											von den Menschen, durch die Menschen, für die Menschen geschieht.
											Und das ist der wahre Vernetzungs-Effekt.
											Wenn die Bevölkerung durch Vernetzung organisierter und produktiver wird,
											damit ihre Stimmen gehört werden,
											dann würden sich die Dinge verbessern.
									","
											Buna katılıyorsanız, bence bir ülkeyi 
kalkındırmanın en iyi yolu,
											bireyleri kalkındırmaktan geçmektedir
yani insanlara aittir.
											İnsanlar tarafından 
ve insanlar için olmalıdır.
											Ve bu gerçek iletişim ağı etkisidir.
											Vatandaşlar iletişim ağı kurabilir ve 
kendilerini daha organize ve üretken
											hâle getirirlerse o zaman 
seslerini duyurabilirler.
											Bu durumda bir şeyler gelişir.
									",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
","
","
","
","
","
",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
											And to contrast that, you can see the most important institution in the world,
											the World Bank, is an organization of the government,
											by the government, for the governments.
											Just see the contrast.
											And that is the perspective I have, and then I can start my story.
									","
											A diferencia de esto, pueden ver la institución más importante del mundo,
											el Banco Mundial, es una organización del gobierno,
											por el gobierno, para los gobiernos.
											Fíjense qué diferencia.
											Y esa es la perspectiva que tengo, y ahora puedo comenzar mi historia.
									","
											Em contrapartida, podem ver
que a mais importante instituição mundial,
											o Banco Mundial, é uma organização
											do governo, pelo governo, para o governo.
											Vejam só o contraste.
											Esta é a perspetiva que tenho
e depois posso começar a minha história.
									","
											A l'inverse, vous pouvez voir que l'institution la plus importante du monde,
											la Banque Mondiale, est une organisation du gouvernement,
											par le gouvernement, pour les gouvernements.
											Voyez juste le contraste.
											Et ceci est mon point de vue, et je peux maintenant commencer mon histoire.
									","
											Im Kontrast dazu steht die Weltbank, eine der wichtigsten Institutionen,
											eine Organisation der Regierungen,
											geführt durch die Regierungen.
											Halten Sie sich diesen Kontrast vor Augen.
											Das ist meine Sichtweise. Und nun kann ich mit meiner Geschichte beginnen.
									","
											Ve bunun aksine, dünyadaki en önemli 
kuruluşa baktığımızda,
											yani Dünya Bankası'na, 
bir devlet kurumudur, devlete ait.
											Devlet tarafından ve devletler için.
											Buradaki tezatı anlayın.
											Bu benim görüşüm,
şimdi hikâyeme başlayabilirim.
									",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
","
","
","
","
","
",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
											Of course, how would you empower citizens?
											There could be all sorts of technologies. And one is cell phones.
											Recently ""The Economist"" recognized this,
											but I stumbled upon the idea 12 years ago,
											and that's what I've been working on.
											So 12 years ago, I was trying to be an investment banker in New York.
									","
											Por supuesto, ¿cómo empoderarían ustedes a los ciudadanos?
											Podrían existir muchos tipos de tecnologías. Y una de ellas es los móviles.
											Hace poco The Economist lo ha reconocido,
											pero a mí se me ocurrió la idea hace 12 años,
											y en ella he estado trabajando.
											Hace 12 años intentaba ser un banquero especialista en inversiones en Nueva York.
									","
											Claro, como dar poder aos cidadãos?
											Pode haver todos os tipos de tecnologias
e uma delas são os telemóveis.
											Recentemente, The Economist
reconheceu este facto,
											mas eu já tinha pensado nisso há 12 anos,
											e é nisso que eu tenho estado a trabalhar.
											Há 12 anos, estava a tentar ser
um banqueiro investidor em Nova Iorque.
									","
											Bien sûr, comment vous donneriez du pouvoir aux citoyens ?
											Il pourrait y avoir toutes sortes de technologies. Et l'une d'elles est les téléphones portables.
											Récemment, The Economist a reconnu cela,
											mais cette idée m'est venue il y a 12 ans,
											et c'est ce sur quoi j'ai travaillé.
											Ainsi, il y a 12 ans, j'ai essayé d'être un banquier d'investissement à New York.
									","
											Aber wie kann man der Bevölkerung helfen?
											Da gibt es verschiedenste Technologien. Eine davon sind Handys.
											""The Economist"" hat dies neulich erkannt,
											doch ich hatte diese Idee bereits vor 12 Jahren
											und daran habe ich gearbeitet.
											Vor 12 Jahren versuchte ich mich als Investmentbanker in New York.
									","
											İnsanları nasıl güçlendirirsiniz?
											Her çeşit teknoloji ile olabilir. 
Bunlardan biri de cep telefonu.
											Geçenlerde, “The Economist”
bunu fark etmiş.
											Fakat ben bunu 12 yıl önce fark etmiştim.
											Üzerinde çalıştığım şey buydu.
											12 yıl önce, New York’da 
yatırım bankacısı olmaya çalışıyordum.
									",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
","
","
","
","
","
",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
											We had — quite a few our colleagues were connected by a computer network.
											And we got more productive because we didn't have to exchange floppy disks;
											we could update each other more often.
											But one time it broke down.
											And it reminded me of a day in 1971.
											There was a war going on in my country.
											And my family moved out of an urban place, where we used to live,
											to a remote rural area where it was safer.
											And one time my mother asked me to get some medicine for a younger sibling.
											And I walked 10 miles or so, all morning, to get there, to the medicine man.
											And he wasn't there, so I walked all afternoon back.
											So I had another unproductive day.
									","
											Teníamos... bastantes colegas conectados a través de ordenadores en red.
											Y éramos más productivos porque no teníamos que intercambiar floppy disks;
											nos podíamos actualizar más a menudo.
											Pero una vez se vino abajo.
											Y me recordó un día de 1971.
											Había una guerra in mi país.
											Y mi familia se mudó de la zona urbana, donde vivíamos,
											a una zona rural lejana que era más segura.
											Y una vez mi madre me pidió que fuera a por una medicina para un hermano pequeño.
											Caminé 15 kilómetros, toda la mañana, para llegar allí, al hombre de las medicinas.
											Pero no estaba, así que tuve que caminar toda la tarde de vuelta.
											Así que tuve otro día improductivo.
									","
											Muitos dos nossos colegas
estavam ligados por uma rede informática.
											Tornámo-nos mais produtivos
											porque não precisávamos
de trocar disquetes.
											Conseguíamos atualizar-nos
com maior frequência.
											Mas uma dia avariou-se.
											Isso fez-me lembrar de um dia em 1971.
											Estava a haver uma guerra no meu país.
											A minha família mudou-se
de uma zona urbana onde vivíamos,
											para uma zona rural distante, mais segura.
											Um dia a minha mãe pediu-me
uns medicamentos para um irmão mais novo.
											Eu andei cerca de 16 km, levei toda a manhã
para chegar ao farmacêutico.
											Ele não estava lá, pelo que demorei
a tarde toda para voltar.
											Portanto, tive mais um dia improdutivo.
									","
											Nous avions — un bon nombre de nos collègues étaient connectés à un réseau informatique.
											Et nous sommes devenus plus productifs puisque nous n'avions pas à échanger des disquettes ;
											nous pouvions nous mettre au courant les uns les autres plus souvent.
											Mais une fois il y eu une panne.
											Et cela m'a rappelé un jour de 1971.
											Il y avait une guerre dans mon pays.
											Et ma famille déménagea d'un lieu urbain, où nous vivions jusque là,
											à un endroit reculé dans la campagne où c'était plus sûr.
											Et une fois ma mère m'a demandé d'acheter un médicament pour un de mes petits frères.
											Et j'ai marché environ 10 miles, tout la matinée, pour y arriver, pour atteindre la pharmacie.
											Et il n'était pas là, j'ai donc marché tout l'après-midi pour rentrer.
											J'ai donc eu une autre journée improductive.
									","
											Reichlich viele unserer Kollegen waren über ein Computernetzwerk verbunden.
											Und das steigerte unsere Produktivität, da wir keine Disketten austauschen mussten;
											so waren wir öfters auf dem neusten Stand.
											Doch einmal fiel das Netzwerk aus.
											Und das erinnerte mich an einen Tag im Jahr 1971.
											In meinem Land herrschte gerade Krieg.
											Und meine Familie zog weg aus der Stadt, in der wir lebten,
											um aufs Land zu ziehen, wo es sicherer war.
											Eines Tages bat mich meine Mutter für eines meiner jüngeren Geschwister Medikamente zu besorgen.
											Und ich lief den ganzen Morgen ungefähr 15 km, um zu dem Apotheker zu kommen.
											Er war nicht da, und so lief ich den gesamten Nachmittag zurück.
											Das war ein weiterer unproduktiver Tag für mich.
									","
											İş arkadaşlarımdan birkaçı ile bilgisayar
ağıyla birbirimize bağlanmıştık.
											Ve bu sayede daha verimli olduk çünkü 
disketleri değiştirmemiz gerekmiyordu;
											birbirimizin verilerine ulaşabiliyorduk.
											Fakat bir gün iletişim ağı bozuldu.


											Ve bu bana 1971'deki bir günü hatırlattı.
											Ülkemde devam eden bir savaş vardı.



											Ailem uzun yıllar boyunca yaşadığımız 
şehirden taşındı.
											Daha güvenli bir yer olan
uzak kırsal bir alana taşındık.
											Annem bir gün benden 
küçük kardeşim için ilaç almamı istedi.
											Ve ben doktora gitmek için tüm sabah
yaklaşık 16 km, belki daha fazla yürüdüm.
											Hekim yoktu, bu yüzden öğleden sonra 
eve geri yürüdüm.
											Böylece hiçbir şey yapamadığım 
bir gün daha geçirdim.
									",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
","
","
","
","
","
",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
											So while I was sitting in a tall building in New York,
											I put those two experiences together side by side,
											and basically concluded that connectivity is productivity —
											whether it's in a modern office or an underdeveloped village.
											So naturally, I — the implication of that is
											that the telephone is a weapon against poverty.
											And if that's the case, then the question is
											how many telephones did we have at that time?
									","
											Mientras que estaba sentado en un rascacielos de Nueva York,
											junté esas dos experiencias,
											y básicamente llegué a la conclusión de que concectividad es productividad
											ya sea en una oficina moderna o en un pueblo subdesarrollado.
											Naturalmente... eso supone
											que el teléfono es un arma en contra de la pobreza.
											Y si es así, entonces la cuestión es
											¿cuántos teléfonos teníamos entonces?
									","
											Então, enquanto estava
num prédio alto em Nova Iorque,
											coloquei as duas experiências
juntas lado a lado,
											e cheguei à conclusão
que ligação é produtividade
											seja num escritório moderno
ou numa aldeia subdesenvolvida.
											A consequência disso é que
											o telefone é uma arma contra a pobreza.
											Assim sendo, a pergunta é:
											quantos telefones tínhamos naquela altura?
									","
											Alors que j'étais assis dans un grand immeuble à New York,
											j'ai mis ces deux expériences côte à côte,
											et j'ai conclu basiquement que la connectivité, c'est la productivité —
											que ce soit dans un bureau moderne ou dans un village sous-développé.
											Donc, naturellement, je — l'implication de cela est
											que le téléphone est une arme contre la pauvreté.
											Et si c'est le cas, alors la question est
											combien de téléphones il y avait-il ce moment ?
									","
											Während ich also in diesem hohen Gebäude in New York saß,
											verglich ich diese beiden Erfahrungen
											und kam zu dem Schluss, dass Konnektivität auch Produktivität bedeutet –
											gleich, ob es sich nun um ein modernes Büro oder ein rückständiges Dorf handelte.
											Die Schlussfolgerung daraus ist,
											dass das Telefon eine Waffe gegen Armut ist.
											Und wenn das der Fall ist, dann stellt sich die Frage,
											wie viele Telefone wir zu dieser Zeit besaßen.
									","
											New York’da, bir gökdelende otururken,
											bu iki deneyimi yan yana koydum.
											Bağlantı demek üretkenlik demek oluyor.
											İster modern bir ofis, 
isterse gelişmemiş bir köy olsun.
											Yani doğal olarak, benim bundan çıkarımım;
											telefonun yoksulluğa karşı 
kullanılabilen bir silah olduğu.
											Bu durumda, asıl soru şu:


											O zamanlar kaç telefonumuz vardı?
									",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
