en,pt,fr,tr,es,title,speaker,duration,tags
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											YNH: Yeah, next week.
									","
											Yuval Noah Harari:
Sim, na próxima semana.
									","
											YNH : Oui, exactement.
									","
											YNH: Evet, haftaya.
									","
											YNH: Sí, en una semana.
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											CA: ""Homo Deus.""
											Now, this is the history
of the next hundred years.
											I've had a chance to read it.
											It's extremely dramatic,
											and I daresay, for some people,
quite alarming.
											It's a must-read.
											And honestly, we couldn't have
someone better to help
											make sense of what on Earth
is happening in the world right now.
											So a warm welcome, please,
to Yuval Noah Harari.
									","
											CA: ""Homo Deus"".
											Esta é a história dos próximos cem anos.
											Tive a oportunidade de lê-la.
											É extremamente dramática,
											e atrevo-me a dizer, para
algumas pessoas, é muito alarmante.
											É uma leitura obrigatória.
											Honestamente, não podíamos ter
ninguém melhor para nos ajudar
											a perceber o que está
a acontecer hoje no mundo.
											Por favor, dêem as boas vindas
a Yuval Noah Harari.
									","
											CA : « Homo Deus »
											Il y a là l'histoire
des cent prochaines années.
											J'ai eu l'occasion de le lire.
											C'est extrêmement spectaculaire,
											je dirais même, pour certains, 
plutôt alarmant.
											À lire impérativement.
											Franchement, personne d'autre 
n'aurait pu venir nous aider
											à comprendre ce qui est en train 
de se jouer dans le monde actuel.
											Je vous prie d'accueillir
chaleureusement Yuval Noah Harari.
									","
											CA: ""Homo Deus"".
											Evet, bu da ilerideki yüz yılın tarihi.
											Okuma şansım oldu.
											Oldukça etkileyici ve sanırım
											bazıları için oldukça ürkütücü.
											Kesinlikle okunmalı.
											Dürüst olmak gerekirse, şu an
dünyada olup bitenler hakkında mantık
											yürütmemize daha fazla
yardımcı olacak birisi daha yok.
											Öyleyse Yuval Noah Harari'ye
sıcak bir hoş geldin diyelim lütfen.
									","
											CA: ""Homo Deus"".
											Esta es la historia de 
los próximos cien años.
											He tenido la oportunidad de leerlo.
											Es impresionante,
											y me atrevo a decir, para algunos,
bastante alarmante.
											Es una lectura obligatoria.
											Sinceramente, no podríamos tener 
a nadie mejor que nos ayude
											a entender qué demonios pasa
en el mundo ahora.
											Démosle una cálida bienvenida, 
por favor, a Yuval Noah Harari.
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkış)
									","
											(Aplausos)
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											It's great to be joined by our friends
on Facebook and around the Web.
											Hello, Facebook.
											And all of you, as I start
asking questions of Yuval,
											come up with your own questions,
											and not necessarily about
the political scandal du jour,
											but about the broader understanding
of: Where are we heading?
											You ready? OK, we're going to go.
									","
											É óptimo termos aqui os nossos amigos
do Facebook e de todo o mundo.
											Olá, Facebook.
											Todos vocês, enquanto começo
a fazer perguntas ao Yuval,
											podem apresentar as vossas perguntas,
											não necessariamente
sobre o escândalo político do dia,
											mas sobre a compreensão mais ampla de:
Para onde estamos a caminhar?
											Estão preparados? Ok, vamos lá.
									","
											Je suis content que nos amis de Facebook 
et du web nous rejoignent.
											Bonjour, Facebook.
											Et vous tous, pendant
que je pose des questions à Yuval,
											posez vos propres questions,
											pas forcément sur le scandale 
politique du jour,
											mais pour comprendre plus largement :
« vers où allons-nous ? »
											Vous êtes prêts ? OK, c'est parti.
									","
											Facebook ve Web üzerindeki
arkadaşlarla bir araya gelmek muhteşem.
											Merhaba, Facebook.
											Ve hepiniz, ben Yuval'a soru
sormaya başladığımda, kendi sorularınızı
											oluşturabilirsiniz; mutlaka
											günümüzün politik
skandalları ile ilgili değil, daha
											geniş bir açıdan:
Nereye gidiyoruz? Bununla ilgili.
											Hazır mısınız? Başlıyoruz.
									","
											Es fantástico que se nos unan amigos 
en Facebook y de toda la web.
											Hola Facebook.
											Y todos Uds., mientras comienzo 
a hacerle preguntas a Yuval,
											hagan sus propias preguntas,
											aunque no sean sobre el escándalo
político del día,
											sino sobre una comprensión más amplia
de: ¿hacia dónde estamos yendo?
											¿Están listos? Bien, comencemos.
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											So here we are, Yuval:
											New York City, 2017,
there's a new president in power,
											and shock waves rippling around the world.
											What on Earth is happening?
									","
											Cá estamos, Yuval:
											Cidade de Nova Iorque, 2017,
um novo presidente no poder,
											e ondas de choque em todo o mundo.
											O que está a acontecer no planeta?
									","
											Nous y voilà, Yuval,
											New York, 2017, il y a
un nouveau président au pouvoir,
											et des ondes de choc autour du monde.
											Qu'est-ce qu'il se passe ?
									","
											Evet Yuval, buradayız:
											New York, 2017,
yeni bir başkanımız var
											ve şok dalgaları dünyaya yayılıyor.
											Dünyada neler oluyor?
									","
											Bueno, aquí estamos Yuval:
											Ciudad de Nueva York, 2017, 
hay un nuevo presidente en el poder,
											y ondas de choque propagándose 
por todo el planeta.
											¿Qué demonios sucede?
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											YNH: I think the basic thing that happened
											is that we have lost our story.
											Humans think in stories,
											and we try to make sense of the world
by telling stories.
											And for the last few decades,
											we had a very simple
and very attractive story
											about what's happening in the world.
											And the story said that,
oh, what's happening is
											that the economy is being globalized,
											politics is being liberalized,
											and the combination of the two
will create paradise on Earth,
											and we just need to keep on
globalizing the economy
											and liberalizing the political system,
											and everything will be wonderful.
											And 2016 is the moment
											when a very large segment,
even of the Western world,
											stopped believing in this story.
											For good or bad reasons —
it doesn't matter.
											People stopped believing in the story,
											and when you don't have a story,
you don't understand what's happening.
									","
											YNH: Basicamente, acho que o que aconteceu
											foi que perdemos a nossa história.
											Os seres humanos pensam em histórias,
											e tentamos perceber o mundo
contando histórias.
											Nas últimas décadas,
											tivemos uma história muito simples
e muito atractiva
											sobre o que está a acontecer no mundo.
											Essa história dizia que,
o que está a acontecer é
											que a economia está a ser globalizada,
											a política está a ser liberalizada,
											e a combinação das duas
criará o paraíso na Terra.
											Temos de continuar
a globalizar a economia
											e a liberalizar o sistema político,
											e tudo será fantástico.
											Este ano de 2016 é o momento
											em que um grande segmento,
mesmo do mundo Ocidental,
											deixou de acreditar nesta história.
											Por boas ou más razões,
— não interessa —
											as pessoas deixaram
de acreditar na história,
											e, quando não temos uma história,
não compreendemos o que está a acontecer.
									","
											YNH : Ce qu'il se passe, selon moi,
											c'est qu'on a simplement 
perdu notre histoire.
											L'humain raisonne avec des histoires
											et on essaie de comprendre le monde 
en racontant des histoires.
											Les dernières décennies,
											nous avions une histoire 
très simple et séduisante
											sur ce qu'il se passe dans le monde.
											Cette histoire racontait qu'en réalité
											l'économie se mondialise,
											la politique se libéralise
											et la combinaison des deux 
va créer le paradis sur Terre.
											Il faut donc mondialiser 
encore plus l'économie
											et libéraliser le système politique
											et tout sera merveilleux.
											2016 marque le moment,
											où un large segment de la population, 
même en Occident,
											a arrêté de croire à cette histoire.
											à juste titre ou non, peu importe.
											Les gens ont cessé
de croire à cette histoire
											et quand il n'y a plus d'histoire, 
on ne comprend pas ce qu'il se passe.
									","
											YNH: Bana kalırsa olup biten, temelde
											hikâyemizi kaybetmiş olmamız.
											İnsanlar hikâyelerle düşünür ve
											hikâyeler anlatarak
dünyayı anlamlandırmaya çalışırız.
											Geçtiğimiz birkaç yıl için,
											dünyada olup bitene dair çok basit ve
											çok etkileyici bir hikâyemiz var.
											Hikâye şunu
söylüyor, ah, olup biten şey
											ekonominin küreselleşmesi,
											politikanın liberalleşmesi
											ve bu ikisinin karışımı
dünyada cenneti yaratacak
											ve ekonomiyi küreselleştirmeye,
politik sistemi liberalleştirmeye
											devam etmemiz gerekiyor
											ve her şey muhteşem olacak.
											2016 yılı, çok büyük bir kesimin,
											hatta Batı dünyasının
bile, bu hikâyeye inanmayı
											bir kenara bıraktığı andır.
											İyi ya da kötü
nedenlerle — bu önemli değil.
											İnsanlar bu hikâyeye inanmayı bıraktı
											ve eğer bir hikâyeniz yoksa,
neler olup bittiğini anlayamazsınız.
									","
											YNH: Creo que básicamente lo que sucedió
											es que hemos perdido nuestra historia.
											Los humanos pensamos en historias,
											y tratamos de comprender el mundo 
contando historias.
											Durante las últimas décadas,
											tuvimos una historia 
muy simple y atractiva
											sobre lo que sucede en el mundo.
											La historia decía que lo que sucede
											es que la economía se está globalizando,
											la política se está liberalizando,
											y la combinación de ambas 
creará un paraíso en la Tierra.
											Necesitamos globalizar más la economía
											y liberalizar el sistema político,
											y todo será hermoso.
											El 2016 es el momento
											en que una gran parte,
incluso del mundo occidental,
											dejó de creer en esta historia.
											Por buenas o malas razones, no importa.
											La gente dejó de creer en la historia,
											y cuando no tienes una historia, 
no comprendes lo que sucede.
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											CA: Part of you believes that that story
was actually a very effective story.
											It worked.
									","
											CA: Você acredita que essa história
foi realmente muito eficaz.
											Resultou.
									","
											CA : D'un côté, vous pensez
que cette histoire fonctionnait.
											Ça marchait.
									","
											CA: Bir yanın bu hikâyenin aslında
çok etkili bir hikâye olduğuna inanıyor.
											İşe yaradı.
									","
											CA: Una parte de ti cree que esa historia
era en realidad una historia muy efectiva.
											Funcionaba.
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											YNH: To some extent, yes.
											According to some measurements,
											we are now in the best time ever
											for humankind.
											Today, for the first time in history,
											more people die from eating too much
than from eating too little,
											which is an amazing achievement.
									","
											YNH: De certo modo, sim.
											De acordo com algumas medidas,
											estamos agora no melhor tempo de sempre
											para a humanidade.
											Hoje, pela primeira vez na História,
											há mais pessoas a morrer por
comerem demais do que por comerem pouco,
											o que é um feito fantástico.
									","
											YNH : Oui, d'une certaine façon.
											D'après certaines mesures,
											nous sommes actuellement 
au meilleur moment de l'humanité.
											Aujourd'hui, pour la première fois
dans l'histoire,
											il y a plus de gens qui meurent 
de trop manger que l'inverse,
											ce qui est un progrès incroyable.
									","
											YNH: Bir yere kadar, evet.
											Bazı ölçülere göre, insanoğlunun
											yaşayabileceği en güzel zamanı
											yaşıyoruz.
											Bugün, tarihte bir ilk olarak,
											çok yemekten ölen insanların
sayısı, az yemekten ölenlerden daha fazla,
											bu muhteşem bir başarı.
									","
											YNH: Hasta cierto punto sí.
											De acuerdo a algunos cálculos,
											estamos ahora en el mejor momento
											de la humanidad.
											Hoy, por primera vez en la historia,
											más gente muere por comer mucho
que por comer poco,
											lo que es un logro sorprendente.
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Kahkahalar)
									","
											(Risas)
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											Also for the first time in history,
											more people die from old age
than from infectious diseases,
											and violence is also down.
											For the first time in history,
											more people commit suicide
than are killed by crime and terrorism
											and war put together.
											Statistically, you are
your own worst enemy.
											At least, of all the people in the world,
											you are most likely
to be killed by yourself —
									","
											Também pela primeira vez na História,
											há mais pessoas que morrem de velhice
do que com doenças infecciosas,
											e a violência também diminuiu.
											Pela primeira vez na História,
											mais pessoas cometem suicídio do que
são mortas por homicídio, por terrorismo
											pela guerra, tudo junto.
											Estatisticamente, somos
o nosso pior inimigo.
											Pelo menos, entre todas
as pessoas no mundo,
											é mais provável sermos mortos
por nós mesmos...
									","
											De plus, pour la première fois,
											il y a plus de personnes
qui meurent de vieillesse
											que de maladies infectieuses.
											La violence a aussi diminué.
											Pour la première fois,
											il y a plus de personnes qui se suicident 
que de victimes de crimes, du terrorisme
											et de la guerre réunis.
											Statistiquement, vous êtes
votre pire ennemi.
											Au moins, de toute la population mondiale,
											vous avez plus de risques
de vous tuer vous-même —
									","
											Ayrıca tarihte bir ilk olarak
											insanlar, bulaşıcı
hastalıktan çok, yaşlılıktan ölüyorlar
											ve şiddet de azaldı.
											Tarihte bir ilk olarak
											intihar edenlerin sayısı;
cinayet, terör ve savaş yüzünden
											ölen insan sayısından daha çok.
											İstatistiksel olarak, siz
kendinizin en büyük düşmanısınız.
											En azından, dünyadaki tüm insanlar
											içerisinde, sizin kendinizi
öldürme ihtimaliniz daha yüksek —
									","
											Por primera vez en la historia,
											más personas mueren por la vejez 
que por enfermedades infecciosas.
											La violencia también está a la baja.
											Por primera vez en la historia,
											más personas se suicidan de las que son
asesinadas por el crimen, el terrorismo
											y la guerra juntos.
											Estadísticamente, tú eres tu peor enemigo.
											Al menos, de todas las personas del mundo
											la que tiene más probabilidades 
de asesinarte eres tú mismo,
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Kahkahalar)
									","
											(Risas)
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											which is, again,
very good news, compared —
									","
											... o que são boas notícias...
									","
											encore une fois, 
c'est une bonne nouvelle comparé —
									","
											bu da yine iyi bir haber —
									","
											lo que es, nuevamente
buenas noticias, comparado...
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Kahkahalar)
									","
											(Risas)
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											compared to the level of violence
that we saw in previous eras.
									","
											... em comparação com o nível de violência
que vimos em tempos anteriores.
									","
											comparé au niveau de violence 
qu'il y avait auparavant.
									","
											daha önceki dönemlerde
gördüğümüz şiddet derecesine kıyaslarsak.
									","
											comparado con el nivel de violencia
que vimos en eras anteriores.
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
