en,es,de,tr,title,speaker,duration,tags
"
","
","
","
",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
											""It's a helicopter!
											It's here to photograph you
with big cameras,
											because only the great
and the powerful heroes,
											like you, Omar, can cross the sea.""
									","
											""¡Es un helicóptero!
											Está aquí para fotografiarte
con cámaras grandes,
											porque solo los héroes 
grandes y poderosos,
											como tú, Omar, pueden cruzar el mar"".
									","
											""Das ist ein Helikopter!
											Die machen mit großen
Kameras Fotos von dir,
											weil nur die großen und starken Helden
											wie du, Omar, das Meer überqueren können.""
									","
											""Bir helikopter!
											Büyük kameralarla fotoğraflarını
çekmeye geldiler,
											çünkü sadece senin gibi
											büyük ve güçlü kahramanlar 
denizi aşabilir.""
									",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
","
","
","
",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
											Omar looked at me,
stopped crying and asked me,
											(Arabic) ""Ana batal?""
											""I'm a hero?""
									","
											Omar me miró, dejó de llorar 
y me preguntó:
											(En árabe) ""Ana batal?""
											""¿Soy un héroe?""
									","
											Omar schaute mich an,
hörte auf zu weinen und fragte mich:
											(Arabisch) ""Ana batal?""
											""Bin ich ein Held?""
									","
											Omar ağlamayı bırakıp bana baktı ve
											(Arapça) ""Ana batal?""
											""Ben bir kahraman mıyım?"" diye sordu.
									",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
","
","
","
",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
											I talked to Omar for 15 minutes.
											And I gave his parents
some guidance to follow.
											This short psychological intervention
											decreases the prevalence
of post-traumatic stress disorder
											and other mental health
issues in the future,
											preparing Omar to get an education,
											join the workforce,
raise a family and beyond.
											How?
											By stimulating the good memories
that will be stored in the amygdala,
											the emotional storage of the human brain.
											These memories
will fight the traumatic ones,
											if they are reactivated in the future.
											To Omar, the smell of the sea
will not just remind him
											of his traumatic journey from Syria.
											Because to Omar, this story
is now a story of bravery.
									","
											Hablé con Omar unos 15 minutos
											y le di a sus padres una guía a seguir.
											Esta breve intervención psicológica
											disminuye la prevalencia del 
trastorno de estrés postraumático
											y otros problemas 
de salud mental futuros,
											preparando a Omar
para obtener una educación,
											sumarse a la fuerza de trabajo,
criar una familia y demás.
											¿Cómo?
											Estimulando los buenos recuerdos
que se almacenarán en la amígdala,
											el almacenaje emocional 
del cerebro humano.
											Estos recuerdos contrarrestarán
a los recuerdos traumáticos,
											si se reactivan en el futuro.
											Para Omar, el aroma del mar
no solo le recordará
											su viaje traumático desde Siria.
											Porque para Omar, esta historia
ahora es una historia de valentía.
									","
											Ich sprach 15 Minuten lang mit Omar.
											Ich gab seinen Eltern einige Hinweise.
											Diese kurze psychologische Intervention
											senkt die Prävalenz posttraumatischer
Belastungsstörungen
											und anderen psychischen
Erkrankungen in der Zukunft,
											bereitet Omar darauf vor,
unterrichtet zu werden,
											zu arbeiten, eine Familie
zu gründen und mehr.
											Wie?
											Durch Stimulation guter Erinnerungen,
die in der Amygdala,
											dem Gefühlsspeicher des Gehirns,
gespeichert werden.
											Diese Erlebnisse bekämpfen
die traumatischen,
											wenn diese in der Zukunft
reaktiviert werden.
											Omar wird der Geruch vom Meer
nicht nur an seine traumatische Reise
											von Syrien erinnern.
											Denn für Omar ist diese Geschichte
nun eine Geschichte über Mut.
									","
											15 dakika boyunca Omar'la konuştum.
											Ailesine uymaları için öğütlerde bulundum.
											Bu tip küçük psikolojik müdahaleler,
											travma sonrası stres bozukluğunu 
ve oluşabilecek diğer
											akıl sağlığı bozukluğu 
ihtimallerini azaltıp
											Omar'ı eğitim, iş, aile ve
											daha pek çok konuya hazırlar.
											Nasıl mı?
											İnsan beyninin duygusal tepkilerini 
yönlendiren amigdaladaki
											iyi anıları uyararak.
											Bu anılar, eğer gelecekte harekete geçerse
											travmatik olanlarla mücadele edecektir.
											Omar için deniz kokusu sadece Suriye'deki
											travmatik yolculuğunu hatırlatmayacak.
											Çünkü Omar'a göre artık bu
onun kahramanlık hikayesi.
									",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
","
","
","
",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
											This is the power of the golden hour,
											which can reframe the trauma
and establish a new narrative.
											But Omar is only one
out of more than 350,000 children
											without the proper mental health support
in this crisis alone.
											Three hundred and fifty
thousand children and me.
									","
											Este es el poder de la hora de oro,
											que puede replantear el trauma
y establecer una nueva narrativa.
											Pero Omar es solo uno
de más de 350 000 niños
											sin el apoyo de salud mental adecuado
en esta crisis solamente.
											Trescientos cincuenta mil niños y yo.
									","
											Das ist die Macht der goldenen Stunde,
											in der ein Trauma mit einer neuen
Geschichte umgedeutet werden kann.
											Allerdings ist Omar nur
eines von mehr als 350.000 Kindern
											ohne sachgerechte psychiatrische
Betreuung in dieser Krise.
											Dreihundertfünfzigtausend Kinder und ich.
									","
											Her şey travmayı yeniden 
çerçevelendirdiğim
											ve yeni bir hikaye yarattığım 
o doğru zamanın gücüne bağlı.
											Omar sadece bu buhranda 
tek başına düzgün bir psikolojik
											destek alamayan 350.000 çocuk 
arasından sıyrılmayı başardı.
											Üç yüz elli bin çocuk ve ben.
									",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
","
","
","
",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
											We need mental health professionals
											to join rescue teams
during times of active crisis.
											This is why my wife and I and friends
co-founded ""Humanity Crew.""
											One of the few aid
organizations in the world
											that specializes in providing
psychosocial aid
											and first-response
mental health interventions
											to refugees and displaced populations.
											To provide them
with a suitable intervention,
											we create the four-step approach,
a psychosocial work plan
											that follows the refugees
on each step of their journey.
											Starting inside the sea,
on the rescue boats,
											as mental health lifeguards.
											Later in the camps, hospitals
and through our online clinic
											that breaks down borders
and overcomes languages.
											And ending in the asylum countries,
helping them integrate.
									","
											Necesitamos profesionales de salud mental
											que se sumen a los equipos de rescate
durante tiempos de crisis activa.
											Por eso, junto con mi esposa y amigos
cofundamos ""Humanity Crew"".
											Una de las pocas organizaciones
de ayuda en el mundo
											que se especializa en dar ayuda psicosocial
											e intervenciones tempranas de salud mental
											a refugiados y poblaciones desplazadas.
											Para brindarles una intervención adecuada,
											creamos el enfoque de los cuatro pasos,
un plan de trabajo psicosocial
											que sigue a los refugiados
en cada paso de su viaje.
											Comenzando en el mar,
en los botes de rescate,
											como salvavidas de salud mental.
											Luego en los campamentos, los hospitales,
											y a través de nuestra clínica en línea
que rompe fronteras y supera los idiomas.
											Y terminando en los países de asilo,
ayudándoles a integrarse.
									","
											Wir brauchen psychiatrische Fachkräfte,
											die Rettungskräfte
während aktiver Krisen begleiten.
											Darum haben meine Frau, ich und Freunde
die ""Humanity Crew"" gegründet.
											Eine der wenigen
Hilfsorganisationen weltweit,
											speziell für die Bereitstellung
von psychosozialer Hilfe
											und von erster Hilfe bei
psychischen Verletzungen
											für Flüchtlinge und vertriebene
Bevölkerungsgruppen.
											Um geeignete Maßnahmen zu ergreifen
entwickelten wir den Vier-Schritte-Ansatz,
											einen psychosozialer Arbeitsplan, der
Flüchtlingen über Ihre ganze Reise folgt.
											Auf See fängt es an,
auf den Rettungsbooten,
											als psychiatrische Rettungsschwimmer.
											Später in den Lagern, Krankenhäuser 
und über unsere Online-Klinik,
											die Landesgrenzen und
Sprachbarrieren überwindet.
											Es endet in den Zielländern,
wo Hilfe zur Integration geleistet wird.
									","
											Bizim ihtiyacımız olan bu kriz anlarında
											kurtarma ekiplerine katılacak 
ruh sağlığı uzmanları.
											Bu yüzden ben, karım ve dostlarım
Ademiyyet Takım'ını kurduk.
											Dünyada mültecilere ve yurtsuzlara
											psikolojik desteği ve akıl sağlığına
											ilk müdahaleyi sağlamada uzmanlaşmış
											az sayıdaki yardım kuruluşundan biri.
											Onlara uygun bir müdahalede 
bulunabilmek için
											yolculuklarının her adımında 
mültecileri takip edecek dört aşamalı
											bir psikososyal çalışma planı oluşturduk.
											Deniz ortasındaki kurtarma
botlarından başlıyoruz,
											tıpkı bir ruh sağlığı 
cankurtaranları gibi.
											Sınırları aşan ve
dil sorunuyla başa çıkan
											kamp, hastane ve online 
kliniklerimizde devam ediyoruz.
											Entegre olmalarına yardım ederek,
iltica ülkelerinde son buluyoruz.
									",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
","
","
","
",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
											Since our first mission in 2015,
											""Humanity Crew"" had 194 delegations
											of qualified, trained
volunteers and therapists.
											We have provided 26,000 hours
of mental health support
											to over 10,000 refugees.
											We can all do something
to prevent this mental health catastrophe.
											We need to acknowledge that first aid
is not just needed for the body,
											but it has also to include
the mind, the soul.
											The impact on the soul is hardly visible,
											but the damage can be there for life.
									","
											Desde nuestra primera misión en 2015,
											""Humanity Crew"" tuvo 194 delegaciones
											de voluntarios y terapeutas 
cualificados y entrenados.
											Hemos provisto 26 000 horas
de apoyo de salud mental
											a más de 10 000 refugiados.
											Todos podemos hacer algo para prevenir 
esta catástrofe de salud mental.
											Debemos reconocer que no solo el cuerpo
necesita primeros auxilios,
											sino que también lo necesitan
la mente y el alma.
											El impacto en el alma es apenas visible,
											pero el daño puede estar allí de por vida.
									","
											Seit unserer ersten Mission in 2015
											entsandte ""Humanity Crew"" 194 Delegationen
											von qualifizierten, ausgebildeten
Freiwilligen und Therapeuten.
											Wir haben 26.000 Stunden
psychiatrischer Hilfe geleistet,
											für mehr als 10.000 Flüchtlinge.
											Wir alle können etwas tun, um diese
seelische Katastrophe zu vermeiden.
											Wir müssen erkennen, dass Erste Hilfe 
nicht nur für den Körper notwendig ist,
											sondern auch für den Geist, die Seele.
											Die Auswirkungen auf
die Seele sind kaum sichtbar,
											können aber ein Leben lang
Schaden anrichten.
									","
											2015'teki ilk görevimizden bu yana,
											""Ademiyyet Takımı""nın 
uzman, eğitimli gönüllü
											ve terapistlerden oluşan 
194 delegasyonu vardı.
											10.000'den fazla mülteciye
26.000 saat süren
											ruh sağlığı desteğinde bulunduk.
											Yapabildiğimiz tek şey
bu facianın önüne geçmek.
											Bilmemiz gereken ise ilk yardımın
sadece vücut için değil
											aynı zamanda zihin
ve ruh için de gerekli olduğu.
											Ruh üzerindeki etkisini görmek
neredeyse imkansızdır,
											ama hasarı bir ömre mal olabilir.
									",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
","
","
","
",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
											Let's not forget that what
distinguishes us humans from machines
											is the beautiful
and the delicate soul within us.
											Let's try harder to save more Omars.
									","
											No olvidemos que lo que nos distingue 
a los humanos de las máquinas
											es la hermosa y delicada alma
que tenemos dentro.
											Hagamos más por salvar a más Omares.
									","
											Lasst uns nicht vergessen, was uns
Menschen von Maschinen unterscheidet.
											Es ist die wunderschöne
und zarte Seele in uns.
											Wir müssen uns mehr anstrengen
um weitere Omars zu retten.
									","
											Bizi makinelerden ayıran şeyin 
ne olduğunu unutmayalım,
											içimizdeki o güzel ve hassas ruh.
											Daha nice Omarları 
kurtarmak için çalışalım.
									",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
","
","
","
",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
											Thank you.
									","
											Gracias.
									","
											Danke.
									","
											Teşekkürler.
									",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
","
","
","
",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Alkışlar)
									",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
","
","
","
",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
											(Cheers)
									","
											(Ovación)
									","
											(Jubel)
									","
											(Tezahürat)
									",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
","
","
","
",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Alkışlar)
									",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
"
","
","
","
",How we can bring mental health support to refugees,Essam Daod,5:26,"refugees,mental health,humanity,children,communication,community,compassion,emotions,empathy,global issues,education,war,society,social change,Syria,TED Fellows"
