en,es,fr,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","
","
",What we don't teach kids about sex,Sue Jaye Johnson,7:19,"TED Residency,sex,children,parenting,human body,teaching,humanity"
"
											For the past year,
											I've been interviewing men and women
about their relationship to sex
											and I've heard my story again and again.
											Girls who were told
they were too sensitive, too much.
											Boys who were taught to man up —
											""don't be so emotional.""
											I learned I was not alone in checking out.
											It was my daughter who reminded me
of how much I used to feel.
											We were at the beach.
											It was this rare day.
											I turned off my cell phone,
											put in the calendar,
""Day at the beach with the girls.""
											I laid our towels down
just out of reach of the surf
											and fell asleep.
											And when I woke up,
											I saw my daughter
drizzling sand on her arm like this,
											and I could feel that light tickle
of sand on her skin
											and I remembered my aunt brushing my hair.
											So I curled up next to her
											and I drizzled sand on her other arm
and then her legs.
											And then I said,
""Hey, you want me to bury you?""
											And her eyes got really big
and she was like, ""Yeah!""
											So we dug a hole
											and I covered her in sand and shells
											and drew this little mermaid tail.
											And then I took her home
and lathered her up in the shower
											and massaged her scalp
											and I dried her off in a towel.
											And I thought,
											""Ah. How many times had I done that —
											bathed her and dried her off —
											but had I ever stopped and paid attention
											to the sensations
that I was creating for her?""
											I'd been treating her
like she was on some assembly line
											of children needing to be fed
and put to bed.
											And I realized
											that when I dry my daughter off
in a towel tenderly the way a lover would,
											I'm teaching her
to expect that kind of touch.
											I'm teaching her in that moment
about intimacy.
											About how to love her body
and respect her body.
											I realized there are parts of the talk
that can't be conveyed in words.
									","
											A lo largo de este año,
											he entrevistado hombres y mujeres 
sobre su relación con el sexo
											y he escuchado mi historia
una y otra vez.
											A las chicas les dijeron que eran
demasiado sensibles, demasiado.
											A los chicos les enseñaron a ser hombres,
											""No seas tan emocional"".
											Me enteré de que no estaba
sola en la desconexión.
											Mi hija me recordó cuánto solía sentir.
											Estábamos en la playa.
											Fue un día raro.
											Apagué mi móvil,
											puse en el calendario,
""Día en la playa con las niñas"".
											Puse nuestras toallas justo fuera
del alcance de las olas
											y me quedé dormida.
											Y cuando me desperté,
											vi a mi hija esparciendo
arena sobre su brazo así
											y pude sentir ese leve cosquilleo
de arena en su piel
											y recordé a mi tía cepillándome
el cabello.
											Así que me acurruqué junto a ella
											y esparcí arena en su otro brazo
y luego en sus piernas.
											Y después dije, 
""Oye, ¿quieres que te entierre?""
											Y sus ojos se pusieron muy grandes
y dijo, ""¡Sí!""
											Así que cavamos un agujero
											y la cubrí con arena y conchas
											y dibujé una pequeña cola de sirena.
											Y luego la llevé a casa
y la enjaboné en la ducha
											y le di un masaje en el cuero cabelludo
											y la sequé con una toalla.
											Y pensé,
											""Ah. ¿Cuántas veces lo había hecho,
											bañarla y secarla,
											pero nunca me detuve a prestar atención
											a las sensaciones 
que estaba creando para ella?""
											La había estado tratando como 
si estuviera en una cadena de montaje
											de niños que necesitan 
ser alimentados y acostados.
											Y me di cuenta de que 
cuando al secar a mi hija
											con una toalla tiernamente 
como haría un amante,
											le estoy enseñando a esperar 
ese tipo de contacto.
											En ese momento, le estoy enseñando 
lo que es la intimidad.
											De cómo amar a su cuerpo 
y respetar su cuerpo.
											Reconocí que hay partes de ""la charla"" 
que no se pueden transmitir con palabras.
									","
											Toute l'année dernière,
											j'ai interviewé des hommes et femmes
sur leur relation avec le sexe
											et j'ai beaucoup entendu mon histoire.
											Des filles qui ont entendu
qu'elles étaient trop sensibles.
											Des garçons ayant appris à être durs —
											« ne sois pas si émotif ».
											J'ai appris que je n'étais pas seule
à m'être détachée.
											C'est ma fille qui m'a rappelé
comment je me sentais avant.
											Nous étions à la plage.
											C'était un jour rare.
											J'avais éteint mon portable,
											mis dans le calendrier
« jour à la plage avec les filles ».
											J'ai étalé nos serviettes
juste hors de portée des vagues
											et je me suis endormie.
											Quand je me suis réveillée,
											j'ai vu ma fille arrosant son bras
de sable comme ceci
											et je pouvais sentir le picotement
du sable sur sa peau
											et je me suis souvenue
de ma tante me brossant les cheveux.
											Je me suis pelotonnée auprès d'elle
											et j'ai arrosé son autre bras
et puis ses jambes de sable.
											Puis j'ai dit :
« Tu veux que je t'enterre ? »
											Elle a ouvert de grands yeux
et elle a dit : « Ouais ! »
											Nous avons creusé un trou,
											je l'ai couverte de sable et coquillages
											et ai dessiné cette queue de sirène.
											Je l'ai ramenée à la maison,
l'ai savonnée dans la douche,
											lui ai massé le cuir chevelu
											et l'ai séchée dans une serviette.
											Je me suis dit :
											« Combien de fois ai-je fait cela —
											lui donner un bain, la sécher —
											sans jamais marquer de pause
et prêter attention
											aux sensations que je créais pour elle ? »
											Je l'avais traitée mécaniquement,
											comme un enfant parmi d'autres
devant être nourris et mis au lit.
											Et j'ai réalisé
											que quand je sèche ma fille tendrement
dans une serviette, comme un amant,
											je lui apprends quoi attendre
de ce genre de toucher.
											Je lui apprends la notion d'intimité.
											Et comment aimer son corps
et respecter son corps.
											J'ai réalisé qu'un bout
de cette discussion
											ne peut être exprimé avec des mots.
									","
											Ao longo do último ano,
											entrevistei homens e mulheres 
acerca da sua relação com o sexo
											e ouvi a minha história vezes sem conta.
											Raparigas que ouviam 
que eram demasiado sensíveis.
											Rapazes que foram ensinados a ser homens:
""não sejas tão sentimental"".
											Eu aprendi que não fui a única
a desligar-me de tudo.
											Foi a minha filha que me fez relembrar 
o quanto eu costumava sentir.
											Nós estávamos na praia.
											Era um daqueles dias raros.
											Eu desliguei o meu telemóvel,
											coloquei no calendário, 
""Dia na praia com as miúdas"".
											Estendi as toalhas, 
fora do alcance das ondas do ""surf""
											e adormeci.
											Quando acordei,
											vi a minha filha a deitar 
areia no braço dela, assim,
											e eu consegui sentir 
as cócegas suaves da areia na pele dela
											e recordei a minha tia 
a escovar o meu cabelo.
											Então, sentei-me ao lado dela
											e deitei areia no seu outro braço 
e depois nas pernas.
											E depois disse:
""Ei, queres que eu te enterre?""
											Os olhos dela arregalaram-se
e ela exclamou: ""Sim!""
											Então cavámos um buraco
											e eu cobri-a com areia e conchas
											e desenhei uma pequena cauda de sereia.
											Depois levei-a para casa
e ensaboei-a no chuveiro,
											massajei-lhe o couro cabeludo
											e sequei-a com uma toalha.
											E eu pensei:
											""Ah, quantas vezes é que eu fiz isto,
											""dar-lhe banho e secá-la,
											""mas nunca parei para prestar atenção
											""às sensações que lhe estava a criar?""
											Tratei-a como se ela estivesse
numa linha de produção de crianças,
											a precisarem de ser alimentadas
e metidas na cama.
											Apercebi-me que, ao secar a minha filha 
com uma toalha, de forma carinhosa,
											do mesmo modo que um namorado faria,
											que a estou a ensinar 
a esperar esse tipo de toque.
											Nesse momento, eu estou 
a ensiná-la acerca da intimidade.
											E sobre como amar 
e respeitar o seu próprio corpo.
											Apercebi-me que partes da ""conversa""
não se podem transmitir em palavras.
									","
											Geçen yıl boyunca,
											erkekler ve kadınların seks ilişkileri
ile ilgili röportajlar yaptım
											ve hikâyemi tekrar tekrar dinledim.
											Çok hassas olduğu söylenen kızlar,
											Erkek gibi davran denen çocuklar—
											''bu kadar duygusal olma.''
											Uzaklaşanın tek ben olmadığımı öğrendim.
											Eskiden nasıl hissettiğimi 
bana kızım hatırlattı.
											Sahildeydik.
											O nadir günlerden biriydi.
											Telefonumu kapattım,
											takvime not düştüm
''Kızlarla sahilde bir gün.''
											Havlularımızı sörf alanının
dışına serdim
											ve uyuyakaldım.
											Ve uyandığımda,
											kızımı, kumu koluna böyle
serpiştirirken gördüm
											ve kumun o hafif hissini
onun teninde hissedebiliyordum
											ve halamın saçımı taradığını hatırladım.
											Sonra yanına sokuldum
											ve kumu diğer koluna ve 
bacaklarına serpiştirdim.
											Ardından dedim ki ,
''Hey, seni gömmemi ister misin?''
											Hemen gözleri büyüdü ve
dedi ki ''Evet!''
											Sonra bir çukur kazdık
											ve onu kumla ve kabuklarla kapladım
											küçükte bir denizkızı kuyruğu çizdim.
											Ardından onu eve götürüp
suyun altında iyice sabunladım
											ve kafasına masaj yaptım
											sonra bir havluyla kuruladım.
											Ve şöyle düşündüm,
											''Bunu kaç defa yaptım—
											onu yıkadım ve kuruladım—
											peki hiç durup dikkat ettim mi
											onda yarattığım bu duygulara?
											Ona sanki doyurulmaya ve beslemeye
muhtaç çocuklar
											sırasındaymış gibi davranıyordum.
											Ve farkettim
											kızımı bir havluyla nazikçe sanki bir
sevgilinin yapacağı gibi kurularken,
											ona bu dokunuşu beklemeyi
öğretiyorum.
											O anda ona samimiyeti öğretiyorum.
											Bedenini nasıl seveceğini ve saygı
duyacağını.
											Bazı söze dökülemeyecek konuşmalar
olduğunu farkettim.
									","
											Im vergangenen Jahr
											befragte ich Männer und Frauen
zu ihrer Beziehung zu Sex
											und ich hörte meine Geschichte
wieder und wieder.
											Mädchen, denen gesagt wurde,
											sie wären zu sensibel.
											Jungs, denen gesagt wurde,
											sie müssten männlich sein.
											""Sei nicht so emotional""
											Ich lernte,
											dass ich beim Ausklinken 
nicht alleine war.
											Meine Tochter erinnerte mich daran,
											wie viel ich einst spüren konnte.
											Wir waren am Strand.
											Es war dieser seltene Tag.
											Ich schaltete mein Handy aus,
											schrieb in den Kalender
""Strandtag mit den Mädels"".
											Ich legte unsere Handtücher hin,
											gerade weit genug von der Brandung
											und schlief ein.
											Als ich aufwachte,
											sah ich meine Tochter Sand 
auf ihren Arm rieseln.
											Ich fühlte das leichte Kribbeln 
von Sand auf ihrer Haut
											und ich erinnerte mich an meine Tante,
											wie sie meine Haare bürstete.
											Also legte ich mich neben sie
											und rieselte Sand auf ihren anderen Arm 
und dann auf ihre Beine.
											Dann sagte ich: ""Hey, willst du, 
dass ich dich eingrabe?""
											Ihre Augen wurden richtig groß 
und sie sagte: ""Ja!""
											Also gruben wir ein Loch,
											und ich hüllte sie in Sand und Muscheln
											und malte diesen kleinen 
Meerjungfrauenschwanz.
											Dann fuhren wir nach Hause
											und ich schäumte sie in der Dusche ein
											und massierte ihren Kopf
											und trocknete sie in einem Handtuch ab.
											Und ich dachte:
											""Ah. Wie oft habe ich das schon gemacht —
											sie gebadet und abgetrocknet —
											aber habe ich jemals inne gehalten
											und darauf geachtet,
											welche Gefühle ich damit in ihr auslöse?""
											Ich behandelte sie,
											als sei sie auf einer Art Fließband
											für Kinder, die gefüttert
											und ins Bett gebracht werden mussten.
											Ich realisierte,
dass wenn ich meine Tochter
											zärtlich in einem Handtuch abtrockne,
wie ein Liebhaber es tun würde,
											dann bringe ich ihr bei,
											diese Art von Berührung zu erwarten.
											In diesem Moment
bringe ich ihr Intimität bei.
											Und wie sie ihren Körper
liebt und respektiert.
											Ich realisierte, dass einige Teile von Sex
											nicht in Worten ausgedrückt werden können.
									",What we don't teach kids about sex,Sue Jaye Johnson,7:19,"TED Residency,sex,children,parenting,human body,teaching,humanity"
"
","
","
","
","
","
",What we don't teach kids about sex,Sue Jaye Johnson,7:19,"TED Residency,sex,children,parenting,human body,teaching,humanity"
"
											In her book, ""Girls and Sex,""
											writer Peggy Orenstein finds
											that young women are focusing
on their partner's pleasure,
											not their own.
											This is something I'm going to talk about
with my girls when they're older,
											but for now, I look for ways to help them
identify what gives them pleasure
											and to practice articulating that.
											""Rub my back,"" my daughter says
when I tuck her in.
											And I say, ""OK, how do you want me
to rub your back?""
											""I don't know,"" she says.
											So I pause, waiting for her directions.
											Finally she says,
""OK, up and to the right,
											like you're tickling me.""
											I run my fingertips up her spine.
											""What else?"" I ask.
											""Over to the left, a little harder now.""
									","
											En su libro, ""Las chicas y el sexo"",
											la escritora Peggy Orenstein
											descubre que las jóvenes se están 
centrando en el placer de su pareja,
											no en el de ellas.
											Esto es algo de lo que voy a hablar
con mis hijas cuando sean mayores,
											pero por ahora, busco maneras de ayudarles
a identificar lo que les da placer
											y practicar articulando eso.
											""Masajea mi espalda"", 
dice mi hija cuando la meto en cama.
											Y yo le digo, ""Bien, ¿cómo quieres 
que te masajee la espalda?""
											""No lo sé"", dice ella.
											Entonces me detengo, 
esperando sus instrucciones.
											Finalmente ella dice,
""Bien, arriba y a la derecha,
											como si me hicieras cosquillas"".
											Corro mis dedos por su columna vertebral.
											""¿Qué más?"", pregunto.
											""Hacia la izquierda, 
un poco más fuerte ahora"".
									","
											Dans son livre « Les filles et le sexe »,
											l'écrivaine Peggy Orenstein constate
											que les jeunes femmes se concentrent
sur le plaisir de leur partenaire,
											pas le leur.
											Je vais parler de cela avec mes filles
quand elles seront plus âgées,
											mais maintenant, je cherche à les aider
à identifier ce qui leur donne du plaisir
											et à s'entraîner à articuler cela.
											« Masse-moi le dos »,
me dit ma fille quand je la borde.
											Je lui dis : « D'accord,
comment veux-tu que je te masse ? »
											« Je ne sais pas », dit-elle.
											Alors je marque une pause,
attendant ses instructions.
											Elle finit par dire : « En haut à droite
											comme si tu me chatouillais. »
											Mes doigts courent
sur sa colonne vertébrale.
											Je lui demande : « Quoi d'autre ? »
											« A gauche, un peu plus fort. »
									","
											No seu livro, ""Girls and Sex"",
											a escritora Peggy Orenstein descobriu
											que as mulheres jovens estão focadas 
no prazer do seu parceiro,
											e não no seu prazer.
											Isto é algo que abordarei com 
as minhas filhas quando chegar a idade
											mas, por agora, eu procuro ajudá-las 
a identificar o que lhes dá prazer
											e como expressar isso.
											""Esfrega-me as costas,""
diz a minha filha enquanto a aconchego.
											E eu digo: ""Ok, como queres
que te esfregue as tuas costas?""
											""Não sei,"" diz ela.
											Então eu paro, à espera 
das instruções dela.
											Finalmente diz:
""Para cima e para a direita,
											""como se estivesses a fazer cócegas.""
											Passo os dedos ao longo da sua coluna.
											""Mais o quê?"" pergunto.
											""Mais para a esquerda,
com mais força.""
									","
											Peggy Orenstein'ın ''Kızlar ve Seks''
											kitabında diyor ki,
											genç kadınlar partnerlerinin zevkine 
odaklanıyor,
											kendilerininkine değil.
											Bu kızlarım daha büyüdüklerinde onlar ile
konuşacağım bir şey
											ama şimdilik, onlara neyin zevk vereceğini
tanımlamanın yollarını arayacağım
											ve bunu ifade etmeye çalışacağım.
											''Sırtımı ov,'' diyor kızım onu 
yatağa yatırırken.
											Bende, ''Peki, nasıl ovmamı 
istersin?'' diye soruyorum.
											''Bilmiyorum,'' diyor.
											Bende durup, onun tarif etmesini
bekliyorum.
											Sonunda diyor ki, 
''Tamam, yukarı ve sağa
											gıdıklıyormuş gibi.''
											Parmak uçlarımı omuriliğine tutup,
											''Başka?'' diye soruyorum.
											''Sola doğru ve şimdi biraz daha sert .''
									","
											In ihrem Buch ""Girls and Sex""
											schreibt die Autorin Peggy Orenstein,
											dass junge Frauen sich auf das Vergnügen 
ihres Partners konzentrieren,
											nicht auf das eigene.
											Das ist etwas, worüber ich mal
											mit meinen Töchtern sprechen werde,
											aber jetzt suche ich nach Wegen,
											ihnen dabei zu helfen,
											zu identifizieren,
was ihnen Vergnügen bringt
											und dies umzusetzen und auszudrücken.
											""Kraule meine Rücken"" sagt meine Tochter,
											wenn ich sie ins Bett bringe.
											Und ich sage:
											""Okay, wie soll ich deinen 
Rücken kraulen?""
											""Ich weiß nicht"", sagt sie.
											Also warte ich auf ihre Anweisungen.
											Irgendwann sagt sie:
											""Okay, hoch und nach rechts,
											so, als würdest du mich kitzeln.""
											Ich führe meine Fingerspitzen
über ihre Wirbelsäule.
											""Was noch?"", frage ich.
											""Rüber nach links, jetzt etwas doller.""
									",What we don't teach kids about sex,Sue Jaye Johnson,7:19,"TED Residency,sex,children,parenting,human body,teaching,humanity"
"
","
","
","
","
","
",What we don't teach kids about sex,Sue Jaye Johnson,7:19,"TED Residency,sex,children,parenting,human body,teaching,humanity"
"
											We need to teach our children
how to articulate their sensations
											so they're familiar with them.
											I look for ways to play games
with my girls at home to do this.
											I scratch my fingernails
on my daughter's arm and say,
											""Give me one word to describe this.""
											""Violent,"" she says.
											I embrace her, hold her tight.
											""Protected,"" she tells me.
											I find opportunities
to tell them how I'm feeling,
											what I'm experiencing,
											so we have common language.
											Like right now,
											this tingling in my scalp down my spine
means I'm nervous and I'm excited.
									","
											Necesitamos enseñarles a nuestros niños
a articular sus sensaciones
											para que estén familiarizados con ellas.
											Busco maneras de jugar con 
mis chicas en casa para hacer esto.
											Me rasco las uñas en el brazo 
de mi hija y digo:
											""Dame una palabra para describir esto"".
											""Violento"", dice ella.
											La abracé, la abracé fuerte.
											""Protegida"", me dice.
											Encuentro oportunidades
para decirles cómo me siento,
											qué estoy experimentando,
											así podemos tener un lenguaje común.
											Como en este momento,
este hormigueo en mi cuero cabelludo
											hasta mi columna significa 
que estoy nerviosa y emocionada.
									","
											Nous devons apprendre à nos enfants
à articuler leurs sensations
											afin qu'ils les connaissent.
											Je cherche comment jouer à des jeux
avec mes filles à la maison pour cela.
											Je gratte avec mes ongles
le bras de ma fille et dit :
											« Un mot pour décrire ça. »
											« Violent », dit-elle.
											Je l'étreins, la serre fort.
											« Protégée », me dit-elle.
											Je trouve des opportunités
de leur dire comment je me sens,
											ce que j'éprouve,
											afin d'avoir un langage commun.
											Actuellement,
											ce picotement sur ma tête et ma colonne
veut dire que je suis nerveuse et excitée.
									","
											Precisamos de ensiná-los 
a expressar as suas sensações,
											para que se familiarizem com elas.
											Eu arranjo meios de fazer brincadeiras
											com as miúdas em casa, 
para fazer isso.
											Arranho o braço da minha filha
com as unhas e digo:
											""Uma palavra para descrever isto.""
											""Violento,"" diz ela.
											Eu abraço-a, apertando-a junto a mim.
											""Protegida,"" diz-me ela.
											Eu encontro oportunidades
para lhes dizer como me sinto,
											o que estou a passar,
para termos uma linguagem comum
											Como agora mesmo,
											o formigueiro que percorre a minha coluna
											significa que estou nervosa 
e entusiasmada.
									","
											Çocuklarımıza hislerini nasıl ifade
edeceğini öğretmeliyiz ki
											onlara aşina olabilsinler.
											Çocuklarımla oyunlar oynamanın yolunu
arıyorum bunu yapabilmek için.
											Tırnaklarımı kızımın koluna 
böyle tutup diyorum ki,
											''Bunu tek bir kelimeyle tanımla.''
											''Şiddet,'' diyor.
											Ona sıkıca sarılıyorum.
											''Korunmuş,''diyor.
											Onlara nasıl hissettiğimi anlatacak
fırsatlar buluyorum,
											ne tecrübe ettiğimi,
											ki ortak bir dilimiz olsun.
											Tıpkı şimdiki gibi,
											kafamdan omuriliğime kadar olan
karıncalanma gergin ve heyecanlıyım demek.
									","
											Wir müssen unseren Kindern beibringen,
											ihre Empfindungen zu artikulieren,
											sodass sie mit ihnen vertraut sind.
											Ich suche nach Wegen,
											um dies spielerisch mit 
meinen Töchtern zu tun.
											Ich kratze mit meinen Fingernägeln
über ihren Arm und sage:
											""Gib mir ein Wort, um das zu beschreiben.""
											""Brutal"", sagt sie.
											Ich umarme sie, halte sie ganz fest.
											""Beschützt"", erzählt sie mir.
											Ich finde Gelegenheiten,
um ihnen zu sagen, wie ich mich fühle,
											was ich empfinde,
											sodass wir eine gemeinsame Sprache haben.
											Genau wie jetzt,
											dieses Kribbeln von meinem Kopf
zu meiner Wirbelsäule bedeutet,
											dass ich nervös und aufgeregt bin.
									",What we don't teach kids about sex,Sue Jaye Johnson,7:19,"TED Residency,sex,children,parenting,human body,teaching,humanity"
"
","
","
","
","
","
",What we don't teach kids about sex,Sue Jaye Johnson,7:19,"TED Residency,sex,children,parenting,human body,teaching,humanity"
"
											You are likely experiencing sensations
in response to me.
											The language I'm using,
											the ideas I'm sharing.
											And our tendency
is to judge these reactions
											and sort them into a hierarchy:
											better or worse,
											and then seek or avoid them.
											And that's because we live
in this binary culture
											and we're taught from a very young age
to sort the world into good and bad.
											""Did you like that book?""
											""Did you have a good day?""
											How about, ""What did you
notice about that story?""
											""Tell me a moment about your day.
											What did you learn?""
											Let's teach our children to stay open
and curious about their experiences,
											like a traveler in a foreign land.
											And that way they can stay with sensation
without checking out —
											even the heightened
and challenging ones —
											the way I did,
											the way so many of us have.
									","
											Es probable que estén experimentando 
sensaciones en respuesta a mí.
											El lenguaje que estoy usando,
											las ideas que estoy compartiendo,
											y nuestra tendencia es a juzgar
estas reacciones
											y ordenarlas en una jerarquía
											mejor o peor,
											y después buscarlas o evitarlas.
											Y eso y porque vivimos 
en una cultura binaria
											y nos enseñan desde pequeños
a ordenar el mundo en bueno y malo.
											""¿Te gustó ese libro?""
											""¿Tuviste un buen día?""
											¿Y si preguntamos, ""qué notaste 
en esa historia""?
											""Cuéntame de un momento en tu día"".
											""¿Qué aprendiste?""
											Enseñemos a nuestros hijos a mantenerse 
abiertos y curiosos sobre sus experiencias
											como un viajero en una tierra extranjera.
											Y así pueden quedarse con una sensación
sin desconectarse,
											incluso las sensaciones elevadas 
y difíciles,
											como hice yo,
											como muchos de nosotros hemos hecho.
									","
											Vous ressentez probablement des sensations
en réaction à ce que je dis.
											Le langage que j'utilise,
											les idées que je partage.
											Votre tendance est de juger ces réactions
											et de les hiérarchiser :
											mieux ou pire,
											puis de les chercher ou les éviter.
											C'est parce que nous vivons
dans une culture binaire
											et apprenons dès un très jeune âge
à catégoriser le monde en bon ou mauvais.
											« Aimes-tu ce livre ? »
											« As-tu passé une bonne journée ? »
											Qu'en est-il de : « Qu'as-tu remarqué
dans cette histoire ? »
											« Parle-moi d'un moment de ta journée.
											Qu'as-tu appris ? »
											Apprenons à nos enfants à rester ouverts
et curieux quant à leurs expériences,
											comme un voyageur dans un pays étranger.
											Et qu'ils peuvent garder des sensations
sans détachement émotionnel —
											même les sensations
intenses et difficiles —
											comme je l'ai fait,
											comme tant de nous l'ont fait.
									","
											Vocês devem estar a experimentar
sensações em resposta a mim.
											à linguagem que eu uso,
											às ideias que eu partilho.
											E a nossa tendência é julgar estas reações
											e organizá-las hierarquicamente,
											melhores ou piores,
											e depois procurá-las ou evitá-las.
											Isso acontece por vivermos
numa cultura binária
											e por sermos ensinados, desde pequenos, 
a classificar o mundo em bom e mau.
											""Gostaste desse livro?""
											""Tiveste um bom dia?""
											E se for: ""O que notaste 
acerca dessa história?""
											""Conta-me um momento sobre o teu dia.
											""O que é que aprendeste?""
											Vamos ensinar-lhes a permanecer abertas 
e curiosas sobre as suas experiências,
											como um viajante numa terra estrangeira.
											Desta forma, eles podem permanecer 
com as sensações sem se desligarem,
											mesmo as mais intensas e desafiadoras,
											como eu fiz,
											como muitos de nós fizemos.
									","
											Sizde benimkine karşılık hisler
hissediyor olabilirsiniz.
											Kullandığım bu dil,
											paylaştığım bu fikirler.
											Ve bu reaksiyonları 
yargılama eğilimimiz
											ve onları hiyerarşiye sokmamız:
											iyi yada kötü
											ve sonra onları aramamız
ya da onlardan kaçınmamız.
											Bunun nedeni ise içinde yaşadığımız 
bu ikicilik kültürü
											küçük yaştan itibaren bize dünyayı iyi 
ve kötü diye gruplandırmak öğretiliyor.
											''Kitabı beğendin mi?''
											''Günün iyi miydi?''
											Peki ya ''Hikâyede ne dikkatini çekti?''
											''Gününden bir an paylaş benimle.
											Ne öğrendin?''
											Hadi çocuklarımıza tecrübeleri hakkında
açık ve meraklı olmayı öğretelim,
											yabancı topraklardaki bir gezgin gibi.
											Ve böylece uzaklaşmadan hisleriyle
kalabilirler—
											yüksek ve zorlu olanlarla bile—
											benim yaptığım gibi,
											çoğumuzun yaptığı gibi.
									","
											Ihr erlebt gerade bestimmt ebenfalls 
Gefühle mir gegenüber.
											Die Sprache, die ich benutze,
											die Ideen, die ich teile,
											und unsere Tendenz ist es,
											diese Reaktionen zu beurteilen
											und sie in eine Hierarchie einzuordnen,
											mehr oder weniger,
											und dann nach ihnen zu streben
											oder ihnen auszuweichen.
											Das liegt an unserer binären Kultur,
											und dass wir schon
ab einem sehr jungen Alter lernen,
											die Welt in Gut und Böse zu teilen.
											""Hat dir dieses Buch gefallen?""
											""Hattest du einen schönen Tag?""
											Wie wär's mit: ""Was ist dir an
											der Geschichte aufgefallen?""
											""Erzähle mir von deinem Tag.
											Was hast du gelernt?""
											Lasst uns unseren Kindern beibringen,
											offen und neugierig zu bleiben,
											wie ein Reisender in einem fremden Land.
											So können sie ihr Empfinden bewahren
und sich nicht ausklinken —
											sogar mit den schwierigen Gefühlen,
											so wie ich es tat,
											so wie viele von uns es taten.
									",What we don't teach kids about sex,Sue Jaye Johnson,7:19,"TED Residency,sex,children,parenting,human body,teaching,humanity"
"
","
","
","
","
","
",What we don't teach kids about sex,Sue Jaye Johnson,7:19,"TED Residency,sex,children,parenting,human body,teaching,humanity"
"
											This sense education,
											this is education I want for my daughters.
											Sense education is what I needed as girl.
											It's what I hope for all of our children.
											This awareness of sensation,
											it's where we began as children.
											It's what we can learn from our children
											and it's what we can
in turn remind our children
											as they come of age.
									","
											Esta educación de los sentidos,
											esta es la educación 
que quiero para mis hijas.
											La educación de los sentidos
que me hacía falta de niña.
											Es lo que espero para todos 
nuestros hijos.
											Esta conciencia de la sensación,
											es donde empezamos de niños.
											Es lo que podemos aprender
de nuestros hijos
											y lo que podemos recordar a nuestros hijos
											mientras maduran.
									","
											Cette éducation des sens,
											c'est l'éducation que je veux
pour mes filles.
											L'éducation des sens est ce dont,
enfant, j'avais besoin.
											C'est mon espoir pour tous nos enfants.
											Cette conscience des sensations,
											c'est là où nous avons tous
commencé en tant qu'enfants.
											C'est ce que nous pouvons
apprendre de nos enfants
											et ce que nous pouvons
rappeler à nos enfants
											pendant qu'ils grandissent.
									","
											Uma educação sensorial
											é a educação que quero
para as minhas filhas.
											A educação sensorial era 
o que eu precisava enquanto garota.
											É o que espero para todas
as nossas crianças.
											Esta consciencialização da sensação
											é por onde nós começámos em crianças.
											É o que podemos aprender 
com os nossos filhos
											e é o que devemos 
relembrar aos nossos filhos
											quando atingirem a maturidade.
									","
											Bu his eğitimi,
											bu kızlarım için istediğim eğitim.
											His eğitimi küçükken ihtiyacım olandı.
											Bütün çocuklarımız için umduğum şey bu.
											Hissin farkındalığı,
											çocukken başladığımız yer.
											Çocuklarımızdan öğrenebileceğimiz 
bir şey bu
											ve yaşları geldiğinde onlara
											hatırlatabileceğimiz bir şey.
									","
											Diese Bildung der Sinne,
											diese Bildung möchte ich
für meine Töchter.
											Sinnesbildung ist,
was ich als Mädchen brauchte.
											Es ist das,
											was ich für unsere Kinder erhoffe.
											Dieses Empfindungsbewusstsein,
											es ist dort, wo wir als Kinder begannen,
											es ist das,
											was wir von unseren Kindern lernen können,
											und es ist das,
											woran wir unsere Kinder erinnern können,
											wenn sie älter werden.
									",What we don't teach kids about sex,Sue Jaye Johnson,7:19,"TED Residency,sex,children,parenting,human body,teaching,humanity"
"
","
","
","
","
","
",What we don't teach kids about sex,Sue Jaye Johnson,7:19,"TED Residency,sex,children,parenting,human body,teaching,humanity"
"
											Thank you.
									","
											Gracias.
									","
											Merci.
									","
											Obrigada.
									","
											Teşekkürler.
									","
											Danke.
									",What we don't teach kids about sex,Sue Jaye Johnson,7:19,"TED Residency,sex,children,parenting,human body,teaching,humanity"
"
","
","
","
","
","
",What we don't teach kids about sex,Sue Jaye Johnson,7:19,"TED Residency,sex,children,parenting,human body,teaching,humanity"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(Applaus)
									",What we don't teach kids about sex,Sue Jaye Johnson,7:19,"TED Residency,sex,children,parenting,human body,teaching,humanity"
"
","
","
","
","
","
",What we don't teach kids about sex,Sue Jaye Johnson,7:19,"TED Residency,sex,children,parenting,human body,teaching,humanity"
