en,tr,pt,title,speaker,duration,tags
"
											Question two:
											Should I date my boss?
											In almost all cases, no,
you should not date your boss,
											because now, you've got a power dynamic.
											When there's a relationship
between a boss and a subordinate,
											it generates a lot of negative feelings,
											and the negative feelings
tend to fall on the person
											who's lower on the totem pole.
											People usually assume
some kind of favoritism,
											some kind of inside knowledge,
											and there can be resentment
stirred up by that.
											There was a study published last year
											that suggested dating a superior can even
have a negative impact on your career.
											The researchers asked
third-party evaluators online
											to imagine that they worked at a law firm.
											They asked them to make recommendations
on which employee should get picked
											for a special training program
											and which should get promoted to partner.
											They looked at credentials
for imaginary employees,
											and when it was stated
that an employee had been dating
											or was in a relationship with a superior,
											the evaluators were less likely to pick
that person for the training program
											or the promotion,
											even if they had the exact
same credentials
											as someone who wasn't dating their boss.
											The evaluators were also quick
to dismiss their accomplishments.
									","
											Soru iki:
											Patronumla çıkmalı mıyım?
											Neredeyse tüm koşullarda hayır, 
çıkmamalısınız.
											Güç dinamiğine girmiş olursunuz.
											Patron ve çalışan arasında
bir ilişki olduğunda
											negatif hisler artıyor,
											bu hisler daha çok
											hiyerarşide altta olanı etkiliyor.
											İnsanlar çalışan kayırma olduğunu,
											içeriden bilgi sızdığını varsayarlar,
											bu da kızgınlığa yol açabilir.
											Geçen yıl yayınlanan çalışmaya göre
											üstünüzle çıkmak 
kariyerinizi olumsuz etkiliyor.
											Araştırmacılar,
internette değerlendiricilerden
											hukuk firmasında çalıştıklarını
düşünmelerini istemiş.
											Kendilerinden, özel bir
eğitim programına alınacak
											ve ortaklığa terfi edecek
											çalışan seçimi için tavsiye istenmiş.
											Hayali çalışanların 
özelliklerine bakmışlar,
											bir çalışanın üstüyle çıktığı
											ya da ilişkide olduğu söylendiği zaman
											değerlendiriciler bu kişileri 
eğitim programına ya da terfiye
											patronlarıyla çıkmayan
											diğer adaylarla aynı
özelliklerde olmalarına rağmen
											daha az seçmişler.
											Değerlendiriciler başarılarını da
daha çabuk göz ardı etmişler.
									","
											Questão dois:
											Devo namorar com o meu chefe?
											Em quase todos os casos, não,
não deves namorar com o teu chefe,
											porque, agora, existe
uma dinâmica de poder.
											Quando há uma relação
entre um chefe e um subordinado,
											geram-se muito sentimentos negativos,
											e os sentimentos negativos
tendem a cair
											na pessoa que está em posição inferior.
											As pessoas presumem
haver um certo favoritismo,
											uma espécie de informação privilegiada,
											que poderá levar
a um certo ressentimento.
											Um estudo publicado no ano passado
											sugeriu que namorar um superior
pode ter um impacto negativo na carreira.
											Os investigadores pediram
a avaliadores ""online""
											para imaginar que trabalhavam
num escritório de advogados.
											Pediram-lhes para recomendar
os funcionários que deviam ser escolhidos
											para um programa especial de formação
											e quais deviam ser promovidos a sócios.
											Eles viram as qualificações
dos funcionários imaginários
											e quando foi mencionado
que um funcionário tinha namorado
											ou estava numa relação com um superior,
											os avaliadores eram menos propensos
a escolher essa pessoa para a formação
											ou para a promoção,
											mesmo que tivessem
as mesmas qualificações
											do que alguém que não estivesse
a namorar com o seu chefe.
											Os avaliadores foram rápidos
a descartar as suas conquistas.
									",7 common questions about workplace romance,Amy Nicole Baker,5:54,"work,love,work-life balance,relationships,business"
"
","
","
",7 common questions about workplace romance,Amy Nicole Baker,5:54,"work,love,work-life balance,relationships,business"
"
											Question three:
											Can I date someone who reports to me?
											Still a big no.
											You may not feel like
you're really the boss, right?
											But you are, and there's
a power dynamic there
											that's simply not there for other couples.
											If you really believe there is a sincere,
honestly felt, personal connection
											that would be lasting and meaningful,
											one of you may need to move,
											and it shouldn't always be the person
who's lower in the company pecking order.
									","
											Soru üç:
											Altımda çalışan biriyle çıkmalı mıyım?
											Büyük bir hayır.
											Gerçekten patron olduğunuzu 
hissetmeyebilirsiniz, değil mi?
											Fakat öylesiniz ve diğer çiftlerde olmayan
											bir güç ilişkisi var.
											Bunun içten, dürüst,
anlamlı bir ilişki olduğunu,
											aranızda özel bir bağ
olduğunu düşünüyorsanız
											birinizin ayrılması gerekir.
											Bu kişi de her zaman hiyerarşinin
altındaki olmamalıdır.
									","
											Questão três:
											Posso namorar alguém que oriento?
											Da mesma forma, não.
											Até pode sentir que
não é o chefe, certo?
											Mas você é, e existe
uma dinâmica de poder
											que simplesmente não existe
com outros casais.
											Se acredita que existe, de facto,
uma ligação sincera, honesta e pessoal
											que seria duradoura e significativa,
											um de vocês pode precisar de se mudar,
											e nem sempre deve ser a pessoa
que está abaixo na hierarquia.
									",7 common questions about workplace romance,Amy Nicole Baker,5:54,"work,love,work-life balance,relationships,business"
"
","
","
",7 common questions about workplace romance,Amy Nicole Baker,5:54,"work,love,work-life balance,relationships,business"
"
											Question four:
											I've just started seeing a coworker.
											How do we handle things?
											I get this question a lot.
											""Are they dating? Are they not dating?""
											Don't keep it a secret.
											You don't have to make a big deal of it,
but secrecy tends to be corrosive.
											People tend to see workplace couples
as a coalition or a unit,
											so try to make it clear to your coworkers
that you're not the same person;
											you love each other,
but you are going to disagree.
									","
											Soru dört:
											İş arkadaşımla görüşmeye başladım.
											Nasıl yapacağız?
											Bu soru çok soruluyor.
											Çıkıyorlar mı? Çıkmıyorlar mı?
											Sır olarak tutmayın.
											Bunu olay haline getirmeyin, 
gizlilik yıpratıcı olabilir.
											İnsanlar işteki çiftleri 
koalisyon ya da bir bütün olarak görür,
											çalışma arkadaşlarınıza aynı 
kişi olmadığınızı belirtmeye çalışın;
											birbirinizi seviyorsunuz
ama aynı fikirde değilsiniz.
									","
											Questão quatro:
											Eu comecei a encontrar-me com um colega.
											Como lidamos com isto?
											Perguntam-me muitas vezes.
											""Eles estão a namorar? Ou não?""
											Não guardem segredo.
											Não precisam de fazer um grande alarido,
mas o segredo pode ser corrosivo.
											As pessoas tendem a ver os casais
no trabalho como uma coligação ou unidade,
											por isso, tentem tornar claro aos vossos
colegas que não são a mesma pessoa;
											amam-se um ao outro,
mas vão discordar.
									",7 common questions about workplace romance,Amy Nicole Baker,5:54,"work,love,work-life balance,relationships,business"
"
","
","
",7 common questions about workplace romance,Amy Nicole Baker,5:54,"work,love,work-life balance,relationships,business"
"
											Question five:
											Why are coworkers
often attracted to each other?
											Well, the obvious answer is people
tend to be attracted to each other
											the more time they spend together.
											But there's another ingredient
that has to be added:
											attraction tends to happen
											when there's work that demands
close collaboration.
											So imagine you have a big group project
with a tight deadline
											and you're working late nights
and brainstorming ideas.
											You look up, and across the table,
											one of your colleagues throws out
a really great idea.
											You may feel something,
and that's natural.
											We call this task interdependence.
											It's a ripe ground for attraction.
											The second reason why people at work
are attracted to each other
											is they may often be
similar to each other.
											There's two old adages:
											""Birds of a feather flock together.""
And ""Opposites attract.""
											Well, the psychological
research suggests ...
											birds of a feather flock together,
											and we like people who are like us.
									","
											Soru beş:
											Neden iş arkadaşları 
birbirlerinden hoşlanır?
											Bariz cevap, insanların 
çok zaman geçirdiği insanlardan
											daha fazla etkilendiği.
											Başka bir etken de
											işbirliği gerektiren durumların
											hoşlanmayı arttırması.
											Son tarihi yakın büyük bir
grup projeniz olduğunu düşünün.
											Geç vakte kadar çalışıp 
beyin fırtınası yapıyorsunuz.
											Masanın diğer tarafında
											güzel bir fikir ortaya atan
arkadaşınız var.
											Bir şeyler hissedersiniz, bu doğal.
											Buna iş dayanışması diyoruz.
											Etkilenmek için güzel bir ortam.
											İş yerindeki insanların birbirlerinden
hoşlanmasının ikinci sebebi ise
											genellikle birbirlerine benzemeleri.
											İki eski atasözü var:
											""Tencere yuvarlanmış kapağını bulmuş""
""Zıt kutuplar çeker""
											Psikolojik araştırmalar gösteriyor ki...
											tencere yuvarlanmış kapağını bulmuş,

											bizim gibi insanları severiz.
									","
											Questão cinco:
											Porque é que os colegas se sentem
frequentemente atraídos uns pelos outros?
											A resposta óbvia é que as pessoas
tendem a sentir atração umas pelas outras
											quanto mais tempo passarem juntas.
											Mas há outro ingrediente
que tem de ser adicionado:
											a atração tende a acontecer
											quando o trabalho requer
uma colaboração próxima.
											Imaginem que têm um grande projeto
de grupo com um prazo apertado
											e têm trabalho até tarde
e a discutir ideias.
											Tu olhas, e do outro lado da mesa,
											um dos teus colegas
dá uma excelente ideia.
											Podes sentir alguma coisa,
e é natural.
											Chamamos a isto
interdependência de tarefas.
											É um terreno fértil para a atração.
											A segunda razão pela qual
os colegas de trabalho são atraídos
											é que eles podem ser muitas vezes
semelhantes uns aos outros.
											Há dois ditados populares:
											""A amizade junta os iguais""
e ""Os opostos atraem-se"".
											Bem, a investigação psicológica sugere...
											""A amizade junta os iguais"",
											e nós gostamos de pessoas
que são como nós.
									",7 common questions about workplace romance,Amy Nicole Baker,5:54,"work,love,work-life balance,relationships,business"
"
","
","
",7 common questions about workplace romance,Amy Nicole Baker,5:54,"work,love,work-life balance,relationships,business"
"
											Question six:
											My coworkers are flirting.
											I'm annoyed. What do I do?
											Some researchers argue
that for people flirting at work,
											flirting is good and it boosts creativity.
											But my own research suggests
things are different
											for people who are watching
or who are subjected to the flirting.
											It can be awkward, right?
											Witnessing flirtation in the workplace
creates a sense of not knowing the rules,
											not knowing what's going on,
											or maybe seeing something
that you shouldn't be seeing.
											People who frequently witness
flirting at work —
											they actually report feeling
less satisfied in their jobs,
											and they feel less valued
by their company.
											They're more likely to give a negative
appraisal of the work environment,
											and they may even consider leaving.
											For women, this association
can be even stronger.
											This appears to be the case
											even when people report
not being bothered by the flirting.
											It's true even when they say
they enjoy it.
											So, a flirtatious environment
really could be toxic.
									","
											Soru altı:
											İş arkadaşlarım flört ediyor.
											Beni sinirlendiriyor, ne yapmalıyım?
											Bazı araştırmacılar iş yerinde flörtün,
											yaratıcılığı tetiklediğini ortaya atıyor.
											Benim araştırmalarım
kur yapan ya da kur yapılan insanlar için
											daha farklı bir sonuç gösteriyor.
											Tuhaf olurdu değil mi?
											İş yerinde flörte şahit olmak, 
kuralları bilmeme,
											ne olduğunu bilmeme
											ya da görmemeniz gereken 
bir şeyi görme hissi uyandırıyor.
											İş yerinde flörte şahit olan insanlar,
											işinde daha az tatmin olduklarını,
											daha az değer gördüklerini hissediyorlar.
											Çalışma ortamlarıyla ilgili 
negatif değerlendirmeler yapıyor,
											ayrılmayı düşünüyorlar.
											Kadınlarda bu bağ daha güçlü.
											İnsanlar flörtten rahatsız olmadıklarını
söyleseler bile
											durum böyle görünüyor.
											Eğlendiklerini söyleseler bile durum bu.
											Flört ortamı zehirli olabiliyor.
									","
											Questão seis:
											Os meus colegas estão a namoriscar.
											Estou aborrecido. 
O que devo fazer?
											Alguns investigadores dizem
que, para quem namorisca no trabalho,
											isso é bom e aumenta a criatividade.
											Mas a minha pesquisa sugere
que as coisas são diferentes
											para quem está a observar
ou que é sujeito ao namorisco.
											Pode ser estranho, certo?
											Testemunhar o namorisco no trabalho
cria uma sensação de não saber as regras,
											não saber o que se está a passar,
											ou talvez de ver algo
que não deveria estar a ver.
											As pessoas que frequentemente
testemunham o namorisco
											reportam que se sentem menos
satisfeitos com o seu trabalho,
											e sentem-se menos valorizados
pela empresa.
											São mais propensos a dar uma avaliação
negativa do ambiente de trabalho,
											e podem mesmo considerar demitir-se.
											Para as mulheres, esta associação
pode ser ainda mais forte.
											Parece ser este o caso
											mesmo quando reportam não se sentirem
incomodadas com o namorisco.
											Isto aplica-se mesmo quando dizem
que apreciam.
											Portanto, um ambiente de namorisco
pode ser mesmo tóxico.
									",7 common questions about workplace romance,Amy Nicole Baker,5:54,"work,love,work-life balance,relationships,business"
"
","
","
",7 common questions about workplace romance,Amy Nicole Baker,5:54,"work,love,work-life balance,relationships,business"
"
											Question seven:
											Do I need a policy
on workplace relationships?
											You certainly need a policy
on a sexual harassment,
											and I think most HR departments
recognize that.
											But for the kind of consensual
behavior we've been talking about,
											it's a little different.
											As much as people in HR
would love to wave a magic wand
											and say, ""Thou shall not
fall in love at work,""
											it's just not realistic.
											Emotional connection
and sexuality is who we are.
											I kind of want you
to flip the script a little bit.
											I encourage HR
to really think more broadly
											about their role in not necessarily
stamping out office romance,
											because I don't think that's realistic,
											but how do I help create
a workplace climate and culture
											where people feel respected
for their individual contributions,
											not for their appearance or their gender,
											or their personal relationships?
											So the larger question is,
											how do you make sure
people are valued and respected?
									","
											Soru yedi:
											İşyerinde ilişki için
bir politikaya ihtiyaç var mı?
											Cinsel taciz için kesinlikle var.
											Çoğu İK departmanı da bunun farkında.
											Karşılıklı rızanın olduğu durumda,
											biraz daha farklı.
											İK çalışanları sihirli bir değnekle
											""İş yerinde aşk yaşayamazsınız"" dese
											gerçekçi olmazdı.
											Duygusal bağ ve cinsellik bizi tanmlıyor.
											İşin diğer tarafından bakalım.
											İK'yi işyeri aşklarındaki 
rollerinden ziyade
											-ki bunun gerçekçi olmadığını düşünüyorum-
											insanların kişisel katkılarından dolayı
											saygı gördükleri;
											cinsiyet, görünüş ya da 
ilişkilerinin konu edilmediği
											bir çalışma ortamı ve kültürü
yaratmaları için
											düşünmeye teşvik ediyorum.
											Büyük ve asıl soru,
											İnsanlara değer verilmesini
ve saygı duyulmasını nasıl sağlarsınız?
									","
											Questão sete:
											Preciso de uma política
de relações no trabalho?
											Certamente precisa
de uma política de assédio sexual
											e penso que todos os departamentos
de RH reconhecem isso.
											Mas para o tipo de comportamento
consensual que temos falado,
											é um pouco diferente.
											Por mais que as pessoas nos RH
adorassem usar uma varinha mágica
											e dizer: ""Não devereis 
apaixonar-vos no trabalho,""
											isso não é realista.
											A ligação emocional
e a sexualidade é o que nós somos.
											Eu até quero que façam o inesperado.
											Eu encorajo os RH a pensarem
de forma mais abrangente
											acerca do seu papel em — não forçosamente
suprimir o namoro no trabalho,
											porque não acho que isso seja realista —
											mas sim em como ajudar a criar
uma cultura e um clima de trabalho
											onde as pessoas se sintam respeitadas
pelas suas contribuições individuais,
											não pela sua aparência ou género,
											ou pelas suas relações pessoais.
											Portanto, a questão mais importante é:
											como assegurar que as pessoas
se sentem valorizadas e respeitadas?
									",7 common questions about workplace romance,Amy Nicole Baker,5:54,"work,love,work-life balance,relationships,business"
"
","
","
",7 common questions about workplace romance,Amy Nicole Baker,5:54,"work,love,work-life balance,relationships,business"
