en,fr,pt,tr,es,title,speaker,duration,tags
"
","
","
","
","
",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
											But I couldn't sit in St. Louis,
minutes away from Ferguson,
											and not go see.
											So I got off my ass to go check it out.
									","
											Mais je ne pouvais pas rester à St. Louis,
à quelques minutes de Ferguson,
											et ne pas aller voir.
											Alors j'y suis allé.
									","
											Mas eu não conseguiria ficar em St. Louis,
a minutos de distância de Ferguson,
											e não ir lá ver.
											Então levantei o rabo e fui lá ver.
									","
											Ancak, Ferguson'dan dakika mesafesindeki
St. Louis'te oturamadım
											ve görmeye gittim.
											Miskinliği bırakıp bakmaya gittim.
									","
											Pero no podía quedarme en St. Louis,
a solo unos minutos de Ferguson,
											y no ir a ver.
											Así que decidí ir a echarle un vistazo.
									",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
","
","
","
","
",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
											When I got out there,
											I found something surprising.
											I found anger; there was a lot of that.
											But what I found more of was love.
											People with love for themselves.
											Love for their community.
											And it was beautiful —
											until the police showed up.
											Then a new emotion was interjected
into the conversation:
											fear.
									","
											Quand je suis arrivé,
											j'ai découvert
quelque chose de surprenant.
											J'y ai découvert beaucoup de colère.
											Mais encore plus d'amour.
											Des gens avec de l'amour-propre.
											De l'amour pour leur communauté.
											Et c'était beau —
											jusqu'à ce que la police arrive.
											Alors, une nouvelle émotion a été
introduite dans la conversation :
											la peur.
									","
											Quando lá cheguei,
											encontrei algo surpreendente.
											Encontrei raiva; havia bastante disso.
											Mas o que mais encontrei foi amor.
											Pessoas com amor por elas próprias.
											Amor pela sua comunidade.
											E foi lindo,
											até a polícia aparecer.
											Depois, uma nova emoção
foi introduzida na conversa:
											medo.
									","
											Oraya gittiğimde,
											şaşırtıcı bir şey gördüm.
											Öfke; çok fazlaydı.
											Ancak daha fazla gördüğüm şey sevgiydi.
											Kendilerini seven insanlar.
											Toplumlarını seven insanlar.
											Çok güzeldi ama —
											polis gelinceye kadar.
											O zaman konuşmaya
yeni bir duygu dahil oldu:
											korku.
									","
											Cundo llegué allá,
											encontré algo sorprendente.
											Percibí enojo, mucho enojo.
											Pero lo que más encontré fue amor.
											Personas con amor a sí mismos.
											Amor por su comunidad.
											Y fue hermoso,
											hasta que llegó la policía.
											Entones intervino una nueva emoción
en la conversación:
											el miedo.
									",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
","
","
","
","
",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
											Now, I'm not going to lie;
											when I saw those armored vehicles,
											and all that gear
											and all those guns
											and all those police
											I was terrified —
											personally.
											And when I looked around that crowd,
											I saw a lot of people that had
the same thing going on.
											But I also saw people
with something else inside of them.
											That was courage.
											See, those people yelled,
											and they screamed,
											and they were not about
to back down from the police.
											They were past that point.
											And then I could feel
something in me changing,
											so I yelled and I screamed,
											and I noticed that everybody around me
was doing the same thing.
											And there was nothing like that feeling.
									","
											Je ne vais pas mentir,
											quand j'ai vu ces véhicules blindés,
											tous ces attirails,
											toutes ces armes
											et tous ces policiers,
											j'étais terrifié —
											personnellement.
											Quand j'ai regardé la foule,
											j'ai vu que beaucoup
ressentaient la même chose.
											Mais j'ai vu des gens
avec autre chose en eux.
											C'était du courage.
											Ces gens ont crié,
											ils ont hurlé
											et ils n'allaient pas reculer
face à la police.
											Cela était dépassé.
											J'ai pu sentir quelque chose
changer en moi,
											alors j'ai crié et hurlé
											et j'ai remarqué que tout le monde
autour de moi en faisait de même.
											Rien n'est comparable à ce sentiment.
									","
											Eu não vou mentir;
											quando eu vi aqueles veículos blindados,
											e todo aquele equipamento
e todas aqueles armas
											e aquela polícia toda
											eu estava apavorado,
pessoalmente.
											E quando olhei para aquela multidão,
											eu notei que muitos
tinham o mesmo sentimento.
											Mas eu também vi pessoas
com algo no seu interior.
											Era coragem.
											Essas pessoas gritavam e berravam,
											e não tinham intenção
de desistir face à polícia.
											Já tinham passado esse ponto.
											E eu conseguia sentir algo a mudar em mim.
											então eu gritei e berrei,
											e reparei que toda a gente à minha
volta estava a fazer a mesma coisa.
											Foi um sentimento único.
									","
											Şimdi yalan söylemeyeceğim;
											o zırhlı araçları gördüğümde,
											tüm o teçhizatı,
											tüm o silahları
											ve tüm o polisleri gördüğümde,
											dehşete düşmüştüm —
											şahsi olarak.
											Ve o kalabalığa baktığımda,
											aynı şeyleri hisseden 
çok insan olduğunu gördüm.
											Ama içlerinde başka bir şey olan
insanları da gördüm.
											Cesaret.
											O insanlar bağırdılar
											ve çığlık attılar
											ve polis yüzünden vazgeçecek 
değillerdi.
											O noktayı geçmişlerdi.
											O zaman içimde bir şeyin 
değiştiğini hissettim.
											Bu yüzden bağırdım ve çığlık attım,
											etrafımdaki herkesin de
aynı şeyi yaptığını fark ettim.
											O duygu gibi bir şey yoktu.
									","
											Ahora, no voy a mentir,
											cuando vi los vehículos blindados,
											y todo ese equipo,
											y todas esas armas,
											y todos esos efectivos,
											estaba aterrado,
											en lo personal.
											Y cuando miré a la multitud,
											vi a muchas personas
a las que les sucedía lo mismo.
											Pero también vi gente 
que tenía algo más en su interior.
											Y eso era valentía.
											Esas personas gritaban,
											y se desgañitaban,
											y no tenían intenciones
de retroceder ante la policía.
											Estaban más allá de ese punto.
											Y entonces sentí
que algo cambiaba en mí también,
											y comencé a gritar a voz en cuello
											y me di cuenta que todos a mi alrededor
estaban haciendo lo mismo.
											Y fue una sensación única.
									",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
","
","
","
","
",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
											So I decided I wanted
to do something more.
											I went home, I thought:
I'm an artist. I make shit.
											So I started making things
specific to the protest,
											things that would be weapons
in a spiritual war,
											things that would give people voice
											and things that would fortify them
for the road ahead.
									","
											J'ai décidé que je voulais faire plus.
											Je suis rentré, je me suis dit
que j'étais un artiste, je créais.
											Alors j'ai créé des choses
spécifiques à la manifestation,
											des armes dans une guerre spirituelle,
											donnant une voix aux gens
											et qui les fortifieraient
pour la suite du chemin.
									","
											Então decidi que queria fazer algo mais.
											Fui para casa e pensei:
""Eu sou um artista. Eu faço coisas"".
											Então comecei a fazer coisas
específicas para protestar,
											coisas que iriam ser armas
numa guerra espiritual,
											coisas que dariam às pessoas uma voz
											e coisas que as fortaleceriam
para seguir em frente.
									","
											Daha fazlasını yapmaya
karar verdim.
											Eve gittim, düşündüm ki:
Ben bir sanatçıyım. Ivır zıvır yaparım.
											Protesto için özgün bir şeyler
yapmaya başladım,
											ruhsal bir savaşta silah 
olabilecek şeyler,
											insanlara ses olabilecek şeyler
											ve önlerindeki yol için onları
güçlendirecek şeyler.
									","
											Así que decidí que quería hacer algo más.
											Fui a mi casa y pensé,
soy un artista, produzco material.
											Así que comencé a hacer cosas
especialmente para la protesta,
											cosas que fueran armas
en una guerra espiritual,
											cosas que le dieran una voz a la gente
											y que les dieran fortaleza
para enfrentar el camino por recorrer.
									",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
","
","
","
","
",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
											I did a project where I took pictures
of the hands of protesters
											and put them up and down
the boarded-up buildings
											and community shops.
											My goal was to raise awareness
and to raise the morale.
											And I think, for a minute at least,
											it did just that.
											Then I thought, I want to uplift
the stories of these people
											I was watching being
courageous in the moment.
											And myself and my friend,
											and filmmaker and partner Sabaah Folayan
											did just that with our documentary,
											""Whose Streets?""
									","
											J'ai réalisé un projet où j'ai pris
ces photos des mains des manifestants,
											les ai mises sur les bâtiments barricadés
											et les magasins communautaires.
											Mon objectif était d'alerter
l'opinion publique et remonter le moral.
											Je crois que, durant un instant,
											j'ai réussi.
											Puis j'ai voulu mettre en avant
l'histoire de ces gens
											qui étaient courageux dans l'instant.
											Moi et mon ami,
											le réalisateur Sabaah Folayan,
											avons fait cela dans notre documentaire
											« Des rues qui appartiennent à qui ? »
									","
											Fiz um projeto em que tirei fotografias
às mãos dos manifestantes
											e afixei-as nas fachadas
de todos os edifícios
											e nas lojas comunitárias.
											O meu objetivo era alertar
e levantar a moral.
											E penso que, pelo menos por instantes,
											consegui exatamente isso.
											Depois pensei: ""Quero divulgar
as histórias destas pessoas
											""que observei a ser
corajosas neste momento.
											Eu e uma amiga minha,
											a cineasta e sócia Sabaah Folayan
											fizemos isso mesmo
com o nosso documentário,
											""Whose Streets?"".
[As Ruas de Quem?]
									","
											Protestocuların ellerinin resimlerini
çektiğim bir proje yaptım
											ve onları tahtalarla kapatılmış
binalara ve
											dükkanlara yapıştırdım.
											Amacım farkındalığı ve 
morali artırmaktı.
											Ve sanırım, en azından bir dakika için,
											bunu yaptım.
											O zaman düşündüm ki, bu insanların
hikayelerini yüceltebilirim.
											Cesaretli olmayı izliyordum.
											Ve ben ve arkadaşım
											ve film yapımcısı ortak Sabaah Folayan
											bizim belgeselimizle bunu yaptık,
											ismi ""Kimin Sokakları?""
									","
											Hice un proyecto en el que tomé fotos
de las manos de los manifestantes
											y las puse por todos los recubrimientos
de los edificios
											y las tiendas en la comunidad.
											Mi meta era crear consciencia
y levantar la moral.
											Y creo que por lo menos por un momento,
											eso fue exactamente lo que hice.
											Luego pensé, quiero divulgar
las historias de estas personas
											en las que veía tanta valentía
en esos momentos.
											Y junto con mi amiga,
											cineasta y socia, Sabaah Folayan,
											eso fue exactamente lo que hicimos
con nuestro documental
											""Whose Streets?""
(¿De quién son las calles?)
									",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
","
","
","
","
",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
											I kind of became a conduit
											for all of this courage
that was given to me.
											And I think that's part
of our job as artists.
											I think we should be conveyors
of courage in the work that we do.
											And I think that we are the wall
between the normal folks
											and the people that use their power
to spread fear and hate,
											especially in times like these.
									","
											Je suis devenu un porte-parole
											de tout ce courage qui m'était donné.
											Je crois que c'est notre travail
en tant qu'artistes.
											Nous devrions véhiculer le courage
dans le travail que nous réalisons.
											Nous sommes le mur
séparant les gens normaux
											et les gens utilisant leur pouvoir
pour répandre la peur et la haine,
											en particulier dans de tels moments.
									","
											Tornei-me uma espécie de canal
											para toda esta coragem que me foi dada.
											E penso que isso faz parte
do nosso trabalho enquanto artistas.
											Penso que devíamos ser portadores 
da coragem no trabalho que fazemos.
											E penso que nós somos o muro
entre as pessoas comuns
											e as pessoas que usam o seu poder
para espalhar o medo e o ódio,
											especialmente em tempos como estes.
									","
											Bana verilen
											tüm bu cesaret için
bir çeşit kanal oldum.
											Ve bence bu sanatçılar olarak 
işimizin bir parçası.
											Bence yaptığımız işte cesaretin
aktarıcıları olmalıyız.
											Ve bence biz, normal insanlar ile,
											korku ve nefreti yaymak için güçlerini
kullanan insanlar arasındaki duvarız,
											özellikle de böyle zamanlarda.
									","
											Me transformé en una especie de conductor
											de toda esa valentía que me fue dada.
											Y creo que esa es una parte
de nuestra labor como artistas.
											Pienso que debemos comunicar valentía
a través del trabajo que hacemos.
											Y pienso que somos el muro
entre las personas normales
											y aquellos que usan su poder
para difundir el miedo y el odio,
											especialmente en tiempos como estos.
									",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
","
","
","
","
",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
											So I'm going to ask you.
											Y'all the movers and the shakers,
											you know, the thought leaders:
											What are you gonna do
											with the gifts that you've been given
											to break us from the fear
the binds us every day?
									","
											Je vais vous demander,
											vous tous les moteurs et agitateurs,
											les maîtres à penser :
											qu'allez-vous faire
											avec les dons que vous avez
											pour nous libérer de la peur
qui nous contraint chaque jour ?
									","
											Então vou perguntar-vos,
											a todos os que fazem as coisas acontecer:
											""Vocês, os líderes do pensamento,
											""sabem o que irão fazer
											""com as dádivas que receberam
											""para nos livrar do medo
que nos prende diariamente?
									","
											Size soracağım.
											Hepiniz yol gösterenlersiniz,
											düşünce liderlerisiniz:
											Bizi her gün saran korkudan
											bizi kurtarmak için,
											size verilen yeteneklerle ne yapacaksınız?
									","
											Así que les pregunto.
											A todos los activistas y agitadores,
											conocidos como líderes del pensamiento.
											¿Qué van a hacer
											con los dones que se les han dado
											para liberarnos del miedo
que nos ata cada día?
									",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
","
","
","
","
",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
											Because, see, I'm afraid every day.
											I can't remember a time when I wasn't.
											But once I figured out that fear
was not put in me to cripple me,
											it was there to protect me,
											and once I figured out
how to use that fear,
											I found my power.
									","
											Car j'ai peur chaque jour.
											Depuis aussi longtemps
que je m'en souvienne.
											Une fois que j'ai compris que la peur
n'était pas là pour me paralyser,
											elle était là pour me protéger,
											et que j'ai compris
comment utiliser cette peur,
											j'ai trouvé mon pouvoir.
									","
											Porque eu tenho medo todos os dias.
											Não me lembro dum tempo
em que não tivesse.
											Mas quando descobri que o
medo não estava lá para me paralisar,
											mas para me proteger,
											e quando descobri como usar esse medo,
											encontrei a minha força.
									","
											Çünkü her gün korkuyorum.
											Korkmadığım zamanı hatırlamıyorum.
											Ancak, korkunun bana
zarar vermek için değil,
											beni korumak için yerleştirildiğini
											ve o korkuyu nasıl kullanacağımı 
anladığımda,
											kendi gücümü buldum.
									","
											Porque, ¿saben?,
estoy atemorizado todos los días.
											No puedo recordar un momento
en el que no haya sido así.
											Pero cuando me di cuenta de que ese miedo
no estaba ahí para inmovilizarme,
											sino para protegerme,
											y cuando me di cuenta
de cómo usar ese miedo,
											encontré mi poder.
									",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
","
","
","
","
",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
											Thank you.
									","
											Merci.
									","
											Obrigado.
									","
											Teşekkürler.
									","
											Gracias.
									",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
","
","
","
","
",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Aplausos)
									",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
"
","
","
","
","
",Courage is contagious,Damon Davis,5:25,"activism,art,film,community,fear,inequality,protests,race,TED Fellows,social change"
