en,fr,es,tr,pt,title,speaker,duration,tags
"
","
","
","
","
",The myth of Hercules,Alex Gendler,7:42,"history,TED-Ed,culture,world cultures,death,war"
"
											The fourth mission was to capture 
the Erymanthian boar,
											which had ravaged many fields.

											Advised by the wise centaur Chiron,
											Hercules trapped it 
by chasing it into thick snow.
									","
											La quatrième mission fut de capturer
le sanglier d'Érymanthe,
											qui avait ravagé de nombreux champs.
											Sur les conseils du sage centaure Chiron,
											Hercule le prit au piège
en le chassant dans de la neige épaisse.
									","
											La cuarta misión fue capturar
al jabalí de Erimanto,
											que había asolado varios campos.
											Siguiendo el consejo 
del sabio centauro Quirón,
											Hércules lo atrapó al acorralarlo
en una zona cubierta de nieve.
									","
											Dördüncü görev birçok tarlayı harap etmiş
											Erymanthos Yabandomuzunu yakalamaktı.
											İnsan başlı at olan
Chiron'un tavsiyesi ile
											Herkül hayvanı kalın karın içine
kadar takip edip yakaladı.
									","
											A quarta missão foi capturar
o Javali de Erimanto
											que devastava muitos campos.
											Aconselhado pelo sábio centauro Quíron,
											Hércules encurralou-o,
perseguindo-o até à neve espessa.
									",The myth of Hercules,Alex Gendler,7:42,"history,TED-Ed,culture,world cultures,death,war"
"
","
","
","
","
",The myth of Hercules,Alex Gendler,7:42,"history,TED-Ed,culture,world cultures,death,war"
"
											For the fifth task, there were no animals,
just their leftovers.
											The stables where King Augeas 
kept his hundreds of divine cattle
											had not been maintained in ages.
											Hercules promised to clean them in one day
											if he could keep one-tenth 
of the livestock.
											Augeas expected the hero to fail.
											Instead, Hercules dug massive trenches,
											rerouting two nearby rivers to flow 
through the stables
											until they were spotless.
									","
											Pour la cinquième tâche, il n'y avait pas
d'animaux, mais seulement leurs restes.
											Les écuries où le roi Augias
gardait ses centaines de bœufs divins
											n'avaient pas été nettoyées
depuis bien longtemps.
											Hercule promit de les nettoyer en un jour,
											s'il pouvait garder un dixième du bétail.
											Augias s'attendait
à ce que le héros faillisse.
											Mais bien au contraire, Hercule
creusa d'énormes tranchées,
											détournant deux fleuves voisins
pour qu'ils coulent dans les écuries
											jusqu'à ce qu'elles soient impeccables.
									","
											En el quinto trabajo, no había 
animales, sino excremento.
											Los establos donde el rey Augías
criaba sus cientos de animales divinos

											no habían sido limpiados en años.
											Hércules prometió asearlos en un día
											a condición de quedarse 
con la décima parte del ganado.
											Augías estaba seguro 
de que el héroe fracasaría.
											Pero Hércules cavó enormes zanjas,
											desvió el curso de dos ríos cercanos
y los hizo fluir por los establos
											hasta dejarlos completamente limpios.
									","
											Beşinci görevde artık hayvanlar yoktu,
sadece geriye bıraktıkları vardı.
											Kral Augeas'ın yüzlerce ilahi sığırını
tuttuğu ahırlar
											çağlar boyunca temizlenmemişti.
											Herkül, eğer hayvanların
											onda birini alabilirse
bir günde temizleyeceğini söyledi.
											Augeas kahramanın vazgeçeceğini düşündü.
											Bunun yerine Herkül,
											yakınlardaki iki nehrin ahırlara akmasını
sağlayan büyük hendekler kazdı
											ve ahırlar tertemiz oldu.
									","
											Para a quinta tarefa, já não havia feras,
apenas os seus excrementos.
											Os estábulos onde o rei Áugias
mantinha centenas de bois divinos
											há anos que não eram limpos.
											Hércules prometeu limpá-los
num só dia
											se ficasse com um décimo do gado.
											Áugias esperava que o herói
não fosse conseguir.
											Mas Hércules escavou
grandes trincheiras,
											e desviou dois rios vizinhos
que correram por dentro dos estábulos
											até eles ficarem imaculados.
									",The myth of Hercules,Alex Gendler,7:42,"history,TED-Ed,culture,world cultures,death,war"
"
","
","
","
","
",The myth of Hercules,Alex Gendler,7:42,"history,TED-Ed,culture,world cultures,death,war"
"
											Next came three more beastly foes,
											each requiring 
a clever strategy to defeat.
											The carnivorous Stymphalian birds 
nested in an impenetrable swamp,
											but Hercules used Athena’s special rattle 
to frighten them into the air,
											at which point he shot them down.
											No mortal could stand before 
the Cretan bull’s mad rampage,
											but a chokehold 
from behind did the trick.
											And the mad King Diomedes,
											who had trained his horses 
to devour his guests,
											got a taste of his own medicine
											when Hercules wrestled him 
into his own stables.
											The ensuing feast calmed the beasts 
enough for Hercules to bind their mouths.
									","
											Puis vinrent trois ennemis 
plus terribles encore,
											nécessitant chacun une stratégie
intelligente pour être vaincu.
											Les oiseaux carnassiers du lac Stymphale
nichaient dans un marais impénétrable,
											mais Hercule utilisa les crotales d'Athéna
											pour les effrayer et les faire s'envoler :
											c'est alors qu'il les abattit.
											Aucun mortel ne pouvait faire face
à la fureur du taureau crétois,
											mais l'étouffer par derrière
fit l'affaire.
											Diomède, le roi fou
											qui avait entraîné ses juments 
à dévorer ses hôtes,
											goûta à son propre traitement
											lorsqu'Hercule le jeta
dans ses propres écuries.
											Le repas calma les bêtes
et Hercule put les dompter.
									","
											Luego tuvo que enfrentarse
a tres terribles bestias,
											que debían ser destruidas
con inteligentes estrategias.
											Las aves carnívoras del Estínfalo
anidaban en un pantano impenetrable,
											pero Hércules usó el cascabel 
de Atenea para ahuyentarlas,
											momento que aprovechó
para abatirlas en pleno vuelo.
											No había mortal capaz de hacer frente
											a los estragos causados
por el desquiciado toro de Creta,
											pero Hércules acabó con él
estrangulándolo por detrás.
											Y el loco rey Diomedes,
											que había adiestrado a sus yeguas
para devorar a sus huéspedes,
											probó de su propia medicina
											cuando Hércules lo arrojó a sus establos.
											Tal festín calmó a las bestias,
y Hércules las pudo amordazar.
									","
											Diğer üç görevde
canavar gibi rakipler vardı
											ve her birinin üstesinden gelmek için
zekice stratejiler lazımdı.
											Etçil Stymphalos Kuşları, içinden 
geçilmez bir ormana yuva yapmışlardı
											fakat Herkül Athena'nın özel çıngırağını
kuşların korkup havalanmaları
											ve sonra okla vurmak için kullandı.
											Hiçbir ölümlü Girit Boğası'nın
çılgın saldırısı karşısında duramazdı
											ama Herkül arkadan boğucu bir hile yaptı.
											Atlarını, misafirlerini tek çırpıda
											mahvetmek için yetiştiren kızgın
Kral Diomedes,
											Herkül ahırında onunla dövüştüğünde
											kendi ilacından tattı.
											Ziyafet, Herkül'ün ağızlarını kapatmasına
yetecek kadar hayvanları durdurdu.
									","
											A seguir, vieram mais três
inimigos brutais.
											Cada um deles exigiu uma estratégia
inteligente para serem derrotados.
											As aves carnívoras aninhavam-se
no impenetrável pântano Estínfalo,
											mas Hércules usou a matraca especial
de Atena, para as obrigar a levantar voo
											e depois abateu-as em pleno voo.
											Nenhum mortal era capaz de enfrentar
a fúria do touro de Creta
											mas Hércules acabou com ele
estrangulando-o por detrás.
											O louco rei Diomedes
											que tinha treinado os seus cavalos
para devorarem os seus convidados
											acabou vítima da sua própria medicina
											quando Hércules lutou com ele
nos estábulos.
											O festim que se seguiu acalmou os animais
e Hércules conseguiu amordaçá-los.
									",The myth of Hercules,Alex Gendler,7:42,"history,TED-Ed,culture,world cultures,death,war"
"
","
","
","
","
",The myth of Hercules,Alex Gendler,7:42,"history,TED-Ed,culture,world cultures,death,war"
"
											But the ninth labor involved someone 
more dangerous than any beast,
											Hippolyta, Queen of the Amazons.
											Hercules was to retrieve the belt given
to her by her father Ares, the god of war.
											He sailed to the Amazon land of Themyscira
prepared for battle,
											but the queen was so impressed 
with the hero and his exploits
											that she gave the belt willingly.
									","
											Mais la neuvième tâche
											concernait quelqu'un de plus dangereux
que n'importe quelle bête,
											Hippolyte, la reine des Amazones.
											Hercule devait s'emparer de sa ceinture,
											qu'elle avait reçue de son père Arès,
dieu de la guerre.
											Il navigua vers Thémyscire, la terre
des Amazones, prêt à se battre,
											mais la reine fut si impressionnée
par le héros et ses prouesses
											qu'elle lui donna la ceinture
de son plein gré.
									","
											Pero el noveno desafío era enfrentar
											a alguien más peligroso 
que cualquier bestia:
											Hipólita, la reina de las amazonas.
											Hércules debía tomar el cinturón
											que Hipólita recibió de su padre 
Ares, el dios de la guerra.
											Navegó hasta la tierra de las amazonas,
Temiscira, preparado para la batalla,
											pero la reina quedó tan impresionada
con el héroe y sus hazañas
											que le entregó el cinturón
voluntariamente.
									","
											Dokuzuncu görev herhangi bir
canavardan daha güçlü olan
											Amazon Kraliçesi Hippolyta'yı içeriyordu.
											Herkül, savaş tanrısı olan babası Ares'in
kendisine verdiği kemeri geri almalıydı.
											Savaşa hazır bir şekilde
Amazon diyarı Themyscira'ya yelken açtı
											fakat kraliçe Herkül'den
ve yiğitliğiinden o kadar etkilendi ki
											kemeri istekli bir şekilde verdi.
									","
											A nona tarefa envolveu uma pessoa
mais perigosa do que qualquer fera,
											Hipólita, rainha das Amazonas.
											Hércules tinha de recuperar o cinturão
											que lhe fora dado pelo pai dela,
Ares, o deus da guerra.
											Hércules navegou até à Ilha Paraíso,
a terra das Amazonas,
											preparado para a batalha
											mas a rainha ficou tão impressionada
com o herói e as suas façanhas
											que lhe deu o cinturão, de boa vontade.
									",The myth of Hercules,Alex Gendler,7:42,"history,TED-Ed,culture,world cultures,death,war"
"
","
","
","
","
",The myth of Hercules,Alex Gendler,7:42,"history,TED-Ed,culture,world cultures,death,war"
"
											For his tenth labor,
											Hercules had to steal a herd 
of magical red cattle from Geryon,
											a giant with three heads and three bodies.
											On his way, Hercules was so annoyed 
by the Libyan desert heat
											that he shot an arrow at the Sun.
											The sun god Helios admired 
the hero’s strength
											and lent his chariot for the journey 
to the island of Erytheia.
											There, Hercules fought off 
Geryon’s herdsman
											and his two-headed dog, 
before killing the giant himself.
									","
											Pour son dixième travail,
											Hercule devait voler un troupeau
de bœufs magiques à Géryon,
											un géant à trois têtes et trois corps.
											Sur son chemin, Hercule était si irrité
par la chaleur du désert libyen
											qu'il tira une flèche vers le Soleil.
											Le dieu du soleil, Hélios,
admira la force du héros
											et lui prêta son chariot pour le voyage
jusqu'à l'île d'Érythie.
											Là, Hercule combattit
contre les bœufs de Géryon
											et contre son chien à deux têtes,
avant de tuer le géant lui-même.
									","
											Para el décimo trabajo,
											Hércules debía robar el mágico
ganado rojo de Gerión,
											un gigante con tres
cabezas y tres cuerpos.
											De camino, Hércules estaba tan contrariado
por el calor del desierto de Libia,
											que arrojó una flecha al Sol.
											Helios, el dios del sol, 
admiraba la fortaleza del héroe
											y le prestó su carro 
para viajar a la isla de Eriteia.
											Allí, Hércules abatió al pastor de Gerión
											y a su perro de dos cabezas, 
para luego matar al gigante.
									","
											Onuncu görev için
											Herkül Geryon'dan üç başlı
ve üç kafalı olan
											kırmızı, büyülü bir devi
çalmak zorundaydı.
											Yolundayken, Libya'nın sıcak
çölünden rahatsız olan Herkül
											güneşe bir ok attı.
											Herkül'ün gücüne imrenen
Güneş Tanrısı Helios,
											Erytheia adasına yapacağı yolculuk için
Herkül'e cenk arabasını ödünç verdi.
											Orada, canavarın kendisini
öldürmeden önce
											Geryon'un çobanı ve onun iki başlı
köpeği ile dövüştü.
									","
											Para a décima tarefa,
											Hércules tinha de roubar uma manada
de bois mágicos vermelhos, a Gerião,
											um gigante com três cabeças
e três corpos.
											A caminho, Hércules ficou tão incomodado
com o calor do deserto da Líbia
											que disparou uma flecha contra o Sol.
											Hélio, o deus do Sol, admirado
com a força do herói
											emprestou-lhe o seu carro
para a viagem até à ilha da Erítia.
											Aí, Hércules abateu o pastor de Gerião
											e o seu cão de duas cabeças,
antes de matar o gigante.
									",The myth of Hercules,Alex Gendler,7:42,"history,TED-Ed,culture,world cultures,death,war"
"
","
","
","
","
",The myth of Hercules,Alex Gendler,7:42,"history,TED-Ed,culture,world cultures,death,war"
"
											That should have been the end.
											But Eurystheus announced 
that two labors hadn’t counted:
											the Hydra, because Iolaus 
had helped Hercules kill it,
											and the stables, 
because he’d accepted payment.
											And so, the hero set 
about his eleventh task,
											obtaining golden apples from 
the garden of the Hesperides nymphs.
									","
											Cette tâche devait être la dernière.
											Mais Eurysthée annonça
que deux travaux ne comptaient pas :
											l'Hydre, parce qu'Iolas
avait aidé Hercule à la tuer,
											et les écuries, parce qu'il avait 
accepté une rétribution.
											Le héros entreprit alors
sa onzième tâche :
											obtenir des pommes d'or du jardin
des nymphes appelées Hespérides.
									","
											Ese debió haber sido el último desafío.
											Pero Euristeo anunció que dos 
de sus trabajos no contaban:
											la Hidra, porque había recibido 
la ayuda de Yolao para eliminarlo,
											y los establos, porque había
recibido una paga.
											De esta manera, el héroe debió
realizar el trabajo número once:
											conseguir las manzanas de oro
											de las ninfas del jardín
de las Hespérides.
									","
											Bu son olmalıydı.
											Fakat Eurystheus iki görevin
sayılmadığını duyurdu:
											Hydra görevi Iolaus yardım ettiği için
											ahır görevi ise ödeme talep ettiği
için geçersizdi.
											Kahraman, Herperides orman
perilerinin bahçesinden
											altın elma almak olan görevine koyuldu.
									","
											Esta devia ter sido a última tarefa,
											mas Euristeu anunciou
que duas delas não contavam:
											a Hidra, porque Iolau
tinha ajudado Hércules a matá-la;
											e os estábulos, porque 
ele tinha aceite um pagamento.
											Assim, o herói partiu para
a décima primeira tarefa.
											Tinha de apanhar maçãs de ouro
no jardim das ninfas Hespérides.
									",The myth of Hercules,Alex Gendler,7:42,"history,TED-Ed,culture,world cultures,death,war"
"
","
","
","
","
",The myth of Hercules,Alex Gendler,7:42,"history,TED-Ed,culture,world cultures,death,war"
"
											Hercules began by catching 
the Old Man of the Sea
											and holding the shape-shifting water-god
until he revealed the garden’s location.
											Once there, the hero found the titan Atlas
holding up the heavens.
											Hercules offered to take his place 
if Atlas would retrieve the apples.
											Atlas eagerly complied, but Hercules then
tricked him into trading places again,
											escaping with apples in hand.
									","
											Hercule commença par attraper
le Vieillard de la Mer
											et retint le dieu marin, 
qui pouvait changer de forme,
											jusqu'à ce qu'il lui révèle
l'emplacement du jardin.
											Une fois là-bas, le héros trouva le titan
Atlas soutenant la voûte céleste.
											Hercule lui proposa de prendre sa place,
si Atlas allait cueillir les pommes.
											Atlas s'exécuta sur-le-champ
											mais Hercule le piégea à nouveau
pour qu'ils échangent de places à nouveau,
											et s'enfuit avec les pommes.
									","
											Hércules comenzó
por atrapar al ""viejo del mar"",
											deidad acuática que cambiaba de forma,
a quien liberó cuando le indicó el lugar.
											Una vez allí, el héroe
se encontró con el titán Atlas,
											que cargaba el cielo en sus hombros.
											Hércules le ofreció ocupar su lugar
si Atlas conseguía las manzanas.
											Atlas accedió de buen grado, pero Hércules
lo engañó devolviéndole la carga,
											y escapó con las manzanas en su poder.
									","
											Herkül göreve, Deniz'in Yaşlı Adamı'nı
											ve şekil değiştiren Su Tanrısını, bahçenin
yerini bulmak için yakalayarak başladı.
											Vardığında cennetleri tutan
titan Atlas'ı buldu.
											Yerini alabileceğini söylerek
Atlas'ın elmaları almasını teklif etti.
											Atlas hevesli bir şekilde itaat etti,
fakat Herkül yine yerleri değiştirerek
											onu kandırdı ve elinde elma ile kaçtı.
									","
											Hércules começou por apanhar
o Velho do Mar
											prendendo o deus aquático
que mudava de forma
											até ele revelar o local do jardim.
											Uma vez lá chegado,
o herói encontrou o titã Atlas,
											que sustentava o céu aos ombros.
											Hércules ofereceu-se para o substituir
se Atlas fosse roubar as maçãs.
											Atlas concordou todo satisfeito,
											mas depois Hércules enganou-o
trocando de lugar novamente,
											e fugiu com as maçãs.
									",The myth of Hercules,Alex Gendler,7:42,"history,TED-Ed,culture,world cultures,death,war"
"
","
","
","
","
",The myth of Hercules,Alex Gendler,7:42,"history,TED-Ed,culture,world cultures,death,war"
